"country input data from R datafile"

"N complete non-extreme",423
"WN complete non-extreme",423
"N total",1000
"N Any Missing",7
"WN Any missing",5.94894968339006

"Item","Severity","SE severity","Infit","SE infit","Outfit","N Yes on complete non-extreme sample","Perc Yes on complete non-extreme sample"
4,0.629412164031554,0.5942016571486,0.750542670564704,0.423482202467854,0.683471059052256,0.451893135426753,0.338338793300389,0.12865831800789
5,0.757665875968583,0.730160986070021,0.844928817933753,0.576521164354943,0.797884838619444,0.604968920744781,0.483470893926311,0.204398502382164
6,0.864349944377207,0.847035404729011,0.916312094854626,0.738792901687163,0.888820675058493,0.760654704489103,0.658442609348576,0.32559166545582
7,0.947261272733876,0.940075025532545,0.968165915964944,0.892176437646211,0.957225058477538,0.902310386872315,0.852435615235557,0.540350287537015

Observed and expected respondent infit distribution (weighted)
"Percentile","Obs infit","Pred infit","Obs outfit","Pred outfit"
0,0.467222357064977,0.467222357064977,0.221848315090678,0.221848315090678
1,0.467222357064977,0.467222357064977,0.221848315090678,0.221848315090678
2,0.467222357064977,0.467222357064977,0.221848315090678,0.221848315090678
3,0.467222357064977,0.467222357064977,0.221848315090678,0.221848315090678
4,0.467222357064977,0.467222357064977,0.221848315090678,0.221848315090678
5,0.467222357064977,0.467222357064977,0.221848315090678,0.221848315090678
6,0.467222357064977,0.467222357064977,0.221848315090678,0.221848315090678
7,0.467222357064977,0.467222357064977,0.221848315090678,0.221848315090678
8,0.467222357064977,0.467222357064977,0.221848315090678,0.221848315090678
9,0.467222357064977,0.467222357064977,0.221848315090678,0.221848315090678
10,0.467222357064977,0.467222357064977,0.221848315090678,0.221848315090678
11,0.467222357064977,0.467222357064977,0.221848315090678,0.221848315090678
12,0.467222357064977,0.467222357064977,0.221848315090678,0.221848315090678
13,0.467222357064977,0.467222357064977,0.221848315090678,0.221848315090678
14,0.467222357064977,0.475759833822659,0.221848315090678,0.240427526791397
15,0.467222357064977,0.577201370566946,0.221848315090678,0.454088461349647
16,0.467222357064977,0.584809329972503,0.221848315090678,0.454088461349647
17,0.573940816535993,0.584809329972503,0.454088461349647,0.454088461349647
18,0.573940816535993,0.584809329972503,0.454088461349647,0.455095599947631
19,0.573940816535993,0.612336347477378,0.454088461349647,0.455095599947631
20,0.584809329972503,0.622491416136651,0.455095599947631,0.487282452744479
21,0.584809329972503,0.644474939447021,0.455095599947631,0.535618378130165
22,0.584809329972503,0.648612600289207,0.53556273193975,0.540725035898846
23,0.612336347477378,0.683898986768586,0.535652483859775,0.54169123628724
24,0.612336347477378,0.714215282818529,0.535652483859775,0.56660376151374
25,0.63772401912556,0.714215282818529,0.535652483859775,0.573143425656048
26,0.648612600289207,0.714215282818529,0.54169123628724,0.587312232786395
27,0.648612600289207,0.740798525074275,0.56510901000015,0.587312232786395
28,0.654195555669113,0.749424207891205,0.573143425656048,0.590120910669255
29,0.690054660663117,0.749424207891205,0.573143425656048,0.607322534007733
30,0.714215282818529,0.758615970003675,0.573143425656048,0.631997232117599
31,0.714215282818529,0.767269238374171,0.587312232786394,0.631997232117599
32,0.714215282818529,0.774448589271212,0.587312232786394,0.635885559347124
33,0.714215282818529,0.774448589271212,0.587312232786394,0.635885559347124
34,0.753836253705191,0.774618800244276,0.587312232786394,0.66265989604425
35,0.758615970003675,0.782083083608615,0.604866469554272,0.667715860171045
36,0.767269238374171,0.808256086739894,0.611329797063381,0.680770895203302
37,0.767269238374171,0.825198249875084,0.632541597929732,0.706994910613029
38,0.774232235809659,0.845467505287147,0.666943106734594,0.722912784492217
39,0.774448589271212,0.859976343465544,0.668047040215237,0.755378854937959
40,0.774732274226318,0.877873361259022,0.668047040215237,0.758514189066924
41,0.782083083608616,0.888542268282928,0.706233235064701,0.786964076796709
42,0.809969448847569,0.894616767097504,0.70753896457612,0.786964076796709
43,0.85214157084921,0.909109914879787,0.722912784492217,0.807115272979108
44,0.874248737493487,0.916427723781005,0.75537885493796,0.814171185650654
45,0.888542268282929,0.92375799466693,0.786964076796709,0.833029357825925
46,0.903899642811956,0.937405633718097,0.786964076796709,0.854890160199798
47,0.915634798090929,0.937405633718097,0.807115272979108,0.873438794672762
48,0.918761464288175,0.950469888740247,0.814171185650655,0.881682746963346
49,0.946728975563147,0.955047905365745,0.833330399169201,0.881682746963346
50,0.963188977636687,0.955838385876749,0.881682746963346,0.881682746963346
51,0.985088138608675,0.962251158255273,0.881682746963346,0.881682746963346
52,0.995140688371602,0.968389511799637,0.881682746963346,0.888486964513256
53,0.999484582867712,0.990610164945796,0.881682746963346,0.897080808064363
54,1.02533976945914,0.999891811187538,0.895239270160554,0.908880378368658
55,1.02698518276959,1.01414161376479,0.897080808064363,0.919088220504894
56,1.03214122186397,1.02698518276959,0.897080808064363,0.926113876919444
57,1.0495496579943,1.02876559562952,0.907454618199962,0.947568698141716
58,1.07310294342834,1.0495496579943,0.912317047351714,0.947568698141716
59,1.07310294342834,1.06756872615233,0.940526989578652,0.960224486382366
60,1.0772682426792,1.07310294342834,0.947568698141717,0.962009845607975
61,1.10004712165094,1.07859258412603,0.956228098290915,1.00004107764763
62,1.13784030144732,1.10612230848864,1.00600523088707,1.0105831721687
63,1.15790638435893,1.12424173420072,1.0105831721687,1.02003350719567
64,1.18479565645291,1.15718275978751,1.0105831721687,1.05155729371706
65,1.19305736359755,1.17963596549573,1.01164360639748,1.05483105641435
66,1.23740282072613,1.20394056699434,1.02569003799245,1.07235437673871
67,1.2574223835216,1.21723833375037,1.05419395359929,1.10302642878451
68,1.27411106197876,1.22408409254869,1.0730029494846,1.1214747835424
69,1.28548813866867,1.25027921359599,1.08806960880803,1.14380694360545
70,1.28548813866867,1.25711438008938,1.12276241886056,1.17775539251606
71,1.28548813866867,1.27411106197876,1.14380694360545,1.20042804135593
72,1.31208480824924,1.28548813866867,1.16054219465428,1.20042804135593
73,1.31463297323844,1.31463297323844,1.20042804135593,1.20042804135593
74,1.31463297323844,1.31463297323844,1.20042804135593,1.21593138024949
75,1.31463297323844,1.31463297323844,1.21549151235481,1.23585459127236
76,1.33224309624377,1.31463297323844,1.22674904690174,1.26163362591123
77,1.36742969494458,1.31463297323844,1.26297963851033,1.29128756390815
78,1.3850556692538,1.33656399804726,1.30991782018938,1.32226311186161
79,1.42254190652473,1.37589949563939,1.3222631118616,1.32226311186161
80,1.42254190652473,1.41489409151469,1.3222663109633,1.32226311186161
81,1.42254190652473,1.42254190652473,1.41457239566065,1.3222663109633
82,1.42913326257227,1.42254190652473,1.467004827445,1.4013466414845
83,1.45005879179868,1.42254190652473,1.61240881353907,1.43580762560217
84,1.46055445103183,1.42589289690799,1.63633123873281,1.467004827445
85,1.49190231665421,1.45005879179868,1.67161057332355,1.48922010506865
86,1.54442759292493,1.45005879179868,1.70334178296342,1.57473762763473
87,1.552601759623,1.45005879179868,1.87566294608127,1.61882498021489
88,1.552601759623,1.45558311662347,2.1342070577545,1.63559956899325
89,1.552601759623,1.49849798888897,2.1342070577545,1.70730591927822
90,1.55401215190642,1.552601759623,2.1342070577545,1.81409594483454
91,1.57211469928525,1.552601759623,2.1342070577545,2.01012093342462
92,1.57211469928525,1.55835676327734,2.15098740899892,2.13420705775451
93,1.57211469928525,1.57211469928525,2.2125087021459,2.13420705775451
94,1.59916953675141,1.58189760740449,2.23707383379751,2.1828441844709
95,1.64585154415756,1.59916953675141,2.41944890659393,2.35305660643651
96,1.68792856726179,1.60478552800652,2.41944890659393,2.41944890659394
97,1.75622459286889,1.62887743379751,2.48444987065334,2.61014792982002
98,1.82024917941206,1.65853864199163,2.90450440541688,2.97291939512823
99,1.89815232582574,1.75102844478335,2.97291939512822,3.91797849409135
100,1.97470329945382,2.11608635877028,6.85622526317387,6.85622526317387


Rasch log-lik 1086.561
