,HH_ID,F2,Fuel_roster_name,F3,F3_oth,F_4,F_4oth,F_5,F_6,F_7,F_8,F_9,F_10,F_4_text,F_11,F_12,F_13_1,F_13oth,F_14__1,F_14__2,F_14__3,F_14__4,F_14__5,F_14__6,F_14__7,F_14__8,F_14__111
17294,12006501742602.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17295,12006506640301.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17296,12006506640301.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17297,12006506640301.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17298,12006506640301.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17299,12006506640301.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17300,12006506641101.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17301,12006506641101.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17302,12006506641101.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17303,12006506641101.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17304,12006506641101.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17305,12006506641301.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17306,12006506641301.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17307,12006506641301.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17308,12006506641301.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17309,12006506641301.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17310,12006506641701.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17311,12006506641701.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17312,12006506641701.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17313,12006506641701.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17314,12006506641701.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17315,12006506641901.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17316,12006506641901.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17317,12006506641901.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17318,12006506641901.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17319,12006506641901.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17320,12006506641902.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17321,12006506641902.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17322,12006506641902.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17323,12006506641902.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17324,12006506641902.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17325,12006506642002.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17326,12006506642002.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17327,12006506642002.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17328,12006506642002.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17329,12006506642002.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17330,12006506642201.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17331,12006506642201.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17332,12006506642201.0,Hurricane lamp with glass cover,Hurricance lamp with glass cover,Yes,,Kerosene/paraffin,,1.0,150.0,12.0,23.0,3.0,,Kerosene/paraffin,1.0,100.0,No problems,,0.0,No,0.0,No,No,0.0,No,No,Yes
17333,12006506642201.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17334,12006506642201.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17335,12006506642202.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17336,12006506642202.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17337,12006506642202.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17338,12006506642202.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17339,12006506642202.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17340,12006506643101.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17341,12006506643101.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17342,12006506643101.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17343,12006506643101.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17344,12006506643101.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17345,12006506643201.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17346,12006506643201.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17347,12006506643201.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17348,12006506643201.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17349,12006506643201.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17350,12006506643203.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17351,12006506643203.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17352,12006506643203.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17353,12006506643203.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17354,12006506643203.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17355,12006506643301.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17356,12006506643301.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17357,12006506643301.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17358,12006506643301.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17359,12006506643301.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17360,12006506643302.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17361,12006506643302.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17362,12006506643302.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17363,12006506643302.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17364,12006506643302.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17365,12006507780202.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17366,12006507780202.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17367,12006507780202.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17368,12006507780202.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17369,12006507780202.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17370,12006507780401.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17371,12006507780401.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17372,12006507780401.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17373,12006507780401.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17374,12006507780401.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17375,12006507780501.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17376,12006507780501.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17377,12006507780501.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17378,12006507780501.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17379,12006507780501.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17380,12006507780902.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17381,12006507780902.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17382,12006507780902.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17383,12006507780902.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17384,12006507780902.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17385,12006507781001.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17386,12006507781001.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17387,12006507781001.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17388,12006507781001.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17389,12006507781001.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17390,12006507781002.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17391,12006507781002.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17392,12006507781002.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17393,12006507781002.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17394,12006507781002.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17395,12006507781202.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17396,12006507781202.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17397,12006507781202.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17398,12006507781202.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17399,12006507781202.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17400,12006507781801.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17401,12006507781801.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17402,12006507781801.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17403,12006507781801.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17404,12006507781801.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17405,12006507781802.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17406,12006507781802.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17407,12006507781802.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17408,12006507781802.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17409,12006507781802.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17410,12006507781803.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17411,12006507781803.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17412,12006507781803.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17413,12006507781803.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17414,12006507781803.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17415,12006507781901.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17416,12006507781901.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17417,12006507781901.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17418,12006507781901.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17419,12006507781901.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17420,12006507782001.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17421,12006507782001.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17422,12006507782001.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17423,12006507782001.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17424,12006507782001.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17425,12006507782201.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17426,12006507782201.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17427,12006507782201.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17428,12006507782201.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17429,12006507782201.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17430,12006507782207.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17431,12006507782207.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17432,12006507782207.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17433,12006507782207.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17434,12006507782207.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17435,12006508900302.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17436,12006508900302.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17437,12006508900302.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17438,12006508900302.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17439,12006508900302.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17440,12006508901001.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17441,12006508901001.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17442,12006508901001.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17443,12006508901001.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17444,12006508901001.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17445,12006508901004.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17446,12006508901004.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17447,12006508901004.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17448,12006508901004.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17449,12006508901004.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17450,12006508901204.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17451,12006508901204.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17452,12006508901204.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17453,12006508901204.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17454,12006508901204.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17455,12006508901806.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17456,12006508901806.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17457,12006508901806.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17458,12006508901806.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17459,12006508901806.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17460,12006508901807.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17461,12006508901807.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17462,12006508901807.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17463,12006508901807.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17464,12006508901807.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17465,12006508901903.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17466,12006508901903.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17467,12006508901903.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17468,12006508901903.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17469,12006508901903.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17470,12006508902110.0,Candle,Candle,Yes,,,,,,2.0,0.0,0.0,1.0,##N/A##,,50.0,No problems,,0.0,No,0.0,No,No,0.0,No,No,Yes
17471,12006508902110.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17472,12006508902110.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17473,12006508902110.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17474,12006508902110.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17475,12006508903008.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17476,12006508903008.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17477,12006508903008.0,Hurricane lamp with glass cover,Hurricance lamp with glass cover,Yes,,Kerosene/paraffin,,1.0,1500.0,1.0,2.0,2.0,,Kerosene/paraffin,2.0,300.0,No problems,,0.0,No,0.0,No,No,0.0,No,No,Yes
17478,12006508903008.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17479,12006508903008.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17480,12006508903202.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17481,12006508903202.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17482,12006508903202.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17483,12006508903202.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17484,12006508903202.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17485,12006508903301.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17486,12006508903301.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17487,12006508903301.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17488,12006508903301.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17489,12006508903301.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17490,12006508903704.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17491,12006508903704.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17492,12006508903704.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17493,12006508903704.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17494,12006508903704.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17495,12006508908202.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17496,12006508908202.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17497,12006508908202.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17498,12006508908202.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17499,12006508908202.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17500,12006508908203.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17501,12006508908203.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17502,12006508908203.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17503,12006508908203.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17504,12006508908203.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17505,12007506160101.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17506,12007506160101.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17507,12007506160101.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17508,12007506160101.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17509,12007506160101.0,"Other, specify",,,,,,,,,,,,,,,,,,,,,,,,,
17510,12007506160102.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17511,12007506160102.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17512,12007506160102.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17513,12007506160102.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17514,12007506160102.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17515,12007506160103.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17516,12007506160103.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17517,12007506160103.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17518,12007506160103.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17519,12007506160103.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17520,12007506160201.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17521,12007506160201.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17522,12007506160201.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17523,12007506160201.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17524,12007506160201.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17525,12007506160304.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17526,12007506160304.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17527,12007506160304.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17528,12007506160304.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17529,12007506160304.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17530,12007506160401.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17531,12007506160401.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17532,12007506160401.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17533,12007506160401.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17534,12007506160401.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17535,12007506160402.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17536,12007506160402.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17537,12007506160402.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17538,12007506160402.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17539,12007506160402.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17540,12007506160501.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17541,12007506160501.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17542,12007506160501.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17543,12007506160501.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17544,12007506160501.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17545,12007506160601.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17546,12007506160601.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17547,12007506160601.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17548,12007506160601.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17549,12007506160601.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17550,12007506160701.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17551,12007506160701.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17552,12007506160701.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17553,12007506160701.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17554,12007506160701.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17555,12007506161301.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17556,12007506161301.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17557,12007506161301.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17558,12007506161301.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17559,12007506161301.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17560,12007506161401.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17561,12007506161401.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17562,12007506161401.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17563,12007506161401.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17564,12007506161401.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17565,12007506161702.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17566,12007506161702.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17567,12007506161702.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17568,12007506161702.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17569,12007506161702.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17570,12007506161901.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17571,12007506161901.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17572,12007506161901.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17573,12007506161901.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17574,12007506161901.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17575,12009512740102.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17576,12009512740102.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17577,12009512740102.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17578,12009512740102.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17579,12009512740102.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17580,12009512740401.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17581,12009512740401.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17582,12009512740401.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17583,12009512740401.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17584,12009512740401.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17585,12009512740403.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
17586,12009512740403.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17587,12009512740403.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
17588,12009512740403.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
17589,12009512740403.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
17590,12009512740404.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
