,HH_ID,F2,Fuel_roster_name,F3,F3_oth,F_4,F_4oth,F_5,F_6,F_7,F_8,F_9,F_10,F_4_text,F_11,F_12,F_13_1,F_13oth,F_14__1,F_14__2,F_14__3,F_14__4,F_14__5,F_14__6,F_14__7,F_14__8,F_14__111
5574,3025513260603.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5575,3025513261001.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5576,3025513261001.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5577,3025513261001.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5578,3025513261001.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5579,3025513261001.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5580,3025513261101.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5581,3025513261101.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5582,3025513261101.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5583,3025513261101.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5584,3025513261101.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5585,3025513261202.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5586,3025513261202.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5587,3025513261202.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5588,3025513261202.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5589,3025513261202.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5590,3025513262503.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5591,3025513262503.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5592,3025513262503.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5593,3025513262503.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5594,3025513262503.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5595,3025513262801.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5596,3025513262801.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5597,3025513262801.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5598,3025513262801.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5599,3025513262801.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5600,3025513263001.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5601,3025513263001.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5602,3025513263001.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5603,3025513263001.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5604,3025513263001.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5605,3025513263201.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5606,3025513263201.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5607,3025513263201.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5608,3025513263201.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5609,3025513263201.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5610,3027510960301.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5611,3027510960301.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5612,3027510960301.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5613,3027510960301.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5614,3027510960301.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5615,3027510960403.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5616,3027510960403.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5617,3027510960403.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5618,3027510960403.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5619,3027510960403.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5620,3027510960701.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5621,3027510960701.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5622,3027510960701.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5623,3027510960701.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5624,3027510960701.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5625,3027510960702.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5626,3027510960702.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5627,3027510960702.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5628,3027510960702.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5629,3027510960702.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5630,3027510960801.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5631,3027510960801.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5632,3027510960801.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5633,3027510960801.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5634,3027510960801.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5635,3027510960805.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5636,3027510960805.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5637,3027510960805.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5638,3027510960805.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5639,3027510960805.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5640,3027510961001.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5641,3027510961001.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5642,3027510961001.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5643,3027510961001.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5644,3027510961001.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5645,3027510961101.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5646,3027510961101.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5647,3027510961101.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5648,3027510961101.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5649,3027510961101.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5650,3027510961503.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5651,3027510961503.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5652,3027510961503.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5653,3027510961503.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5654,3027510961503.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5655,3027510961602.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5656,3027510961602.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5657,3027510961602.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5658,3027510961602.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5659,3027510961602.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5660,3027510962101.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5661,3027510962101.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5662,3027510962101.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5663,3027510962101.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5664,3027510962101.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5665,3027510962501.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5666,3027510962501.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5667,3027510962501.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5668,3027510962501.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5669,3027510962501.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5670,3027510962504.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5671,3027510962504.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5672,3027510962504.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5673,3027510962504.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5674,3027510962504.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5675,3027510962505.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5676,3027510962505.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5677,3027510962505.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5678,3027510962505.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5679,3027510962505.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5680,3027514640401.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5681,3027514640401.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5682,3027514640401.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5683,3027514640401.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5684,3027514640401.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5685,3027514640701.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5686,3027514640701.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5687,3027514640701.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5688,3027514640701.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5689,3027514640701.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5690,3027514641101.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5691,3027514641101.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5692,3027514641101.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5693,3027514641101.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5694,3027514641101.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5695,3027514641201.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5696,3027514641201.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5697,3027514641201.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5698,3027514641201.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5699,3027514641201.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5700,3027514641301.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5701,3027514641301.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5702,3027514641301.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5703,3027514641301.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5704,3027514641301.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5705,3027514641401.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5706,3027514641401.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5707,3027514641401.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5708,3027514641401.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5709,3027514641401.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5710,3027514641501.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5711,3027514641501.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5712,3027514641501.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5713,3027514641501.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5714,3027514641501.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5715,3027514641901.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5716,3027514641901.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5717,3027514641901.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5718,3027514641901.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5719,3027514641901.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5720,3027514642401.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5721,3027514642401.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5722,3027514642401.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5723,3027514642401.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5724,3027514642401.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5725,3027514642602.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5726,3027514642602.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5727,3027514642602.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5728,3027514642602.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5729,3027514642602.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5730,3027514643602.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5731,3027514643602.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5732,3027514643602.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5733,3027514643602.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5734,3027514643602.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5735,3027514644001.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5736,3027514644001.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5737,3027514644001.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5738,3027514644001.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5739,3027514644001.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5740,3027514644301.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5741,3027514644301.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5742,3027514644301.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5743,3027514644301.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5744,3027514644301.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5745,3027514644501.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5746,3027514644501.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5747,3027514644501.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5748,3027514644501.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5749,3027514644501.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5750,3029510560201.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5751,3029510560201.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5752,3029510560201.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5753,3029510560201.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5754,3029510560201.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5755,3029510560701.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5756,3029510560701.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5757,3029510560701.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5758,3029510560701.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5759,3029510560701.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5760,3029510560702.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5761,3029510560702.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5762,3029510560702.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5763,3029510560702.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5764,3029510560702.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5765,3029510560703.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5766,3029510560703.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5767,3029510560703.0,Hurricane lamp with glass cover,Hurricance lamp with glass cover,Yes,,Kerosene/paraffin,,1.0,1400.0,12.0,19.0,4.0,,Kerosene/paraffin,888.0,140.0,Fuel not available,,0.0,No,0.0,No,No,0.0,No,No,Yes
5768,3029510560703.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5769,3029510560703.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5770,3029510561001.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5771,3029510561001.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5772,3029510561001.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5773,3029510561001.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5774,3029510561001.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5775,3029510561201.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5776,3029510561201.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5777,3029510561201.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5778,3029510561201.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5779,3029510561201.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5780,3029510561401.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5781,3029510561401.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5782,3029510561401.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5783,3029510561401.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5784,3029510561401.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5785,3029510561501.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5786,3029510561501.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5787,3029510561501.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5788,3029510561501.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5789,3029510561501.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5790,3029510561901.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5791,3029510561901.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5792,3029510561901.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5793,3029510561901.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5794,3029510561901.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5795,3029510562501.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5796,3029510562501.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5797,3029510562501.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5798,3029510562501.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5799,3029510562501.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5800,3029510562502.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5801,3029510562502.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5802,3029510562502.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5803,3029510562502.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5804,3029510562502.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5805,3029510563002.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5806,3029510563002.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5807,3029510563002.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5808,3029510563002.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5809,3029510563002.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5810,3029510563201.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5811,3029510563201.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5812,3029510563201.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5813,3029510563201.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5814,3029510563201.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5815,3029510563301.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5816,3029510563301.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5817,3029510563301.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5818,3029510563301.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5819,3029510563301.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5820,3029514920201.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5821,3029514920201.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5822,3029514920201.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5823,3029514920201.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5824,3029514920201.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5825,3029514920401.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5826,3029514920401.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5827,3029514920401.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5828,3029514920401.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5829,3029514920401.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5830,3029514920501.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5831,3029514920501.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5832,3029514920501.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5833,3029514920501.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5834,3029514920501.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5835,3029514920701.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5836,3029514920701.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5837,3029514920701.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5838,3029514920701.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5839,3029514920701.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5840,3029514920801.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5841,3029514920801.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5842,3029514920801.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5843,3029514920801.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5844,3029514920801.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5845,3029514921301.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5846,3029514921301.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5847,3029514921301.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5848,3029514921301.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5849,3029514921301.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5850,3029514921302.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5851,3029514921302.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5852,3029514921302.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5853,3029514921302.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5854,3029514921302.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5855,3029514921801.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5856,3029514921801.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5857,3029514921801.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5858,3029514921801.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5859,3029514921801.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5860,3029514921802.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5861,3029514921802.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5862,3029514921802.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5863,3029514921802.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5864,3029514921802.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5865,3029514922102.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5866,3029514922102.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5867,3029514922102.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
5868,3029514922102.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5869,3029514922102.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
5870,3029514922301.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
5871,3029514922301.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
5872,3029514922301.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
