"","HHID","A1","A3","A4","A5","A6","A7","A8","A9","A10","A11","A12","A13","A14","A15","A16","A17","A18","A19","A20","A21","A22"
"12141",5212090352171,4,2,3,6,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12142",5212090352171,2,2,2,30,1,1,2,2,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"12143",5212090352171,6,2,7,19,1,1,1,3,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"12144",5212090352171,5,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12145",5212090352171,3,1,3,7,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12146",5212090352172,2,2,2,50,1,2,NA,NA,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"12147",5212090352172,1,1,1,68,1,1,2,1,1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"12148",5212090352172,4,1,3,18,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"12149",5212090352172,3,1,3,20,1,1,2,1,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"12150",5212090352173,2,2,2,26,1,1,2,3,1,1,1,1,2,888,15,2,12,5,888,12,4
"12151",5212090352173,4,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12152",5212090352173,1,1,1,28,1,1,2,1,1,1,2,1,2,1,1,2,12,5,888,12,6
"12153",5212090352173,3,2,6,51,1,1,2,1,1,1,2,1,2,1,1,2,12,6,888,12,1
"12154",5212090352174,2,2,2,36,1,1,2,1,1,1,3,1,1,1,7,1,12,7,30000,12,1
"12155",5212090352174,1,1,1,38,1,1,2,3,1,1,4,1,1,1,15,7,12,7,1e+05,12,6
"12156",5212090352174,3,1,3,6,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12157",5212090352174,4,2,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12158",5212090352175,1,2,1,67,1,1,2,1,1,8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"12159",5212090352175,2,2,3,37,1,1,2,2,1,5,7,NA,NA,NA,20,8,12,6,888,12,1
"12160",5212090352176,9,1,3,8,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12161",5212090352176,5,1,3,15,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"12162",5212090352176,7,1,3,12,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"12163",5212090352176,8,2,3,9,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12164",5212090352176,6,2,3,14,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"12165",5212090352176,10,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12166",5212090352176,3,2,3,17,1,1,1,3,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"12167",5212090352176,2,2,2,38,1,2,NA,NA,1,1,2,1,1,1,1,5,12,6,888,12,1
"12168",5212090352176,1,1,1,47,1,1,2,1,1,1,2,1,1,2,1,5,12,7,15000,12,6
"12169",5212090352176,4,2,3,16,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"12170",5212090352176,11,1,13,11,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12171",5212090352177,1,2,1,59,1,1,2,1,1,8,2,1,2,1,1,5,4,2,888,12,1
"12172",5212090352177,2,2,3,21,1,1,1,5,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"12173",5212090352178,2,2,2,48,1,1,2,1,1,1,2,1,1,1,1,5,12,6,888,12,1
"12174",5212090352178,6,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12175",5212090352178,3,1,3,17,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"12176",5212090352178,1,1,1,45,1,1,2,1,1,1,1,2,1,888,15,7,11,7,888,12,6
"12177",5212090352178,4,2,3,14,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"12178",5212090352178,5,1,3,12,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"12179",5212090352180,7,1,13,22,1,1,1,1,1,5,1,1,2,1,19,1,12,6,6000,12,6
"12180",5212090352180,3,1,3,17,1,1,1,3,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"12181",5212090352180,8,1,13,21,1,2,NA,NA,1,5,1,1,2,1,19,1,12,6,15000,12,1
"12182",5212090352180,2,2,2,48,1,1,2,1,1,1,1,2,1,15,13,7,12,5,4e+05,10,2
"12183",5212090352180,6,2,3,13,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"12184",5212090352180,1,1,1,52,1,1,2,1,1,1,555,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"12185",5212090352180,5,1,3,11,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12186",5212090352180,4,1,3,15,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"12187",5213030452089,6,2,13,19,1,2,NA,NA,1,5,7,NA,NA,NA,20,1,12,7,10000,12,1
"12188",5213030452089,2,2,2,47,1,2,NA,NA,1,1,1,1,2,4,1,6,12,4,1e+05,15,2
"12189",5213030452089,12,1,3,6,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12190",5213030452089,11,2,3,9,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12191",5213030452089,7,2,3,17,1,1,1,3,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"12192",5213030452089,8,2,3,15,1,1,1,3,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"12193",5213030452089,4,2,3,23,1,1,1,5,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"12194",5213030452089,3,1,3,25,1,1,2,5,1,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"12195",5213030452089,1,1,1,51,1,2,NA,NA,1,1,1,1,1,4,1,5,12,6,3e+05,30,6
"12196",5213030452089,5,1,3,21,1,1,1,3,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"12197",5213030452089,10,2,3,11,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12198",5213030452089,9,2,3,13,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"12199",5213030452181,6,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12200",5213030452181,3,2,4,13,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"12201",5213030452181,2,2,2,45,1,2,NA,NA,1,1,2,1,1,6,1,5,12,6,1e+05,12,1
"12202",5213030452181,1,1,1,57,1,1,2,1,1,1,2,1,1,1,1,5,12,6,22000,12,6
"12203",5213030452181,4,1,4,8,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12204",5213030452181,5,2,4,6,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12205",5213030452182,8,1,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12206",5213030452182,3,1,3,16,1,1,2,1,1,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"12207",5213030452182,7,2,3,8,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12208",5213030452182,5,2,3,13,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"12209",5213030452182,4,2,3,14,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"12210",5213030452182,1,1,1,48,1,1,2,1,1,1,1,1,2,1,1,5,12,4,30000,12,6
"12211",5213030452182,6,2,3,10,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12212",5213030452182,2,2,2,42,1,1,2,1,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"12213",5213030452183,2,2,2,75,1,2,NA,NA,1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"12214",5213030452183,1,1,1,81,1,2,NA,NA,1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"12215",5213030452183,3,2,3,20,1,1,1,3,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"12216",5213030452184,8,1,3,7,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12217",5213030452184,1,1,1,46,1,1,2,1,1,1,1,1,1,4,1,5,12,6,50000,12,6
"12218",5213030452184,4,2,3,16,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"12219",5213030452184,2,2,2,42,1,1,2,1,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"12220",5213030452184,5,2,3,14,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"12221",5213030452184,7,2,3,9,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12222",5213030452184,3,1,3,27,1,1,2,2,1,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"12223",5213030452184,6,2,3,13,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"12224",5213030452185,1,1,1,50,1,2,NA,NA,1,1,2,1,1,1,1,5,12,6,888,12,3
"12225",5213030452185,2,2,2,38,1,2,NA,NA,1,1,5,1,1,4,1,5,12,6,888,12,1
"12226",5213030452185,6,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12227",5213030452185,4,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12228",5213030452185,3,2,3,10,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12229",5213030452185,5,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12230",5213030452186,6,1,3,6,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12231",5213030452186,3,1,3,12,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"12232",5213030452186,8,2,13,16,1,1,2,1,1,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"12233",5213030452186,7,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12234",5213030452186,1,1,1,45,1,1,2,1,1,3,2,1,1,2,1,5,12,6,1000,12,1
"12235",5213030452186,5,1,3,10,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12236",5213030452186,2,2,2,37,1,1,2,1,1,3,2,1,1,1,1,5,12,6,30000,12,1
"12237",5213030452186,4,2,3,11,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12238",5213030452187,2,2,2,20,1,1,2,1,1,3,2,1,1,2,1,5,12,5,10000,12,1
"12239",5213030452187,4,2,3,8,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12240",5213030452187,3,1,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12241",5213030452187,1,1,1,34,1,1,2,2,1,3,2,1,1,2,1,5,12,5,10000,12,1
"12242",5213030452188,5,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12243",5213030452188,3,2,3,7,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12244",5213030452188,2,2,2,32,1,1,1,1,1,3,2,1,1,1,1,5,12,6,1000,8,2
"12245",5213030452188,10,1,13,18,1,1,2,1,1,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"12246",5213030452188,8,2,14,14,1,2,NA,NA,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"12247",5213030452188,6,2,5,8,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12248",5213030452188,1,1,1,33,1,1,2,1,1,3,2,1,1,1,1,5,12,2,1000,8,2
"12249",5213030452188,7,1,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12250",5213030452188,4,1,3,6,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12251",5213030452188,9,2,9,16,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"12252",5213030452190,3,1,3,6,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12253",5213030452190,2,2,2,24,1,1,2,1,1,1,2,1,1,888,1,5,9,6,888,12,1
"12254",5213030452190,4,2,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12255",5213030452190,1,1,1,28,1,1,2,1,1,1,2,1,1,1,1,6,12,6,888,12,6
"12256",5213030452191,1,1,1,35,1,1,2,1,1,1,2,1,1,3,1,5,9,6,120000,12,6
"12257",5213030452191,3,1,13,20,1,2,NA,NA,1,5,2,2,1,888,1,6,6,6,888,12,6
"12258",5213030452191,5,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12259",5213030452191,2,2,2,23,1,1,2,1,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"12260",5213030452191,4,2,3,7,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12261",5213030452192,2,2,2,22,1,2,NA,NA,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"12262",5213030452192,3,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12263",5213030452192,1,1,1,23,1,1,2,1,1,1,2,2,1,2,1,8,12,7,15000,12,6
"12264",5213080152162,2,2,2,31,1,1,2,1,1,1,2,1,1,6,1,6,12,5,888,12,1
"12265",5213080152162,1,1,1,26,1,1,2,1,1,1,2,1,1,1,1,6,12,6,15000,12,6
"12266",5213080152162,3,1,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12267",5213080152193,3,2,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12268",5213080152193,4,2,3,6,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12269",5213080152193,2,2,2,25,1,1,2,2,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"12270",5213080152193,1,1,1,30,1,1,2,2,1,1,1,2,1,888,19,8,12,7,30000,12,6
"12271",5213080152194,1,1,1,63,1,1,2,1,1,1,2,1,2,1,1,5,12,6,5000,12,6
"12272",5213080152194,2,2,2,61,1,2,NA,NA,1,1,2,1,2,1,1,5,12,6,3000,12,1
"12273",5213080152194,3,1,4,10,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12274",5213080152195,1,1,1,32,1,1,2,1,1,1,3,1,1,1,7,1,12,6,50000,12,6
"12275",5213080152195,3,1,3,7,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12276",5213080152195,2,2,2,29,1,2,NA,NA,1,1,2,1,1,2,1,5,12,6,10000,12,1
"12277",5213080152195,4,1,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12278",5213080152195,5,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12279",5213080152196,2,2,2,23,1,2,NA,NA,1,1,2,2,2,1,1,6,4,5,10000,12,1
"12280",5213080152196,1,1,1,27,1,2,NA,NA,1,1,2,2,2,2,1,6,6,5,10000,12,6
"12281",5213080152196,3,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12282",5213080152196,4,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12283",5213080152197,2,1,4,12,1,2,NA,NA,1,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"12284",5213080152197,1,2,1,74,1,2,NA,NA,1,8,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"12285",5213080152198,3,2,3,6,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12286",5213080152198,2,2,2,28,1,1,2,1,1,1,2,1,2,1,1,5,12,6,5000,12,1
"12287",5213080152198,4,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12288",5213080152198,6,1,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12289",5213080152198,1,1,1,32,1,1,2,1,1,1,3,1,2,1,7,3,12,6,150000,12,6
"12290",5213080152198,5,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12291",5213080152199,5,1,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12292",5213080152199,4,2,3,8,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12293",5213080152199,1,1,1,58,1,2,NA,NA,1,6,2,1,2,1,1,5,8,6,20000,12,2
"12294",5213080152199,3,1,3,10,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12295",5213080152199,2,2,3,13,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"12296",5213080152200,2,2,4,9,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12297",5213080152200,1,1,1,75,1,2,NA,NA,1,8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"12298",5213080152201,7,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12299",5213080152201,2,2,2,32,1,1,2,1,1,3,2,1,1,4,1,5,12,4,10000,12,1
"12300",5213080152201,6,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12301",5213080152201,4,2,3,11,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12302",5213080152201,5,1,3,10,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12303",5213080152201,1,1,1,34,1,1,2,1,1,3,2,1,1,4,1,5,12,4,10000,12,6
"12304",5213080152201,3,1,3,12,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"12305",5213080152202,1,2,1,56,1,1,2,1,1,8,5,2,1,888,1,6,8,4,8000,12,1
"12306",5213080152203,2,2,2,40,1,1,2,1,1,1,2,1,1,3,1,5,12,6,2000,12,1
"12307",5213080152203,4,1,3,15,1,1,2,1,1,5,2,2,1,3,1,5,12,6,3000,12,4
"12308",5213080152203,6,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12309",5213080152203,3,1,3,17,1,1,2,1,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"12310",5213080152203,7,2,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12311",5213080152203,5,1,3,10,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12312",5213080152203,1,1,1,42,1,2,NA,NA,1,1,2,1,1,3,1,5,12,6,2000,12,6
"12313",5213080152204,5,2,3,6,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12314",5213080152204,3,1,3,18,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"12315",5213080152204,4,1,3,13,1,1,2,1,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"12316",5213080152204,1,1,1,66,1,1,2,1,1,1,2,2,2,2,1,6,888,5,5000,12,6
"12317",5213080152204,2,2,2,44,1,2,NA,NA,1,1,2,2,2,2,1,6,888,5,2000,12,1
"12318",5213080152205,2,2,2,34,1,1,2,1,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"12319",5213080152205,4,1,3,9,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12320",5213080152205,1,1,1,47,1,2,NA,NA,1,1,7,NA,NA,NA,6,3,888,3,5000,12,6
"12321",5213080152205,5,2,3,7,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12322",5213080152205,7,2,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12323",5213080152205,6,2,3,6,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12324",5213080152205,3,1,3,13,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"12325",5213080152206,1,1,1,26,1,1,2,1,1,1,4,1,1,1,7,1,12,7,50000,12,6
"12326",5213080152206,4,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12327",5213080152206,2,2,2,27,1,1,2,1,1,1,2,1,2,1,1,5,12,6,5000,12,1
"12328",5213080152206,3,2,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12329",5213080152207,2,2,2,51,1,1,2,1,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"12330",5213080152207,3,1,3,19,1,1,1,4,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"12331",5213080152207,1,1,1,55,1,1,2,1,1,1,5,1,1,1,1,5,8,5,1e+05,12,6
"12332",5213080152207,4,2,3,15,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"12333",5213080152207,5,1,3,9,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12334",5213080152208,1,1,1,64,1,1,2,1,1,2,2,2,2,1,1,5,12,6,15000,12,6
"12335",5213080152208,5,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12336",5213080152208,2,2,2,31,1,1,2,1,1,1,2,1,2,1,1,5,12,4,6000,12,1
"12337",5213080152208,3,1,3,10,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12338",5213080152208,4,2,3,9,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12339",5213080152209,1,1,1,34,1,1,2,1,1,1,5,1,1,1,1,5,8,6,10000,12,5
"12340",5213080152209,3,1,3,10,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12341",5213080152209,4,1,3,6,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12342",5213080152209,5,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12343",5213080152209,2,2,2,34,1,1,2,1,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"12344",5213080152210,5,2,3,6,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12345",5213080152210,2,2,2,42,1,2,NA,NA,1,1,2,2,2,1,1,6,6,3,2500,12,1
"12346",5213080152210,3,2,3,16,1,1,2,1,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"12347",5213080152210,6,2,3,7,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12348",5213080152210,1,1,1,60,1,2,NA,NA,1,1,2,2,2,1,1,6,6,4,3000,12,6
"12349",5213080152210,4,1,3,14,1,1,2,1,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"12350",5213080152211,2,2,2,66,1,2,NA,NA,1,1,2,2,2,1,1,6,6,3,2000,12,1
"12351",5213080152211,1,1,1,70,1,2,NA,NA,1,1,2,2,2,1,1,6,6,3,3000,12,6
"12352",5213080152212,5,1,3,9,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12353",5213080152212,3,1,3,15,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"12354",5213080152212,1,1,1,38,1,2,NA,NA,1,1,5,1,1,888,1,5,12,6,10000,12,6
"12355",5213080152212,2,2,2,33,1,1,2,1,1,1,5,2,1,888,1,6,888,6,5000,12,1
"12356",5213080152212,4,2,3,11,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12357",5213080152213,1,1,1,36,1,1,2,1,1,3,2,1,1,2,1,5,12,6,10000,12,6
"12358",5213080152213,4,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12359",5213080152213,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12360",5213080152213,2,2,2,29,1,1,2,1,1,3,2,1,1,2,1,5,12,6,5000,12,1
"12361",5213080152213,3,1,3,7,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12362",5213080152214,5,1,3,7,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12363",5213080152214,2,2,2,32,1,1,2,1,1,1,2,2,2,1,1,6,12,3,5000,12,1
"12364",5213080152214,4,2,3,10,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12365",5213080152214,3,1,3,11,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12366",5213080152214,1,1,1,35,1,2,NA,NA,1,1,2,1,2,1,1,5,12,6,13000,12,6
"12367",5213080152214,6,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12368",5213080152215,3,2,3,11,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12369",5213080152215,1,1,1,38,1,1,2,1,1,1,2,1,1,2,1,5,12,7,888,12,6
