"","HHID","A1","A3","A4","A5","A6","A7","A8","A9","A10","A11","A12","A13","A14","A15","A16","A17","A18","A19","A20","A21","A22"
"1",1102020811001,2,2,2,45,1,1,2,1,1,1,2,1,2,1,1,5,10,5,15000,12,1
"2",1102020811001,1,1,1,54,1,2,NA,NA,1,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3",1102020811001,3,2,3,22,1,1,2,1,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"4",1102020811001,4,1,3,14,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"5",1102020811002,2,2,3,15,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6",1102020811002,3,1,3,13,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"7",1102020811002,5,2,3,8,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",1102020811002,1,2,1,43,1,1,2,2,1,8,1,2,1,1,17,8,12,7,50000,12,1
"9",1102020811002,4,1,3,10,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",1102020811003,4,2,3,7,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",1102020811003,1,1,1,38,1,1,2,2,1,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"12",1102020811003,6,2,14,19,1,1,2,1,1,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"13",1102020811003,3,1,3,14,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"14",1102020811003,2,2,2,33,1,1,2,2,1,3,2,1,2,1,1,6,12,3,888,12,1
"15",1102020811003,5,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",1102020811004,2,2,3,35,1,1,2,1,1,6,2,2,2,1,1,6,12,5,5000,12,1
"17",1102020811004,1,1,1,86,1,2,NA,NA,1,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"18",1102020811004,4,2,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",1102020811004,3,2,4,14,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"20",1102020811005,4,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",1102020811005,2,2,2,30,1,1,2,1,1,1,2,1,2,1,1,2,6,3,6000,6,1
"22",1102020811005,1,1,1,34,1,1,2,1,1,1,2,1,2,1,1,2,6,4,20000,6,3
"23",1102020811005,3,1,3,6,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",1102020811006,3,2,3,39,1,1,2,1,1,5,2,1,1,2,1,5,6,4,40000,6,1
"25",1102020811006,2,2,2,58,1,2,NA,NA,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"26",1102020811006,1,1,1,60,1,2,NA,NA,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"27",1102020811007,5,2,3,8,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",1102020811007,1,1,1,37,1,1,2,2,1,1,7,NA,NA,NA,3,4,12,6,50000,12,1
"29",1102020811007,3,2,3,12,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"30",1102020811007,2,2,2,33,1,1,2,1,1,1,2,1,2,2,1,5,12,5,5000,12,1
"31",1102020811007,6,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",1102020811007,4,1,3,10,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",1102020811008,7,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",1102020811008,4,1,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",1102020811008,6,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",1102020811008,8,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",1102020811008,11,2,14,6,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",1102020811008,9,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",1102020811008,10,2,14,15,1,2,NA,NA,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"40",1102020811008,5,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",1102020811008,2,2,2,39,1,1,2,1,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"42",1102020811008,3,2,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",1102020811008,1,1,1,49,1,2,NA,NA,1,1,7,NA,NA,NA,20,2,12,2,5000,12,6
"44",1102020811009,2,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",1102020811009,1,2,1,34,1,1,2,2,1,6,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"46",1102020811010,3,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",1102020811010,1,1,1,42,1,2,NA,NA,1,1,7,NA,NA,NA,6,8,6,6,6000,6,6
"48",1102020811010,4,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",1102020811010,2,2,2,30,1,2,NA,NA,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"50",1102020811011,4,1,3,15,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"51",1102020811011,1,1,1,43,1,1,2,3,1,1,2,1,2,2,1,5,12,5,30000,12,1
"52",1102020811011,6,2,3,6,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",1102020811011,5,1,3,10,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",1102020811011,2,2,2,38,1,1,2,2,1,1,2,2,1,2,1,5,12,5,30000,12,1
"55",1102020811011,3,1,3,19,1,1,1,3,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"56",1102020811012,1,1,1,36,1,1,2,1,1,3,2,2,2,1,1,6,12,3,10000,12,6
"57",1102020811012,4,1,3,7,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",1102020811012,2,2,2,34,1,2,NA,NA,1,3,2,2,2,1,1,6,12,3,7000,12,1
"59",1102020811012,3,2,3,9,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",1103030711013,5,2,3,11,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",1103030711013,4,1,3,13,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"62",1103030711013,3,2,3,15,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"63",1103030711013,1,1,1,40,1,1,2,1,1,3,7,NA,NA,NA,7,9,12,5,3e+05,12,5
"64",1103030711013,2,2,2,35,1,1,2,1,1,3,7,NA,NA,NA,7,2,12,7,90000,12,1
"65",1103030711014,1,2,1,47,1,1,2,2,1,8,7,NA,NA,NA,20,8,12,3,5000,12,1
"66",1103030711014,10,1,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",1103030711014,6,1,3,24,1,1,2,2,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"68",1103030711014,8,2,4,14,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"69",1103030711014,3,2,3,26,1,1,2,2,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"70",1103030711014,9,1,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",1103030711014,4,1,3,22,1,1,1,3,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"72",1103030711014,2,2,3,28,1,2,NA,NA,1,5,8,NA,NA,NA,20,8,12,4,5000,12,4
"73",1103030711014,7,1,3,19,1,2,NA,NA,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"74",1103030711014,5,1,3,22,1,2,NA,NA,1,5,7,NA,NA,NA,20,8,12,6,5000,12,6
"75",1103030711015,2,2,3,59,1,2,NA,NA,1,8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"76",1103030711015,1,2,1,91,1,2,NA,NA,1,8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"77",1103030711016,1,1,1,53,1,1,2,1,1,8,4,1,1,1,7,3,12,7,50000,34,6
"78",1103030711017,1,2,1,62,1,2,NA,NA,1,8,2,2,2,1,20,2,12,5,25000,12,2
"79",1103030711017,4,2,3,20,1,1,2,1,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"80",1103030711017,3,2,3,22,1,1,2,1,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"81",1103030711017,2,1,3,32,1,1,2,1,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"82",1103030711018,1,2,1,29,1,1,2,3,1,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"83",1103030711019,1,1,1,28,1,1,2,2,1,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"84",1103030711020,2,2,2,25,1,1,2,2,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"85",1103030711020,1,1,1,30,1,1,2,2,1,1,1,1,1,1,7,8,12,7,60000,12,6
"86",1103030711021,3,2,3,14,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"87",1103030711021,1,2,1,34,1,1,2,1,1,8,1,1,1,2,7,8,12,7,120000,12,2
"88",1103030711021,5,1,3,10,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",1103030711021,4,1,3,11,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",1103030711021,2,2,3,16,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"91",1103030711022,4,2,3,12,1,1,1,2,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"92",1103030711022,5,1,3,8,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",1103030711022,2,2,2,38,1,1,2,2,1,1,7,NA,NA,NA,20,3,12,5,50000,12,2
"94",1103030711022,3,2,3,15,1,1,1,2,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"95",1103030711022,1,1,1,43,1,1,2,2,1,1,8,NA,NA,NA,6,2,12,6,1e+05,12,6
"96",1103030711023,6,2,3,12,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"97",1103030711023,5,2,3,14,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"98",1103030711023,8,1,3,9,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",1103030711023,7,1,3,10,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",1103030711023,4,2,3,16,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"101",1103030711023,2,2,2,53,1,1,2,1,1,1,3,1,1,1,7,3,12,6,15000,12,6
"102",1103030711023,1,1,1,55,1,1,2,1,1,1,7,NA,NA,NA,20,8,12,6,15000,12,6
"103",1103030711023,3,2,3,18,1,1,2,1,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"104",1103030711024,3,1,3,17,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"105",1103030711024,2,1,7,34,1,2,NA,NA,1,3,7,NA,NA,NA,7,3,12,7,888,12,6
"106",1103030711024,1,2,1,40,1,1,2,1,1,8,7,NA,NA,NA,7,3,12,6,60000,15,1
"107",1103030711024,4,1,3,16,1,1,2,1,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"108",1104020211025,5,1,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",1104020211025,6,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",1104020211025,4,1,3,8,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",1104020211025,3,1,12,21,1,1,2,2,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"112",1104020211025,1,1,1,40,1,1,2,3,1,1,1,2,1,888,19,7,12,6,888,12,6
"113",1104020211025,2,2,2,35,1,1,2,3,1,1,1,2,1,888,16,7,7,5,70000,12,2
"114",1104020211026,4,2,4,21,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"115",1104020211026,1,1,1,74,1,1,2,1,1,6,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"116",1104020211026,2,2,3,32,1,1,2,1,1,5,3,1,1,1,20,8,12,7,888,12,6
"117",1104020211026,3,1,4,19,1,1,1,4,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"118",1104020211027,5,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",1104020211027,1,1,1,31,1,1,2,1,1,3,3,1,1,888,13,8,12,5,888,12,6
"120",1104020211027,4,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",1104020211027,2,2,2,30,1,1,2,1,1,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"122",1104020211027,3,2,3,6,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",1104020211028,3,2,3,12,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"124",1104020211028,1,1,1,38,1,1,2,1,1,1,3,1,2,888,7,3,12,5,888,12,6
"125",1104020211028,4,2,3,10,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",1104020211028,5,2,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",1104020211028,2,2,2,32,1,1,2,3,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"128",1104020211029,1,1,1,32,1,1,2,3,1,1,4,2,1,888,4,4,12,4,60000,12,6
"129",1104020211029,2,2,2,30,1,1,2,2,1,1,3,2,2,888,11,8,12,6,40000,12,2
"130",1104020211029,3,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",1104020211030,3,2,3,11,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",1104020211030,2,2,2,28,1,1,2,1,1,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"133",1104020211030,4,2,3,8,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",1104020211030,1,1,1,43,1,1,2,2,1,3,1,2,1,888,12,7,12,6,60000,12,6
"135",1104020211030,5,2,3,6,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",1104020211031,3,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",1104020211031,1,1,1,40,1,1,2,1,1,3,555,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"138",1104020211031,4,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",1104020211031,2,2,2,25,1,1,2,1,1,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"140",1104020211032,1,1,1,35,1,1,2,4,1,1,3,2,2,888,13,2,12,6,1e+05,12,6
"141",1104020211032,4,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",1104020211032,3,2,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",1104020211032,2,2,2,34,1,1,2,2,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"144",1104020211033,2,2,2,25,1,1,2,1,1,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"145",1104020211033,4,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",1104020211033,1,1,1,36,1,1,2,1,1,3,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"147",1104020211033,3,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",1104020211034,2,1,3,15,1,2,NA,NA,1,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"149",1104020211034,4,1,3,11,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",1104020211034,3,2,3,13,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"151",1104020211034,5,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",1104020211034,1,2,1,41,1,1,2,2,1,6,3,1,2,2,7,3,12,3,1e+05,12,2
"153",1104020211035,1,1,1,38,1,1,2,3,1,1,3,1,2,888,7,3,12,6,888,12,6
"154",1104020211035,2,2,2,38,1,1,2,3,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"155",1104020211035,3,1,3,9,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",1104020211035,4,1,3,8,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",1104020211036,2,1,3,14,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"158",1104020211036,5,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",1104020211036,4,2,3,9,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",1104020211036,1,2,1,35,1,1,2,1,1,6,1,2,1,888,13,7,11,6,80000,6,2
"161",1104020211036,3,2,3,12,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"162",1104031011037,2,2,2,52,1,2,NA,NA,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"163",1104031011037,1,1,1,62,1,2,NA,NA,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"164",1104031011037,5,1,3,22,1,1,2,2,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"165",1104031011037,4,1,3,34,1,1,2,1,1,5,7,NA,NA,NA,8,2,888,5,888,12,4
"166",1104031011037,6,1,3,19,1,1,1,3,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"167",1104031011037,7,1,3,13,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"168",1104031011037,3,2,3,30,1,1,2,1,1,6,7,NA,NA,NA,5,3,12,6,4000,12,6
"169",1104031011038,2,2,2,36,1,1,2,1,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"170",1104031011038,4,1,3,15,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"171",1104031011038,3,1,3,17,1,1,2,4,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"172",1104031011038,1,1,1,38,1,1,2,2,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"173",1104031011038,5,2,3,13,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"174",1104031011039,1,1,1,62,1,1,2,1,1,1,1,2,1,1,14,7,12,7,3e+05,21,6
"175",1104031011039,3,1,3,18,1,1,1,3,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"176",1104031011039,2,2,2,60,1,2,NA,NA,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"177",1104031011040,5,2,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",1104031011040,6,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",1104031011040,4,2,3,9,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",1104031011040,3,2,13,16,1,1,2,1,1,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"181",1104031011040,2,2,2,28,1,1,2,1,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"182",1104031011040,1,1,1,35,1,2,NA,NA,1,1,2,1,1,3,7,3,12,7,6e+05,12,6
"183",1104031011041,2,2,3,26,1,1,2,2,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"184",1104031011041,5,1,3,6,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",1104031011041,3,2,3,15,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"186",1104031011041,4,1,4,6,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",1104031011041,1,2,1,54,1,1,2,1,1,8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"188",1104031011042,2,2,2,27,1,1,2,3,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"189",1104031011042,3,2,9,20,1,1,1,4,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"190",1104031011042,1,1,1,30,1,2,NA,NA,1,1,1,1,1,1,7,8,6,6,888,6,6
"191",1104031011042,4,1,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",1104031011043,2,2,2,32,1,1,2,3,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"193",1104031011043,1,1,1,43,1,1,2,3,1,1,3,1,1,1,13,2,12,6,888,12,6
"194",1104031011043,3,2,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",1104031011043,4,2,13,17,1,2,NA,NA,1,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"196",1104031011044,2,2,2,41,1,1,2,1,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"197",1104031011044,5,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",1104031011044,4,1,3,11,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",1104031011044,3,2,3,13,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"200",1104031011044,1,1,1,39,1,1,2,1,1,1,7,NA,NA,NA,19,3,12,6,60000,12,1
"201",1104031011045,1,1,1,28,1,1,2,1,1,1,3,2,1,1,19,3,12,6,70000,12,6
"202",1104031011045,2,2,2,25,1,1,2,4,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"203",1104031011046,2,2,2,56,1,2,NA,NA,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"204",1104031011046,3,2,3,30,1,1,2,1,1,1,7,NA,NA,NA,8,3,5,7,888,12,3
"205",1104031011046,1,1,1,62,1,1,2,1,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"206",1104031011046,4,2,3,20,1,1,2,1,1,6,7,NA,NA,NA,8,3,12,5,888,12,3
"207",1104031011046,5,2,3,16,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"208",1104031011047,1,1,1,46,1,1,2,4,1,1,3,1,1,1,7,3,12,7,60000,12,6
"209",1104031011047,4,2,3,10,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",1104031011047,3,1,3,16,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"211",1104031011047,2,2,2,36,1,2,NA,NA,1,1,7,NA,NA,NA,13,8,6,5,10000,5,4
"212",1104031011048,3,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",1104031011048,2,1,3,24,1,1,2,3,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"214",1104031011048,1,2,1,50,1,1,2,3,1,8,1,1,2,1,15,8,12,5,60000,12,1
"215",1105010311049,2,2,2,30,1,1,2,1,1,3,7,NA,NA,NA,1,6,12,2,888,12,1
"216",1105010311049,3,2,3,12,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"217",1105010311049,1,1,1,35,1,1,2,1,1,3,7,NA,NA,NA,1,6,12,6,888,12,6
"218",1105010311049,4,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",1105010311049,5,1,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",1105010311050,6,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",1105010311050,4,2,3,8,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",1105010311050,2,2,2,32,1,1,2,1,1,1,2,2,2,4,1,2,12,4,888,12,1
"223",1105010311050,3,1,3,11,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",1105010311050,5,2,3,7,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",1105010311050,1,1,1,43,1,1,2,1,1,1,2,1,1,888,1,5,12,5,2000,12,6
"226",1105010311051,4,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",1105010311051,1,1,1,35,1,2,NA,NA,1,3,2,1,1,2,1,6,12,6,888,12,4
"228",1105010311051,3,2,3,6,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",1105010311051,2,2,2,30,1,1,2,1,1,3,2,1,1,2,1,5,12,6,20000,12,1
"230",1105010311052,8,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",1105010311052,2,2,2,64,1,2,NA,NA,1,1,2,1,1,1,1,5,12,5,5000,12,6
