HHID,Id,R1_A,R2_A,R3_A,R3_A_SO,R4_A,R9_A,R10_A,R11_A,R12_A,R13_A,R14_A,R15_A,R16_A,R17_A,R18_A,R19_A,R20_A,R21_A,R22_A,R23_A,R24_A,R25_A,R26_A,R27_A,R28_A
255440310,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,25.0,No,,No,,No,
255440310,Women (Age 15 yrs and older),No,,, ,,No,,Yes,30.0,No,,No,,No,,No,,Yes,15.0,No,,No,,No,
255440311,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,90.0
255440311,Women (Age 15 yrs and older),No,,, ,,No,,Yes,150.0,Yes,30.0,No,,No,,Yes,450.0,Yes,90.0,No,,No,,No,
255440311,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,Yes,50.0,No,,No,,Yes,520.0,No,,Yes,60.0
255440311,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,100.0
255440312,Women (Age 15 yrs and older),No,,, ,,No,,Yes,20.0,No,,No,,Yes,30.0,No,,Yes,20.0,No,,No,,No,
255440312,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,No,,No,
255440312,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
255440312,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
255440313,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
255440313,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,90.0
255440313,Women (Age 15 yrs and older),No,,, ,,No,,Yes,120.0,No,,No,,No,,Yes,420.0,No,,No,,No,,No,
255440314,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,Yes,30.0,No,,No,,Yes,520.0,No,,No,
255440314,Women (Age 15 yrs and older),No,,, ,,No,,Yes,120.0,No,,No,,Yes,30.0,No,,No,,No,,No,,No,
255440314,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
255440315,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,90.0
255440315,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,60.0,No,,No,,Yes,90.0
255440315,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,420.0,No,,Yes,90.0
255440315,Women (Age 15 yrs and older),No,,, ,,No,,Yes,120.0,Yes,20.0,No,,No,,No,,Yes,60.0,No,,No,,Yes,90.0
265440401,Women (Age 15 yrs and older),Yes,10.0,Bi-Weekly, ,2.0,Yes,35.0,Yes,90.0,Yes,15.0,No,,Yes,25.0,Yes,420.0,No,,No,,No,,No,
265440401,Men(Age 15 yrs and older,Yes,10.0,Bi-Weekly, ,2.0,Yes,25.0,No,,No,,No,,No,,Yes,120.0,Yes,60.0,Yes,420.0,No,,No,
265440401,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265440402,Girls(Under age 15 yrs),No,,, ,,No,,Yes,60.0,No,,No,,No,,No,,No,,No,,No,,No,
265440402,Men(Age 15 yrs and older,Yes,20.0,Weekly, ,2.0,Yes,25.0,No,,No,,No,,No,,No,,No,,No,,Yes,300.0,Yes,180.0
265440402,Women (Age 15 yrs and older),Yes,15.0,Weekly, ,2.0,Yes,25.0,Yes,160.0,Yes,60.0,No,,Yes,30.0,No,,No,,Yes,380.0,Yes,300.0,No,
265440402,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,180.0,No,,No,,Yes,180.0
265440403,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265440403,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265440403,Women (Age 15 yrs and older),No,,, ,,Yes,40.0,Yes,30.0,No,,No,,Yes,60.0,Yes,180.0,Yes,20.0,Yes,480.0,No,,No,
265440403,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,Yes,60.0,Yes,60.0,No,,Yes,960.0,No,,No,
265440404,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,Yes,120.0,No,,Yes,480.0,No,,No,
265440404,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265440404,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,Yes,120.0,Yes,15.0,No,,No,,No,
265440404,Women (Age 15 yrs and older),No,,, ,,Yes,30.0,Yes,20.0,No,,No,,Yes,60.0,Yes,240.0,Yes,30.0,No,,No,,No,
265440405,Women (Age 15 yrs and older),Yes,60.0,Monthly, ,2.0,Yes,25.0,Yes,20.0,No,,No,,Yes,60.0,No,,Yes,30.0,No,,No,,No,
265440405,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265440405,Men(Age 15 yrs and older,Yes,45.0,Bi-Weekly, ,2.0,Yes,20.0,No,,No,,No,,No,,No,,No,,Yes,480.0,No,,No,
265440405,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265440406,Men(Age 15 yrs and older,Yes,10.0,Weekly, ,2.0,Yes,25.0,Yes,35.0,No,,No,,No,,No,,No,,Yes,360.0,No,,Yes,180.0
265440406,Women (Age 15 yrs and older),Yes,12.0,Weekly, ,3.0,Yes,30.0,Yes,300.0,No,,No,,No,,No,,No,,Yes,360.0,No,,No,
265440407,Women (Age 15 yrs and older),No,,, ,,No,,Yes,100.0,No,,No,,No,,Yes,120.0,Yes,90.0,Yes,420.0,No,,No,
265440407,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,No,,Yes,120.0
265440407,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,240.0
265440408,Women (Age 15 yrs and older),No,,, ,,No,,Yes,20.0,No,,No,,No,,No,,No,,No,,No,,No,
265440408,Girls(Under age 15 yrs),No,,, ,,No,,Yes,20.0,No,,No,,No,,No,,No,,No,,No,,No,
265440408,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,Yes,360.0,Yes,480.0,No,,No,
265440408,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265440409,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,520.0,No,,Yes,180.0
265440409,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265440409,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,600.0,No,,No,,Yes,90.0
265440409,Women (Age 15 yrs and older),No,,, ,,Yes,30.0,Yes,25.0,No,,No,,No,,Yes,480.0,No,,No,,No,,No,
265440410,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265440410,Women (Age 15 yrs and older),No,,, ,,No,,No,,Yes,90.0,No,,Yes,20.0,No,,No,,Yes,360.0,No,,No,
265440410,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,90.0
265440411,Women (Age 15 yrs and older),No,,, ,,No,,Yes,90.0,No,,No,,No,,Yes,500.0,No,,No,,Yes,420.0,No,
265440411,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265440411,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265440412,Boys(Under age 15 yrs),No,,, ,,No,,Yes,15.0,No,,No,,No,,No,,Yes,300.0,No,,No,,No,
265440412,Men(Age 15 yrs and older,Yes,10.0,Weekly, ,2.0,Yes,25.0,No,,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
265440412,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265440412,Women (Age 15 yrs and older),Yes,15.0,Weekly, ,2.0,Yes,25.0,Yes,20.0,No,,No,,No,,No,,Yes,300.0,No,,No,,No,
265440413,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,Yes,90.0,Yes,45.0,No,,No,,No,
265440413,Women (Age 15 yrs and older),No,,, ,,No,,Yes,300.0,Yes,25.0,No,,No,,Yes,420.0,Yes,60.0,No,,No,,No,
265440413,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,300.0
265440414,Girls(Under age 15 yrs),No,,, ,,No,,Yes,20.0,No,,No,,No,,No,,No,,No,,No,,No,
265440414,Women (Age 15 yrs and older),No,,, ,,Yes,20.0,Yes,25.0,No,,No,,Yes,60.0,Yes,120.0,Yes,30.0,Yes,240.0,No,,No,
265440414,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265440415,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,160.0
265440415,Women (Age 15 yrs and older),No,,, ,,No,,Yes,100.0,No,,No,,No,,Yes,90.0,No,,No,,No,,No,
265440415,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
265540801,Women (Age 15 yrs and older),Yes,60.0,Daily, ,1.0,Yes,120.0,Yes,60.0,No,,No,,No,,No,,No,,No,,No,,No,
265540801,Men(Age 15 yrs and older,Yes,120.0,Weekly, ,2.0,Yes,45.0,No,,No,,No,,No,,No,,No,,Yes,420.0,No,,No,
265540801,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265540801,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265540802,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265540802,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265540802,Women (Age 15 yrs and older),Yes,60.0,Daily, ,1.0,Yes,45.0,Yes,60.0,No,,No,,No,,No,,No,,No,,No,,No,
265540802,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265540803,Women (Age 15 yrs and older),Yes,60.0,Daily, ,2.0,Yes,20.0,Yes,160.0,Yes,60.0,No,,No,,No,,No,,No,,No,,No,
265540803,Men(Age 15 yrs and older,Yes,60.0,Daily, ,2.0,Yes,30.0,No,,No,,No,,No,,No,,No,,No,,No,,No,
265540804,Women (Age 15 yrs and older),Yes,60.0,Daily, ,1.0,Yes,25.0,Yes,120.0,Yes,45.0,No,,No,,No,,No,,No,,No,,No,
265540804,Men(Age 15 yrs and older,Yes,60.0,Daily, ,1.0,Yes,45.0,No,,No,,No,,No,,No,,No,,Yes,420.0,No,,No,
265540804,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265540805,Men(Age 15 yrs and older,Yes,60.0,Daily, ,1.0,Yes,45.0,No,,No,,No,,No,,No,,No,,Yes,420.0,No,,No,
265540805,Girls(Under age 15 yrs),Yes,60.0,Daily, ,1.0,No,,Yes,60.0,No,,No,,No,,No,,No,,No,,No,,No,
265540805,Women (Age 15 yrs and older),Yes,120.0,Daily, ,1.0,Yes,45.0,Yes,60.0,Yes,60.0,No,,No,,No,,No,,No,,No,,No,
265540806,Women (Age 15 yrs and older),Yes,180.0,Daily, ,1.0,Yes,60.0,Yes,90.0,Yes,60.0,No,,No,,No,,No,,No,,No,,No,
265540806,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265540806,Men(Age 15 yrs and older,Yes,180.0,Daily, ,1.0,Yes,60.0,No,,No,,No,,No,,No,,No,,Yes,420.0,No,,No,
265540807,Men(Age 15 yrs and older,Yes,120.0,Daily, ,1.0,Yes,45.0,Yes,60.0,Yes,60.0,No,,No,,No,,No,,No,,No,,No,
265540807,Women (Age 15 yrs and older),Yes,120.0,Daily, ,1.0,Yes,60.0,Yes,45.0,Yes,60.0,No,,No,,No,,No,,No,,No,,No,
265540808,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265540808,Women (Age 15 yrs and older),Yes,180.0,Monthly, ,1.0,Yes,60.0,Yes,120.0,Yes,30.0,No,,Yes,60.0,No,,No,,No,,No,,No,
265540808,Men(Age 15 yrs and older,Yes,180.0,Monthly, ,1.0,Yes,50.0,Yes,180.0,Yes,25.0,No,,Yes,60.0,No,,No,,Yes,300.0,No,,No,
265540809,Women (Age 15 yrs and older),Yes,620.0,Monthly, ,2.0,Yes,120.0,Yes,180.0,Yes,20.0,No,,Yes,60.0,No,,No,,No,,No,,No,
265540809,Men(Age 15 yrs and older,Yes,420.0,Monthly, ,1.0,Yes,60.0,Yes,180.0,Yes,25.0,No,,Yes,60.0,No,,No,,No,,No,,No,
265540809,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265540810,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265540810,Men(Age 15 yrs and older,Yes,180.0,Monthly, ,1.0,Yes,60.0,Yes,120.0,Yes,30.0,No,,No,,No,,No,,Yes,360.0,No,,No,
265540810,Women (Age 15 yrs and older),Yes,120.0,Bi-Weekly, ,2.0,Yes,60.0,Yes,120.0,Yes,30.0,No,,Yes,30.0,No,,No,,No,,No,,No,
265540810,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265540811,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265540811,Men(Age 15 yrs and older,Yes,180.0,Weekly, ,1.0,Yes,65.0,Yes,120.0,Yes,15.0,No,,No,,No,,No,,Yes,300.0,No,,No,
265540811,Women (Age 15 yrs and older),Yes,180.0,Weekly, ,1.0,Yes,60.0,Yes,120.0,Yes,42.0,No,,No,,No,,No,,No,,No,,No,
265540811,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265540812,Women (Age 15 yrs and older),Yes,180.0,Monthly, ,1.0,Yes,65.0,Yes,120.0,Yes,20.0,No,,Yes,60.0,No,,No,,No,,No,,No,
265540812,Men(Age 15 yrs and older,Yes,180.0,Monthly, ,1.0,Yes,60.0,Yes,120.0,Yes,18.0,No,,Yes,60.0,No,,No,,Yes,320.0,No,,No,
265540812,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265540812,Girls(Under age 15 yrs),No,,, ,,No,,Yes,120.0,No,,No,,Yes,60.0,No,,No,,No,,No,,No,
265540813,Men(Age 15 yrs and older,Yes,420.0,Monthly, ,1.0,Yes,60.0,Yes,180.0,Yes,45.0,No,,Yes,60.0,No,,No,,Yes,360.0,No,,No,
265540813,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265540813,Women (Age 15 yrs and older),Yes,420.0,Monthly, ,1.0,Yes,120.0,Yes,180.0,Yes,30.0,No,,Yes,60.0,No,,No,,No,,No,,No,
265540813,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,60.0,No,,No,,No,
265540814,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265540814,Women (Age 15 yrs and older),Yes,180.0,Bi-Weekly, ,1.0,Yes,60.0,Yes,120.0,Yes,45.0,No,,Yes,60.0,No,,No,,Yes,240.0,No,,No,
265540814,Men(Age 15 yrs and older,Yes,120.0,Bi-Weekly, ,1.0,Yes,55.0,Yes,120.0,Yes,45.0,No,,Yes,60.0,Yes,180.0,No,,Yes,240.0,No,,No,
265540815,Women (Age 15 yrs and older),Yes,180.0,Bi-Weekly, ,1.0,Yes,60.0,Yes,200.0,Yes,30.0,No,,Yes,60.0,No,,No,,No,,No,,No,
265540815,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265540815,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265540815,Men(Age 15 yrs and older,Yes,120.0,Bi-Weekly, ,1.0,Yes,60.0,Yes,120.0,Yes,25.0,No,,Yes,60.0,No,,No,,Yes,360.0,No,,No,
265540901,Women (Age 15 yrs and older),Yes,240.0,Weekly, ,1.0,Yes,30.0,Yes,220.0,No,,No,,Yes,30.0,No,,No,,Yes,420.0,No,,No,
265540901,Men(Age 15 yrs and older,Yes,240.0,Weekly, ,1.0,Yes,30.0,No,,No,,No,,No,,No,,No,,Yes,300.0,No,,Yes,180.0
265540902,Women (Age 15 yrs and older),Yes,250.0,Weekly, ,1.0,Yes,30.0,Yes,210.0,Yes,30.0,No,,Yes,30.0,No,,Yes,370.0,No,,No,,No,
265540903,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,420.0,No,,No,,No,
265540903,Women (Age 15 yrs and older),Yes,120.0,Weekly, ,1.0,No,,Yes,210.0,No,,No,,Yes,30.0,Yes,720.0,No,,Yes,300.0,No,,No,
265540903,Boys(Under age 15 yrs),Yes,60.0,Weekly, ,1.0,No,,Yes,60.0,No,,No,,No,,Yes,60.0,Yes,420.0,No,,No,,No,
265540904,Women (Age 15 yrs and older),Yes,240.0,Weekly, ,1.0,Yes,30.0,Yes,170.0,No,,No,,Yes,30.0,No,,No,,Yes,320.0,No,,No,
265540904,Girls(Under age 15 yrs),Yes,220.0,Weekly, ,1.0,No,,Yes,40.0,No,,No,,No,,No,,Yes,370.0,No,,No,,Yes,120.0
265540905,Men(Age 15 yrs and older,No,,, ,,Yes,30.0,No,,No,,No,,No,,No,,Yes,120.0,Yes,780.0,No,,Yes,180.0
265540905,Women (Age 15 yrs and older),Yes,180.0,Weekly, ,1.0,Yes,20.0,Yes,180.0,No,,No,,Yes,30.0,No,,Yes,180.0,Yes,720.0,No,,No,
265540905,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
265540906,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,360.0,No,,No,,No,
265540906,Women (Age 15 yrs and older),Yes,120.0,Weekly, ,1.0,No,,Yes,150.0,No,,No,,Yes,15.0,Yes,120.0,No,,Yes,200.0,No,,No,
265540907,Men(Age 15 yrs and older,Yes,180.0,Weekly, ,1.0,Yes,15.0,No,,No,,No,,No,,No,,No,,Yes,520.0,No,,No,
265540907,Women (Age 15 yrs and older),Yes,170.0,Weekly, ,1.0,Yes,30.0,Yes,170.0,No,,No,,Yes,30.0,No,,No,,Yes,180.0,No,,No,
265540908,Women (Age 15 yrs and older),Yes,120.0,Weekly, ,1.0,Yes,5.0,Yes,180.0,No,,No,,No,,Yes,420.0,No,,Yes,250.0,No,,No,
265540908,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265540908,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,Yes,360.0,No,,Yes,600.0,No,,No,
265540909,Men(Age 15 yrs and older,No,,, ,,No,,Yes,60.0,No,,No,,No,,No,,No,,No,,Yes,360.0,No,
265540909,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,480.0,No,,No,,No,
265540909,Girls(Under age 15 yrs),Yes,120.0,Monthly, ,1.0,No,,Yes,90.0,No,,No,,No,,No,,Yes,480.0,No,,No,,No,
265540909,Women (Age 15 yrs and older),Yes,120.0,Weekly, ,1.0,Yes,10.0,Yes,225.0,No,,No,,Yes,30.0,No,,No,,Yes,250.0,No,,No,
265540910,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265540910,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265540910,Women (Age 15 yrs and older),Yes,120.0,Weekly, ,1.0,Yes,15.0,Yes,180.0,No,,No,,No,,No,,No,,Yes,200.0,No,,No,
265540911,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265540911,Women (Age 15 yrs and older),Yes,240.0,Weekly, ,1.0,Yes,20.0,Yes,180.0,No,,No,,Yes,25.0,Yes,780.0,No,,Yes,720.0,No,,No,
265540911,Men(Age 15 yrs and older,No,,, ,,Yes,30.0,No,,No,,No,,No,,Yes,360.0,No,,Yes,840.0,No,,No,
265540912,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265540912,Women (Age 15 yrs and older),Yes,210.0,Weekly, ,1.0,Yes,30.0,Yes,190.0,No,,No,,Yes,30.0,Yes,430.0,No,,No,,No,,No,
265540912,Girls(Under age 15 yrs),Yes,220.0,Weekly, ,1.0,No,,Yes,30.0,No,,No,,No,,Yes,140.0,Yes,360.0,No,,No,,No,
265540912,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,Yes,120.0,No,,No,,No,,No,
265540913,Men(Age 15 yrs and older,Yes,180.0,Weekly, ,1.0,No,,No,,No,,No,,No,,No,,No,,Yes,720.0,No,,Yes,120.0
265540913,Women (Age 15 yrs and older),Yes,180.0,Weekly, ,1.0,No,,Yes,180.0,No,,No,,Yes,45.0,No,,Yes,180.0,Yes,600.0,No,,No,
265540913,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,120.0,No,,No,,Yes,180.0
265540914,Women (Age 15 yrs and older),Yes,180.0,Weekly, ,1.0,Yes,30.0,Yes,180.0,No,,No,,No,,Yes,660.0,Yes,120.0,Yes,600.0,No,,No,
265540914,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265540915,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,Yes,60.0,No,,Yes,220.0,No,,No,
265540915,Girls(Under age 15 yrs),Yes,190.0,Weekly, ,1.0,No,,Yes,35.0,No,,No,,No,,Yes,140.0,Yes,380.0,No,,No,,No,
265540915,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,Yes,120.0,Yes,370.0,No,,No,,Yes,120.0
265540915,Women (Age 15 yrs and older),Yes,240.0,Weekly, ,1.0,Yes,20.0,Yes,220.0,No,,No,,Yes,30.0,Yes,450.0,No,,Yes,180.0,No,,No,
265541001,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
265541001,Men(Age 15 yrs and older,Yes,180.0,Weekly, ,1.0,Yes,15.0,No,,No,,No,,No,,Yes,130.0,Yes,360.0,No,,No,,No,
265541001,Women (Age 15 yrs and older),Yes,190.0,Weekly, ,1.0,Yes,30.0,Yes,220.0,No,,No,,Yes,30.0,Yes,420.0,No,,No,,No,,No,
265541002,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,120.0,No,,No,,No,
265541002,Men(Age 15 yrs and older,Yes,180.0,Weekly, ,1.0,No,,No,,No,,No,,No,,No,,Yes,120.0,Yes,480.0,No,,Yes,240.0
265541002,Women (Age 15 yrs and older),Yes,180.0,Weekly, ,1.0,Yes,30.0,Yes,130.0,No,,No,,No,,No,,No,,Yes,280.0,No,,No,
265541003,Women (Age 15 yrs and older),Yes,45.0,Weekly, ,1.0,No,,Yes,240.0,No,,No,,No,,No,,No,,No,,Yes,200.0,No,
265541003,Boys(Under age 15 yrs),Yes,45.0,Weekly, ,1.0,No,,Yes,90.0,No,,No,,No,,No,,Yes,480.0,No,,No,,No,
265541003,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,420.0,No,,No,,No,
265541004,Women (Age 15 yrs and older),Yes,190.0,Weekly, ,1.0,Yes,30.0,Yes,150.0,No,,No,,Yes,30.0,Yes,420.0,No,,No,,Yes,600.0,No,
265541004,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,Yes,120.0,Yes,370.0,No,,No,,No,
265541004,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265541005,Women (Age 15 yrs and older),Yes,220.0,Weekly, ,1.0,Yes,15.0,Yes,150.0,No,,No,,Yes,45.0,Yes,720.0,Yes,120.0,Yes,200.0,No,,No,
265541005,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
265541005,Men(Age 15 yrs and older,Yes,220.0,Weekly, ,1.0,No,,No,,No,,No,,No,,Yes,240.0,Yes,60.0,Yes,600.0,No,,Yes,120.0
265541006,Women (Age 15 yrs and older),Yes,60.0,Weekly, ,1.0,Yes,10.0,Yes,120.0,No,,No,,No,,No,,No,,No,,Yes,240.0,No,
265541006,Boys(Under age 15 yrs),Yes,60.0,Weekly, ,1.0,No,,No,,No,,No,,No,,No,,Yes,420.0,No,,No,,No,
265541006,Men(Age 15 yrs and older,Yes,60.0,Weekly, ,1.0,Yes,15.0,Yes,60.0,No,,No,,No,,No,,No,,No,,Yes,240.0,No,
265541007,Men(Age 15 yrs and older,Yes,210.0,Weekly, ,1.0,No,,No,,No,,No,,No,,No,,No,,Yes,600.0,No,,No,
265541007,Women (Age 15 yrs and older),Yes,230.0,Weekly, ,1.0,Yes,30.0,Yes,150.0,No,,No,,Yes,25.0,No,,No,,No,,No,,No,
265541008,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,180.0,No,,No,,Yes,180.0
265541008,Men(Age 15 yrs and older,Yes,200.0,Weekly, ,1.0,Yes,15.0,Yes,30.0,No,,No,,Yes,35.0,No,,No,,Yes,540.0,No,,Yes,160.0
265541008,Women (Age 15 yrs and older),Yes,120.0,Weekly, ,1.0,No,,Yes,150.0,No,,No,,No,,No,,No,,Yes,480.0,No,,No,
265541009,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,360.0,No,,No,,No,
265541009,Men(Age 15 yrs and older,Yes,60.0,Weekly, ,1.0,No,,Yes,120.0,No,,No,,No,,Yes,120.0,No,,No,,Yes,420.0,No,
265541009,Women (Age 15 yrs and older),Yes,60.0,Weekly, ,1.0,Yes,10.0,Yes,240.0,No,,No,,No,,Yes,800.0,No,,No,,Yes,380.0,No,
265541009,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,Yes,60.0,Yes,420.0,No,,No,,No,
265541010,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,370.0,No,,No,,Yes,120.0
265541010,Women (Age 15 yrs and older),Yes,180.0,Weekly, ,1.0,Yes,30.0,Yes,200.0,No,,No,,Yes,30.0,No,,No,,No,,Yes,600.0,No,
265541010,Boys(Under age 15 yrs),Yes,190.0,Weekly, ,1.0,No,,No,,No,,No,,No,,Yes,120.0,Yes,360.0,No,,No,,Yes,60.0
265541011,Women (Age 15 yrs and older),Yes,180.0,Weekly, ,1.0,No,,Yes,150.0,No,,No,,Yes,30.0,No,,No,,Yes,400.0,No,,No,
265541011,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,240.0,No,,No,,No,
