HHID,Id,C141,C41_Recode,C142,C142_B,C143,C144,C145,C146,C148,C149,C150,C151,C152,C153,C153_SO,C154_FULL,C154_PARTIAL,C155,C156,C157,C158,C159,C160,C160_SO,C160_SO_RECODE
166428405,Solar home system,Dhaulagiri Compani,DHAWALAGIRI,Yes,Yes,Yes,Solar Home System,6.0,55.0,60.0,No,3.0,0.0,"Bought, fully paid",, ,11000.0,,,,No,No,8.0,No problems, , 
166428406,Solar lighting system,Solarland,SOLARLAND,Yes,Yes,Yes,Solar lighting system,4.0,20.0,35.0,No,5.0,1.0,"Bought, fully paid",, ,4500.0,,,,No,No,9.0,No problems, , 
166428407,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,3.0,20.0,35.0,No,4.0,0.0,"Bought, fully paid",, ,4500.0,,,,No,No,5.0,No problems, , 
166428408,Solar lighting system,Himchuli Compani,HIMCHULI COMPANI,Yes,Yes,Yes,Solar lighting system,3.0,22.0,35.0,No,3.0,0.0,"Bought, fully paid",, ,7000.0,,,,Yes,No,6.0,No problems, , 
166428409,Solar lighting system,21,888,Yes,Yes,Yes,Solar lighting system,3.0,21.0,45.0,No,3.0,0.0,"Bought, fully paid",, ,12000.0,,,,No,No,5.0,Duration of service too short, , 
166428410,Solar lighting system,Solarland,SOLARLAND,Yes,Yes,Yes,Solar lighting system,3.0,20.0,35.0,No,2.0,0.0,"Bought, fully paid",, ,4500.0,,,,No,No,6.0,No problems, , 
166428411,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,3.0,21.0,35.0,No,2.0,0.0,"Bought, fully paid",, ,7000.0,,,,Yes,No,12.0,No problems, , 
166428412,Solar lighting system,Solarland,SOLARLAND,Yes,Yes,Yes,Solar lighting system,3.0,20.0,35.0,No,3.0,0.0,"Bought, fully paid",, ,8000.0,,,,No,No,6.0,Breaks too often, , 
166428413,Solar lighting system,Solarland,SOLARLAND,Yes,Yes,Yes,Solar lighting system,4.0,20.0,35.0,No,3.0,0.0,"Bought, fully paid",, ,5000.0,,,,No,No,6.0,No problems, , 
166428414,Solar home system,Dhaulagiri Company,DHAWALAGIRI,Yes,Yes,Yes,Solar Home System,6.0,55.0,888.0,No,3.0,0.0,"Bought, fully paid",, ,11000.0,,,,Yes,No,10.0,No problems, , 
166428415,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,4.0,20.0,35.0,No,4.0,1.0,"Bought, fully paid",, ,4500.0,,,,No,No,7.0,Cannot power large appliances, , 
166428501,Solar lighting system,888,888,Yes,No,Yes,Solar lighting system,4.0,21.0,12.0,No,10.0,0.0,"Bought, under installment",, ,,9000.0,,1000.0,No,Yes,6.0,No problems, , 
166428502,Solar lantern,888,888,No,No,Yes,Solar Lantern,,,,No,1.0,0.0,"Bought, fully paid",, ,1250.0,,,,No,No,4.0,No problems, , 
166428503,Solar lighting system,888,888,Yes,No,Yes,Solar lighting system,3.0,20.0,12.0,No,1.0,0.0,"Bought, under installment",, ,,8000.0,,1000.0,No,No,5.0,No problems, , 
166428504,Solar lantern,888,888,No,No,Yes,Solar Lantern,,,,No,1.0,0.0,"Bought, fully paid",, ,1250.0,,,,No,No,2.0,No problems, , 
166428505,Solar lighting system,888,888,Yes,No,Yes,Solar lighting system,3.0,20.0,888.0,No,5.0,0.0,"Bought, fully paid",, ,7000.0,,,,No,No,6.0,No problems, , 
166428506,Solar lighting system,SURYA URJA,SURYA URJA,Yes,No,Yes,Solar lighting system,3.0,21.0,20.0,No,2.0,0.0,"Bought, fully paid",, ,15000.0,,,,Yes,No,6.0,No problems, , 
166428507,Solar lighting system,888,888,Yes,No,Yes,Solar lighting system,4.0,21.0,20.0,No,9.0,1.0,"Bought, fully paid",, ,12000.0,,,,No,No,4.0,Battery problems, , 
166428508,Solar lighting system,SURYA URJA,SURYA URJA,Yes,No,Yes,Solar lighting system,3.0,21.0,20.0,No,6.0,1.0,"Bought, fully paid",, ,15000.0,,,,Yes,No,6.0,Duration of service too short, , 
166428509,Solar lighting system,888,888,Yes,No,Yes,Solar lighting system,3.0,21.0,20.0,No,4.0,1.0,"Bought, fully paid",, ,12000.0,,,,No,No,4.0,No problems, , 
166428510,Solar lighting system,888,888,Yes,No,Yes,Solar lighting system,3.0,21.0,20.0,No,3.0,2.0,"Bought, fully paid",, ,8500.0,,,,No,No,6.0,Breaks too often, , 
166428511,Solar lantern,888,888,No,No,Yes,Solar Lantern,,,,No,4.0,0.0,"Bought, fully paid",, ,1200.0,,,,No,No,3.0,Breaks too often, , 
166428512,Solar lighting system,888,888,Yes,No,Yes,Solar lighting system,4.0,21.0,20.0,No,3.0,0.0,"Bought, fully paid",, ,15000.0,,,,No,No,7.0,Breaks too often, , 
166428513,Solar lantern,888,888,Yes,No,Yes,Solar Lantern,,,,No,4.0,0.0,"Bought, fully paid",, ,4000.0,,,,No,No,3.0,Battery problems, , 
166428514,Solar lighting system,888,888,Yes,No,Yes,Solar lighting system,3.0,21.0,20.0,No,1.0,0.0,"Bought, fully paid",, ,12000.0,,,,Yes,No,7.0,No problems, , 
166428515,Solar lighting system,888,888,Yes,No,No,Solar lighting system,1.0,21.0,20.0,No,2.0,1.0,"Bought, fully paid",, ,5600.0,,,,No,No,4.0,No problems, , 
166428601,Solar lighting system,VOLTA,VOLTA,Yes,No,Yes,Solar lighting system,3.0,21.0,888.0,No,5.0,0.0,"Bought, fully paid",, ,8000.0,,,,No,No,3.0,No problems, , 
166428602,Solar lighting system,VOLTA,VOLTA,Yes,No,Yes,Solar lighting system,3.0,20.0,888.0,No,2.0,0.0,"Bought, fully paid",, ,6500.0,,,,No,No,4.0,No problems, , 
166428603,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
166428604,Solar lighting system,Dhaulagiri,DHAWALAGIRI,Yes,No,Yes,Solar lighting system,3.0,21.0,12.0,No,6.0,0.0,"Bought, fully paid",, ,8000.0,,,,No,No,4.0,No problems, , 
166428605,Solar lighting system,VOLTA,VOLTA,Yes,No,Yes,Solar lighting system,3.0,21.0,12.0,No,13.0,0.0,"Bought, fully paid",, ,5500.0,,,,No,No,7.0,Maintenance and availability of spare parts, , 
166428606,Solar lighting system,888,888,No,No,Yes,Solar lighting system,1.0,12.0,888.0,No,4.0,2.0,"Bought, fully paid",, ,2500.0,,,,No,No,4.0,Duration of service too short, , 
166428607,Solar lighting system,Hamko,HAMKO,Yes,No,Yes,Solar lighting system,3.0,20.0,21.0,No,4.0,0.0,"Bought, fully paid",, ,6500.0,,,,No,No,888.0,Breaks too often, , 
166428608,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
166428609,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
166428610,Solar lighting system,Himchuli,HIMCHULI,Yes,No,Yes,Solar lighting system,3.0,21.0,888.0,No,9.0,0.0,"Bought, fully paid",, ,10000.0,,,,No,No,4.0,Quality of light, , 
166428611,Solar lighting system,Hamko,HAMKO,Yes,No,Yes,Solar lighting system,2.0,20.0,21.0,No,5.0,0.0,"Bought, fully paid",, ,10000.0,,,,No,No,3.0,Quality of light, , 
166428612,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
166428613,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
166428614,Solar lighting system,Voltra,VOLTA,Yes,No,Yes,Solar lighting system,4.0,21.0,20.0,No,2.0,4.0,"Bought, fully paid",, ,6000.0,,,,No,No,5.0,No problems, , 
166428615,Solar lighting system,sony,SONY,Yes,No,Yes,Solar lighting system,3.0,10.0,12.0,No,5.0,0.0,"Bought, fully paid",, ,5000.0,,,,No,No,8.0,No problems, , 
166428701,Solar lighting system,Hamko,HAMKO,Yes,No,No,Solar lighting system,2.0,20.0,21.0,No,5.0,0.0,"Bought, fully paid",, ,8000.0,,,,No,Yes,2.0,Cannot power large appliances, , 
166428702,Solar lighting system,888,888,Yes,No,No,Solar lighting system,6.0,20.0,21.0,No,6.0,0.0,"Bought, fully paid",, ,8000.0,,,,No,No,2.0,Cannot power large appliances, , 
166428703,Solar lighting system,Dhaulagiri,DHAWALAGIRI,Yes,No,Yes,Solar lighting system,2.0,20.0,21.0,No,4.0,0.0,"Bought, fully paid",, ,6000.0,,,,No,No,4.0,Too expensive, , 
166428704,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
166428705,Solar lighting system,888,888,No,No,No,Solar lighting system,6.0,15.0,21.0,No,4.0,2.0,"Bought, fully paid",, ,8000.0,,,,No,No,1.0,Cannot power large appliances, , 
166428706,Solar lighting system,888,888,Yes,Yes,No,Solar lighting system,3.0,12.0,21.0,No,1.0,0.0,"Bought, fully paid",, ,9000.0,,,,No,No,1.0,Cannot power large appliances, , 
166428707,Solar lighting system,SURYA URJA,SURYA URJA,Yes,No,No,Solar lighting system,3.0,21.0,20.0,No,6.0,1.0,"Bought, fully paid",, ,13000.0,,,,No,No,4.0,Battery problems, , 
166428708,Solar home system,Dhaulagiri,DHAWALAGIRI,Yes,No,Yes,Solar Home System,2.0,20.0,888.0,No,6.0,0.0,"Bought, fully paid",, ,6000.0,,,,Yes,No,3.0,Battery problems, , 
166428709,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,2.0,20.0,21.0,No,3.0,0.0,"Bought, under installment",, ,,10000.0,,1200.0,Yes,No,2.0,No problems, , 
166428710,Solar lighting system,SUNERA,SUNERA,No,No,Yes,Solar lighting system,2.0,21.0,20.0,No,5.0,0.0,"Bought, under installment",, ,,14000.0,,2000.0,Yes,No,2.0,Breaks too often, , 
166428711,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
166428712,Solar lighting system,sanara,SANARA,Yes,No,Yes,Solar lighting system,2.0,21.0,20.0,No,7.0,0.0,"Bought, fully paid",, ,13000.0,,,,No,No,4.0,Battery problems, , 
166428713,Solar lighting system,888,888,Yes,No,No,Solar lighting system,2.0,20.0,21.0,No,2.0,0.0,"Bought, fully paid",, ,9000.0,,,,No,No,2.0,No problems, , 
166428714,Solar lighting system,SURYA URJA,SURYA URJA,Yes,No,No,Solar lighting system,3.0,21.0,20.0,No,3.0,0.0,"Bought, fully paid",, ,22000.0,,,,No,No,888.0,Quality of light, , 
166428715,Solar lighting system,888,888,Yes,No,No,Solar lighting system,2.0,20.0,21.0,No,3.0,1.0,"Bought, fully paid",, ,7000.0,,,,No,No,2.0,Maintenance and availability of spare parts, , 
166428801,Solar lighting system,VOLTA,VOLTA,Yes,No,Yes,Solar lighting system,2.0,20.0,21.0,No,3.0,1.0,"Bought, fully paid",, ,15000.0,,,,No,No,4.0,No problems, , 
166428802,Solar lighting system,888,888,Yes,No,Yes,Solar lighting system,5.0,30.0,120.0,No,15.0,0.0,"Bought, fully paid",, ,2500.0,,,,No,No,888.0,No problems, , 
166428803,Solar lighting system,888,888,Yes,No,Yes,Solar lighting system,3.0,20.0,888.0,No,2.0,0.0,"Bought, fully paid",, ,13000.0,,,,No,No,888.0,No problems, , 
166428804,Solar lighting system,888,888,Yes,No,Yes,Solar lighting system,3.0,888.0,,No,4.0,3.0,"Bought, fully paid",, ,2500.0,,,,No,No,3.0,Cannot power large appliances, , 
166428805,Solar lighting system,VOLTA,VOLTA,Yes,No,No,Solar lighting system,3.0,20.0,888.0,No,4.0,0.0,"Bought, fully paid",, ,6500.0,,,,No,No,3.0,Cannot power large appliances, , 
166428806,Solar lighting system,SURYA URJA,SURYA URJA,Yes,No,No,Solar lighting system,3.0,20.0,21.0,No,3.0,0.0,"Bought, fully paid",, ,8000.0,,,,No,No,4.0,No problems, , 
166428807,Solar lighting system,Delta,DELTA,Yes,No,No,Solar lighting system,4.0,888.0,,No,3.0,0.0,"Bought, fully paid",, ,7000.0,,,,No,No,1.0,Cannot power large appliances, , 
166428808,Solar lighting system,SURYA URJA,SURYA URJA,Yes,Yes,No,Solar lighting system,5.0,20.0,21.0,No,2.0,0.0,"Bought, fully paid",, ,10000.0,,,,No,No,2.0,No problems, , 
166428809,Solar lighting system,888,888,Yes,No,Yes,Solar lighting system,4.0,20.0,21.0,No,6.0,0.0,"Bought, fully paid",, ,13000.0,,,,Yes,No,4.0,No problems, , 
166428810,Solar lighting system,888,888,Yes,No,Yes,Solar lighting system,4.0,21.0,20.0,No,3.0,0.0,"Bought, fully paid",, ,13000.0,,,,No,No,5.0,No problems, , 
166428811,Solar lighting system,888,888,Yes,No,Yes,Solar lighting system,3.0,20.0,12.0,No,1.0,0.0,"Bought, fully paid",, ,11000.0,,,,No,No,4.0,No problems, , 
166428812,Solar lighting system,SURYA URJA,SURYA URJA,Yes,No,No,Solar lighting system,4.0,20.0,21.0,No,2.0,0.0,"Bought, fully paid",, ,10000.0,,,,No,No,3.0,Too expensive, , 
166428813,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
166428814,Solar lighting system,888,888,Yes,No,No,Solar lighting system,3.0,20.0,888.0,No,1.0,0.0,"Bought, fully paid",, ,10000.0,,,,Yes,No,2.0,Breaks too often, , 
166428815,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
166534001,Solar lighting system,TUV,TUV,No,No,Yes,Solar lighting system,3.0,20.0,23.0,No,3.0,1.0,Received for free,Local government, ,,,,,,No,3.0,Cannot power large appliances, , 
166534002,Solar lighting system,TUV,TUV,No,No,Yes,Solar lighting system,3.0,20.0,23.0,No,3.0,1.0,Received for free,Local government, ,,,,,,No,3.0,Cannot power large appliances, , 
166534003,Solar lighting system,TUV,TUV,No,No,Yes,Solar lighting system,3.0,20.0,23.0,No,3.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,4.0,Cannot power large appliances, , 
166534004,Solar lighting system,TUV,TUV,No,No,Yes,Solar lighting system,3.0,20.0,23.0,No,3.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,3.0,Cannot power large appliances, , 
166534005,Solar lighting system,TUV,TUV,No,No,Yes,Solar lighting system,2.0,20.0,23.0,No,3.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,24.0,Cannot power large appliances, , 
166534006,Solar lighting system,TUV,TUV,No,No,Yes,Solar lighting system,3.0,20.0,23.0,No,3.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,4.0,Cannot power large appliances, , 
166534007,Solar lighting system,TUV,TUV,No,No,Yes,Solar lighting system,2.0,20.0,23.0,No,3.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,3.0,Cannot power large appliances, , 
166534008,Solar lighting system,TUV,TUV,No,No,Yes,Solar lighting system,3.0,20.0,23.0,No,3.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,4.0,Breaks too often, , 
166534009,Solar lighting system,TUV,TUV,No,No,Yes,Solar lighting system,3.0,20.0,23.0,No,3.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,4.0,Cannot power large appliances, , 
166534010,Solar lighting system,TUV,TUV,No,No,Yes,Solar lighting system,3.0,20.0,23.0,No,3.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,4.0,Cannot power large appliances, , 
166534011,Solar lighting system,TUV,TUV,No,No,Yes,Solar lighting system,3.0,20.0,23.0,No,3.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,4.0,Cannot power large appliances, , 
166534012,Solar lighting system,TUV,TUV,No,No,Yes,Solar lighting system,2.0,20.0,23.0,No,3.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,4.0,Cannot power large appliances, , 
166534013,Solar lighting system,TUV,TUV,No,No,Yes,Solar lighting system,3.0,20.0,23.0,No,3.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,4.0,Cannot power large appliances, , 
166534014,Solar lighting system,TUV,TUV,No,No,Yes,Solar lighting system,3.0,20.0,23.0,No,3.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,4.0,Breaks too often, , 
166534015,Solar lighting system,TUV,TUV,No,No,Yes,Solar lighting system,2.0,20.0,23.0,No,3.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,4.0,Breaks too often, , 
166534101,Solar lighting system,dhaulagiri,DHAWALAGIRI,Yes,Yes,Yes,Solar lighting system,3.0,20.0,12.0,No,2.0,2.0,"Bought, fully paid",, ,10000.0,,,,No,No,3.0,Quality of light, , 
166534102,Solar lighting system,dhaulagiri,DHAWALAGIRI,Yes,No,Yes,Solar lighting system,3.0,20.0,12.0,No,6.0,0.0,"Bought, fully paid",, ,8000.0,,,,No,No,3.0,Maintenance and availability of spare parts, , 
166534103,Solar lighting system,dhaulagiri,DHAWALAGIRI,Yes,No,Yes,Solar lighting system,3.0,20.0,12.0,No,3.0,0.0,"Bought, fully paid",, ,8000.0,,,,No,No,3.0,Breaks too often, , 
166534104,Solar lighting system,dhaulagiri,DHAWALAGIRI,Yes,No,Yes,Solar lighting system,3.0,20.0,12.0,No,5.0,1.0,"Bought, fully paid",, ,10000.0,,,,No,No,4.0,Quality of light, , 
166534105,Solar lighting system,dhaulagiri,DHAWALAGIRI,Yes,No,Yes,Solar lighting system,3.0,20.0,12.0,No,8.0,0.0,"Bought, fully paid",, ,13000.0,,,,No,No,4.0,Too expensive, , 
166534106,Solar lantern,d light,DELIGHT,No,No,Yes,Solar Lantern,,,,No,8.0,0.0,"Bought, fully paid",, ,4000.0,,,,No,No,3.0,No problems, , 
166534107,Solar lighting system,dhaulagiri,DHAWALAGIRI,Yes,Yes,Yes,Solar lighting system,3.0,20.0,12.0,No,6.0,2.0,"Bought, fully paid",, ,8000.0,,,,No,No,3.0,Battery problems, , 
166534108,Solar lighting system,dhaulagiri,DHAWALAGIRI,Yes,Yes,Yes,Solar lighting system,3.0,20.0,12.0,No,2.0,0.0,"Bought, fully paid",, ,7500.0,,,,No,No,3.0,Quality of light, , 
166534109,Solar lighting system,dhaulagiri,DHAWALAGIRI,Yes,No,Yes,Solar lighting system,3.0,20.0,12.0,No,2.0,0.0,"Bought, fully paid",, ,4500.0,,,,Yes,No,3.0,Battery problems, , 
166534110,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
166534111,Solar lighting system,dhaulagiri,DHAWALAGIRI,Yes,Yes,Yes,Solar lighting system,3.0,20.0,12.0,No,4.0,0.0,"Bought, fully paid",, ,8000.0,,,,No,No,4.0,Battery problems, , 
166534112,Solar lighting system,dhaulagiri,DHAWALAGIRI,Yes,Yes,Yes,Solar lighting system,3.0,20.0,12.0,No,3.0,0.0,"Bought, fully paid",, ,7500.0,,,,No,No,3.0,Battery problems, , 
166534113,Solar lighting system,dhaulagiri,DHAWALAGIRI,Yes,Yes,Yes,Solar lighting system,3.0,20.0,12.0,No,5.0,0.0,"Bought, fully paid",, ,10000.0,,,,Yes,No,4.0,Quality of light, , 
166534114,Solar lighting system,dhaulagiri,DHAWALAGIRI,Yes,No,Yes,Solar lighting system,3.0,20.0,12.0,No,4.0,0.0,"Bought, fully paid",, ,5000.0,,,,No,No,3.0,Battery problems, , 
166534115,Solar lighting system,dhaulagiri,DHAWALAGIRI,Yes,No,Yes,Solar lighting system,3.0,20.0,12.0,No,5.0,0.0,"Bought, fully paid",, ,5000.0,,,,Yes,No,3.0,Battery problems, , 
166534201,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
166534202,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
166534203,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
166534204,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
166534205,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
166534206,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
166534207,Solar lighting system,dhaulagiri,DHAWALAGIRI,Yes,Yes,No,Solar lighting system,3.0,20.0,12.0,No,1.0,0.0,"Bought, fully paid",, ,10000.0,,,,Yes,No,2.0,No problems, , 
166534208,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
166534209,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
166534210,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
166534211,Solar lighting system,dhaulagiri,DHAWALAGIRI,Yes,Yes,Yes,Solar lighting system,3.0,20.0,12.0,No,5.0,0.0,"Bought, fully paid",, ,10000.0,,,,No,No,4.0,Battery problems, , 
166534212,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
166534213,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
166534214,Solar lantern,d.light,DELIGHT,No,No,Yes,Solar Lantern,,,,No,2.0,0.0,"Bought, fully paid",, ,1500.0,,,,No,No,3.0,Duration of service too short, , 
166534215,Solar lighting system,Dhaulagari,DHAWALAGIRI,Yes,Yes,Yes,Solar lighting system,3.0,20.0,120.0,No,5.0,0.0,"Bought, fully paid",, ,12000.0,,,,No,No,3.0,Duration of service too short, , 
166624401,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
166624402,Solar lantern,888,888,No,No,No,Solar Lantern,,,,No,2.0,0.0,"Bought, fully paid",, ,1800.0,,,,No,No,888.0,No problems, , 
166624403,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
166624404,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
166624405,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
166624406,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
166624407,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
166624408,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
166624409,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
166624410,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
166624411,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
166624412,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
166624413,Solar lighting system,888,888,No,No,Yes,Solar lighting system,3.0,20.0,23.0,No,3.0,0.0,"Bought, fully paid",, ,13000.0,,,,No,No,4.0,No problems, , 
166624414,Solar lighting system,Saurya,SAURYA,No,No,Yes,Solar lighting system,4.0,20.0,23.0,No,5.0,0.0,"Bought, fully paid",, ,14000.0,,,,Yes,No,4.0,Cannot power large appliances, , 
166624415,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
176716501,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
176716502,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
176716503,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
176716504,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
176716505,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
176716506,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
176716507,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
176716508,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
176716509,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
176716510,Solar lighting system,Dhaulagiri Compani,DHAWALAGIRI,Yes,Yes,Yes,Solar lighting system,4.0,21.0,45.0,No,3.0,0.0,"Bought, fully paid",, ,7000.0,,,,No,No,6.0,No problems, , 
176716511,Solar lighting system,VOLTA COMPANY,VOLTA,Yes,Yes,Yes,Solar lighting system,2.0,21.0,45.0,No,3.0,0.0,"Bought, fully paid",, ,10000.0,,,,No,No,4.0,Quality of light, , 
176716512,Solar lighting system,888,888,Yes,No,Yes,Solar lighting system,3.0,21.0,888.0,No,1.0,0.0,"Bought, fully paid",, ,3500.0,,,,No,No,3.0,No problems, , 
176716513,Solar home system,SUNSHINE,SUNSHINE,Yes,Yes,Yes,Solar Home System,6.0,64.0,60.0,No,14.0,0.0,"Bought, fully paid",, ,42000.0,,,,No,No,8.0,No problems, , 
176716514,Solar lighting system,Dhaulagiri Company,DHAWALAGIRI,Yes,Yes,Yes,Solar lighting system,4.0,21.0,45.0,No,2.0,0.0,"Bought, fully paid",, ,12000.0,,,,No,No,4.0,Breaks too often, , 
176716515,Solar lighting system,VOLTA,VOLTA,Yes,Yes,Yes,Solar lighting system,3.0,23.0,20.0,No,8.0,1.0,"Bought, fully paid",, ,8000.0,,,,No,No,6.0,Battery problems, , 
176716601,Solar lighting system,Dhaulagiri Company,DHAWALAGIRI,Yes,Yes,Yes,Solar lighting system,4.0,21.0,45.0,No,5.0,0.0,"Bought, fully paid",, ,11000.0,,,,No,No,4.0,No problems, , 
176716602,Solar lighting system,888,888,Yes,No,Yes,Solar lighting system,4.0,23.0,888.0,No,12.0,1.0,"Bought, fully paid",, ,14000.0,,,,No,Yes,4.0,Quality of light, , 
176716603,Solar lighting system,SURYODAYA,SURYODAYA,Yes,Yes,Yes,Solar lighting system,3.0,21.0,45.0,No,2.0,3.0,"Bought, fully paid",, ,9500.0,,,,No,No,4.0,Quality of light, , 
176716604,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,3.0,20.0,35.0,No,3.0,0.0,"Bought, fully paid",, ,10000.0,,,,No,No,6.0,No problems, , 
176716605,Solar lighting system,Saurya Urja,SAURYA URJA,Yes,No,Yes,Solar lighting system,2.0,888.0,,No,11.0,0.0,"Bought, fully paid",, ,8000.0,,,,No,No,7.0,Quality of light, , 
176716606,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
176716607,Solar lighting system,SURYODAYA,SURYODAYA,Yes,Yes,Yes,Solar lighting system,4.0,21.0,35.0,No,5.0,0.0,"Bought, fully paid",, ,10000.0,,,,No,No,4.0,No problems, , 
176716608,Solar lighting system,VOLTA,VOLTA,Yes,Yes,Yes,Solar lighting system,3.0,21.0,12.0,No,5.0,0.0,"Bought, fully paid",, ,8000.0,,,,No,No,5.0,Battery problems, , 
176716609,Solar lighting system,Smrat Company,SMRAT COMPANY,Yes,Yes,Yes,Solar lighting system,2.0,888.0,,No,7.0,0.0,"Bought, fully paid",, ,8000.0,,,,No,No,5.0,Quality of light, , 
176716610,Solar lighting system,Dhaulagiri Company,DHAWALAGIRI,Yes,Yes,Yes,Solar lighting system,4.0,20.0,35.0,No,2.0,0.0,"Bought, fully paid",, ,10000.0,,,,No,No,4.0,Too expensive, , 
176716611,Solar lighting system,VOLTA,VOLTA,Yes,Yes,Yes,Solar lighting system,4.0,23.0,888.0,No,3.0,2.0,"Bought, fully paid",, ,11000.0,,,,No,No,5.0,Duration of service too short, , 
176716612,Solar lighting system,Sonata Company,SUNERA,Yes,Yes,Yes,Solar lighting system,3.0,888.0,,No,5.0,0.0,"Bought, fully paid",, ,9000.0,,,,No,No,5.0,Quality of light, , 
176716613,Solar lighting system,SURYODAYA,SURYODAYA,Yes,Yes,Yes,Solar lighting system,4.0,21.0,35.0,No,3.0,0.0,"Bought, fully paid",, ,10000.0,,,,No,No,6.0,Too expensive, , 
176716614,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
176716615,Solar lighting system,Bayu Company,BAYU COMPANY,Yes,No,Yes,Solar lighting system,2.0,20.0,35.0,No,3.0,0.0,"Bought, fully paid",, ,10000.0,,,,No,No,6.0,Quality of light, , 
176716701,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
176716702,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
176716703,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
176716704,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
176716705,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
176716706,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
176716707,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
176716708,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
176716709,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
176716710,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
176716711,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
176716712,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
176716713,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
176716714,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
176716715,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
176716801,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
