HHID,Id,C141,C41_Recode,C142,C142_B,C143,C144,C145,C146,C148,C149,C150,C151,C152,C153,C153_SO,C154_FULL,C154_PARTIAL,C155,C156,C157,C158,C159,C160,C160_SO,C160_SO_RECODE
310426708,Solar lighting system,saurya,SAURYA,Yes,Yes,No,Solar lighting system,2.0,12.0,10.0,No,2.0,0.0,"Bought, fully paid",, ,2500.0,,,,Yes,Yes,1.0,Breaks too often, , 
310426709,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310426710,Solar lighting system,Saurya Home,SAURYA HOME,Yes,Yes,No,Solar lighting system,4.0,12.0,10.0,No,3.0,0.0,"Bought, under installment",, ,,12000.0,,2000.0,No,Yes,4.0,Breaks too often, , 
310426711,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310426712,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310426713,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310426714,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310426715,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532601,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532602,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,4.0,20.0,888.0,No,2.0,0.0,"Bought, fully paid",, ,12000.0,,,,No,Yes,3.0,No problems, , 
310532603,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532604,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532605,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532606,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532607,Solar lantern,888,888,No,No,No,Solar Lantern,,,,No,3.0,1.0,"Bought, fully paid",, ,4000.0,,,,No,No,4.0,Duration of service too short, , 
310532608,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532609,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532610,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532611,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532612,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,4.0,20.0,12.0,No,1.0,0.0,"Bought, fully paid",, ,5000.0,,,,No,No,3.0,No problems, , 
310532613,Solar lighting system,SUN ENERGY,SUN ENERGY,Yes,Yes,No,Solar lighting system,4.0,20.0,12.0,No,4.0,0.0,"Bought, fully paid",, ,7500.0,,,,Yes,No,12.0,No problems, , 
310532614,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532615,Solar lighting system,888,888,Yes,Yes,No,Solar lighting system,5.0,20.0,12.0,No,6.0,0.0,"Bought, fully paid",, ,12000.0,,,,No,Yes,10.0,No problems, , 
310532701,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532702,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532703,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532704,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,7.0,40.0,888.0,No,7.0,0.0,"Bought, fully paid",, ,21500.0,,,,No,Yes,4.0,No problems, , 
310532705,Solar lighting system,Dhruba,DHRUBA,Yes,Yes,Yes,Solar lighting system,6.0,40.0,888.0,No,6.0,0.0,"Bought, fully paid",, ,22000.0,,,,No,Yes,5.0,No problems, , 
310532706,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532707,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532708,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532709,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532710,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532711,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532712,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532713,Solar lighting system,888,888,Yes,Yes,No,Solar lighting system,6.0,60.0,40.0,No,4.0,0.0,"Bought, fully paid",, ,25000.0,,,,No,No,10.0,No problems, , 
310532714,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532715,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532801,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532802,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532803,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532804,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532805,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532806,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532807,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532808,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532809,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532810,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532811,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532812,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532813,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532814,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,6.0,20.0,60.0,No,1.0,2.0,"Bought, fully paid",, ,10000.0,,,,No,No,7.0,No problems, , 
310532815,Solar lighting system,Sola Tubular,SOLA TUBULAR,Yes,Yes,Yes,Solar lighting system,4.0,888.0,,No,1.0,0.0,"Bought, fully paid",, ,11000.0,,,,Yes,No,6.0,No problems, , 
310532901,Solar lighting system,Baltra  Solarpanel,BALTRA  SOLARPANEL,Yes,Yes,Yes,Solar lighting system,4.0,888.0,,No,3.0,0.0,"Bought, under installment",, ,,13000.0,,1000.0,No,No,4.0,No problems, , 
310532902,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532903,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532904,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532905,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532906,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532907,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532908,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532909,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532910,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532911,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532912,Solar lighting system,888,888,Yes,Yes,No,Solar lighting system,4.0,30.0,20.0,No,3.0,0.0,"Bought, under installment",, ,,9500.0,,300.0,No,No,3.0,Cannot power large appliances, , 
310532913,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532914,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310532915,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533001,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533002,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533003,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533004,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533005,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533006,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533007,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533008,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533009,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533010,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533011,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533012,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533013,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533014,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533015,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533101,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533102,Solar lighting system,888,888,No,No,Yes,Solar lighting system,4.0,888.0,,No,1.0,0.0,"Bought, under installment",, ,,10000.0,,880.0,No,No,4.0,No problems, , 
310533103,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533104,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,4.0,888.0,,No,1.0,2.0,"Bought, under installment",, ,,1200.0,,500.0,No,No,10.0,No problems, , 
310533105,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533106,Solar lighting system,EXCIDE,EXCIDE,Yes,Yes,Yes,Solar lighting system,5.0,40.0,20.0,No,1.0,0.0,"Bought, under installment",, ,,10000.0,,800.0,No,No,12.0,Cannot power large appliances, , 
310533107,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533108,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533109,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,4.0,20.0,12.0,No,2.0,1.0,"Bought, under installment",, ,,500.0,,231.0,No,No,5.0,No problems, , 
310533110,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533111,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533112,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533113,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,4.0,20.0,12.0,No,1.0,2.0,"Bought, under installment",, ,,500.0,,231.0,No,No,12.0,No problems, , 
310533114,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533115,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533201,Solar lantern,JYSUPER,JYSUPER,Yes,Yes,No,Solar Lantern,,,,No,3.0,0.0,"Bought, fully paid",, ,900.0,,,,No,No,2.0,No problems, , 
310533202,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533203,Solar lantern,ST_2172,ST_2172,No,No,No,Solar Lantern,,,,No,2.0,0.0,"Bought, fully paid",, ,850.0,,,,No,Yes,1.0,No problems, , 
310533204,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533205,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,4.0,20.0,12.0,No,1.0,0.0,"Bought, under installment",, ,,500.0,,500.0,No,No,6.0,No problems, , 
310533206,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533207,Solar lantern,Silvertek,SILVERTEK,No,No,No,Solar Lantern,,,,No,2.0,2.0,"Bought, fully paid",, ,2000.0,,,,No,No,3.0,Duration of service too short, , 
310533208,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533209,Solar home system,Son solar energy,SUN SOLAR,Yes,Yes,No,Solar Home System,7.0,260.0,888.0,Yes,5.0,0.0,"Bought, fully paid",, ,63000.0,,,,No,Yes,24.0,No problems, , 
310533210,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533211,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533212,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,4.0,20.0,12.0,No,2.0,0.0,"Bought, under installment",, ,,12000.0,,500.0,No,Yes,3.0,No problems, , 
310533213,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533214,Solar lighting system,888,888,Yes,Yes,No,Solar lighting system,4.0,20.0,12.0,No,3.0,0.0,"Bought, under installment",, ,,12000.0,,500.0,No,Yes,5.0,No problems, , 
310533215,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533301,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533302,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533303,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533304,Solar lighting system,Soney(pm.S645),SONEY(PM.S645),Yes,Yes,Yes,Solar lighting system,2.0,6.0,888.0,No,1.0,0.0,"Bought, fully paid",, ,3000.0,,,,No,No,5.0,No problems, , 
310533305,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533306,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533307,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533308,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533309,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533310,Solar lighting system,Asian,ASIAN,Yes,Yes,No,Solar lighting system,4.0,30.0,12.0,No,4.0,0.0,"Bought, under installment",, ,,10000.0,,500.0,No,No,4.0,Cannot power large appliances, , 
310533311,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,4.0,20.0,12.0,No,5.0,0.0,"Bought, fully paid",, ,16000.0,,,,No,No,5.0,No problems, , 
310533312,Solar lantern,GDLITE,GDLITE,No,No,No,Solar Lantern,,,,No,1.0,2.0,"Bought, fully paid",, ,3000.0,,,,No,No,8.0,Cannot power large appliances, , 
310533313,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533314,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533315,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533401,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533402,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533403,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533404,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533405,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533406,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533407,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533408,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533409,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533410,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533411,Solar lantern,888,888,No,No,No,Solar Lantern,,,,No,2.0,0.0,"Bought, fully paid",, ,2000.0,,,,No,No,3.0,Duration of service too short, , 
310533412,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533413,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533414,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533415,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533501,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,4.0,888.0,,No,1.0,0.0,"Bought, fully paid",, ,11000.0,,,,No,Yes,3.0,No problems, , 
310533502,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533503,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533504,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533505,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533506,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533507,Solar lighting system,Son Solar,SUN SOLAR,Yes,Yes,No,Solar lighting system,4.0,20.0,23.0,No,3.0,0.0,"Bought, fully paid",, ,11500.0,,,,No,Yes,10.0,No problems, , 
310533508,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533509,Solar lighting system,SUN SOLAR,SUN SOLAR,Yes,Yes,No,Solar lighting system,5.0,888.0,,No,1.0,2.0,"Bought, fully paid",, ,18000.0,,,,No,Yes,10.0,No problems, , 
310533510,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533511,Solar lighting system,Su kum,SU-KAM,Yes,Yes,No,Solar lighting system,4.0,20.0,888.0,No,4.0,0.0,"Bought, fully paid",, ,10500.0,,,,No,Yes,8.0,Cannot power large appliances, , 
310533512,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533513,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533514,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,6.0,40.0,20.0,No,1.0,0.0,"Bought, fully paid",, ,13500.0,,,,No,Yes,6.0,No problems, , 
310533515,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533601,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,5.0,20.0,888.0,No,3.0,0.0,"Bought, fully paid",, ,20000.0,,,,No,Yes,3.0,No problems, , 
310533602,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,7.0,51.0,888.0,No,2.0,0.0,"Bought, fully paid",, ,35000.0,,,,No,Yes,3.0,No problems, , 
310533603,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,4.0,20.0,888.0,No,1.0,0.0,"Bought, fully paid",, ,11000.0,,,,No,Yes,3.0,No problems, , 
310533604,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,4.0,20.0,888.0,No,4.0,0.0,"Bought, fully paid",, ,10500.0,,,,No,Yes,3.0,No problems, , 
310533605,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,5.0,30.0,888.0,No,3.0,2.0,"Bought, fully paid",, ,18000.0,,,,No,Yes,3.0,No problems, , 
310533606,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533607,Solar lighting system,SUN SE & SE,SUN SE & SE,Yes,Yes,No,Solar lighting system,5.0,51.0,888.0,No,3.0,0.0,"Bought, fully paid",, ,21000.0,,,,No,Yes,10.0,No problems, , 
310533608,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533609,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533610,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533611,Solar lighting system,SUN SE & SE,SUN SE & SE,Yes,Yes,No,Solar lighting system,6.0,55.0,12.0,No,3.0,0.0,"Bought, under installment",, ,,2500.0,,2000.0,No,No,10.0,Cannot power large appliances, , 
310533612,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,6.0,40.0,20.0,No,4.0,0.0,"Bought, under installment",, ,,20000.0,,4500.0,No,Yes,4.0,No problems, , 
310533613,Solar lighting system,SUN SE & SE,SUN SE & SE,Yes,Yes,No,Solar lighting system,6.0,40.0,12.0,No,10.0,3.0,"Bought, fully paid",, ,20000.0,,,,No,Yes,10.0,Battery problems, , 
310533614,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,4.0,20.0,12.0,No,4.0,0.0,"Bought, under installment",, ,,10500.0,,1800.0,No,No,3.0,No problems, , 
310533615,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533701,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533702,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,4.0,20.0,888.0,No,7.0,2.0,"Bought, fully paid",, ,13000.0,,,,No,Yes,3.0,No problems, , 
310533703,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533704,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533705,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,6.0,45.0,888.0,No,6.0,2.0,"Bought, fully paid",, ,48000.0,,,,No,Yes,3.0,No problems, , 
310533706,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,7.0,40.0,20.0,No,3.0,0.0,"Bought, fully paid",, ,20000.0,,,,Yes,No,4.0,No problems, , 
310533707,Solar lighting system,888,888,Yes,Yes,No,Solar lighting system,6.0,888.0,,No,19.0,0.0,"Bought, fully paid",, ,28000.0,,,,No,No,10.0,Battery problems, , 
310533708,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,4.0,20.0,12.0,No,3.0,0.0,"Bought, fully paid",, ,12000.0,,,,No,Yes,4.0,No problems, , 
310533709,Solar lighting system,SUN SE & SE,SUN SE & SE,Yes,Yes,No,Solar lighting system,4.0,20.0,10.0,No,2.0,0.0,"Bought, fully paid",, ,10000.0,,,,No,No,5.0,No problems, , 
310533710,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533711,Solar lighting system,888,888,Yes,Yes,No,Solar lighting system,5.0,40.0,888.0,No,14.0,2.0,"Bought, fully paid",, ,20000.0,,,,No,Yes,8.0,Battery problems, , 
310533712,Solar home system,888,888,No,No,No,Solar Home System,4.0,85.0,20.0,No,5.0,0.0,"Bought, fully paid",, ,40000.0,,,,No,Yes,5.0,No problems, , 
310533713,Solar lighting system,SUN SE & SE,SUN SE & SE,Yes,Yes,No,Solar lighting system,4.0,20.0,7.0,No,5.0,0.0,"Bought, fully paid",, ,19000.0,,,,No,Yes,10.0,Breaks too often, , 
310533714,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533715,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533801,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533802,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533803,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533804,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,3.0,888.0,,No,2.0,0.0,"Bought, fully paid",, ,8000.0,,,,No,No,888.0,No problems, , 
310533805,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533806,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533807,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533808,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533809,Solar lantern,888,888,No,No,Yes,Solar Lantern,,,,No,1.0,4.0,"Bought, fully paid",, ,3000.0,,,,No,No,1.0,No problems, , 
310533810,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533811,Solar lighting system,Sukam,SU-KAM,Yes,Yes,Yes,Solar lighting system,5.0,120.0,20.0,No,2.0,3.0,"Bought, fully paid",, ,12000.0,,,,No,No,3.0,Quality of light, , 
310533812,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,3.0,60.0,888.0,No,12.0,0.0,"Bought, fully paid",, ,45000.0,,,,No,No,6.0,No problems, , 
310533813,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533814,Solar lighting system,EXCIDE,EXCIDE,Yes,Yes,No,Solar lighting system,4.0,21.0,12.0,No,4.0,0.0,"Bought, fully paid",, ,10000.0,,,,No,No,3.0,Breaks too often, , 
310533815,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533901,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533902,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533903,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533904,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,5.0,888.0,,No,1.0,0.0,"Bought, under installment",, ,,10000.0,,2000.0,No,No,8.0,No problems, , 
310533905,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533906,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533907,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,4.0,8.0,12.0,No,2.0,0.0,"Bought, fully paid",, ,11000.0,,,,No,No,12.0,No problems, , 
310533908,Solar lighting system,888,888,No,No,No,Solar lighting system,2.0,20.0,6.0,No,7.0,3.0,"Bought, fully paid",, ,3000.0,,,,No,No,5.0,Cannot power large appliances, , 
310533909,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533910,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533911,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533912,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533913,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,6.0,888.0,,No,5.0,0.0,"Bought, fully paid",, ,20000.0,,,,No,No,10.0,No problems, , 
310533914,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310533915,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,5.0,888.0,,No,2.0,0.0,"Bought, under installment",, ,,1000.0,,400.0,No,No,10.0,No problems, , 
310646001,Solar lantern,soney Solar Laltin,SONEY SOLAR LALTIN,Yes,Yes,Yes,Solar Lantern,,,,No,2.0,0.0,"Bought, fully paid",, ,1400.0,,,,No,No,2.0,No problems, , 
310646002,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646003,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646004,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646005,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646006,Solar lighting system,888,888,Yes,Yes,No,Solar lighting system,4.0,30.0,12.0,No,2.0,0.0,"Bought, under installment",, ,,10000.0,,400.0,No,No,3.0,Cannot power large appliances, , 
310646007,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646008,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646009,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646010,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646011,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646012,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646013,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646014,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646015,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646101,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646102,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646103,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646104,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646105,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646106,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646107,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646108,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646109,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646110,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646111,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646112,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646113,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646114,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646115,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646201,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646202,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,4.0,888.0,,No,7.0,0.0,"Bought, fully paid",, ,13000.0,,,,No,No,4.0,No problems, , 
310646203,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646204,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646205,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646206,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646207,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646208,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646209,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646210,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646211,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646212,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646213,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646214,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646215,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646301,Solar home system,888,888,Yes,Yes,Yes,Solar Home System,12.0,888.0,,No,5.0,0.0,"Bought, fully paid",, ,45000.0,,,,No,No,3.0,No problems, , 
310646302,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646303,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646304,Solar lighting system,888,888,No,No,Yes,Solar lighting system,8.0,888.0,,No,2.0,1.0,"Bought, fully paid",, ,18000.0,,,,No,No,4.0,No problems, , 
310646305,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646306,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646307,Solar home system,888,888,Yes,Yes,Yes,Solar Home System,8.0,888.0,,No,2.0,0.0,"Bought, fully paid",, ,50000.0,,,,No,No,24.0,Battery problems, , 
310646308,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646309,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
310646310,Solar lighting system,888,888,Yes,Yes,No,Solar lighting system,5.0,20.0,888.0,No,2.0,0.0,"Bought, fully paid",, ,12000.0,,,,No,No,2.0,Cannot power large appliances, , 
