,CommunityID,HI_1,HI_2,HI_3,HI_4,HI_5,HI_6,a8,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,D1_a,D1_b,D2,D3,D4
209,14720100211,14,72,1,2,11,1,4,172.0,1,3,4,2,0,0,0,0,7,10,-777.0,100,1,1,0.3,1,1
210,14720100326,14,72,1,3,26,1,3,210.0,4,0,4,3,2,0,0,0,0,10,-777.0,100,1,1,1.5,1,1
211,14720100702,14,72,1,7,2,1,1,638.0,6,22,30,9,0,0,2,56,0,10,-777.0,99,1,1,0.03,1,1
212,14750400317,14,75,4,3,17,1,4,210.0,8,2,35,6,13,0,0,0,3,7,-777.0,99,1,1,3.0,2,1
213,14750400612,14,75,4,6,12,1,5,250.0,0,0,58,10,12,0,0,15,0,6,-777.0,15,1,1,5.0,1,1
214,14750401001,14,75,4,10,1,1,7,79.0,2,8,25,5,5,0,0,0,25,6,-111.0,10,1,1,5.0,2,1
215,14760500507,14,76,5,5,7,1,9,220.0,0,0,1,0,0,0,0,0,0,10,-111.0,1,1,1,0.5,1,1
216,14760500517,14,76,5,5,17,1,8,164.0,0,0,0,0,0,0,0,0,0,10,-111.0,1,1,1,0.5,1,1
217,14760500527,14,76,5,5,27,1,7,220.0,0,0,0,0,0,0,0,0,0,10,-111.0,1,2,2,1.0,1,1
218,14760500532,14,76,5,5,32,1,10,208.0,0,0,0,0,0,0,0,0,0,10,-111.0,1,1,1,0.5,1,1
219,14760500802,14,76,5,8,2,1,11,140.0,0,0,0,0,0,0,0,0,0,10,-111.0,1,1,1,0.2,1,1
220,14760500811,14,76,5,8,11,1,12,140.0,0,0,0,0,0,0,0,0,0,10,-111.0,1,1,1,0.5,1,1
221,15710100415,15,71,1,4,15,1,9,8000.0,45,0,12,10,1,2,1,200,200,4,-111.0,1,1,1,2.0,1,1
222,15710100605,15,71,1,6,5,1,10,5900.0,0,0,50,20,0,0,50,40,16,4,-111.0,100,1,1,4.0,1,1
223,15710100810,15,71,1,8,10,1,11,7000.0,4,2,1,20,1,5,1,400,150,10,-111.0,1,1,1,3.0,1,1
224,15710101201,15,71,1,12,1,2,3,220.0,0,0,0,0,0,0,0,0,0,1,-111.0,20,1,1,8.0,1,1
