,CommunityID,HI_1,HI_2,HI_3,HI_4,HI_5,HI_6,A8,Item,KH_a,KH_b,KH_86,KH_87,KH_88
31,01010301101,1,1,3,11,1,2,1,12,2,,1.0,2.0,
32,01010301101,1,1,3,11,1,2,1,13,2,,1.0,2.0,
33,01010301101,1,1,3,11,1,2,1,14,2,,1.0,2.0,
34,01010301101,1,1,3,11,1,2,1,15,1,1.0,,,1.0
35,01010301101,1,1,3,11,1,2,1,16,2,,1.0,2.0,
36,01010301101,1,1,3,11,1,2,1,17,2,,1.0,2.0,
37,01010301101,1,1,3,11,1,2,1,18,2,,1.0,2.0,
38,01010301101,1,1,3,11,1,2,1,19,2,,1.0,2.0,
39,01010301101,1,1,3,11,1,2,1,20,2,,1.0,2.0,
40,01010400404,1,1,4,4,4,2,1,1,2,,1.0,2.0,
41,01010400404,1,1,4,4,4,2,1,2,2,,1.0,2.0,
