,CommunityID,HI_1,HI_2,HI_3,HI_4,HI_5,HI_6,A8,Item,KH_a,KH_b,KH_86,KH_87,KH_88
1058,03141800910,3,14,18,9,10,1,2,19,2,,1.0,1.0,
1059,03141800910,3,14,18,9,10,1,2,20,2,,1.0,1.0,
1060,03150300101,3,15,3,1,1,2,2,1,2,,1.0,1.0,
1061,03150300101,3,15,3,1,1,2,2,2,2,,1.0,1.0,
1062,03150300101,3,15,3,1,1,2,2,3,2,,1.0,1.0,
1063,03150300101,3,15,3,1,1,2,2,4,2,,1.0,1.0,
1064,03150300101,3,15,3,1,1,2,2,5,2,,1.0,1.0,
1065,03150300101,3,15,3,1,1,2,2,6,2,,1.0,1.0,
1066,03150300101,3,15,3,1,1,2,2,7,2,,1.0,1.0,
1067,03150300101,3,15,3,1,1,2,2,8,2,,1.0,1.0,
1068,03150300101,3,15,3,1,1,2,2,9,2,,1.0,1.0,
1069,03150300101,3,15,3,1,1,2,2,10,2,,1.0,1.0,
1070,03150300101,3,15,3,1,1,2,2,11,2,,1.0,1.0,
1071,03150300101,3,15,3,1,1,2,2,12,2,,1.0,1.0,
1072,03150300101,3,15,3,1,1,2,2,13,2,,1.0,1.0,
1073,03150300101,3,15,3,1,1,2,2,14,2,,1.0,1.0,
1074,03150300101,3,15,3,1,1,2,2,15,2,,1.0,1.0,
1075,03150300101,3,15,3,1,1,2,2,16,2,,1.0,1.0,
1076,03150300101,3,15,3,1,1,2,2,17,2,,1.0,1.0,
1077,03150300101,3,15,3,1,1,2,2,18,2,,1.0,1.0,
1078,03150300101,3,15,3,1,1,2,2,19,2,,1.0,1.0,
1079,03150300101,3,15,3,1,1,2,2,20,2,,1.0,1.0,
1080,03150300905,3,15,3,9,5,2,5,1,2,,1.0,1.0,
1081,03150300905,3,15,3,9,5,2,5,2,2,,1.0,1.0,
1082,03150300905,3,15,3,9,5,2,5,3,2,,1.0,1.0,
1083,03150300905,3,15,3,9,5,2,5,4,2,,1.0,1.0,
1084,03150300905,3,15,3,9,5,2,5,5,2,,1.0,1.0,
1085,03150300905,3,15,3,9,5,2,5,6,2,,1.0,1.0,
1086,03150300905,3,15,3,9,5,2,5,7,2,,1.0,1.0,
1087,03150300905,3,15,3,9,5,2,5,8,2,,1.0,1.0,
1088,03150300905,3,15,3,9,5,2,5,9,2,,1.0,1.0,
1089,03150300905,3,15,3,9,5,2,5,10,2,,1.0,1.0,
1090,03150300905,3,15,3,9,5,2,5,11,2,,1.0,1.0,
1091,03150300905,3,15,3,9,5,2,5,12,2,,1.0,1.0,
1092,03150300905,3,15,3,9,5,2,5,13,2,,1.0,1.0,
1093,03150300905,3,15,3,9,5,2,5,14,2,,1.0,1.0,
1094,03150300905,3,15,3,9,5,2,5,15,1,1.0,,,1.0
1095,03150300905,3,15,3,9,5,2,5,16,2,,2.0,1.0,
1096,03150300905,3,15,3,9,5,2,5,17,2,,2.0,1.0,
1097,03150300905,3,15,3,9,5,2,5,18,2,,2.0,1.0,
1098,03150300905,3,15,3,9,5,2,5,19,2,,1.0,1.0,
1099,03150300905,3,15,3,9,5,2,5,20,2,,1.0,1.0,
1100,03150800103,3,15,8,1,3,1,1,1,1,4.0,,,
1101,03150800103,3,15,8,1,3,1,1,2,1,1.0,,,
1102,03150800103,3,15,8,1,3,1,1,3,1,17.0,,,
1103,03150800103,3,15,8,1,3,1,1,4,2,,2.0,1.0,
1104,03150800103,3,15,8,1,3,1,1,5,2,,2.0,1.0,
1105,03150800103,3,15,8,1,3,1,1,6,2,,2.0,1.0,
1106,03150800103,3,15,8,1,3,1,1,7,1,1.0,,,
1107,03150800103,3,15,8,1,3,1,1,8,2,,2.0,1.0,
1108,03150800103,3,15,8,1,3,1,1,9,2,,2.0,1.0,
1109,03150800103,3,15,8,1,3,1,1,10,2,,2.0,1.0,
1110,03150800103,3,15,8,1,3,1,1,11,2,,2.0,1.0,
1111,03150800103,3,15,8,1,3,1,1,12,2,,2.0,1.0,
1112,03150800103,3,15,8,1,3,1,1,13,2,,2.0,1.0,
1113,03150800103,3,15,8,1,3,1,1,14,2,,2.0,1.0,
1114,03150800103,3,15,8,1,3,1,1,15,2,,2.0,1.0,
1115,03150800103,3,15,8,1,3,1,1,16,2,,2.0,1.0,
1116,03150800103,3,15,8,1,3,1,1,17,2,,2.0,1.0,
1117,03150800103,3,15,8,1,3,1,1,18,2,,2.0,1.0,
1118,03150800103,3,15,8,1,3,1,1,19,2,,2.0,1.0,
1119,03150800103,3,15,8,1,3,1,1,20,2,,2.0,1.0,
1120,03151900506,3,15,19,5,6,2,6,1,2,,1.0,1.0,
1121,03151900506,3,15,19,5,6,2,6,2,2,,1.0,1.0,
1122,03151900506,3,15,19,5,6,2,6,3,2,,1.0,1.0,
1123,03151900506,3,15,19,5,6,2,6,4,2,,1.0,1.0,
1124,03151900506,3,15,19,5,6,2,6,5,2,,1.0,1.0,
1125,03151900506,3,15,19,5,6,2,6,6,2,,1.0,1.0,
1126,03151900506,3,15,19,5,6,2,6,7,2,,1.0,1.0,
1127,03151900506,3,15,19,5,6,2,6,8,2,,1.0,1.0,
1128,03151900506,3,15,19,5,6,2,6,9,2,,2.0,1.0,
1129,03151900506,3,15,19,5,6,2,6,10,2,,2.0,1.0,
1130,03151900506,3,15,19,5,6,2,6,11,2,,1.0,1.0,
1131,03151900506,3,15,19,5,6,2,6,12,2,,1.0,1.0,
1132,03151900506,3,15,19,5,6,2,6,13,2,,1.0,1.0,
1133,03151900506,3,15,19,5,6,2,6,14,2,,1.0,1.0,
1134,03151900506,3,15,19,5,6,2,6,15,1,1.0,,,1.0
1135,03151900506,3,15,19,5,6,2,6,16,2,,1.0,1.0,
1136,03151900506,3,15,19,5,6,2,6,17,2,,1.0,1.0,
1137,03151900506,3,15,19,5,6,2,6,18,2,,1.0,1.0,
1138,03151900506,3,15,19,5,6,2,6,19,2,,1.0,1.0,
1139,03151900506,3,15,19,5,6,2,6,20,2,,1.0,1.0,
1140,03152000705,3,15,20,7,5,1,1,1,1,5.0,,,
1141,03152000705,3,15,20,7,5,1,1,2,1,2.0,,,
1142,03152000705,3,15,20,7,5,1,1,3,1,2.0,,,
1143,03152000705,3,15,20,7,5,1,1,4,2,,2.0,1.0,
1144,03152000705,3,15,20,7,5,1,1,5,2,,2.0,1.0,
1145,03152000705,3,15,20,7,5,1,1,6,2,,2.0,1.0,
1146,03152000705,3,15,20,7,5,1,1,7,2,,2.0,1.0,
1147,03152000705,3,15,20,7,5,1,1,8,2,,2.0,1.0,
1148,03152000705,3,15,20,7,5,1,1,9,2,,2.0,1.0,
1149,03152000705,3,15,20,7,5,1,1,10,2,,2.0,1.0,
1150,03152000705,3,15,20,7,5,1,1,11,2,,2.0,1.0,
1151,03152000705,3,15,20,7,5,1,1,12,2,,2.0,1.0,
1152,03152000705,3,15,20,7,5,1,1,13,2,,2.0,1.0,
1153,03152000705,3,15,20,7,5,1,1,14,2,,2.0,1.0,
1154,03152000705,3,15,20,7,5,1,1,15,2,,2.0,1.0,
1155,03152000705,3,15,20,7,5,1,1,16,1,1.0,,,1.0
1156,03152000705,3,15,20,7,5,1,1,17,2,,2.0,1.0,
1157,03152000705,3,15,20,7,5,1,1,18,2,,2.0,1.0,
1158,03152000705,3,15,20,7,5,1,1,19,1,1.0,,,1.0
1159,03152000705,3,15,20,7,5,1,1,20,2,,2.0,1.0,
1160,03160201902,3,16,2,19,2,2,3,1,2,,2.0,1.0,
1161,03160201902,3,16,2,19,2,2,3,2,2,,2.0,1.0,
1162,03160201902,3,16,2,19,2,2,3,3,2,,2.0,1.0,
1163,03160201902,3,16,2,19,2,2,3,4,2,,2.0,1.0,
1164,03160201902,3,16,2,19,2,2,3,5,2,,2.0,1.0,
1165,03160201902,3,16,2,19,2,2,3,6,2,,2.0,1.0,
1166,03160201902,3,16,2,19,2,2,3,7,2,,2.0,1.0,
1167,03160201902,3,16,2,19,2,2,3,8,2,,2.0,1.0,
1168,03160201902,3,16,2,19,2,2,3,9,2,,2.0,1.0,
1169,03160201902,3,16,2,19,2,2,3,10,2,,2.0,1.0,
1170,03160201902,3,16,2,19,2,2,3,11,2,,2.0,1.0,
1171,03160201902,3,16,2,19,2,2,3,12,2,,2.0,1.0,
1172,03160201902,3,16,2,19,2,2,3,13,2,,2.0,1.0,
1173,03160201902,3,16,2,19,2,2,3,14,2,,2.0,1.0,
1174,03160201902,3,16,2,19,2,2,3,15,2,,2.0,1.0,
1175,03160201902,3,16,2,19,2,2,3,16,2,,2.0,1.0,
1176,03160201902,3,16,2,19,2,2,3,17,2,,2.0,1.0,
1177,03160201902,3,16,2,19,2,2,3,18,2,,2.0,1.0,
1178,03160201902,3,16,2,19,2,2,3,19,2,,2.0,1.0,
1179,03160201902,3,16,2,19,2,2,3,20,2,,2.0,1.0,
1180,03160204005,3,16,2,40,5,2,2,1,2,,2.0,1.0,
1181,03160204005,3,16,2,40,5,2,2,2,2,,2.0,1.0,
1182,03160204005,3,16,2,40,5,2,2,3,2,,2.0,1.0,
1183,03160204005,3,16,2,40,5,2,2,4,2,,2.0,1.0,
1184,03160204005,3,16,2,40,5,2,2,5,2,,2.0,1.0,
1185,03160204005,3,16,2,40,5,2,2,6,2,,2.0,1.0,
1186,03160204005,3,16,2,40,5,2,2,7,2,,2.0,1.0,
1187,03160204005,3,16,2,40,5,2,2,8,2,,2.0,1.0,
1188,03160204005,3,16,2,40,5,2,2,9,2,,2.0,1.0,
1189,03160204005,3,16,2,40,5,2,2,10,2,,2.0,1.0,
1190,03160204005,3,16,2,40,5,2,2,11,2,,2.0,1.0,
1191,03160204005,3,16,2,40,5,2,2,12,2,,2.0,1.0,
1192,03160204005,3,16,2,40,5,2,2,13,2,,2.0,1.0,
1193,03160204005,3,16,2,40,5,2,2,14,2,,2.0,1.0,
1194,03160204005,3,16,2,40,5,2,2,15,2,,2.0,1.0,
1195,03160204005,3,16,2,40,5,2,2,16,2,,2.0,1.0,
1196,03160204005,3,16,2,40,5,2,2,17,2,,2.0,1.0,
1197,03160204005,3,16,2,40,5,2,2,18,2,,2.0,1.0,
1198,03160204005,3,16,2,40,5,2,2,19,2,,2.0,1.0,
1199,03160204005,3,16,2,40,5,2,2,20,2,,2.0,1.0,
1200,03160500103,3,16,5,1,3,1,1,1,1,3.0,,,
1201,03160500103,3,16,5,1,3,1,1,2,1,2.0,,,
1202,03160500103,3,16,5,1,3,1,1,3,1,2.0,,,
1203,03160500103,3,16,5,1,3,1,1,4,2,,2.0,1.0,
1204,03160500103,3,16,5,1,3,1,1,5,2,,2.0,1.0,
1205,03160500103,3,16,5,1,3,1,1,6,2,,2.0,1.0,
1206,03160500103,3,16,5,1,3,1,1,7,1,1.0,,,
1207,03160500103,3,16,5,1,3,1,1,8,2,,2.0,1.0,
1208,03160500103,3,16,5,1,3,1,1,9,2,,2.0,1.0,
1209,03160500103,3,16,5,1,3,1,1,10,2,,2.0,1.0,
1210,03160500103,3,16,5,1,3,1,1,11,2,,2.0,1.0,
1211,03160500103,3,16,5,1,3,1,1,12,2,,2.0,1.0,
1212,03160500103,3,16,5,1,3,1,1,13,2,,2.0,1.0,
1213,03160500103,3,16,5,1,3,1,1,14,2,,2.0,1.0,
1214,03160500103,3,16,5,1,3,1,1,15,2,,2.0,1.0,
1215,03160500103,3,16,5,1,3,1,1,16,2,,2.0,1.0,
1216,03160500103,3,16,5,1,3,1,1,17,2,,2.0,1.0,
1217,03160500103,3,16,5,1,3,1,1,18,2,,2.0,1.0,
1218,03160500103,3,16,5,1,3,1,1,19,2,,2.0,1.0,
1219,03160500103,3,16,5,1,3,1,1,20,2,,2.0,1.0,
1220,03160600803,3,16,6,8,3,2,1,1,2,,2.0,1.0,
1221,03160600803,3,16,6,8,3,2,1,2,2,,2.0,1.0,
1222,03160600803,3,16,6,8,3,2,1,3,2,,2.0,1.0,
1223,03160600803,3,16,6,8,3,2,1,4,2,,2.0,1.0,
1224,03160600803,3,16,6,8,3,2,1,5,2,,2.0,1.0,
1225,03160600803,3,16,6,8,3,2,1,6,2,,2.0,1.0,
1226,03160600803,3,16,6,8,3,2,1,7,2,,2.0,1.0,
1227,03160600803,3,16,6,8,3,2,1,8,2,,2.0,6.0,
1228,03160600803,3,16,6,8,3,2,1,9,2,,2.0,1.0,
1229,03160600803,3,16,6,8,3,2,1,10,2,,2.0,6.0,
1230,03160600803,3,16,6,8,3,2,1,11,2,,2.0,1.0,
1231,03160600803,3,16,6,8,3,2,1,12,2,,2.0,1.0,
1232,03160600803,3,16,6,8,3,2,1,13,2,,2.0,1.0,
1233,03160600803,3,16,6,8,3,2,1,14,2,,2.0,1.0,
1234,03160600803,3,16,6,8,3,2,1,15,2,,2.0,1.0,
1235,03160600803,3,16,6,8,3,2,1,16,2,,2.0,1.0,
1236,03160600803,3,16,6,8,3,2,1,17,2,,2.0,1.0,
1237,03160600803,3,16,6,8,3,2,1,18,2,,2.0,1.0,
1238,03160600803,3,16,6,8,3,2,1,19,2,,2.0,1.0,
1239,03160600803,3,16,6,8,3,2,1,20,2,,2.0,1.0,
1240,03161500214,3,16,15,2,14,1,1,1,1,5.0,,,
1241,03161500214,3,16,15,2,14,1,1,2,2,,2.0,1.0,
1242,03161500214,3,16,15,2,14,1,1,3,1,2.0,,,
1243,03161500214,3,16,15,2,14,1,1,4,2,,2.0,1.0,
1244,03161500214,3,16,15,2,14,1,1,5,2,,2.0,1.0,
1245,03161500214,3,16,15,2,14,1,1,6,2,,2.0,1.0,
1246,03161500214,3,16,15,2,14,1,1,7,2,,2.0,1.0,
1247,03161500214,3,16,15,2,14,1,1,8,2,,2.0,1.0,
1248,03161500214,3,16,15,2,14,1,1,9,2,,2.0,1.0,
1249,03161500214,3,16,15,2,14,1,1,10,2,,2.0,1.0,
1250,03161500214,3,16,15,2,14,1,1,11,2,,2.0,1.0,
1251,03161500214,3,16,15,2,14,1,1,12,2,,2.0,1.0,
1252,03161500214,3,16,15,2,14,1,1,13,2,,2.0,1.0,
1253,03161500214,3,16,15,2,14,1,1,14,2,,2.0,1.0,
1254,03161500214,3,16,15,2,14,1,1,15,2,,2.0,1.0,
1255,03161500214,3,16,15,2,14,1,1,16,2,,2.0,1.0,
1256,03161500214,3,16,15,2,14,1,1,17,2,,2.0,1.0,
1257,03161500214,3,16,15,2,14,1,1,18,2,,2.0,1.0,
1258,03161500214,3,16,15,2,14,1,1,19,2,,2.0,1.0,
1259,03161500214,3,16,15,2,14,1,1,20,2,,2.0,1.0,
1260,03170400206,3,17,4,2,6,2,7,1,2,,2.0,1.0,
1261,03170400206,3,17,4,2,6,2,7,2,2,,2.0,1.0,
1262,03170400206,3,17,4,2,6,2,7,3,2,,2.0,1.0,
1263,03170400206,3,17,4,2,6,2,7,4,2,,2.0,1.0,
1264,03170400206,3,17,4,2,6,2,7,5,2,,2.0,1.0,
1265,03170400206,3,17,4,2,6,2,7,6,2,,2.0,1.0,
1266,03170400206,3,17,4,2,6,2,7,7,2,,2.0,1.0,
1267,03170400206,3,17,4,2,6,2,7,8,2,,2.0,1.0,
1268,03170400206,3,17,4,2,6,2,7,9,2,,2.0,1.0,
1269,03170400206,3,17,4,2,6,2,7,10,2,,2.0,1.0,
1270,03170400206,3,17,4,2,6,2,7,11,2,,2.0,1.0,
1271,03170400206,3,17,4,2,6,2,7,12,2,,2.0,1.0,
1272,03170400206,3,17,4,2,6,2,7,13,2,,2.0,1.0,
1273,03170400206,3,17,4,2,6,2,7,14,2,,2.0,1.0,
1274,03170400206,3,17,4,2,6,2,7,15,2,,2.0,1.0,
1275,03170400206,3,17,4,2,6,2,7,16,2,,2.0,1.0,
1276,03170400206,3,17,4,2,6,2,7,17,2,,2.0,1.0,
1277,03170400206,3,17,4,2,6,2,7,18,2,,2.0,1.0,
1278,03170400206,3,17,4,2,6,2,7,19,2,,2.0,1.0,
1279,03170400206,3,17,4,2,6,2,7,20,2,,2.0,1.0,
1280,03170401804,3,17,4,18,4,2,5,1,2,,2.0,1.0,
1281,03170401804,3,17,4,18,4,2,5,2,2,,2.0,1.0,
1282,03170401804,3,17,4,18,4,2,5,3,2,,2.0,1.0,
1283,03170401804,3,17,4,18,4,2,5,4,2,,2.0,1.0,
1284,03170401804,3,17,4,18,4,2,5,5,2,,2.0,1.0,
1285,03170401804,3,17,4,18,4,2,5,6,2,,2.0,1.0,
1286,03170401804,3,17,4,18,4,2,5,7,2,,2.0,1.0,
1287,03170401804,3,17,4,18,4,2,5,8,2,,2.0,1.0,
1288,03170401804,3,17,4,18,4,2,5,9,2,,2.0,1.0,
1289,03170401804,3,17,4,18,4,2,5,10,2,,2.0,1.0,
1290,03170401804,3,17,4,18,4,2,5,11,2,,2.0,1.0,
1291,03170401804,3,17,4,18,4,2,5,12,2,,2.0,1.0,
1292,03170401804,3,17,4,18,4,2,5,13,2,,2.0,1.0,
1293,03170401804,3,17,4,18,4,2,5,14,2,,2.0,1.0,
1294,03170401804,3,17,4,18,4,2,5,15,2,,2.0,1.0,
1295,03170401804,3,17,4,18,4,2,5,16,2,,2.0,1.0,
1296,03170401804,3,17,4,18,4,2,5,17,2,,2.0,1.0,
1297,03170401804,3,17,4,18,4,2,5,18,2,,2.0,1.0,
1298,03170401804,3,17,4,18,4,2,5,19,2,,2.0,1.0,
1299,03170401804,3,17,4,18,4,2,5,20,2,,2.0,1.0,
1300,03170403702,3,17,4,37,2,2,6,1,2,,2.0,1.0,
1301,03170403702,3,17,4,37,2,2,6,2,2,,2.0,1.0,
1302,03170403702,3,17,4,37,2,2,6,3,2,,2.0,1.0,
1303,03170403702,3,17,4,37,2,2,6,4,2,,2.0,1.0,
1304,03170403702,3,17,4,37,2,2,6,5,2,,2.0,1.0,
1305,03170403702,3,17,4,37,2,2,6,6,2,,2.0,1.0,
1306,03170403702,3,17,4,37,2,2,6,7,2,,2.0,1.0,
1307,03170403702,3,17,4,37,2,2,6,8,2,,2.0,1.0,
1308,03170403702,3,17,4,37,2,2,6,9,2,,2.0,1.0,
1309,03170403702,3,17,4,37,2,2,6,10,2,,2.0,1.0,
1310,03170403702,3,17,4,37,2,2,6,11,2,,2.0,1.0,
1311,03170403702,3,17,4,37,2,2,6,12,2,,2.0,1.0,
1312,03170403702,3,17,4,37,2,2,6,13,2,,2.0,1.0,
1313,03170403702,3,17,4,37,2,2,6,14,2,,2.0,1.0,
1314,03170403702,3,17,4,37,2,2,6,15,2,,2.0,1.0,
1315,03170403702,3,17,4,37,2,2,6,16,2,,2.0,1.0,
1316,03170403702,3,17,4,37,2,2,6,17,2,,2.0,1.0,
1317,03170403702,3,17,4,37,2,2,6,18,2,,2.0,1.0,
1318,03170403702,3,17,4,37,2,2,6,19,2,,2.0,1.0,
1319,03170403702,3,17,4,37,2,2,6,20,2,,2.0,1.0,
1320,03170601005,3,17,6,10,5,2,4,1,2,,2.0,1.0,
1321,03170601005,3,17,6,10,5,2,4,2,2,,2.0,1.0,
1322,03170601005,3,17,6,10,5,2,4,3,2,,2.0,1.0,
1323,03170601005,3,17,6,10,5,2,4,4,2,,2.0,1.0,
1324,03170601005,3,17,6,10,5,2,4,5,2,,2.0,1.0,
1325,03170601005,3,17,6,10,5,2,4,6,2,,2.0,1.0,
1326,03170601005,3,17,6,10,5,2,4,7,2,,2.0,1.0,
1327,03170601005,3,17,6,10,5,2,4,8,2,,2.0,1.0,
1328,03170601005,3,17,6,10,5,2,4,9,2,,2.0,1.0,
1329,03170601005,3,17,6,10,5,2,4,10,2,,2.0,1.0,
1330,03170601005,3,17,6,10,5,2,4,11,2,,2.0,1.0,
1331,03170601005,3,17,6,10,5,2,4,12,2,,2.0,1.0,
1332,03170601005,3,17,6,10,5,2,4,13,2,,2.0,1.0,
1333,03170601005,3,17,6,10,5,2,4,14,2,,2.0,1.0,
1334,03170601005,3,17,6,10,5,2,4,15,2,,2.0,1.0,
1335,03170601005,3,17,6,10,5,2,4,16,2,,2.0,1.0,
1336,03170601005,3,17,6,10,5,2,4,17,2,,2.0,1.0,
1337,03170601005,3,17,6,10,5,2,4,18,2,,2.0,1.0,
1338,03170601005,3,17,6,10,5,2,4,19,2,,2.0,1.0,
1339,03170601005,3,17,6,10,5,2,4,20,2,,2.0,1.0,
1340,03180100101,3,18,1,1,1,1,1,1,1,8.0,,,
1341,03180100101,3,18,1,1,1,1,1,2,1,2.0,,,
1342,03180100101,3,18,1,1,1,1,1,3,2,,2.0,1.0,
1343,03180100101,3,18,1,1,1,1,1,4,2,,2.0,1.0,
1344,03180100101,3,18,1,1,1,1,1,5,2,,2.0,1.0,
1345,03180100101,3,18,1,1,1,1,1,6,2,,2.0,1.0,
1346,03180100101,3,18,1,1,1,1,1,7,2,,2.0,1.0,
1347,03180100101,3,18,1,1,1,1,1,8,2,,2.0,1.0,
1348,03180100101,3,18,1,1,1,1,1,9,2,,2.0,1.0,
1349,03180100101,3,18,1,1,1,1,1,10,2,,2.0,1.0,
1350,03180100101,3,18,1,1,1,1,1,11,2,,2.0,1.0,
1351,03180100101,3,18,1,1,1,1,1,12,2,,2.0,1.0,
1352,03180100101,3,18,1,1,1,1,1,13,2,,2.0,1.0,
1353,03180100101,3,18,1,1,1,1,1,14,2,,2.0,1.0,
1354,03180100101,3,18,1,1,1,1,1,15,2,,2.0,1.0,
1355,03180100101,3,18,1,1,1,1,1,16,2,,2.0,1.0,
1356,03180100101,3,18,1,1,1,1,1,17,2,,2.0,1.0,
1357,03180100101,3,18,1,1,1,1,1,18,2,,2.0,1.0,
1358,03180100101,3,18,1,1,1,1,1,19,2,,2.0,1.0,
1359,03180100101,3,18,1,1,1,1,1,20,2,,2.0,1.0,
1360,03180100102,3,18,1,1,2,1,1,1,1,8.0,,,
1361,03180100102,3,18,1,1,2,1,1,2,1,2.0,,,
1362,03180100102,3,18,1,1,2,1,1,3,1,4.0,,,
1363,03180100102,3,18,1,1,2,1,1,4,2,,2.0,1.0,
1364,03180100102,3,18,1,1,2,1,1,5,2,,2.0,1.0,
1365,03180100102,3,18,1,1,2,1,1,6,2,,2.0,1.0,
1366,03180100102,3,18,1,1,2,1,1,7,2,,2.0,1.0,
1367,03180100102,3,18,1,1,2,1,1,8,2,,2.0,1.0,
1368,03180100102,3,18,1,1,2,1,1,9,2,,2.0,1.0,
1369,03180100102,3,18,1,1,2,1,1,10,2,,2.0,1.0,
1370,03180100102,3,18,1,1,2,1,1,11,1,1.0,,,
1371,03180100102,3,18,1,1,2,1,1,12,1,1.0,,,
1372,03180100102,3,18,1,1,2,1,1,13,1,1.0,,,
1373,03180100102,3,18,1,1,2,1,1,14,2,,2.0,1.0,
1374,03180100102,3,18,1,1,2,1,1,15,1,2.0,,,
1375,03180100102,3,18,1,1,2,1,1,16,2,,2.0,1.0,
1376,03180100102,3,18,1,1,2,1,1,17,2,,2.0,1.0,
1377,03180100102,3,18,1,1,2,1,1,18,2,,2.0,1.0,
1378,03180100102,3,18,1,1,2,1,1,19,2,,2.0,1.0,
1379,03180100102,3,18,1,1,2,1,1,20,2,,2.0,1.0,
1380,03180201302,3,18,2,13,2,2,13,1,2,,1.0,3.0,
1381,03180201302,3,18,2,13,2,2,13,2,2,,1.0,3.0,
1382,03180201302,3,18,2,13,2,2,13,3,2,,1.0,3.0,
1383,03180201302,3,18,2,13,2,2,13,4,2,,1.0,3.0,
1384,03180201302,3,18,2,13,2,2,13,5,2,,1.0,3.0,
1385,03180201302,3,18,2,13,2,2,13,6,2,,1.0,3.0,
1386,03180201302,3,18,2,13,2,2,13,7,2,,1.0,3.0,
1387,03180201302,3,18,2,13,2,2,13,8,2,,1.0,1.0,
1388,03180201302,3,18,2,13,2,2,13,9,2,,1.0,3.0,
1389,03180201302,3,18,2,13,2,2,13,10,2,,1.0,1.0,
1390,03180201302,3,18,2,13,2,2,13,11,2,,1.0,3.0,
1391,03180201302,3,18,2,13,2,2,13,12,2,,1.0,3.0,
1392,03180201302,3,18,2,13,2,2,13,13,2,,1.0,3.0,
1393,03180201302,3,18,2,13,2,2,13,14,2,,1.0,3.0,
1394,03180201302,3,18,2,13,2,2,13,15,2,,1.0,3.0,
1395,03180201302,3,18,2,13,2,2,13,16,2,,1.0,3.0,
1396,03180201302,3,18,2,13,2,2,13,17,2,,1.0,1.0,
1397,03180201302,3,18,2,13,2,2,13,18,2,,1.0,3.0,
1398,03180201302,3,18,2,13,2,2,13,19,2,,1.0,1.0,
1399,03180201302,3,18,2,13,2,2,13,20,2,,1.0,1.0,
1400,03180302503,3,18,3,25,3,2,14,1,2,,1.0,3.0,
1401,03180302503,3,18,3,25,3,2,14,2,2,,1.0,3.0,
1402,03180302503,3,18,3,25,3,2,14,3,2,,1.0,3.0,
1403,03180302503,3,18,3,25,3,2,14,4,2,,1.0,3.0,
1404,03180302503,3,18,3,25,3,2,14,5,2,,1.0,3.0,
1405,03180302503,3,18,3,25,3,2,14,6,2,,1.0,3.0,
1406,03180302503,3,18,3,25,3,2,14,7,2,,1.0,3.0,
1407,03180302503,3,18,3,25,3,2,14,8,2,,1.0,1.0,
1408,03180302503,3,18,3,25,3,2,14,9,2,,1.0,3.0,
1409,03180302503,3,18,3,25,3,2,14,10,2,,1.0,1.0,
1410,03180302503,3,18,3,25,3,2,14,11,1,3.0,,,1.0
1411,03180302503,3,18,3,25,3,2,14,12,2,,1.0,3.0,
1412,03180302503,3,18,3,25,3,2,14,13,2,,1.0,1.0,
1413,03180302503,3,18,3,25,3,2,14,14,2,,1.0,3.0,
1414,03180302503,3,18,3,25,3,2,14,15,1,3.0,,,1.0
1415,03180302503,3,18,3,25,3,2,14,16,2,,1.0,3.0,
1416,03180302503,3,18,3,25,3,2,14,17,2,,1.0,1.0,
1417,03180302503,3,18,3,25,3,2,14,18,2,,1.0,3.0,
1418,03180302503,3,18,3,25,3,2,14,19,2,,1.0,1.0,
1419,03180302503,3,18,3,25,3,2,14,20,2,,1.0,1.0,
1420,03180700305,3,18,7,3,5,1,1,1,1,6.0,,,
1421,03180700305,3,18,7,3,5,1,1,2,1,3.0,,,
1422,03180700305,3,18,7,3,5,1,1,3,1,3.0,,,
1423,03180700305,3,18,7,3,5,1,1,4,2,,2.0,1.0,
1424,03180700305,3,18,7,3,5,1,1,5,2,,2.0,1.0,
1425,03180700305,3,18,7,3,5,1,1,6,2,,2.0,1.0,
1426,03180700305,3,18,7,3,5,1,1,7,2,,2.0,1.0,
1427,03180700305,3,18,7,3,5,1,1,8,2,,2.0,1.0,
1428,03180700305,3,18,7,3,5,1,1,9,2,,2.0,1.0,
1429,03180700305,3,18,7,3,5,1,1,10,2,,2.0,1.0,
1430,03180700305,3,18,7,3,5,1,1,11,2,,2.0,1.0,
1431,03180700305,3,18,7,3,5,1,1,12,2,,2.0,1.0,
1432,03180700305,3,18,7,3,5,1,1,13,2,,2.0,1.0,
1433,03180700305,3,18,7,3,5,1,1,14,2,,2.0,1.0,
1434,03180700305,3,18,7,3,5,1,1,15,2,,2.0,1.0,
1435,03180700305,3,18,7,3,5,1,1,16,2,,2.0,1.0,
1436,03180700305,3,18,7,3,5,1,1,17,2,,2.0,1.0,
1437,03180700305,3,18,7,3,5,1,1,18,2,,2.0,1.0,
1438,03180700305,3,18,7,3,5,1,1,19,2,,2.0,1.0,
1439,03180700305,3,18,7,3,5,1,1,20,2,,2.0,1.0,
1440,03190201401,3,19,2,14,1,2,9,1,2,,2.0,1.0,
1441,03190201401,3,19,2,14,1,2,9,2,2,,2.0,1.0,
1442,03190201401,3,19,2,14,1,2,9,3,2,,2.0,1.0,
1443,03190201401,3,19,2,14,1,2,9,4,2,,2.0,1.0,
1444,03190201401,3,19,2,14,1,2,9,5,2,,2.0,1.0,
1445,03190201401,3,19,2,14,1,2,9,6,2,,2.0,1.0,
1446,03190201401,3,19,2,14,1,2,9,7,2,,2.0,1.0,
