,CommunityID,HI_1,HI_2,HI_3,HI_4,HI_5,HI_6,a8,G1,G2,G2_1,G3,G3_other,G4,G5,G6,G7
386,03120200303,3,12,2,3,3,1,1,7,Coal/Lignite,2,,,,,,
387,03120200303,3,12,2,3,3,1,1,8,Ethanol/Biogas,2,,,,,,
388,03120200303,3,12,2,3,3,1,1,9,Animal waste/dung,1,10.0,,2.5,2.0,2.0,4.0
389,03120200303,3,12,2,3,3,1,1,10,Briquette/pellet,2,,,,,,
390,03120300709,3,12,3,7,9,2,19,1,LPG/cooking gas,2,,,,,,
391,03120300709,3,12,3,7,9,2,19,2,Electricity,2,,,,,,
392,03120300709,3,12,3,7,9,2,19,3,Wood/Twigs,1,11.0,,20.0,2.0,15.0,25.0
393,03120300709,3,12,3,7,9,2,19,4,Charcoal	,1,2.0,,65.0,2.0,65.0,99.0
394,03120300709,3,12,3,7,9,2,19,5,Kerosene,2,,,,,,
395,03120300709,3,12,3,7,9,2,19,6,Diesel,2,,,,,,
396,03120300709,3,12,3,7,9,2,19,7,Coal/Lignite,2,,,,,,
397,03120300709,3,12,3,7,9,2,19,8,Ethanol/Biogas,2,,,,,,
398,03120300709,3,12,3,7,9,2,19,9,Animal waste/dung,1,10.0,,,1.0,,
399,03120300709,3,12,3,7,9,2,19,10,Briquette/pellet,2,,,,,,
400,03120302401,3,12,3,24,1,2,20,1,LPG/cooking gas,2,,,,,,
401,03120302401,3,12,3,24,1,2,20,2,Electricity,2,,,,,,
402,03120302401,3,12,3,24,1,2,20,3,Wood/Twigs,1,11.0,,14.0,2.0,14.0,25.0
403,03120302401,3,12,3,24,1,2,20,4,Charcoal	,1,2.0,,75.0,2.0,75.0,98.0
404,03120302401,3,12,3,24,1,2,20,5,Kerosene,2,,,,,,
405,03120302401,3,12,3,24,1,2,20,6,Diesel,2,,,,,,
406,03120302401,3,12,3,24,1,2,20,7,Coal/Lignite,2,,,,,,
407,03120302401,3,12,3,24,1,2,20,8,Ethanol/Biogas,2,,,,,,
408,03120302401,3,12,3,24,1,2,20,9,Animal waste/dung,1,10.0,,,1.0,,
409,03120302401,3,12,3,24,1,2,20,10,Briquette/pellet,2,,,,,,
410,03121000302,3,12,10,3,2,1,1,1,LPG/cooking gas,1,7.0,,16.5,2.0,15.0,18.0
411,03121000302,3,12,10,3,2,1,1,2,Electricity,1,15.0,,60.0,2.0,50.0,65.0
412,03121000302,3,12,10,3,2,1,1,3,Wood/Twigs,1,3.0,,75.0,2.0,65.0,85.0
413,03121000302,3,12,10,3,2,1,1,4,Charcoal	,2,,,,,,
414,03121000302,3,12,10,3,2,1,1,5,Kerosene,2,,,,,,
415,03121000302,3,12,10,3,2,1,1,6,Diesel,2,,,,,,
416,03121000302,3,12,10,3,2,1,1,7,Coal/Lignite,2,,,,,,
417,03121000302,3,12,10,3,2,1,1,8,Ethanol/Biogas,2,,,,,,
418,03121000302,3,12,10,3,2,1,1,9,Animal waste/dung,1,10.0,,3.0,2.0,2.0,5.0
419,03121000302,3,12,10,3,2,1,1,10,Briquette/pellet,2,,,,,,
420,03121000302,3,12,10,3,2,1,2,1,LPG/cooking gas,2,,,,,,
421,03121000302,3,12,10,3,2,1,2,2,Electricity,1,15.0,,1.3,1.0,,
422,03121000302,3,12,10,3,2,1,2,3,Wood/Twigs,1,11.0,,80.0,2.0,60.0,80.0
423,03121000302,3,12,10,3,2,1,2,4,Charcoal	,1,5.0,,25.0,2.0,23.0,26.0
424,03121000302,3,12,10,3,2,1,2,5,Kerosene,1,7.0,,15.0,2.0,14.0,17.0
425,03121000302,3,12,10,3,2,1,2,6,Diesel,2,,,,,,
426,03121000302,3,12,10,3,2,1,2,7,Coal/Lignite,2,,,,,,
427,03121000302,3,12,10,3,2,1,2,8,Ethanol/Biogas,2,,,,,,
428,03121000302,3,12,10,3,2,1,2,9,Animal waste/dung,1,5.0,,12.0,1.0,,
429,03121000302,3,12,10,3,2,1,2,10,Briquette/pellet,2,,,,,,
430,03130200801,3,13,2,8,1,2,15,1,LPG/cooking gas,2,,,,,,
431,03130200801,3,13,2,8,1,2,15,2,Electricity,1,15.0,,,2.0,,
432,03130200801,3,13,2,8,1,2,15,3,Wood/Twigs,1,12.0,,30.0,2.0,30.0,50.0
433,03130200801,3,13,2,8,1,2,15,4,Charcoal	,1,5.0,,20.0,2.0,20.0,30.0
434,03130200801,3,13,2,8,1,2,15,5,Kerosene,2,,,,,,
435,03130200801,3,13,2,8,1,2,15,6,Diesel,2,,,,,,
436,03130200801,3,13,2,8,1,2,15,7,Coal/Lignite,2,,,,,,
437,03130200801,3,13,2,8,1,2,15,8,Ethanol/Biogas,2,,,,,,
438,03130200801,3,13,2,8,1,2,15,9,Animal waste/dung,2,,,,,,
439,03130200801,3,13,2,8,1,2,15,10,Briquette/pellet,2,,,,,,
440,03130202504,3,13,2,25,4,2,16,1,LPG/cooking gas,2,,,,,,
441,03130202504,3,13,2,25,4,2,16,2,Electricity,2,,,,,,
442,03130202504,3,13,2,25,4,2,16,3,Wood/Twigs,2,,,,,,
443,03130202504,3,13,2,25,4,2,16,4,Charcoal	,2,,,,,,
444,03130202504,3,13,2,25,4,2,16,5,Kerosene,1,7.0,,20.0,1.0,,
445,03130202504,3,13,2,25,4,2,16,6,Diesel,2,,,,,,
446,03130202504,3,13,2,25,4,2,16,7,Coal/Lignite,2,,,,,,
447,03130202504,3,13,2,25,4,2,16,8,Ethanol/Biogas,2,,,,,,
448,03130202504,3,13,2,25,4,2,16,9,Animal waste/dung,2,,,,,,
449,03130202504,3,13,2,25,4,2,16,10,Briquette/pellet,2,,,,,,
450,03130401201,3,13,4,12,1,2,17,1,LPG/cooking gas,2,,,,,,
451,03130401201,3,13,4,12,1,2,17,2,Electricity,2,,,,,,
452,03130401201,3,13,4,12,1,2,17,3,Wood/Twigs,1,12.0,,15.0,2.0,15.0,17.0
453,03130401201,3,13,4,12,1,2,17,4,Charcoal	,1,5.0,,13.0,2.0,13.0,15.0
454,03130401201,3,13,4,12,1,2,17,5,Kerosene,1,7.0,,15.6,1.0,,
455,03130401201,3,13,4,12,1,2,17,6,Diesel,2,,,,,,
456,03130401201,3,13,4,12,1,2,17,7,Coal/Lignite,2,,,,,,
457,03130401201,3,13,4,12,1,2,17,8,Ethanol/Biogas,2,,,,,,
458,03130401201,3,13,4,12,1,2,17,9,Animal waste/dung,2,,,,,,
459,03130401201,3,13,4,12,1,2,17,10,Briquette/pellet,2,,,,,,
460,03130803001,3,13,8,30,1,2,20,1,LPG/cooking gas,2,,,,,,
461,03130803001,3,13,8,30,1,2,20,2,Electricity,2,,,,,,
462,03130803001,3,13,8,30,1,2,20,3,Wood/Twigs,1,12.0,,15.0,2.0,15.0,20.0
463,03130803001,3,13,8,30,1,2,20,4,Charcoal	,2,,,,,,
464,03130803001,3,13,8,30,1,2,20,5,Kerosene,2,,,,,,
465,03130803001,3,13,8,30,1,2,20,6,Diesel,2,,,,,,
466,03130803001,3,13,8,30,1,2,20,7,Coal/Lignite,2,,,,,,
467,03130803001,3,13,8,30,1,2,20,8,Ethanol/Biogas,2,,,,,,
468,03130803001,3,13,8,30,1,2,20,9,Animal waste/dung,2,,,,,,
469,03130803001,3,13,8,30,1,2,20,10,Briquette/pellet,2,,,,,,
470,03131000101,3,13,10,1,1,1,1,1,LPG/cooking gas,2,,,,,,
471,03131000101,3,13,10,1,1,1,1,2,Electricity,1,15.0,,60.0,1.0,,
472,03131000101,3,13,10,1,1,1,1,3,Wood/Twigs,1,12.0,,90.0,2.0,60.0,90.0
473,03131000101,3,13,10,1,1,1,1,4,Charcoal	,1,5.0,,90.0,2.0,60.0,90.0
474,03131000101,3,13,10,1,1,1,1,5,Kerosene,1,7.0,,13.5,1.0,,
475,03131000101,3,13,10,1,1,1,1,6,Diesel,1,7.0,,17.65,1.0,,
476,03131000101,3,13,10,1,1,1,1,7,Coal/Lignite,2,,,,,,
477,03131000101,3,13,10,1,1,1,1,8,Ethanol/Biogas,2,,,,,,
478,03131000101,3,13,10,1,1,1,1,9,Animal waste/dung,1,5.0,,20.0,1.0,,
479,03131000101,3,13,10,1,1,1,1,10,Briquette/pellet,2,,,,,,
480,03140400104,3,14,4,1,4,1,1,1,LPG/cooking gas,2,,,,,,
481,03140400104,3,14,4,1,4,1,1,2,Electricity,1,15.0,,1.49,1.0,,
482,03140400104,3,14,4,1,4,1,1,3,Wood/Twigs,1,12.0,,14.0,2.0,14.0,80.0
483,03140400104,3,14,4,1,4,1,1,4,Charcoal	,1,5.0,,30.0,2.0,25.0,30.0
484,03140400104,3,14,4,1,4,1,1,5,Kerosene,1,7.0,,18.0,2.0,18.0,25.0
485,03140400104,3,14,4,1,4,1,1,6,Diesel,2,,,,,,
486,03140400104,3,14,4,1,4,1,1,7,Coal/Lignite,2,,,,,,
487,03140400104,3,14,4,1,4,1,1,8,Ethanol/Biogas,2,,,,,,
488,03140400104,3,14,4,1,4,1,1,9,Animal waste/dung,2,,,,,,
489,03140400104,3,14,4,1,4,1,1,10,Briquette/pellet,2,,,,,,
490,03140901602,3,14,9,16,2,2,21,1,LPG/cooking gas,2,,,,,,
491,03140901602,3,14,9,16,2,2,21,2,Electricity,2,,,,,,
492,03140901602,3,14,9,16,2,2,21,3,Wood/Twigs,2,,,,,,
493,03140901602,3,14,9,16,2,2,21,4,Charcoal	,2,,,,,,
494,03140901602,3,14,9,16,2,2,21,5,Kerosene,1,7.0,,20.0,1.0,,
495,03140901602,3,14,9,16,2,2,21,6,Diesel,2,,,,,,
496,03140901602,3,14,9,16,2,2,21,7,Coal/Lignite,2,,,,,,
497,03140901602,3,14,9,16,2,2,21,8,Ethanol/Biogas,2,,,,,,
498,03140901602,3,14,9,16,2,2,21,9,Animal waste/dung,2,,,,,,
499,03140901602,3,14,9,16,2,2,21,10,Briquette/pellet,2,,,,,,
500,03141000205,3,14,10,2,5,2,18,1,LPG/cooking gas,2,,,,,,
501,03141000205,3,14,10,2,5,2,18,2,Electricity,2,,,,,,
502,03141000205,3,14,10,2,5,2,18,3,Wood/Twigs,1,11.0,??? ??? ?????,80.0,2.0,12.0,80.0
503,03141000205,3,14,10,2,5,2,18,4,Charcoal	,1,4.0,,30.0,2.0,30.0,32.0
504,03141000205,3,14,10,2,5,2,18,5,Kerosene,2,,,,,,
505,03141000205,3,14,10,2,5,2,18,6,Diesel,2,,,,,,
506,03141000205,3,14,10,2,5,2,18,7,Coal/Lignite,2,,,,,,
507,03141000205,3,14,10,2,5,2,18,8,Ethanol/Biogas,2,,,,,,
508,03141000205,3,14,10,2,5,2,18,9,Animal waste/dung,2,,,,,,
509,03141000205,3,14,10,2,5,2,18,10,Briquette/pellet,2,,,,,,
510,03141001902,3,14,10,19,2,2,19,1,LPG/cooking gas,2,,,,,,
511,03141001902,3,14,10,19,2,2,19,2,Electricity,2,,,,,,
512,03141001902,3,14,10,19,2,2,19,3,Wood/Twigs,2,,,,,,
513,03141001902,3,14,10,19,2,2,19,4,Charcoal	,2,,,,,,
514,03141001902,3,14,10,19,2,2,19,5,Kerosene,1,7.0,,25.0,1.0,,
515,03141001902,3,14,10,19,2,2,19,6,Diesel,2,,,,,,
516,03141001902,3,14,10,19,2,2,19,7,Coal/Lignite,2,,,,,,
517,03141001902,3,14,10,19,2,2,19,8,Ethanol/Biogas,2,,,,,,
518,03141001902,3,14,10,19,2,2,19,9,Animal waste/dung,2,,,,,,
519,03141001902,3,14,10,19,2,2,19,10,Briquette/pellet,2,,,,,,
520,03141202605,3,14,12,26,5,2,2,1,LPG/cooking gas,2,,,,,,
521,03141202605,3,14,12,26,5,2,2,2,Electricity,2,,,,,,
522,03141202605,3,14,12,26,5,2,2,3,Wood/Twigs,1,12.0,,60.0,2.0,60.0,90.0
523,03141202605,3,14,12,26,5,2,2,4,Charcoal	,2,,,,,,
524,03141202605,3,14,12,26,5,2,2,5,Kerosene,1,7.0,,14.0,1.0,,
525,03141202605,3,14,12,26,5,2,2,6,Diesel,2,,,,,,
526,03141202605,3,14,12,26,5,2,2,7,Coal/Lignite,2,,,,,,
527,03141202605,3,14,12,26,5,2,2,8,Ethanol/Biogas,2,,,,,,
528,03141202605,3,14,12,26,5,2,2,9,Animal waste/dung,2,,,,,,
529,03141202605,3,14,12,26,5,2,2,10,Briquette/pellet,2,,,,,,
530,03141700416,3,14,17,4,16,1,3,1,LPG/cooking gas,2,,,,,,
531,03141700416,3,14,17,4,16,1,3,2,Electricity,1,15.0,,0.27,1.0,,
532,03141700416,3,14,17,4,16,1,3,3,Wood/Twigs,1,12.0,,99.0,2.0,50.0,99.0
533,03141700416,3,14,17,4,16,1,3,4,Charcoal	,1,5.0,,25.0,2.0,20.0,30.0
534,03141700416,3,14,17,4,16,1,3,5,Kerosene,1,7.0,,16.0,2.0,15.0,16.5
535,03141700416,3,14,17,4,16,1,3,6,Diesel,1,7.0,,25.0,1.0,,
536,03141700416,3,14,17,4,16,1,3,7,Coal/Lignite,2,,,,,,
537,03141700416,3,14,17,4,16,1,3,8,Ethanol/Biogas,2,,,,,,
538,03141700416,3,14,17,4,16,1,3,9,Animal waste/dung,1,4.0,,20.0,1.0,,
539,03141700416,3,14,17,4,16,1,3,10,Briquette/pellet,2,,,,,,
540,03150300101,3,15,3,1,1,2,2,1,LPG/cooking gas,2,,,,,,
541,03150300101,3,15,3,1,1,2,2,2,Electricity,2,,,,,,
542,03150300101,3,15,3,1,1,2,2,3,Wood/Twigs,1,12.0,,20.0,1.0,,
543,03150300101,3,15,3,1,1,2,2,4,Charcoal	,2,,,,,,
544,03150300101,3,15,3,1,1,2,2,5,Kerosene,2,,,,,,
545,03150300101,3,15,3,1,1,2,2,6,Diesel,2,,,,,,
546,03150300101,3,15,3,1,1,2,2,7,Coal/Lignite,2,,,,,,
547,03150300101,3,15,3,1,1,2,2,8,Ethanol/Biogas,2,,,,,,
548,03150300101,3,15,3,1,1,2,2,9,Animal waste/dung,2,,,,,,
549,03150300101,3,15,3,1,1,2,2,10,Briquette/pellet,2,,,,,,
550,03150300905,3,15,3,9,5,2,5,1,LPG/cooking gas,2,,,,,,
551,03150300905,3,15,3,9,5,2,5,2,Electricity,2,,,,,,
552,03150300905,3,15,3,9,5,2,5,3,Wood/Twigs,1,12.0,,,1.0,,
553,03150300905,3,15,3,9,5,2,5,4,Charcoal	,2,,,,,,
554,03150300905,3,15,3,9,5,2,5,5,Kerosene,2,,,,,,
555,03150300905,3,15,3,9,5,2,5,6,Diesel,2,,,,,,
556,03150300905,3,15,3,9,5,2,5,7,Coal/Lignite,2,,,,,,
557,03150300905,3,15,3,9,5,2,5,8,Ethanol/Biogas,2,,,,,,
558,03150300905,3,15,3,9,5,2,5,9,Animal waste/dung,2,,,,,,
559,03150300905,3,15,3,9,5,2,5,10,Briquette/pellet,2,,,,,,
560,03150800103,3,15,8,1,3,1,1,1,LPG/cooking gas,2,,,,,,
561,03150800103,3,15,8,1,3,1,1,2,Electricity,1,15.0,,0.6,1.0,,
562,03150800103,3,15,8,1,3,1,1,3,Wood/Twigs,1,3.0,,70.0,2.0,65.0,90.0
563,03150800103,3,15,8,1,3,1,1,4,Charcoal	,2,,,,,,
564,03150800103,3,15,8,1,3,1,1,5,Kerosene,2,,,,,,
565,03150800103,3,15,8,1,3,1,1,6,Diesel,2,,,,,,
566,03150800103,3,15,8,1,3,1,1,7,Coal/Lignite,2,,,,,,
567,03150800103,3,15,8,1,3,1,1,8,Ethanol/Biogas,2,,,,,,
568,03150800103,3,15,8,1,3,1,1,9,Animal waste/dung,1,5.0,,20.0,2.0,15.0,30.0
569,03150800103,3,15,8,1,3,1,1,10,Briquette/pellet,2,,,,,,
570,03151900506,3,15,19,5,6,2,6,1,LPG/cooking gas,2,,,,,,
571,03151900506,3,15,19,5,6,2,6,2,Electricity,2,,,,,,
572,03151900506,3,15,19,5,6,2,6,3,Wood/Twigs,1,11.0,collected,,1.0,,
573,03151900506,3,15,19,5,6,2,6,4,Charcoal	,1,4.0,,25.0,1.0,,
574,03151900506,3,15,19,5,6,2,6,5,Kerosene,2,,,,,,
575,03151900506,3,15,19,5,6,2,6,6,Diesel,2,,,,,,
576,03151900506,3,15,19,5,6,2,6,7,Coal/Lignite,2,,,,,,
577,03151900506,3,15,19,5,6,2,6,8,Ethanol/Biogas,2,,,,,,
578,03151900506,3,15,19,5,6,2,6,9,Animal waste/dung,1,5.0,,,1.0,,
579,03151900506,3,15,19,5,6,2,6,10,Briquette/pellet,2,,,,,,
580,03152000705,3,15,20,7,5,1,1,1,LPG/cooking gas,2,,,,,,
581,03152000705,3,15,20,7,5,1,1,2,Electricity,1,15.0,,0.6,1.0,,
582,03152000705,3,15,20,7,5,1,1,3,Wood/Twigs,1,3.0,,82.0,2.0,70.0,98.0
583,03152000705,3,15,20,7,5,1,1,4,Charcoal	,2,,,,,,
584,03152000705,3,15,20,7,5,1,1,5,Kerosene,2,,,,,,
585,03152000705,3,15,20,7,5,1,1,6,Diesel,2,,,,,,
586,03152000705,3,15,20,7,5,1,1,7,Coal/Lignite,2,,,,,,
587,03152000705,3,15,20,7,5,1,1,8,Ethanol/Biogas,2,,,,,,
588,03152000705,3,15,20,7,5,1,1,9,Animal waste/dung,1,5.0,,28.0,2.0,15.0,30.0
589,03152000705,3,15,20,7,5,1,1,10,Briquette/pellet,2,,,,,,
590,03160201902,3,16,2,19,2,2,3,1,LPG/cooking gas,2,,,,,,
591,03160201902,3,16,2,19,2,2,3,2,Electricity,2,,,,,,
592,03160201902,3,16,2,19,2,2,3,3,Wood/Twigs,1,1.0,,5.0,2.0,3.0,10.0
593,03160201902,3,16,2,19,2,2,3,4,Charcoal	,1,1.0,,15.0,2.0,10.0,20.0
594,03160201902,3,16,2,19,2,2,3,5,Kerosene,2,,,,,,
595,03160201902,3,16,2,19,2,2,3,6,Diesel,2,,,,,,
596,03160201902,3,16,2,19,2,2,3,7,Coal/Lignite,2,,,,,,
597,03160201902,3,16,2,19,2,2,3,8,Ethanol/Biogas,2,,,,,,
598,03160201902,3,16,2,19,2,2,3,9,Animal waste/dung,1,1.0,,2.0,2.0,,
599,03160201902,3,16,2,19,2,2,3,10,Briquette/pellet,2,,,,,,
600,03160204005,3,16,2,40,5,2,2,1,LPG/cooking gas,2,,,,,,
601,03160204005,3,16,2,40,5,2,2,2,Electricity,2,,,,,,
602,03160204005,3,16,2,40,5,2,2,3,Wood/Twigs,2,,,,,,
603,03160204005,3,16,2,40,5,2,2,4,Charcoal	,1,2.0,,14.0,2.0,10.0,15.0
604,03160204005,3,16,2,40,5,2,2,5,Kerosene,2,,,,,,
605,03160204005,3,16,2,40,5,2,2,6,Diesel,2,,,,,,
606,03160204005,3,16,2,40,5,2,2,7,Coal/Lignite,2,,,,,,
607,03160204005,3,16,2,40,5,2,2,8,Ethanol/Biogas,2,,,,,,
608,03160204005,3,16,2,40,5,2,2,9,Animal waste/dung,1,1.0,,,1.0,,
609,03160204005,3,16,2,40,5,2,2,10,Briquette/pellet,2,,,,,,
610,03160500103,3,16,5,1,3,1,1,1,LPG/cooking gas,2,,,,,,
611,03160500103,3,16,5,1,3,1,1,2,Electricity,1,15.0,,0.6,1.0,,
612,03160500103,3,16,5,1,3,1,1,3,Wood/Twigs,1,3.0,,70.0,2.0,60.0,90.0
613,03160500103,3,16,5,1,3,1,1,4,Charcoal	,2,,,,,,
614,03160500103,3,16,5,1,3,1,1,5,Kerosene,2,,,,,,
615,03160500103,3,16,5,1,3,1,1,6,Diesel,2,,,,,,
616,03160500103,3,16,5,1,3,1,1,7,Coal/Lignite,2,,,,,,
617,03160500103,3,16,5,1,3,1,1,8,Ethanol/Biogas,2,,,,,,
618,03160500103,3,16,5,1,3,1,1,9,Animal waste/dung,1,5.0,,20.0,2.0,15.0,30.0
619,03160500103,3,16,5,1,3,1,1,10,Briquette/pellet,2,,,,,,
620,03160600803,3,16,6,8,3,2,1,1,LPG/cooking gas,2,,,,,,
621,03160600803,3,16,6,8,3,2,1,2,Electricity,2,,,,,,
622,03160600803,3,16,6,8,3,2,1,3,Wood/Twigs,1,11.0,,25.0,2.0,25.0,30.0
623,03160600803,3,16,6,8,3,2,1,4,Charcoal	,1,2.0,,18.0,1.0,,
624,03160600803,3,16,6,8,3,2,1,5,Kerosene,2,,,,,,
625,03160600803,3,16,6,8,3,2,1,6,Diesel,2,,,,,,
626,03160600803,3,16,6,8,3,2,1,7,Coal/Lignite,2,,,,,,
627,03160600803,3,16,6,8,3,2,1,8,Ethanol/Biogas,2,,,,,,
628,03160600803,3,16,6,8,3,2,1,9,Animal waste/dung,1,11.0,,15.0,2.0,15.0,23.0
629,03160600803,3,16,6,8,3,2,1,10,Briquette/pellet,2,,,,,,
630,03161500214,3,16,15,2,14,1,1,1,LPG/cooking gas,2,,,,,,
631,03161500214,3,16,15,2,14,1,1,2,Electricity,1,15.0,,0.65,1.0,,
632,03161500214,3,16,15,2,14,1,1,3,Wood/Twigs,1,3.0,,75.0,2.0,60.0,90.0
633,03161500214,3,16,15,2,14,1,1,4,Charcoal	,2,,,,,,
634,03161500214,3,16,15,2,14,1,1,5,Kerosene,2,,,,,,
635,03161500214,3,16,15,2,14,1,1,6,Diesel,2,,,,,,
636,03161500214,3,16,15,2,14,1,1,7,Coal/Lignite,2,,,,,,
637,03161500214,3,16,15,2,14,1,1,8,Ethanol/Biogas,2,,,,,,
638,03161500214,3,16,15,2,14,1,1,9,Animal waste/dung,1,5.0,,25.0,2.0,20.0,35.0
639,03161500214,3,16,15,2,14,1,1,10,Briquette/pellet,2,,,,,,
640,03170400206,3,17,4,2,6,2,7,1,LPG/cooking gas,2,,,,,,
641,03170400206,3,17,4,2,6,2,7,2,Electricity,2,,,,,,
642,03170400206,3,17,4,2,6,2,7,3,Wood/Twigs,2,,,,,,
643,03170400206,3,17,4,2,6,2,7,4,Charcoal	,1,1.0,,10.0,2.0,10.0,15.0
644,03170400206,3,17,4,2,6,2,7,5,Kerosene,2,,,,,,
645,03170400206,3,17,4,2,6,2,7,6,Diesel,2,,,,,,
646,03170400206,3,17,4,2,6,2,7,7,Coal/Lignite,2,,,,,,
647,03170400206,3,17,4,2,6,2,7,8,Ethanol/Biogas,2,,,,,,
648,03170400206,3,17,4,2,6,2,7,9,Animal waste/dung,1,1.0,,5.0,2.0,5.0,10.0
649,03170400206,3,17,4,2,6,2,7,10,Briquette/pellet,2,,,,,,
650,03170401804,3,17,4,18,4,2,5,1,LPG/cooking gas,2,,,,,,
651,03170401804,3,17,4,18,4,2,5,2,Electricity,2,,,,,,
652,03170401804,3,17,4,18,4,2,5,3,Wood/Twigs,2,,,,,,
653,03170401804,3,17,4,18,4,2,5,4,Charcoal	,1,2.0,,10.0,2.0,10.0,15.0
654,03170401804,3,17,4,18,4,2,5,5,Kerosene,2,,,,,,
655,03170401804,3,17,4,18,4,2,5,6,Diesel,2,,,,,,
656,03170401804,3,17,4,18,4,2,5,7,Coal/Lignite,2,,,,,,
657,03170401804,3,17,4,18,4,2,5,8,Ethanol/Biogas,2,,,,,,
658,03170401804,3,17,4,18,4,2,5,9,Animal waste/dung,1,1.0,,2.0,2.0,3.0,5.0
659,03170401804,3,17,4,18,4,2,5,10,Briquette/pellet,2,,,,,,
660,03170403702,3,17,4,37,2,2,6,1,LPG/cooking gas,2,,,,,,
661,03170403702,3,17,4,37,2,2,6,2,Electricity,2,,,,,,
662,03170403702,3,17,4,37,2,2,6,3,Wood/Twigs,2,,,,,,
663,03170403702,3,17,4,37,2,2,6,4,Charcoal	,1,1.0,,11.0,2.0,11.0,15.0
664,03170403702,3,17,4,37,2,2,6,5,Kerosene,2,,,,,,
665,03170403702,3,17,4,37,2,2,6,6,Diesel,2,,,,,,
666,03170403702,3,17,4,37,2,2,6,7,Coal/Lignite,2,,,,,,
667,03170403702,3,17,4,37,2,2,6,8,Ethanol/Biogas,2,,,,,,
668,03170403702,3,17,4,37,2,2,6,9,Animal waste/dung,1,1.0,,4.0,2.0,4.0,8.0
669,03170403702,3,17,4,37,2,2,6,10,Briquette/pellet,2,,,,,,
670,03170601005,3,17,6,10,5,2,4,1,LPG/cooking gas,2,,,,,,
671,03170601005,3,17,6,10,5,2,4,2,Electricity,2,,,,,,
672,03170601005,3,17,6,10,5,2,4,3,Wood/Twigs,2,,,,,,
673,03170601005,3,17,6,10,5,2,4,4,Charcoal	,1,2.0,,15.0,2.0,10.0,15.0
674,03170601005,3,17,6,10,5,2,4,5,Kerosene,2,,,,,,
675,03170601005,3,17,6,10,5,2,4,6,Diesel,2,,,,,,
676,03170601005,3,17,6,10,5,2,4,7,Coal/Lignite,2,,,,,,
677,03170601005,3,17,6,10,5,2,4,8,Ethanol/Biogas,2,,,,,,
678,03170601005,3,17,6,10,5,2,4,9,Animal waste/dung,1,1.0,,10.0,2.0,10.0,15.0
679,03170601005,3,17,6,10,5,2,4,10,Briquette/pellet,2,,,,,,
680,03180100102,3,18,1,1,2,1,1,1,LPG/cooking gas,1,7.0,,17.0,2.0,16.5,18.0
681,03180100102,3,18,1,1,2,1,1,2,Electricity,1,15.0,,0.27,1.0,,
682,03180100102,3,18,1,1,2,1,1,3,Wood/Twigs,1,3.0,,85.0,2.0,80.0,90.0
683,03180100102,3,18,1,1,2,1,1,4,Charcoal	,2,,,,,,
684,03180100102,3,18,1,1,2,1,1,5,Kerosene,2,,,,,,
685,03180100102,3,18,1,1,2,1,1,6,Diesel,2,,,,,,
686,03180100102,3,18,1,1,2,1,1,7,Coal/Lignite,2,,,,,,
687,03180100102,3,18,1,1,2,1,1,8,Ethanol/Biogas,2,,,,,,
688,03180100102,3,18,1,1,2,1,1,9,Animal waste/dung,1,5.0,,20.0,2.0,17.0,27.0
689,03180100102,3,18,1,1,2,1,1,10,Briquette/pellet,2,,,,,,
690,03180201302,3,18,2,13,2,2,13,1,LPG/cooking gas,2,,,,,,
691,03180201302,3,18,2,13,2,2,13,2,Electricity,2,,,,,,
692,03180201302,3,18,2,13,2,2,13,3,Wood/Twigs,1,12.0,,,1.0,,
693,03180201302,3,18,2,13,2,2,13,4,Charcoal	,1,5.0,,99.0,1.0,,
694,03180201302,3,18,2,13,2,2,13,5,Kerosene,2,,,,,,
695,03180201302,3,18,2,13,2,2,13,6,Diesel,2,,,,,,
696,03180201302,3,18,2,13,2,2,13,7,Coal/Lignite,2,,,,,,
697,03180201302,3,18,2,13,2,2,13,8,Ethanol/Biogas,2,,,,,,
698,03180201302,3,18,2,13,2,2,13,9,Animal waste/dung,2,,,,,,
699,03180201302,3,18,2,13,2,2,13,10,Briquette/pellet,2,,,,,,
700,03180302503,3,18,3,25,3,2,14,1,LPG/cooking gas,2,,,,,,
701,03180302503,3,18,3,25,3,2,14,2,Electricity,2,,,,,,
702,03180302503,3,18,3,25,3,2,14,3,Wood/Twigs,1,12.0,,,1.0,,
703,03180302503,3,18,3,25,3,2,14,4,Charcoal	,2,,,,,,
704,03180302503,3,18,3,25,3,2,14,5,Kerosene,2,,,,,,
705,03180302503,3,18,3,25,3,2,14,6,Diesel,2,,,,,,
706,03180302503,3,18,3,25,3,2,14,7,Coal/Lignite,2,,,,,,
707,03180302503,3,18,3,25,3,2,14,8,Ethanol/Biogas,2,,,,,,
708,03180302503,3,18,3,25,3,2,14,9,Animal waste/dung,2,,,,,,
709,03180302503,3,18,3,25,3,2,14,10,Briquette/pellet,2,,,,,,
710,03180700305,3,18,7,3,5,1,1,1,LPG/cooking gas,2,,,,,,
711,03180700305,3,18,7,3,5,1,1,2,Electricity,1,15.0,,0.27,1.0,,
712,03180700305,3,18,7,3,5,1,1,3,Wood/Twigs,1,12.0,,90.0,2.0,85.0,90.0
713,03180700305,3,18,7,3,5,1,1,4,Charcoal	,2,,,,,,
714,03180700305,3,18,7,3,5,1,1,5,Kerosene,2,,,,,,
