,CommunityID,HI_1,HI_2,HI_3,HI_4,HI_5,HI_6,A8,Item,KW_a,KW_b,KW_73,KW_74,KW_75
392,03120302401,3,12,3,24,1,2,20,3,2,,2.0,1.0,
393,03120302401,3,12,3,24,1,2,20,4,2,,2.0,1.0,
394,03120302401,3,12,3,24,1,2,20,5,2,,2.0,1.0,
395,03120302401,3,12,3,24,1,2,20,6,2,,2.0,1.0,
396,03120302401,3,12,3,24,1,2,20,7,2,,2.0,1.0,
397,03120302401,3,12,3,24,1,2,20,8,2,,2.0,1.0,
398,03120302401,3,12,3,24,1,2,20,9,2,,2.0,1.0,
399,03120302401,3,12,3,24,1,2,20,10,2,,2.0,1.0,
400,03121000302,3,12,10,3,2,1,1,1,1,8.0,,,1.0
401,03121000302,3,12,10,3,2,1,1,2,1,2.0,,,1.0
402,03121000302,3,12,10,3,2,1,1,3,1,5.0,,,1.0
403,03121000302,3,12,10,3,2,1,1,4,2,,2.0,1.0,
404,03121000302,3,12,10,3,2,1,1,5,2,,2.0,1.0,
405,03121000302,3,12,10,3,2,1,1,6,2,,2.0,1.0,
406,03121000302,3,12,10,3,2,1,1,7,1,2.0,,,1.0
407,03121000302,3,12,10,3,2,1,1,8,2,,2.0,1.0,
408,03121000302,3,12,10,3,2,1,1,9,2,,2.0,1.0,
409,03121000302,3,12,10,3,2,1,1,10,2,,2.0,1.0,
410,03121000302,3,12,10,3,2,1,2,1,1,1.0,,,1.0
411,03121000302,3,12,10,3,2,1,2,2,1,1.0,,,1.0
412,03121000302,3,12,10,3,2,1,2,3,1,1.0,,,1.0
413,03121000302,3,12,10,3,2,1,2,4,1,1.0,,,1.0
414,03121000302,3,12,10,3,2,1,2,5,1,1.0,,,1.0
415,03121000302,3,12,10,3,2,1,2,6,1,1.0,,,1.0
416,03121000302,3,12,10,3,2,1,2,7,1,1.0,,,1.0
417,03121000302,3,12,10,3,2,1,2,8,1,1.0,,,1.0
418,03121000302,3,12,10,3,2,1,2,9,1,1.0,,,1.0
419,03121000302,3,12,10,3,2,1,2,10,1,1.0,,,1.0
420,03130200801,3,13,2,8,1,2,15,1,1,1.0,,,1.0
421,03130200801,3,13,2,8,1,2,15,2,2,,1.0,1.0,
422,03130200801,3,13,2,8,1,2,15,3,2,,1.0,1.0,
423,03130200801,3,13,2,8,1,2,15,4,2,,1.0,1.0,
424,03130200801,3,13,2,8,1,2,15,5,2,,1.0,1.0,
425,03130200801,3,13,2,8,1,2,15,6,2,,1.0,1.0,
426,03130200801,3,13,2,8,1,2,15,7,2,,2.0,1.0,
427,03130200801,3,13,2,8,1,2,15,8,2,,2.0,1.0,
428,03130200801,3,13,2,8,1,2,15,9,2,,2.0,1.0,
429,03130200801,3,13,2,8,1,2,15,10,2,,1.0,1.0,
430,03130202504,3,13,2,25,4,2,16,1,2,,1.0,3.0,
431,03130202504,3,13,2,25,4,2,16,2,2,,1.0,3.0,
432,03130202504,3,13,2,25,4,2,16,3,2,,1.0,3.0,
433,03130202504,3,13,2,25,4,2,16,4,2,,2.0,1.0,
434,03130202504,3,13,2,25,4,2,16,5,2,,2.0,1.0,
435,03130202504,3,13,2,25,4,2,16,6,2,,2.0,1.0,
436,03130202504,3,13,2,25,4,2,16,7,2,,2.0,1.0,
437,03130202504,3,13,2,25,4,2,16,8,2,,2.0,1.0,
438,03130202504,3,13,2,25,4,2,16,9,2,,1.0,3.0,
439,03130202504,3,13,2,25,4,2,16,10,2,,1.0,1.0,
440,03130401201,3,13,4,12,1,2,17,1,1,4.0,,,1.0
441,03130401201,3,13,4,12,1,2,17,2,2,,1.0,1.0,
442,03130401201,3,13,4,12,1,2,17,3,2,,1.0,1.0,
443,03130401201,3,13,4,12,1,2,17,4,2,,1.0,1.0,
444,03130401201,3,13,4,12,1,2,17,5,2,,2.0,1.0,
445,03130401201,3,13,4,12,1,2,17,6,2,,2.0,1.0,
446,03130401201,3,13,4,12,1,2,17,7,2,,2.0,1.0,
447,03130401201,3,13,4,12,1,2,17,8,2,,2.0,1.0,
448,03130401201,3,13,4,12,1,2,17,9,1,1.0,,,1.0
449,03130401201,3,13,4,12,1,2,17,10,2,,1.0,1.0,
450,03130803001,3,13,8,30,1,2,20,1,1,26.0,,,1.0
451,03130803001,3,13,8,30,1,2,20,2,2,,1.0,1.0,
452,03130803001,3,13,8,30,1,2,20,3,2,,1.0,1.0,
453,03130803001,3,13,8,30,1,2,20,4,2,,1.0,1.0,
454,03130803001,3,13,8,30,1,2,20,5,2,,2.0,1.0,
455,03130803001,3,13,8,30,1,2,20,6,2,,2.0,1.0,
456,03130803001,3,13,8,30,1,2,20,7,2,,2.0,1.0,
457,03130803001,3,13,8,30,1,2,20,8,2,,1.0,1.0,
458,03130803001,3,13,8,30,1,2,20,9,2,,1.0,1.0,
459,03130803001,3,13,8,30,1,2,20,10,2,,1.0,1.0,
460,03140400104,3,14,4,1,4,1,1,1,1,2.0,,,1.0
461,03140400104,3,14,4,1,4,1,1,2,2,,2.0,1.0,
462,03140400104,3,14,4,1,4,1,1,3,2,,2.0,1.0,
463,03140400104,3,14,4,1,4,1,1,4,2,,2.0,1.0,
464,03140400104,3,14,4,1,4,1,1,5,2,,2.0,1.0,
465,03140400104,3,14,4,1,4,1,1,6,2,,2.0,2.0,
466,03140400104,3,14,4,1,4,1,1,7,2,,2.0,2.0,
467,03140400104,3,14,4,1,4,1,1,8,2,,2.0,1.0,
468,03140400104,3,14,4,1,4,1,1,9,2,,2.0,1.0,
469,03140400104,3,14,4,1,4,1,1,10,2,,2.0,1.0,
470,03140901602,3,14,9,16,2,2,21,1,2,,1.0,3.0,
471,03140901602,3,14,9,16,2,2,21,2,2,,1.0,3.0,
472,03140901602,3,14,9,16,2,2,21,3,2,,1.0,3.0,
473,03140901602,3,14,9,16,2,2,21,4,2,,2.0,1.0,
474,03140901602,3,14,9,16,2,2,21,5,2,,2.0,1.0,
475,03140901602,3,14,9,16,2,2,21,6,2,,2.0,1.0,
476,03140901602,3,14,9,16,2,2,21,7,2,,2.0,1.0,
477,03140901602,3,14,9,16,2,2,21,8,2,,1.0,1.0,
478,03140901602,3,14,9,16,2,2,21,9,2,,1.0,3.0,
479,03140901602,3,14,9,16,2,2,21,10,2,,1.0,1.0,
480,03141000205,3,14,10,2,5,2,18,1,1,2.0,,,1.0
481,03141000205,3,14,10,2,5,2,18,2,2,,1.0,1.0,
482,03141000205,3,14,10,2,5,2,18,3,2,,1.0,1.0,
483,03141000205,3,14,10,2,5,2,18,4,2,,1.0,1.0,
484,03141000205,3,14,10,2,5,2,18,5,2,,2.0,1.0,
485,03141000205,3,14,10,2,5,2,18,6,2,,2.0,1.0,
486,03141000205,3,14,10,2,5,2,18,7,2,,2.0,1.0,
487,03141000205,3,14,10,2,5,2,18,8,2,,2.0,1.0,
488,03141000205,3,14,10,2,5,2,18,9,2,,2.0,1.0,
489,03141000205,3,14,10,2,5,2,18,10,2,,1.0,1.0,
490,03141001902,3,14,10,19,2,2,19,1,1,4.0,,,1.0
491,03141001902,3,14,10,19,2,2,19,2,2,,1.0,1.0,
492,03141001902,3,14,10,19,2,2,19,3,2,,1.0,1.0,
493,03141001902,3,14,10,19,2,2,19,4,2,,1.0,1.0,
494,03141001902,3,14,10,19,2,2,19,5,2,,2.0,1.0,
495,03141001902,3,14,10,19,2,2,19,6,2,,2.0,1.0,
496,03141001902,3,14,10,19,2,2,19,7,2,,2.0,1.0,
497,03141001902,3,14,10,19,2,2,19,8,2,,2.0,1.0,
498,03141001902,3,14,10,19,2,2,19,9,2,,2.0,1.0,
499,03141001902,3,14,10,19,2,2,19,10,2,,1.0,1.0,
500,03141202605,3,14,12,26,5,2,2,1,1,20.0,,,1.0
501,03141202605,3,14,12,26,5,2,2,2,1,1.0,,,1.0
502,03141202605,3,14,12,26,5,2,2,3,2,,2.0,1.0,
503,03141202605,3,14,12,26,5,2,2,4,2,,2.0,1.0,
504,03141202605,3,14,12,26,5,2,2,5,2,,2.0,1.0,
505,03141202605,3,14,12,26,5,2,2,6,2,,2.0,1.0,
506,03141202605,3,14,12,26,5,2,2,7,1,1.0,,,1.0
507,03141202605,3,14,12,26,5,2,2,8,2,,2.0,1.0,
508,03141202605,3,14,12,26,5,2,2,9,2,,2.0,1.0,
509,03141202605,3,14,12,26,5,2,2,10,2,,2.0,1.0,
510,03141700416,3,14,17,4,16,1,3,1,1,2.0,,,1.0
511,03141700416,3,14,17,4,16,1,3,2,2,,2.0,2.0,
512,03141700416,3,14,17,4,16,1,3,3,2,,2.0,2.0,
513,03141700416,3,14,17,4,16,1,3,4,2,,2.0,2.0,
514,03141700416,3,14,17,4,16,1,3,5,2,,2.0,2.0,
515,03141700416,3,14,17,4,16,1,3,6,2,,2.0,2.0,
516,03141700416,3,14,17,4,16,1,3,7,2,,2.0,2.0,
517,03141700416,3,14,17,4,16,1,3,8,2,,2.0,2.0,
518,03141700416,3,14,17,4,16,1,3,9,2,,2.0,2.0,
519,03141700416,3,14,17,4,16,1,3,10,2,,2.0,2.0,
520,03141800910,3,14,18,9,10,1,2,1,1,4.0,,,1.0
521,03141800910,3,14,18,9,10,1,2,2,2,,1.0,1.0,
522,03141800910,3,14,18,9,10,1,2,3,2,,1.0,1.0,
523,03141800910,3,14,18,9,10,1,2,4,2,,1.0,1.0,
524,03141800910,3,14,18,9,10,1,2,5,2,,1.0,1.0,
525,03141800910,3,14,18,9,10,1,2,6,2,,1.0,1.0,
526,03141800910,3,14,18,9,10,1,2,7,2,,1.0,1.0,
527,03141800910,3,14,18,9,10,1,2,8,2,,1.0,1.0,
528,03141800910,3,14,18,9,10,1,2,9,2,,1.0,1.0,
529,03141800910,3,14,18,9,10,1,2,10,2,,1.0,1.0,
530,03150300101,3,15,3,1,1,2,2,1,2,,1.0,1.0,
531,03150300101,3,15,3,1,1,2,2,2,2,,1.0,1.0,
532,03150300101,3,15,3,1,1,2,2,3,2,,2.0,1.0,
533,03150300101,3,15,3,1,1,2,2,4,2,,2.0,1.0,
534,03150300101,3,15,3,1,1,2,2,5,2,,2.0,1.0,
535,03150300101,3,15,3,1,1,2,2,6,2,,2.0,1.0,
536,03150300101,3,15,3,1,1,2,2,7,2,,2.0,1.0,
537,03150300101,3,15,3,1,1,2,2,8,2,,2.0,1.0,
538,03150300101,3,15,3,1,1,2,2,9,2,,2.0,1.0,
539,03150300101,3,15,3,1,1,2,2,10,2,,2.0,1.0,
540,03150300905,3,15,3,9,5,2,5,1,1,1.0,,,1.0
541,03150300905,3,15,3,9,5,2,5,2,2,,2.0,1.0,
542,03150300905,3,15,3,9,5,2,5,3,2,,2.0,1.0,
543,03150300905,3,15,3,9,5,2,5,4,2,,2.0,1.0,
544,03150300905,3,15,3,9,5,2,5,5,2,,2.0,1.0,
545,03150300905,3,15,3,9,5,2,5,6,2,,2.0,1.0,
546,03150300905,3,15,3,9,5,2,5,7,2,,2.0,1.0,
547,03150300905,3,15,3,9,5,2,5,8,2,,2.0,1.0,
548,03150300905,3,15,3,9,5,2,5,9,2,,2.0,1.0,
549,03150300905,3,15,3,9,5,2,5,10,2,,2.0,1.0,
550,03150800103,3,15,8,1,3,1,1,1,1,5.0,,,1.0
551,03150800103,3,15,8,1,3,1,1,2,1,1.0,,,1.0
552,03150800103,3,15,8,1,3,1,1,3,1,4.0,,,1.0
553,03150800103,3,15,8,1,3,1,1,4,2,,2.0,1.0,
554,03150800103,3,15,8,1,3,1,1,5,2,,2.0,1.0,
555,03150800103,3,15,8,1,3,1,1,6,2,,2.0,1.0,
556,03150800103,3,15,8,1,3,1,1,7,2,,2.0,1.0,
557,03150800103,3,15,8,1,3,1,1,8,2,,2.0,1.0,
558,03150800103,3,15,8,1,3,1,1,9,2,,2.0,1.0,
559,03150800103,3,15,8,1,3,1,1,10,2,,2.0,1.0,
560,03151900506,3,15,19,5,6,2,6,1,2,,1.0,1.0,
561,03151900506,3,15,19,5,6,2,6,2,2,,2.0,1.0,
562,03151900506,3,15,19,5,6,2,6,3,2,,1.0,1.0,
563,03151900506,3,15,19,5,6,2,6,4,2,,1.0,1.0,
564,03151900506,3,15,19,5,6,2,6,5,2,,1.0,1.0,
565,03151900506,3,15,19,5,6,2,6,6,2,,1.0,1.0,
566,03151900506,3,15,19,5,6,2,6,7,2,,1.0,1.0,
567,03151900506,3,15,19,5,6,2,6,8,2,,1.0,1.0,
568,03151900506,3,15,19,5,6,2,6,9,2,,1.0,1.0,
569,03151900506,3,15,19,5,6,2,6,10,2,,1.0,1.0,
570,03152000705,3,15,20,7,5,1,1,1,1,3.0,,,1.0
571,03152000705,3,15,20,7,5,1,1,2,1,2.0,,,1.0
572,03152000705,3,15,20,7,5,1,1,3,1,2.0,,,1.0
573,03152000705,3,15,20,7,5,1,1,4,2,,2.0,1.0,
574,03152000705,3,15,20,7,5,1,1,5,2,,2.0,1.0,
575,03152000705,3,15,20,7,5,1,1,6,2,,2.0,1.0,
576,03152000705,3,15,20,7,5,1,1,7,2,,2.0,1.0,
577,03152000705,3,15,20,7,5,1,1,8,2,,2.0,1.0,
578,03152000705,3,15,20,7,5,1,1,9,2,,2.0,1.0,
579,03152000705,3,15,20,7,5,1,1,10,2,,2.0,1.0,
580,03160201902,3,16,2,19,2,2,3,1,2,,2.0,1.0,
581,03160201902,3,16,2,19,2,2,3,2,2,,2.0,1.0,
582,03160201902,3,16,2,19,2,2,3,3,2,,2.0,1.0,
583,03160201902,3,16,2,19,2,2,3,4,2,,2.0,1.0,
584,03160201902,3,16,2,19,2,2,3,5,2,,2.0,1.0,
585,03160201902,3,16,2,19,2,2,3,6,2,,2.0,1.0,
586,03160201902,3,16,2,19,2,2,3,7,2,,2.0,1.0,
587,03160201902,3,16,2,19,2,2,3,8,2,,2.0,1.0,
588,03160201902,3,16,2,19,2,2,3,9,2,,2.0,1.0,
589,03160201902,3,16,2,19,2,2,3,10,2,,2.0,1.0,
590,03160204005,3,16,2,40,5,2,2,1,2,,2.0,1.0,
591,03160204005,3,16,2,40,5,2,2,2,2,,2.0,1.0,
592,03160204005,3,16,2,40,5,2,2,3,2,,2.0,1.0,
593,03160204005,3,16,2,40,5,2,2,4,2,,2.0,1.0,
594,03160204005,3,16,2,40,5,2,2,5,2,,2.0,1.0,
595,03160204005,3,16,2,40,5,2,2,6,2,,2.0,1.0,
596,03160204005,3,16,2,40,5,2,2,7,2,,2.0,1.0,
597,03160204005,3,16,2,40,5,2,2,8,2,,2.0,1.0,
598,03160204005,3,16,2,40,5,2,2,9,2,,2.0,1.0,
599,03160204005,3,16,2,40,5,2,2,10,2,,2.0,1.0,
600,03160500103,3,16,5,1,3,1,1,1,1,2.0,,,1.0
601,03160500103,3,16,5,1,3,1,1,2,2,,2.0,1.0,
602,03160500103,3,16,5,1,3,1,1,3,2,,2.0,1.0,
603,03160500103,3,16,5,1,3,1,1,4,2,,2.0,1.0,
604,03160500103,3,16,5,1,3,1,1,5,2,,2.0,1.0,
605,03160500103,3,16,5,1,3,1,1,6,2,,2.0,1.0,
606,03160500103,3,16,5,1,3,1,1,7,2,,2.0,1.0,
607,03160500103,3,16,5,1,3,1,1,8,2,,2.0,1.0,
608,03160500103,3,16,5,1,3,1,1,9,2,,2.0,1.0,
609,03160500103,3,16,5,1,3,1,1,10,2,,2.0,1.0,
610,03160600803,3,16,6,8,3,2,1,1,2,,2.0,555.0,
611,03160600803,3,16,6,8,3,2,1,2,2,,2.0,1.0,
612,03160600803,3,16,6,8,3,2,1,3,2,,2.0,1.0,
613,03160600803,3,16,6,8,3,2,1,4,2,,2.0,1.0,
614,03160600803,3,16,6,8,3,2,1,5,2,,2.0,1.0,
615,03160600803,3,16,6,8,3,2,1,6,2,,2.0,1.0,
616,03160600803,3,16,6,8,3,2,1,7,2,,2.0,1.0,
617,03160600803,3,16,6,8,3,2,1,8,2,,2.0,1.0,
618,03160600803,3,16,6,8,3,2,1,9,2,,2.0,1.0,
619,03160600803,3,16,6,8,3,2,1,10,2,,2.0,1.0,
620,03161500214,3,16,15,2,14,1,1,1,1,4.0,,,1.0
621,03161500214,3,16,15,2,14,1,1,2,1,1.0,,,1.0
622,03161500214,3,16,15,2,14,1,1,3,1,1.0,,,1.0
623,03161500214,3,16,15,2,14,1,1,4,2,,2.0,1.0,
624,03161500214,3,16,15,2,14,1,1,5,2,,2.0,1.0,
625,03161500214,3,16,15,2,14,1,1,6,2,,2.0,1.0,
626,03161500214,3,16,15,2,14,1,1,7,2,,2.0,1.0,
627,03161500214,3,16,15,2,14,1,1,8,2,,2.0,1.0,
628,03161500214,3,16,15,2,14,1,1,9,2,,2.0,1.0,
629,03161500214,3,16,15,2,14,1,1,10,2,,2.0,1.0,
630,03170400206,3,17,4,2,6,2,7,1,2,,2.0,1.0,
631,03170400206,3,17,4,2,6,2,7,2,2,,2.0,1.0,
632,03170400206,3,17,4,2,6,2,7,3,2,,2.0,1.0,
633,03170400206,3,17,4,2,6,2,7,4,2,,2.0,1.0,
634,03170400206,3,17,4,2,6,2,7,5,2,,2.0,1.0,
635,03170400206,3,17,4,2,6,2,7,6,2,,2.0,1.0,
636,03170400206,3,17,4,2,6,2,7,7,2,,2.0,1.0,
637,03170400206,3,17,4,2,6,2,7,8,2,,2.0,1.0,
638,03170400206,3,17,4,2,6,2,7,9,2,,2.0,1.0,
639,03170400206,3,17,4,2,6,2,7,10,2,,2.0,1.0,
640,03170401804,3,17,4,18,4,2,5,1,2,,2.0,1.0,
641,03170401804,3,17,4,18,4,2,5,2,2,,2.0,1.0,
642,03170401804,3,17,4,18,4,2,5,3,2,,2.0,1.0,
643,03170401804,3,17,4,18,4,2,5,4,2,,2.0,1.0,
644,03170401804,3,17,4,18,4,2,5,5,2,,2.0,1.0,
645,03170401804,3,17,4,18,4,2,5,6,2,,2.0,1.0,
646,03170401804,3,17,4,18,4,2,5,7,2,,2.0,1.0,
647,03170401804,3,17,4,18,4,2,5,8,2,,2.0,1.0,
648,03170401804,3,17,4,18,4,2,5,9,2,,2.0,1.0,
649,03170401804,3,17,4,18,4,2,5,10,2,,2.0,1.0,
650,03170403702,3,17,4,37,2,2,6,1,2,,2.0,1.0,
651,03170403702,3,17,4,37,2,2,6,2,2,,2.0,1.0,
652,03170403702,3,17,4,37,2,2,6,3,2,,2.0,1.0,
653,03170403702,3,17,4,37,2,2,6,4,2,,2.0,1.0,
654,03170403702,3,17,4,37,2,2,6,5,2,,2.0,1.0,
655,03170403702,3,17,4,37,2,2,6,6,2,,2.0,1.0,
656,03170403702,3,17,4,37,2,2,6,7,2,,2.0,1.0,
657,03170403702,3,17,4,37,2,2,6,8,2,,2.0,1.0,
658,03170403702,3,17,4,37,2,2,6,9,2,,2.0,1.0,
659,03170403702,3,17,4,37,2,2,6,10,2,,2.0,1.0,
660,03170601005,3,17,6,10,5,2,4,1,2,,2.0,1.0,
661,03170601005,3,17,6,10,5,2,4,2,2,,2.0,1.0,
662,03170601005,3,17,6,10,5,2,4,3,2,,2.0,1.0,
663,03170601005,3,17,6,10,5,2,4,4,2,,2.0,1.0,
664,03170601005,3,17,6,10,5,2,4,5,2,,2.0,1.0,
665,03170601005,3,17,6,10,5,2,4,6,2,,2.0,1.0,
666,03170601005,3,17,6,10,5,2,4,7,2,,2.0,1.0,
667,03170601005,3,17,6,10,5,2,4,8,2,,2.0,1.0,
668,03170601005,3,17,6,10,5,2,4,9,2,,2.0,1.0,
669,03170601005,3,17,6,10,5,2,4,10,2,,2.0,1.0,
670,03180100101,3,18,1,1,1,1,1,1,1,8.0,,,1.0
671,03180100101,3,18,1,1,1,1,1,2,1,2.0,,,1.0
672,03180100101,3,18,1,1,1,1,1,3,2,,2.0,1.0,
673,03180100101,3,18,1,1,1,1,1,4,2,,2.0,1.0,
674,03180100101,3,18,1,1,1,1,1,5,2,,2.0,1.0,
675,03180100101,3,18,1,1,1,1,1,6,2,,2.0,1.0,
676,03180100101,3,18,1,1,1,1,1,7,2,,2.0,1.0,
677,03180100101,3,18,1,1,1,1,1,8,2,,2.0,1.0,
678,03180100101,3,18,1,1,1,1,1,9,2,,2.0,1.0,
679,03180100101,3,18,1,1,1,1,1,10,2,,2.0,1.0,
680,03180100102,3,18,1,1,2,1,1,1,1,8.0,,,1.0
681,03180100102,3,18,1,1,2,1,1,2,1,6.0,,,1.0
682,03180100102,3,18,1,1,2,1,1,3,1,10.0,,,1.0
683,03180100102,3,18,1,1,2,1,1,4,2,,2.0,1.0,
684,03180100102,3,18,1,1,2,1,1,5,2,,2.0,1.0,
685,03180100102,3,18,1,1,2,1,1,6,2,,2.0,1.0,
686,03180100102,3,18,1,1,2,1,1,7,2,,2.0,1.0,
687,03180100102,3,18,1,1,2,1,1,8,2,,2.0,1.0,
688,03180100102,3,18,1,1,2,1,1,9,2,,2.0,1.0,
689,03180100102,3,18,1,1,2,1,1,10,2,,2.0,1.0,
690,03180201302,3,18,2,13,2,2,13,1,1,1.0,,,1.0
691,03180201302,3,18,2,13,2,2,13,2,2,,1.0,1.0,
692,03180201302,3,18,2,13,2,2,13,3,2,,1.0,1.0,
693,03180201302,3,18,2,13,2,2,13,4,2,,1.0,1.0,
694,03180201302,3,18,2,13,2,2,13,5,2,,1.0,1.0,
695,03180201302,3,18,2,13,2,2,13,6,2,,1.0,1.0,
696,03180201302,3,18,2,13,2,2,13,7,2,,1.0,1.0,
697,03180201302,3,18,2,13,2,2,13,8,2,,1.0,1.0,
698,03180201302,3,18,2,13,2,2,13,9,2,,1.0,1.0,
699,03180201302,3,18,2,13,2,2,13,10,2,,1.0,1.0,
700,03180302503,3,18,3,25,3,2,14,1,2,,1.0,3.0,
701,03180302503,3,18,3,25,3,2,14,2,2,,1.0,3.0,
702,03180302503,3,18,3,25,3,2,14,3,2,,1.0,3.0,
703,03180302503,3,18,3,25,3,2,14,4,2,,1.0,3.0,
704,03180302503,3,18,3,25,3,2,14,5,2,,1.0,1.0,
705,03180302503,3,18,3,25,3,2,14,6,2,,1.0,1.0,
706,03180302503,3,18,3,25,3,2,14,7,2,,1.0,1.0,
707,03180302503,3,18,3,25,3,2,14,8,2,,1.0,1.0,
708,03180302503,3,18,3,25,3,2,14,9,2,,1.0,1.0,
709,03180302503,3,18,3,25,3,2,14,10,2,,1.0,1.0,
710,03180700305,3,18,7,3,5,1,1,1,1,6.0,,,1.0
711,03180700305,3,18,7,3,5,1,1,2,1,2.0,,,1.0
712,03180700305,3,18,7,3,5,1,1,3,1,2.0,,,1.0
713,03180700305,3,18,7,3,5,1,1,4,2,,2.0,1.0,
714,03180700305,3,18,7,3,5,1,1,5,2,,2.0,1.0,
715,03180700305,3,18,7,3,5,1,1,6,2,,2.0,1.0,
716,03180700305,3,18,7,3,5,1,1,7,2,,2.0,1.0,
717,03180700305,3,18,7,3,5,1,1,8,2,,2.0,1.0,
718,03180700305,3,18,7,3,5,1,1,9,2,,2.0,1.0,
719,03180700305,3,18,7,3,5,1,1,10,2,,2.0,1.0,
720,03190201401,3,19,2,14,1,2,9,1,2,,2.0,1.0,
721,03190201401,3,19,2,14,1,2,9,2,2,,2.0,1.0,
722,03190201401,3,19,2,14,1,2,9,3,2,,2.0,1.0,
723,03190201401,3,19,2,14,1,2,9,4,2,,2.0,1.0,
724,03190201401,3,19,2,14,1,2,9,5,2,,2.0,1.0,
725,03190201401,3,19,2,14,1,2,9,6,2,,2.0,1.0,
726,03190201401,3,19,2,14,1,2,9,7,2,,2.0,1.0,
727,03190201401,3,19,2,14,1,2,9,8,2,,2.0,1.0,
728,03190201401,3,19,2,14,1,2,9,9,2,,2.0,1.0,
729,03190201401,3,19,2,14,1,2,9,10,2,,2.0,1.0,
730,03190202501,3,19,2,25,1,2,8,1,2,,2.0,1.0,
731,03190202501,3,19,2,25,1,2,8,2,2,,2.0,1.0,
732,03190202501,3,19,2,25,1,2,8,3,2,,2.0,1.0,
733,03190202501,3,19,2,25,1,2,8,4,2,,2.0,1.0,
734,03190202501,3,19,2,25,1,2,8,5,2,,2.0,1.0,
735,03190202501,3,19,2,25,1,2,8,6,2,,2.0,1.0,
736,03190202501,3,19,2,25,1,2,8,7,2,,2.0,1.0,
737,03190202501,3,19,2,25,1,2,8,8,2,,2.0,1.0,
738,03190202501,3,19,2,25,1,2,8,9,2,,2.0,1.0,
739,03190202501,3,19,2,25,1,2,8,10,2,,2.0,1.0,
740,03190402004,3,19,4,20,4,2,10,1,2,,2.0,1.0,
741,03190402004,3,19,4,20,4,2,10,2,2,,2.0,1.0,
742,03190402004,3,19,4,20,4,2,10,3,2,,2.0,1.0,
743,03190402004,3,19,4,20,4,2,10,4,2,,2.0,1.0,
744,03190402004,3,19,4,20,4,2,10,5,2,,2.0,1.0,
745,03190402004,3,19,4,20,4,2,10,6,2,,2.0,1.0,
746,03190402004,3,19,4,20,4,2,10,7,2,,2.0,1.0,
747,03190402004,3,19,4,20,4,2,10,8,2,,2.0,1.0,
748,03190402004,3,19,4,20,4,2,10,9,2,,2.0,1.0,
749,03190402004,3,19,4,20,4,2,10,10,2,,2.0,1.0,
750,03200100113,3,20,1,1,13,2,9,1,2,,1.0,1.0,
751,03200100113,3,20,1,1,13,2,9,2,2,,1.0,1.0,
752,03200100113,3,20,1,1,13,2,9,3,2,,1.0,1.0,
753,03200100113,3,20,1,1,13,2,9,4,2,,1.0,1.0,
754,03200100113,3,20,1,1,13,2,9,5,2,,1.0,1.0,
755,03200100113,3,20,1,1,13,2,9,6,2,,1.0,1.0,
756,03200100113,3,20,1,1,13,2,9,7,2,,1.0,1.0,
757,03200100113,3,20,1,1,13,2,9,8,2,,2.0,1.0,
758,03200100113,3,20,1,1,13,2,9,9,2,,2.0,1.0,
759,03200100113,3,20,1,1,13,2,9,10,2,,2.0,1.0,
760,03200100807,3,20,1,8,7,2,7,1,1,3.0,,,1.0
761,03200100807,3,20,1,8,7,2,7,2,2,,1.0,1.0,
762,03200100807,3,20,1,8,7,2,7,3,2,,2.0,1.0,
763,03200100807,3,20,1,8,7,2,7,4,2,,2.0,1.0,
764,03200100807,3,20,1,8,7,2,7,5,2,,2.0,1.0,
765,03200100807,3,20,1,8,7,2,7,6,2,,2.0,1.0,
766,03200100807,3,20,1,8,7,2,7,7,2,,2.0,1.0,
767,03200100807,3,20,1,8,7,2,7,8,2,,2.0,1.0,
768,03200100807,3,20,1,8,7,2,7,9,2,,2.0,1.0,
769,03200100807,3,20,1,8,7,2,7,10,2,,2.0,1.0,
770,03200200209,3,20,2,2,9,1,4,1,2,,1.0,1.0,
771,03200200209,3,20,2,2,9,1,4,2,2,,2.0,2.0,
772,03200200209,3,20,2,2,9,1,4,3,2,,2.0,1.0,
773,03200200209,3,20,2,2,9,1,4,4,2,,2.0,1.0,
774,03200200209,3,20,2,2,9,1,4,5,2,,2.0,1.0,
775,03200200209,3,20,2,2,9,1,4,6,2,,2.0,1.0,
776,03200200209,3,20,2,2,9,1,4,7,2,,2.0,1.0,
777,03200200209,3,20,2,2,9,1,4,8,2,,2.0,1.0,
778,03200200209,3,20,2,2,9,1,4,9,2,,2.0,1.0,
779,03200200209,3,20,2,2,9,1,4,10,2,,2.0,1.0,
780,03210100412,3,21,1,4,12,1,1,1,1,6.0,,,1.0
781,03210100412,3,21,1,4,12,1,1,2,1,2.0,,,1.0
782,03210100412,3,21,1,4,12,1,1,3,1,3.0,,,1.0
783,03210100412,3,21,1,4,12,1,1,4,2,,2.0,1.0,
784,03210100412,3,21,1,4,12,1,1,5,2,,2.0,1.0,
785,03210100412,3,21,1,4,12,1,1,6,2,,2.0,1.0,
786,03210100412,3,21,1,4,12,1,1,7,2,,2.0,1.0,
787,03210100412,3,21,1,4,12,1,1,8,2,,2.0,1.0,
788,03210100412,3,21,1,4,12,1,1,9,2,,2.0,1.0,
789,03210100412,3,21,1,4,12,1,1,10,2,,2.0,1.0,
