,HHID,IndividualID,quest_id,HI_1,HI_2,HI_3,HI_4,HI_5,HI_6,HI_7,A1,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,EAID
3901,03180302503115,0318030250311502,968,3,18,3,25,3,2,115,2,1,3,20,1,2.0,,,1.0,3.0,6.0,1.0,5.0,1.0,6.0,30.0,800.0,2.0,,3080388802503.0
3902,03180302503115,0318030250311503,968,3,18,3,25,3,2,115,3,2,3,13,1,1.0,1.0,4.0,1.0,3.0,1.0,2.0,,,,,,,,3080388802503.0
3903,03180302503115,0318030250311504,968,3,18,3,25,3,2,115,4,1,3,6,1,2.0,,,2.0,,,,,,,,,,,3080388802503.0
3904,03180302503131,0318030250313101,969,3,18,3,25,3,2,131,1,1,1,28,1,2.0,,,1.0,1.0,6.0,1.0,2.0,1.0,8.0,22.0,2000.0,2.0,,3080388802503.0
3905,03180302503131,0318030250313102,969,3,18,3,25,3,2,131,2,1,3,2,2,,,,,,,,,,,,,,,3080388802503.0
3906,03180302503131,0318030250313103,969,3,18,3,25,3,2,131,3,1,3,1,2,,,,,,,,,,,,,,,3080388802503.0
3907,03180302503131,0318030250313104,969,3,18,3,25,3,2,131,4,2,2,23,1,1.0,2.0,9.0,1.0,1.0,1.0,1.0,15.0,,,,,,,3080388802503.0
3908,03180302503147,0318030250314701,970,3,18,3,25,3,2,147,1,2,1,40,1,2.0,,,1.0,6.0,1.0,1.0,1.0,19.0,12.0,30.0,1500.0,1.0,1.0,3080388802503.0
3909,03180302503147,0318030250314702,970,3,18,3,25,3,2,147,2,2,5,8,1,1.0,1.0,3.0,2.0,,,,,,,,,,,3080388802503.0
3910,03180302503147,0318030250314703,970,3,18,3,25,3,2,147,3,2,12,18,1,2.0,,,1.0,5.0,1.0,1.0,15.0,,,,,,,3080388802503.0
3911,03180302503163,0318030250316301,971,3,18,3,25,3,2,163,1,2,1,30,1,1.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,19.0,12.0,30.0,1000.0,1.0,0.0,3080388802503.0
3912,03180302503163,0318030250316302,971,3,18,3,25,3,2,163,2,2,3,3,2,,,,,,,,,,,,,,,3080388802503.0
3913,03180302503179,0318030250317901,972,3,18,3,25,3,2,179,1,1,1,50,1,2.0,,,1.0,1.0,6.0,1.0,2.0,1.0,8.0,22.0,2300.0,2.0,,3080388802503.0
3914,03180302503179,0318030250317902,972,3,18,3,25,3,2,179,2,1,3,19,1,2.0,,,1.0,5.0,6.0,1.0,5.0,1.0,8.0,22.0,2000.0,2.0,,3080388802503.0
3915,03180302503179,0318030250317903,972,3,18,3,25,3,2,179,3,2,3,12,1,1.0,2.0,3.0,1.0,5.0,2.0,2.0,,,,,,,,3080388802503.0
3916,03180302503179,0318030250317904,972,3,18,3,25,3,2,179,4,2,3,8,1,2.0,,,2.0,,,,,,,,,,,3080388802503.0
3917,03180302503179,0318030250317905,972,3,18,3,25,3,2,179,5,2,2,40,1,2.0,,,1.0,1.0,1.0,1.0,14.0,,,,,,,3080388802503.0
3918,03180700305005,0318070030500501,973,3,18,7,3,5,1,5,1,2,1,57,1,2.0,,,1.0,6.0,1.0,1.0,3.0,7.0,12.0,30.0,600.0,1.0,0.0,3080710100305.0
3919,03180700305005,0318070030500502,973,3,18,7,3,5,1,5,2,1,5,16,1,1.0,1.0,8.0,1.0,5.0,6.0,1.0,10.0,,,,,,,3080710100305.0
3920,03180700305017,0318070030501701,974,3,18,7,3,5,1,17,1,2,1,35,1,2.0,,,1.0,6.0,1.0,1.0,3.0,19.0,12.0,4.0,300.0,1.0,0.0,3080710100305.0
3921,03180700305017,0318070030501702,974,3,18,7,3,5,1,17,2,1,3,18,1,1.0,2.0,8.0,1.0,5.0,6.0,1.0,14.0,,,,,,,3080710100305.0
3922,03180700305029,0318070030502901,975,3,18,7,3,5,1,29,1,2,1,57,1,1.0,2.0,4.0,1.0,6.0,1.0,1.0,3.0,19.0,12.0,8.0,200.0,1.0,0.0,3080710100305.0
3923,03180700305029,0318070030502902,975,3,18,7,3,5,1,29,2,2,3,20,1,1.0,2.0,14.0,1.0,5.0,1.0,1.0,14.0,,,,,,,3080710100305.0
3924,03180700305029,0318070030502903,975,3,18,7,3,5,1,29,3,1,3,16,1,1.0,2.0,5.0,1.0,5.0,6.0,1.0,14.0,,,,,,,3080710100305.0
3925,03180700305041,0318070030504101,976,3,18,7,3,5,1,41,1,2,1,39,1,2.0,,,1.0,6.0,1.0,1.0,14.0,,,,,,,3080710100305.0
3926,03180700305041,0318070030504102,976,3,18,7,3,5,1,41,2,1,3,15,1,1.0,1.0,4.0,1.0,5.0,6.0,1.0,10.0,,,,,,,3080710100305.0
3927,03180700305041,0318070030504103,976,3,18,7,3,5,1,41,3,1,3,4,2,,,,,,,,,,,,,,,3080710100305.0
3928,03180700305053,0318070030505301,977,3,18,7,3,5,1,53,1,1,1,50,1,2.0,,,1.0,1.0,6.0,1.0,5.0,1.0,2.0,30.0,800.0,2.0,,3080710100305.0
3929,03180700305053,0318070030505302,977,3,18,7,3,5,1,53,2,2,2,40,1,1.0,2.0,6.0,1.0,1.0,1.0,1.0,15.0,,,,,,,3080710100305.0
3930,03180700305053,0318070030505303,977,3,18,7,3,5,1,53,3,2,3,15,1,1.0,1.0,6.0,1.0,5.0,1.0,1.0,10.0,,,,,,,3080710100305.0
3931,03180700305053,0318070030505304,977,3,18,7,3,5,1,53,4,1,3,10,1,1.0,1.0,3.0,2.0,,,,,,,,,,,3080710100305.0
3932,03180700305053,0318070030505305,977,3,18,7,3,5,1,53,5,1,4,4,2,,,,,,,,,,,,,,,3080710100305.0
3933,03180700305065,0318070030506501,978,3,18,7,3,5,1,65,1,1,1,32,1,1.0,2.0,14.0,1.0,1.0,6.0,1.0,1.0,12.0,12.0,22.0,2600.0,2.0,,3080710100305.0
3934,03180700305065,0318070030506502,978,3,18,7,3,5,1,65,2,2,2,27,1,1.0,2.0,14.0,1.0,1.0,1.0,1.0,1.0,14.0,12.0,22.0,1800.0,2.0,,3080710100305.0
3935,03180700305065,0318070030506503,978,3,18,7,3,5,1,65,3,1,3,0,2,,,,,,,,,,,,,,,3080710100305.0
3936,03180700305077,0318070030507701,979,3,18,7,3,5,1,77,1,2,1,32,1,1.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,13.0,10.0,20.0,3100.0,2.0,,3080710100305.0
3937,03180700305077,0318070030507702,979,3,18,7,3,5,1,77,2,1,2,38,1,1.0,2.0,14.0,1.0,1.0,6.0,1.0,1.0,14.0,12.0,20.0,2500.0,2.0,,3080710100305.0
3938,03180700305077,0318070030507703,979,3,18,7,3,5,1,77,3,2,3,11,1,1.0,1.0,6.0,2.0,,,,,,,,,,,3080710100305.0
3939,03180700305089,0318070030508901,980,3,18,7,3,5,1,89,1,2,1,42,1,1.0,2.0,14.0,1.0,8.0,1.0,1.0,1.0,14.0,12.0,20.0,1600.0,2.0,,3080710100305.0
3940,03180700305089,0318070030508902,980,3,18,7,3,5,1,89,2,1,3,18,1,1.0,1.0,15.0,1.0,5.0,6.0,1.0,10.0,,,,,,,3080710100305.0
3941,03180700305089,0318070030508903,980,3,18,7,3,5,1,89,3,1,3,13,1,1.0,1.0,8.0,1.0,5.0,6.0,2.0,,,,,,,,3080710100305.0
3942,03180700305089,0318070030508904,980,3,18,7,3,5,1,89,4,2,3,23,1,1.0,2.0,16.0,1.0,5.0,1.0,1.0,1.0,21.0,4.0,20.0,10000.0,2.0,,3080710100305.0
3943,03180700305101,0318070030510101,981,3,18,7,3,5,1,101,1,2,1,25,1,1.0,2.0,14.0,1.0,1.0,1.0,1.0,1.0,9.0,10.0,28.0,700.0,2.0,,3080710100305.0
3944,03180700305101,0318070030510102,981,3,18,7,3,5,1,101,2,2,7,22,1,1.0,2.0,14.0,1.0,5.0,1.0,1.0,15.0,,,,,,,3080710100305.0
3945,03180700305113,0318070030511301,982,3,18,7,3,5,1,113,1,2,1,46,1,2.0,,,1.0,8.0,1.0,1.0,1.0,14.0,12.0,20.0,730.0,2.0,,3080710100305.0
3946,03180700305113,0318070030511302,982,3,18,7,3,5,1,113,2,2,3,12,1,1.0,1.0,6.0,1.0,5.0,6.0,2.0,,,,,,,,3080710100305.0
3947,03180700305113,0318070030511303,982,3,18,7,3,5,1,113,3,2,12,16,1,1.0,1.0,9.0,1.0,5.0,1.0,1.0,10.0,,,,,,,3080710100305.0
3948,03180700305125,0318070030512501,983,3,18,7,3,5,1,125,1,1,1,47,1,1.0,2.0,14.0,1.0,1.0,6.0,1.0,1.0,17.0,12.0,24.0,3400.0,1.0,0.0,3080710100305.0
3949,03180700305125,0318070030512502,983,3,18,7,3,5,1,125,2,2,2,38,1,1.0,2.0,8.0,1.0,1.0,1.0,1.0,3.0,7.0,12.0,28.0,100.0,1.0,0.0,3080710100305.0
3950,03180700305125,0318070030512503,983,3,18,7,3,5,1,125,3,1,3,19,1,1.0,2.0,14.0,1.0,5.0,6.0,1.0,10.0,,,,,,,3080710100305.0
3951,03180700305125,0318070030512504,983,3,18,7,3,5,1,125,4,1,3,12,1,1.0,1.0,6.0,1.0,5.0,6.0,2.0,,,,,,,,3080710100305.0
3952,03180700305125,0318070030512505,983,3,18,7,3,5,1,125,5,2,3,14,1,1.0,1.0,6.0,1.0,5.0,6.0,2.0,,,,,,,,3080710100305.0
3953,03180700305137,0318070030513701,984,3,18,7,3,5,1,137,1,2,1,25,1,1.0,2.0,14.0,1.0,1.0,1.0,1.0,1.0,14.0,12.0,22.0,2500.0,2.0,,3080710100305.0
3954,03180700305137,0318070030513702,984,3,18,7,3,5,1,137,2,2,3,4,2,,,,,,,,,,,,,,,3080710100305.0
3955,03190201401010,0319020140101001,985,3,19,2,14,1,2,10,1,2,1,30,1,2.0,,,1.0,1.0,1.0,1.0,1.0,9.0,12.0,30.0,200.0,2.0,,3090288801401.0
3956,03190201401010,0319020140101002,985,3,19,2,14,1,2,10,2,1,2,40,1,2.0,,,1.0,1.0,6.0,1.0,2.0,1.0,12.0,30.0,400.0,2.0,,3090288801401.0
3957,03190201401010,0319020140101003,985,3,19,2,14,1,2,10,3,1,3,15,1,1.0,2.0,3.0,1.0,5.0,6.0,1.0,10.0,,,,,,,3090288801401.0
3958,03190201401010,0319020140101004,985,3,19,2,14,1,2,10,4,1,3,10,1,1.0,1.0,1.0,2.0,,,,,,,,,,,3090288801401.0
3959,03190201401010,0319020140101005,985,3,19,2,14,1,2,10,5,1,3,5,1,2.0,,,2.0,,,,,,,,,,,3090288801401.0
3960,03190201401010,0319020140101006,985,3,19,2,14,1,2,10,6,2,3,2,2,,,,,,,,,,,,,,,3090288801401.0
3961,03190201401028,0319020140102801,986,3,19,2,14,1,2,28,1,2,1,57,1,2.0,,,1.0,8.0,1.0,1.0,5.0,1.0,7.0,25.0,20.0,2.0,,3090288801401.0
3962,03190201401028,0319020140102802,986,3,19,2,14,1,2,28,2,2,4,5,1,2.0,,,2.0,,,,,,,,,,,3090288801401.0
3963,03190201401046,0319020140104601,987,3,19,2,14,1,2,46,1,1,1,20,1,2.0,,,1.0,5.0,1.0,1.0,1.0,7.0,2.0,12.0,800.0,2.0,,3090288801401.0
3964,03190201401046,0319020140104602,987,3,19,2,14,1,2,46,2,2,7,20,1,1.0,1.0,5.0,1.0,5.0,1.0,1.0,10.0,,,,,,,3090288801401.0
3965,03190201401046,0319020140104603,987,3,19,2,14,1,2,46,3,1,7,18,1,1.0,2.0,10.0,1.0,3.0,4.0,1.0,14.0,,,,,,,3090288801401.0
3966,03190201401046,0319020140104604,987,3,19,2,14,1,2,46,4,1,7,13,1,1.0,1.0,6.0,1.0,5.0,6.0,2.0,,,,,,,,3090288801401.0
3967,03190201401046,0319020140104605,987,3,19,2,14,1,2,46,5,2,7,10,1,1.0,1.0,2.0,2.0,,,,,,,,,,,3090288801401.0
3968,03190201401064,0319020140106401,988,3,19,2,14,1,2,64,1,2,1,35,1,1.0,2.0,10.0,1.0,1.0,1.0,1.0,5.0,9.0,12.0,30.0,500.0,2.0,,3090288801401.0
3969,03190201401064,0319020140106402,988,3,19,2,14,1,2,64,2,2,2,45,1,1.0,2.0,19.0,1.0,1.0,6.0,1.0,1.0,19.0,12.0,30.0,50.0,2.0,,3090288801401.0
3970,03190201401064,0319020140106403,988,3,19,2,14,1,2,64,3,2,3,16,1,1.0,1.0,11.0,1.0,5.0,2.0,1.0,10.0,,,,,,,3090288801401.0
3971,03190201401064,0319020140106404,988,3,19,2,14,1,2,64,4,2,3,13,1,1.0,1.0,5.0,1.0,5.0,3.0,2.0,,,,,,,,3090288801401.0
3972,03190201401064,0319020140106405,988,3,19,2,14,1,2,64,5,2,3,8,1,1.0,1.0,0.0,2.0,,,,,,,,,,,3090288801401.0
3973,03190201401064,0319020140106406,988,3,19,2,14,1,2,64,6,2,3,1,2,,,,,,,,,,,,,,,3090288801401.0
3974,03190201401082,0319020140108201,989,3,19,2,14,1,2,82,1,1,1,50,1,2.0,,,1.0,1.0,2.0,1.0,5.0,1.0,10.0,25.0,2600.0,2.0,,3090288801401.0
3975,03190201401082,0319020140108202,989,3,19,2,14,1,2,82,2,2,2,44,1,2.0,,,1.0,1.0,1.0,1.0,5.0,1.0,9.0,22.0,1800.0,2.0,,3090288801401.0
3976,03190201401082,0319020140108203,989,3,19,2,14,1,2,82,3,1,3,23,1,1.0,2.0,10.0,1.0,5.0,1.0,1.0,8.0,,8.0,20.0,2800.0,2.0,,3090288801401.0
3977,03190201401082,0319020140108204,989,3,19,2,14,1,2,82,4,1,3,18,1,1.0,2.0,12.0,1.0,5.0,2.0,1.0,14.0,,,,,,,3090288801401.0
3978,03190201401082,0319020140108205,989,3,19,2,14,1,2,82,5,2,3,15,1,1.0,1.0,6.0,1.0,5.0,1.0,1.0,10.0,,,,,,,3090288801401.0
3979,03190201401100,0319020140110001,990,3,19,2,14,1,2,100,1,1,1,45,1,2.0,,,1.0,1.0,2.0,1.0,5.0,1.0,9.0,21.0,3000.0,2.0,,3090288801401.0
3980,03190201401100,0319020140110002,990,3,19,2,14,1,2,100,2,1,3,16,1,1.0,1.0,10.0,1.0,1.0,2.0,1.0,10.0,,,,,,,3090288801401.0
3981,03190201401100,0319020140110003,990,3,19,2,14,1,2,100,3,2,2,36,1,2.0,,,1.0,1.0,1.0,1.0,15.0,,,,,,,3090288801401.0
3982,03190201401118,0319020140111801,991,3,19,2,14,1,2,118,1,1,1,55,1,2.0,,,1.0,1.0,2.0,1.0,13.0,,,,,,,3090288801401.0
3983,03190201401118,0319020140111802,991,3,19,2,14,1,2,118,2,2,2,40,1,2.0,,,1.0,1.0,1.0,1.0,2.0,1.0,7.0,20.0,2570.0,2.0,,3090288801401.0
3984,03190201401118,0319020140111803,991,3,19,2,14,1,2,118,3,1,3,10,1,1.0,1.0,3.0,2.0,,,,,,,,,,,3090288801401.0
3985,03190201401118,0319020140111804,991,3,19,2,14,1,2,118,4,2,3,7,1,2.0,,,2.0,,,,,,,,,,,3090288801401.0
3986,03190201401118,0319020140111805,991,3,19,2,14,1,2,118,5,1,3,4,2,,,,,,,,,,,,,,,3090288801401.0
3987,03190201401118,0319020140111806,991,3,19,2,14,1,2,118,6,2,3,2,2,,,,,,,,,,,,,,,3090288801401.0
3988,03190201401136,0319020140113601,992,3,19,2,14,1,2,136,1,1,1,44,1,2.0,,,1.0,1.0,1.0,1.0,5.0,1.0,8.0,20.0,2000.0,2.0,,3090288801401.0
3989,03190201401136,0319020140113602,992,3,19,2,14,1,2,136,2,1,3,20,1,1.0,2.0,10.0,1.0,5.0,2.0,1.0,14.0,,,,,,,3090288801401.0
3990,03190201401136,0319020140113603,992,3,19,2,14,1,2,136,3,1,3,18,1,1.0,1.0,15.0,1.0,5.0,2.0,1.0,2.0,1.0,10.0,9.0,2050.0,2.0,,3090288801401.0
3991,03190201401136,0319020140113604,992,3,19,2,14,1,2,136,4,2,3,15,1,1.0,1.0,10.0,1.0,1.0,2.0,1.0,10.0,,,,,,,3090288801401.0
3992,03190201401136,0319020140113605,992,3,19,2,14,1,2,136,5,1,3,12,1,1.0,1.0,5.0,1.0,5.0,2.0,2.0,,,,,,,,3090288801401.0
3993,03190201401136,0319020140113606,992,3,19,2,14,1,2,136,6,2,2,36,1,2.0,,,1.0,1.0,1.0,1.0,5.0,1.0,10.0,18.0,1650.0,2.0,,3090288801401.0
3994,03190201401154,0319020140115401,993,3,19,2,14,1,2,154,1,1,1,26,1,1.0,2.0,4.0,1.0,1.0,6.0,1.0,5.0,1.0,12.0,22.0,700.0,2.0,,3090288801401.0
3995,03190201401154,0319020140115402,993,3,19,2,14,1,2,154,2,2,2,21,1,1.0,2.0,3.0,1.0,1.0,1.0,1.0,15.0,,,,,,,3090288801401.0
3996,03190201401172,0319020140117201,994,3,19,2,14,1,2,172,1,1,1,52,1,2.0,,,1.0,1.0,6.0,1.0,5.0,1.0,12.0,22.0,1000.0,2.0,,3090288801401.0
3997,03190201401172,0319020140117202,994,3,19,2,14,1,2,172,2,2,2,45,1,2.0,,,1.0,1.0,1.0,1.0,15.0,,,,,,,3090288801401.0
3998,03190201401172,0319020140117203,994,3,19,2,14,1,2,172,3,2,3,22,1,1.0,1.0,7.0,1.0,5.0,2.0,1.0,10.0,,,,,,,3090288801401.0
3999,03190201401172,0319020140117204,994,3,19,2,14,1,2,172,4,2,3,17,1,1.0,1.0,7.0,1.0,5.0,2.0,1.0,10.0,,,,,,,3090288801401.0
4000,03190201401172,0319020140117205,994,3,19,2,14,1,2,172,5,1,3,14,1,1.0,1.0,6.0,1.0,5.0,6.0,2.0,,,,,,,,3090288801401.0
4001,03190201401172,0319020140117206,994,3,19,2,14,1,2,172,6,1,3,12,1,1.0,1.0,4.0,1.0,5.0,6.0,2.0,,,,,,,,3090288801401.0
4002,03190201401172,0319020140117207,994,3,19,2,14,1,2,172,7,2,3,9,1,1.0,1.0,2.0,2.0,,,,,,,,,,,3090288801401.0
4003,03190201401172,0319020140117208,994,3,19,2,14,1,2,172,8,2,3,7,1,1.0,1.0,1.0,2.0,,,,,,,,,,,3090288801401.0
4004,03190201401190,0319020140119001,995,3,19,2,14,1,2,190,1,1,1,36,1,1.0,2.0,3.0,1.0,1.0,6.0,1.0,5.0,1.0,12.0,25.0,900.0,2.0,,3090288801401.0
4005,03190201401190,0319020140119002,995,3,19,2,14,1,2,190,2,2,2,32,1,1.0,2.0,4.0,1.0,1.0,1.0,1.0,15.0,,,,,,,3090288801401.0
4006,03190201401190,0319020140119003,995,3,19,2,14,1,2,190,3,1,3,14,1,1.0,1.0,3.0,1.0,5.0,6.0,2.0,,,,,,,,3090288801401.0
4007,03190201401190,0319020140119004,995,3,19,2,14,1,2,190,4,2,3,11,1,1.0,1.0,2.0,2.0,,,,,,,,,,,3090288801401.0
4008,03190201401190,0319020140119005,995,3,19,2,14,1,2,190,5,2,3,7,1,2.0,,,2.0,,,,,,,,,,,3090288801401.0
4009,03190201401208,0319020140120801,996,3,19,2,14,1,2,208,1,1,1,42,1,2.0,,,1.0,1.0,6.0,1.0,5.0,1.0,12.0,25.0,800.0,2.0,,3090288801401.0
4010,03190201401208,0319020140120802,996,3,19,2,14,1,2,208,2,2,2,38,1,2.0,,,1.0,1.0,1.0,1.0,15.0,,,,,,,3090288801401.0
4011,03190201401208,0319020140120803,996,3,19,2,14,1,2,208,3,1,3,18,1,1.0,1.0,6.0,1.0,5.0,6.0,1.0,10.0,,,,,,,3090288801401.0
4012,03190201401208,0319020140120804,996,3,19,2,14,1,2,208,4,2,3,15,1,1.0,1.0,5.0,1.0,5.0,2.0,1.0,10.0,,,,,,,3090288801401.0
4013,03190201401208,0319020140120805,996,3,19,2,14,1,2,208,5,2,3,9,1,1.0,1.0,1.0,2.0,,,,,,,,,,,3090288801401.0
4014,03190202501009,0319020250100901,997,3,19,2,25,1,2,9,1,2,1,25,1,1.0,2.0,5.0,1.0,6.0,1.0,1.0,3.0,7.0,12.0,30.0,600.0,2.0,,3090288802501.0
4015,03190202501030,0319020250103001,998,3,19,2,25,1,2,30,1,1,1,50,1,2.0,,,1.0,1.0,6.0,1.0,5.0,1.0,12.0,24.0,300.0,2.0,,3090288802501.0
4016,03190202501030,0319020250103002,998,3,19,2,25,1,2,30,2,1,3,14,1,1.0,1.0,7.0,1.0,5.0,6.0,2.0,,,,,,,,3090288802501.0
4017,03190202501030,0319020250103003,998,3,19,2,25,1,2,30,3,2,3,11,1,1.0,1.0,3.0,2.0,,,,,,,,,,,3090288802501.0
4018,03190202501030,0319020250103004,998,3,19,2,25,1,2,30,4,1,3,8,1,1.0,1.0,1.0,2.0,,,,,,,,,,,3090288802501.0
4019,03190202501030,0319020250103005,998,3,19,2,25,1,2,30,5,1,3,5,1,2.0,,,2.0,,,,,,,,,,,3090288802501.0
4020,03190202501030,0319020250103006,998,3,19,2,25,1,2,30,6,2,3,30,1,2.0,,,1.0,1.0,1.0,1.0,2.0,1.0,12.0,30.0,0.0,2.0,,3090288802501.0
4021,03190202501051,0319020250105101,999,3,19,2,25,1,2,51,1,1,1,50,1,1.0,2.0,10.0,1.0,1.0,6.0,1.0,8.0,,12.0,30.0,600.0,2.0,,3090288802501.0
4022,03190202501051,0319020250105102,999,3,19,2,25,1,2,51,2,2,3,15,1,1.0,1.0,10.0,1.0,5.0,2.0,1.0,10.0,,,,,,,3090288802501.0
4023,03190202501051,0319020250105103,999,3,19,2,25,1,2,51,3,1,3,13,1,2.0,,,1.0,5.0,6.0,2.0,,,,,,,,3090288802501.0
4024,03190202501051,0319020250105104,999,3,19,2,25,1,2,51,4,2,2,40,1,2.0,,,1.0,1.0,1.0,1.0,2.0,1.0,12.0,30.0,0.0,2.0,,3090288802501.0
4025,03190202501051,0319020250105105,999,3,19,2,25,1,2,51,5,2,3,5,1,2.0,,,2.0,,,,,,,,,,,3090288802501.0
4026,03190202501072,0319020250107201,1000,3,19,2,25,1,2,72,1,2,1,55,1,2.0,,,1.0,7.0,1.0,1.0,5.0,1.0,12.0,30.0,50.0,2.0,,3090288802501.0
4027,03190202501072,0319020250107202,1000,3,19,2,25,1,2,72,2,1,4,12,1,1.0,1.0,3.0,1.0,5.0,6.0,2.0,,,,,,,,3090288802501.0
4028,03190202501072,0319020250107203,1000,3,19,2,25,1,2,72,3,2,4,5,1,2.0,,,2.0,,,,,,,,,,,3090288802501.0
4029,03190202501093,0319020250109301,1001,3,19,2,25,1,2,93,1,1,1,58,1,2.0,,,1.0,1.0,6.0,1.0,5.0,1.0,12.0,16.0,800.0,2.0,,3090288802501.0
4030,03190202501093,0319020250109302,1001,3,19,2,25,1,2,93,2,2,2,50,1,2.0,,,1.0,1.0,2.0,1.0,15.0,,,,,,,3090288802501.0
4031,03190202501093,0319020250109303,1001,3,19,2,25,1,2,93,3,1,3,18,1,2.0,,,1.0,5.0,6.0,1.0,5.0,1.0,12.0,25.0,400.0,2.0,,3090288802501.0
4032,03190202501093,0319020250109304,1001,3,19,2,25,1,2,93,4,2,3,14,1,1.0,1.0,9.0,1.0,5.0,1.0,2.0,,,,,,,,3090288802501.0
4033,03190202501093,0319020250109305,1001,3,19,2,25,1,2,93,5,1,3,9,1,1.0,1.0,4.0,2.0,,,,,,,,,,,3090288802501.0
4034,03190202501093,0319020250109306,1001,3,19,2,25,1,2,93,6,2,3,4,2,,,,,,,,,,,,,,,3090288802501.0
4035,03190202501093,0319020250109307,1001,3,19,2,25,1,2,93,7,2,3,3,2,,,,,,,,,,,,,,,3090288802501.0
4036,03190202501114,0319020250111401,1002,3,19,2,25,1,2,114,1,2,1,52,1,2.0,,,1.0,8.0,1.0,1.0,15.0,,,,,,,3090288802501.0
4037,03190202501114,0319020250111402,1002,3,19,2,25,1,2,114,2,1,3,27,1,2.0,,,1.0,6.0,6.0,1.0,5.0,1.0,12.0,25.0,700.0,2.0,,3090288802501.0
4038,03190202501114,0319020250111403,1002,3,19,2,25,1,2,114,3,2,3,24,1,2.0,,,1.0,6.0,1.0,1.0,15.0,,,,,,,3090288802501.0
4039,03190202501114,0319020250111404,1002,3,19,2,25,1,2,114,4,2,3,20,1,1.0,2.0,10.0,1.0,5.0,1.0,1.0,14.0,,,,,,,3090288802501.0
4040,03190202501114,0319020250111405,1002,3,19,2,25,1,2,114,5,2,3,14,1,1.0,1.0,4.0,1.0,5.0,3.0,2.0,,,,,,,,3090288802501.0
4041,03190202501135,0319020250113501,1003,3,19,2,25,1,2,135,1,2,1,50,1,2.0,,,1.0,6.0,1.0,1.0,15.0,,,,,,,3090288802501.0
4042,03190202501135,0319020250113502,1003,3,19,2,25,1,2,135,2,2,5,8,1,1.0,1.0,1.0,2.0,,,,,,,,,,,3090288802501.0
4043,03190202501156,0319020250115601,1004,3,19,2,25,1,2,156,1,1,1,60,1,2.0,,,1.0,1.0,6.0,1.0,5.0,1.0,12.0,15.0,600.0,2.0,,3090288802501.0
4044,03190202501156,0319020250115602,1004,3,19,2,25,1,2,156,2,2,2,52,1,2.0,,,1.0,1.0,1.0,1.0,15.0,,,,,,,3090288802501.0
4045,03190202501156,0319020250115603,1004,3,19,2,25,1,2,156,3,2,5,19,1,1.0,1.0,6.0,1.0,5.0,2.0,1.0,10.0,,,,,,,3090288802501.0
4046,03190202501156,0319020250115604,1004,3,19,2,25,1,2,156,4,2,3,12,1,1.0,1.0,4.0,1.0,5.0,2.0,2.0,,,,,,,,3090288802501.0
4047,03190202501156,0319020250115605,1004,3,19,2,25,1,2,156,5,2,4,6,1,2.0,,,2.0,,,,,,,,,,,3090288802501.0
4048,03190202501177,0319020250117701,1005,3,19,2,25,1,2,177,1,1,1,80,1,2.0,,,1.0,1.0,6.0,1.0,12.0,,,,,,,3090288802501.0
4049,03190202501177,0319020250117702,1005,3,19,2,25,1,2,177,2,1,4,15,1,2.0,,,1.0,5.0,2.0,1.0,14.0,,,,,,,3090288802501.0
4050,03190202501177,0319020250117703,1005,3,19,2,25,1,2,177,3,2,2,60,1,2.0,,,1.0,1.0,2.0,1.0,12.0,,,,,,,3090288802501.0
4051,03190202501198,0319020250119801,1006,3,19,2,25,1,2,198,1,2,1,70,1,2.0,,,1.0,1.0,1.0,1.0,12.0,,,,,,,3090288802501.0
4052,03190202501219,0319020250121901,1007,3,19,2,25,1,2,219,1,1,1,48,1,2.0,,,1.0,1.0,2.0,1.0,5.0,1.0,8.0,22.0,2000.0,2.0,,3090288802501.0
4053,03190202501219,0319020250121902,1007,3,19,2,25,1,2,219,2,1,3,12,1,1.0,1.0,3.0,1.0,5.0,2.0,2.0,,,,,,,,3090288802501.0
4054,03190202501219,0319020250121903,1007,3,19,2,25,1,2,219,3,2,3,4,2,,,,,,,,,,,,,,,3090288802501.0
4055,03190202501219,0319020250121904,1007,3,19,2,25,1,2,219,4,2,2,35,1,2.0,,,1.0,1.0,1.0,1.0,5.0,1.0,7.0,15.0,1500.0,2.0,,3090288802501.0
4056,03190202501240,0319020250124001,1008,3,19,2,25,1,2,240,1,1,1,65,1,2.0,,,1.0,1.0,2.0,1.0,5.0,1.0,8.0,19.0,2900.0,2.0,,3090288802501.0
4057,03190202501240,0319020250124002,1008,3,19,2,25,1,2,240,2,1,2,36,1,2.0,,,1.0,1.0,2.0,1.0,5.0,1.0,10.0,22.0,3000.0,2.0,,3090288802501.0
4058,03190202501240,0319020250124003,1008,3,19,2,25,1,2,240,3,2,8,25,1,2.0,,,1.0,1.0,1.0,1.0,14.0,,,,,,,3090288802501.0
4059,03190202501240,0319020250124004,1008,3,19,2,25,1,2,240,4,1,4,0,2,,,,,,,,,,,,,,,3090288802501.0
4060,03190202501240,0319020250124005,1008,3,19,2,25,1,2,240,5,1,3,18,1,1.0,2.0,4.0,1.0,1.0,1.0,1.0,14.0,,,,,,,3090288802501.0
