,HHID,H2,H3,H4,H5,H6,H7,H8,H9,H12,H13,H14,H14_unit,H15,C2
5938,02080300102008,11,2,,,,,,,,,,,,2
5939,02080300102008,12,2,,,,,,,,,,,,2
5940,02080300102008,13,2,,,,,,,,,,,,2
5941,02080300102008,14,2,,,,,,,,,,,,2
5942,02080300102008,15,2,,,,,,,,,,,,2
5943,02080300102008,16,2,,,,,,,,,,,,2
5944,02080300102008,17,2,,,,,,,,,,,,2
5945,02080300102008,18,2,,,,,,,,,,,,2
5946,02080300102008,19,2,,,,,,,,,,,,2
5947,02080300102022,1,2,,,,,,,,,,,,2
5948,02080300102022,2,2,,,,,,,,,,,,2
5949,02080300102022,3,1,,1.0,,,,,1.0,12.0,4.0,12.0,0.0,2
5950,02080300102022,4,2,,,,,,,,,,,,2
5951,02080300102022,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
5952,02080300102022,6,2,,,,,,,,,,,,2
5953,02080300102022,7,2,,,,,,,,,,,,2
5954,02080300102022,8,2,,,,,,,,,,,,2
5955,02080300102022,9,2,,,,,,,,,,,,2
5956,02080300102022,10,2,,,,,,,,,,,,2
5957,02080300102022,11,2,,,,,,,,,,,,2
5958,02080300102022,12,2,,,,,,,,,,,,2
5959,02080300102022,13,2,,,,,,,,,,,,2
5960,02080300102022,14,2,,,,,,,,,,,,2
5961,02080300102022,15,2,,,,,,,,,,,,2
5962,02080300102022,16,2,,,,,,,,,,,,2
5963,02080300102022,17,2,,,,,,,,,,,,2
5964,02080300102022,18,2,,,,,,,,,,,,2
5965,02080300102022,19,2,,,,,,,,,,,,2
5966,02080300102036,1,2,,,,,,,,,,,,2
5967,02080300102036,2,2,,,,,,,,,,,,2
5968,02080300102036,3,1,,1.0,,,,,2.0,12.0,8.0,12.0,0.0,2
5969,02080300102036,4,2,,,,,,,,,,,,2
5970,02080300102036,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
5971,02080300102036,6,2,,,,,,,,,,,,2
5972,02080300102036,7,2,,,,,,,,,,,,2
5973,02080300102036,8,2,,,,,,,,,,,,2
5974,02080300102036,9,2,,,,,,,,,,,,2
5975,02080300102036,10,2,,,,,,,,,,,,2
5976,02080300102036,11,2,,,,,,,,,,,,2
5977,02080300102036,12,2,,,,,,,,,,,,2
5978,02080300102036,13,2,,,,,,,,,,,,2
5979,02080300102036,14,2,,,,,,,,,,,,2
5980,02080300102036,15,2,,,,,,,,,,,,2
5981,02080300102036,16,2,,,,,,,,,,,,2
5982,02080300102036,17,2,,,,,,,,,,,,2
5983,02080300102036,18,2,,,,,,,,,,,,2
5984,02080300102036,19,2,,,,,,,,,,,,2
5985,02080300102050,1,2,,,,,,,,,,,,2
5986,02080300102050,2,2,,,,,,,,,,,,2
5987,02080300102050,3,1,1.0,1.0,,,,,2.0,12.0,6.0,12.0,0.0,2
5988,02080300102050,4,2,,,,,,,,,,,,2
5989,02080300102050,5,1,1.0,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
5990,02080300102050,6,2,,,,,,,,,,,,2
5991,02080300102050,7,2,,,,,,,,,,,,2
5992,02080300102050,8,2,,,,,,,,,,,,2
5993,02080300102050,9,2,,,,,,,,,,,,2
5994,02080300102050,10,2,,,,,,,,,,,,2
5995,02080300102050,11,2,,,,,,,,,,,,2
5996,02080300102050,12,2,,,,,,,,,,,,2
5997,02080300102050,13,2,,,,,,,,,,,,2
5998,02080300102050,14,2,,,,,,,,,,,,2
5999,02080300102050,15,2,,,,,,,,,,,,2
6000,02080300102050,16,2,,,,,,,,,,,,2
6001,02080300102050,17,2,,,,,,,,,,,,2
6002,02080300102050,18,2,,,,,,,,,,,,2
6003,02080300102050,19,2,,,,,,,,,,,,2
6004,02080300102064,1,2,,,,,,,,,,,,2
6005,02080300102064,2,2,,,,,,,,,,,,2
6006,02080300102064,3,1,1.0,1.0,,,,,3.0,12.0,6.0,12.0,0.0,2
6007,02080300102064,4,2,,,,,,,,,,,,2
6008,02080300102064,5,1,1.0,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
6009,02080300102064,6,2,,,,,,,,,,,,2
6010,02080300102064,7,2,,,,,,,,,,,,2
6011,02080300102064,8,2,,,,,,,,,,,,2
6012,02080300102064,9,2,,,,,,,,,,,,2
6013,02080300102064,10,2,,,,,,,,,,,,2
6014,02080300102064,11,2,,,,,,,,,,,,2
6015,02080300102064,12,2,,,,,,,,,,,,2
6016,02080300102064,13,2,,,,,,,,,,,,2
6017,02080300102064,14,2,,,,,,,,,,,,2
6018,02080300102064,15,2,,,,,,,,,,,,2
6019,02080300102064,16,2,,,,,,,,,,,,2
6020,02080300102064,17,2,,,,,,,,,,,,2
6021,02080300102064,18,2,,,,,,,,,,,,2
6022,02080300102064,19,2,,,,,,,,,,,,2
6023,02080300102078,1,2,,,,,,,,,,,,2
6024,02080300102078,2,2,,,,,,,,,,,,2
6025,02080300102078,3,1,1.0,1.0,,,,,1.0,12.0,4.0,12.0,0.0,2
6026,02080300102078,4,2,,,,,,,,,,,,2
6027,02080300102078,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
6028,02080300102078,6,2,,,,,,,,,,,,2
6029,02080300102078,7,2,,,,,,,,,,,,2
6030,02080300102078,8,2,,,,,,,,,,,,2
6031,02080300102078,9,2,,,,,,,,,,,,2
6032,02080300102078,10,2,,,,,,,,,,,,2
6033,02080300102078,11,2,,,,,,,,,,,,2
6034,02080300102078,12,2,,,,,,,,,,,,2
6035,02080300102078,13,2,,,,,,,,,,,,2
6036,02080300102078,14,2,,,,,,,,,,,,2
6037,02080300102078,15,2,,,,,,,,,,,,2
6038,02080300102078,16,2,,,,,,,,,,,,2
6039,02080300102078,17,2,,,,,,,,,,,,2
6040,02080300102078,18,2,,,,,,,,,,,,2
6041,02080300102078,19,2,,,,,,,,,,,,2
6042,02080300102092,1,2,,,,,,,,,,,,2
6043,02080300102092,2,2,,,,,,,,,,,,2
6044,02080300102092,3,1,1.0,1.0,,,,,2.0,12.0,5.0,12.0,0.0,2
6045,02080300102092,4,2,,,,,,,,,,,,2
6046,02080300102092,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
6047,02080300102092,6,2,,,,,,,,,,,,2
6048,02080300102092,7,2,,,,,,,,,,,,2
6049,02080300102092,8,2,,,,,,,,,,,,2
6050,02080300102092,9,2,,,,,,,,,,,,2
6051,02080300102092,10,2,,,,,,,,,,,,2
6052,02080300102092,11,2,,,,,,,,,,,,2
6053,02080300102092,12,2,,,,,,,,,,,,2
6054,02080300102092,13,2,,,,,,,,,,,,2
6055,02080300102092,14,2,,,,,,,,,,,,2
6056,02080300102092,15,2,,,,,,,,,,,,2
6057,02080300102092,16,2,,,,,,,,,,,,2
6058,02080300102092,17,2,,,,,,,,,,,,2
6059,02080300102092,18,2,,,,,,,,,,,,2
6060,02080300102092,19,2,,,,,,,,,,,,2
6061,02080300102106,1,2,,,,,,,,,,,,2
6062,02080300102106,2,2,,,,,,,,,,,,2
6063,02080300102106,3,1,1.0,1.0,,,,,2.0,12.0,6.0,12.0,0.0,2
6064,02080300102106,4,2,,,,,,,,,,,,2
6065,02080300102106,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
6066,02080300102106,6,2,,,,,,,,,,,,2
6067,02080300102106,7,2,,,,,,,,,,,,2
6068,02080300102106,8,2,,,,,,,,,,,,2
6069,02080300102106,9,2,,,,,,,,,,,,2
6070,02080300102106,10,2,,,,,,,,,,,,2
6071,02080300102106,11,2,,,,,,,,,,,,2
6072,02080300102106,12,2,,,,,,,,,,,,2
6073,02080300102106,13,2,,,,,,,,,,,,2
6074,02080300102106,14,2,,,,,,,,,,,,2
6075,02080300102106,15,2,,,,,,,,,,,,2
6076,02080300102106,16,2,,,,,,,,,,,,2
6077,02080300102106,17,2,,,,,,,,,,,,2
6078,02080300102106,18,2,,,,,,,,,,,,2
6079,02080300102106,19,2,,,,,,,,,,,,2
6080,02080300102120,1,2,,,,,,,,,,,,2
6081,02080300102120,2,2,,,,,,,,,,,,2
6082,02080300102120,3,1,1.0,1.0,,,,,1.0,12.0,3.0,12.0,0.0,2
6083,02080300102120,4,2,,,,,,,,,,,,2
6084,02080300102120,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
6085,02080300102120,6,2,,,,,,,,,,,,2
6086,02080300102120,7,2,,,,,,,,,,,,2
6087,02080300102120,8,2,,,,,,,,,,,,2
6088,02080300102120,9,2,,,,,,,,,,,,2
6089,02080300102120,10,2,,,,,,,,,,,,2
6090,02080300102120,11,2,,,,,,,,,,,,2
6091,02080300102120,12,2,,,,,,,,,,,,2
6092,02080300102120,13,2,,,,,,,,,,,,2
6093,02080300102120,14,2,,,,,,,,,,,,2
6094,02080300102120,15,2,,,,,,,,,,,,2
6095,02080300102120,16,2,,,,,,,,,,,,2
6096,02080300102120,17,2,,,,,,,,,,,,2
6097,02080300102120,18,2,,,,,,,,,,,,2
6098,02080300102120,19,2,,,,,,,,,,,,2
6099,02080300102134,1,2,,,,,,,,,,,,2
6100,02080300102134,2,2,,,,,,,,,,,,2
6101,02080300102134,3,1,1.0,1.0,,,,7.0,2.0,12.0,8.0,12.0,0.0,2
6102,02080300102134,4,2,,,,,,,,,,,,2
6103,02080300102134,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
6104,02080300102134,6,2,,,,,,,,,,,,2
6105,02080300102134,7,2,,,,,,,,,,,,2
6106,02080300102134,8,2,,,,,,,,,,,,2
6107,02080300102134,9,2,,,,,,,,,,,,2
6108,02080300102134,10,2,,,,,,,,,,,,2
6109,02080300102134,11,2,,,,,,,,,,,,2
6110,02080300102134,12,2,,,,,,,,,,,,2
6111,02080300102134,13,2,,,,,,,,,,,,2
6112,02080300102134,14,2,,,,,,,,,,,,2
6113,02080300102134,15,2,,,,,,,,,,,,2
6114,02080300102134,16,2,,,,,,,,,,,,2
6115,02080300102134,17,2,,,,,,,,,,,,2
6116,02080300102134,18,2,,,,,,,,,,,,2
6117,02080300102134,19,2,,,,,,,,,,,,2
6118,02080300102148,1,2,,,,,,,,,,,,2
6119,02080300102148,2,2,,,,,,,,,,,,2
6120,02080300102148,3,1,1.0,1.0,1.0,,,7.0,3.0,12.0,10.0,12.0,0.0,2
6121,02080300102148,4,2,,,,,,,,,,,,2
6122,02080300102148,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
6123,02080300102148,6,2,,,,,,,,,,,,2
6124,02080300102148,7,2,,,,,,,,,,,,2
6125,02080300102148,8,2,,,,,,,,,,,,2
6126,02080300102148,9,2,,,,,,,,,,,,2
6127,02080300102148,10,2,,,,,,,,,,,,2
6128,02080300102148,11,2,,,,,,,,,,,,2
6129,02080300102148,12,2,,,,,,,,,,,,2
6130,02080300102148,13,2,,,,,,,,,,,,2
6131,02080300102148,14,2,,,,,,,,,,,,2
6132,02080300102148,15,2,,,,,,,,,,,,2
6133,02080300102148,16,2,,,,,,,,,,,,2
6134,02080300102148,17,2,,,,,,,,,,,,2
6135,02080300102148,18,2,,,,,,,,,,,,2
6136,02080300102148,19,2,,,,,,,,,,,,2
6137,02080300102162,1,2,,,,,,,,,,,,2
6138,02080300102162,2,2,,,,,,,,,,,,2
6139,02080300102162,3,1,1.0,1.0,,,,7.0,3.0,12.0,12.0,12.0,0.0,2
6140,02080300102162,4,2,,,,,,,,,,,,2
6141,02080300102162,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
6142,02080300102162,6,2,,,,,,,,,,,,2
6143,02080300102162,7,2,,,,,,,,,,,,2
6144,02080300102162,8,2,,,,,,,,,,,,2
6145,02080300102162,9,2,,,,,,,,,,,,2
6146,02080300102162,10,2,,,,,,,,,,,,2
6147,02080300102162,11,2,,,,,,,,,,,,2
6148,02080300102162,12,2,,,,,,,,,,,,2
6149,02080300102162,13,2,,,,,,,,,,,,2
6150,02080300102162,14,2,,,,,,,,,,,,2
6151,02080300102162,15,2,,,,,,,,,,,,2
6152,02080300102162,16,2,,,,,,,,,,,,2
6153,02080300102162,17,2,,,,,,,,,,,,2
6154,02080300102162,18,2,,,,,,,,,,,,2
6155,02080300102162,19,2,,,,,,,,,,,,2
6156,02080300404004,1,2,,,,,,,,,,,,1
6157,02080300404004,2,2,,,,,,,,,,,,1
6158,02080300404004,3,1,1.0,1.0,,,,,2.0,12.0,5.0,12.0,0.0,1
6159,02080300404004,4,2,,,,,,,,,,,,1
6160,02080300404004,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,1
6161,02080300404004,6,2,,,,,,,,,,,,1
6162,02080300404004,7,2,,,,,,,,,,,,1
6163,02080300404004,8,2,,,,,,,,,,,,1
6164,02080300404004,9,2,,,,,,,,,,,,1
6165,02080300404004,10,2,,,,,,,,,,,,1
6166,02080300404004,11,2,,,,,,,,,,,,1
6167,02080300404004,12,2,,,,,,,,,,,,1
6168,02080300404004,13,2,,,,,,,,,,,,1
6169,02080300404004,14,1,1.0,,,,,,30.0,15.0,,,60.0,1
6170,02080300404004,15,2,,,,,,,,,,,,1
6171,02080300404004,16,2,,,,,,,,,,,,1
6172,02080300404004,17,2,,,,,,,,,,,,1
6173,02080300404004,18,2,,,,,,,,,,,,1
6174,02080300404004,19,2,,,,,,,,,,,,1
6175,02080300404015,1,2,,,,,,,,,,,,1
6176,02080300404015,2,2,,,,,,,,,,,,1
6177,02080300404015,3,1,1.0,1.0,,,,,2.0,12.0,6.0,12.0,0.0,1
6178,02080300404015,4,2,,,,,,,,,,,,1
6179,02080300404015,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,1
6180,02080300404015,6,2,,,,,,,,,,,,1
6181,02080300404015,7,2,,,,,,,,,,,,1
6182,02080300404015,8,2,,,,,,,,,,,,1
6183,02080300404015,9,2,,,,,,,,,,,,1
6184,02080300404015,10,2,,,,,,,,,,,,1
6185,02080300404015,11,2,,,,,,,,,,,,1
6186,02080300404015,12,2,,,,,,,,,,,,1
6187,02080300404015,13,2,,,,,,,,,,,,1
6188,02080300404015,14,1,1.0,,,,,,10.0,15.0,42.0,15.0,15.0,1
6189,02080300404015,15,2,,,,,,,,,,,,1
6190,02080300404015,16,2,,,,,,,,,,,,1
6191,02080300404015,17,2,,,,,,,,,,,,1
6192,02080300404015,18,2,,,,,,,,,,,,1
6193,02080300404015,19,2,,,,,,,,,,,,1
6194,02080300404026,1,2,,,,,,,,,,,,1
6195,02080300404026,2,2,,,,,,,,,,,,1
6196,02080300404026,3,1,1.0,1.0,,,,,2.0,12.0,5.0,12.0,0.0,1
6197,02080300404026,4,2,,,,,,,,,,,,1
6198,02080300404026,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,1
6199,02080300404026,6,2,,,,,,,,,,,,1
6200,02080300404026,7,2,,,,,,,,,,,,1
6201,02080300404026,8,2,,,,,,,,,,,,1
6202,02080300404026,9,2,,,,,,,,,,,,1
6203,02080300404026,10,2,,,,,,,,,,,,1
6204,02080300404026,11,2,,,,,,,,,,,,1
6205,02080300404026,12,2,,,,,,,,,,,,1
6206,02080300404026,13,2,,,,,,,,,,,,1
6207,02080300404026,14,1,,1.0,,,,,20.0,15.0,60.0,15.0,24.0,1
6208,02080300404026,15,2,,,,,,,,,,,,1
6209,02080300404026,16,2,,,,,,,,,,,,1
6210,02080300404026,17,2,,,,,,,,,,,,1
6211,02080300404026,18,2,,,,,,,,,,,,1
6212,02080300404026,19,2,,,,,,,,,,,,1
6213,02080300404037,1,2,,,,,,,,,,,,1
6214,02080300404037,2,2,,,,,,,,,,,,1
6215,02080300404037,3,1,,1.0,,,,7.0,3.0,12.0,0.0,-88.0,,1
6216,02080300404037,4,2,,,,,,,,,,,,1
6217,02080300404037,5,1,1.0,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,1
6218,02080300404037,6,2,,,,,,,,,,,,1
6219,02080300404037,7,2,,,,,,,,,,,,1
6220,02080300404037,8,2,,,,,,,,,,,,1
6221,02080300404037,9,2,,,,,,,,,,,,1
6222,02080300404037,10,2,,,,,,,,,,,,1
6223,02080300404037,11,2,,,,,,,,,,,,1
6224,02080300404037,12,2,,,,,,,,,,,,1
6225,02080300404037,13,2,,,,,,,,,,,,1
6226,02080300404037,14,1,1.0,,,,,,0.0,-88.0,0.0,-88.0,,1
6227,02080300404037,15,2,,,,,,,,,,,,1
6228,02080300404037,16,2,,,,,,,,,,,,1
6229,02080300404037,17,2,,,,,,,,,,,,1
6230,02080300404037,18,2,,,,,,,,,,,,1
6231,02080300404037,19,2,,,,,,,,,,,,1
6232,02080300404048,1,2,,,,,,,,,,,,1
6233,02080300404048,2,2,,,,,,,,,,,,1
6234,02080300404048,3,1,,1.0,,,,7.0,2.0,11.0,8.0,11.0,0.0,1
6235,02080300404048,4,2,,,,,,,,,,,,1
6236,02080300404048,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,1
6237,02080300404048,6,2,,,,,,,,,,,,1
6238,02080300404048,7,2,,,,,,,,,,,,1
6239,02080300404048,8,2,,,,,,,,,,,,1
6240,02080300404048,9,2,,,,,,,,,,,,1
6241,02080300404048,10,2,,,,,,,,,,,,1
6242,02080300404048,11,2,,,,,,,,,,,,1
6243,02080300404048,12,2,,,,,,,,,,,,1
6244,02080300404048,13,2,,,,,,,,,,,,1
6245,02080300404048,14,1,1.0,,,,,,3.0,15.0,14.0,15.0,5.0,1
6246,02080300404048,15,2,,,,,,,,,,,,1
6247,02080300404048,16,2,,,,,,,,,,,,1
6248,02080300404048,17,2,,,,,,,,,,,,1
6249,02080300404048,18,2,,,,,,,,,,,,1
6250,02080300404048,19,2,,,,,,,,,,,,1
6251,02080300404059,1,2,,,,,,,,,,,,1
6252,02080300404059,2,2,,,,,,,,,,,,1
6253,02080300404059,3,1,,1.0,,,,7.0,3.0,12.0,15.0,12.0,0.0,1
6254,02080300404059,4,2,,,,,,,,,,,,1
6255,02080300404059,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,1
6256,02080300404059,6,2,,,,,,,,,,,,1
6257,02080300404059,7,2,,,,,,,,,,,,1
6258,02080300404059,8,2,,,,,,,,,,,,1
6259,02080300404059,9,2,,,,,,,,,,,,1
6260,02080300404059,10,2,,,,,,,,,,,,1
6261,02080300404059,11,2,,,,,,,,,,,,1
6262,02080300404059,12,2,,,,,,,,,,,,1
6263,02080300404059,13,2,,,,,,,,,,,,1
6264,02080300404059,14,1,1.0,,,,,,50.0,15.0,,,50.0,1
6265,02080300404059,15,2,,,,,,,,,,,,1
6266,02080300404059,16,2,,,,,,,,,,,,1
6267,02080300404059,17,2,,,,,,,,,,,,1
6268,02080300404059,18,2,,,,,,,,,,,,1
6269,02080300404059,19,2,,,,,,,,,,,,1
6270,02080300404070,1,2,,,,,,,,,,,,1
6271,02080300404070,2,2,,,,,,,,,,,,1
6272,02080300404070,3,1,,1.0,1.0,,,,1.0,12.0,4.0,12.0,0.0,1
6273,02080300404070,4,1,,1.0,,,,,1.0,5.0,3.0,4.0,400.0,1
6274,02080300404070,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,1
6275,02080300404070,6,2,,,,,,,,,,,,1
6276,02080300404070,7,2,,,,,,,,,,,,1
6277,02080300404070,8,2,,,,,,,,,,,,1
6278,02080300404070,9,1,,1.0,,,,,1.0,5.0,4.0,5.0,0.0,1
6279,02080300404070,10,1,,1.0,,,,,2.0,12.0,8.0,12.0,0.0,1
6280,02080300404070,11,2,,,,,,,,,,,,1
6281,02080300404070,12,2,,,,,,,,,,,,1
6282,02080300404070,13,2,,,,,,,,,,,,1
6283,02080300404070,14,2,,,,,,,,,,,,1
6284,02080300404070,15,2,,,,,,,,,,,,1
6285,02080300404070,16,2,,,,,,,,,,,,1
6286,02080300404070,17,2,,,,,,,,,,,,1
6287,02080300404070,18,2,,,,,,,,,,,,1
6288,02080300404070,19,2,,,,,,,,,,,,1
6289,02080300404081,1,2,,,,,,,,,,,,1
6290,02080300404081,2,2,,,,,,,,,,,,1
6291,02080300404081,3,1,,1.0,,,,,2.0,12.0,7.0,12.0,0.0,1
6292,02080300404081,4,2,,,,,,,,,,,,1
6293,02080300404081,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,1
6294,02080300404081,6,2,,,,,,,,,,,,1
6295,02080300404081,7,2,,,,,,,,,,,,1
6296,02080300404081,8,2,,,,,,,,,,,,1
6297,02080300404081,9,1,,1.0,,,,,1.0,5.0,4.0,5.0,0.0,1
6298,02080300404081,10,2,,,,,,,,,,,,1
6299,02080300404081,11,2,,,,,,,,,,,,1
6300,02080300404081,12,2,,,,,,,,,,,,1
6301,02080300404081,13,2,,,,,,,,,,,,1
6302,02080300404081,14,2,,,,,,,,,,,,1
6303,02080300404081,15,2,,,,,,,,,,,,1
6304,02080300404081,16,2,,,,,,,,,,,,1
6305,02080300404081,17,2,,,,,,,,,,,,1
6306,02080300404081,18,2,,,,,,,,,,,,1
6307,02080300404081,19,2,,,,,,,,,,,,1
6308,02080300404092,1,2,,,,,,,,,,,,1
6309,02080300404092,2,2,,,,,,,,,,,,1
6310,02080300404092,3,1,,1.0,,,,,3.0,12.0,12.0,12.0,0.0,1
6311,02080300404092,4,2,,,,,,,,,,,,1
6312,02080300404092,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,1
6313,02080300404092,6,2,,,,,,,,,,,,1
6314,02080300404092,7,2,,,,,,,,,,,,1
6315,02080300404092,8,2,,,,,,,,,,,,1
6316,02080300404092,9,1,,1.0,,,,,1.0,4.0,0.0,-88.0,,1
6317,02080300404092,10,2,,,,,,,,,,,,1
6318,02080300404092,11,2,,,,,,,,,,,,1
6319,02080300404092,12,2,,,,,,,,,,,,1
6320,02080300404092,13,2,,,,,,,,,,,,1
6321,02080300404092,14,2,,,,,,,,,,,,1
6322,02080300404092,15,2,,,,,,,,,,,,1
6323,02080300404092,16,2,,,,,,,,,,,,1
6324,02080300404092,17,2,,,,,,,,,,,,1
6325,02080300404092,18,2,,,,,,,,,,,,1
6326,02080300404092,19,2,,,,,,,,,,,,1
6327,02080300404104,1,2,,,,,,,,,,,,2
6328,02080300404104,2,2,,,,,,,,,,,,2
6329,02080300404104,3,1,,1.0,,,,,2.0,12.0,0.0,-88.0,,2
6330,02080300404104,4,2,,,,,,,,,,,,2
6331,02080300404104,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
6332,02080300404104,6,2,,,,,,,,,,,,2
6333,02080300404104,7,2,,,,,,,,,,,,2
6334,02080300404104,8,2,,,,,,,,,,,,2
6335,02080300404104,9,2,,,,,,,,,,,,2
6336,02080300404104,10,2,,,,,,,,,,,,2
6337,02080300404104,11,2,,,,,,,,,,,,2
6338,02080300404104,12,2,,,,,,,,,,,,2
6339,02080300404104,13,2,,,,,,,,,,,,2
6340,02080300404104,14,2,,,,,,,,,,,,2
6341,02080300404104,15,2,,,,,,,,,,,,2
6342,02080300404104,16,2,,,,,,,,,,,,2
6343,02080300404104,17,2,,,,,,,,,,,,2
6344,02080300404104,18,2,,,,,,,,,,,,2
6345,02080300404104,19,2,,,,,,,,,,,,2
6346,02080300404130,1,2,,,,,,,,,,,,2
6347,02080300404130,2,2,,,,,,,,,,,,2
6348,02080300404130,3,1,,1.0,,,,,1.0,12.0,0.0,-88.0,,2
6349,02080300404130,4,2,,,,,,,,,,,,2
6350,02080300404130,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
6351,02080300404130,6,2,,,,,,,,,,,,2
6352,02080300404130,7,2,,,,,,,,,,,,2
6353,02080300404130,8,2,,,,,,,,,,,,2
6354,02080300404130,9,2,,,,,,,,,,,,2
6355,02080300404130,10,2,,,,,,,,,,,,2
6356,02080300404130,11,2,,,,,,,,,,,,2
6357,02080300404130,12,2,,,,,,,,,,,,2
6358,02080300404130,13,2,,,,,,,,,,,,2
6359,02080300404130,14,2,,,,,,,,,,,,2
6360,02080300404130,15,2,,,,,,,,,,,,2
6361,02080300404130,16,2,,,,,,,,,,,,2
6362,02080300404130,17,2,,,,,,,,,,,,2
6363,02080300404130,18,2,,,,,,,,,,,,2
6364,02080300404130,19,2,,,,,,,,,,,,2
6365,02080300404156,1,2,,,,,,,,,,,,2
6366,02080300404156,2,2,,,,,,,,,,,,2
6367,02080300404156,3,1,,1.0,,,,,1.0,12.0,0.0,-88.0,,2
6368,02080300404156,4,2,,,,,,,,,,,,2
6369,02080300404156,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
6370,02080300404156,6,2,,,,,,,,,,,,2
6371,02080300404156,7,2,,,,,,,,,,,,2
6372,02080300404156,8,2,,,,,,,,,,,,2
6373,02080300404156,9,2,,,,,,,,,,,,2
6374,02080300404156,10,2,,,,,,,,,,,,2
6375,02080300404156,11,2,,,,,,,,,,,,2
6376,02080300404156,12,2,,,,,,,,,,,,2
6377,02080300404156,13,2,,,,,,,,,,,,2
6378,02080300404156,14,2,,,,,,,,,,,,2
6379,02080300404156,15,2,,,,,,,,,,,,2
6380,02080300404156,16,2,,,,,,,,,,,,2
6381,02080300404156,17,2,,,,,,,,,,,,2
6382,02080300404156,18,2,,,,,,,,,,,,2
6383,02080300404156,19,2,,,,,,,,,,,,2
6384,02090100104008,1,2,,,,,,,,,,,,1
6385,02090100104008,2,2,,,,,,,,,,,,1
6386,02090100104008,3,1,,1.0,,,,,3.0,6.0,12.0,6.0,0.0,1
6387,02090100104008,4,1,,1.0,,,,,1.0,8.0,4.0,8.0,20.0,1
6388,02090100104008,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,1
6389,02090100104008,6,2,,,,,,,,,,,,1
6390,02090100104008,7,2,,,,,,,,,,,,1
6391,02090100104008,8,2,,,,,,,,,,,,1
6392,02090100104008,9,2,,,,,,,,,,,,1
6393,02090100104008,10,2,,,,,,,,,,,,1
6394,02090100104008,11,2,,,,,,,,,,,,1
6395,02090100104008,12,2,,,,,,,,,,,,1
6396,02090100104008,13,2,,,,,,,,,,,,1
6397,02090100104008,14,1,1.0,,,,,,10.0,15.0,40.0,15.0,15.0,1
6398,02090100104008,15,2,,,,,,,,,,,,1
6399,02090100104008,16,2,,,,,,,,,,,,1
6400,02090100104008,17,2,,,,,,,,,,,,1
6401,02090100104008,18,2,,,,,,,,,,,,1
6402,02090100104008,19,2,,,,,,,,,,,,1
6403,02090100104020,1,2,,,,,,,,,,,,1
6404,02090100104020,2,2,,,,,,,,,,,,1
6405,02090100104020,3,1,,1.0,1.0,,,,1.0,11.0,0.0,-88.0,,1
6406,02090100104020,4,1,,1.0,,,,,1.0,8.0,4.0,8.0,20.0,1
6407,02090100104020,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,1
6408,02090100104020,6,2,,,,,,,,,,,,1
6409,02090100104020,7,2,,,,,,,,,,,,1
6410,02090100104020,8,2,,,,,,,,,,,,1
6411,02090100104020,9,2,,,,,,,,,,,,1
6412,02090100104020,10,2,,,,,,,,,,,,1
6413,02090100104020,11,2,,,,,,,,,,,,1
6414,02090100104020,12,2,,,,,,,,,,,,1
6415,02090100104020,13,2,,,,,,,,,,,,1
6416,02090100104020,14,1,1.0,,,,,,10.0,15.0,40.0,15.0,15.0,1
6417,02090100104020,15,2,,,,,,,,,,,,1
6418,02090100104020,16,2,,,,,,,,,,,,1
6419,02090100104020,17,2,,,,,,,,,,,,1
6420,02090100104020,18,2,,,,,,,,,,,,1
6421,02090100104020,19,2,,,,,,,,,,,,1
6422,02090100104032,1,2,,,,,,,,,,,,1
6423,02090100104032,2,1,,1.0,,,,,1.0,11.0,1.0,11.0,30.0,1
