,HHID,H2,H3,H4,H5,H6,H7,H8,H9,H12,H13,H14,H14_unit,H15,C2
56721,07610101505009,7,2,,,,,,,,,,,,2
56722,07610101505009,8,2,,,,,,,,,,,,2
56723,07610101505009,9,2,,,,,,,,,,,,2
56724,07610101505009,10,2,,,,,,,,,,,,2
56725,07610101505009,11,2,,,,,,,,,,,,2
56726,07610101505009,12,2,,,,,,,,,,,,2
56727,07610101505009,13,2,,,,,,,,,,,,2
56728,07610101505009,14,2,,,,,,,,,,,,2
56729,07610101505009,15,2,,,,,,,,,,,,2
56730,07610101505009,16,2,,,,,,,,,,,,2
56731,07610101505009,17,2,,,,,,,,,,,,2
56732,07610101505009,18,2,,,,,,,,,,,,2
56733,07610101505009,19,2,,,,,,,,,,,,2
56734,07610101505015,1,2,,,,,,,,,,,,1
56735,07610101505015,2,1,,1.0,,1.0,,,2.0,12.0,8.0,12.0,240.0,1
56736,07610101505015,3,2,,,,,,,,,,,,1
56737,07610101505015,4,2,,,,,,,,,,,,1
56738,07610101505015,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,1
56739,07610101505015,6,1,1.0,,,,,,0.0,-88.0,0.0,-88.0,,1
56740,07610101505015,7,2,,,,,,,,,,,,1
56741,07610101505015,8,2,,,,,,,,,,,,1
56742,07610101505015,9,2,,,,,,,,,,,,1
56743,07610101505015,10,2,,,,,,,,,,,,1
56744,07610101505015,11,2,,,,,,,,,,,,1
56745,07610101505015,12,2,,,,,,,,,,,,1
56746,07610101505015,13,2,,,,,,,,,,,,1
56747,07610101505015,14,1,1.0,,,,,,0.0,-88.0,0.0,-88.0,,1
56748,07610101505015,15,2,,,,,,,,,,,,1
56749,07610101505015,16,2,,,,,,,,,,,,1
56750,07610101505015,17,2,,,,,,,,,,,,1
56751,07610101505015,18,2,,,,,,,,,,,,1
56752,07610101505015,19,2,,,,,,,,,,,,1
56753,07610101505024,1,2,,,,,,,,,,,,1
56754,07610101505024,2,1,,1.0,,1.0,,,2.0,12.0,8.0,12.0,240.0,1
56755,07610101505024,3,2,,,,,,,,,,,,1
56756,07610101505024,4,2,,,,,,,,,,,,1
56757,07610101505024,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,1
56758,07610101505024,6,2,,,,,,,,,,,,1
56759,07610101505024,7,2,,,,,,,,,,,,1
56760,07610101505024,8,2,,,,,,,,,,,,1
56761,07610101505024,9,2,,,,,,,,,,,,1
56762,07610101505024,10,2,,,,,,,,,,,,1
56763,07610101505024,11,2,,,,,,,,,,,,1
56764,07610101505024,12,2,,,,,,,,,,,,1
56765,07610101505024,13,2,,,,,,,,,,,,1
56766,07610101505024,14,1,1.0,,,,,,0.0,-88.0,0.0,-88.0,,1
56767,07610101505024,15,2,,,,,,,,,,,,1
56768,07610101505024,16,2,,,,,,,,,,,,1
56769,07610101505024,17,2,,,,,,,,,,,,1
56770,07610101505024,18,2,,,,,,,,,,,,1
56771,07610101505024,19,2,,,,,,,,,,,,1
56772,07610101505033,1,2,,,,,,,,,,,,1
56773,07610101505033,2,1,,1.0,,1.0,,,2.0,12.0,8.0,12.0,320.0,1
56774,07610101505033,3,2,,,,,,,,,,,,1
56775,07610101505033,4,2,,,,,,,,,,,,1
56776,07610101505033,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,1
56777,07610101505033,6,2,,,,,,,,,,,,1
56778,07610101505033,7,2,,,,,,,,,,,,1
56779,07610101505033,8,2,,,,,,,,,,,,1
56780,07610101505033,9,2,,,,,,,,,,,,1
56781,07610101505033,10,1,,1.0,,1.0,,,0.0,-88.0,0.0,-88.0,,1
56782,07610101505033,11,2,,,,,,,,,,,,1
56783,07610101505033,12,2,,,,,,,,,,,,1
56784,07610101505033,13,2,,,,,,,,,,,,1
56785,07610101505033,14,1,1.0,,,,,,27.0,15.0,,,45.0,1
56786,07610101505033,15,2,,,,,,,,,,,,1
56787,07610101505033,16,2,,,,,,,,,,,,1
56788,07610101505033,17,2,,,,,,,,,,,,1
56789,07610101505033,18,2,,,,,,,,,,,,1
56790,07610101505033,19,2,,,,,,,,,,,,1
56791,07610101505042,1,2,,,,,,,,,,,,1
56792,07610101505042,2,1,,1.0,,1.0,,,3.0,12.0,12.0,12.0,480.0,1
56793,07610101505042,3,2,,,,,,,,,,,,1
56794,07610101505042,4,2,,,,,,,,,,,,1
56795,07610101505042,5,1,1.0,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,1
56796,07610101505042,6,2,,,,,,,,,,,,1
56797,07610101505042,7,2,,,,,,,,,,,,1
56798,07610101505042,8,2,,,,,,,,,,,,1
56799,07610101505042,9,2,,,,,,,,,,,,1
56800,07610101505042,10,2,,,,,,,,,,,,1
56801,07610101505042,11,2,,,,,,,,,,,,1
56802,07610101505042,12,2,,,,,,,,,,,,1
56803,07610101505042,13,2,,,,,,,,,,,,1
56804,07610101505042,14,1,1.0,,,,,,26.0,15.0,,,40.0,1
56805,07610101505042,15,2,,,,,,,,,,,,1
56806,07610101505042,16,2,,,,,,,,,,,,1
56807,07610101505042,17,2,,,,,,,,,,,,1
56808,07610101505042,18,2,,,,,,,,,,,,1
56809,07610101505042,19,2,,,,,,,,,,,,1
56810,07610101505051,1,2,,,,,,,,,,,,1
56811,07610101505051,2,1,,1.0,,1.0,,,3.0,12.0,12.0,12.0,480.0,1
56812,07610101505051,3,2,,,,,,,,,,,,1
56813,07610101505051,4,2,,,,,,,,,,,,1
56814,07610101505051,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,1
56815,07610101505051,6,2,,,,,,,,,,,,1
56816,07610101505051,7,2,,,,,,,,,,,,1
56817,07610101505051,8,2,,,,,,,,,,,,1
56818,07610101505051,9,2,,,,,,,,,,,,1
56819,07610101505051,10,2,,,,,,,,,,,,1
56820,07610101505051,11,2,,,,,,,,,,,,1
56821,07610101505051,12,2,,,,,,,,,,,,1
56822,07610101505051,13,2,,,,,,,,,,,,1
56823,07610101505051,14,1,1.0,,,,,,28.0,15.0,,,48.0,1
56824,07610101505051,15,2,,,,,,,,,,,,1
56825,07610101505051,16,2,,,,,,,,,,,,1
56826,07610101505051,17,2,,,,,,,,,,,,1
56827,07610101505051,18,2,,,,,,,,,,,,1
56828,07610101505051,19,2,,,,,,,,,,,,1
56829,07610101505058,1,2,,,,,,,,,,,,2
56830,07610101505058,2,2,,,,,,,,,,,,2
56831,07610101505058,3,1,,1.0,,1.0,,,1.0,12.0,4.0,12.0,240.0,2
56832,07610101505058,4,2,,,,,,,,,,,,2
56833,07610101505058,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
56834,07610101505058,6,1,1.0,,,,,,250.0,16.0,1.0,7.0,30.0,2
56835,07610101505058,7,2,,,,,,,,,,,,2
56836,07610101505058,8,2,,,,,,,,,,,,2
56837,07610101505058,9,2,,,,,,,,,,,,2
56838,07610101505058,10,2,,,,,,,,,,,,2
56839,07610101505058,11,2,,,,,,,,,,,,2
56840,07610101505058,12,2,,,,,,,,,,,,2
56841,07610101505058,13,2,,,,,,,,,,,,2
56842,07610101505058,14,2,,,,,,,,,,,,2
56843,07610101505058,15,2,,,,,,,,,,,,2
56844,07610101505058,16,2,,,,,,,,,,,,2
56845,07610101505058,17,2,,,,,,,,,,,,2
56846,07610101505058,18,2,,,,,,,,,,,,2
56847,07610101505058,19,2,,,,,,,,,,,,2
56848,07610101505060,1,2,,,,,,,,,,,,1
56849,07610101505060,2,1,,1.0,,1.0,,,3.0,12.0,12.0,12.0,480.0,1
56850,07610101505060,3,2,,,,,,,,,,,,1
56851,07610101505060,4,2,,,,,,,,,,,,1
56852,07610101505060,5,1,1.0,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,1
56853,07610101505060,6,2,,,,,,,,,,,,1
56854,07610101505060,7,2,,,,,,,,,,,,1
56855,07610101505060,8,2,,,,,,,,,,,,1
56856,07610101505060,9,2,,,,,,,,,,,,1
56857,07610101505060,10,2,,,,,,,,,,,,1
56858,07610101505060,11,2,,,,,,,,,,,,1
56859,07610101505060,12,2,,,,,,,,,,,,1
56860,07610101505060,13,2,,,,,,,,,,,,1
56861,07610101505060,14,1,1.0,,,,,,44.0,15.0,-88.0,15.0,34.0,1
56862,07610101505060,15,2,,,,,,,,,,,,1
56863,07610101505060,16,2,,,,,,,,,,,,1
56864,07610101505060,17,2,,,,,,,,,,,,1
56865,07610101505060,18,2,,,,,,,,,,,,1
56866,07610101505060,19,2,,,,,,,,,,,,1
56867,07610101505069,1,2,,,,,,,,,,,,1
56868,07610101505069,2,1,,1.0,,1.0,,,1.0,11.0,4.0,11.0,40.0,1
56869,07610101505069,3,2,,,,,,,,,,,,1
56870,07610101505069,4,2,,,,,,,,,,,,1
56871,07610101505069,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,1
56872,07610101505069,6,1,,1.0,,1.0,,,750.0,16.0,3.0,7.0,45.0,1
56873,07610101505069,7,2,,,,,,,,,,,,1
56874,07610101505069,8,2,,,,,,,,,,,,1
56875,07610101505069,9,2,,,,,,,,,,,,1
56876,07610101505069,10,2,,,,,,,,,,,,1
56877,07610101505069,11,2,,,,,,,,,,,,1
56878,07610101505069,12,2,,,,,,,,,,,,1
56879,07610101505069,13,2,,,,,,,,,,,,1
56880,07610101505069,14,1,1.0,,,,,,13.0,15.0,51.0,15.0,20.0,1
56881,07610101505069,15,2,,,,,,,,,,,,1
56882,07610101505069,16,2,,,,,,,,,,,,1
56883,07610101505069,17,2,,,,,,,,,,,,1
56884,07610101505069,18,2,,,,,,,,,,,,1
56885,07610101505069,19,2,,,,,,,,,,,,1
56886,07610101505078,1,2,,,,,,,,,,,,1
56887,07610101505078,2,1,,1.0,,,,,1.0,12.0,4.0,12.0,160.0,1
56888,07610101505078,3,2,,,,,,,,,,,,1
56889,07610101505078,4,2,,,,,,,,,,,,1
56890,07610101505078,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,1
56891,07610101505078,6,2,,,,,,,,,,,,1
56892,07610101505078,7,2,,,,,,,,,,,,1
56893,07610101505078,8,2,,,,,,,,,,,,1
56894,07610101505078,9,2,,,,,,,,,,,,1
56895,07610101505078,10,1,,1.0,,1.0,,,0.0,-88.0,1.0,4.0,30.0,1
56896,07610101505078,11,2,,,,,,,,,,,,1
56897,07610101505078,12,2,,,,,,,,,,,,1
56898,07610101505078,13,2,,,,,,,,,,,,1
56899,07610101505078,14,1,1.0,,,,,,7.0,15.0,26.0,15.0,10.0,1
56900,07610101505078,15,2,,,,,,,,,,,,1
56901,07610101505078,16,2,,,,,,,,,,,,1
56902,07610101505078,17,2,,,,,,,,,,,,1
56903,07610101505078,18,2,,,,,,,,,,,,1
56904,07610101505078,19,2,,,,,,,,,,,,1
56905,07610101505107,1,2,,,,,,,,,,,,2
56906,07610101505107,2,2,,,,,,,,,,,,2
56907,07610101505107,3,1,,1.0,,1.0,,,1.0,12.0,4.0,12.0,200.0,2
56908,07610101505107,4,2,,,,,,,,,,,,2
56909,07610101505107,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
56910,07610101505107,6,1,1.0,,,,,,250.0,16.0,1.0,7.0,24.0,2
56911,07610101505107,7,2,,,,,,,,,,,,2
56912,07610101505107,8,2,,,,,,,,,,,,2
56913,07610101505107,9,2,,,,,,,,,,,,2
56914,07610101505107,10,2,,,,,,,,,,,,2
56915,07610101505107,11,2,,,,,,,,,,,,2
56916,07610101505107,12,2,,,,,,,,,,,,2
56917,07610101505107,13,2,,,,,,,,,,,,2
56918,07610101505107,14,2,,,,,,,,,,,,2
56919,07610101505107,15,2,,,,,,,,,,,,2
56920,07610101505107,16,2,,,,,,,,,,,,2
56921,07610101505107,17,2,,,,,,,,,,,,2
56922,07610101505107,18,2,,,,,,,,,,,,2
56923,07610101505107,19,2,,,,,,,,,,,,2
56924,07610101604003,1,2,,,,,,,,,,,,2
56925,07610101604003,2,2,,,,,,,,,,,,2
56926,07610101604003,3,1,,1.0,,1.0,,,1.0,12.0,4.0,12.0,200.0,2
56927,07610101604003,4,2,,,,,,,,,,,,2
56928,07610101604003,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
56929,07610101604003,6,2,,,,,,,,,,,,2
56930,07610101604003,7,2,,,,,,,,,,,,2
56931,07610101604003,8,2,,,,,,,,,,,,2
56932,07610101604003,9,2,,,,,,,,,,,,2
56933,07610101604003,10,2,,,,,,,,,,,,2
56934,07610101604003,11,2,,,,,,,,,,,,2
56935,07610101604003,12,2,,,,,,,,,,,,2
56936,07610101604003,13,2,,,,,,,,,,,,2
56937,07610101604003,14,2,,,,,,,,,,,,2
56938,07610101604003,15,2,,,,,,,,,,,,2
56939,07610101604003,16,2,,,,,,,,,,,,2
56940,07610101604003,17,2,,,,,,,,,,,,2
56941,07610101604003,18,2,,,,,,,,,,,,2
56942,07610101604003,19,2,,,,,,,,,,,,2
56943,07610101604024,1,2,,,,,,,,,,,,2
56944,07610101604024,2,2,,,,,,,,,,,,2
56945,07610101604024,3,1,,1.0,,1.0,,,2.0,12.0,7.0,12.0,300.0,2
56946,07610101604024,4,2,,,,,,,,,,,,2
56947,07610101604024,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
56948,07610101604024,6,2,,,,,,,,,,,,2
56949,07610101604024,7,2,,,,,,,,,,,,2
56950,07610101604024,8,2,,,,,,,,,,,,2
56951,07610101604024,9,2,,,,,,,,,,,,2
56952,07610101604024,10,2,,,,,,,,,,,,2
56953,07610101604024,11,2,,,,,,,,,,,,2
56954,07610101604024,12,2,,,,,,,,,,,,2
56955,07610101604024,13,2,,,,,,,,,,,,2
56956,07610101604024,14,2,,,,,,,,,,,,2
56957,07610101604024,15,2,,,,,,,,,,,,2
56958,07610101604024,16,2,,,,,,,,,,,,2
56959,07610101604024,17,2,,,,,,,,,,,,2
56960,07610101604024,18,2,,,,,,,,,,,,2
56961,07610101604024,19,2,,,,,,,,,,,,2
56962,07610101604045,1,2,,,,,,,,,,,,2
56963,07610101604045,2,2,,,,,,,,,,,,2
56964,07610101604045,3,1,,1.0,,1.0,,,1.0,12.0,4.0,12.0,200.0,2
56965,07610101604045,4,2,,,,,,,,,,,,2
56966,07610101604045,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
56967,07610101604045,6,2,,,,,,,,,,,,2
56968,07610101604045,7,2,,,,,,,,,,,,2
56969,07610101604045,8,2,,,,,,,,,,,,2
56970,07610101604045,9,2,,,,,,,,,,,,2
56971,07610101604045,10,2,,,,,,,,,,,,2
56972,07610101604045,11,2,,,,,,,,,,,,2
56973,07610101604045,12,2,,,,,,,,,,,,2
56974,07610101604045,13,2,,,,,,,,,,,,2
56975,07610101604045,14,2,,,,,,,,,,,,2
56976,07610101604045,15,2,,,,,,,,,,,,2
56977,07610101604045,16,2,,,,,,,,,,,,2
56978,07610101604045,17,2,,,,,,,,,,,,2
56979,07610101604045,18,2,,,,,,,,,,,,2
56980,07610101604045,19,2,,,,,,,,,,,,2
56981,07610101604066,1,2,,,,,,,,,,,,2
56982,07610101604066,2,2,,,,,,,,,,,,2
56983,07610101604066,3,1,,1.0,1.0,1.0,,,1.0,12.0,4.0,12.0,80.0,2
56984,07610101604066,4,2,,,,,,,,,,,,2
56985,07610101604066,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
56986,07610101604066,6,2,,,,,,,,,,,,2
56987,07610101604066,7,2,,,,,,,,,,,,2
56988,07610101604066,8,2,,,,,,,,,,,,2
56989,07610101604066,9,2,,,,,,,,,,,,2
56990,07610101604066,10,2,,,,,,,,,,,,2
56991,07610101604066,11,2,,,,,,,,,,,,2
56992,07610101604066,12,2,,,,,,,,,,,,2
56993,07610101604066,13,2,,,,,,,,,,,,2
56994,07610101604066,14,2,,,,,,,,,,,,2
56995,07610101604066,15,2,,,,,,,,,,,,2
56996,07610101604066,16,2,,,,,,,,,,,,2
56997,07610101604066,17,2,,,,,,,,,,,,2
56998,07610101604066,18,2,,,,,,,,,,,,2
56999,07610101604066,19,2,,,,,,,,,,,,2
57000,07610101604087,1,2,,,,,,,,,,,,2
57001,07610101604087,2,2,,,,,,,,,,,,2
57002,07610101604087,3,1,,1.0,1.0,1.0,,,1.0,11.0,4.0,11.0,70.0,2
57003,07610101604087,4,2,,,,,,,,,,,,2
57004,07610101604087,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
57005,07610101604087,6,2,,,,,,,,,,,,2
57006,07610101604087,7,2,,,,,,,,,,,,2
57007,07610101604087,8,2,,,,,,,,,,,,2
57008,07610101604087,9,2,,,,,,,,,,,,2
57009,07610101604087,10,2,,,,,,,,,,,,2
57010,07610101604087,11,2,,,,,,,,,,,,2
57011,07610101604087,12,2,,,,,,,,,,,,2
57012,07610101604087,13,2,,,,,,,,,,,,2
57013,07610101604087,14,2,,,,,,,,,,,,2
57014,07610101604087,15,2,,,,,,,,,,,,2
57015,07610101604087,16,2,,,,,,,,,,,,2
57016,07610101604087,17,2,,,,,,,,,,,,2
57017,07610101604087,18,2,,,,,,,,,,,,2
57018,07610101604087,19,2,,,,,,,,,,,,2
57019,07610101604108,1,2,,,,,,,,,,,,2
57020,07610101604108,2,2,,,,,,,,,,,,2
57021,07610101604108,3,1,,1.0,1.0,1.0,,,1.0,11.0,2.0,11.0,30.0,2
57022,07610101604108,4,2,,,,,,,,,,,,2
57023,07610101604108,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
57024,07610101604108,6,2,,,,,,,,,,,,2
57025,07610101604108,7,2,,,,,,,,,,,,2
57026,07610101604108,8,2,,,,,,,,,,,,2
57027,07610101604108,9,2,,,,,,,,,,,,2
57028,07610101604108,10,2,,,,,,,,,,,,2
57029,07610101604108,11,2,,,,,,,,,,,,2
57030,07610101604108,12,2,,,,,,,,,,,,2
57031,07610101604108,13,2,,,,,,,,,,,,2
57032,07610101604108,14,2,,,,,,,,,,,,2
57033,07610101604108,15,2,,,,,,,,,,,,2
57034,07610101604108,16,2,,,,,,,,,,,,2
57035,07610101604108,17,2,,,,,,,,,,,,2
57036,07610101604108,18,2,,,,,,,,,,,,2
57037,07610101604108,19,2,,,,,,,,,,,,2
57038,07610101604129,1,2,,,,,,,,,,,,2
57039,07610101604129,2,2,,,,,,,,,,,,2
57040,07610101604129,3,1,,1.0,1.0,1.0,,,2.0,11.0,8.0,11.0,130.0,2
57041,07610101604129,4,2,,,,,,,,,,,,2
57042,07610101604129,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
57043,07610101604129,6,2,,,,,,,,,,,,2
57044,07610101604129,7,2,,,,,,,,,,,,2
57045,07610101604129,8,2,,,,,,,,,,,,2
57046,07610101604129,9,2,,,,,,,,,,,,2
57047,07610101604129,10,2,,,,,,,,,,,,2
57048,07610101604129,11,2,,,,,,,,,,,,2
57049,07610101604129,12,2,,,,,,,,,,,,2
57050,07610101604129,13,2,,,,,,,,,,,,2
57051,07610101604129,14,2,,,,,,,,,,,,2
57052,07610101604129,15,2,,,,,,,,,,,,2
57053,07610101604129,16,2,,,,,,,,,,,,2
57054,07610101604129,17,2,,,,,,,,,,,,2
57055,07610101604129,18,2,,,,,,,,,,,,2
57056,07610101604129,19,2,,,,,,,,,,,,2
57057,07610101604150,1,2,,,,,,,,,,,,2
57058,07610101604150,2,2,,,,,,,,,,,,2
57059,07610101604150,3,1,,1.0,1.0,1.0,,,1.0,12.0,4.0,12.0,60.0,2
57060,07610101604150,4,2,,,,,,,,,,,,2
57061,07610101604150,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
57062,07610101604150,6,1,1.0,,,,,,250.0,16.0,1.0,7.0,30.0,2
57063,07610101604150,7,2,,,,,,,,,,,,2
57064,07610101604150,8,2,,,,,,,,,,,,2
57065,07610101604150,9,2,,,,,,,,,,,,2
57066,07610101604150,10,2,,,,,,,,,,,,2
57067,07610101604150,11,2,,,,,,,,,,,,2
57068,07610101604150,12,2,,,,,,,,,,,,2
57069,07610101604150,13,2,,,,,,,,,,,,2
57070,07610101604150,14,2,,,,,,,,,,,,2
57071,07610101604150,15,2,,,,,,,,,,,,2
57072,07610101604150,16,2,,,,,,,,,,,,2
57073,07610101604150,17,2,,,,,,,,,,,,2
57074,07610101604150,18,2,,,,,,,,,,,,2
57075,07610101604150,19,2,,,,,,,,,,,,2
57076,07610101604171,1,2,,,,,,,,,,,,2
57077,07610101604171,2,2,,,,,,,,,,,,2
57078,07610101604171,3,1,,1.0,,1.0,,,2.0,12.0,9.0,12.0,270.0,2
57079,07610101604171,4,2,,,,,,,,,,,,2
57080,07610101604171,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
57081,07610101604171,6,2,,,,,,,,,,,,2
57082,07610101604171,7,2,,,,,,,,,,,,2
57083,07610101604171,8,2,,,,,,,,,,,,2
57084,07610101604171,9,2,,,,,,,,,,,,2
57085,07610101604171,10,2,,,,,,,,,,,,2
57086,07610101604171,11,2,,,,,,,,,,,,2
57087,07610101604171,12,2,,,,,,,,,,,,2
57088,07610101604171,13,2,,,,,,,,,,,,2
57089,07610101604171,14,2,,,,,,,,,,,,2
57090,07610101604171,15,2,,,,,,,,,,,,2
57091,07610101604171,16,2,,,,,,,,,,,,2
57092,07610101604171,17,2,,,,,,,,,,,,2
57093,07610101604171,18,2,,,,,,,,,,,,2
57094,07610101604171,19,2,,,,,,,,,,,,2
57095,07610101604192,1,2,,,,,,,,,,,,2
57096,07610101604192,2,2,,,,,,,,,,,,2
57097,07610101604192,3,1,,1.0,,1.0,,,2.0,12.0,7.0,12.0,210.0,2
57098,07610101604192,4,2,,,,,,,,,,,,2
57099,07610101604192,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
57100,07610101604192,6,2,,,,,,,,,,,,2
57101,07610101604192,7,2,,,,,,,,,,,,2
57102,07610101604192,8,2,,,,,,,,,,,,2
57103,07610101604192,9,2,,,,,,,,,,,,2
57104,07610101604192,10,2,,,,,,,,,,,,2
57105,07610101604192,11,2,,,,,,,,,,,,2
57106,07610101604192,12,2,,,,,,,,,,,,2
57107,07610101604192,13,2,,,,,,,,,,,,2
57108,07610101604192,14,2,,,,,,,,,,,,2
57109,07610101604192,15,2,,,,,,,,,,,,2
57110,07610101604192,16,2,,,,,,,,,,,,2
57111,07610101604192,17,2,,,,,,,,,,,,2
57112,07610101604192,18,2,,,,,,,,,,,,2
57113,07610101604192,19,2,,,,,,,,,,,,2
57114,07610101604213,1,2,,,,,,,,,,,,2
57115,07610101604213,2,2,,,,,,,,,,,,2
57116,07610101604213,3,1,,1.0,,1.0,,,1.0,12.0,4.0,12.0,160.0,2
57117,07610101604213,4,2,,,,,,,,,,,,2
57118,07610101604213,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
57119,07610101604213,6,2,,,,,,,,,,,,2
57120,07610101604213,7,2,,,,,,,,,,,,2
57121,07610101604213,8,2,,,,,,,,,,,,2
57122,07610101604213,9,2,,,,,,,,,,,,2
57123,07610101604213,10,2,,,,,,,,,,,,2
57124,07610101604213,11,2,,,,,,,,,,,,2
57125,07610101604213,12,2,,,,,,,,,,,,2
57126,07610101604213,13,2,,,,,,,,,,,,2
57127,07610101604213,14,2,,,,,,,,,,,,2
57128,07610101604213,15,2,,,,,,,,,,,,2
57129,07610101604213,16,2,,,,,,,,,,,,2
57130,07610101604213,17,2,,,,,,,,,,,,2
57131,07610101604213,18,2,,,,,,,,,,,,2
57132,07610101604213,19,2,,,,,,,,,,,,2
57133,07610101604234,1,2,,,,,,,,,,,,2
57134,07610101604234,2,2,,,,,,,,,,,,2
57135,07610101604234,3,1,1.0,1.0,1.0,1.0,,,1.0,11.0,4.0,11.0,60.0,2
57136,07610101604234,4,2,,,,,,,,,,,,2
57137,07610101604234,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
57138,07610101604234,6,2,,,,,,,,,,,,2
57139,07610101604234,7,2,,,,,,,,,,,,2
57140,07610101604234,8,2,,,,,,,,,,,,2
57141,07610101604234,9,2,,,,,,,,,,,,2
57142,07610101604234,10,2,,,,,,,,,,,,2
57143,07610101604234,11,2,,,,,,,,,,,,2
57144,07610101604234,12,2,,,,,,,,,,,,2
57145,07610101604234,13,2,,,,,,,,,,,,2
57146,07610101604234,14,2,,,,,,,,,,,,2
57147,07610101604234,15,2,,,,,,,,,,,,2
57148,07610101604234,16,2,,,,,,,,,,,,2
57149,07610101604234,17,2,,,,,,,,,,,,2
57150,07610101604234,18,2,,,,,,,,,,,,2
57151,07610101604234,19,2,,,,,,,,,,,,2
57152,07620300101001,1,2,,,,,,,,,,,,2
57153,07620300101001,2,1,,1.0,,,,,3.0,12.0,4.0,3.0,120.0,2
57154,07620300101001,3,1,,1.0,,,,,2.0,11.0,0.0,-88.0,,2
57155,07620300101001,4,1,,1.0,,,,,3.0,8.0,1.0,5.0,50.0,2
57156,07620300101001,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
57157,07620300101001,6,2,,,,,,,,,,,,2
57158,07620300101001,7,2,,,,,,,,,,,,2
57159,07620300101001,8,2,,,,,,,,,,,,2
57160,07620300101001,9,2,,,,,,,,,,,,2
57161,07620300101001,10,2,,,,,,,,,,,,2
57162,07620300101001,11,2,,,,,,,,,,,,2
57163,07620300101001,12,2,,,,,,,,,,,,2
57164,07620300101001,13,2,,,,,,,,,,,,2
57165,07620300101001,14,2,,,,,,,,,,,,2
57166,07620300101001,15,2,,,,,,,,,,,,2
57167,07620300101001,16,2,,,,,,,,,,,,2
57168,07620300101001,17,2,,,,,,,,,,,,2
57169,07620300101001,18,2,,,,,,,,,,,,2
57170,07620300101001,19,2,,,,,,,,,,,,2
57171,07620300101002,1,2,,,,,,,,,,,,1
57172,07620300101002,2,2,,,,,,,,,,,,1
57173,07620300101002,3,2,,,,,,,,,,,,1
57174,07620300101002,4,1,,1.0,,,,,2.0,8.0,10.0,8.0,30.0,1
57175,07620300101002,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,1
57176,07620300101002,6,2,,,,,,,,,,,,1
57177,07620300101002,7,2,,,,,,,,,,,,1
57178,07620300101002,8,2,,,,,,,,,,,,1
57179,07620300101002,9,2,,,,,,,,,,,,1
57180,07620300101002,10,2,,,,,,,,,,,,1
57181,07620300101002,11,2,,,,,,,,,,,,1
57182,07620300101002,12,2,,,,,,,,,,,,1
57183,07620300101002,13,2,,,,,,,,,,,,1
57184,07620300101002,14,1,1.0,,,,,,6.0,15.0,26.0,15.0,10.0,1
57185,07620300101002,15,2,,,,,,,,,,,,1
57186,07620300101002,16,2,,,,,,,,,,,,1
57187,07620300101002,17,2,,,,,,,,,,,,1
57188,07620300101002,18,2,,,,,,,,,,,,1
57189,07620300101002,19,2,,,,,,,,,,,,1
57190,07620300101004,1,2,,,,,,,,,,,,2
57191,07620300101004,2,1,,1.0,,,,,3.0,12.0,2.0,3.0,60.0,2
57192,07620300101004,3,1,,1.0,,,,,2.0,11.0,1.0,12.0,0.0,2
57193,07620300101004,4,2,,,,,,,,,,,,2
57194,07620300101004,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
57195,07620300101004,6,2,,,,,,,,,,,,2
57196,07620300101004,7,2,,,,,,,,,,,,2
57197,07620300101004,8,2,,,,,,,,,,,,2
57198,07620300101004,9,2,,,,,,,,,,,,2
57199,07620300101004,10,2,,,,,,,,,,,,2
57200,07620300101004,11,2,,,,,,,,,,,,2
57201,07620300101004,12,2,,,,,,,,,,,,2
57202,07620300101004,13,2,,,,,,,,,,,,2
57203,07620300101004,14,2,,,,,,,,,,,,2
