,CommunityID,HI_1,HI_2,HI_3,HI_4,HI_5,HI_6,a8,B1,B3,B4,B5_a,B5_b,B6,B7
439,03141700416,3,14,17,4,16,1,3,1,2,27,1,,8,16
440,03141202605,3,14,12,26,5,2,2,2,1,50,1,,50,7
441,03141202605,3,14,12,26,5,2,2,3,1,25,5,,25,16
442,03141202605,3,14,12,26,5,2,2,4,2,26,8,,3,15
443,03141202605,3,14,12,26,5,2,2,1,1,40,13,,2,15
444,03141001902,3,14,10,19,2,2,19,2,1,38,1,,38,8
445,03141001902,3,14,10,19,2,2,19,4,1,39,2,,39,7
446,03141001902,3,14,10,19,2,2,19,5,2,30,3,,30,5
447,03141001902,3,14,10,19,2,2,19,3,1,24,5,,8,16
448,03141001902,3,14,10,19,2,2,19,1,1,24,7,,6,14
449,03141000205,3,14,10,2,5,2,18,1,1,42,1,,42,10
450,03141000205,3,14,10,2,5,2,18,2,1,48,3,,48,4
451,03141000205,3,14,10,2,5,2,18,3,2,35,8,,6,14
452,03141000205,3,14,10,2,5,2,18,5,1,42,9,,42,0
453,03141000205,3,14,10,2,5,2,18,4,1,60,10,,60,19
454,03140901602,3,14,9,16,2,2,21,2,1,40,1,,40,5
455,03140901602,3,14,9,16,2,2,21,4,2,40,3,,40,0
456,03140901602,3,14,9,16,2,2,21,1,1,58,5,,4,14
457,03140901602,3,14,9,16,2,2,21,5,1,60,10,,60,19
458,03140901602,3,14,9,16,2,2,21,3,1,42,17,2.0,42,10
459,03140400104,3,14,4,1,4,1,1,1,1,54,1,,54,12
460,03131000101,3,13,10,1,1,1,1,1,1,28,1,,16,14
461,03130803001,3,13,8,30,1,2,20,1,1,60,1,,60,8
462,03130401201,3,13,4,12,1,2,17,1,1,27,1,,6,14
463,03130401201,3,13,4,12,1,2,17,2,1,25,7,,2,14
464,03130401201,3,13,4,12,1,2,17,3,1,64,10,,64,19
465,03130202504,3,13,2,25,4,2,16,1,1,41,1,,41,10
466,03130200801,3,13,2,8,1,2,15,1,1,43,1,,43,10
467,03130200801,3,13,2,8,1,2,15,2,1,38,2,3.0,38,4
468,03130200801,3,13,2,8,1,2,15,5,1,32,7,,8,16
469,03130200801,3,13,2,8,1,2,15,3,1,42,10,,42,19
470,03130200801,3,13,2,8,1,2,15,4,1,38,17,3.0,38,0
471,03121000302,3,12,10,3,2,1,2,1,2,33,1,,33,13
472,03121000302,3,12,10,3,2,1,1,1,1,38,1,,5,16
473,03120302401,3,12,3,24,1,2,20,3,1,32,1,2.0,4,11
474,03120302401,3,12,3,24,1,2,20,4,1,26,5,6.0,2,16
475,03120302401,3,12,3,24,1,2,20,2,1,27,7,,3,16
476,03120302401,3,12,3,24,1,2,20,1,2,25,8,,1,16
477,03120302401,3,12,3,24,1,2,20,5,1,35,10,2.0,35,9
478,03120300709,3,12,3,7,9,2,19,2,1,29,1,2.0,29,9
479,03120300709,3,12,3,7,9,2,19,1,1,26,5,6.0,3,16
480,03120300709,3,12,3,7,9,2,19,3,1,26,7,,3,16
481,03120300709,3,12,3,7,9,2,19,5,2,25,8,,2,16
482,03120300709,3,12,3,7,9,2,19,4,1,39,10,2.0,39,8
483,03120200303,3,12,2,3,3,1,1,1,1,45,1,,15,15
484,03120102608,3,12,1,26,8,2,18,1,1,33,1,2.0,33,9
485,03120102608,3,12,1,26,8,2,18,5,2,24,5,6.0,5,16
486,03120102608,3,12,1,26,8,2,18,2,1,24,7,,5,16
487,03120102608,3,12,1,26,8,2,18,3,2,23,8,,3,16
488,03120102608,3,12,1,26,8,2,18,4,1,44,10,2.0,44,7
489,03112101007,3,11,21,10,7,2,17,1,1,36,1,2.0,35,9
490,03112101007,3,11,21,10,7,2,17,3,1,27,5,6.0,5,16
491,03112101007,3,11,21,10,7,2,17,2,2,23,7,,3,16
492,03111802013,3,11,18,20,13,1,5,1,1,41,1,,4,15
493,03111802013,3,11,18,20,13,1,1,1,1,45,1,,8,16
494,03111800604,3,11,18,6,4,1,1,1,1,29,1,,11,16
495,03111700101,3,11,17,1,1,1,1,1,1,34,1,,10,16
496,03110800701,3,11,8,7,1,2,16,1,1,38,1,2.0,38,7
497,03110800701,3,11,8,7,1,2,16,2,1,32,7,,1,16
498,03110800110,3,11,8,1,10,1,6,1,1,39,1,,39,9
499,03110301501,3,11,3,15,1,2,14,1,1,40,1,2.0,30,9
500,03110301501,3,11,3,15,1,2,14,2,2,28,8,,6,16
501,03110300605,3,11,3,6,5,2,15,2,1,28,5,6.0,3,16
502,03110300605,3,11,3,6,5,2,15,1,2,26,8,,3,14
503,02100200904,2,10,2,9,4,2,5,1,1,28,1,,28,12
504,02100200904,2,10,2,9,4,2,5,2,1,28,5,,3,14
505,02100200904,2,10,2,9,4,2,5,3,1,36,10,,36,19
506,02100100501,2,10,1,5,1,2,7,1,1,38,1,,38,0
507,02100100501,2,10,1,5,1,2,7,2,1,29,5,,5,16
508,02100100501,2,10,1,5,1,2,7,3,1,32,8,,32,10
509,02100100401,2,10,1,4,1,2,6,1,1,60,1,,60,0
510,02100100401,2,10,1,4,1,2,6,2,1,32,5,,5,14
511,02100100401,2,10,1,4,1,2,6,3,1,35,10,,35,13
512,02100100401,2,10,1,4,1,2,6,4,1,32,15,3.0,32,14
513,02090200123,2,9,2,1,23,1,1,1,1,35,5,,10,14
514,02090100104,2,9,1,1,4,1,1,1,1,32,1,,20,14
515,02080300404,2,8,3,4,4,2,8,1,1,35,1,,22,4
516,02080300102,2,8,3,1,2,2,9,1,1,50,2,,50,19
517,02070501302,2,7,5,13,2,2,4,1,1,56,1,,56,10
518,02070501302,2,7,5,13,2,2,4,2,1,25,6,,25,16
519,02070501302,2,7,5,13,2,2,4,3,1,30,8,,30,16
520,02070501103,2,7,5,11,3,2,3,1,1,32,1,,32,10
521,02070501103,2,7,5,11,3,2,3,2,1,35,5,,35,10
522,02070501103,2,7,5,11,3,2,3,3,1,32,8,,5,16
523,02070501103,2,7,5,11,3,2,3,4,1,31,15,3.0,31,10
524,02070300104,2,7,3,1,4,1,1,1,2,34,2,,19,14
525,02070200101,2,7,2,1,1,1,1,1,1,34,3,,30,10
526,02070101901,2,7,1,19,1,2,2,1,1,55,1,,55,0
527,02070101901,2,7,1,19,1,2,2,3,1,30,1,,30,14
528,02070101901,2,7,1,19,1,2,2,2,1,33,2,,33,19
529,02070101804,2,7,1,18,4,2,1,1,1,60,1,,60,0
530,02070101804,2,7,1,18,4,2,1,3,1,28,5,,28,14
531,02070101804,2,7,1,18,4,2,1,4,1,45,10,,45,19
532,02070101804,2,7,1,18,4,2,1,2,1,32,15,3.0,32,10
533,01060100317,1,6,1,3,17,1,1,1,1,30,2,,8,16
534,01050101108,1,5,1,11,8,2,1,1,1,49,10,3.0,49,0
535,01050100110,1,5,1,1,10,1,1,1,1,38,2,,25,14
536,01041100201,1,4,11,2,1,1,1,2,1,36,6,,25,14
537,01041100201,1,4,11,2,1,1,1,1,1,30,7,6.0,8,16
538,01030800402,1,3,8,4,2,1,1,1,1,41,2,,30,10
539,01030800402,1,3,8,4,2,1,1,2,1,32,2,,32,15
540,01030600403,1,3,6,4,3,2,10,1,1,45,1,,45,5
541,01030600403,1,3,6,4,3,2,10,3,1,38,3,,38,8
542,01030600403,1,3,6,4,3,2,10,5,2,50,3,,50,6
543,01030600403,1,3,6,4,3,2,10,4,1,72,4,,72,5
544,01030600403,1,3,6,4,3,2,10,2,1,70,10,,70,19
545,01030300103,1,3,3,1,3,1,1,1,1,35,2,,5,14
546,01030300103,1,3,3,1,3,1,1,2,1,28,6,,3,14
547,01021200418,1,2,12,4,18,1,1,1,2,33,8,,1,14
548,01020901705,1,2,9,17,5,2,11,1,1,55,1,,55,9
549,01020901705,1,2,9,17,5,2,11,2,1,58,3,,58,3
550,01020901705,1,2,9,17,5,2,11,4,1,67,4,,67,0
551,01020901705,1,2,9,17,5,2,11,5,1,25,7,,2,14
552,01020901705,1,2,9,17,5,2,11,3,1,40,10,,40,19
553,01020801604,1,2,8,16,4,2,12,1,1,79,4,,79,0
554,01020600113,1,2,6,1,13,1,1,1,1,29,1,,16,16
555,01010400804,1,1,4,8,4,2,1,1,1,51,1,,20,5
556,01010400404,1,1,4,4,4,2,1,1,1,36,6,,3,16
557,01010301101,1,1,3,11,1,2,1,3,1,35,2,,12,14
558,01010301101,1,1,3,11,1,2,1,1,1,54,3,2.0,54,5
559,01010301101,1,1,3,11,1,2,1,2,1,31,3,,31,13
560,01010200116,1,1,2,1,16,1,1,1,1,45,15,,26,16
