,HHID,I35,I36_1,I36_2,HI_1o
541,03120302401044,1.0,0.0,0.0,07:04:44
542,03120302401061,1.0,0.0,0.0,08:51:14
543,03120302401078,1.0,0.0,0.0,03:50:23
544,03120302401095,1.0,0.0,0.0,05:22:36
545,03120302401112,1.0,0.0,0.0,06:33:53
546,03120302401129,1.0,0.0,0.0,07:53:36
547,03120302401146,,0.0,0.0,16:42:29
548,03120302401163,,0.0,0.0,08:53:46
549,03120302401180,,0.0,0.0,12:11:57
550,03120302401197,,0.0,0.0,07:33:07
551,03121000302003,5.0,130.0,0.0,15:31:25
552,03121000302013,5.0,130.0,0.0,23:20:23
553,03121000302023,5.0,100.0,130.0,16:45:39
554,03121000302033,,0.0,0.0,21:36:43
555,03121000302043,5.0,70.0,40.0,21:00:57
556,03121000302053,5.0,120.0,120.0,15:10:13
557,03121000302063,,0.0,0.0,18:53:47
558,03121000302073,,0.0,0.0,16:42:01
559,03121000302083,5.0,100.0,100.0,21:52:42
560,03121000302093,5.0,60.0,60.0,15:36:45
561,03121000302103,,0.0,0.0,16:32:58
562,03121000302113,5.0,150.0,0.0,21:04:45
563,03130200801006,1.0,80.0,60.0,05:50:40
564,03130200801017,1.0,70.0,50.0,04:07:37
565,03130200801026,1.0,70.0,65.0,07:56:18
566,03130200801042,1.0,100.0,80.0,10:42:57
567,03130200801063,,0.0,0.0,03:15:14
568,03130200801080,,480.0,0.0,04:45:14
569,03130200801100,,120.0,0.0,06:09:05
570,03130200801109,,0.0,0.0,09:50:27
571,03130200801119,3.0,120.0,0.0,10:11:31
572,03130200801142,5.0,120.0,0.0,11:55:13
573,03130200801169,5.0,120.0,0.0,17:39:28
574,03130200801174,5.0,120.0,146.0,15:03:26
575,03130202504009,1.0,0.0,0.0,09:10:37
576,03130202504029,2.0,0.0,0.0,11:10:57
577,03130202504049,3.0,0.0,0.0,15:19:15
578,03130202504069,1.0,0.0,0.0,16:55:39
579,03130202504089,,0.0,0.0,02:55:43
580,03130202504109,,0.0,0.0,04:32:06
581,03130202504129,,0.0,0.0,06:11:39
582,03130202504149,,0.0,0.0,09:46:18
583,03130202504169,1.0,80.0,0.0,04:06:35
584,03130202504189,1.0,75.0,0.0,05:48:25
585,03130202504209,1.0,80.0,0.0,07:55:08
586,03130202504229,1.0,100.0,50.0,10:38:10
587,03130401201010,1.0,0.0,0.0,09:38:34
588,03130401201028,5.0,120.0,0.0,11:32:32
589,03130401201046,2.0,0.0,0.0,15:33:44
590,03130401201064,,0.0,0.0,03:09:47
591,03130401201082,,0.0,0.0,04:28:56
592,03130401201100,,230.0,0.0,06:24:39
593,03130401201118,1.0,0.0,60.0,03:26:18
594,03130401201136,1.0,80.0,110.0,07:16:53
595,03130401201154,1.0,110.0,130.0,09:31:20
596,03130401201190,2.0,0.0,0.0,16:57:09
597,03130401201235,,0.0,0.0,09:55:11
598,03130401201280,1.0,70.0,0.0,05:04:39
599,03130803001016,1.0,90.0,50.0,03:24:33
600,03130803001024,1.0,80.0,45.0,05:12:42
601,03130803001042,1.0,100.0,60.0,07:13:15
602,03130803001052,1.0,70.0,60.0,09:46:46
603,03130803001067,5.0,360.0,15.0,03:23:52
604,03130803001075,5.0,180.0,0.0,04:51:39
605,03130803001083,5.0,180.0,0.0,09:21:19
606,03130803001100,1.0,0.0,0.0,09:05:58
607,03130803001108,1.0,240.0,0.0,11:10:49
608,03130803001122,1.0,0.0,0.0,15:08:26
609,03130803001154,5.0,250.0,0.0,10:51:45
610,03130803001204,1.0,0.0,0.0,16:52:07
611,03131000101001,,0.0,0.0,16:22:24
612,03131000101014,5.0,100.0,0.0,21:05:17
613,03131000101032,2.0,0.0,0.0,21:48:46
614,03131000101050,2.0,0.0,0.0,23:07:52
615,03131000101068,5.0,150.0,0.0,02:16:19
616,03131000101086,,210.0,0.0,21:34:32
617,03131000101104,5.0,350.0,0.0,18:39:49
618,03131000101122,5.0,150.0,0.0,22:17:03
619,03131000101140,2.0,200.0,0.0,19:24:13
620,03131000101158,5.0,130.0,0.0,21:01:44
621,03131000101176,5.0,150.0,0.0,20:10:16
622,03131000101194,2.0,0.0,0.0,20:22:27
623,03140400104008,2.0,82.0,82.0,11:22:03
624,03140400104017,5.0,300.0,300.0,09:04:58
625,03140400104026,5.0,900.0,900.0,01:55:03
626,03140400104035,5.0,350.0,350.0,03:13:05
627,03140400104044,5.0,400.0,400.0,08:50:24
628,03140400104053,5.0,300.0,300.0,10:07:54
629,03140400104062,5.0,350.0,350.0,02:04:05
630,03140400104071,5.0,320.0,320.0,02:49:51
631,03140400104080,5.0,320.0,320.0,12:23:07
632,03140400104089,5.0,53.0,53.0,08:48:03
633,03140400104098,5.0,320.0,320.0,05:35:56
634,03140400104107,2.0,115.0,115.0,03:38:33
635,03140901602005,1.0,90.0,45.0,02:53:38
636,03140901602020,1.0,100.0,60.0,05:22:08
637,03140901602035,1.0,80.0,45.0,08:43:35
638,03140901602050,1.0,90.0,60.0,10:42:08
639,03140901602065,,400.0,0.0,03:32:38
640,03140901602080,,400.0,0.0,05:19:13
641,03140901602095,,300.0,0.0,09:30:00
642,03140901602110,,300.0,0.0,11:03:15
643,03140901602125,5.0,150.0,0.0,09:48:18
644,03140901602140,2.0,0.0,0.0,11:34:17
645,03140901602155,1.0,300.0,0.0,15:06:20
646,03140901602170,1.0,0.0,0.0,16:45:20
647,03141000205007,1.0,0.0,60.0,03:47:49
648,03141000205024,1.0,80.0,60.0,05:37:15
649,03141000205041,1.0,100.0,110.0,07:27:30
650,03141000205058,5.0,270.0,0.0,03:45:52
651,03141000205075,5.0,300.0,0.0,05:17:29
652,03141000205092,,0.0,0.0,09:16:05
653,03141000205109,5.0,300.0,0.0,09:43:03
654,03141000205126,5.0,300.0,450.0,11:25:15
655,03141000205143,5.0,150.0,0.0,15:04:14
656,03141000205164,1.0,80.0,35.0,09:42:49
657,03141000205178,5.0,300.0,0.0,10:41:47
658,03141000205192,5.0,150.0,0.0,16:01:23
659,03141001902009,1.0,75.0,40.0,03:54:08
660,03141001902025,1.0,80.0,40.0,06:17:23
661,03141001902041,1.0,80.0,40.0,08:07:09
662,03141001902057,1.0,100.0,50.0,10:21:52
663,03141001902073,,500.0,0.0,03:13:06
664,03141001902089,,100.0,0.0,04:43:58
665,03141001902105,,300.0,0.0,09:02:52
666,03141001902121,,400.0,0.0,10:46:37
667,03141001902137,4.0,130.0,0.0,09:27:28
668,03141001902153,5.0,120.0,0.0,11:13:55
669,03141001902169,5.0,120.0,0.0,15:18:19
670,03141001902185,1.0,0.0,0.0,17:24:07
671,03141202605009,1.0,50.0,0.0,12:12:55
672,03141202605013,2.0,240.0,0.0,20:04:48
673,03141202605018,3.0,0.0,0.0,13:32:09
674,03141202605031,2.0,0.0,0.0,16:30:44
675,03141202605036,1.0,0.0,0.0,15:44:28
676,03141202605049,1.0,0.0,0.0,10:30:24
677,03141202605067,2.0,0.0,0.0,18:00:39
678,03141202605085,2.0,200.0,0.0,18:47:03
679,03141202605103,2.0,0.0,0.0,16:27:09
680,03141202605121,5.0,125.0,0.0,17:49:18
681,03141202605139,2.0,0.0,0.0,20:15:35
682,03141202605157,2.0,0.0,0.0,21:32:07
683,03141700416006,5.0,260.0,260.0,21:32:24
684,03141700416018,5.0,250.0,250.0,11:36:19
685,03141700416030,5.0,75.0,75.0,02:54:31
686,03141700416042,5.0,192.0,192.0,17:24:27
687,03141700416054,2.0,100.0,100.0,04:23:05
688,03141700416066,5.0,75.0,75.0,08:43:37
689,03141700416078,2.0,153.0,153.0,04:08:42
690,03141700416090,5.0,133.0,133.0,06:56:33
691,03141700416102,5.0,250.0,250.0,07:58:08
692,03141700416114,2.0,78.0,78.0,04:23:08
693,03141700416126,5.0,279.0,279.0,08:31:26
694,03141700416138,5.0,108.0,108.0,02:53:11
695,03141800307011,2.0,229.0,229.0,08:17:01
696,03141800307024,5.0,75.0,75.0,04:38:56
697,03141800307037,5.0,0.0,0.0,05:44:17
698,03141800307050,5.0,140.0,140.0,09:29:50
699,03141800307063,5.0,222.0,222.0,10:26:54
700,03141800307076,2.0,260.0,260.0,10:46:32
701,03141800307089,2.0,384.0,384.0,14:39:23
702,03141800307102,2.0,198.0,198.0,05:53:53
703,03141800307115,2.0,100.0,100.0,08:37:51
704,03141800307120,5.0,90.0,90.0,09:31:11
705,03141800307141,5.0,75.0,75.0,09:43:38
706,03141800307154,5.0,66.0,66.0,02:24:37
707,03141800618005,5.0,72.0,72.0,22:19:27
708,03141800618012,5.0,495.0,495.0,23:30:07
709,03141800618019,5.0,33.0,33.0,00:27:33
710,03141800618026,5.0,180.0,180.0,11:45:43
711,03141800618033,5.0,120.0,120.0,01:39:44
712,03141800618040,2.0,90.0,90.0,02:52:07
713,03141800618047,5.0,90.0,90.0,05:02:44
714,03141800618054,5.0,50.0,50.0,00:13:15
715,03141800618061,2.0,50.0,50.0,01:22:31
716,03141800618068,5.0,126.0,126.0,02:35:23
717,03141800618075,5.0,100.0,100.0,08:54:30
718,03141800618082,2.0,70.0,70.0,10:59:34
719,03141800910007,2.0,120.0,120.0,21:05:49
720,03141800910019,5.0,230.0,230.0,23:07:50
721,03141800910031,2.0,72.0,72.0,00:33:42
722,03141800910043,2.0,79.0,79.0,01:55:08
723,03141800910055,5.0,50.0,50.0,10:04:10
724,03141800910067,2.0,46.0,46.0,12:48:18
725,03141800910079,5.0,100.0,100.0,05:39:51
726,03141800910091,5.0,50.0,50.0,11:29:12
727,03141800910103,5.0,752.0,752.0,02:26:58
728,03141800910115,2.0,70.0,70.0,03:48:11
729,03141800910127,2.0,125.0,125.0,05:14:27
730,03141800910139,2.0,100.0,100.0,06:18:18
731,03150300101020,2.0,0.0,0.0,19:13:52
732,03150300101040,2.0,0.0,0.0,20:06:18
733,03150300101060,2.0,0.0,0.0,20:43:04
734,03150300101080,2.0,0.0,0.0,21:19:14
735,03150300101100,2.0,0.0,0.0,22:02:15
736,03150300101120,2.0,0.0,0.0,22:30:54
737,03150300101140,2.0,0.0,0.0,11:57:31
738,03150300101160,2.0,0.0,0.0,12:46:11
739,03150300101180,2.0,0.0,0.0,13:17:42
740,03150300101200,2.0,0.0,0.0,13:46:25
741,03150300101220,2.0,0.0,0.0,15:03:54
742,03150300101240,1.0,0.0,0.0,15:37:33
743,03150300905019,2.0,0.0,0.0,17:51:30
744,03150300905023,1.0,0.0,0.0,09:45:49
745,03150300905039,2.0,0.0,0.0,18:31:03
746,03150300905059,2.0,0.0,0.0,21:03:22
747,03150300905079,2.0,0.0,0.0,19:25:36
748,03150300905099,2.0,0.0,0.0,21:29:11
749,03150300905119,1.0,0.0,0.0,15:24:40
750,03150300905139,1.0,0.0,0.0,15:01:49
751,03150300905179,2.0,0.0,0.0,16:12:55
752,03150300905199,2.0,0.0,0.0,17:30:12
753,03150300905219,1.0,0.0,0.0,17:56:26
754,03150300905239,2.0,0.0,0.0,11:32:19
755,03150800103013,5.0,140.0,0.0,19:20:59
756,03150800103028,2.0,0.0,0.0,20:14:57
757,03150800103043,5.0,150.0,0.0,20:53:16
758,03150800103058,5.0,120.0,0.0,21:41:31
759,03150800103073,5.0,200.0,0.0,02:23:39
760,03150800103088,5.0,200.0,0.0,17:27:26
761,03150800103103,5.0,100.0,0.0,18:00:46
762,03150800103118,5.0,150.0,0.0,18:43:10
763,03150800103133,2.0,150.0,0.0,19:34:42
764,03150800103148,5.0,130.0,0.0,20:20:33
765,03150800103163,5.0,120.0,0.0,14:29:22
766,03150800103178,5.0,100.0,0.0,18:23:32
767,03151900506012,1.0,0.0,0.0,13:43:20
768,03151900506027,1.0,0.0,0.0,12:28:29
769,03151900506042,2.0,0.0,0.0,22:07:52
770,03151900506057,2.0,0.0,0.0,21:23:27
771,03151900506072,2.0,0.0,0.0,19:58:20
772,03151900506087,1.0,0.0,0.0,17:03:11
773,03151900506102,2.0,0.0,0.0,19:10:24
774,03151900506117,2.0,0.0,0.0,16:33:55
775,03151900506132,2.0,0.0,0.0,15:57:56
776,03151900506147,1.0,0.0,0.0,10:37:42
777,03151900506162,1.0,0.0,0.0,13:23:08
778,03151900506177,2.0,0.0,0.0,14:11:36
779,03152000107001,5.0,100.0,0.0,15:05:09
780,03152000107003,5.0,120.0,0.0,15:53:15
781,03152000107005,5.0,140.0,0.0,16:39:35
782,03152000107007,5.0,130.0,0.0,20:08:16
783,03152000107009,5.0,125.0,0.0,17:26:27
784,03152000107011,5.0,150.0,0.0,21:03:17
785,03152000107013,,160.0,0.0,21:56:23
786,03152000107015,5.0,100.0,0.0,19:15:31
787,03152000107017,5.0,110.0,0.0,03:08:58
788,03152000107029,5.0,140.0,0.0,03:06:49
789,03152000107066,5.0,130.0,0.0,01:58:19
790,03152000107103,5.0,100.0,0.0,01:08:33
791,03152000407001,5.0,100.0,0.0,20:24:53
792,03152000407008,5.0,80.0,0.0,23:12:14
793,03152000407012,2.0,130.0,250.0,18:16:42
794,03152000407023,5.0,145.0,52.0,20:59:31
795,03152000407034,5.0,130.0,0.0,22:29:37
796,03152000407045,1.0,0.0,0.0,21:50:33
797,03152000407056,2.0,0.0,0.0,22:49:34
798,03152000407067,5.0,135.0,0.0,01:36:53
799,03152000407078,5.0,80.0,0.0,23:12:14
800,03152000407089,,0.0,0.0,20:06:22
801,03152000407100,5.0,90.0,0.0,18:21:33
802,03152000407111,5.0,150.0,35.0,23:05:43
803,03152000407122,5.0,0.0,0.0,16:11:58
804,03152000705001,,0.0,0.0,02:57:24
805,03152000705011,2.0,0.0,0.0,12:41:30
806,03152000705025,5.0,150.0,0.0,19:38:39
807,03152000705039,2.0,0.0,0.0,13:34:08
808,03152000705053,2.0,0.0,0.0,16:55:44
809,03152000705067,2.0,0.0,0.0,20:46:12
810,03152000705081,5.0,140.0,0.0,22:09:11
811,03152000705095,5.0,130.0,0.0,22:58:13
812,03152000705109,2.0,0.0,0.0,21:19:21
813,03152000705123,5.0,50.0,0.0,21:56:29
814,03152000705137,,0.0,0.0,02:18:30
815,03152000705165,2.0,0.0,0.0,22:38:02
816,03160201902005,,0.0,0.0,06:35:07
817,03160201902017,,0.0,0.0,07:04:24
818,03160201902029,1.0,0.0,0.0,08:00:27
819,03160201902041,1.0,0.0,0.0,09:34:54
820,03160201902053,1.0,0.0,0.0,15:47:03
821,03160201902065,1.0,0.0,0.0,17:17:03
822,03160201902077,1.0,0.0,0.0,18:10:58
823,03160201902089,1.0,0.0,0.0,19:16:33
824,03160201902101,1.0,0.0,0.0,18:02:55
825,03160201902113,1.0,0.0,0.0,10:01:09
826,03160201902125,1.0,0.0,0.0,10:44:33
827,03160201902137,1.0,0.0,0.0,11:36:45
828,03160204005008,1.0,0.0,0.0,14:59:08
829,03160204005022,1.0,0.0,0.0,11:27:21
830,03160204005036,1.0,0.0,0.0,14:04:41
831,03160204005050,1.0,0.0,0.0,18:07:08
832,03160204005064,1.0,0.0,0.0,18:53:21
833,03160204005078,1.0,0.0,0.0,21:31:17
834,03160204005092,1.0,0.0,0.0,20:07:21
835,03160204005106,1.0,0.0,0.0,17:02:21
836,03160204005120,2.0,0.0,0.0,08:21:38
837,03160204005134,5.0,0.0,0.0,17:10:38
838,03160204005148,,0.0,0.0,18:23:58
839,03160204005162,1.0,0.0,0.0,19:32:57
840,03160500103010,5.0,80.0,80.0,10:32:05
841,03160500103023,5.0,140.0,140.0,08:48:49
842,03160500103036,,0.0,0.0,12:59:09
843,03160500103049,5.0,80.0,80.0,14:39:28
844,03160500103062,5.0,75.0,75.0,18:24:58
845,03160500103075,,130.0,130.0,13:15:19
846,03160500103088,5.0,80.0,80.0,10:12:51
847,03160500103101,,120.0,120.0,08:58:51
848,03160500103114,5.0,120.0,120.0,14:25:23
849,03160500103127,,0.0,0.0,17:22:39
850,03160500103140,5.0,15.0,15.0,08:54:19
851,03160500103153,5.0,20.0,20.0,09:48:42
852,03160600803010,1.0,40.0,0.0,09:50:16
853,03160600803026,1.0,0.0,0.0,10:40:50
854,03160600803042,1.0,0.0,0.0,11:54:52
855,03160600803058,1.0,200.0,150.0,13:14:25
856,03160600803074,1.0,160.0,0.0,18:42:49
857,03160600803090,1.0,0.0,0.0,15:39:09
858,03160600803106,1.0,0.0,0.0,16:16:26
859,03160600803122,1.0,0.0,0.0,17:29:37
860,03160600803138,2.0,0.0,0.0,20:45:37
861,03160600803154,1.0,0.0,20.0,17:37:27
862,03160600803170,2.0,30.0,10.0,19:36:40
863,03160600803186,2.0,20.0,20.0,17:43:42
864,03161500214007,5.0,70.0,70.0,09:07:12
865,03161500214018,5.0,60.0,60.0,09:55:42
866,03161500214029,5.0,70.0,70.0,10:56:22
867,03161500214040,5.0,55.0,55.0,12:00:35
868,03161500214051,2.0,800.0,800.0,14:44:10
869,03161500214062,5.0,70.0,70.0,17:57:06
870,03161500214073,5.0,150.0,150.0,08:38:53
871,03161500214084,5.0,75.0,75.0,09:31:42
872,03161500214095,5.0,70.0,70.0,10:27:56
873,03161500214106,1.0,120.0,120.0,11:20:27
874,03161500214117,1.0,800.0,800.0,21:25:48
875,03161500214128,5.0,75.0,7.0,08:22:33
876,03170400206005,,0.0,0.0,07:34:11
877,03170400206025,,0.0,0.0,08:06:18
878,03170400206045,,0.0,0.0,08:43:06
879,03170400206065,,0.0,0.0,09:18:52
880,03170400206085,1.0,0.0,0.0,08:33:42
881,03170400206105,1.0,0.0,0.0,09:18:12
882,03170400206125,1.0,0.0,0.0,06:47:32
883,03170400206145,1.0,0.0,0.0,05:53:02
884,03170400206165,1.0,0.0,0.0,08:34:47
885,03170400206185,1.0,0.0,0.0,10:12:46
886,03170400206205,1.0,0.0,0.0,04:22:09
887,03170400206225,1.0,0.0,0.0,05:16:22
888,03170401804019,,0.0,0.0,14:48:22
889,03170401804043,,0.0,0.0,15:44:31
890,03170401804067,,0.0,0.0,16:31:17
891,03170401804091,,400.0,0.0,13:43:35
892,03170401804115,,0.0,200.0,04:12:32
893,03170401804139,1.0,0.0,0.0,05:17:20
894,03170401804163,1.0,0.0,0.0,06:38:19
895,03170401804187,1.0,150.0,0.0,08:24:43
896,03170401804211,1.0,0.0,0.0,04:04:04
897,03170401804235,1.0,0.0,0.0,05:52:03
898,03170401804259,1.0,0.0,0.0,07:40:41
899,03170401804283,1.0,0.0,0.0,09:52:49
900,03170403702010,2.0,0.0,0.0,14:56:51
901,03170403702030,,0.0,0.0,15:54:06
902,03170403702050,,0.0,0.0,07:17:55
903,03170403702070,,0.0,0.0,05:57:44
904,03170403702090,1.0,0.0,0.0,07:26:13
905,03170403702110,1.0,0.0,0.0,08:42:17
906,03170403702130,1.0,0.0,0.0,09:45:37
907,03170403702150,1.0,0.0,0.0,12:35:21
908,03170403702170,1.0,0.0,0.0,05:49:49
909,03170403702190,1.0,0.0,0.0,07:35:39
910,03170403702210,1.0,0.0,0.0,08:53:51
911,03170403702230,1.0,0.0,0.0,10:13:52
912,03170500110018,5.0,280.0,0.0,04:22:43
913,03170500110045,5.0,300.0,0.0,05:44:28
914,03170500110072,2.0,120.0,0.0,07:19:51
915,03170500110099,,120.0,0.0,21:35:33
916,03170500110126,1.0,140.0,0.0,09:55:03
917,03170500110153,1.0,75.0,50.0,04:47:21
918,03170500110180,1.0,165.0,0.0,11:02:51
919,03170500110207,1.0,140.0,0.0,08:35:49
920,03170500110234,2.0,140.0,0.0,02:35:09
921,03170500110261,2.0,28.0,0.0,03:37:43
922,03170500110288,3.0,32.0,0.0,05:44:20
923,03170500110315,2.0,140.0,0.0,08:00:04
924,03170601005004,,200.0,0.0,07:34:50
925,03170601005016,1.0,0.0,0.0,03:58:21
926,03170601005028,1.0,0.0,0.0,09:47:46
927,03170601005040,1.0,0.0,0.0,11:35:02
928,03170601005052,,200.0,200.0,11:19:16
929,03170601005064,,0.0,0.0,11:59:51
930,03170601005076,,0.0,0.0,12:52:05
931,03170601005088,,80.0,0.0,13:20:07
932,03170601005100,1.0,0.0,0.0,05:15:59
933,03170601005112,1.0,0.0,0.0,06:46:15
934,03170601005124,1.0,0.0,0.0,09:03:11
935,03170601005136,1.0,0.0,0.0,10:34:07
936,03180100102002,5.0,80.0,80.0,03:13:07
937,03180100102005,,0.0,0.0,15:24:24
938,03180100102008,,0.0,0.0,06:25:19
939,03180100102016,5.0,120.0,120.0,06:02:08
940,03180100102035,5.0,60.0,60.0,04:14:05
941,03180100102054,5.0,120.0,120.0,09:50:17
942,03180100102073,5.0,50.0,0.0,04:19:02
943,03180100102092,,0.0,0.0,09:48:34
944,03180100102111,5.0,14.0,14.0,10:16:25
945,03180100102130,5.0,80.0,0.0,05:48:46
946,03180100102149,5.0,120.0,120.0,06:14:34
947,03180100102168,5.0,50.0,0.0,09:04:25
948,03180201302007,1.0,0.0,0.0,09:30:28
949,03180201302024,1.0,0.0,0.0,11:19:22
950,03180201302041,2.0,0.0,0.0,14:49:17
951,03180201302058,3.0,0.0,0.0,16:36:47
952,03180201302075,1.0,0.0,50.0,03:30:26
953,03180201302092,1.0,0.0,80.0,04:54:27
954,03180201302109,1.0,0.0,80.0,07:12:19
955,03180201302126,1.0,0.0,50.0,09:14:49
956,03180201302143,,0.0,0.0,03:20:35
957,03180201302160,,0.0,0.0,04:54:03
958,03180201302177,,0.0,0.0,06:22:54
959,03180201302194,,0.0,0.0,09:31:46
960,03180302503003,5.0,120.0,0.0,09:28:35
961,03180302503019,5.0,60.0,0.0,10:50:44
962,03180302503035,5.0,120.0,0.0,15:05:02
963,03180302503051,5.0,60.0,0.0,16:47:35
964,03180302503067,1.0,0.0,60.0,02:54:46
965,03180302503083,1.0,80.0,50.0,05:53:22
966,03180302503099,1.0,100.0,60.0,07:38:38
967,03180302503115,1.0,80.0,50.0,09:26:47
968,03180302503131,,130.0,0.0,03:09:18
969,03180302503147,,120.0,0.0,04:59:52
970,03180302503163,5.0,130.0,0.0,06:23:38
971,03180302503179,,0.0,0.0,10:02:43
972,03180700305005,5.0,200.0,200.0,22:02:56
973,03180700305017,5.0,140.0,140.0,20:40:32
974,03180700305029,2.0,84.0,84.0,22:49:44
975,03180700305041,5.0,140.0,140.0,17:10:17
976,03180700305053,5.0,130.0,130.0,20:59:00
977,03180700305065,5.0,50.0,50.0,22:09:04
978,03180700305077,5.0,150.0,0.0,22:16:29
979,03180700305089,,0.0,0.0,11:21:13
980,03180700305101,5.0,200.0,0.0,11:55:59
981,03180700305113,2.0,0.0,0.0,11:04:39
982,03180700305125,2.0,0.0,0.0,11:35:59
983,03180700305137,,0.0,0.0,22:49:53
984,03190201401010,,0.0,0.0,07:09:19
985,03190201401028,,0.0,0.0,09:14:01
986,03190201401046,5.0,80.0,0.0,06:17:30
987,03190201401064,,0.0,0.0,06:41:16
988,03190201401082,1.0,0.0,0.0,08:17:25
989,03190201401100,1.0,0.0,0.0,05:11:38
990,03190201401118,1.0,0.0,0.0,06:05:06
991,03190201401136,1.0,0.0,0.0,07:59:16
992,03190201401154,2.0,0.0,0.0,04:03:25
993,03190201401172,1.0,0.0,0.0,04:19:49
994,03190201401190,1.0,0.0,0.0,06:02:54
995,03190201401208,1.0,0.0,0.0,07:42:24
996,03190202501009,,0.0,0.0,09:36:29
997,03190202501030,,0.0,0.0,10:22:26
998,03190202501051,,0.0,0.0,04:39:13
999,03190202501072,,0.0,0.0,05:19:21
1000,03190202501093,1.0,0.0,0.0,09:42:34
1001,03190202501114,,1.0,0.0,07:34:27
1002,03190202501135,1.0,0.0,0.0,04:52:07
1003,03190202501156,1.0,0.0,0.0,04:18:23
1004,03190202501177,1.0,0.0,0.0,05:11:14
1005,03190202501198,1.0,0.0,0.0,06:17:32
1006,03190202501219,1.0,0.0,0.0,08:55:28
1007,03190202501240,1.0,0.0,0.0,09:43:51
1008,03190402004013,,0.0,0.0,04:48:48
1009,03190402004031,,0.0,0.0,05:56:41
1010,03190402004046,,0.0,0.0,11:22:38
1011,03190402004067,,50.0,0.0,12:49:59
1012,03190402004082,1.0,0.0,0.0,03:33:01
1013,03190402004100,1.0,0.0,0.0,07:03:52
1014,03190402004118,1.0,0.0,0.0,05:13:24
1015,03190402004136,1.0,0.0,0.0,08:52:48
1016,03190402004154,1.0,0.0,0.0,03:58:29
1017,03190402004172,1.0,0.0,0.0,07:40:37
1018,03190402004190,1.0,0.0,0.0,05:31:09
1019,03190402004208,1.0,0.0,0.0,08:50:40
1020,03200100113021,2.0,0.0,0.0,16:08:48
1021,03200100113042,2.0,0.0,0.0,17:01:26
1022,03200100113063,2.0,0.0,0.0,17:50:47
1023,03200100113084,2.0,0.0,0.0,18:41:29
1024,03200100113105,2.0,0.0,0.0,21:28:55
1025,03200100113126,1.0,0.0,0.0,17:27:34
1026,03200100113147,2.0,0.0,0.0,20:39:32
1027,03200100113168,2.0,0.0,0.0,10:32:36
1028,03200100113189,1.0,0.0,0.0,12:30:02
1029,03200100113210,1.0,0.0,0.0,14:07:24
1030,03200100113231,2.0,0.0,0.0,11:35:00
1031,03200100113252,1.0,0.0,0.0,16:37:27
1032,03200100807010,2.0,0.0,0.0,17:32:39
1033,03200100807020,1.0,0.0,0.0,15:05:03
1034,03200100807048,2.0,0.0,0.0,18:30:59
1035,03200100807076,2.0,160.0,0.0,19:18:34
1036,03200100807082,2.0,60.0,0.0,20:15:04
1037,03200100807104,2.0,0.0,0.0,12:53:04
1038,03200100807132,2.0,0.0,0.0,14:16:27
1039,03200100807154,2.0,160.0,0.0,11:24:12
1040,03200100807160,2.0,0.0,0.0,22:26:39
1041,03200100807188,2.0,0.0,0.0,21:37:33
1042,03200100807216,2.0,0.0,0.0,17:05:40
1043,03200100807244,2.0,0.0,0.0,16:27:17
1044,03200200209001,5.0,250.0,200.0,10:30:57
1045,03200200209010,5.0,250.0,200.0,11:59:36
1046,03200200209019,5.0,250.0,175.0,08:26:56
1047,03200200209028,5.0,150.0,130.0,16:12:00
1048,03200200209037,5.0,250.0,225.0,09:40:23
1049,03200200209046,5.0,250.0,200.0,13:31:42
1050,03200200209055,5.0,155.0,130.0,15:12:00
1051,03200200209064,5.0,200.0,150.0,08:54:15
1052,03200200209073,5.0,150.0,125.0,10:51:07
1053,03200200209082,5.0,170.0,140.0,13:37:48
1054,03200200209091,5.0,120.0,80.0,09:58:44
1055,03200200209100,2.0,160.0,130.0,13:17:29
1056,03210100412010,1.0,150.0,150.0,10:00:19
1057,03210100412027,5.0,14.0,14.0,16:06:16
1058,03210100412044,3.0,99.0,99.0,17:54:52
1059,03210100412061,1.0,14.0,14.0,21:03:04
1060,03210100412078,5.0,240.0,240.0,09:28:25
1061,03210100412095,,0.0,0.0,11:40:59
1062,03210100412112,3.0,23.0,23.0,13:48:27
1063,03210100412129,2.0,330.0,330.0,16:14:10
1064,03210100412146,5.0,210.0,210.0,09:57:05
1065,03210100412163,1.0,60.0,60.0,12:32:04
1066,03210100412180,5.0,90.0,90.0,13:25:36
1067,03210100412197,2.0,8.0,8.0,15:15:56
1068,03210100808015,,,,
1069,03210100808032,5.0,50.0,50.0,17:05:32
1070,03210100808049,5.0,130.0,130.0,08:58:22
1071,03210100808066,,0.0,0.0,10:14:48
1072,03210100808083,1.0,500.0,500.0,11:44:46
1073,03210100808100,1.0,14.0,14.0,12:43:56
1074,03210100808117,2.0,8.0,8.0,11:53:12
1075,03210100808134,2.0,800.0,800.0,12:57:37
1076,03210100808151,5.0,320.0,320.0,14:21:49
1077,03210100808168,,0.0,0.0,15:26:41
1078,03210100808185,4.0,8.0,8.0,18:09:26
1079,03210100808202,4.0,280.0,280.0,18:53:37
1080,03210101214002,5.0,50.0,50.0,09:03:20
1081,03210101214015,5.0,100.0,100.0,10:15:04
1082,03210101214028,5.0,500.0,500.0,11:26:37
1083,03210101214041,1.0,240.0,240.0,16:01:46
1084,03210101214054,2.0,200.0,200.0,10:22:15
