,HHID,I35,I36_1,I36_2,HI_1o
1624,04300800210003,,0.0,0.0,11:51:59
1625,04300800210004,,0.0,0.0,15:26:51
1626,04300800210005,,0.0,0.0,16:52:25
1627,04300800210006,1.0,0.0,0.0,17:45:39
1628,04300800210007,5.0,90.0,0.0,20:51:02
1629,04300800210008,5.0,120.0,0.0,19:12:03
1630,04300800210009,,0.0,0.0,09:01:36
1631,04300800210010,5.0,90.0,90.0,09:50:15
1632,04300800210011,5.0,70.0,0.0,10:43:23
1633,04300800210012,5.0,100.0,100.0,11:30:00
1634,04300802504001,,0.0,0.0,05:38:27
1635,04300802504002,,0.0,0.0,11:24:44
1636,04300802504003,,0.0,0.0,07:15:27
1637,04300802504004,,0.0,0.0,08:08:56
1638,04300802504005,,0.0,0.0,05:22:58
1639,04300802504006,,0.0,0.0,06:26:40
1640,04300802504007,,0.0,0.0,07:19:33
1641,04300802504008,,0.0,0.0,08:01:50
1642,04300802504009,,0.0,0.0,02:32:51
1643,04300802504010,,0.0,0.0,04:04:47
1644,04300802504011,,0.0,0.0,12:00:56
1645,04300802504012,,0.0,0.0,12:34:55
1646,04301301004001,5.0,100.0,80.0,04:57:18
1647,04301301004002,,0.0,0.0,03:46:35
1648,04301301004003,1.0,0.0,0.0,06:44:03
1649,04301301004004,,0.0,0.0,07:29:00
1650,04301301004005,,0.0,0.0,05:10:48
1651,04301301004006,,0.0,0.0,06:00:42
1652,04301301004007,,0.0,0.0,06:55:53
1653,04301301004008,,0.0,0.0,07:41:08
1654,04301301004009,,0.0,0.0,16:52:00
1655,04301301004010,,0.0,0.0,17:44:18
1656,04301301004011,,0.0,0.0,18:35:11
1657,04301301004012,,0.0,0.0,19:09:44
1658,04310302803001,,0.0,0.0,22:56:15
1659,04310302803002,,0.0,0.0,20:03:38
1660,04310302803003,1.0,0.0,0.0,15:58:53
1661,04310302803004,1.0,0.0,0.0,12:18:04
1662,04310302803005,,0.0,0.0,03:25:00
1663,04310302803006,1.0,0.0,0.0,14:05:30
1664,04310302803007,,0.0,0.0,17:56:38
1665,04310302803008,1.0,0.0,0.0,17:06:25
1666,04310302803009,,0.0,0.0,21:34:38
1667,04310302803010,,0.0,0.0,23:14:14
1668,04310302803011,,0.0,0.0,00:51:49
1669,04310302803012,,0.0,0.0,01:53:01
1670,04311102101001,,0.0,0.0,04:35:30
1671,04311102101002,,0.0,0.0,11:35:41
1672,04311102101003,,0.0,0.0,12:37:50
1673,04311102101004,,0.0,0.0,10:35:58
1674,04311102101005,1.0,0.0,0.0,13:19:56
1675,04311102101006,,0.0,0.0,13:54:56
1676,04311102101007,,25.0,25.0,14:35:21
1677,04311102101008,,0.0,0.0,15:13:55
1678,04311102101009,,0.0,0.0,07:43:35
1679,04311102101010,,0.0,0.0,08:26:43
1680,04311102101011,,0.0,0.0,09:04:12
1681,04311102101012,,0.0,0.0,09:46:03
1682,04311103311001,,0.0,0.0,11:58:29
1683,04311103311002,,0.0,0.0,13:06:58
1684,04311103311003,,0.0,0.0,13:49:57
1685,04311103311004,1.0,0.0,0.0,14:36:49
1686,04311103311005,,0.0,0.0,17:40:01
1687,04311103311006,,0.0,0.0,18:36:10
1688,04311103311007,,0.0,0.0,20:01:04
1689,04311103311008,,0.0,0.0,21:05:55
1690,04311103311009,,0.0,0.0,05:37:37
1691,04311103311010,,0.0,0.0,06:45:55
1692,04311103311011,,0.0,0.0,07:44:20
1693,04311103311012,,0.0,0.0,08:23:02
1694,04311200105001,1.0,150.0,150.0,05:07:50
1695,04311200105002,4.0,100.0,72.0,08:53:23
1696,04311200105003,1.0,280.0,100.0,09:47:41
1697,04311200105004,1.0,420.0,150.0,03:35:00
1698,04311200105005,,0.0,0.0,04:30:52
1699,04311200105006,3.0,80.0,0.0,03:17:16
1700,04311200105007,1.0,400.0,120.0,09:59:36
1701,04311200105008,3.0,50.0,60.0,05:55:49
1702,04311200105009,1.0,50.0,50.0,08:12:19
1703,04311200105010,1.0,420.0,80.0,11:02:52
1704,04311200105011,1.0,240.0,240.0,04:54:05
1705,04311200105012,3.0,150.0,150.0,09:02:25
1706,04320400608001,,20.0,0.0,03:29:47
1707,04320400608002,,0.0,0.0,04:30:14
1708,04320400608003,,0.0,0.0,05:27:13
1709,04320400608004,,0.0,0.0,06:15:47
1710,04320400608005,,0.0,0.0,16:55:50
1711,04320400608006,,0.0,0.0,19:34:50
1712,04320400608007,,0.0,0.0,18:59:40
1713,04320400608008,,0.0,0.0,18:29:50
1714,04320400608009,,0.0,0.0,15:37:35
1715,04320400608010,,0.0,0.0,18:55:51
1716,04320400608011,,0.0,0.0,16:56:19
1717,04320400608012,,0.0,0.0,17:45:53
1718,04320501610001,1.0,100.0,100.0,04:08:23
1719,04320501610002,1.0,100.0,200.0,05:00:57
1720,04320501610003,,0.0,0.0,05:39:46
1721,04320501610004,1.0,250.0,0.0,06:22:09
1722,04320501610005,1.0,350.0,0.0,06:59:49
1723,04320501610006,,0.0,0.0,09:41:53
1724,04320501610007,,0.0,0.0,04:02:40
1725,04320501610008,,0.0,0.0,05:15:50
1726,04320501610009,5.0,30.0,30.0,06:16:07
1727,04320501610010,,0.0,0.0,06:48:58
1728,04320501610011,,50.0,0.0,08:11:45
1729,04320501610012,,0.0,0.0,09:08:28
1730,04320600302001,1.0,300.0,0.0,02:47:53
1731,04320600302002,,16.0,180.0,03:32:12
1732,04320600302003,,30.0,60.0,04:20:06
1733,04320600302004,1.0,0.0,75.0,05:00:46
1734,04320600302005,1.0,300.0,0.0,05:40:29
1735,04320600302006,,0.0,0.0,08:38:10
1736,04320600302007,,0.0,0.0,15:03:24
1737,04320600302008,5.0,80.0,80.0,15:51:34
1738,04320600302009,,0.0,0.0,16:39:39
1739,04320600302010,,0.0,0.0,17:37:10
1740,04320600302011,,0.0,0.0,20:28:43
1741,04320600302012,,0.0,0.0,20:59:21
1742,04321100307001,,0.0,0.0,22:28:18
1743,04321100307002,,0.0,0.0,18:07:45
1744,04321100307003,,0.0,0.0,18:44:40
1745,04321100307004,,0.0,0.0,19:27:06
1746,04321100307005,,0.0,0.0,19:50:33
1747,04321100307006,,0.0,0.0,22:14:03
1748,04321100307007,,0.0,0.0,18:39:48
1749,04321100307008,,0.0,0.0,19:04:47
1750,04321100307009,,0.0,0.0,20:35:58
1751,04321100307010,,0.0,0.0,21:08:42
1752,04321100307011,,0.0,0.0,21:35:36
1753,04321100307012,,0.0,0.0,22:04:55
1754,04321100505001,,0.0,0.0,18:43:37
1755,04321100505002,,0.0,0.0,19:57:05
1756,04321100505003,,0.0,0.0,00:28:42
1757,04321100505004,,0.0,0.0,19:13:23
1758,04321100505005,,0.0,0.0,21:15:22
1759,04321100505006,,0.0,0.0,21:37:02
1760,04321100505007,,0.0,0.0,18:02:31
1761,04321100505008,,0.0,0.0,18:38:22
1762,04321100505009,,0.0,0.0,19:22:10
1763,04321100505010,,0.0,0.0,20:01:36
1764,04321100505011,,0.0,0.0,20:48:57
1765,04321100505012,,0.0,0.0,21:26:07
1766,04321200208007,,0.0,0.0,16:35:47
1767,04321200208020,2.0,100.0,100.0,15:57:49
1768,04321200208033,5.0,150.0,0.0,17:40:51
1769,04321200208046,5.0,150.0,0.0,18:36:29
1770,04321200208059,5.0,150.0,70.0,17:52:12
1771,04321200208072,5.0,150.0,150.0,15:41:43
1772,04321200208085,5.0,150.0,0.0,17:04:03
1773,04321200208098,5.0,165.0,80.0,20:22:10
1774,04321200208111,5.0,300.0,0.0,19:25:17
1775,04321200208124,5.0,300.0,75.0,18:01:48
1776,04321200208137,4.0,175.0,60.0,17:06:21
1777,04321200208150,5.0,300.0,0.0,20:09:59
1778,04321401003001,,0.0,0.0,19:49:06
1779,04321401003002,,0.0,0.0,01:56:25
1780,04321401003003,,0.0,0.0,20:23:24
1781,04321401003004,,0.0,0.0,21:29:08
1782,04321401003005,,0.0,0.0,22:09:29
1783,04321401003006,,0.0,0.0,22:46:16
1784,04321401003007,,0.0,0.0,18:34:29
1785,04321401003008,,0.0,0.0,13:10:04
1786,04321401003009,,0.0,0.0,13:35:52
1787,04321401003010,,0.0,0.0,18:02:40
1788,04321401003011,,0.0,0.0,19:01:52
1789,04321401003012,,0.0,0.0,20:16:01
1790,04321600405001,,0.0,0.0,05:45:48
1791,04321600405002,,0.0,0.0,06:41:56
1792,04321600405003,,0.0,0.0,07:22:17
1793,04321600405004,,0.0,0.0,08:06:19
1794,04321600405005,,0.0,0.0,05:47:13
1795,04321600405006,,0.0,0.0,06:36:08
1796,04321600405007,,0.0,0.0,07:21:21
1797,04321600405008,,0.0,0.0,08:07:25
1798,04321600405009,,0.0,0.0,17:41:09
1799,04321600405010,,0.0,0.0,18:38:13
1800,04321600405011,,0.0,0.0,19:39:28
1801,04321600405012,,0.0,0.0,20:30:58
1802,04321801602001,,0.0,0.0,03:06:12
1803,04321801602002,,0.0,0.0,03:47:13
1804,04321801602003,,0.0,0.0,04:19:02
1805,04321801602004,3.0,80.0,0.0,04:57:59
1806,04321801602005,,0.0,0.0,05:27:54
1807,04321801602006,,0.0,0.0,07:09:48
1808,04321801602007,,0.0,0.0,03:03:12
1809,04321801602008,,0.0,0.0,04:07:39
1810,04321801602009,,0.0,0.0,05:00:21
1811,04321801602010,,0.0,0.0,06:00:35
1812,04321801602011,,0.0,0.0,07:59:31
1813,04321801602012,,0.0,0.0,08:47:02
1814,04330600803003,,130.0,0.0,17:00:15
1815,04330600803018,,200.0,0.0,18:32:44
1816,04330600803033,,200.0,0.0,20:05:51
1817,04330600803048,,180.0,0.0,13:19:57
1818,04330600803063,,200.0,0.0,12:34:09
1819,04330600803078,,104.0,0.0,14:41:48
1820,04330600803093,,180.0,0.0,11:26:58
1821,04330600803108,,40.0,0.0,11:56:53
1822,04330600803123,,72.0,0.0,13:37:14
1823,04330600803138,,360.0,0.0,23:11:38
1824,04330600803153,,480.0,0.0,00:20:25
1825,04330600803168,,240.0,0.0,21:46:50
1826,04330801809005,,100.0,0.0,19:23:24
1827,04330801809021,,120.0,0.0,20:25:38
1828,04330801809037,,150.0,0.0,21:26:22
1829,04330801809053,,120.0,0.0,14:46:08
1830,04330801809069,,150.0,0.0,15:51:17
1831,04330801809085,,140.0,0.0,13:25:45
1832,04330801809101,,240.0,0.0,23:32:52
1833,04330801809117,,240.0,0.0,00:38:41
1834,04330801809133,,36.0,0.0,13:06:44
1835,04330801809149,,80.0,0.0,14:34:20
1836,04330801809165,,64.0,0.0,16:25:56
1837,04330801809181,,320.0,0.0,02:17:00
1838,04331301403001,,120.0,0.0,14:35:57
1839,04331301403018,,100.0,0.0,15:56:50
1840,04331301403035,,200.0,0.0,21:42:42
1841,04331301403052,,250.0,0.0,22:51:09
1842,04331301403069,,140.0,0.0,16:46:40
1843,04331301403086,,360.0,0.0,03:14:13
1844,04331301403103,,180.0,0.0,14:44:12
1845,04331301403120,,180.0,0.0,15:55:55
1846,04331301403137,,80.0,0.0,17:10:14
1847,04331301403154,,240.0,0.0,01:56:31
1848,04331301403171,,360.0,0.0,00:38:28
1849,04331301403188,,150.0,0.0,20:34:29
1850,04340201103001,,0.0,0.0,04:08:33
1851,04340201103002,,0.0,0.0,05:07:21
1852,04340201103003,,0.0,0.0,06:22:08
1853,04340201103004,,0.0,0.0,07:33:12
1854,04340201103005,,0.0,0.0,08:53:25
1855,04340201103006,,0.0,0.0,09:56:43
1856,04340201103007,,0.0,0.0,04:05:41
1857,04340201103008,,0.0,0.0,04:27:33
1858,04340201103009,,0.0,0.0,06:36:03
1859,04340201103010,,0.0,0.0,06:52:43
1860,04340201103011,,0.0,0.0,08:47:53
1861,04340201103012,,0.0,0.0,09:53:26
1862,04340300103004,,0.0,0.0,16:30:35
1863,04340300103008,5.0,80.0,8.0,17:27:56
1864,04340300103012,5.0,70.0,120.0,16:13:07
1865,04340300103033,5.0,200.0,0.0,20:08:22
1866,04340300103055,5.0,200.0,0.0,21:04:27
1867,04340300103075,5.0,200.0,0.0,21:54:51
1868,04340300103096,5.0,120.0,0.0,15:32:34
1869,04340300103100,5.0,130.0,0.0,17:54:04
1870,04340300103117,5.0,80.0,400.0,19:59:19
1871,04340300103138,5.0,50.0,0.0,20:28:48
1872,04340300103159,5.0,100.0,480.0,18:57:47
1873,04340300103180,5.0,70.0,60.0,20:49:38
1874,04340501201001,,0.0,0.0,03:35:51
1875,04340501201002,,210.0,0.0,04:25:08
1876,04340501201003,,75.0,120.0,05:22:34
1877,04340501201004,,0.0,0.0,05:51:03
1878,04340501201005,,150.0,0.0,06:29:42
1879,04340501201006,,0.0,0.0,07:18:19
1880,04340501201007,,140.0,140.0,03:31:07
1881,04340501201008,,200.0,200.0,04:41:34
1882,04340501201009,,150.0,150.0,05:15:30
1883,04340501201010,,150.0,150.0,06:21:20
1884,04340501201011,,150.0,120.0,06:52:22
1885,04340501201012,,0.0,0.0,07:30:44
1886,04340900114017,5.0,210.0,0.0,17:31:38
1887,04340900114035,5.0,200.0,0.0,22:48:58
1888,04340900114053,5.0,180.0,0.0,15:09:43
1889,04340900114071,5.0,190.0,0.0,00:36:26
1890,04340900114089,5.0,180.0,0.0,21:14:58
1891,04340900114107,5.0,200.0,0.0,16:03:21
1892,04340900114125,5.0,100.0,0.0,21:32:35
1893,04340900114143,5.0,180.0,0.0,22:45:08
1894,04340900114161,5.0,75.0,0.0,17:30:10
1895,04340900114179,5.0,220.0,0.0,00:49:23
1896,04340900114197,,90.0,0.0,14:58:45
1897,04340900114215,5.0,280.0,0.0,16:15:37
1898,04350203701001,,0.0,0.0,05:34:30
1899,04350203701002,,0.0,0.0,06:13:24
1900,04350203701003,,0.0,0.0,07:18:21
1901,04350203701004,,0.0,80.0,08:42:18
1902,04350203701005,,0.0,0.0,09:37:14
1903,04350203701006,,0.0,0.0,10:37:38
1904,04350203701007,,0.0,0.0,05:50:51
1905,04350203701008,,0.0,0.0,06:31:32
1906,04350203701009,,0.0,0.0,07:47:18
1907,04350203701010,,0.0,0.0,08:41:29
1908,04350203701011,,0.0,0.0,09:35:46
1909,04350203701012,,0.0,0.0,10:24:54
1910,04350204302001,,0.0,0.0,03:47:12
1911,04350204302002,,0.0,0.0,16:34:32
1912,04350204302003,,0.0,0.0,17:35:54
1913,04350204302004,,0.0,0.0,18:34:10
1914,04350204302005,,0.0,40.0,19:28:45
1915,04350204302006,,0.0,0.0,20:30:10
1916,04350204302007,,0.0,0.0,03:49:23
1917,04350204302008,,0.0,0.0,04:40:33
1918,04350204302009,,0.0,0.0,05:21:43
1919,04350204302010,,0.0,0.0,06:07:24
1920,04350204302011,,0.0,0.0,07:24:07
1921,04350204302012,,0.0,0.0,08:31:32
1922,04350602101001,1.0,100.0,100.0,06:35:06
1923,04350602101002,2.0,195.0,200.0,04:47:23
1924,04350602101003,,0.0,0.0,05:05:29
1925,04350602101004,1.0,1.0,1.0,05:43:52
1926,04350602101007,,0.0,0.0,04:01:38
1927,04350602101008,,0.0,0.0,04:51:31
1928,04350602101009,,0.0,0.0,05:52:21
1929,04350602101010,,0.0,0.0,06:40:34
1930,04350602101011,,0.0,0.0,08:17:37
1931,04350602101012,,0.0,0.0,09:38:29
1932,04351100115011,2.0,110.0,0.0,13:22:38
1933,04351100115024,5.0,120.0,0.0,14:20:35
1934,04351100115037,3.0,100.0,0.0,15:01:41
1935,04351100115050,1.0,210.0,0.0,18:04:06
1936,04351100115063,5.0,210.0,0.0,12:01:44
1937,04351100115076,2.0,80.0,0.0,15:15:23
1938,04351100115089,5.0,175.0,175.0,10:39:00
1939,04351100115102,5.0,140.0,0.0,18:37:22
1940,04351100115115,5.0,150.0,0.0,16:15:03
1941,04351100115128,2.0,260.0,0.0,17:36:24
1942,04351100115141,5.0,130.0,130.0,10:24:33
1943,04351100115154,2.0,120.0,0.0,15:57:26
1944,04360100202001,5.0,600.0,0.0,10:23:14
1945,04360100202002,4.0,50.0,0.0,11:25:35
1946,04360100202003,5.0,400.0,0.0,12:22:32
1947,04360100202004,,0.0,0.0,14:07:46
1948,04360100202005,,0.0,0.0,15:09:00
1949,04360100202006,5.0,380.0,0.0,20:03:16
1950,04360100202007,,0.0,0.0,10:07:40
1951,04360100202008,,0.0,0.0,10:58:16
1952,04360100202009,,0.0,0.0,12:57:12
1953,04360100202010,4.0,30.0,0.0,12:00:17
1954,04360100202011,,0.0,0.0,15:11:30
1955,04360100202012,,0.0,0.0,16:14:51
1956,04360100513002,,0.0,0.0,14:35:41
1957,04360100513010,5.0,30.0,6.0,15:57:08
1958,04360100513018,,0.0,0.0,15:23:42
1959,04360100513026,5.0,280.0,0.0,14:02:01
1960,04360100513034,,0.0,0.0,10:22:07
1961,04360100513042,5.0,448.0,0.0,11:38:15
1962,04360100513050,,0.0,0.0,10:45:01
1963,04360100513058,,0.0,0.0,12:14:20
1964,04360100513066,,0.0,0.0,09:48:25
1965,04360100513074,,0.0,0.0,14:44:27
1966,04360100513082,,0.0,0.0,15:41:36
1967,04360100513090,,0.0,0.0,16:39:30
1968,04360101005001,,0.0,0.0,09:36:09
1969,04360101005002,,0.0,0.0,10:35:59
1970,04360101005003,4.0,50.0,50.0,11:55:01
1971,04360101005004,,35.0,160.0,14:20:45
1972,04360101005005,,0.0,0.0,15:41:15
1973,04360101005006,5.0,400.0,0.0,09:53:27
1974,04360101005007,1.0,160.0,35.0,21:13:01
1975,04360101005008,5.0,400.0,0.0,16:56:32
1976,04360101005009,,400.0,400.0,15:09:25
1977,04360101005010,5.0,300.0,300.0,12:02:05
1978,04360101005011,5.0,50.0,50.0,10:43:53
1979,04360101005012,4.0,80.0,80.0,09:34:33
1980,04360101402001,5.0,380.0,0.0,09:19:36
1981,04360101402002,4.0,30.0,0.0,10:36:50
1982,04360101402003,5.0,150.0,0.0,15:00:55
1983,04360101402004,5.0,180.0,0.0,16:27:28
1984,04360101402005,5.0,600.0,0.0,11:10:26
1985,04360101402006,5.0,250.0,0.0,12:23:14
1986,04360101402007,5.0,380.0,0.0,15:18:25
1987,04360101402008,5.0,800.0,0.0,16:35:43
1988,04360101402009,4.0,25.0,0.0,03:07:17
1989,04360101402010,5.0,40.0,0.0,04:07:38
1990,04360101402011,4.0,30.0,0.0,05:38:28
1991,04360101402012,5.0,360.0,0.0,00:19:18
1992,04370100405001,5.0,170.0,0.0,03:36:13
1993,04370100405002,5.0,120.0,0.0,06:38:32
1994,04370100405003,5.0,110.0,0.0,09:26:45
1995,04370100405004,5.0,150.0,0.0,11:27:07
1996,04370100405005,5.0,120.0,0.0,05:35:30
1997,04370100405006,5.0,0.0,0.0,00:51:13
1998,04370100405007,5.0,0.0,0.0,10:03:58
1999,04370100405008,5.0,0.0,0.0,10:52:30
2000,04370100405009,5.0,0.0,0.0,12:02:59
2001,04370100405010,5.0,0.0,0.0,13:44:14
2002,04370100405011,5.0,0.0,0.0,09:14:09
2003,04370100405012,5.0,0.0,0.0,10:39:52
2004,04370100805001,5.0,200.0,0.0,08:36:38
2005,04370100805002,5.0,70.0,0.0,10:27:31
2006,04370100805003,5.0,0.0,0.0,11:48:54
2007,04370100805004,5.0,0.0,0.0,13:19:05
2008,04370100805005,5.0,100.0,0.0,09:02:41
2009,04370100805006,5.0,0.0,0.0,10:41:03
2010,04370100805007,5.0,0.0,0.0,08:59:07
2011,04370100805008,5.0,0.0,0.0,09:53:45
2012,04370100805009,5.0,0.0,0.0,10:53:04
2013,04370100805010,5.0,0.0,0.0,12:10:37
2014,04370100805011,5.0,0.0,0.0,08:58:07
2015,04370100805012,5.0,0.0,0.0,09:26:29
2016,04370101213001,5.0,220.0,90.0,11:59:23
2017,04370101213002,5.0,120.0,0.0,08:10:57
2018,04370101213003,5.0,120.0,0.0,10:35:30
2019,04370101213004,5.0,140.0,0.0,11:53:25
2020,04370101213005,5.0,0.0,0.0,11:35:49
2021,04370101213006,5.0,0.0,0.0,10:45:59
2022,04370101213007,5.0,0.0,0.0,12:40:14
2023,04370101213008,5.0,0.0,0.0,15:23:27
2024,04370101213009,1.0,150.0,0.0,01:47:50
2025,04370101213010,3.0,300.0,0.0,14:00:00
2026,04370101213011,3.0,150.0,0.0,10:46:21
2027,04370101213012,3.0,300.0,0.0,16:26:22
2028,04380301901001,,0.0,0.0,06:03:54
2029,04380301901002,,0.0,0.0,17:58:02
2030,04380301901003,1.0,0.0,0.0,18:22:32
2031,04380301901004,1.0,0.0,0.0,18:33:30
2032,04380301901005,2.0,0.0,0.0,18:49:17
2033,04380301901006,1.0,0.0,0.0,19:01:25
2034,04380301901007,,0.0,0.0,04:12:03
2035,04380301901008,,0.0,0.0,05:31:02
2036,04380301901009,,0.0,0.0,06:41:12
2037,04380301901010,,0.0,0.0,07:50:57
2038,04380301901011,,0.0,0.0,09:03:08
2039,04380301901012,,0.0,0.0,10:13:35
2040,04380304202001,,0.0,0.0,19:15:34
2041,04380304202002,1.0,0.0,0.0,19:27:34
2042,04380304202003,1.0,0.0,0.0,19:39:11
2043,04380304202007,,0.0,0.0,04:02:47
2044,04380304202008,,0.0,0.0,07:22:59
2045,04380304202009,,0.0,0.0,06:14:57
2046,04380304202010,,0.0,0.0,05:00:21
2047,04380304202011,,0.0,0.0,08:30:10
2048,04380304202012,,0.0,0.0,09:39:32
2049,04380801605001,,0.0,0.0,13:58:30
2050,04380801605002,,0.0,0.0,18:45:32
2051,04380801605003,,0.0,0.0,19:32:05
2052,04380801605004,,0.0,0.0,21:24:06
2053,04380801605005,,0.0,0.0,22:27:33
2054,04380801605006,,0.0,0.0,23:38:04
2055,04380801605007,,0.0,0.0,19:35:43
2056,04380801605008,,0.0,0.0,20:29:53
2057,04380801605009,,0.0,0.0,21:15:50
2058,04380801605010,,0.0,0.0,22:30:55
2059,04380801605011,,0.0,0.0,23:13:51
2060,04380801605012,,0.0,0.0,00:10:25
2061,04381000108001,,100.0,100.0,09:12:49
2062,04381000108004,5.0,70.0,70.0,06:12:02
2063,04381000108007,,100.0,100.0,03:24:03
2064,04381000108015,,95.0,95.0,03:42:39
2065,04381000108039,5.0,100.0,100.0,08:58:54
2066,04381000108063,5.0,120.0,120.0,09:09:36
2067,04381000108087,5.0,100.0,100.0,05:36:18
2068,04381000108111,5.0,100.0,100.0,10:01:09
2069,04381000108135,5.0,100.0,100.0,03:37:41
2070,04381000108159,5.0,100.0,100.0,04:55:39
2071,04381000108183,5.0,100.0,100.0,08:51:07
2072,04381000108207,5.0,135.0,135.0,10:00:38
2073,04381001704001,,0.0,0.0,04:30:44
2074,04381001704002,,0.0,0.0,05:20:42
2075,04381001704003,2.0,0.0,0.0,06:09:21
2076,04381001704004,2.0,0.0,0.0,13:45:45
2077,04381001704005,,0.0,0.0,04:35:03
2078,04381001704006,,0.0,0.0,05:04:20
2079,04381001704007,,0.0,0.0,05:42:09
2080,04381001704008,,0.0,0.0,06:30:19
2081,04381001704009,,0.0,0.0,01:25:12
2082,04381001704010,,0.0,0.0,16:41:34
2083,04381001704011,,0.0,0.0,17:31:57
2084,04381001704012,,0.0,0.0,18:20:01
2085,04381100116001,5.0,28.0,0.0,20:33:09
2086,04381100116002,5.0,60.0,0.0,21:42:47
2087,04381100116003,,0.0,0.0,18:24:34
2088,04381100116004,5.0,170.0,0.0,10:47:56
2089,04381100116005,1.0,80.0,0.0,11:36:16
2090,04381100116006,5.0,40.0,0.0,15:28:10
2091,04381100116007,1.0,175.0,0.0,15:52:45
2092,04381100116008,5.0,175.0,0.0,22:24:53
2093,04381100116009,5.0,100.0,0.0,23:28:47
2094,04381100116010,5.0,9.0,55.0,01:12:23
2095,04381100116011,,240.0,0.0,16:41:45
2096,04381100116012,5.0,200.0,0.0,00:18:14
2097,04381100402001,1.0,400.0,0.0,18:08:47
2098,04381100402002,1.0,60.0,0.0,17:13:37
2099,04381100402003,1.0,100.0,0.0,17:52:46
2100,04381100402004,1.0,0.0,60.0,11:46:44
2101,04381100402005,1.0,200.0,0.0,19:18:51
2102,04381100402006,1.0,140.0,0.0,10:37:28
2103,04381100402007,1.0,180.0,0.0,09:01:08
2104,04381100402008,1.0,220.0,0.0,16:56:32
2105,04381100402009,1.0,30.0,0.0,16:09:20
2106,04381100402010,1.0,0.0,0.0,10:52:54
2107,04381100402011,1.0,120.0,65.0,10:10:46
2108,04381100402012,1.0,80.0,0.0,09:52:46
2109,04381100521008,1.0,60.0,0.0,11:37:12
2110,04381100521017,5.0,100.0,0.0,13:10:24
2111,04381100521026,2.0,110.0,350.0,14:20:26
2112,04381100521035,1.0,200.0,0.0,17:33:14
2113,04381100521044,5.0,80.0,0.0,18:06:05
2114,04381100521053,2.0,220.0,0.0,17:02:49
2115,04381100521062,2.0,180.0,0.0,17:53:06
2116,04381100521071,,100.0,0.0,13:15:44
2117,04381100521080,,15.0,0.0,10:47:39
2118,04381100521089,1.0,140.0,0.0,17:57:10
2119,04381100521098,2.0,120.0,0.0,12:11:55
2120,04381100521107,,50.0,0.0,18:49:45
2121,04381100716002,1.0,200.0,0.0,15:36:53
2122,04381100716003,1.0,0.0,0.0,12:57:09
2123,04381100716006,1.0,80.0,0.0,14:40:32
2124,04381100716012,1.0,0.0,0.0,12:03:50
2125,04381100716016,1.0,40.0,0.0,15:17:09
2126,04381100716028,1.0,80.0,0.0,14:10:23
2127,04381100716042,1.0,320.0,0.0,13:14:06
2128,04381100716060,2.0,120.0,0.0,16:43:47
2129,04381100716078,1.0,400.0,0.0,19:25:46
2130,04381100716096,1.0,160.0,0.0,10:06:18
2131,04381100716114,1.0,300.0,0.0,16:18:15
2132,04381100716132,1.0,320.0,0.0,09:08:40
2133,04390300402001,3.0,0.0,0.0,10:41:43
2134,04390300402002,1.0,0.0,0.0,12:57:34
2135,04390300402003,1.0,0.0,0.0,13:02:19
2136,04390300402004,1.0,0.0,0.0,10:32:54
2137,04390300402005,1.0,0.0,0.0,11:18:44
2138,04390300402006,1.0,0.0,0.0,11:48:46
2139,04390300402007,2.0,0.0,0.0,05:04:25
2140,04390300402008,5.0,0.0,0.0,04:23:34
2141,04390300402009,,0.0,0.0,04:15:30
2142,04390300402010,2.0,45.0,45.0,04:18:06
2143,04390300402011,2.0,0.0,0.0,20:24:00
2144,04390300402012,5.0,0.0,0.0,08:36:38
2145,04390300601001,2.0,160.0,120.0,06:35:49
2146,04390300601002,,0.0,0.0,11:16:17
2147,04390300601003,1.0,0.0,0.0,06:30:15
2148,04390300601004,2.0,180.0,180.0,03:52:59
2149,04390300601005,,0.0,0.0,08:34:50
2150,04390300601006,5.0,0.0,0.0,11:14:58
2151,04390300601007,2.0,120.0,120.0,09:30:22
2152,04390300601008,,0.0,0.0,04:05:08
2153,04390300601009,5.0,0.0,0.0,10:05:06
2154,04390300601010,2.0,65.0,65.0,05:53:33
2155,04390300601011,,0.0,0.0,05:47:34
2156,04390300601012,1.0,0.0,0.0,13:54:36
2157,04390302201001,2.0,0.0,0.0,04:49:33
2158,04390302201002,5.0,0.0,0.0,08:39:00
2159,04390302201003,2.0,0.0,0.0,06:56:36
2160,04390302201004,5.0,20.0,0.0,12:11:17
2161,04390302201005,5.0,40.0,0.0,10:46:14
2162,04390302201006,5.0,30.0,0.0,13:30:41
2163,04390302201007,5.0,50.0,0.0,13:52:48
2164,04390302201008,5.0,0.0,0.0,12:53:06
2165,04390302201009,5.0,50.0,0.0,13:23:05
2166,04390302201010,3.0,0.0,0.0,11:41:59
2167,04390302201011,3.0,0.0,0.0,10:27:44
2168,04390302201012,3.0,0.0,0.0,12:38:00
2169,04390700103001,5.0,150.0,0.0,09:03:54
2170,04390700103002,5.0,48.0,0.0,18:46:20
2171,04390700103003,5.0,60.0,0.0,03:18:18
2172,04390700103004,5.0,0.0,0.0,09:00:53
2173,04390700103005,5.0,54.0,0.0,16:19:27
2174,04390700103006,,72.0,0.0,18:52:54
