,CommunityID,HI_1,HI_2,HI_3,HI_4,HI_5,HI_6,a8,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H14_w,H14_t,H15_w,H15_t,H16_w,H16_t,H17_w,H17_t,H18,H21_mm,H21_yy,H19,H20_first,H20_second,H21,H22,H23,H24,H25,H26
141,05400101201,5,40,1,12,1,2,7,1,,,,,1.0,1630.0,4.0,68.0,2.0,1.0,1.0,1.0,1.0,15.0,1.0,4.0,2.0,2.0,2.0,,,,1.0,2.0,4.0,3.0,3.0,5.0,1,12.0
142,05400300103,5,40,3,1,3,1,3,1,,,,,4.0,1675.0,1.0,76.0,12.0,1.0,1.0,1.0,10.0,24.0,1.0,3.0,2.0,2.0,1.0,2.0,2009.0,15.0,1.0,2.0,5.0,3.0,3.0,5.0,1,9.0
143,05400301101,5,40,3,11,1,2,1,3,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.0
144,05400401501,5,40,4,15,1,2,2,1,,,,,9.0,500.0,2.0,260.0,50.0,1.0,2.0,2.0,5.0,12.0,0.0,2.0,2.0,2.0,1.0,8.0,2008.0,2.0,3.0,8.0,1.0,1.0,1.0,2.0,1,10.0
145,05410415801,5,41,4,158,1,2,1,1,,,,,2.0,1313.0,3.0,82.0,18.0,1.0,1.0,1.0,6.0,24.0,3.0,4.0,2.0,1.0,1.0,12.0,2008.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,1,25.0
146,05410603406,5,41,6,34,6,2,4,3,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
147,05410700901,5,41,7,9,1,2,2,3,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23.0
148,05420299912,5,42,2,999,12,1,5,2,,,4,local EEPCO,13.0,956.0,2.0,145.0,34.0,1.0,1.0,1.0,4.0,7.0,2.0,4.0,2.0,2.0,1.0,8.0,2008.0,280.0,2.0,3.0,5.0,3.0,3.0,5.0,1,23.0
149,06460301303,6,46,3,13,3,2,13,3,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
150,06460500108,6,46,5,1,8,1,5,1,,,,,7.0,700.0,2.0,250.0,3.0,1.0,2.0,2.0,6.0,6.0,3.0,3.0,2.0,2.0,1.0,1.0,2009.0,7.0,1.0,,3.0,1.0,1.0,2.0,1,10.0
151,06460701104,6,46,7,11,4,2,12,1,,,,,-888.0,-888.0,4.0,15.0,5.0,1.0,2.0,2.0,-888.0,-888.0,-888.0,-888.0,2.0,2.0,2.0,,,,1.0,2.0,5.0,3.0,2.0,5.0,1,1.0
152,06460701302,6,46,7,13,2,2,11,3,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
153,06470300204,6,47,3,2,4,1,2,1,,,,,-888.0,2000.0,1.0,2900.0,40.0,1.0,2.0,2.0,12.0,12.0,2.0,2.0,2.0,2.0,1.0,-888.0,2008.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,1,15.0
154,06470300314,6,47,3,3,14,1,3,1,,,,,-888.0,2500.0,1.0,3800.0,300.0,1.0,2.0,2.0,8.0,10.0,2.0,2.0,2.0,2.0,1.0,-888.0,-888.0,3.0,2.0,,1.0,2.0,3.0,2.0,1,25.0
155,06470301201,6,47,3,12,1,2,1,3,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50.0
156,06470305101,6,47,3,51,1,2,1,3,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0
157,06480200101,6,48,2,1,1,1,1,1,,,,,7.0,1200.0,4.0,250.0,7.0,1.0,1.0,2.0,8.0,9.0,2.0,2.0,2.0,2.0,1.0,1.0,2008.0,3.0,1.0,2.0,2.0,3.0,3.0,5.0,1,25.0
158,06480201401,6,48,2,14,1,2,1,3,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.0
159,06490800103,6,49,8,1,3,1,4,1,,,,,8.0,4000.0,2.0,200.0,40.0,1.0,2.0,2.0,12.0,15.0,2.0,2.0,2.0,2.0,1.0,-888.0,-888.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2,
160,07500600204,7,50,6,2,4,2,2,3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0
161,07500601802,7,50,6,18,2,2,1,3,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
162,07500901704,7,50,9,17,4,2,3,1,,,,,1.0,-888.0,4.0,5.0,0.0,1.0,2.0,2.0,12.0,16.0,1.0,3.0,2.0,2.0,1.0,4.0,2009.0,0.0,3.0,,2.0,3.0,2.0,5.0,1,10.0
163,07501400105,7,50,14,1,5,1,1,1,,,,,-888.0,-888.0,2.0,1000.0,15.0,2.0,,,,24.0,,4.0,,1.0,1.0,5.0,2009.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1,5.0
164,07510100104,7,51,1,1,4,1,1,1,,,,,-888.0,-888.0,2.0,450.0,15.0,2.0,,,,24.0,,4.0,,1.0,1.0,6.0,2009.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1,10.0
165,07511000702,7,51,10,7,2,2,4,1,,,,,1.0,-888.0,4.0,120.0,15.0,1.0,2.0,2.0,5.0,12.0,1.0,3.0,2.0,2.0,1.0,12.0,2009.0,8.0,1.0,2.0,1.0,3.0,2.0,5.0,2,
166,07511100128,7,51,11,1,28,1,1,1,,,,,15.0,-888.0,1.0,700.0,70.0,1.0,2.0,2.0,15.0,20.0,1.0,3.0,2.0,2.0,1.0,5.0,2009.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1,5.0
167,07511100224,7,51,11,2,24,1,1,1,,,,,-888.0,-888.0,1.0,750.0,50.0,2.0,,,,24.0,,4.0,,1.0,1.0,2.0,2009.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1,10.0
168,07520100101,7,52,1,1,1,1,1,1,,,,,25.0,-888.0,2.0,950.0,50.0,1.0,2.0,2.0,12.0,20.0,2.0,4.0,2.0,1.0,1.0,6.0,2009.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1,5.0
169,07520301304,7,52,3,13,4,2,18,3,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
170,07520500901,7,52,5,9,1,2,17,3,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
171,07520701406,7,52,7,14,6,2,19,3,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
172,07530300603,7,53,3,6,3,2,1,3,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
173,07530302901,7,53,3,29,1,2,2,3,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
174,07530400605,7,53,4,6,5,1,1,1,,,,,50.0,2000.0,1.0,400.0,200.0,1.0,2.0,2.0,8.0,18.0,1.0,3.0,2.0,2.0,1.0,2.0,2004.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,1,20.0
175,07540401003,7,54,4,10,3,2,4,3,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
176,07540401303,7,54,4,13,3,2,3,3,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
177,07540700103,7,54,7,1,3,1,1,2,,,4,Walme,10.0,-888.0,4.0,20.0,100.0,1.0,1.0,1.0,10.0,10.0,2.0,2.0,2.0,2.0,1.0,5.0,2009.0,4.0,1.0,6.0,1.0,1.0,1.0,2.0,1,5.0
178,07540700202,7,54,7,2,2,1,1,1,,,,,18.0,-888.0,1.0,512.0,512.0,1.0,1.0,1.0,18.0,20.0,2.0,3.0,2.0,2.0,1.0,5.0,2009.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,40.0
179,07540700315,7,54,7,3,15,1,3,1,,,,,26.0,1000.0,1.0,200.0,200.0,2.0,,,,22.0,,3.0,,2.0,1.0,2.0,2008.0,15.0,3.0,2.0,1.0,2.0,2.0,2.0,1,25.0
180,07550200101,7,55,2,1,1,2,16,3,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
181,07550200109,7,55,2,1,9,1,1,1,,,,,29.0,15.0,1.0,1500.0,200.0,1.0,2.0,2.0,6.0,12.0,1.0,3.0,2.0,2.0,1.0,2.0,2008.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2,
182,07551300102,7,55,13,1,2,1,1,1,,,,,50.0,1300.0,1.0,1000.0,50.0,1.0,2.0,2.0,10.0,18.0,2.0,4.0,2.0,1.0,1.0,2.0,2005.0,30.0,3.0,,1.0,1.0,1.0,2.0,1,0.0
183,07551300206,7,55,13,2,6,1,1,1,,,,,35.0,1500.0,1.0,2500.0,200.0,1.0,2.0,2.0,12.0,18.0,2.0,4.0,2.0,1.0,1.0,2.0,2006.0,60.0,3.0,,1.0,1.0,1.0,2.0,1,60.0
184,07551300314,7,55,13,3,14,1,1,1,,,,,1.0,1000.0,1.0,500.0,30.0,1.0,2.0,2.0,6.0,12.0,2.0,4.0,2.0,2.0,1.0,2.0,2007.0,120.0,3.0,2.0,5.0,2.0,2.0,4.0,2,
185,07560201903,7,56,2,19,3,2,9,1,,,,,1.0,-888.0,3.0,300.0,13.0,1.0,2.0,2.0,8.0,10.0,1.0,2.0,2.0,2.0,1.0,3.0,2009.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,2,
186,07560202402,7,56,2,24,2,2,8,1,,,,,1.0,50000.0,4.0,250.0,14.0,1.0,2.0,2.0,7.0,10.0,2.0,3.0,2.0,2.0,1.0,4.0,2009.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,2,
187,07570900601,7,57,9,6,1,2,1,3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.0
188,07570901802,7,57,9,18,2,2,1,3,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.0
189,07580600101,7,58,6,1,1,2,12,3,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
190,07580601309,7,58,6,13,9,2,13,1,,,,,10.0,-888.0,4.0,110.0,5.0,1.0,2.0,2.0,20.0,20.0,2.0,2.0,2.0,2.0,1.0,1.0,2009.0,1.0,2.0,,2.0,2.0,2.0,2.0,2,
191,07590401603,7,59,4,16,3,2,1,3,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.0
192,07590800501,7,59,8,5,1,2,1,3,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
193,07610101505,7,61,1,15,5,2,11,1,,,,,12.0,-888.0,4.0,164.0,9.0,1.0,2.0,2.0,9.0,10.0,2.0,3.0,2.0,2.0,1.0,-888.0,-888.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2,
194,07610101604,7,61,1,16,4,2,10,3,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
195,07630101203,7,63,1,12,3,2,14,3,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
196,07630102501,7,63,1,25,1,2,15,3,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
197,07640101801,7,64,1,18,1,2,22,1,,,,,1.0,-888.0,2.0,325.0,0.0,1.0,2.0,2.0,2.0,7.0,1.0,2.0,2.0,2.0,1.0,2.0,2009.0,3.0,8.0,,2.0,3.0,1.0,4.0,2,
198,07640300502,7,64,3,5,2,2,23,3,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
199,07650101206,7,65,1,12,6,2,21,3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
200,07650105703,7,65,1,57,3,2,20,3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
201,07661900106,7,66,19,1,6,1,1,1,,,,,10.0,1400.0,1.0,400.0,10.0,1.0,2.0,2.0,4.0,20.0,2.0,4.0,2.0,1.0,1.0,3.0,1986.0,60.0,2.0,5.0,1.0,1.0,1.0,1.0,1,20.0
202,07661900421,7,66,19,4,21,1,1,1,,,,,20.0,1300.0,1.0,10000.0,150.0,1.0,2.0,2.0,18.0,20.0,2.0,3.0,2.0,2.0,1.0,3.0,2008.0,3.0,3.0,5.0,1.0,1.0,1.0,2.0,2,
203,12670500701,12,67,5,7,1,2,1,1,,,,,2.0,1500.0,4.0,150.0,25.0,1.0,2.0,2.0,6.0,12.0,0.0,2.0,2.0,2.0,1.0,3.0,2009.0,5.0,8.0,7.0,5.0,2.0,3.0,5.0,1,50.0
204,12690101901,12,69,1,19,1,2,1,1,,,,,2.0,1350.0,4.0,20.0,4.0,1.0,2.0,2.0,,,,,2.0,2.0,2.0,,,,8.0,,5.0,3.0,3.0,5.0,1,90.0
205,13700100901,13,70,1,9,1,1,2,1,,,,,-888.0,1000.0,2.0,80.0,0.0,1.0,2.0,2.0,10.0,20.0,2.0,4.0,2.0,1.0,1.0,6.0,2008.0,5.0,2.0,1.0,3.0,2.0,2.0,4.0,2,
206,13700101407,13,70,1,14,7,1,9,1,,,,,50.0,4000.0,1.0,2800.0,20.0,1.0,2.0,2.0,21.0,23.0,2.0,4.0,2.0,1.0,2.0,,,,1.0,2.0,2.0,1.0,1.0,2.0,1,3.0
207,13700101901,13,70,1,19,1,1,4,1,,,,,50.0,3000.0,1.0,1000.0,1.0,2.0,,,,12.0,,2.0,,2.0,1.0,6.0,2009.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2,
208,14720100113,14,72,1,1,13,1,2,1,,,,,35.0,1435.0,1.0,250.0,4.0,1.0,1.0,1.0,13.0,24.0,2.0,3.0,2.0,2.0,2.0,,,,3.0,1.0,3.0,1.0,1.0,2.0,2,
209,14720100211,14,72,1,2,11,1,4,1,,,,,-888.0,328.0,1.0,172.0,4.0,1.0,1.0,1.0,11.0,23.0,1.0,4.0,2.0,1.0,2.0,,,,2.0,1.0,1.0,2.0,2.0,2.0,2,
210,14720100326,14,72,1,3,26,1,3,1,,,,,28.0,1790.0,1.0,210.0,5.0,1.0,1.0,1.0,20.0,23.0,1.0,3.0,2.0,2.0,1.0,2.0,2008.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2,
211,14720100702,14,72,1,7,2,1,1,1,,,,,4.0,1643.0,3.0,321.0,11.0,1.0,1.0,1.0,11.0,24.0,1.0,3.0,2.0,2.0,1.0,9.0,2008.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2,
212,14750400317,14,75,4,3,17,1,4,1,,,,,50.0,27.0,2.0,,202.0,1.0,1.0,1.0,20.0,22.0,-888.0,-888.0,1.0,1.0,2.0,,,,7.0,1.0,3.0,2.0,2.0,2.0,1,1.0
213,14750400612,14,75,4,6,12,1,5,1,,,,,50.0,-888.0,1.0,250.0,56.0,2.0,,,,,,4.0,,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,2.0,2,
214,14750401001,14,75,4,10,1,1,7,1,,,,,50.0,1000.0,2.0,79.0,5.0,1.0,2.0,2.0,,20.0,3.0,4.0,2.0,1.0,2.0,,,,3.0,,3.0,2.0,2.0,2.0,2,
215,14760500507,14,76,5,5,7,1,9,1,,,,,-888.0,1300.0,1.0,160.0,60.0,1.0,2.0,2.0,20.0,23.0,3.0,4.0,2.0,1.0,2.0,,,,3.0,2.0,2.0,2.0,1.0,2.0,1,2.0
216,14760500517,14,76,5,5,17,1,8,1,,,,,-888.0,1300.0,1.0,158.0,6.0,1.0,2.0,2.0,20.0,23.0,3.0,4.0,2.0,1.0,2.0,,,,3.0,2.0,2.0,2.0,1.0,2.0,2,
217,14760500527,14,76,5,5,27,1,7,1,,,,,-888.0,1400.0,1.0,191.0,29.0,1.0,2.0,2.0,20.0,23.0,3.0,4.0,2.0,1.0,2.0,,,,3.0,2.0,2.0,2.0,1.0,2.0,1,2.0
218,14760500532,14,76,5,5,32,1,10,1,,,,,-888.0,1200.0,1.0,194.0,17.0,1.0,2.0,2.0,20.0,23.0,3.0,4.0,2.0,1.0,2.0,,,,3.0,2.0,2.0,2.0,1.0,2.0,2,
219,14760500802,14,76,5,8,2,1,11,1,,,,,-888.0,1200.0,1.0,108.0,30.0,1.0,2.0,2.0,19.0,22.0,2.0,3.0,2.0,2.0,2.0,,,,3.0,2.0,2.0,2.0,1.0,2.0,2,
220,14760500811,14,76,5,8,11,1,12,1,,,,,-888.0,1200.0,1.0,108.0,30.0,1.0,2.0,2.0,19.0,22.0,2.0,3.0,2.0,2.0,2.0,,,,3.0,2.0,1.0,2.0,1.0,2.0,2,
221,15710100415,15,71,1,4,15,1,9,1,,,,,26.0,1000.0,2.0,4000.0,500.0,2.0,,,,23.0,,3.0,,2.0,1.0,4.0,2009.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1,1.0
222,15710100605,15,71,1,6,5,1,10,1,,,,,50.0,1000.0,1.0,5900.0,50.0,2.0,,,,1.0,,3.0,,2.0,2.0,,,,2.0,3.0,1.0,1.0,2.0,2.0,2,
223,15710100810,15,71,1,8,10,1,11,1,,,,,60.0,800.0,1.0,5000.0,10.0,2.0,,,,23.0,,4.0,,1.0,2.0,,,,8.0,1.0,1.0,1.0,2.0,2.0,2,
224,15710101201,15,71,1,12,1,2,3,3,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,90.0
