,HHID,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I14,I15,I16,I17,I18,I19,I20_a,I20_b,I21_a,I21_b,I22,I23,I24,I25,I26,I27,I28,I29,I31,I32,I33,I34_1,I34_2
2172,03141800910055,3,1,30.0,1.0,65.0,,2.0,6.0,1.0,1.0,2.0,2.0,2.0,16.0,2.0,2.0,,4.0,,2.0,,10.0,1.0,3.0,70.0,210.0,140.0,35.0,2.0,,9.0,555.0,6.0,5.0
2173,03141800910067,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2174,03141800910067,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2175,03141800910067,3,1,30.0,1.0,56.0,,2.0,7.0,1.0,1.0,3.0,2.0,2.0,12.0,2.0,2.0,,4.0,,1.0,,20.0,2.0,3.0,210.0,280.0,210.0,70.0,2.0,,9.0,555.0,4.0,6.0
2176,03141800910079,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2177,03141800910079,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,03141800910079,3,1,30.0,1.0,65.0,,2.0,6.0,2.0,1.0,0.0,2.0,2.0,9.0,2.0,2.0,,4.0,,2.0,,15.0,1.0,2.0,210.0,0.0,280.0,35.0,2.0,,9.0,555.0,2.0,4.0
2179,03141800910091,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2180,03141800910091,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2181,03141800910091,3,1,30.0,1.0,75.0,,2.0,7.0,1.0,1.0,2.0,2.0,1.0,12.0,2.0,2.0,,4.0,,2.0,,15.0,1.0,2.0,280.0,0.0,210.0,35.0,2.0,,9.0,555.0,7.0,2.0
2182,03141800910103,1,1,,,,,,,,1.0,0.0,2.0,3.0,12.0,1.0,1.0,1.0,2.0,,1.0,,15.0,1.0,3.0,210.0,0.0,0.0,105.0,2.0,,9.0,555.0,2.0,4.0
2183,03141800910103,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2184,03141800910103,3,1,30.0,1.0,75.0,,2.0,6.0,1.0,1.0,3.0,2.0,1.0,16.0,2.0,2.0,,4.0,,2.0,,15.0,1.0,2.0,210.0,0.0,210.0,0.0,2.0,,9.0,555.0,6.0,3.0
2185,03141800910115,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2186,03141800910115,2,1,,,,,,,2.0,1.0,0.0,2.0,3.0,6.0,1.0,1.0,1.0,2.0,,1.0,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,9.0,555.0,8.0,2.0
2187,03141800910115,3,1,30.0,1.0,65.0,,2.0,6.0,1.0,1.0,2.0,2.0,2.0,12.0,2.0,2.0,,4.0,,1.0,,20.0,1.0,1.0,280.0,0.0,0.0,0.0,2.0,,9.0,555.0,2.0,4.0
2188,03141800910127,1,1,,,,,,,,1.0,0.0,2.0,3.0,6.0,1.0,1.0,1.0,2.0,,1.0,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,9.0,555.0,2.0,8.0
2189,03141800910127,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2190,03141800910127,3,1,30.0,1.0,65.0,,2.0,7.0,2.0,1.0,0.0,2.0,1.0,9.0,2.0,2.0,,4.0,,1.0,,15.0,1.0,2.0,210.0,0.0,280.0,35.0,2.0,,9.0,555.0,2.0,6.0
2191,03141800910139,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2192,03141800910139,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2193,03141800910139,3,1,30.0,1.0,75.0,,2.0,6.0,1.0,1.0,2.0,2.0,1.0,6.0,2.0,2.0,,4.0,,2.0,,15.0,1.0,2.0,210.0,0.0,280.0,35.0,2.0,,9.0,555.0,1.0,6.0
2194,03150300101020,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2195,03150300101020,2,1,,,,,,,2.0,1.0,0.0,1.0,3.0,6.0,1.0,1.0,2.0,3.0,,2.0,,10.0,3.0,3.0,90.0,60.0,120.0,30.0,2.0,,9.0,2.0,11.0,
2196,03150300101020,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2197,03150300101040,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2198,03150300101040,2,1,,,,,,,2.0,1.0,0.0,1.0,3.0,12.0,1.0,2.0,,3.0,,2.0,,5.0,3.0,3.0,120.0,90.0,150.0,45.0,2.0,,9.0,2.0,11.0,
2199,03150300101040,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,03150300101060,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,03150300101060,2,1,,,,,,,2.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,2.0,3.0,,2.0,,6.0,2.0,2.0,120.0,0.0,150.0,40.0,2.0,,9.0,2.0,11.0,
2202,03150300101060,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,03150300101080,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2204,03150300101080,2,1,,,,,,,2.0,1.0,0.0,1.0,3.0,8.0,1.0,2.0,,3.0,,2.0,,10.0,3.0,3.0,120.0,90.0,180.0,40.0,2.0,,9.0,2.0,11.0,
2205,03150300101080,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2206,03150300101100,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,03150300101100,2,1,,,,,,,2.0,1.0,0.0,1.0,3.0,4.0,1.0,2.0,,3.0,,2.0,,5.0,3.0,3.0,90.0,120.0,180.0,40.0,2.0,,9.0,2.0,11.0,
2208,03150300101100,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209,03150300101120,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,03150300101120,2,1,,,,,,,2.0,1.0,0.0,1.0,3.0,15.0,1.0,2.0,,3.0,,2.0,,7.0,3.0,3.0,150.0,90.0,120.0,50.0,2.0,,9.0,2.0,11.0,
2211,03150300101120,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2212,03150300101140,1,1,,,,,,,,1.0,0.0,1.0,3.0,2.0,1.0,2.0,,3.0,9.0,1.0,2.0,10.0,3.0,3.0,30.0,45.0,40.0,20.0,2.0,,9.0,2.0,3.0,4.0
2213,03150300101140,2,1,,,,,,,2.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,,3.0,9.0,1.0,2.0,15.0,1.0,1.0,65.0,0.0,0.0,0.0,2.0,,9.0,2.0,3.0,4.0
2214,03150300101140,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215,03150300101160,1,1,,,,,,,,1.0,0.0,1.0,3.0,3.0,1.0,2.0,,3.0,9.0,1.0,2.0,10.0,3.0,3.0,45.0,65.0,50.0,20.0,2.0,,9.0,2.0,3.0,4.0
2216,03150300101160,2,1,,,,,,,2.0,1.0,0.0,1.0,3.0,3.0,1.0,2.0,,3.0,9.0,1.0,2.0,15.0,7.0,1.0,110.0,0.0,0.0,0.0,2.0,,9.0,2.0,3.0,4.0
2217,03150300101160,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2218,03150300101180,1,1,,,,,,,,1.0,0.0,1.0,3.0,3.0,1.0,2.0,,3.0,555.0,1.0,2.0,15.0,3.0,3.0,50.0,20.0,45.0,15.0,2.0,,9.0,2.0,3.0,4.0
2219,03150300101180,2,1,,,,,,,2.0,1.0,0.0,1.0,3.0,3.0,1.0,2.0,,3.0,555.0,1.0,2.0,20.0,1.0,1.0,65.0,0.0,0.0,0.0,2.0,,9.0,2.0,4.0,3.0
2220,03150300101180,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221,03150300101200,1,1,,,,,,,,1.0,0.0,1.0,3.0,2.0,1.0,2.0,,3.0,9.0,1.0,2.0,10.0,3.0,3.0,45.0,60.0,60.0,15.0,2.0,,9.0,2.0,4.0,3.0
2222,03150300101200,2,1,,,,,,,2.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,,3.0,9.0,1.0,2.0,20.0,1.0,1.0,70.0,0.0,0.0,0.0,2.0,,9.0,2.0,4.0,3.0
2223,03150300101200,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224,03150300101220,1,1,,,,,,,,1.0,0.0,1.0,3.0,3.0,1.0,2.0,,3.0,9.0,1.0,2.0,15.0,3.0,3.0,45.0,40.0,15.0,0.0,2.0,,9.0,2.0,3.0,4.0
2225,03150300101220,2,1,,,,,,,2.0,1.0,0.0,1.0,3.0,3.0,1.0,2.0,,3.0,9.0,1.0,2.0,15.0,1.0,1.0,65.0,0.0,0.0,0.0,2.0,,9.0,2.0,3.0,4.0
2226,03150300101220,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2227,03150300101240,1,1,,,,,,,,1.0,0.0,1.0,3.0,2.0,1.0,2.0,,3.0,9.0,1.0,2.0,10.0,3.0,3.0,45.0,60.0,50.0,20.0,2.0,,9.0,2.0,3.0,4.0
2228,03150300101240,2,1,,,,,,,2.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,,3.0,9.0,1.0,2.0,15.0,1.0,1.0,110.0,0.0,0.0,0.0,2.0,,9.0,2.0,3.0,4.0
2229,03150300101240,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230,03150300905019,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2231,03150300905019,2,1,,,,,,,2.0,1.0,0.0,1.0,3.0,4.0,1.0,2.0,,3.0,,2.0,,5.0,3.0,3.0,120.0,90.0,180.0,50.0,2.0,,9.0,2.0,11.0,
2232,03150300905019,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233,03150300905023,1,1,,,,,,,,1.0,0.0,1.0,3.0,2.0,1.0,2.0,,3.0,9.0,1.0,2.0,8.0,3.0,3.0,45.0,30.0,35.0,15.0,2.0,,9.0,2.0,3.0,4.0
2234,03150300905023,2,1,,,,,,,2.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,,3.0,9.0,1.0,2.0,10.0,1.0,1.0,80.0,0.0,0.0,0.0,2.0,,9.0,2.0,3.0,4.0
2235,03150300905023,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2236,03150300905039,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2237,03150300905039,2,1,,,,,,,2.0,1.0,1.0,1.0,3.0,8.0,1.0,2.0,,3.0,,2.0,,8.0,3.0,3.0,90.0,60.0,120.0,40.0,2.0,,9.0,2.0,11.0,
2238,03150300905039,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2239,03150300905059,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2240,03150300905059,2,1,,,,,,,2.0,1.0,0.0,1.0,3.0,8.0,1.0,2.0,,3.0,,2.0,,5.0,3.0,3.0,90.0,60.0,120.0,40.0,2.0,,9.0,2.0,11.0,
2241,03150300905059,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2242,03150300905079,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,03150300905079,2,1,,,,,,,2.0,1.0,0.0,1.0,3.0,6.0,1.0,2.0,,3.0,,2.0,,10.0,3.0,3.0,90.0,60.0,120.0,60.0,2.0,,9.0,2.0,11.0,
2244,03150300905079,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245,03150300905099,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2246,03150300905099,2,1,,,,,,,2.0,1.0,0.0,1.0,3.0,8.0,1.0,2.0,,3.0,,2.0,,7.0,3.0,3.0,120.0,90.0,180.0,50.0,2.0,,9.0,2.0,11.0,
2247,03150300905099,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2248,03150300905119,1,1,,,,,,,,1.0,0.0,1.0,3.0,3.0,2.0,2.0,,3.0,2.0,1.0,1.0,60.0,3.0,3.0,60.0,60.0,60.0,50.0,2.0,,9.0,2.0,11.0,
2249,03150300905119,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2250,03150300905119,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2251,03150300905139,1,1,,,,,,,,1.0,0.0,1.0,3.0,3.0,1.0,2.0,,3.0,2.0,1.0,1.0,1.0,3.0,3.0,59.0,50.0,50.0,0.0,2.0,,9.0,2.0,11.0,
2252,03150300905139,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2253,03150300905139,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254,03150300905179,1,1,,,,,,,,1.0,0.0,1.0,3.0,2.0,1.0,2.0,,3.0,9.0,1.0,2.0,10.0,3.0,3.0,45.0,35.0,40.0,15.0,2.0,,9.0,2.0,3.0,4.0
2255,03150300905179,2,1,,,,,,,2.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,,3.0,9.0,1.0,2.0,15.0,1.0,1.0,95.0,0.0,0.0,0.0,2.0,,9.0,2.0,3.0,4.0
2256,03150300905179,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2257,03150300905199,1,1,,,,,,,,1.0,0.0,1.0,3.0,3.0,1.0,2.0,,3.0,9.0,1.0,2.0,10.0,3.0,3.0,45.0,50.0,60.0,15.0,2.0,,9.0,2.0,3.0,4.0
2258,03150300905199,2,1,,,,,,,2.0,1.0,0.0,1.0,3.0,3.0,1.0,2.0,,3.0,9.0,1.0,2.0,15.0,1.0,1.0,75.0,0.0,0.0,0.0,2.0,,9.0,2.0,3.0,4.0
2259,03150300905199,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2260,03150300905219,1,1,,,,,,,,1.0,0.0,1.0,3.0,2.0,3.0,2.0,,3.0,9.0,1.0,2.0,15.0,3.0,3.0,55.0,40.0,60.0,20.0,2.0,,9.0,2.0,3.0,4.0
2261,03150300905219,2,1,,,,,,,2.0,1.0,0.0,1.0,3.0,3.0,1.0,2.0,,3.0,9.0,1.0,2.0,15.0,1.0,1.0,100.0,0.0,0.0,0.0,2.0,,9.0,2.0,3.0,4.0
2262,03150300905219,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2263,03150300905239,1,1,,,,,,,,1.0,0.0,1.0,3.0,2.0,1.0,2.0,,3.0,9.0,1.0,2.0,10.0,3.0,3.0,45.0,35.0,65.0,15.0,2.0,,9.0,2.0,3.0,4.0
2264,03150300905239,2,1,,,,,,,2.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,,3.0,9.0,1.0,2.0,15.0,1.0,1.0,95.0,0.0,0.0,0.0,2.0,,9.0,2.0,3.0,4.0
2265,03150300905239,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2266,03150800103013,1,1,,,,,,,,1.0,-888.0,1.0,3.0,3.0,1.0,2.0,,3.0,,2.0,,10.0,1.0,1.0,0.0,0.0,0.0,60.0,2.0,,9.0,1.0,3.0,4.0
2267,03150800103013,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2268,03150800103013,3,1,16.0,2.0,,,1.0,6.0,2.0,1.0,-888.0,2.0,2.0,1.0,1.0,2.0,,4.0,,2.0,,5.0,3.0,3.0,40.0,60.0,90.0,0.0,2.0,,9.0,555.0,555.0,555.0
2269,03150800103028,1,1,,,,,,,,1.0,-888.0,1.0,3.0,2.0,1.0,2.0,,3.0,9.0,2.0,2.0,8.0,2.0,2.0,120.0,90.0,0.0,0.0,2.0,,9.0,1.0,555.0,555.0
2270,03150800103028,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271,03150800103028,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2272,03150800103043,1,1,,,,,,,,1.0,-888.0,1.0,3.0,3.0,2.0,2.0,,3.0,9.0,2.0,2.0,7.0,1.0,1.0,120.0,0.0,0.0,1.0,2.0,,9.0,2.0,4.0,6.0
2273,03150800103043,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2274,03150800103043,3,1,12.0,1.0,100.0,,1.0,6.0,2.0,1.0,-888.0,2.0,1.0,1.0,1.0,2.0,,4.0,,2.0,,5.0,2.0,2.0,60.0,0.0,90.0,0.0,2.0,,9.0,2.0,555.0,555.0
2275,03150800103058,1,1,,,,,,,,1.0,-888.0,1.0,3.0,2.0,2.0,2.0,,2.0,555.0,2.0,2.0,8.0,1.0,1.0,120.0,0.0,0.0,0.0,2.0,,9.0,1.0,6.0,8.0
2276,03150800103058,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2277,03150800103058,3,1,28.0,2.0,,4.0,1.0,7.0,1.0,1.0,-888.0,2.0,2.0,1.0,0.0,2.0,,4.0,,2.0,,5.0,2.0,2.0,0.0,60.0,90.0,0.0,2.0,,9.0,555.0,7.0,3.0
2278,03150800103073,1,1,,,,,,,,1.0,-888.0,1.0,3.0,2.0,1.0,2.0,,2.0,,2.0,,7.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,,9.0,1.0,555.0,555.0
2279,03150800103073,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2280,03150800103073,3,1,73.0,1.0,80.0,,1.0,6.0,2.0,1.0,-888.0,2.0,2.0,1.0,1.0,2.0,,4.0,,2.0,,5.0,3.0,3.0,40.0,90.0,60.0,0.0,2.0,,9.0,1.0,555.0,555.0
2281,03150800103088,1,1,,,,,,,,1.0,-888.0,1.0,5.0,,,2.0,,2.0,,2.0,,8.0,1.0,1.0,90.0,0.0,0.0,1.0,2.0,,9.0,1.0,555.0,555.0
2282,03150800103088,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2283,03150800103088,3,1,36.0,2.0,,4.0,1.0,6.0,2.0,1.0,-888.0,2.0,5.0,,,2.0,,4.0,,2.0,,5.0,2.0,2.0,60.0,90.0,0.0,0.0,2.0,,9.0,555.0,555.0,555.0
2284,03150800103103,1,1,,,,,,,,1.0,-888.0,1.0,3.0,2.0,1.0,2.0,,2.0,,2.0,,7.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,,9.0,1.0,555.0,555.0
2285,03150800103103,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2286,03150800103103,3,1,17.0,2.0,,4.0,1.0,6.0,2.0,1.0,-888.0,2.0,3.0,2.0,1.0,2.0,,4.0,,2.0,,4.0,2.0,2.0,0.0,60.0,80.0,0.0,2.0,,9.0,555.0,4.0,6.0
2287,03150800103118,1,1,,,,,,,,1.0,-888.0,1.0,3.0,2.0,1.0,2.0,,3.0,2.0,2.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,,9.0,1.0,3.0,9.0
2288,03150800103118,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2289,03150800103118,3,1,36.0,1.0,50.0,,1.0,6.0,2.0,1.0,-888.0,2.0,3.0,1.0,1.0,2.0,,4.0,,2.0,,3.0,3.0,3.0,40.0,60.0,60.0,0.0,2.0,,9.0,1.0,555.0,555.0
2290,03150800103133,1,1,,,,,,,,1.0,-888.0,1.0,3.0,2.0,0.0,2.0,,2.0,3.0,2.0,2.0,5.0,2.0,2.0,40.0,60.0,0.0,1.0,2.0,,9.0,3.0,555.0,555.0
2291,03150800103133,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2292,03150800103133,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2293,03150800103148,1,1,,,,,,,,1.0,-888.0,1.0,3.0,1.0,1.0,2.0,,2.0,,2.0,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,9.0,1.0,555.0,555.0
2294,03150800103148,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2295,03150800103148,3,1,27.0,2.0,,6.0,1.0,6.0,2.0,1.0,-888.0,2.0,2.0,1.0,1.0,2.0,,4.0,,2.0,,5.0,2.0,2.0,30.0,60.0,0.0,0.0,2.0,,9.0,555.0,555.0,555.0
2296,03150800103163,1,1,,,,,,,,1.0,-888.0,1.0,3.0,2.0,1.0,2.0,,2.0,10.0,2.0,2.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,,9.0,1.0,3.0,6.0
2297,03150800103163,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2298,03150800103163,3,1,20.0,1.0,65.0,,1.0,6.0,2.0,1.0,-888.0,2.0,3.0,2.0,1.0,2.0,,4.0,,2.0,,3.0,3.0,3.0,30.0,90.0,60.0,0.0,1.0,1.0,9.0,1.0,555.0,555.0
2299,03150800103178,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,03150800103178,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2301,03150800103178,3,1,7.0,1.0,100.0,,1.0,6.0,2.0,1.0,-888.0,2.0,3.0,3.0,2.0,2.0,,4.0,,2.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,9.0,1.0,8.0,6.0
2302,03151900506012,1,1,,,,,,,,1.0,0.0,1.0,1.0,3.0,1.0,2.0,,3.0,,1.0,,30.0,3.0,3.0,30.0,30.0,0.0,30.0,2.0,,9.0,2.0,11.0,
2303,03151900506012,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2304,03151900506012,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2305,03151900506027,1,1,,,,,,,,1.0,0.0,1.0,3.0,2.0,2.0,2.0,,3.0,9.0,1.0,2.0,8.0,3.0,3.0,50.0,30.0,45.0,15.0,2.0,,9.0,2.0,3.0,4.0
2306,03151900506027,2,1,,,,,,,2.0,2.0,0.0,1.0,3.0,2.0,2.0,2.0,,3.0,9.0,1.0,2.0,10.0,1.0,1.0,85.0,0.0,0.0,0.0,2.0,,9.0,2.0,3.0,4.0
2307,03151900506027,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2308,03151900506042,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2309,03151900506042,2,1,,,,,,,2.0,1.0,0.0,1.0,3.0,8.0,1.0,1.0,2.0,3.0,,2.0,,10.0,3.0,3.0,120.0,60.0,180.0,40.0,2.0,,9.0,2.0,11.0,
2310,03151900506042,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,03151900506057,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2312,03151900506057,2,1,,,,,,,2.0,1.0,0.0,1.0,3.0,12.0,1.0,2.0,,3.0,,2.0,,7.0,3.0,3.0,90.0,60.0,120.0,25.0,2.0,,9.0,2.0,11.0,
2313,03151900506057,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2314,03151900506072,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2315,03151900506072,2,1,,,,,,,2.0,1.0,0.0,1.0,1.0,16.0,1.0,1.0,2.0,3.0,,2.0,,9.0,3.0,3.0,90.0,60.0,120.0,40.0,2.0,,9.0,2.0,11.0,
2316,03151900506072,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2317,03151900506087,1,1,,,,,,,,1.0,0.0,1.0,1.0,3.0,1.0,2.0,,3.0,,1.0,,30.0,3.0,3.0,59.0,59.0,59.0,30.0,2.0,,9.0,2.0,11.0,
2318,03151900506087,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2319,03151900506087,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2320,03151900506102,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2321,03151900506102,2,1,,,,,,,2.0,1.0,0.0,1.0,3.0,12.0,1.0,2.0,,3.0,,2.0,,15.0,3.0,3.0,70.0,90.0,120.0,40.0,2.0,,9.0,2.0,11.0,
2322,03151900506102,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2323,03151900506117,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,03151900506117,2,1,,,,,,,2.0,1.0,0.0,1.0,2.0,15.0,1.0,2.0,,3.0,,2.0,,10.0,3.0,3.0,60.0,50.0,120.0,30.0,2.0,,9.0,2.0,11.0,
2325,03151900506117,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2326,03151900506132,1,1,,,,,,,,1.0,0.0,1.0,3.0,2.0,1.0,2.0,,3.0,9.0,1.0,2.0,5.0,3.0,3.0,45.0,50.0,55.0,15.0,2.0,,9.0,2.0,3.0,4.0
2327,03151900506132,2,1,,,,,,,2.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,,3.0,9.0,1.0,2.0,8.0,1.0,1.0,95.0,0.0,0.0,0.0,2.0,,9.0,2.0,3.0,4.0
2328,03151900506132,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2329,03151900506147,1,1,,,,,,,,1.0,0.0,1.0,3.0,2.0,2.0,2.0,,3.0,9.0,1.0,2.0,6.0,3.0,3.0,45.0,65.0,30.0,15.0,2.0,,9.0,2.0,3.0,4.0
2330,03151900506147,2,1,,,,,,,2.0,1.0,0.0,1.0,3.0,2.0,2.0,2.0,,3.0,10.0,1.0,2.0,10.0,1.0,1.0,85.0,0.0,0.0,0.0,2.0,,9.0,2.0,3.0,4.0
2331,03151900506147,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2332,03151900506162,1,1,,,,,,,,1.0,0.0,1.0,3.0,2.0,1.0,2.0,,3.0,9.0,1.0,2.0,10.0,3.0,3.0,45.0,55.0,35.0,18.0,2.0,,,1.0,2.0,3.0
2333,03151900506162,2,1,,,,,,,2.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,,3.0,9.0,1.0,2.0,8.0,1.0,1.0,90.0,0.0,0.0,0.0,2.0,,9.0,2.0,3.0,4.0
2334,03151900506162,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335,03151900506177,1,1,,,,,,,,1.0,0.0,1.0,3.0,2.0,1.0,2.0,,3.0,,1.0,,10.0,3.0,3.0,35.0,45.0,60.0,15.0,2.0,,9.0,2.0,3.0,4.0
2336,03151900506177,2,1,,,,,,,2.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,,3.0,555.0,1.0,2.0,10.0,1.0,1.0,85.0,0.0,0.0,0.0,2.0,,9.0,2.0,5.0,4.0
2337,03151900506177,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338,03152000107001,1,1,,,,,,,,1.0,-888.0,1.0,3.0,4.0,1.0,2.0,,3.0,,2.0,,15.0,1.0,1.0,60.0,0.0,0.0,0.0,2.0,,9.0,2.0,3.0,8.0
2339,03152000107001,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2340,03152000107001,3,1,24.0,2.0,,4.0,1.0,6.0,2.0,1.0,-888.0,2.0,1.0,1.0,2.0,2.0,,4.0,,2.0,,5.0,1.0,1.0,0.0,0.0,60.0,0.0,1.0,2.0,9.0,555.0,6.0,4.0
2341,03152000107003,1,1,,,,,,,,1.0,-888.0,1.0,3.0,3.0,2.0,2.0,,2.0,9.0,2.0,1.0,12.0,1.0,1.0,120.0,0.0,0.0,0.0,2.0,,9.0,1.0,3.0,6.0
2342,03152000107003,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
