,HHID,M_a,M_b,M1
41566,07551300102022,0.0,,9
41567,07551300102022,0.0,,10
41568,07551300102022,0.0,,11
41569,07551300102022,0.0,,12
41570,07551300102022,0.0,,13
41571,07551300102022,0.0,,14
41572,07551300102022,0.0,,15
41573,07551300102041,0.0,,1
41574,07551300102041,0.0,,2
41575,07551300102041,0.0,,3
41576,07551300102041,0.0,,4
41577,07551300102041,0.0,,5
41578,07551300102041,0.0,,6
41579,07551300102041,0.0,,7
41580,07551300102041,0.0,,8
41581,07551300102041,0.0,,9
41582,07551300102041,0.0,,10
41583,07551300102041,0.0,,11
41584,07551300102041,0.0,,12
41585,07551300102041,0.0,,13
41586,07551300102041,0.0,,14
41587,07551300102041,0.0,,15
41588,07551300102060,0.0,,1
41589,07551300102060,0.0,,2
41590,07551300102060,0.0,,3
41591,07551300102060,0.0,,4
41592,07551300102060,0.0,,5
41593,07551300102060,0.0,,6
41594,07551300102060,0.0,,7
41595,07551300102060,0.0,,8
41596,07551300102060,0.0,,9
41597,07551300102060,0.0,,10
41598,07551300102060,0.0,,11
41599,07551300102060,0.0,,12
41600,07551300102060,0.0,,13
41601,07551300102060,0.0,,14
41602,07551300102060,0.0,,15
41603,07551300102079,0.0,,1
41604,07551300102079,0.0,,2
41605,07551300102079,0.0,,3
41606,07551300102079,0.0,,4
41607,07551300102079,0.0,,5
41608,07551300102079,0.0,,6
41609,07551300102079,0.0,,7
41610,07551300102079,0.0,,8
41611,07551300102079,0.0,,9
41612,07551300102079,0.0,,10
41613,07551300102079,0.0,,11
41614,07551300102079,0.0,,12
41615,07551300102079,0.0,,13
41616,07551300102079,0.0,,14
41617,07551300102079,0.0,,15
41618,07551300102098,0.0,,1
41619,07551300102098,0.0,,2
41620,07551300102098,0.0,,3
41621,07551300102098,0.0,,4
41622,07551300102098,0.0,,5
41623,07551300102098,0.0,,6
41624,07551300102098,0.0,,7
41625,07551300102098,0.0,,8
41626,07551300102098,0.0,,9
41627,07551300102098,0.0,,10
41628,07551300102098,0.0,,11
41629,07551300102098,0.0,,12
41630,07551300102098,0.0,,13
41631,07551300102098,0.0,,14
41632,07551300102098,0.0,,15
41633,07551300102117,0.0,,1
41634,07551300102117,0.0,,2
41635,07551300102117,0.0,,3
41636,07551300102117,0.0,,4
41637,07551300102117,0.0,,5
41638,07551300102117,0.0,,6
41639,07551300102117,0.0,,7
41640,07551300102117,0.0,,8
41641,07551300102117,0.0,,9
41642,07551300102117,0.0,,10
41643,07551300102117,0.0,,11
41644,07551300102117,0.0,,12
41645,07551300102117,0.0,,13
41646,07551300102117,0.0,,14
41647,07551300102117,0.0,,15
41648,07551300102136,0.0,,1
41649,07551300102136,0.0,,2
41650,07551300102136,0.0,,3
41651,07551300102136,0.0,,4
41652,07551300102136,0.0,,5
41653,07551300102136,0.0,,6
41654,07551300102136,0.0,,7
41655,07551300102136,0.0,,8
41656,07551300102136,0.0,,9
41657,07551300102136,0.0,,10
41658,07551300102136,0.0,,11
41659,07551300102136,0.0,,12
41660,07551300102136,0.0,,13
41661,07551300102136,0.0,,14
41662,07551300102136,0.0,,15
41663,07551300102155,0.0,,1
41664,07551300102155,0.0,,2
41665,07551300102155,0.0,,3
41666,07551300102155,0.0,,4
41667,07551300102155,0.0,,5
41668,07551300102155,0.0,,6
41669,07551300102155,0.0,,7
41670,07551300102155,0.0,,8
41671,07551300102155,0.0,,9
41672,07551300102155,0.0,,10
41673,07551300102155,0.0,,11
41674,07551300102155,0.0,,12
41675,07551300102155,0.0,,13
41676,07551300102155,0.0,,14
41677,07551300102155,0.0,,15
41678,07551300102174,0.0,,1
41679,07551300102174,0.0,,2
41680,07551300102174,0.0,,3
41681,07551300102174,0.0,,4
41682,07551300102174,0.0,,5
41683,07551300102174,0.0,,6
41684,07551300102174,0.0,,7
41685,07551300102174,0.0,,8
41686,07551300102174,0.0,,9
41687,07551300102174,0.0,,10
41688,07551300102174,0.0,,11
41689,07551300102174,0.0,,12
41690,07551300102174,0.0,,13
41691,07551300102174,0.0,,14
41692,07551300102174,0.0,,15
41693,07551300102193,0.0,,1
41694,07551300102193,0.0,,2
41695,07551300102193,0.0,,3
41696,07551300102193,0.0,,4
41697,07551300102193,0.0,,5
41698,07551300102193,0.0,,6
41699,07551300102193,0.0,,7
41700,07551300102193,0.0,,8
41701,07551300102193,0.0,,9
41702,07551300102193,0.0,,10
41703,07551300102193,0.0,,11
41704,07551300102193,0.0,,12
41705,07551300102193,0.0,,13
41706,07551300102193,0.0,,14
41707,07551300102193,0.0,,15
41708,07551300102212,0.0,,1
41709,07551300102212,0.0,,2
41710,07551300102212,0.0,,3
41711,07551300102212,0.0,,4
41712,07551300102212,0.0,,5
41713,07551300102212,0.0,,6
41714,07551300102212,0.0,,7
41715,07551300102212,0.0,,8
41716,07551300102212,0.0,,9
41717,07551300102212,0.0,,10
41718,07551300102212,0.0,,11
41719,07551300102212,0.0,,12
41720,07551300102212,0.0,,13
41721,07551300102212,0.0,,14
41722,07551300102212,0.0,,15
41723,07551300206004,0.0,,1
41724,07551300206004,0.0,,2
41725,07551300206004,0.0,,3
41726,07551300206004,0.0,,4
41727,07551300206004,0.0,,5
41728,07551300206004,0.0,,6
41729,07551300206004,0.0,,7
41730,07551300206004,0.0,,8
41731,07551300206004,0.0,,9
41732,07551300206004,0.0,,10
41733,07551300206004,0.0,,11
41734,07551300206004,0.0,,12
41735,07551300206004,0.0,,13
41736,07551300206004,0.0,,14
41737,07551300206004,0.0,,15
41738,07551300206021,0.0,,1
41739,07551300206021,0.0,,2
41740,07551300206021,0.0,,3
41741,07551300206021,0.0,,4
41742,07551300206021,0.0,,5
41743,07551300206021,0.0,,6
41744,07551300206021,0.0,,7
41745,07551300206021,0.0,,8
41746,07551300206021,0.0,,9
41747,07551300206021,0.0,,10
41748,07551300206021,0.0,,11
41749,07551300206021,0.0,,12
41750,07551300206021,0.0,,13
41751,07551300206021,0.0,,14
41752,07551300206021,0.0,,15
41753,07551300206038,0.0,,1
41754,07551300206038,0.0,,2
41755,07551300206038,0.0,,3
41756,07551300206038,0.0,,4
41757,07551300206038,0.0,,5
41758,07551300206038,0.0,,6
41759,07551300206038,0.0,,7
41760,07551300206038,0.0,,8
41761,07551300206038,0.0,,9
41762,07551300206038,0.0,,10
41763,07551300206038,0.0,,11
41764,07551300206038,0.0,,12
41765,07551300206038,0.0,,13
41766,07551300206038,0.0,,14
41767,07551300206038,0.0,,15
41768,07551300206055,0.0,,1
41769,07551300206055,0.0,,2
41770,07551300206055,0.0,,3
41771,07551300206055,0.0,,4
41772,07551300206055,0.0,,5
41773,07551300206055,0.0,,6
41774,07551300206055,0.0,,7
41775,07551300206055,0.0,,8
41776,07551300206055,0.0,,9
41777,07551300206055,0.0,,10
41778,07551300206055,0.0,,11
41779,07551300206055,0.0,,12
41780,07551300206055,0.0,,13
41781,07551300206055,0.0,,14
41782,07551300206055,0.0,,15
41783,07551300206072,0.0,,1
41784,07551300206072,0.0,,2
41785,07551300206072,0.0,,3
41786,07551300206072,0.0,,4
41787,07551300206072,0.0,,5
41788,07551300206072,0.0,,6
41789,07551300206072,0.0,,7
41790,07551300206072,0.0,,8
41791,07551300206072,0.0,,9
41792,07551300206072,0.0,,10
41793,07551300206072,0.0,,11
41794,07551300206072,0.0,,12
41795,07551300206072,0.0,,13
41796,07551300206072,0.0,,14
41797,07551300206072,0.0,,15
41798,07551300206089,0.0,,1
41799,07551300206089,0.0,,2
41800,07551300206089,0.0,,3
41801,07551300206089,0.0,,4
41802,07551300206089,0.0,,5
41803,07551300206089,0.0,,6
41804,07551300206089,0.0,,7
41805,07551300206089,0.0,,8
41806,07551300206089,0.0,,9
41807,07551300206089,0.0,,10
41808,07551300206089,0.0,,11
41809,07551300206089,0.0,,12
41810,07551300206089,0.0,,13
41811,07551300206089,0.0,,14
41812,07551300206089,0.0,,15
41813,07551300206106,0.0,,1
41814,07551300206106,0.0,,2
41815,07551300206106,0.0,,3
41816,07551300206106,0.0,,4
41817,07551300206106,0.0,,5
41818,07551300206106,0.0,,6
41819,07551300206106,0.0,,7
41820,07551300206106,0.0,,8
41821,07551300206106,0.0,,9
41822,07551300206106,0.0,,10
41823,07551300206106,0.0,,11
41824,07551300206106,0.0,,12
41825,07551300206106,0.0,,13
41826,07551300206106,0.0,,14
41827,07551300206106,0.0,,15
41828,07551300206123,0.0,,1
41829,07551300206123,0.0,,2
41830,07551300206123,0.0,,3
41831,07551300206123,0.0,,4
41832,07551300206123,0.0,,5
41833,07551300206123,0.0,,6
41834,07551300206123,0.0,,7
41835,07551300206123,0.0,,8
41836,07551300206123,0.0,,9
41837,07551300206123,0.0,,10
41838,07551300206123,0.0,,11
41839,07551300206123,0.0,,12
41840,07551300206123,0.0,,13
41841,07551300206123,0.0,,14
41842,07551300206123,0.0,,15
41843,07551300206140,0.0,,1
41844,07551300206140,0.0,,2
41845,07551300206140,0.0,,3
41846,07551300206140,0.0,,4
41847,07551300206140,0.0,,5
41848,07551300206140,0.0,,6
41849,07551300206140,0.0,,7
41850,07551300206140,0.0,,8
41851,07551300206140,0.0,,9
41852,07551300206140,0.0,,10
41853,07551300206140,0.0,,11
41854,07551300206140,0.0,,12
41855,07551300206140,0.0,,13
41856,07551300206140,0.0,,14
41857,07551300206140,0.0,,15
41858,07551300206157,0.0,,1
41859,07551300206157,0.0,,2
41860,07551300206157,0.0,,3
41861,07551300206157,0.0,,4
41862,07551300206157,0.0,,5
41863,07551300206157,0.0,,6
41864,07551300206157,0.0,,7
41865,07551300206157,0.0,,8
41866,07551300206157,0.0,,9
41867,07551300206157,0.0,,10
41868,07551300206157,0.0,,11
41869,07551300206157,0.0,,12
41870,07551300206157,0.0,,13
41871,07551300206157,0.0,,14
41872,07551300206157,0.0,,15
41873,07551300206174,0.0,,1
41874,07551300206174,0.0,,2
41875,07551300206174,0.0,,3
41876,07551300206174,0.0,,4
41877,07551300206174,0.0,,5
41878,07551300206174,0.0,,6
41879,07551300206174,0.0,,7
41880,07551300206174,0.0,,8
41881,07551300206174,0.0,,9
41882,07551300206174,0.0,,10
41883,07551300206174,0.0,,11
41884,07551300206174,0.0,,12
41885,07551300206174,0.0,,13
41886,07551300206174,0.0,,14
41887,07551300206174,0.0,,15
41888,07551300206191,0.0,,1
41889,07551300206191,0.0,,2
41890,07551300206191,0.0,,3
41891,07551300206191,0.0,,4
41892,07551300206191,0.0,,5
41893,07551300206191,0.0,,6
41894,07551300206191,0.0,,7
41895,07551300206191,0.0,,8
41896,07551300206191,0.0,,9
41897,07551300206191,0.0,,10
41898,07551300206191,0.0,,11
41899,07551300206191,0.0,,12
41900,07551300206191,0.0,,13
41901,07551300206191,0.0,,14
41902,07551300206191,0.0,,15
41903,07551300314002,0.0,,1
41904,07551300314002,0.0,,2
41905,07551300314002,0.0,,3
41906,07551300314002,0.0,,4
41907,07551300314002,0.0,,5
41908,07551300314002,0.0,,6
41909,07551300314002,0.0,,7
41910,07551300314002,0.0,,8
41911,07551300314002,0.0,,9
41912,07551300314002,0.0,,10
41913,07551300314002,0.0,,11
41914,07551300314002,0.0,,12
41915,07551300314002,0.0,,13
41916,07551300314002,0.0,,14
41917,07551300314002,0.0,,15
41918,07551300314019,0.0,,1
41919,07551300314019,0.0,,2
41920,07551300314019,0.0,,3
41921,07551300314019,0.0,,4
41922,07551300314019,0.0,,5
41923,07551300314019,0.0,,6
41924,07551300314019,0.0,,7
41925,07551300314019,0.0,,8
41926,07551300314019,0.0,,9
41927,07551300314019,0.0,,10
41928,07551300314019,0.0,,11
41929,07551300314019,0.0,,12
41930,07551300314019,0.0,,13
41931,07551300314019,0.0,,14
41932,07551300314019,0.0,,15
41933,07551300314036,0.0,,1
41934,07551300314036,0.0,,2
41935,07551300314036,0.0,,3
41936,07551300314036,0.0,,4
41937,07551300314036,0.0,,5
41938,07551300314036,0.0,,6
41939,07551300314036,0.0,,7
41940,07551300314036,0.0,,8
41941,07551300314036,0.0,,9
41942,07551300314036,0.0,,10
41943,07551300314036,0.0,,11
41944,07551300314036,0.0,,12
41945,07551300314036,0.0,,13
41946,07551300314036,0.0,,14
41947,07551300314036,0.0,,15
41948,07551300314053,0.0,,1
41949,07551300314053,0.0,,2
41950,07551300314053,0.0,,3
41951,07551300314053,0.0,,4
41952,07551300314053,0.0,,5
41953,07551300314053,0.0,,6
41954,07551300314053,0.0,,7
41955,07551300314053,0.0,,8
41956,07551300314053,0.0,,9
41957,07551300314053,0.0,,10
41958,07551300314053,1.0,,11
41959,07551300314053,0.0,,12
41960,07551300314053,0.0,,13
41961,07551300314053,0.0,,14
41962,07551300314053,0.0,,15
41963,07551300314070,0.0,,1
41964,07551300314070,0.0,,2
41965,07551300314070,0.0,,3
41966,07551300314070,0.0,,4
41967,07551300314070,0.0,,5
41968,07551300314070,0.0,,6
41969,07551300314070,0.0,,7
41970,07551300314070,0.0,,8
41971,07551300314070,0.0,,9
41972,07551300314070,0.0,,10
41973,07551300314070,2.0,,11
41974,07551300314070,0.0,,12
41975,07551300314070,0.0,,13
41976,07551300314070,0.0,,14
41977,07551300314070,0.0,,15
41978,07551300314087,0.0,,1
41979,07551300314087,0.0,,2
41980,07551300314087,0.0,,3
41981,07551300314087,0.0,,4
41982,07551300314087,0.0,,5
41983,07551300314087,0.0,,6
41984,07551300314087,0.0,,7
41985,07551300314087,0.0,,8
41986,07551300314087,0.0,,9
41987,07551300314087,0.0,,10
41988,07551300314087,5.0,,11
41989,07551300314087,0.0,,12
41990,07551300314087,0.0,,13
41991,07551300314087,0.0,,14
41992,07551300314087,0.0,,15
41993,07551300314104,0.0,,1
41994,07551300314104,0.0,,2
41995,07551300314104,0.0,,3
41996,07551300314104,0.0,,4
41997,07551300314104,0.0,,5
41998,07551300314104,0.0,,6
41999,07551300314104,0.0,,7
42000,07551300314104,0.0,,8
42001,07551300314104,0.0,,9
42002,07551300314104,0.0,,10
42003,07551300314104,0.0,,11
42004,07551300314104,0.0,,12
42005,07551300314104,0.0,,13
42006,07551300314104,0.0,,14
42007,07551300314104,0.0,,15
42008,07551300314121,0.0,,1
42009,07551300314121,0.0,,2
42010,07551300314121,0.0,,3
42011,07551300314121,0.0,,4
42012,07551300314121,0.0,,5
42013,07551300314121,0.0,,6
42014,07551300314121,0.0,,7
42015,07551300314121,0.0,,8
42016,07551300314121,0.0,,9
42017,07551300314121,0.0,,10
42018,07551300314121,0.0,,11
42019,07551300314121,0.0,,12
42020,07551300314121,0.0,,13
42021,07551300314121,0.0,,14
42022,07551300314121,0.0,,15
42023,07551300314138,0.0,,1
42024,07551300314138,0.0,,2
42025,07551300314138,0.0,,3
42026,07551300314138,0.0,,4
42027,07551300314138,0.0,,5
42028,07551300314138,0.0,,6
42029,07551300314138,0.0,,7
42030,07551300314138,0.0,,8
42031,07551300314138,0.0,,9
42032,07551300314138,0.0,,10
42033,07551300314138,0.0,,11
42034,07551300314138,0.0,,12
42035,07551300314138,0.0,,13
42036,07551300314138,0.0,,14
42037,07551300314138,0.0,,15
42038,07551300314155,0.0,,1
42039,07551300314155,0.0,,2
42040,07551300314155,0.0,,3
42041,07551300314155,0.0,,4
42042,07551300314155,0.0,,5
42043,07551300314155,0.0,,6
42044,07551300314155,0.0,,7
42045,07551300314155,0.0,,8
42046,07551300314155,0.0,,9
42047,07551300314155,0.0,,10
42048,07551300314155,0.0,,11
42049,07551300314155,0.0,,12
42050,07551300314155,0.0,,13
42051,07551300314155,0.0,,14
42052,07551300314155,0.0,,15
42053,07551300314172,0.0,,1
42054,07551300314172,0.0,,2
42055,07551300314172,0.0,,3
42056,07551300314172,0.0,,4
42057,07551300314172,0.0,,5
42058,07551300314172,0.0,,6
42059,07551300314172,0.0,,7
42060,07551300314172,0.0,,8
42061,07551300314172,0.0,,9
42062,07551300314172,0.0,,10
42063,07551300314172,0.0,,11
42064,07551300314172,0.0,,12
42065,07551300314172,0.0,,13
42066,07551300314172,0.0,,14
42067,07551300314172,0.0,,15
42068,07551300314189,0.0,,1
42069,07551300314189,0.0,,2
42070,07551300314189,0.0,,3
42071,07551300314189,0.0,,4
42072,07551300314189,0.0,,5
42073,07551300314189,0.0,,6
42074,07551300314189,0.0,,7
42075,07551300314189,1.0,,8
42076,07551300314189,0.0,,9
42077,07551300314189,0.0,,10
42078,07551300314189,3.0,,11
42079,07551300314189,0.0,,12
42080,07551300314189,0.0,,13
42081,07551300314189,0.0,,14
42082,07551300314189,0.0,,15
42083,07560200303001,0.0,,1
42084,07560200303001,0.0,,2
42085,07560200303001,0.0,,3
42086,07560200303001,0.0,,4
42087,07560200303001,0.0,,5
42088,07560200303001,0.0,,6
42089,07560200303001,0.0,,7
42090,07560200303001,4.0,,8
42091,07560200303001,0.0,,9
42092,07560200303001,0.0,,10
42093,07560200303001,0.0,,11
42094,07560200303001,0.0,,12
42095,07560200303001,0.0,,13
42096,07560200303001,0.0,,14
42097,07560200303001,0.0,,15
42098,07560200303005,0.0,,1
42099,07560200303005,0.0,,2
42100,07560200303005,0.0,,3
42101,07560200303005,0.0,,4
42102,07560200303005,0.0,,5
42103,07560200303005,0.0,,6
42104,07560200303005,0.0,,7
42105,07560200303005,0.0,,8
42106,07560200303005,0.0,,9
42107,07560200303005,0.0,,10
42108,07560200303005,0.0,,11
42109,07560200303005,0.0,,12
42110,07560200303005,0.0,,13
42111,07560200303005,0.0,,14
42112,07560200303005,0.0,,15
42113,07560200303017,0.0,,1
42114,07560200303017,0.0,,2
42115,07560200303017,0.0,,3
42116,07560200303017,0.0,,4
42117,07560200303017,0.0,,5
42118,07560200303017,0.0,,6
42119,07560200303017,0.0,,7
42120,07560200303017,0.0,,8
42121,07560200303017,0.0,,9
42122,07560200303017,0.0,,10
42123,07560200303017,0.0,,11
42124,07560200303017,0.0,,12
42125,07560200303017,0.0,,13
42126,07560200303017,0.0,,14
42127,07560200303017,0.0,,15
42128,07560200303033,0.0,,1
42129,07560200303033,0.0,,2
42130,07560200303033,0.0,,3
42131,07560200303033,0.0,,4
42132,07560200303033,0.0,,5
42133,07560200303033,0.0,,6
42134,07560200303033,0.0,,7
42135,07560200303033,0.0,,8
42136,07560200303033,0.0,,9
42137,07560200303033,0.0,,10
42138,07560200303033,0.0,,11
42139,07560200303033,0.0,,12
42140,07560200303033,0.0,,13
42141,07560200303033,0.0,,14
42142,07560200303033,0.0,,15
42143,07560200303049,0.0,,1
42144,07560200303049,0.0,,2
42145,07560200303049,0.0,,3
42146,07560200303049,0.0,,4
42147,07560200303049,0.0,,5
42148,07560200303049,0.0,,6
42149,07560200303049,0.0,,7
42150,07560200303049,0.0,,8
42151,07560200303049,0.0,,9
42152,07560200303049,0.0,,10
42153,07560200303049,0.0,,11
42154,07560200303049,0.0,,12
42155,07560200303049,0.0,,13
42156,07560200303049,0.0,,14
42157,07560200303049,0.0,,15
42158,07560200303081,0.0,,1
42159,07560200303081,0.0,,2
42160,07560200303081,0.0,,3
42161,07560200303081,0.0,,4
42162,07560200303081,0.0,,5
42163,07560200303081,0.0,,6
42164,07560200303081,0.0,,7
42165,07560200303081,4.0,,8
42166,07560200303081,0.0,,9
42167,07560200303081,0.0,,10
42168,07560200303081,0.0,,11
42169,07560200303081,0.0,,12
42170,07560200303081,0.0,,13
42171,07560200303081,0.0,,14
42172,07560200303081,0.0,,15
42173,07560200303097,0.0,,1
42174,07560200303097,0.0,,2
42175,07560200303097,0.0,,3
42176,07560200303097,0.0,,4
42177,07560200303097,0.0,,5
42178,07560200303097,0.0,,6
42179,07560200303097,0.0,,7
42180,07560200303097,4.0,,8
42181,07560200303097,0.0,,9
42182,07560200303097,0.0,,10
42183,07560200303097,0.0,,11
42184,07560200303097,0.0,,12
42185,07560200303097,0.0,,13
42186,07560200303097,0.0,,14
42187,07560200303097,0.0,,15
42188,07560200303113,0.0,,1
42189,07560200303113,0.0,,2
42190,07560200303113,0.0,,3
42191,07560200303113,0.0,,4
42192,07560200303113,0.0,,5
42193,07560200303113,0.0,,6
42194,07560200303113,0.0,,7
42195,07560200303113,0.0,,8
42196,07560200303113,0.0,,9
42197,07560200303113,0.0,,10
42198,07560200303113,0.0,,11
42199,07560200303113,0.0,,12
42200,07560200303113,0.0,,13
42201,07560200303113,0.0,,14
42202,07560200303113,0.0,,15
42203,07560200303129,0.0,,1
42204,07560200303129,0.0,,2
42205,07560200303129,0.0,,3
42206,07560200303129,0.0,,4
42207,07560200303129,0.0,,5
42208,07560200303129,0.0,,6
42209,07560200303129,0.0,,7
42210,07560200303129,0.0,,8
42211,07560200303129,0.0,,9
42212,07560200303129,0.0,,10
42213,07560200303129,0.0,,11
42214,07560200303129,0.0,,12
42215,07560200303129,0.0,,13
42216,07560200303129,0.0,,14
42217,07560200303129,0.0,,15
42218,07560200303145,0.0,,1
42219,07560200303145,0.0,,2
42220,07560200303145,0.0,,3
42221,07560200303145,0.0,,4
42222,07560200303145,0.0,,5
42223,07560200303145,0.0,,6
42224,07560200303145,0.0,,7
42225,07560200303145,2.0,,8
42226,07560200303145,0.0,,9
42227,07560200303145,0.0,,10
42228,07560200303145,0.0,,11
42229,07560200303145,0.0,,12
42230,07560200303145,0.0,,13
42231,07560200303145,0.0,,14
42232,07560200303145,0.0,,15
42233,07560200303161,0.0,,1
42234,07560200303161,0.0,,2
42235,07560200303161,0.0,,3
42236,07560200303161,0.0,,4
42237,07560200303161,0.0,,5
42238,07560200303161,0.0,,6
42239,07560200303161,0.0,,7
42240,07560200303161,0.0,,8
42241,07560200303161,0.0,,9
42242,07560200303161,0.0,,10
42243,07560200303161,0.0,,11
42244,07560200303161,0.0,,12
42245,07560200303161,0.0,,13
42246,07560200303161,0.0,,14
42247,07560200303161,0.0,,15
42248,07560200303177,0.0,,1
42249,07560200303177,0.0,,2
42250,07560200303177,0.0,,3
42251,07560200303177,0.0,,4
42252,07560200303177,0.0,,5
42253,07560200303177,0.0,,6
42254,07560200303177,0.0,,7
42255,07560200303177,0.0,,8
42256,07560200303177,0.0,,9
42257,07560200303177,0.0,,10
42258,07560200303177,2.0,,11
42259,07560200303177,0.0,,12
42260,07560200303177,0.0,,13
42261,07560200303177,0.0,,14
42262,07560200303177,0.0,,15
42263,07560201903003,1.0,10.0,1
42264,07560201903003,0.0,,2
42265,07560201903003,0.0,,3
42266,07560201903003,0.0,,4
42267,07560201903003,0.0,,5
42268,07560201903003,0.0,,6
42269,07560201903003,0.0,,7
42270,07560201903003,10.0,,8
42271,07560201903003,0.0,,9
42272,07560201903003,0.0,,10
42273,07560201903003,15.0,,11
42274,07560201903003,0.0,,12
42275,07560201903003,0.0,,13
42276,07560201903003,0.0,,14
42277,07560201903003,0.0,,15
42278,07560201903010,0.0,,1
42279,07560201903010,0.0,,2
42280,07560201903010,0.0,,3
42281,07560201903010,0.0,,4
42282,07560201903010,0.0,,5
42283,07560201903010,0.0,,6
42284,07560201903010,0.0,,7
42285,07560201903010,5.0,,8
42286,07560201903010,0.0,,9
42287,07560201903010,0.0,,10
42288,07560201903010,2.0,,11
42289,07560201903010,0.0,,12
42290,07560201903010,0.0,,13
42291,07560201903010,0.0,,14
42292,07560201903010,0.0,,15
42293,07560201903017,0.0,,1
42294,07560201903017,0.0,,2
42295,07560201903017,0.0,,3
42296,07560201903017,0.0,,4
42297,07560201903017,0.0,,5
42298,07560201903017,0.0,,6
42299,07560201903017,0.0,,7
42300,07560201903017,2.0,,8
42301,07560201903017,0.0,,9
42302,07560201903017,0.0,,10
42303,07560201903017,0.0,,11
42304,07560201903017,0.0,,12
42305,07560201903017,0.0,,13
42306,07560201903017,0.0,,14
42307,07560201903017,0.0,,15
42308,07560201903024,0.0,,1
42309,07560201903024,0.0,,2
42310,07560201903024,0.0,,3
42311,07560201903024,0.0,,4
42312,07560201903024,0.0,,5
42313,07560201903024,0.0,,6
42314,07560201903024,0.0,,7
42315,07560201903024,3.0,,8
42316,07560201903024,0.0,,9
42317,07560201903024,0.0,,10
42318,07560201903024,0.0,,11
42319,07560201903024,0.0,,12
42320,07560201903024,0.0,,13
42321,07560201903024,0.0,,14
42322,07560201903024,0.0,,15
42323,07560201903031,0.0,,1
42324,07560201903031,0.0,,2
42325,07560201903031,0.0,,3
42326,07560201903031,0.0,,4
42327,07560201903031,0.0,,5
42328,07560201903031,0.0,,6
42329,07560201903031,0.0,,7
42330,07560201903031,2.0,,8
42331,07560201903031,0.0,,9
42332,07560201903031,0.0,,10
42333,07560201903031,1.0,,11
42334,07560201903031,0.0,,12
42335,07560201903031,0.0,,13
42336,07560201903031,0.0,,14
42337,07560201903031,0.0,,15
42338,07560201903038,0.0,,1
42339,07560201903038,0.0,,2
42340,07560201903038,0.0,,3
42341,07560201903038,0.0,,4
42342,07560201903038,0.0,,5
42343,07560201903038,0.0,,6
42344,07560201903038,0.0,,7
42345,07560201903038,3.0,,8
42346,07560201903038,0.0,,9
42347,07560201903038,0.0,,10
42348,07560201903038,0.0,,11
42349,07560201903038,0.0,,12
42350,07560201903038,0.0,,13
42351,07560201903038,0.0,,14
42352,07560201903038,0.0,,15
42353,07560201903045,0.0,,1
42354,07560201903045,0.0,,2
42355,07560201903045,0.0,,3
42356,07560201903045,0.0,,4
42357,07560201903045,0.0,,5
42358,07560201903045,0.0,,6
42359,07560201903045,0.0,,7
42360,07560201903045,1.0,,8
42361,07560201903045,0.0,,9
42362,07560201903045,0.0,,10
42363,07560201903045,0.0,,11
42364,07560201903045,0.0,,12
42365,07560201903045,0.0,,13
42366,07560201903045,0.0,,14
42367,07560201903045,0.0,,15
42368,07560201903050,0.0,,1
42369,07560201903050,0.0,,2
42370,07560201903050,0.0,,3
42371,07560201903050,0.0,,4
42372,07560201903050,0.0,,5
42373,07560201903050,0.0,,6
42374,07560201903050,0.0,,7
42375,07560201903050,3.0,,8
42376,07560201903050,0.0,,9
42377,07560201903050,0.0,,10
42378,07560201903050,0.0,,11
42379,07560201903050,0.0,,12
42380,07560201903050,0.0,,13
42381,07560201903050,0.0,,14
42382,07560201903050,0.0,,15
42383,07560201903052,0.0,,1
42384,07560201903052,0.0,,2
42385,07560201903052,0.0,,3
42386,07560201903052,0.0,,4
42387,07560201903052,0.0,,5
42388,07560201903052,0.0,,6
42389,07560201903052,0.0,,7
42390,07560201903052,0.0,,8
42391,07560201903052,0.0,,9
42392,07560201903052,0.0,,10
42393,07560201903052,0.0,,11
42394,07560201903052,0.0,,12
42395,07560201903052,0.0,,13
42396,07560201903052,0.0,,14
42397,07560201903052,0.0,,15
42398,07560201903059,0.0,,1
42399,07560201903059,0.0,,2
42400,07560201903059,0.0,,3
42401,07560201903059,0.0,,4
42402,07560201903059,0.0,,5
42403,07560201903059,0.0,,6
42404,07560201903059,0.0,,7
42405,07560201903059,0.0,,8
42406,07560201903059,0.0,,9
42407,07560201903059,0.0,,10
42408,07560201903059,0.0,,11
42409,07560201903059,0.0,,12
42410,07560201903059,0.0,,13
42411,07560201903059,0.0,,14
42412,07560201903059,0.0,,15
42413,07560201903118,0.0,,1
42414,07560201903118,0.0,,2
42415,07560201903118,0.0,,3
42416,07560201903118,0.0,,4
42417,07560201903118,0.0,,5
42418,07560201903118,0.0,,6
42419,07560201903118,0.0,,7
42420,07560201903118,0.0,,8
42421,07560201903118,0.0,,9
42422,07560201903118,0.0,,10
42423,07560201903118,0.0,,11
42424,07560201903118,0.0,,12
42425,07560201903118,0.0,,13
42426,07560201903118,0.0,,14
42427,07560201903118,0.0,,15
42428,07560201903186,0.0,,1
42429,07560201903186,0.0,,2
42430,07560201903186,0.0,,3
42431,07560201903186,0.0,,4
42432,07560201903186,0.0,,5
42433,07560201903186,0.0,,6
42434,07560201903186,0.0,,7
42435,07560201903186,1.0,,8
42436,07560201903186,0.0,,9
42437,07560201903186,0.0,,10
42438,07560201903186,3.0,,11
