,HHID,M_a,M_b,M1
20987,04261500308006,0.0,,12
20988,04261500308006,0.0,,13
20989,04261500308006,0.0,,14
20990,04261500308006,0.0,,15
20991,04261500308007,0.0,,1
20992,04261500308007,0.0,,2
20993,04261500308007,0.0,,3
20994,04261500308007,0.0,,4
20995,04261500308007,0.0,,5
20996,04261500308007,0.0,,6
20997,04261500308007,0.0,,7
20998,04261500308007,0.0,,8
20999,04261500308007,0.0,,9
21000,04261500308007,0.0,,10
21001,04261500308007,0.0,,11
21002,04261500308007,0.0,,12
21003,04261500308007,0.0,,13
21004,04261500308007,0.0,,14
21005,04261500308007,0.0,,15
21006,04261500308008,0.0,,1
21007,04261500308008,0.0,,2
21008,04261500308008,0.0,,3
21009,04261500308008,0.0,,4
21010,04261500308008,0.0,,5
21011,04261500308008,0.0,,6
21012,04261500308008,0.0,,7
21013,04261500308008,0.0,,8
21014,04261500308008,0.0,,9
21015,04261500308008,0.0,,10
21016,04261500308008,0.0,,11
21017,04261500308008,0.0,,12
21018,04261500308008,0.0,,13
21019,04261500308008,0.0,,14
21020,04261500308008,0.0,,15
21021,04261500308009,0.0,,1
21022,04261500308009,0.0,,2
21023,04261500308009,0.0,,3
21024,04261500308009,0.0,,4
21025,04261500308009,0.0,,5
21026,04261500308009,0.0,,6
21027,04261500308009,0.0,,7
21028,04261500308009,0.0,,8
21029,04261500308009,0.0,,9
21030,04261500308009,0.0,,10
21031,04261500308009,0.0,,11
21032,04261500308009,0.0,,12
21033,04261500308009,0.0,,13
21034,04261500308009,0.0,,14
21035,04261500308009,0.0,,15
21036,04261500308010,0.0,,1
21037,04261500308010,0.0,,2
21038,04261500308010,0.0,,3
21039,04261500308010,0.0,,4
21040,04261500308010,0.0,,5
21041,04261500308010,0.0,,6
21042,04261500308010,0.0,,7
21043,04261500308010,0.0,,8
21044,04261500308010,0.0,,9
21045,04261500308010,0.0,,10
21046,04261500308010,0.0,,11
21047,04261500308010,0.0,,12
21048,04261500308010,0.0,,13
21049,04261500308010,0.0,,14
21050,04261500308010,0.0,,15
21051,04261500308011,0.0,,1
21052,04261500308011,0.0,,2
21053,04261500308011,0.0,,3
21054,04261500308011,0.0,,4
21055,04261500308011,0.0,,5
21056,04261500308011,0.0,,6
21057,04261500308011,0.0,,7
21058,04261500308011,0.0,,8
21059,04261500308011,0.0,,9
21060,04261500308011,0.0,,10
21061,04261500308011,0.0,,11
21062,04261500308011,0.0,,12
21063,04261500308011,0.0,,13
21064,04261500308011,0.0,,14
21065,04261500308011,0.0,,15
21066,04261500308012,0.0,,1
21067,04261500308012,0.0,,2
21068,04261500308012,0.0,,3
21069,04261500308012,0.0,,4
21070,04261500308012,0.0,,5
21071,04261500308012,0.0,,6
21072,04261500308012,0.0,,7
21073,04261500308012,0.0,,8
21074,04261500308012,0.0,,9
21075,04261500308012,0.0,,10
21076,04261500308012,0.0,,11
21077,04261500308012,0.0,,12
21078,04261500308012,0.0,,13
21079,04261500308012,0.0,,14
21080,04261500308012,0.0,,15
21081,04261701902001,0.0,,1
21082,04261701902001,0.0,,2
21083,04261701902001,0.0,,3
21084,04261701902001,0.0,,4
21085,04261701902001,0.0,,5
21086,04261701902001,0.0,,6
21087,04261701902001,0.0,,7
21088,04261701902001,6.0,,8
21089,04261701902001,0.0,,9
21090,04261701902001,2.0,,10
21091,04261701902001,0.0,,11
21092,04261701902001,3.0,,12
21093,04261701902001,0.0,,13
21094,04261701902001,0.0,,14
21095,04261701902001,0.0,,15
21096,04261701902002,0.0,,1
21097,04261701902002,0.0,,2
21098,04261701902002,0.0,,3
21099,04261701902002,0.0,,4
21100,04261701902002,0.0,,5
21101,04261701902002,0.0,,6
21102,04261701902002,0.0,,7
21103,04261701902002,1.0,,8
21104,04261701902002,0.0,,9
21105,04261701902002,1.0,,10
21106,04261701902002,0.0,,11
21107,04261701902002,0.0,,12
21108,04261701902002,0.0,,13
21109,04261701902002,0.0,,14
21110,04261701902002,0.0,,15
21111,04261701902003,0.0,,1
21112,04261701902003,0.0,,2
21113,04261701902003,0.0,,3
21114,04261701902003,0.0,,4
21115,04261701902003,0.0,,5
21116,04261701902003,0.0,,6
21117,04261701902003,0.0,,7
21118,04261701902003,0.0,,8
21119,04261701902003,0.0,,9
21120,04261701902003,0.0,,10
21121,04261701902003,0.0,,11
21122,04261701902003,0.0,,12
21123,04261701902003,0.0,,13
21124,04261701902003,0.0,,14
21125,04261701902003,0.0,,15
21126,04261701902004,0.0,,1
21127,04261701902004,0.0,,2
21128,04261701902004,0.0,,3
21129,04261701902004,0.0,,4
21130,04261701902004,0.0,,5
21131,04261701902004,0.0,,6
21132,04261701902004,0.0,,7
21133,04261701902004,3.0,,8
21134,04261701902004,0.0,,9
21135,04261701902004,1.0,,10
21136,04261701902004,0.0,,11
21137,04261701902004,0.0,,12
21138,04261701902004,0.0,,13
21139,04261701902004,0.0,,14
21140,04261701902004,0.0,,15
21141,04261701902005,0.0,,1
21142,04261701902005,0.0,,2
21143,04261701902005,0.0,,3
21144,04261701902005,0.0,,4
21145,04261701902005,0.0,,5
21146,04261701902005,0.0,,6
21147,04261701902005,0.0,,7
21148,04261701902005,3.0,,8
21149,04261701902005,0.0,,9
21150,04261701902005,0.0,,10
21151,04261701902005,0.0,,11
21152,04261701902005,0.0,,12
21153,04261701902005,0.0,,13
21154,04261701902005,0.0,,14
21155,04261701902005,0.0,,15
21156,04261701902006,0.0,,1
21157,04261701902006,0.0,,2
21158,04261701902006,0.0,,3
21159,04261701902006,0.0,,4
21160,04261701902006,0.0,,5
21161,04261701902006,0.0,,6
21162,04261701902006,0.0,,7
21163,04261701902006,5.0,,8
21164,04261701902006,0.0,,9
21165,04261701902006,2.0,,10
21166,04261701902006,0.0,,11
21167,04261701902006,6.0,,12
21168,04261701902006,0.0,,13
21169,04261701902006,0.0,,14
21170,04261701902006,0.0,,15
21171,04261701902007,0.0,,1
21172,04261701902007,0.0,,2
21173,04261701902007,0.0,,3
21174,04261701902007,0.0,,4
21175,04261701902007,0.0,,5
21176,04261701902007,0.0,,6
21177,04261701902007,0.0,,7
21178,04261701902007,6.0,,8
21179,04261701902007,0.0,,9
21180,04261701902007,2.0,,10
21181,04261701902007,8.0,,11
21182,04261701902007,4.0,,12
21183,04261701902007,0.0,,13
21184,04261701902007,0.0,,14
21185,04261701902007,0.0,,15
21186,04261701902007,2.0,,16
21187,04261701902008,0.0,,1
21188,04261701902008,0.0,,2
21189,04261701902008,0.0,,3
21190,04261701902008,0.0,,4
21191,04261701902008,0.0,,5
21192,04261701902008,0.0,,6
21193,04261701902008,0.0,,7
21194,04261701902008,5.0,,8
21195,04261701902008,0.0,,9
21196,04261701902008,2.0,,10
21197,04261701902008,0.0,,11
21198,04261701902008,1.0,,12
21199,04261701902008,0.0,,13
21200,04261701902008,0.0,,14
21201,04261701902008,0.0,,15
21202,04261701902009,0.0,,1
21203,04261701902009,0.0,,2
21204,04261701902009,0.0,,3
21205,04261701902009,0.0,,4
21206,04261701902009,0.0,,5
21207,04261701902009,0.0,,6
21208,04261701902009,0.0,,7
21209,04261701902009,8.0,,8
21210,04261701902009,0.0,,9
21211,04261701902009,2.0,,10
21212,04261701902009,5.0,,11
21213,04261701902009,0.0,,12
21214,04261701902009,0.0,,13
21215,04261701902009,0.0,,14
21216,04261701902009,0.0,,15
21217,04261701902009,1.0,,16
21218,04261701902010,0.0,,1
21219,04261701902010,0.0,,2
21220,04261701902010,0.0,,3
21221,04261701902010,0.0,,4
21222,04261701902010,0.0,,5
21223,04261701902010,0.0,,6
21224,04261701902010,0.0,,7
21225,04261701902010,2.0,,8
21226,04261701902010,0.0,,9
21227,04261701902010,0.0,,10
21228,04261701902010,0.0,,11
21229,04261701902010,0.0,,12
21230,04261701902010,0.0,,13
21231,04261701902010,0.0,,14
21232,04261701902010,0.0,,15
21233,04261701902011,0.0,,1
21234,04261701902011,0.0,,2
21235,04261701902011,0.0,,3
21236,04261701902011,0.0,,4
21237,04261701902011,0.0,,5
21238,04261701902011,0.0,,6
21239,04261701902011,0.0,,7
21240,04261701902011,0.0,,8
21241,04261701902011,0.0,,9
21242,04261701902011,0.0,,10
21243,04261701902011,0.0,,11
21244,04261701902011,0.0,,12
21245,04261701902011,0.0,,13
21246,04261701902011,0.0,,14
21247,04261701902011,0.0,,15
21248,04261701902012,0.0,,1
21249,04261701902012,0.0,,2
21250,04261701902012,0.0,,3
21251,04261701902012,0.0,,4
21252,04261701902012,0.0,,5
21253,04261701902012,0.0,,6
21254,04261701902012,0.0,,7
21255,04261701902012,2.0,,8
21256,04261701902012,0.0,,9
21257,04261701902012,1.0,,10
21258,04261701902012,0.0,,11
21259,04261701902012,0.0,,12
21260,04261701902012,0.0,,13
21261,04261701902012,0.0,,14
21262,04261701902012,0.0,,15
21263,04270101002001,0.0,,1
21264,04270101002001,0.0,,2
21265,04270101002001,0.0,,3
21266,04270101002001,0.0,,4
21267,04270101002001,0.0,,5
21268,04270101002001,0.0,,6
21269,04270101002001,0.0,,7
21270,04270101002001,3.0,,8
21271,04270101002001,0.0,,9
21272,04270101002001,2.0,,10
21273,04270101002001,0.0,,11
21274,04270101002001,0.0,,12
21275,04270101002001,0.0,,13
21276,04270101002001,0.0,,14
21277,04270101002001,0.0,,15
21278,04270101002002,0.0,,1
21279,04270101002002,0.0,,2
21280,04270101002002,0.0,,3
21281,04270101002002,0.0,,4
21282,04270101002002,0.0,,5
21283,04270101002002,0.0,,6
21284,04270101002002,0.0,,7
21285,04270101002002,2.0,,8
21286,04270101002002,0.0,,9
21287,04270101002002,1.0,,10
21288,04270101002002,2.0,,11
21289,04270101002002,0.0,,12
21290,04270101002002,0.0,,13
21291,04270101002002,0.0,,14
21292,04270101002002,0.0,,15
21293,04270101002003,0.0,,1
21294,04270101002003,0.0,,2
21295,04270101002003,0.0,,3
21296,04270101002003,0.0,,4
21297,04270101002003,0.0,,5
21298,04270101002003,0.0,,6
21299,04270101002003,0.0,,7
21300,04270101002003,4.0,,8
21301,04270101002003,0.0,,9
21302,04270101002003,2.0,,10
21303,04270101002003,5.0,,11
21304,04270101002003,0.0,,12
21305,04270101002003,0.0,,13
21306,04270101002003,0.0,,14
21307,04270101002003,0.0,,15
21308,04270101002004,0.0,,1
21309,04270101002004,0.0,,2
21310,04270101002004,0.0,,3
21311,04270101002004,0.0,,4
21312,04270101002004,0.0,,5
21313,04270101002004,0.0,,6
21314,04270101002004,0.0,,7
21315,04270101002004,4.0,,8
21316,04270101002004,0.0,,9
21317,04270101002004,3.0,,10
21318,04270101002004,4.0,,11
21319,04270101002004,0.0,,12
21320,04270101002004,0.0,,13
21321,04270101002004,0.0,,14
21322,04270101002004,0.0,,15
21323,04270101002005,0.0,,1
21324,04270101002005,0.0,,2
21325,04270101002005,0.0,,3
21326,04270101002005,0.0,,4
21327,04270101002005,0.0,,5
21328,04270101002005,0.0,,6
21329,04270101002005,0.0,,7
21330,04270101002005,4.0,,8
21331,04270101002005,0.0,,9
21332,04270101002005,2.0,,10
21333,04270101002005,0.0,,11
21334,04270101002005,0.0,,12
21335,04270101002005,0.0,,13
21336,04270101002005,0.0,,14
21337,04270101002005,0.0,,15
21338,04270101002006,0.0,,1
21339,04270101002006,0.0,,2
21340,04270101002006,0.0,,3
21341,04270101002006,0.0,,4
21342,04270101002006,0.0,,5
21343,04270101002006,0.0,,6
21344,04270101002006,0.0,,7
21345,04270101002006,2.0,,8
21346,04270101002006,0.0,,9
21347,04270101002006,1.0,,10
21348,04270101002006,0.0,,11
21349,04270101002006,0.0,,12
21350,04270101002006,0.0,,13
21351,04270101002006,0.0,,14
21352,04270101002006,0.0,,15
21353,04270101002007,0.0,,1
21354,04270101002007,0.0,,2
21355,04270101002007,0.0,,3
21356,04270101002007,0.0,,4
21357,04270101002007,0.0,,5
21358,04270101002007,0.0,,6
21359,04270101002007,0.0,,7
21360,04270101002007,5.0,,8
21361,04270101002007,0.0,,9
21362,04270101002007,3.0,,10
21363,04270101002007,3.0,,11
21364,04270101002007,2.0,,12
21365,04270101002007,0.0,,13
21366,04270101002007,0.0,,14
21367,04270101002007,0.0,,15
21368,04270101002008,0.0,,1
21369,04270101002008,0.0,,2
21370,04270101002008,0.0,,3
21371,04270101002008,0.0,,4
21372,04270101002008,0.0,,5
21373,04270101002008,0.0,,6
21374,04270101002008,0.0,,7
21375,04270101002008,4.0,,8
21376,04270101002008,0.0,,9
21377,04270101002008,3.0,,10
21378,04270101002008,5.0,,11
21379,04270101002008,0.0,,12
21380,04270101002008,0.0,,13
21381,04270101002008,0.0,,14
21382,04270101002008,0.0,,15
21383,04270101002009,0.0,,1
21384,04270101002009,0.0,,2
21385,04270101002009,0.0,,3
21386,04270101002009,0.0,,4
21387,04270101002009,0.0,,5
21388,04270101002009,0.0,,6
21389,04270101002009,0.0,,7
21390,04270101002009,4.0,,8
21391,04270101002009,0.0,,9
21392,04270101002009,2.0,,10
21393,04270101002009,0.0,,11
21394,04270101002009,3.0,,12
21395,04270101002009,0.0,,13
21396,04270101002009,0.0,,14
21397,04270101002009,0.0,,15
21398,04270101002010,0.0,,1
21399,04270101002010,0.0,,2
21400,04270101002010,0.0,,3
21401,04270101002010,0.0,,4
21402,04270101002010,0.0,,5
21403,04270101002010,0.0,,6
21404,04270101002010,0.0,,7
21405,04270101002010,3.0,,8
21406,04270101002010,0.0,,9
21407,04270101002010,1.0,,10
21408,04270101002010,3.0,,11
21409,04270101002010,0.0,,12
21410,04270101002010,0.0,,13
21411,04270101002010,0.0,,14
21412,04270101002010,0.0,,15
21413,04270101002011,0.0,,1
21414,04270101002011,0.0,,2
21415,04270101002011,0.0,,3
21416,04270101002011,0.0,,4
21417,04270101002011,0.0,,5
21418,04270101002011,0.0,,6
21419,04270101002011,0.0,,7
21420,04270101002011,5.0,,8
21421,04270101002011,0.0,,9
21422,04270101002011,3.0,,10
21423,04270101002011,5.0,,11
21424,04270101002011,0.0,,12
21425,04270101002011,0.0,,13
21426,04270101002011,0.0,,14
21427,04270101002011,0.0,,15
21428,04270101002012,0.0,,1
21429,04270101002012,0.0,,2
21430,04270101002012,0.0,,3
21431,04270101002012,0.0,,4
21432,04270101002012,0.0,,5
21433,04270101002012,0.0,,6
21434,04270101002012,0.0,,7
21435,04270101002012,5.0,,8
21436,04270101002012,0.0,,9
21437,04270101002012,2.0,,10
21438,04270101002012,0.0,,11
21439,04270101002012,3.0,,12
21440,04270101002012,0.0,,13
21441,04270101002012,0.0,,14
21442,04270101002012,0.0,,15
21443,04271202206001,0.0,,1
21444,04271202206001,0.0,,2
21445,04271202206001,0.0,,3
21446,04271202206001,0.0,,4
21447,04271202206001,0.0,,5
21448,04271202206001,0.0,,6
21449,04271202206001,0.0,,7
21450,04271202206001,4.0,,8
21451,04271202206001,0.0,,9
21452,04271202206001,0.0,,10
21453,04271202206001,2.0,,11
21454,04271202206001,0.0,,12
21455,04271202206001,0.0,,13
21456,04271202206001,0.0,,14
21457,04271202206001,0.0,,15
21458,04271202206002,0.0,,1
21459,04271202206002,0.0,,2
21460,04271202206002,0.0,,3
21461,04271202206002,0.0,,4
21462,04271202206002,0.0,,5
21463,04271202206002,0.0,,6
21464,04271202206002,0.0,,7
21465,04271202206002,3.0,,8
21466,04271202206002,0.0,,9
21467,04271202206002,0.0,,10
21468,04271202206002,0.0,,11
21469,04271202206002,0.0,,12
21470,04271202206002,0.0,,13
21471,04271202206002,0.0,,14
21472,04271202206002,0.0,,15
21473,04271202206003,0.0,,1
21474,04271202206003,0.0,,2
21475,04271202206003,0.0,,3
21476,04271202206003,0.0,,4
21477,04271202206003,0.0,,5
21478,04271202206003,0.0,,6
21479,04271202206003,0.0,,7
21480,04271202206003,0.0,,8
21481,04271202206003,0.0,,9
21482,04271202206003,0.0,,10
21483,04271202206003,0.0,,11
21484,04271202206003,0.0,,12
21485,04271202206003,0.0,,13
21486,04271202206003,0.0,,14
21487,04271202206003,0.0,,15
21488,04271202206004,0.0,,1
21489,04271202206004,0.0,,2
21490,04271202206004,0.0,,3
21491,04271202206004,0.0,,4
21492,04271202206004,0.0,,5
21493,04271202206004,0.0,,6
21494,04271202206004,0.0,,7
21495,04271202206004,0.0,,8
21496,04271202206004,0.0,,9
21497,04271202206004,0.0,,10
21498,04271202206004,0.0,,11
21499,04271202206004,0.0,,12
21500,04271202206004,0.0,,13
21501,04271202206004,0.0,,14
21502,04271202206004,0.0,,15
21503,04271202206005,0.0,,1
21504,04271202206005,0.0,,2
21505,04271202206005,0.0,,3
21506,04271202206005,0.0,,4
21507,04271202206005,0.0,,5
21508,04271202206005,0.0,,6
21509,04271202206005,0.0,,7
21510,04271202206005,8.0,,8
21511,04271202206005,0.0,,9
21512,04271202206005,0.0,,10
21513,04271202206005,8.0,,11
21514,04271202206005,0.0,,12
21515,04271202206005,0.0,,13
21516,04271202206005,0.0,,14
21517,04271202206005,0.0,,15
21518,04271202206006,0.0,,1
21519,04271202206006,0.0,,2
21520,04271202206006,0.0,,3
21521,04271202206006,0.0,,4
21522,04271202206006,0.0,,5
21523,04271202206006,0.0,,6
21524,04271202206006,0.0,,7
21525,04271202206006,7.0,,8
21526,04271202206006,0.0,,9
21527,04271202206006,2.0,,10
21528,04271202206006,6.0,,11
21529,04271202206006,0.0,,12
21530,04271202206006,0.0,,13
21531,04271202206006,0.0,,14
21532,04271202206006,0.0,,15
21533,04271202206006,2.0,,16
21534,04271202206007,0.0,,1
21535,04271202206007,0.0,,2
21536,04271202206007,0.0,,3
21537,04271202206007,0.0,,4
21538,04271202206007,0.0,,5
21539,04271202206007,0.0,,6
21540,04271202206007,0.0,,7
21541,04271202206007,5.0,,8
21542,04271202206007,0.0,,9
21543,04271202206007,0.0,,10
21544,04271202206007,0.0,,11
21545,04271202206007,0.0,,12
21546,04271202206007,0.0,,13
21547,04271202206007,0.0,,14
21548,04271202206007,0.0,,15
21549,04271202206008,0.0,,1
21550,04271202206008,0.0,,2
21551,04271202206008,0.0,,3
21552,04271202206008,0.0,,4
21553,04271202206008,0.0,,5
21554,04271202206008,0.0,,6
21555,04271202206008,0.0,,7
21556,04271202206008,5.0,,8
21557,04271202206008,0.0,,9
21558,04271202206008,0.0,,10
21559,04271202206008,0.0,,11
21560,04271202206008,0.0,,12
21561,04271202206008,0.0,,13
21562,04271202206008,0.0,,14
21563,04271202206008,0.0,,15
21564,04271202206009,0.0,,1
21565,04271202206009,0.0,,2
21566,04271202206009,0.0,,3
21567,04271202206009,0.0,,4
21568,04271202206009,0.0,,5
21569,04271202206009,0.0,,6
21570,04271202206009,0.0,,7
21571,04271202206009,0.0,,8
21572,04271202206009,0.0,,9
21573,04271202206009,0.0,,10
21574,04271202206009,0.0,,11
21575,04271202206009,0.0,,12
21576,04271202206009,0.0,,13
21577,04271202206009,0.0,,14
21578,04271202206009,0.0,,15
21579,04271202206010,0.0,,1
21580,04271202206010,0.0,,2
21581,04271202206010,0.0,,3
21582,04271202206010,0.0,,4
21583,04271202206010,0.0,,5
21584,04271202206010,0.0,,6
21585,04271202206010,0.0,,7
21586,04271202206010,0.0,,8
21587,04271202206010,0.0,,9
21588,04271202206010,0.0,,10
21589,04271202206010,0.0,,11
21590,04271202206010,0.0,,12
21591,04271202206010,0.0,,13
21592,04271202206010,0.0,,14
21593,04271202206010,0.0,,15
21594,04271202206011,0.0,,1
21595,04271202206011,0.0,,2
21596,04271202206011,0.0,,3
21597,04271202206011,0.0,,4
21598,04271202206011,0.0,,5
21599,04271202206011,0.0,,6
21600,04271202206011,0.0,,7
21601,04271202206011,0.0,,8
21602,04271202206011,0.0,,9
21603,04271202206011,0.0,,10
21604,04271202206011,0.0,,11
21605,04271202206011,0.0,,12
21606,04271202206011,0.0,,13
21607,04271202206011,0.0,,14
21608,04271202206011,0.0,,15
21609,04271202206012,0.0,,1
21610,04271202206012,0.0,,2
21611,04271202206012,0.0,,3
21612,04271202206012,0.0,,4
21613,04271202206012,0.0,,5
21614,04271202206012,0.0,,6
21615,04271202206012,0.0,,7
21616,04271202206012,7.0,,8
21617,04271202206012,0.0,,9
21618,04271202206012,0.0,,10
21619,04271202206012,0.0,,11
21620,04271202206012,0.0,,12
21621,04271202206012,0.0,,13
21622,04271202206012,0.0,,14
21623,04271202206012,0.0,,15
21624,04271800107001,0.0,,1
21625,04271800107001,0.0,,2
21626,04271800107001,0.0,,3
21627,04271800107001,0.0,,4
21628,04271800107001,0.0,,5
21629,04271800107001,0.0,,6
21630,04271800107001,0.0,,7
21631,04271800107001,0.0,,8
21632,04271800107001,0.0,,9
21633,04271800107001,0.0,,10
21634,04271800107001,0.0,,11
21635,04271800107001,0.0,,12
21636,04271800107001,0.0,,13
21637,04271800107001,0.0,,14
21638,04271800107001,0.0,,15
21639,04271800107003,0.0,,1
21640,04271800107003,0.0,,2
21641,04271800107003,0.0,,3
21642,04271800107003,0.0,,4
21643,04271800107003,0.0,,5
21644,04271800107003,0.0,,6
21645,04271800107003,0.0,,7
21646,04271800107003,0.0,,8
21647,04271800107003,0.0,,9
21648,04271800107003,0.0,,10
21649,04271800107003,0.0,,11
21650,04271800107003,0.0,,12
21651,04271800107003,0.0,,13
21652,04271800107003,0.0,,14
21653,04271800107003,0.0,,15
21654,04271800107004,0.0,,1
21655,04271800107004,0.0,,2
21656,04271800107004,0.0,,3
21657,04271800107004,0.0,,4
21658,04271800107004,0.0,,5
21659,04271800107004,0.0,,6
21660,04271800107004,0.0,,7
21661,04271800107004,0.0,,8
21662,04271800107004,0.0,,9
21663,04271800107004,0.0,,10
21664,04271800107004,0.0,,11
21665,04271800107004,0.0,,12
21666,04271800107004,0.0,,13
21667,04271800107004,0.0,,14
21668,04271800107004,0.0,,15
21669,04271800107005,0.0,,1
21670,04271800107005,0.0,,2
21671,04271800107005,0.0,,3
21672,04271800107005,0.0,,4
21673,04271800107005,0.0,,5
21674,04271800107005,0.0,,6
21675,04271800107005,0.0,,7
21676,04271800107005,0.0,,8
21677,04271800107005,0.0,,9
21678,04271800107005,0.0,,10
21679,04271800107005,0.0,,11
21680,04271800107005,0.0,,12
21681,04271800107005,0.0,,13
21682,04271800107005,0.0,,14
21683,04271800107005,0.0,,15
21684,04271800107024,0.0,,1
21685,04271800107024,0.0,,2
21686,04271800107024,0.0,,3
21687,04271800107024,0.0,,4
21688,04271800107024,0.0,,5
21689,04271800107024,0.0,,6
21690,04271800107024,0.0,,7
21691,04271800107024,0.0,,8
21692,04271800107024,0.0,,9
21693,04271800107024,0.0,,10
21694,04271800107024,0.0,,11
21695,04271800107024,0.0,,12
21696,04271800107024,0.0,,13
21697,04271800107024,0.0,,14
21698,04271800107024,0.0,,15
21699,04271800107044,0.0,,1
21700,04271800107044,0.0,,2
21701,04271800107044,0.0,,3
21702,04271800107044,0.0,,4
21703,04271800107044,0.0,,5
21704,04271800107044,0.0,,6
21705,04271800107044,0.0,,7
21706,04271800107044,0.0,,8
21707,04271800107044,0.0,,9
21708,04271800107044,0.0,,10
21709,04271800107044,0.0,,11
21710,04271800107044,0.0,,12
21711,04271800107044,0.0,,13
21712,04271800107044,0.0,,14
21713,04271800107044,0.0,,15
21714,04271800107064,0.0,,1
21715,04271800107064,0.0,,2
21716,04271800107064,0.0,,3
21717,04271800107064,0.0,,4
21718,04271800107064,0.0,,5
21719,04271800107064,0.0,,6
21720,04271800107064,0.0,,7
21721,04271800107064,0.0,,8
21722,04271800107064,0.0,,9
21723,04271800107064,0.0,,10
21724,04271800107064,0.0,,11
21725,04271800107064,0.0,,12
21726,04271800107064,0.0,,13
21727,04271800107064,0.0,,14
21728,04271800107064,0.0,,15
21729,04271800107084,0.0,,1
21730,04271800107084,0.0,,2
21731,04271800107084,1.0,12.0,3
21732,04271800107084,0.0,,4
21733,04271800107084,0.0,,5
21734,04271800107084,0.0,,6
21735,04271800107084,0.0,,7
21736,04271800107084,0.0,,8
21737,04271800107084,0.0,,9
21738,04271800107084,0.0,,10
21739,04271800107084,0.0,,11
21740,04271800107084,0.0,,12
21741,04271800107084,0.0,,13
21742,04271800107084,0.0,,14
21743,04271800107084,0.0,,15
21744,04271800107104,0.0,,1
21745,04271800107104,0.0,,2
21746,04271800107104,0.0,,3
21747,04271800107104,0.0,,4
21748,04271800107104,0.0,,5
21749,04271800107104,0.0,,6
21750,04271800107104,0.0,,7
21751,04271800107104,0.0,,8
21752,04271800107104,0.0,,9
21753,04271800107104,0.0,,10
21754,04271800107104,0.0,,11
21755,04271800107104,0.0,,12
21756,04271800107104,0.0,,13
21757,04271800107104,0.0,,14
21758,04271800107104,0.0,,15
21759,04271800107124,0.0,,1
21760,04271800107124,0.0,,2
21761,04271800107124,0.0,,3
21762,04271800107124,0.0,,4
21763,04271800107124,0.0,,5
21764,04271800107124,0.0,,6
21765,04271800107124,0.0,,7
21766,04271800107124,0.0,,8
21767,04271800107124,0.0,,9
21768,04271800107124,0.0,,10
21769,04271800107124,4.0,,11
21770,04271800107124,0.0,,12
21771,04271800107124,0.0,,13
21772,04271800107124,0.0,,14
21773,04271800107124,0.0,,15
21774,04271800107144,0.0,,1
21775,04271800107144,0.0,,2
21776,04271800107144,0.0,,3
21777,04271800107144,0.0,,4
21778,04271800107144,0.0,,5
21779,04271800107144,0.0,,6
21780,04271800107144,0.0,,7
21781,04271800107144,0.0,,8
21782,04271800107144,0.0,,9
21783,04271800107144,0.0,,10
21784,04271800107144,0.0,,11
21785,04271800107144,0.0,,12
21786,04271800107144,0.0,,13
21787,04271800107144,0.0,,14
21788,04271800107144,0.0,,15
21789,04271800107164,0.0,,1
21790,04271800107164,0.0,,2
21791,04271800107164,1.0,12.0,3
21792,04271800107164,0.0,,4
21793,04271800107164,0.0,,5
21794,04271800107164,0.0,,6
21795,04271800107164,0.0,,7
21796,04271800107164,0.0,,8
21797,04271800107164,0.0,,9
21798,04271800107164,0.0,,10
21799,04271800107164,0.0,,11
21800,04271800107164,0.0,,12
21801,04271800107164,0.0,,13
21802,04271800107164,0.0,,14
21803,04271800107164,0.0,,15
21804,04280201505001,0.0,,1
21805,04280201505001,1.0,10.0,2
21806,04280201505001,0.0,,3
21807,04280201505001,0.0,,4
21808,04280201505001,0.0,,5
21809,04280201505001,0.0,,6
21810,04280201505001,0.0,,7
21811,04280201505001,15.0,,8
21812,04280201505001,7.0,,9
21813,04280201505001,3.0,,10
21814,04280201505001,20.0,,11
21815,04280201505001,10.0,,12
21816,04280201505001,0.0,,13
21817,04280201505001,0.0,,14
21818,04280201505001,0.0,,15
21819,04280201505002,0.0,,1
21820,04280201505002,0.0,,2
21821,04280201505002,0.0,,3
21822,04280201505002,0.0,,4
21823,04280201505002,0.0,,5
21824,04280201505002,0.0,,6
21825,04280201505002,0.0,,7
21826,04280201505002,2.0,,8
21827,04280201505002,0.0,,9
21828,04280201505002,0.0,,10
21829,04280201505002,0.0,,11
21830,04280201505002,0.0,,12
21831,04280201505002,0.0,,13
21832,04280201505002,0.0,,14
21833,04280201505002,0.0,,15
21834,04280201505003,,,1
21835,04280201505003,0.0,,2
21836,04280201505003,0.0,,3
21837,04280201505003,0.0,,4
21838,04280201505003,0.0,,5
21839,04280201505003,0.0,,6
21840,04280201505003,0.0,,7
21841,04280201505003,2.0,,8
21842,04280201505003,0.0,,9
21843,04280201505003,1.0,,10
21844,04280201505003,0.0,,11
21845,04280201505003,3.0,,12
21846,04280201505003,0.0,,13
21847,04280201505003,0.0,,14
21848,04280201505003,0.0,,15
21849,04280201505004,0.0,,1
21850,04280201505004,0.0,,2
21851,04280201505004,0.0,,3
21852,04280201505004,0.0,,4
21853,04280201505004,0.0,,5
21854,04280201505004,0.0,,6
21855,04280201505004,0.0,,7
21856,04280201505004,4.0,,8
21857,04280201505004,0.0,,9
21858,04280201505004,1.0,,10
21859,04280201505004,0.0,,11
