,HHID,I2,I13
121,01020901705018,1,12
122,01020901705018,2,12
123,01020901705034,1,12
124,01020901705034,2,12
125,01020901705050,2,12
126,01020901705066,2,12
127,01020901705066,3,12
128,01020901705082,2,12
129,01020901705082,3,12
130,01020901705098,2,12
131,01020901705114,2,12
132,01020901705130,1,12
133,01020901705130,2,12
134,01020901705146,1,12
135,01020901705146,2,12
136,01020901705162,1,12
137,01020901705162,2,12
138,01020901705178,2,12
139,01020901705178,3,12
140,01021200418002,3,12
141,01021200418013,3,12
142,01021200418024,3,12
143,01021200418035,3,12
144,01021200418046,3,12
145,01021200418057,3,12
146,01021200418068,3,12
147,01021200418079,3,12
148,01021200418090,3,12
149,01021200418101,3,12
150,01021200418112,3,12
151,01021200418123,3,12
152,01030300103004,3,12
153,01030300103017,3,12
154,01030300103030,3,12
155,01030300103043,3,12
156,01030300103056,3,12
157,01030300103069,3,12
158,01030300103082,3,12
159,01030300103095,3,12
160,01030300103108,3,12
161,01030300103121,3,12
162,01030300103134,3,12
163,01030300103147,3,12
164,01030600403012,1,12
165,01030600403012,2,12
166,01030600403017,3,12
167,01030600403036,1,12
168,01030600403036,2,12
169,01030600403049,1,12
170,01030600403049,2,12
171,01030600403072,3,12
172,01030600403092,3,12
173,01030600403116,1,12
174,01030600403116,2,12
175,01030600403138,1,12
176,01030600403138,3,12
177,01030600403164,2,12
178,01030600403164,3,12
179,01030600403173,2,12
180,01030600403173,3,12
181,01030600403183,2,12
182,01030600403183,3,12
183,01030600403185,2,12
184,01030600403185,3,12
185,01030800402002,3,12
186,01030800402015,3,12
187,01030800402028,3,12
188,01030800402041,3,12
189,01030800402054,3,12
190,01030800402067,3,12
191,01030800402080,3,12
192,01030800402093,3,12
193,01030800402106,3,12
194,01030800402119,3,12
195,01030800402132,3,12
196,01030800402145,3,12
197,01041100201005,1,12
198,01041100201005,2,12
199,01041100201020,3,1
200,01041100201020,3,2
201,01041100201020,3,7
202,01041100201020,3,8
203,01041100201020,3,9
204,01041100201020,3,11
205,01041100201035,1,12
206,01041100201035,3,12
207,01041100201050,1,12
208,01041100201065,1,12
209,01041100201065,3,12
210,01041100201080,1,12
211,01041100201080,3,12
212,01041100201095,2,12
213,01041100201095,3,12
214,01041100201110,3,12
215,01041100201125,1,12
216,01041100201125,3,12
217,01041100201140,1,12
218,01041100201140,3,12
219,01041100201155,1,12
220,01041100201155,3,12
221,01041100201170,1,12
222,01050100110004,1,12
223,01050100110004,3,12
224,01050100110006,3,12
225,01050100110009,1,12
226,01050100110009,3,12
227,01050100110013,1,12
228,01050100110013,3,12
229,01050100110022,3,1
230,01050100110022,3,11
231,01050100110031,1,12
232,01050100110031,3,12
233,01050100110040,1,12
234,01050100110040,3,12
235,01050100110058,3,12
236,01050100110067,3,12
237,01050100110085,1,12
238,01050100110085,3,12
239,01050100110094,3,12
240,01050100110103,3,12
241,01050101108006,1,12
242,01050101108006,2,12
243,01050101108006,3,12
244,01050101108019,1,12
245,01050101108019,3,12
246,01050101108032,1,12
247,01050101108032,3,12
248,01050101108045,1,12
249,01050101108045,3,12
250,01050101108058,1,12
251,01050101108058,3,12
252,01050101108071,1,12
253,01050101108071,3,12
254,01050101108084,1,12
255,01050101108084,3,12
256,01050101108097,1,12
257,01050101108097,3,12
258,01050101108110,1,12
259,01050101108110,3,12
260,01050101108123,3,12
261,01050101108136,1,12
262,01050101108136,3,12
263,01050101108149,1,12
264,01050101108149,3,12
265,01060100317002,3,13
266,01060100317012,3,13
267,01060100317022,3,13
268,01060100317032,3,13
269,01060100317042,3,13
270,01060100317052,3,13
271,01060100317062,3,13
272,01060100317072,3,13
273,01060100317082,3,13
274,01060100317092,3,13
275,01060100317102,3,13
276,01060100317112,3,13
277,01060200127002,3,12
278,01060200127003,3,12
279,01060200127031,3,1
280,01060200127031,3,7
281,01060200127031,3,8
282,01060200127031,3,9
283,01060200127031,3,11
284,01060200127045,3,12
285,01060200127058,3,12
286,01060200127072,3,12
287,01060200127086,3,12
288,01060200127100,3,12
289,01060200127113,3,12
290,01060200127128,3,12
291,01060200127142,3,12
292,01060200127156,3,12
293,01060200506004,3,12
294,01060200506015,3,12
295,01060200506026,3,12
296,01060200506037,3,12
297,01060200506048,3,12
298,01060200506059,3,12
299,01060200506070,3,12
300,01060200506081,3,12
301,01060200506092,3,12
302,01060200506103,3,12
303,01060200506114,3,12
304,01060200506125,3,12
305,02070101804001,1,12
306,02070101804011,2,12
307,02070101804021,2,12
308,02070101804031,1,12
309,02070101804041,1,12
310,02070101804041,2,12
311,02070101804051,1,12
312,02070101804051,2,12
313,02070101804061,2,12
314,02070101804071,1,12
315,02070101804071,2,12
316,02070101804081,1,12
317,02070101804091,1,12
318,02070101804101,1,12
319,02070101804111,1,12
320,02070101804111,2,12
321,02070101901002,1,12
322,02070101901014,3,12
323,02070101901026,1,12
324,02070101901038,1,12
325,02070101901050,1,12
326,02070101901062,1,12
327,02070101901074,1,12
328,02070101901074,2,12
329,02070101901086,1,12
330,02070101901086,2,12
331,02070101901098,1,12
332,02070101901098,2,12
333,02070101901110,1,12
334,02070101901110,2,12
335,02070101901122,1,12
336,02070101901122,2,12
337,02070101901134,2,12
338,02070200101003,1,12
339,02070200101059,1,12
340,02070200101075,1,12
341,02070300111005,1,12
342,02070300111055,1,12
343,02070300212015,3,12
344,02070300212047,1,12
345,02070300212055,1,12
346,02070501103003,1,12
347,02070501103013,1,12
348,02070501103023,1,12
349,02070501103033,3,12
350,02070501103041,1,12
351,02070501103041,3,12
352,02070501103049,1,12
353,02070501103059,1,12
354,02070501103079,1,12
355,02070501103079,3,12
356,02070501103089,2,12
357,02070501103089,3,12
358,02070501103103,1,12
359,02070501103106,1,12
360,02070501103106,3,12
361,02070501103133,1,12
362,02070501103133,2,12
363,02070501302004,2,12
364,02070501302016,1,12
365,02070501302016,2,12
366,02070501302028,2,12
367,02070501302040,1,12
368,02070501302040,2,12
369,02070501302052,1,12
370,02070501302052,2,12
371,02070501302064,1,12
372,02070501302064,2,12
373,02070501302076,1,12
374,02070501302088,1,12
375,02070501302100,1,12
376,02070501302100,2,12
377,02070501302112,1,12
378,02070501302112,2,12
379,02070501302124,1,12
380,02070501302124,2,12
381,02070501302136,1,12
382,02070501302136,2,12
383,02080300102008,1,12
384,02080300102008,2,12
385,02080300102022,1,12
386,02080300102022,2,12
387,02080300102036,1,12
388,02080300102036,2,12
389,02080300102050,1,12
390,02080300102064,1,12
391,02080300102064,2,12
392,02080300102078,1,12
393,02080300102078,2,12
394,02080300102092,1,12
395,02080300102092,2,12
396,02080300102106,1,12
397,02080300102106,2,12
398,02080300102120,1,12
399,02080300102120,2,12
400,02080300102134,1,12
401,02080300102134,2,12
402,02080300102134,3,12
403,02080300102148,1,12
404,02080300102148,2,12
405,02080300102162,1,12
406,02080300102162,2,12
407,02080300404004,1,12
408,02080300404004,2,12
409,02080300404015,1,12
410,02080300404015,2,12
411,02080300404026,1,12
412,02080300404026,2,12
413,02080300404037,1,12
414,02080300404048,1,12
415,02080300404048,2,12
416,02080300404059,1,12
417,02080300404059,2,12
418,02080300404070,1,12
419,02080300404070,2,12
420,02080300404081,1,12
421,02080300404081,2,12
422,02080300404092,1,12
423,02080300404092,2,12
424,02080300404104,1,12
425,02080300404104,2,12
426,02080300404130,1,11
427,02080300404130,2,12
428,02080300404156,1,12
429,02080300404156,2,12
430,02090100104008,1,12
431,02090100104020,1,12
432,02090100104032,2,12
433,02090100104044,2,12
434,02090100104056,2,12
435,02090100104068,2,12
436,02090100104080,2,12
437,02090100104092,1,12
438,02090100104104,2,12
439,02090100104128,1,12
440,02090200123004,3,12
441,02090200123060,2,12
442,02090200123102,1,12
443,02090200123116,1,12
444,02090200123144,1,12
445,02100100401006,1,12
446,02100100401006,2,12
447,02100100401026,1,12
448,02100100401026,2,12
449,02100100401046,1,12
450,02100100401046,2,12
451,02100100401066,1,12
452,02100100401066,2,12
453,02100100401086,1,12
454,02100100401086,2,12
455,02100100401106,1,12
456,02100100401106,2,12
457,02100100401126,1,12
458,02100100401126,2,12
459,02100100401146,1,12
460,02100100401146,2,12
461,02100100401166,1,12
462,02100100401166,2,12
463,02100100401186,1,12
464,02100100401186,2,12
465,02100100401206,1,12
466,02100100401206,2,12
467,02100100401226,1,12
468,02100100401226,2,12
469,02100100501005,1,12
470,02100100501005,2,12
471,02100100501024,1,12
472,02100100501024,2,12
473,02100100501043,1,12
474,02100100501043,2,12
475,02100100501062,1,12
476,02100100501062,2,12
477,02100100501081,1,12
478,02100100501081,2,12
479,02100100501100,1,12
480,02100100501100,2,12
481,02100100501119,1,12
482,02100100501119,2,12
483,02100100501138,1,12
484,02100100501138,2,12
485,02100100501157,1,12
486,02100100501157,2,12
487,02100100501176,1,12
488,02100100501176,2,12
489,02100100501195,1,12
490,02100100501195,2,12
491,02100100501214,1,12
492,02100100501214,2,12
493,02100200904005,1,12
494,02100200904005,2,12
495,02100200904016,1,12
496,02100200904016,2,12
497,02100200904027,1,12
498,02100200904027,2,12
499,02100200904038,1,12
500,02100200904038,2,12
501,02100200904049,1,12
502,02100200904049,2,12
503,02100200904060,1,12
504,02100200904060,2,12
505,02100200904071,1,12
506,02100200904082,1,12
507,02100200904082,2,12
508,02100200904093,2,12
509,02100200904104,1,12
510,02100200904104,2,12
511,02100200904115,1,12
512,02100200904126,1,12
513,02100200904126,2,12
514,03110300605013,1,12
515,03110300605030,1,12
516,03110300605047,1,12
517,03110300605064,1,12
518,03110300605081,1,12
519,03110300605098,1,12
520,03110300605098,2,12
521,03110300605115,1,12
522,03110300605132,1,12
523,03110300605149,1,12
524,03110300605166,1,12
525,03110300605183,1,12
526,03110300605200,1,12
527,03110301501010,1,12
528,03110301501025,1,12
529,03110301501040,1,12
530,03110301501040,2,12
531,03110301501055,1,12
532,03110301501070,1,12
533,03110301501085,1,12
534,03110301501100,1,12
535,03110301501115,1,12
536,03110301501130,1,12
537,03110301501145,1,12
538,03110301501160,1,12
539,03110301501175,1,12
540,03110800110001,1,12
541,03110800110001,3,12
542,03110800110002,1,12
543,03110800110002,3,12
544,03110800110003,1,12
545,03110800110003,3,12
546,03110800110008,2,12
547,03110800110008,3,12
548,03110800110030,2,12
549,03110800110030,3,12
550,03110800110052,1,1
551,03110800110052,1,2
552,03110800110052,1,7
553,03110800110052,1,8
554,03110800110052,1,9
555,03110800110052,1,11
556,03110800110052,3,1
557,03110800110052,3,2
558,03110800110052,3,7
559,03110800110052,3,8
560,03110800110052,3,9
561,03110800110052,3,11
562,03110800110074,2,12
563,03110800110074,3,12
564,03110800110096,2,12
565,03110800110096,3,12
566,03110800110140,1,12
567,03110800110140,3,12
568,03110800110162,2,12
569,03110800110162,3,12
570,03110800110184,1,12
571,03110800110184,3,12
572,03110800701014,1,12
573,03110800701014,2,12
574,03110800701029,1,12
575,03110800701044,1,12
576,03110800701059,1,12
577,03110800701059,2,12
578,03110800701074,1,12
579,03110800701074,2,12
580,03110800701089,1,12
581,03110800701089,2,12
582,03110800701104,1,12
583,03110800701119,1,12
584,03110800701119,2,12
585,03110800701134,1,12
586,03110800701149,1,12
587,03110800701164,1,12
588,03111700101001,3,12
589,03111700101002,1,12
590,03111700101002,3,12
591,03111700101003,3,12
592,03111700101013,2,12
593,03111700101013,3,12
594,03111700101037,1,12
595,03111700101037,3,12
596,03111700101061,1,12
597,03111700101061,3,12
598,03111700101085,1,12
599,03111700101085,3,12
600,03111700101109,1,12
601,03111700101109,3,12
602,03111700101133,1,12
603,03111700101133,3,12
604,03111700101157,1,12
605,03111700101157,3,12
606,03111700101181,1,12
607,03111700101181,2,12
608,03111700101181,3,12
609,03111700101205,1,12
610,03111700101205,3,12
611,03111800604007,1,12
612,03111800604007,3,12
613,03111800604026,1,12
614,03111800604026,3,12
615,03111800604045,1,5
616,03111800604045,1,6
617,03111800604045,1,7
618,03111800604045,1,8
619,03111800604045,1,9
620,03111800604045,1,11
621,03111800604045,3,12
622,03111800604064,1,12
623,03111800604064,3,12
624,03111800604083,1,12
625,03111800604083,3,12
626,03111800604102,1,12
627,03111800604102,3,12
628,03111800604121,3,12
629,03111800604140,1,12
630,03111800604140,3,12
631,03111800604159,1,12
632,03111800604159,3,12
633,03111800604178,3,12
634,03111800604197,1,12
635,03111800604197,3,12
636,03111800604216,1,12
637,03111800604216,3,12
638,03111801205008,3,12
639,03111801205017,1,12
640,03111801205017,3,12
641,03111801205026,2,12
642,03111801205026,3,12
643,03111801205035,1,12
644,03111801205035,3,12
645,03111801205044,3,12
646,03111801205053,1,12
647,03111801205053,3,12
648,03111801205062,3,12
649,03111801205080,3,12
650,03111801205089,3,12
651,03111801205098,3,12
652,03111801205107,1,12
653,03111801205107,3,12
654,03111802013001,3,12
655,03111802013004,2,12
656,03111802013004,3,12
657,03111802013018,2,12
658,03111802013018,3,12
659,03111802013032,3,12
660,03111802013046,1,12
661,03111802013060,3,12
662,03111802013074,3,12
663,03111802013088,3,12
664,03111802013102,2,12
665,03111802013102,3,12
666,03111802013116,1,1
667,03111802013116,1,2
668,03111802013116,3,12
669,03111802013130,2,12
670,03111802013130,3,12
671,03111802013144,2,12
672,03111802013144,3,12
673,03112101007015,1,12
674,03112101007031,1,12
675,03112101007047,1,12
676,03112101007063,1,12
677,03112101007079,1,12
678,03112101007095,1,12
679,03112101007111,1,12
680,03112101007127,1,12
681,03112101007143,1,12
682,03112101007159,1,12
683,03112101007175,1,12
684,03112101007191,1,12
685,03120102608012,1,12
686,03120102608028,1,12
687,03120102608044,1,12
688,03120102608060,1,12
689,03120102608076,1,12
690,03120102608092,1,12
691,03120102608108,3,12
692,03120102608124,1,12
693,03120102608140,1,12
694,03120102608156,1,12
695,03120102608172,1,12
696,03120102608188,1,12
697,03120200303028,1,12
698,03120200303028,2,12
699,03120200303028,3,12
700,03120200303049,1,12
701,03120200303049,3,12
702,03120200303070,1,12
703,03120200303070,3,12
704,03120200303091,1,12
705,03120200303091,3,12
706,03120200303112,3,12
707,03120200303133,1,12
708,03120200303133,3,12
709,03120200303154,1,12
710,03120200303154,3,11
711,03120200303175,1,12
712,03120200303175,3,12
713,03120200303196,3,12
714,03120200303217,1,12
715,03120200303217,3,12
716,03120200303238,3,12
717,03120300709007,1,12
718,03120300709022,1,12
719,03120300709037,1,12
720,03120300709052,1,12
721,03120300709052,2,12
722,03120300709067,1,12
723,03120300709067,2,12
724,03120300709082,1,12
725,03120300709097,1,12
726,03120300709112,1,12
727,03120300709127,1,12
728,03120300709142,1,12
729,03120300709157,1,12
730,03120300709157,2,12
731,03120300709172,1,12
732,03120302401010,1,12
733,03120302401027,1,12
734,03120302401044,1,12
735,03120302401061,1,12
736,03120302401078,1,12
737,03120302401095,1,12
738,03120302401112,1,12
739,03120302401129,1,12
740,03120302401146,1,12
741,03120302401163,1,12
742,03120302401180,1,12
743,03120302401197,1,12
744,03121000302003,1,12
745,03121000302003,3,12
746,03121000302013,1,12
747,03121000302013,2,12
748,03121000302023,1,12
749,03121000302023,3,12
750,03121000302043,1,12
751,03121000302043,3,12
752,03121000302053,1,12
753,03121000302053,3,12
754,03121000302083,3,12
755,03121000302093,3,12
756,03121000302113,1,12
757,03121000302113,2,12
758,03130200801006,1,12
759,03130200801006,2,12
760,03130200801017,1,12
761,03130200801017,2,12
762,03130200801026,1,12
763,03130200801026,2,12
764,03130200801042,1,12
765,03130200801042,2,12
766,03130200801063,1,12
767,03130200801080,1,12
768,03130200801080,2,12
769,03130200801100,1,12
770,03130200801100,2,12
771,03130200801100,3,12
772,03130200801109,1,12
773,03130200801109,2,12
774,03130200801119,1,12
775,03130200801119,2,12
776,03130200801142,1,12
777,03130200801142,2,12
778,03130200801142,3,12
779,03130200801169,1,12
780,03130200801169,2,12
781,03130200801169,3,12
782,03130200801174,1,12
783,03130200801174,2,12
784,03130200801174,3,12
785,03130202504009,1,12
786,03130202504009,2,12
787,03130202504029,1,12
788,03130202504029,2,12
789,03130202504049,1,12
790,03130202504049,2,12
791,03130202504069,1,12
792,03130202504069,2,12
793,03130202504089,1,12
794,03130202504089,2,12
795,03130202504109,1,12
796,03130202504109,2,12
797,03130202504129,1,12
798,03130202504129,2,12
799,03130202504149,1,12
800,03130202504149,2,12
801,03130202504169,2,12
802,03130202504189,1,12
803,03130202504189,2,12
804,03130202504209,1,12
805,03130202504209,2,12
806,03130202504229,1,12
807,03130202504229,2,12
808,03130401201010,1,12
809,03130401201010,2,12
810,03130401201028,1,12
811,03130401201028,2,12
812,03130401201028,3,12
813,03130401201046,1,12
814,03130401201046,2,12
815,03130401201064,1,12
816,03130401201064,2,12
817,03130401201082,1,12
818,03130401201082,2,12
819,03130401201100,1,12
820,03130401201100,3,12
821,03130401201118,1,12
822,03130401201118,2,12
823,03130401201136,1,12
824,03130401201136,2,12
825,03130401201154,1,12
826,03130401201154,2,12
827,03130401201190,1,12
828,03130401201190,2,12
829,03130401201235,1,12
830,03130401201235,2,12
831,03130401201280,1,12
832,03130401201280,2,12
833,03130803001016,1,12
834,03130803001016,2,12
835,03130803001024,1,12
836,03130803001024,2,12
837,03130803001042,1,12
838,03130803001042,2,12
839,03130803001052,1,12
840,03130803001052,2,12
841,03130803001067,1,12
842,03130803001067,2,12
843,03130803001067,3,12
844,03130803001075,2,12
845,03130803001075,3,12
846,03130803001083,1,12
847,03130803001083,2,12
848,03130803001083,3,12
849,03130803001100,1,12
850,03130803001100,3,12
851,03130803001108,1,12
852,03130803001108,2,12
853,03130803001122,1,12
854,03130803001122,2,12
855,03130803001154,2,12
856,03130803001154,3,12
857,03130803001204,1,12
858,03130803001204,2,12
859,03131000101001,1,12
860,03131000101014,3,12
861,03131000101032,1,12
862,03131000101068,3,12
863,03131000101086,1,12
864,03131000101104,3,12
865,03131000101122,1,12
866,03131000101122,3,12
867,03131000101140,3,12
868,03131000101158,1,12
869,03131000101158,3,12
870,03131000101176,3,12
871,03131000101194,3,12
872,03140400104008,3,12
873,03140400104017,2,12
874,03140400104017,3,12
875,03140400104026,3,12
876,03140400104035,2,12
877,03140400104035,3,12
878,03140400104044,2,12
879,03140400104044,3,12
880,03140400104053,1,12
881,03140400104053,3,12
882,03140400104062,1,12
883,03140400104062,3,12
884,03140400104071,1,12
885,03140400104071,3,12
886,03140400104080,1,12
887,03140400104080,3,12
888,03140400104089,3,11
889,03140400104098,1,12
890,03140400104098,3,12
891,03140400104107,3,12
892,03140901602005,1,12
893,03140901602005,2,12
894,03140901602020,1,12
895,03140901602020,2,12
896,03140901602035,1,12
897,03140901602035,2,12
898,03140901602050,1,12
899,03140901602050,2,12
900,03140901602065,1,12
901,03140901602065,2,12
902,03140901602080,1,12
903,03140901602080,2,12
904,03140901602095,1,12
905,03140901602095,2,12
906,03140901602110,1,12
907,03140901602110,2,12
908,03140901602110,3,12
909,03140901602125,1,12
910,03140901602125,2,12
911,03140901602125,3,12
912,03140901602140,1,12
913,03140901602140,2,12
914,03140901602155,1,12
915,03140901602155,2,12
916,03140901602170,1,12
917,03140901602170,2,12
918,03141000205007,1,12
919,03141000205007,2,12
920,03141000205024,1,12
921,03141000205024,2,12
922,03141000205041,1,12
923,03141000205041,2,12
924,03141000205058,2,1
925,03141000205058,2,2
926,03141000205058,2,7
927,03141000205058,2,11
928,03141000205058,3,12
929,03141000205075,1,12
930,03141000205075,2,12
931,03141000205075,3,12
932,03141000205092,1,12
933,03141000205092,2,12
934,03141000205109,1,12
935,03141000205109,2,12
936,03141000205109,3,12
937,03141000205126,1,12
938,03141000205126,2,12
939,03141000205126,3,12
940,03141000205143,1,12
941,03141000205143,2,12
942,03141000205143,3,12
943,03141000205164,1,12
944,03141000205164,2,12
945,03141000205178,1,12
946,03141000205178,2,12
947,03141000205178,3,12
948,03141000205192,1,12
949,03141000205192,2,12
950,03141000205192,3,12
951,03141001902009,1,12
952,03141001902009,2,12
953,03141001902025,1,12
954,03141001902025,2,12
955,03141001902041,1,12
956,03141001902041,2,12
957,03141001902057,1,12
958,03141001902057,2,12
959,03141001902073,1,12
960,03141001902073,2,12
961,03141001902089,3,12
962,03141001902105,1,12
963,03141001902105,2,12
964,03141001902105,3,12
965,03141001902121,1,12
966,03141001902121,2,12
967,03141001902137,1,12
968,03141001902137,2,12
969,03141001902137,3,12
970,03141001902153,1,12
971,03141001902153,2,12
972,03141001902153,3,12
973,03141001902169,1,12
974,03141001902169,2,12
975,03141001902169,3,12
976,03141001902185,1,12
977,03141001902185,2,12
978,03141202605009,1,12
979,03141202605009,2,12
980,03141202605013,1,12
981,03141202605018,1,12
982,03141202605018,2,12
983,03141202605031,1,12
984,03141202605036,1,12
985,03141202605036,2,12
986,03141202605049,1,12
987,03141202605049,2,12
988,03141202605067,1,12
989,03141202605085,1,12
990,03141202605103,1,12
991,03141202605121,3,12
992,03141202605139,1,12
993,03141202605157,1,12
994,03141700416006,1,12
995,03141700416006,3,12
996,03141700416018,1,12
997,03141700416018,3,12
998,03141700416030,1,12
999,03141700416030,3,12
1000,03141700416054,3,12
1001,03141700416066,3,12
1002,03141700416090,3,12
1003,03141700416102,3,12
1004,03141700416114,3,12
1005,03141700416126,3,12
1006,03141700416138,3,12
1007,03141800307011,3,12
1008,03141800307024,3,12
1009,03141800307037,2,4
1010,03141800307037,2,6
1011,03141800307037,2,7
1012,03141800307037,2,9
1013,03141800307037,2,11
1014,03141800307037,3,12
1015,03141800307050,3,12
1016,03141800307063,3,12
1017,03141800307076,3,12
1018,03141800307089,3,12
1019,03141800307102,3,12
1020,03141800307115,3,12
1021,03141800307120,3,12
1022,03141800307141,3,12
1023,03141800307154,3,12
1024,03141800618005,2,12
1025,03141800618005,3,12
1026,03141800618012,2,12
1027,03141800618012,3,12
1028,03141800618019,2,12
1029,03141800618019,3,12
1030,03141800618026,3,12
1031,03141800618033,3,12
1032,03141800618040,3,12
1033,03141800618047,3,12
1034,03141800618054,3,12
1035,03141800618061,3,12
1036,03141800618068,3,12
1037,03141800618075,3,12
1038,03141800618082,3,12
1039,03141800910007,4,12
1040,03141800910019,3,12
1041,03141800910031,2,12
1042,03141800910031,3,12
1043,03141800910043,3,12
1044,03141800910055,3,12
1045,03141800910067,3,12
1046,03141800910079,3,12
1047,03141800910091,3,12
1048,03141800910103,1,12
1049,03141800910103,3,12
1050,03141800910115,2,12
1051,03141800910115,3,12
1052,03141800910127,1,11
1053,03141800910127,3,11
1054,03141800910139,3,12
1055,03150300101020,2,12
1056,03150300101040,2,12
1057,03150300101060,2,12
1058,03150300101080,2,12
1059,03150300101100,2,12
1060,03150300101120,2,12
1061,03150300101140,1,12
1062,03150300101140,2,12
1063,03150300101160,1,12
1064,03150300101160,2,12
1065,03150300101180,1,12
1066,03150300101180,2,12
1067,03150300101200,1,12
1068,03150300101200,2,12
1069,03150300101220,1,12
1070,03150300101220,2,12
1071,03150300101240,1,12
1072,03150300101240,2,12
1073,03150300905019,2,12
1074,03150300905023,1,12
1075,03150300905023,2,12
1076,03150300905039,2,12
1077,03150300905059,2,12
1078,03150300905079,2,12
1079,03150300905099,2,12
1080,03150300905119,1,12
1081,03150300905139,1,12
1082,03150300905179,1,12
1083,03150300905179,2,12
1084,03150300905199,1,12
1085,03150300905199,2,12
1086,03150300905219,1,12
1087,03150300905219,2,12
1088,03150300905239,1,12
1089,03150300905239,2,12
1090,03150800103013,1,12
1091,03150800103013,3,12
1092,03150800103028,1,12
1093,03150800103043,1,12
1094,03150800103043,3,12
1095,03150800103058,1,12
1096,03150800103058,3,4
1097,03150800103058,3,5
1098,03150800103058,3,6
1099,03150800103058,3,7
1100,03150800103058,3,8
1101,03150800103058,3,9
1102,03150800103058,3,11
1103,03150800103073,1,12
1104,03150800103073,3,12
1105,03150800103088,1,12
1106,03150800103088,3,12
1107,03150800103103,1,12
1108,03150800103103,3,12
1109,03150800103118,1,12
1110,03150800103118,3,12
1111,03150800103133,1,11
1112,03150800103148,1,12
1113,03150800103148,3,12
1114,03150800103163,1,12
1115,03150800103163,3,12
1116,03150800103178,3,5
1117,03150800103178,3,6
1118,03150800103178,3,7
1119,03150800103178,3,8
1120,03150800103178,3,9
1121,03151900506012,1,12
1122,03151900506027,1,12
1123,03151900506027,2,12
1124,03151900506042,2,12
1125,03151900506057,2,12
1126,03151900506072,2,12
1127,03151900506087,1,12
1128,03151900506102,2,12
1129,03151900506117,2,12
1130,03151900506132,1,12
1131,03151900506132,2,12
1132,03151900506147,1,12
1133,03151900506147,2,12
1134,03151900506162,1,12
1135,03151900506162,2,12
1136,03151900506177,1,12
1137,03151900506177,2,12
1138,03152000107001,1,12
1139,03152000107001,3,12
1140,03152000107003,1,12
1141,03152000107003,3,12
1142,03152000107005,1,12
1143,03152000107005,3,12
1144,03152000107007,1,12
1145,03152000107007,3,12
1146,03152000107009,1,12
1147,03152000107009,3,12
1148,03152000107011,1,12
1149,03152000107011,3,12
1150,03152000107013,1,12
1151,03152000107013,3,1
