,HHID,I2,I13
1152,03152000107013,3,2
1153,03152000107013,3,3
1154,03152000107013,3,4
1155,03152000107013,3,5
1156,03152000107013,3,6
1157,03152000107013,3,7
1158,03152000107013,3,8
1159,03152000107013,3,9
1160,03152000107013,3,11
1161,03152000107015,1,12
1162,03152000107015,3,12
1163,03152000107017,1,12
1164,03152000107029,1,12
1165,03152000107029,3,12
1166,03152000107066,1,12
1167,03152000107066,3,12
1168,03152000107103,1,12
1169,03152000107103,3,12
1170,03152000407008,2,12
1171,03152000407045,3,12
1172,03152000407056,4,7
1173,03152000407056,4,8
1174,03152000407056,4,9
1175,03152000407056,4,11
1176,03152000407056,5,12
1177,03152000407078,2,12
1178,03152000407100,2,12
1179,03152000407111,1,12
1180,03152000705001,1,7
1181,03152000705001,1,8
1182,03152000705001,1,9
1183,03152000705001,1,11
1184,03152000705011,3,12
1185,03152000705011,4,12
1186,03152000705025,1,12
1187,03152000705025,3,12
1188,03152000705053,3,5
1189,03152000705053,3,6
1190,03152000705053,3,7
1191,03152000705053,3,8
1192,03152000705053,3,9
1193,03152000705053,3,11
1194,03152000705053,4,12
1195,03152000705081,1,12
1196,03152000705081,3,12
1197,03152000705095,3,12
1198,03152000705123,1,7
1199,03152000705123,1,8
1200,03152000705123,1,9
1201,03152000705123,1,11
1202,03152000705137,1,7
1203,03152000705137,1,8
1204,03152000705137,1,9
1205,03152000705137,1,11
1206,03160201902029,1,12
1207,03160201902041,1,12
1208,03160201902053,1,2
1209,03160201902053,1,3
1210,03160201902053,1,4
1211,03160201902053,1,5
1212,03160201902053,1,6
1213,03160201902053,1,7
1214,03160201902053,1,8
1215,03160201902053,1,9
1216,03160201902053,1,11
1217,03160201902065,1,12
1218,03160201902077,1,12
1219,03160201902089,1,12
1220,03160201902089,2,12
1221,03160201902101,1,12
1222,03160201902113,1,12
1223,03160201902125,1,12
1224,03160201902137,1,12
1225,03160204005008,1,12
1226,03160204005022,1,12
1227,03160204005036,1,12
1228,03160204005050,1,12
1229,03160204005064,1,12
1230,03160204005078,1,12
1231,03160204005092,1,12
1232,03160204005106,1,12
1233,03160204005106,2,12
1234,03160204005120,2,12
1235,03160204005162,1,12
1236,03160500103010,1,12
1237,03160500103010,2,12
1238,03160500103023,1,12
1239,03160500103023,2,12
1240,03160500103049,1,12
1241,03160500103049,3,12
1242,03160500103062,1,12
1243,03160500103062,2,12
1244,03160500103075,1,12
1245,03160500103075,2,12
1246,03160500103088,1,12
1247,03160500103088,2,12
1248,03160500103101,1,12
1249,03160500103101,3,12
1250,03160500103114,1,12
1251,03160500103114,3,12
1252,03160500103140,1,12
1253,03160500103140,2,12
1254,03160500103153,1,12
1255,03160500103153,2,12
1256,03160600803010,1,12
1257,03160600803026,1,12
1258,03160600803042,1,12
1259,03160600803058,1,12
1260,03160600803074,1,12
1261,03160600803074,2,12
1262,03160600803074,3,6
1263,03160600803074,3,7
1264,03160600803074,3,8
1265,03160600803074,3,9
1266,03160600803090,1,12
1267,03160600803106,1,12
1268,03160600803122,1,12
1269,03160600803122,3,12
1270,03160600803138,2,12
1271,03160600803154,1,12
1272,03160600803170,2,12
1273,03160600803186,2,12
1274,03161500214007,1,12
1275,03161500214007,2,12
1276,03161500214018,1,12
1277,03161500214018,2,12
1278,03161500214029,2,12
1279,03161500214040,2,12
1280,03161500214051,2,12
1281,03161500214062,2,12
1282,03161500214073,1,12
1283,03161500214073,2,12
1284,03161500214084,2,12
1285,03161500214095,1,12
1286,03161500214095,2,12
1287,03161500214106,2,12
1288,03161500214117,2,12
1289,03161500214128,2,12
1290,03170400206085,1,12
1291,03170400206125,1,1
1292,03170400206125,1,2
1293,03170400206125,1,3
1294,03170400206125,1,4
1295,03170400206125,1,5
1296,03170400206125,1,11
1297,03170400206145,1,12
1298,03170400206165,1,12
1299,03170400206185,1,12
1300,03170400206205,1,12
1301,03170400206225,1,12
1302,03170401804115,1,12
1303,03170401804139,1,12
1304,03170401804163,1,12
1305,03170401804187,1,12
1306,03170401804211,1,12
1307,03170401804235,1,12
1308,03170401804259,1,12
1309,03170401804283,1,12
1310,03170403702010,2,12
1311,03170403702070,2,7
1312,03170403702070,2,8
1313,03170403702070,2,9
1314,03170403702090,1,12
1315,03170403702110,1,12
1316,03170403702130,1,12
1317,03170403702150,1,12
1318,03170403702170,1,12
1319,03170403702190,1,12
1320,03170403702210,1,12
1321,03170403702230,1,12
1322,03170500110018,2,12
1323,03170500110018,3,12
1324,03170500110045,1,12
1325,03170500110045,3,12
1326,03170500110072,1,12
1327,03170500110099,1,12
1328,03170500110126,1,12
1329,03170500110126,3,12
1330,03170500110153,1,12
1331,03170500110153,2,12
1332,03170500110180,1,12
1333,03170500110180,2,12
1334,03170500110180,3,12
1335,03170500110207,1,12
1336,03170500110207,2,12
1337,03170500110234,1,12
1338,03170500110234,3,12
1339,03170500110261,2,12
1340,03170500110261,3,12
1341,03170500110261,4,12
1342,03170500110288,2,12
1343,03170500110288,3,12
1344,03170500110288,4,12
1345,03170500110315,1,12
1346,03170500110315,3,12
1347,03170601005004,1,12
1348,03170601005016,1,12
1349,03170601005028,1,12
1350,03170601005040,1,12
1351,03170601005100,1,12
1352,03170601005112,1,12
1353,03170601005124,1,12
1354,03170601005136,1,12
1355,03180100102002,1,12
1356,03180100102002,3,12
1357,03180100102005,1,12
1358,03180100102008,1,12
1359,03180100102016,1,12
1360,03180100102016,3,12
1361,03180100102035,2,12
1362,03180100102035,3,12
1363,03180100102054,1,12
1364,03180100102054,3,12
1365,03180100102073,1,12
1366,03180100102073,3,12
1367,03180100102111,1,12
1368,03180100102111,3,12
1369,03180100102130,1,12
1370,03180100102130,3,12
1371,03180100102149,1,12
1372,03180100102149,3,12
1373,03180100102168,1,12
1374,03180100102168,3,1
1375,03180100102168,3,2
1376,03180100102168,3,7
1377,03180100102168,3,9
1378,03180100102168,3,11
1379,03180201302007,1,12
1380,03180201302007,2,12
1381,03180201302024,1,12
1382,03180201302024,2,12
1383,03180201302041,1,12
1384,03180201302041,2,12
1385,03180201302058,1,12
1386,03180201302058,2,12
1387,03180201302075,1,12
1388,03180201302075,2,12
1389,03180201302092,1,12
1390,03180201302092,2,12
1391,03180201302109,1,12
1392,03180201302109,2,12
1393,03180201302126,1,12
1394,03180201302126,2,12
1395,03180201302143,1,12
1396,03180201302143,2,12
1397,03180201302160,1,12
1398,03180201302160,2,12
1399,03180201302177,1,12
1400,03180201302177,2,12
1401,03180201302194,1,12
1402,03180201302194,2,12
1403,03180302503003,1,12
1404,03180302503003,2,12
1405,03180302503003,3,12
1406,03180302503019,1,12
1407,03180302503019,2,12
1408,03180302503019,3,12
1409,03180302503035,1,12
1410,03180302503035,2,12
1411,03180302503035,3,12
1412,03180302503051,1,12
1413,03180302503051,2,12
1414,03180302503051,3,12
1415,03180302503067,1,12
1416,03180302503067,2,12
1417,03180302503083,1,12
1418,03180302503083,2,12
1419,03180302503099,1,12
1420,03180302503099,2,12
1421,03180302503115,1,12
1422,03180302503115,2,12
1423,03180302503131,1,12
1424,03180302503131,2,12
1425,03180302503131,3,12
1426,03180302503147,1,12
1427,03180302503147,2,12
1428,03180302503147,3,12
1429,03180302503163,2,12
1430,03180302503163,3,12
1431,03180302503179,1,12
1432,03180302503179,2,12
1433,03180700305005,1,12
1434,03180700305005,3,12
1435,03180700305017,1,12
1436,03180700305017,3,12
1437,03180700305029,1,12
1438,03180700305041,2,12
1439,03180700305041,3,12
1440,03180700305053,2,12
1441,03180700305053,3,12
1442,03180700305065,3,12
1443,03180700305077,3,12
1444,03180700305101,1,12
1445,03180700305101,3,12
1446,03180700305113,3,12
1447,03190201401082,1,12
1448,03190201401100,1,12
1449,03190201401118,1,12
1450,03190201401136,1,12
1451,03190201401154,1,12
1452,03190201401172,1,12
1453,03190201401190,1,12
1454,03190201401208,1,12
1455,03190202501093,1,12
1456,03190202501114,1,12
1457,03190202501135,1,12
1458,03190202501156,1,12
1459,03190202501177,1,12
1460,03190202501198,1,12
1461,03190202501219,1,12
1462,03190202501240,1,12
1463,03190402004082,1,12
1464,03190402004100,1,12
1465,03190402004118,1,12
1466,03190402004136,1,12
1467,03190402004154,1,12
1468,03190402004172,1,12
1469,03190402004172,2,12
1470,03190402004190,1,12
1471,03190402004208,1,12
1472,03200100113021,2,12
1473,03200100113042,2,12
1474,03200100113063,2,12
1475,03200100113084,2,12
1476,03200100113105,2,12
1477,03200100113126,1,12
1478,03200100113126,2,12
1479,03200100113147,2,12
1480,03200100113168,1,12
1481,03200100113168,2,12
1482,03200100113189,1,12
1483,03200100113210,1,12
1484,03200100113210,2,12
1485,03200100113231,1,12
1486,03200100113231,2,12
1487,03200100113252,1,12
1488,03200100113252,2,12
1489,03200100807010,1,12
1490,03200100807010,2,12
1491,03200100807048,2,12
1492,03200100807076,2,12
1493,03200100807082,2,12
1494,03200100807104,2,12
1495,03200100807104,3,12
1496,03200100807132,1,12
1497,03200100807132,2,12
1498,03200100807154,1,12
1499,03200100807154,2,12
1500,03200100807160,1,12
1501,03200100807188,2,12
1502,03200100807216,1,12
1503,03200100807216,2,12
1504,03200100807244,1,12
1505,03200100807244,2,12
1506,03200200209001,1,12
1507,03200200209001,3,12
1508,03200200209010,1,12
1509,03200200209010,3,12
1510,03200200209019,1,12
1511,03200200209019,3,12
1512,03200200209028,1,12
1513,03200200209028,3,12
1514,03200200209037,1,12
1515,03200200209037,3,12
1516,03200200209046,1,12
1517,03200200209046,3,12
1518,03200200209055,1,12
1519,03200200209055,3,12
1520,03200200209064,1,12
1521,03200200209064,3,12
1522,03200200209073,1,12
1523,03200200209073,3,12
1524,03200200209082,1,12
1525,03200200209082,3,12
1526,03200200209091,1,12
1527,03200200209091,3,12
1528,03200200209100,1,12
1529,03200200209100,3,12
1530,03210100412010,1,12
1531,03210100412027,2,12
1532,03210100412027,3,12
1533,03210100412044,1,12
1534,03210100412044,3,12
1535,03210100412061,2,12
1536,03210100412078,1,12
1537,03210100412078,3,12
1538,03210100412112,1,12
1539,03210100412129,1,12
1540,03210100412129,3,12
1541,03210100412146,1,12
1542,03210100412146,2,12
1543,03210100412163,2,12
1544,03210100412180,1,12
1545,03210100412197,3,12
1546,03210100808049,2,12
1547,03210100808083,1,12
1548,03210100808117,4,12
1549,03210100808151,2,12
1550,03210100808151,3,12
1551,03210100808185,3,12
1552,03210100808202,3,12
1553,03210101214002,1,12
1554,03210101214002,3,12
1555,03210101214015,1,12
1556,03210101214015,3,12
1557,03210101214028,1,12
1558,03210101214028,3,12
1559,03210101214041,1,12
1560,03210101214041,3,12
1561,03210101214054,3,12
1562,03210101214067,1,12
1563,03210101214080,1,12
1564,03210101214093,1,12
1565,03210101214093,2,12
1566,03210101214106,1,12
1567,03210101214119,1,12
1568,03210101214119,2,12
1569,03210101214132,1,12
1570,03210300832020,1,12
1571,03210300832020,2,12
1572,03210300832067,1,12
1573,03210300832067,2,12
1574,03210300832067,3,12
1575,03210300832114,1,12
1576,03210300832114,2,12
1577,03210300832161,1,12
1578,03210300832161,2,12
1579,03210300832161,3,12
1580,03210300832208,1,12
1581,03210300832208,3,12
1582,03210300832255,3,12
1583,03210300832255,4,12
1584,03210300832255,5,12
1585,03210300832302,2,12
1586,03210300832302,3,12
1587,03210300832349,1,12
1588,03210300832349,3,12
1589,03210300832349,4,12
1590,03210300832396,1,12
1591,03210300832396,2,12
1592,03210300832396,3,12
1593,03210300832443,1,12
1594,03210300832443,3,12
1595,03210300832490,1,12
1596,03210300832490,3,12
1597,03210300832537,3,12
1598,04220201601001,1,12
1599,04220201601002,2,12
1600,04220201601003,1,12
1601,04220201601004,1,12
1602,04220201601005,2,12
1603,04220201601006,1,12
1604,04220201601007,2,12
1605,04220201601009,2,12
1606,04220201601010,2,12
1607,04220201601011,2,12
1608,04220201601012,2,12
1609,04220202602001,1,12
1610,04220202602002,1,12
1611,04220202602003,1,12
1612,04220202602004,1,12
1613,04220202602005,1,12
1614,04220202602006,1,12
1615,04220202602007,1,12
1616,04220202602008,1,12
1617,04220202602009,1,12
1618,04220202602010,1,12
1619,04220202602011,1,12
1620,04220202602012,1,12
1621,04220800303001,1,12
1622,04220800303002,1,12
1623,04220800303003,1,12
1624,04220800303004,1,12
1625,04220800303005,1,12
1626,04220800303006,1,12
1627,04220800303007,2,12
1628,04220800303007,3,12
1629,04220800303008,1,12
1630,04220800303009,2,12
1631,04220800303009,3,12
1632,04220800303010,2,12
1633,04220800303011,1,12
1634,04220800303012,2,12
1635,04221700103001,3,13
1636,04221700103002,3,12
1637,04221700103003,3,12
1638,04221700103004,3,12
1639,04221700103005,1,12
1640,04221700103005,3,12
1641,04221700103006,3,12
1642,04221700103007,3,12
1643,04221700103008,2,12
1644,04221700103008,3,12
1645,04221700103009,2,12
1646,04221700103009,3,12
1647,04221700103010,1,12
1648,04221700103010,3,12
1649,04221700103011,2,12
1650,04221700103011,3,12
1651,04221700103012,1,4
1652,04221700103012,1,8
1653,04221700103012,1,11
1654,04221700103012,3,12
1655,04230200302001,1,12
1656,04230200302002,1,12
1657,04230200302002,2,12
1658,04230200302003,1,12
1659,04230200302004,2,12
1660,04230200302005,1,12
1661,04230200302006,1,12
1662,04230200302007,1,12
1663,04230200302008,1,12
1664,04230200302009,1,12
1665,04230200302010,1,12
1666,04230200302011,2,12
1667,04230200302012,2,12
1668,04231300304002,2,12
1669,04231300304003,2,12
1670,04231300304004,1,12
1671,04231300304005,1,12
1672,04231300304006,1,12
1673,04231300304007,1,12
1674,04231300304008,1,12
1675,04231300304009,2,12
1676,04231300304010,2,12
1677,04231300304011,1,12
1678,04231300304012,1,12
1679,04231301905001,2,12
1680,04231301905002,1,12
1681,04231301905003,2,12
1682,04231301905004,2,12
1683,04231301905005,2,12
1684,04231301905006,1,12
1685,04231301905007,1,12
1686,04231301905008,1,12
1687,04231301905009,1,12
1688,04231301905010,1,12
1689,04231301905011,1,12
1690,04231301905012,1,12
1691,04231700111001,2,12
1692,04231700111001,3,12
1693,04231700111002,3,12
1694,04231700111003,2,12
1695,04231700111003,3,12
1696,04231700111004,1,12
1697,04231700111004,2,12
1698,04231700111006,2,12
1699,04231700111007,1,12
1700,04231700111007,2,12
1701,04231700111008,1,12
1702,04231700111008,2,12
1703,04231700111009,2,12
1704,04231700111009,3,12
1705,04231700111010,1,12
1706,04231700111010,2,12
1707,04231700111011,2,12
1708,04231700111011,3,12
1709,04231700111012,1,12
1710,04231700111012,2,12
1711,04231700304001,1,12
1712,04231700304001,2,12
1713,04231700304002,1,12
1714,04231700304002,2,12
1715,04231700304003,1,12
1716,04231700304003,2,12
1717,04231700304004,2,12
1718,04231700304004,3,12
1719,04231700304005,2,12
1720,04231700304005,3,12
1721,04231700304006,3,12
1722,04231700304007,2,12
1723,04231700304008,2,12
1724,04231700304009,3,12
1725,04231700304010,1,12
1726,04231700304010,2,12
1727,04231700304011,1,12
1728,04231700304011,2,12
1729,04231700304012,2,12
1730,04231700417001,2,12
1731,04231700417002,1,12
1732,04231700417002,2,12
1733,04231700417003,2,12
1734,04231700417003,3,12
1735,04231700417004,1,12
1736,04231700417004,2,12
1737,04231700417005,1,12
1738,04231700417005,2,12
1739,04231700417006,2,12
1740,04231700417006,3,12
1741,04231700417007,2,12
1742,04231700417007,3,12
1743,04231700417008,3,12
1744,04231700417009,1,12
1745,04231700417009,2,12
1746,04231700417010,2,12
1747,04231700417010,3,12
1748,04231700417011,2,12
1749,04231700417011,3,12
1750,04231700417012,1,12
1751,04231700417012,2,12
1752,04231700602001,1,12
1753,04231700602001,2,12
1754,04231700602002,1,12
1755,04231700602002,2,12
1756,04231700602004,1,12
1757,04231700602004,2,12
1758,04231700602005,1,12
1759,04231700602006,1,12
1760,04231700602006,2,12
1761,04231700602007,1,12
1762,04231700602007,2,12
1763,04231700602008,1,12
1764,04231700602009,1,12
1765,04231700602009,2,12
1766,04231700602010,1,12
1767,04231700602010,2,12
1768,04231700602014,1,12
1769,04231700602015,1,12
1770,04231700602017,1,12
1771,04231700602017,2,12
1772,04231700602018,1,12
1773,04231700602018,2,12
1774,04240101704001,1,12
1775,04240101704002,1,12
1776,04240101704003,1,12
1777,04240101704004,1,12
1778,04240101704005,1,12
1779,04240101704006,1,12
1780,04240101704006,3,12
1781,04240101704007,1,12
1782,04240101704008,1,12
1783,04240101704009,1,12
1784,04240101704010,1,12
1785,04240101704011,1,12
1786,04240101704012,1,12
1787,04240602203001,1,12
1788,04240602203002,1,12
1789,04240602203003,1,12
1790,04240602203004,1,12
1791,04240602203005,1,12
1792,04240602203006,1,12
1793,04240602203007,1,12
1794,04240602203008,1,12
1795,04240602203009,1,12
1796,04240602203010,1,12
1797,04240602203011,1,12
1798,04240602203012,1,12
1799,04241600101001,1,12
1800,04241600101001,3,12
1801,04241600101002,1,12
1802,04241600101003,1,12
1803,04241600101003,3,12
1804,04241600101004,1,12
1805,04241600101004,3,12
1806,04241600101005,1,12
1807,04241600101005,3,12
1808,04241600101006,2,12
1809,04241600101006,3,12
1810,04241600101007,1,12
1811,04241600101007,3,12
1812,04241600101008,1,12
1813,04241600101008,3,12
1814,04241600101009,1,12
1815,04241600101009,3,12
1816,04241600101010,1,12
1817,04241600101010,3,12
1818,04241600101011,1,12
1819,04241600101011,3,12
1820,04241600101012,1,12
1821,04241600101012,3,12
1822,04242000217001,3,12
1823,04242000217002,1,12
1824,04242000217002,3,12
1825,04242000217003,1,12
1826,04242000217003,3,12
1827,04242000217004,1,12
1828,04242000217004,3,12
1829,04242000217005,1,12
1830,04242000217005,3,12
1831,04242000217006,3,12
1832,04242000217007,1,12
1833,04242000217007,3,12
1834,04242000217008,1,12
1835,04242000217008,3,12
1836,04242000217009,1,12
1837,04242000217009,3,12
1838,04242000217010,1,12
1839,04242000217011,1,12
1840,04242000217011,3,12
1841,04242000217012,1,12
1842,04242000217012,3,12
1843,04242204001001,1,12
1844,04242204001003,1,12
1845,04242204001004,1,12
1846,04242204001005,1,12
1847,04242204001006,1,12
1848,04242204001007,1,12
1849,04242204001008,1,12
1850,04242204001009,1,12
1851,04242204001010,1,12
1852,04242204001011,1,12
1853,04242204001012,1,12
1854,04250302905001,1,12
1855,04250302905002,1,12
1856,04250302905003,1,12
1857,04250302905004,1,12
1858,04250302905005,1,12
1859,04250302905006,1,12
1860,04250302905007,1,12
1861,04250302905007,2,12
1862,04250302905008,1,12
1863,04250302905009,1,12
1864,04250302905010,1,12
1865,04250302905011,1,12
1866,04250302905012,1,12
1867,04250800404001,1,12
1868,04250800404002,1,12
1869,04250800404003,1,12
1870,04250800404004,1,12
1871,04250800404005,1,12
1872,04250800404005,2,12
1873,04250800404006,1,12
1874,04250800404007,1,12
1875,04250800404008,1,12
1876,04250800404009,1,12
1877,04250800404010,1,12
1878,04250800404011,1,12
1879,04250800404012,1,12
1880,04251103105001,1,12
1881,04251103105002,1,12
1882,04251103105003,1,12
1883,04251103105004,1,12
1884,04251103105005,1,12
1885,04251103105006,1,12
1886,04251103105007,1,12
1887,04251103105008,1,12
1888,04251103105009,1,12
1889,04251103105010,1,12
1890,04251103105011,1,12
1891,04251103105012,1,12
1892,04251103502001,1,12
1893,04251103502002,1,12
1894,04251103502003,1,12
1895,04251103502003,2,12
1896,04251103502004,1,12
1897,04251103502005,1,12
1898,04251103502006,1,12
1899,04251103502007,1,12
1900,04251103502008,1,12
1901,04251103502009,1,12
1902,04251103502010,1,12
1903,04251103502011,1,12
1904,04251103502012,1,12
1905,04260500101001,1,12
1906,04260500101001,3,12
1907,04260500101002,1,12
1908,04260500101002,3,12
1909,04260500101003,1,12
1910,04260500101003,3,12
1911,04260500101004,1,12
1912,04260500101004,3,12
1913,04260500101005,1,12
1914,04260500101005,3,12
1915,04260500101006,1,12
1916,04260500101006,3,12
1917,04260500101007,3,12
1918,04260500101008,1,12
1919,04260500101008,3,12
1920,04260500101009,1,12
1921,04260500101009,3,12
1922,04260500101010,1,12
1923,04260500101011,1,12
1924,04260500101011,3,12
1925,04260500101012,1,12
1926,04260500101012,3,12
1927,04260801102001,1,12
1928,04260801102002,3,12
1929,04260801102003,2,12
1930,04260801102004,2,12
1931,04260801102005,1,12
1932,04260801102006,1,12
1933,04260801102006,2,12
1934,04260801102007,1,12
1935,04260801102008,1,12
1936,04260801102009,1,12
1937,04260801102010,1,12
1938,04260801102011,1,12
1939,04260801102012,1,12
1940,04260803103001,2,12
1941,04260803103002,1,12
1942,04260803103002,4,12
1943,04260803103003,1,12
1944,04260803103004,3,12
1945,04260803103005,2,12
1946,04260803103006,1,12
1947,04260803103007,1,12
1948,04260803103007,2,12
1949,04260803103007,3,12
1950,04260803103008,3,12
1951,04260803103009,2,12
1952,04260803103009,3,12
1953,04260803103010,3,12
1954,04260803103011,3,12
1955,04260803103012,3,12
1956,04261400105001,1,12
1957,04261400105001,3,12
1958,04261400105002,1,12
1959,04261400105002,3,12
1960,04261400105003,3,12
1961,04261400105004,1,1
1962,04261400105004,1,2
1963,04261400105004,1,7
1964,04261400105004,1,8
1965,04261400105004,1,9
1966,04261400105004,1,11
1967,04261400105004,3,1
1968,04261400105004,3,2
1969,04261400105004,3,7
1970,04261400105004,3,8
1971,04261400105004,3,9
1972,04261400105004,3,11
1973,04261400105005,1,12
1974,04261400105005,3,12
1975,04261400105006,1,1
1976,04261400105006,1,7
1977,04261400105006,1,8
1978,04261400105006,1,9
1979,04261400105006,1,11
1980,04261400105006,3,1
1981,04261400105006,3,2
1982,04261400105006,3,7
1983,04261400105006,3,8
1984,04261400105006,3,9
1985,04261400105006,3,11
1986,04261400105007,1,12
1987,04261400105007,3,12
1988,04261400105008,1,12
1989,04261400105008,3,12
1990,04261400105009,3,12
1991,04261400105010,1,12
1992,04261400105010,3,12
1993,04261400105011,1,12
1994,04261400105012,1,12
1995,04261400105012,3,12
1996,04261500308001,3,12
1997,04261500308003,3,12
1998,04261500308004,1,12
1999,04261500308004,3,12
2000,04261500308005,3,12
2001,04261500308006,3,12
2002,04261500308007,1,12
2003,04261500308008,3,12
2004,04261500308009,3,12
2005,04261500308010,1,12
2006,04261500308010,2,12
2007,04261500308011,3,12
2008,04261500308012,1,12
2009,04261500308012,3,12
2010,04261701902001,1,12
2011,04261701902002,1,12
2012,04261701902003,3,12
2013,04261701902004,1,12
2014,04261701902005,1,12
2015,04261701902006,3,12
2016,04261701902007,1,12
2017,04261701902008,3,12
2018,04261701902009,2,12
2019,04261701902009,3,12
2020,04261701902010,2,12
2021,04261701902011,1,12
2022,04261701902012,1,12
2023,04270101002001,1,12
2024,04270101002002,1,12
2025,04270101002003,1,12
2026,04270101002004,1,12
2027,04270101002005,1,12
2028,04270101002006,1,12
2029,04270101002007,1,12
2030,04270101002008,1,12
2031,04270101002009,1,12
2032,04270101002010,1,12
2033,04270101002011,1,12
2034,04270101002012,1,12
2035,04271202206001,1,12
2036,04271202206001,2,1
2037,04271202206001,2,3
2038,04271202206001,2,4
2039,04271202206001,2,7
2040,04271202206001,2,8
2041,04271202206001,2,9
2042,04271202206002,1,12
2043,04271202206003,1,12
2044,04271202206003,2,12
2045,04271202206004,1,1
2046,04271202206004,1,2
2047,04271202206004,1,3
2048,04271202206004,2,12
2049,04271202206005,1,12
2050,04271202206005,2,12
2051,04271202206006,1,12
2052,04271202206006,2,1
2053,04271202206006,2,2
2054,04271202206006,2,6
2055,04271202206006,2,7
2056,04271202206006,2,8
2057,04271202206006,2,9
2058,04271202206006,2,12
2059,04271202206007,1,12
2060,04271202206007,2,12
2061,04271202206008,1,12
2062,04271202206009,1,12
2063,04271202206009,2,12
2064,04271202206009,3,12
2065,04271202206010,1,12
2066,04271202206010,2,12
2067,04271202206010,3,12
2068,04271202206011,1,12
2069,04271202206012,1,12
2070,04271800107001,3,12
2071,04271800107003,3,12
2072,04271800107004,3,12
2073,04271800107005,3,12
2074,04271800107024,3,12
2075,04271800107044,3,12
2076,04271800107064,3,12
2077,04271800107084,3,12
2078,04271800107124,3,12
2079,04271800107144,1,12
2080,04271800107144,3,12
2081,04271800107164,3,12
2082,04280201505001,1,12
2083,04280201505001,3,12
2084,04280201505002,1,12
2085,04280201505003,1,12
2086,04280201505004,1,12
2087,04280201505005,1,12
2088,04280201505006,1,12
2089,04280201505007,1,12
2090,04280201505008,1,12
2091,04280201505009,1,12
2092,04280201505010,1,12
2093,04280201505011,1,12
2094,04280201505012,1,12
2095,04280203203001,1,12
2096,04280203203002,1,12
2097,04280203203003,1,12
2098,04280203203004,1,12
2099,04280203203005,1,12
2100,04280203203006,2,12
2101,04280203203007,1,12
2102,04280203203008,2,12
2103,04280203203009,1,12
2104,04280203203010,1,12
2105,04280203203011,1,12
2106,04280203203012,1,12
2107,04280300107008,2,12
2108,04280300107008,3,12
2109,04280300107021,1,12
2110,04280300107021,3,12
2111,04280300107034,1,12
2112,04280300107034,3,12
2113,04280300107047,2,12
2114,04280300107047,3,12
2115,04280300107060,1,12
2116,04280300107060,3,12
2117,04280300107073,2,12
2118,04280300107073,3,12
2119,04280300107086,1,12
2120,04280300107086,2,12
2121,04280300107099,1,12
2122,04280300107099,2,12
2123,04280300107112,1,12
2124,04280300107112,3,12
2125,04280300107125,2,12
2126,04280300107138,1,12
2127,04280300107138,2,12
2128,04280300107151,2,12
2129,04280300107151,3,12
2130,04280900511014,3,12
2131,04280900511029,3,12
2132,04280900511044,3,12
2133,04280900511059,3,12
2134,04280900511074,3,12
2135,04280900511089,3,12
2136,04280900511104,3,12
2137,04280900511119,3,12
2138,04280900511134,3,12
2139,04280900511149,3,12
2140,04280900511164,3,12
2141,04280900511179,3,12
2142,04280900803005,2,12
2143,04280900803005,3,12
2144,04280900803018,3,12
2145,04280900803031,2,12
2146,04280900803031,3,12
2147,04280900803044,2,12
2148,04280900803044,3,12
2149,04280900803057,3,12
2150,04280900803070,2,12
2151,04280900803070,3,12
2152,04280900803083,3,12
2153,04280900803096,3,12
2154,04280900803109,3,12
2155,04280900803122,2,12
2156,04280900803122,3,12
2157,04280900803148,2,12
2158,04280900803148,3,12
2159,04290100110001,1,12
2160,04290100110001,3,12
2161,04290100110002,1,12
2162,04290100110002,3,12
2163,04290100110003,1,12
2164,04290100110003,3,12
2165,04290100110004,1,12
2166,04290100110004,3,12
2167,04290100110005,1,12
2168,04290100110005,3,5
2169,04290100110005,3,6
2170,04290100110005,3,7
2171,04290100110005,3,8
2172,04290100110005,3,9
2173,04290100110005,3,11
2174,04290100110006,1,12
2175,04290100110006,3,12
2176,04290100110007,1,12
2177,04290100110007,3,12
2178,04290100110008,1,12
2179,04290100110008,3,12
2180,04290100110010,1,12
2181,04290100110010,3,12
2182,04290100110011,1,12
2183,04290100110011,3,4
2184,04290100110011,3,5
2185,04290100110011,3,6
2186,04290100110011,3,7
2187,04290100110011,3,8
2188,04290100110011,3,9
2189,04290100110011,3,11
2190,04290100110012,1,12
2191,04290100110012,3,12
2192,04290500106001,1,12
2193,04290500106001,3,12
2194,04290500106002,3,12
2195,04290500106003,1,12
2196,04290500106003,3,12
2197,04290500106004,3,12
2198,04290500106005,1,12
2199,04290500106005,3,12
2200,04290500106006,1,12
2201,04290500106006,3,12
2202,04290500106007,1,12
2203,04290500106007,3,12
2204,04290500106008,1,12
2205,04290500106008,3,12
2206,04290500106009,1,12
2207,04290500106009,3,12
2208,04290500106010,3,12
2209,04290500106011,1,12
2210,04290500106011,3,12
2211,04290500106012,3,12
2212,04291500905001,2,12
2213,04291500905002,2,12
2214,04291500905003,2,12
2215,04291500905003,3,12
2216,04291500905004,2,12
2217,04291500905005,1,12
2218,04291500905006,1,12
2219,04291500905007,1,12
2220,04291500905008,1,12
2221,04291500905009,1,12
2222,04291500905010,1,12
2223,04291500905011,1,12
2224,04291500905012,1,12
2225,04291501302001,2,12
2226,04291501302002,2,12
2227,04291501302003,2,12
