,HHID,C96
0,04280201505001,2
1,04280201505001,6
2,04280201505001,8
3,04280201505001,10
4,04310302803002,13
5,04380301901003,3
6,04380301901003,6
7,04380801605004,7
8,04380801605004,8
9,04380801605004,10
10,05410700901147,5
11,05410700901147,7
12,05410700901147,10
13,14720100512004,13
