,HHID,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,K11,K12,K13,K14,K15,K16,K17,K18
1143,04221700103004,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,,,,,,,,
1144,04221700103005,2.0,1.0,2.0,1.0,,,,,,3.0,,,,,,,,
1145,04221700103006,2.0,1.0,2.0,1.0,,,,,,3.0,,,,,,,,
1146,04221700103007,4.0,,,,,,,,,3.0,,,,,,,,
1147,04221700103008,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,,,,,,,,
1148,04221700103009,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
1149,04221700103010,2.0,1.0,2.0,2.0,1.0,1.0,,,,3.0,,,,,,,,
1150,04221700103011,3.0,,,,,,,,,3.0,,,,,,,,
1151,04221700103012,2.0,2.0,2.0,1.0,,,,,,3.0,,,,,,,,
1152,04230200302001,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1153,04230200302002,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1154,04230200302003,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1155,04230200302004,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1156,04230200302005,1.0,2.0,2.0,1.0,,,,,,1.0,2.0,1.0,,,,,,
1157,04230200302006,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1158,04230200302007,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1159,04230200302008,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1160,04230200302009,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1161,04230200302010,1.0,1.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1162,04230200302011,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1163,04230200302012,1.0,1.0,2.0,1.0,,,,,,1.0,1.0,1.0,,,,,,
1164,04231300304001,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1165,04231300304002,1.0,1.0,2.0,1.0,,,,,,1.0,1.0,1.0,,,,,,
1166,04231300304003,1.0,1.0,2.0,1.0,,,,,,1.0,1.0,2.0,1.0,,,,,
1167,04231300304004,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1168,04231300304005,2.0,1.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1169,04231300304006,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1170,04231300304007,1.0,2.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1171,04231300304008,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1172,04231300304009,1.0,1.0,2.0,1.0,,,,,,2.0,,,,,,,,
1173,04231300304010,1.0,1.0,1.0,,,,,,,2.0,,,,,,,,
1174,04231300304011,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1175,04231300304012,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1176,04231301905001,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1177,04231301905002,1.0,,,,,,,,,1.0,2.0,1.0,,,,,,
1178,04231301905003,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1179,04231301905004,1.0,1.0,2.0,1.0,,,,,,2.0,,,,,,,,
1180,04231301905005,1.0,1.0,1.0,,,,,,,2.0,,,,,,,,
1181,04231301905006,1.0,,,,,,,,,1.0,2.0,1.0,,,,,,
1182,04231301905007,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,
1183,04231301905008,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,
1184,04231301905009,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1185,04231301905010,1.0,,,,,,,,,1.0,2.0,1.0,,,,,,
1186,04231301905011,1.0,2.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1187,04231301905012,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1188,04231700111001,4.0,,,,,,,,,3.0,,,,,,,,
1189,04231700111002,4.0,,,,,,,,,3.0,,,,,,,,
1190,04231700111003,4.0,,,,,,,,,3.0,,,,,,,,
1191,04231700111004,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1192,04231700111005,5.0,,,,,,,,,4.0,,,,,,,,
1193,04231700111006,2.0,1.0,1.0,,,,,,,4.0,,,,,,,,
1194,04231700111007,2.0,2.0,2.0,1.0,,,,,,1.0,2.0,1.0,,,,,,
1195,04231700111008,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1196,04231700111009,4.0,,,,,,,,,3.0,,,,,,,,
1197,04231700111010,2.0,1.0,2.0,1.0,,,,,,1.0,1.0,2.0,1.0,,,,,
1198,04231700111011,4.0,,,,,,,,,3.0,,,,,,,,
1199,04231700111012,2.0,1.0,2.0,2.0,1.0,1.0,,,,1.0,1.0,2.0,2.0,1.0,1.0,,,
1200,04231700304001,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
1201,04231700304002,2.0,1.0,2.0,2.0,1.0,1.0,,,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
1202,04231700304003,2.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
1203,04231700304004,4.0,,,,,,,,,3.0,,,,,,,,
1204,04231700304005,4.0,,,,,,,,,3.0,,,,,,,,
1205,04231700304006,4.0,,,,,,,,,4.0,,,,,,,,
1206,04231700304007,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,
1207,04231700304008,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,,,,,,,
1208,04231700304009,4.0,,,,,,,,,3.0,,,,,,,,
1209,04231700304010,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1210,04231700304011,2.0,1.0,2.0,2.0,1.0,1.0,,,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,
1211,04231700304012,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,,,,,,,,
1212,04231700417001,2.0,,,,,,,,,,,,,,,,,
1213,04231700417002,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1214,04231700417003,4.0,,,,,,,,,3.0,,,,,,,,
1215,04231700417004,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1216,04231700417005,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1217,04231700417006,4.0,,,,,,,,,3.0,,,,,,,,
1218,04231700417007,4.0,,,,,,,,,3.0,,,,,,,,
1219,04231700417008,4.0,,,,,,,,,3.0,,,,,,,,
1220,04231700417009,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1221,04231700417010,4.0,,,,,,,,,3.0,,,,,,,,
1222,04231700417011,4.0,,,,,,,,,3.0,,,,,,,,
1223,04231700417012,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
1224,04231700602001,2.0,1.0,1.0,,,,,,,1.0,1.0,2.0,1.0,,,,,
1225,04231700602002,2.0,1.0,1.0,,,,,,,1.0,1.0,2.0,1.0,,,,,
1226,04231700602004,2.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
1227,04231700602005,2.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,
1228,04231700602006,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1229,04231700602007,2.0,2.0,2.0,1.0,,,,,,1.0,2.0,1.0,,,,,,
1230,04231700602008,1.0,2.0,1.0,,,,,,,1.0,2.0,2.0,1.0,,,,,
1231,04231700602009,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1232,04231700602010,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1233,04231700602014,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1234,04231700602015,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
1235,04231700602016,5.0,,,,,,,,,4.0,,,,,,,,
1236,04231700602017,2.0,2.0,1.0,,,,,,,1.0,2.0,2.0,1.0,,,,,
1237,04231700602018,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1238,04240101704001,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,
1239,04240101704002,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1240,04240101704003,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1241,04240101704004,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1242,04240101704005,1.0,4.0,1.0,,,,,,,1.0,4.0,1.0,,,,,,
1243,04240101704006,1.0,4.0,1.0,,,,,,,1.0,4.0,2.0,1.0,,,,,
1244,04240101704007,1.0,3.0,1.0,,,,,,,1.0,3.0,1.0,,,,,,
1245,04240101704008,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1246,04240101704009,2.0,3.0,1.0,,,,,,,1.0,3.0,1.0,,,,,,
1247,04240101704010,2.0,4.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1248,04240101704011,2.0,3.0,1.0,,,,,,,1.0,3.0,1.0,,,,,,
1249,04240101704012,2.0,3.0,1.0,,,,,,,1.0,3.0,1.0,,,,,,
1250,04240602203001,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1251,04240602203002,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1252,04240602203003,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1253,04240602203004,1.0,2.0,1.0,,,,,,,1.0,2.0,2.0,1.0,,,,,
1254,04240602203005,1.0,5.0,2.0,1.0,,,,,,1.0,5.0,1.0,,,,,,
1255,04240602203006,1.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,1.0,,,,,
1256,04240602203007,1.0,1.0,2.0,1.0,,,,,,1.0,1.0,1.0,,,,,,
1257,04240602203008,1.0,1.0,2.0,1.0,,,,,,1.0,1.0,1.0,,,,,,
1258,04240602203009,2.0,4.0,1.0,,,,,,,1.0,4.0,1.0,,,,,,
1259,04240602203010,2.0,7.0,1.0,,,,,,,1.0,7.0,1.0,,,,,,
1260,04240602203011,2.0,6.0,1.0,,,,,,,1.0,6.0,1.0,,,,,,
1261,04240602203012,2.0,4.0,1.0,,,,,,,1.0,4.0,1.0,,,,,,
1262,04241600101001,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1263,04241600101002,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
1264,04241600101003,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1265,04241600101004,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,
1266,04241600101005,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1267,04241600101006,4.0,,,,,,,,,3.0,,,,,,,,
1268,04241600101007,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1269,04241600101008,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1270,04241600101009,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1271,04241600101010,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,
1272,04241600101011,2.0,1.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1273,04241600101012,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1274,04242000217001,2.0,2.0,1.0,,,,,,,4.0,,,,,,,,
1275,04242000217002,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1276,04242000217003,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
1277,04242000217004,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1278,04242000217005,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1279,04242000217006,2.0,1.0,2.0,2.0,1.0,1.0,,,,4.0,,,,,,,,
1280,04242000217007,2.0,2.0,1.0,,,,,,,3.0,,,,,,,,
1281,04242000217008,4.0,,,,,,,,,3.0,,,,,,,,
1282,04242000217009,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1283,04242000217010,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1284,04242000217011,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
1285,04242000217012,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1286,04242204001001,2.0,6.0,1.0,,,,,,,1.0,6.0,1.0,,,,,,
1287,04242204001002,2.0,1.0,1.0,,,,,,,4.0,,,,,,,,
1288,04242204001003,2.0,7.0,1.0,,,,,,,1.0,7.0,1.0,,,,,,
1289,04242204001004,2.0,6.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1290,04242204001005,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1291,04242204001006,1.0,6.0,1.0,,,,,,,1.0,6.0,1.0,,,,,,
1292,04242204001007,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1293,04242204001008,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1294,04242204001009,1.0,7.0,1.0,,,,,,,1.0,7.0,1.0,,,,,,
1295,04242204001010,1.0,3.0,2.0,1.0,,,,,,1.0,3.0,2.0,1.0,,,,,
1296,04242204001011,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1297,04242204001012,1.0,1.0,2.0,1.0,,,,,,1.0,3.0,1.0,,,,,,
1298,04250302905001,5.0,,,,,,,,,1.0,2.0,1.0,,,,,,
1299,04250302905002,5.0,,,,,,,,,1.0,2.0,1.0,,,,,,
1300,04250302905003,5.0,,,,,,,,,1.0,1.0,1.0,,,,,,
1301,04250302905004,5.0,,,,,,,,,1.0,2.0,1.0,,,,,,
1302,04250302905005,5.0,,,,,,,,,1.0,2.0,1.0,,,,,,
1303,04250302905006,5.0,,,,,,,,,1.0,2.0,1.0,,,,,,
1304,04250302905007,5.0,,,,,,,,,1.0,2.0,1.0,,,,,,
1305,04250302905008,5.0,,,,,,,,,1.0,2.0,1.0,,,,,,
1306,04250302905009,5.0,,,,,,,,,1.0,1.0,2.0,1.0,,,,,
1307,04250302905010,5.0,,,,,,,,,1.0,2.0,1.0,,,,,,
1308,04250302905011,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1309,04250302905012,5.0,,,,,,,,,1.0,2.0,1.0,,,,,,
1310,04250800404001,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1311,04250800404002,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1312,04250800404003,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1313,04250800404004,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1314,04250800404005,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1315,04250800404006,1.0,1.0,2.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,
1316,04250800404007,5.0,,,,,,,,,1.0,1.0,1.0,,,,,,
1317,04250800404008,5.0,,,,,,,,,1.0,1.0,1.0,,,,,,
1318,04250800404009,5.0,,,,,,,,,1.0,2.0,1.0,,,,,,
1319,04250800404010,5.0,,,,,,,,,1.0,1.0,1.0,,,,,,
1320,04250800404011,5.0,,,,,,,,,1.0,1.0,1.0,,,,,,
1321,04250800404012,1.0,2.0,1.0,,,,,,,2.0,,,,,,,,
1322,04251103105001,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1323,04251103105002,1.0,2.0,2.0,1.0,,,,,,1.0,2.0,1.0,,,,,,
1324,04251103105003,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1325,04251103105004,1.0,2.0,2.0,2.0,2.0,1.0,,,,1.0,2.0,1.0,,,,,,
1326,04251103105005,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1327,04251103105006,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1328,04251103105007,1.0,2.0,2.0,1.0,,,,,,1.0,2.0,1.0,,,,,,
1329,04251103105008,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1330,04251103105009,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1331,04251103105010,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1332,04251103105011,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1333,04251103105012,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1334,04251103502001,5.0,,,,,,,,,1.0,2.0,1.0,,,,,,
1335,04251103502002,5.0,,,,,,,,,1.0,2.0,1.0,,,,,,
1336,04251103502003,5.0,,,,,,,,,1.0,2.0,1.0,,,,,,
1337,04251103502004,5.0,,,,,,,,,1.0,2.0,1.0,,,,,,
1338,04251103502005,5.0,,,,,,,,,1.0,2.0,1.0,,,,,,
1339,04251103502006,5.0,,,,,,,,,1.0,2.0,1.0,,,,,,
1340,04251103502007,5.0,,,,,,,,,1.0,2.0,1.0,,,,,,
1341,04251103502008,5.0,,,,,,,,,1.0,1.0,1.0,,,,,,
1342,04251103502009,5.0,,,,,,,,,1.0,2.0,1.0,,,,,,
1343,04251103502010,5.0,,,,,,,,,1.0,2.0,1.0,,,,,,
1344,04251103502011,5.0,,,,,,,,,1.0,2.0,1.0,,,,,,
1345,04251103502012,5.0,,,,,,,,,1.0,2.0,1.0,,,,,,
1346,04260500101001,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1347,04260500101002,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1348,04260500101003,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1349,04260500101004,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1350,04260500101005,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1351,04260500101006,2.0,2.0,1.0,,,,,,,2.0,,,,,,,,
1352,04260500101007,4.0,,,,,,,,,4.0,,,,,,,,
1353,04260500101008,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1354,04260500101009,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1355,04260500101010,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1356,04260500101011,2.0,1.0,1.0,,,,,,,1.0,1.0,2.0,1.0,,,,,
1357,04260500101012,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1358,04260801102001,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1359,04260801102002,1.0,2.0,1.0,,,,,,,2.0,,,,,,,,
1360,04260801102003,1.0,1.0,1.0,,,,,,,1.0,1.0,2.0,2.0,3.0,2.0,555.0,2.0,3.0
1361,04260801102004,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1362,04260801102005,1.0,2.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1363,04260801102006,1.0,,,,,,,,,1.0,2.0,1.0,,,,,,
1364,04260801102007,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1365,04260801102008,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0
1366,04260801102009,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1367,04260801102010,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1368,04260801102011,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1369,04260801102012,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1370,04260803103001,1.0,1.0,1.0,,,,,,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,
1371,04260803103002,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,,1.0,1.0,2.0,2.0,2.0,1.0,,,
1372,04260803103003,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1373,04260803103004,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1374,04260803103005,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,2.0,,,,,,,,
1375,04260803103006,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1376,04260803103007,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1377,04260803103008,2.0,2.0,2.0,1.0,,,,,,2.0,,,,,,,,
1378,04260803103009,1.0,1.0,1.0,,,,,,,2.0,,,,,,,,
1379,04260803103010,2.0,2.0,1.0,,,,,,,2.0,,,,,,,,
1380,04260803103011,2.0,1.0,1.0,,,,,,,4.0,,,,,,,,
1381,04260803103012,1.0,2.0,1.0,,,,,,,2.0,,,,,,,,
1382,04261400105001,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1383,04261400105002,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1384,04261400105003,2.0,1.0,1.0,,,,,,,4.0,,,,,,,,
1385,04261400105004,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1386,04261400105005,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1387,04261400105006,2.0,2.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1388,04261400105007,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1389,04261400105008,4.0,,,,,,,,,1.0,2.0,1.0,,,,,,
1390,04261400105009,2.0,1.0,1.0,,,,,,,4.0,,,,,,,,
1391,04261400105010,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1392,04261400105011,1.0,1.0,2.0,1.0,,,,,,1.0,1.0,2.0,1.0,,,,,
1393,04261400105012,2.0,2.0,1.0,,,,,,,1.0,2.0,2.0,888.0,12.0,2.0,12.0,2.0,555.0
1394,04261500308001,2.0,1.0,1.0,,,,,,,2.0,,,,,,,,
1395,04261500308002,5.0,,,,,,,,,2.0,,,,,,,,
1396,04261500308003,5.0,,,,,,,,,2.0,,,,,,,,
1397,04261500308004,2.0,1.0,1.0,,,,,,,2.0,,,,,,,,
1398,04261500308005,2.0,2.0,1.0,,,,,,,2.0,,,,,,,,
1399,04261500308006,2.0,2.0,1.0,,,,,,,2.0,,,,,,,,
1400,04261500308007,2.0,1.0,1.0,,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1401,04261500308008,2.0,2.0,1.0,,,,,,,2.0,,,,,,,,
1402,04261500308009,2.0,3.0,1.0,,,,,,,1.0,3.0,1.0,,,,,,
1403,04261500308010,2.0,1.0,2.0,1.0,,,,,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,
1404,04261500308011,4.0,,,,,,,,,3.0,,,,,,,,
1405,04261500308012,2.0,2.0,1.0,,,,,,,2.0,,,,,,,,
1406,04261701902001,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1407,04261701902002,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
1408,04261701902003,2.0,2.0,1.0,,,,,,,2.0,,,,,,,,
1409,04261701902004,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1410,04261701902005,2.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
1411,04261701902006,2.0,2.0,1.0,,,,,,,2.0,,,,,,,,
1412,04261701902007,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1413,04261701902008,2.0,2.0,1.0,,,,,,,2.0,,,,,,,,
1414,04261701902009,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1415,04261701902010,1.0,2.0,1.0,,,,,,,2.0,,,,,,,,
1416,04261701902011,1.0,2.0,1.0,,,,,,,2.0,,,,,,,,
1417,04261701902012,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1418,04270101002001,1.0,2.0,1.0,,,,,,,2.0,,,,,,,,
1419,04270101002002,1.0,2.0,1.0,,,,,,,2.0,,,,,,,,
1420,04270101002003,1.0,2.0,1.0,,,,,,,2.0,,,,,,,,
1421,04270101002004,1.0,2.0,1.0,,,,,,,2.0,,,,,,,,
1422,04270101002005,1.0,2.0,2.0,1.0,,,,,,2.0,,,,,,,,
1423,04270101002006,1.0,1.0,2.0,1.0,,,,,,2.0,,,,,,,,
1424,04270101002007,1.0,2.0,1.0,,,,,,,2.0,,,,,,,,
1425,04270101002008,1.0,2.0,1.0,,,,,,,2.0,,,,,,,,
1426,04270101002009,1.0,2.0,1.0,,,,,,,2.0,,,,,,,,
1427,04270101002010,1.0,2.0,1.0,,,,,,,2.0,,,,,,,,
1428,04270101002011,1.0,2.0,1.0,,,,,,,2.0,,,,,,,,
1429,04270101002012,1.0,2.0,1.0,,,,,,,2.0,,,,,,,,
1430,04271202206001,4.0,,,,,,,,,3.0,,,,,,,,
1431,04271202206002,1.0,2.0,1.0,,,,,,,3.0,,,,,,,,
1432,04271202206003,2.0,2.0,1.0,,,,,,,3.0,,,,,,,,
1433,04271202206004,2.0,2.0,1.0,,,,,,,3.0,,,,,,,,
1434,04271202206005,2.0,2.0,1.0,,,,,,,3.0,,,,,,,,
1435,04271202206006,2.0,2.0,1.0,,,,,,,3.0,,,,,,,,
1436,04271202206007,2.0,2.0,1.0,,,,,,,3.0,,,,,,,,
1437,04271202206008,1.0,2.0,1.0,,,,,,,3.0,,,,,,,,
1438,04271202206009,4.0,,,,,,,,,3.0,,,,,,,,
1439,04271202206010,4.0,,,,,,,,,3.0,,,,,,,,
1440,04271202206011,1.0,2.0,1.0,,,,,,,3.0,,,,,,,,
1441,04271202206012,4.0,,,,,,,,,3.0,,,,,,,,
1442,04271800107001,2.0,,,,,,,,,1.0,2.0,2.0,1.0,,,,,
1443,04271800107003,2.0,,,,,,,,,1.0,1.0,1.0,,,,,,
1444,04271800107004,4.0,,,,,,,,,3.0,,,,,,,,
1445,04271800107005,2.0,,,,,,,,,1.0,1.0,1.0,,,,,,
1446,04271800107024,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1447,04271800107044,2.0,1.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1448,04271800107064,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1449,04271800107084,4.0,,,,,,,,,3.0,,,,,,,,
1450,04271800107104,5.0,,,,,,,,,4.0,,,,,,,,
1451,04271800107124,4.0,,,,,,,,,3.0,,,,,,,,
1452,04271800107144,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
1453,04271800107164,4.0,,,,,,,,,3.0,,,,,,,,
1454,04280201505001,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
1455,04280201505002,1.0,1.0,2.0,1.0,,,,,,1.0,1.0,1.0,,,,,,
