,HHID,C144,C146_wm,C146_tm,C147_wm,C147_tm,C148_wm,C148_tm,C149,C150,C152,C153,C154,C155,C155_other,C156,C157,C157_other,C158,C159,C160,C161,C162,C163,C164,C165
3137,12670300101009,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,2.0,0.0,
3138,12670300101010,2.0,,,,,,,2.0,2.0,2.0,2008.0,1.0,8.0,,2.0,1.0,,5.0,2.0,,,,2.0,1.0,0.0
3139,12670300101011,2.0,4.0,4.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2008.0,1.0,8.0,,2.0,6.0,,5.0,2.0,,,,2.0,2.0,0.0
3140,12670300101012,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,2007.0,1.0,8.0,,2.0,6.0,,5.0,2.0,,,,2.0,1.0,0.0
3141,12670500701001,1.0,3.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,5.0,2007.0,1.0,8.0,,1.0,1.0,,5.0,111.0,,,,,,
3142,12670500701002,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
3143,12670500701003,1.0,3.0,5.0,3.0,4.0,3.0,5.0,2.0,1.0,5.0,2008.0,1.0,8.0,,1.0,1.0,,5.0,111.0,,,,,,
3144,12670500701004,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,5.0,2004.0,1.0,8.0,,1.0,6.0,,5.0,111.0,,,,,,
3145,12670500701005,1.0,2.0,5.0,2.0,4.0,1.0,5.0,2.0,1.0,2.0,2008.0,1.0,8.0,,1.0,1.0,,5.0,111.0,,,,,,
3146,12670500701006,1.0,4.0,6.0,3.0,4.0,3.0,6.0,2.0,1.0,4.0,2008.0,1.0,8.0,,2.0,6.0,,5.0,111.0,,,,,,
3147,12670500701007,1.0,3.0,5.0,2.0,4.0,3.0,5.0,2.0,1.0,4.0,2007.0,1.0,8.0,,2.0,6.0,,5.0,111.0,,,,,,
3148,12670500701008,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
3149,12670500701009,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,30.0
3150,12670500701010,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,40.0
3151,12670500701011,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
3152,12670500701012,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,30.0
3153,12670600303001,,,,,,,,,,,,,,,,,,9.0,,,,,,,
3154,12670600303002,,,,,,,,,,,,,,,,,,9.0,,,,,,,
3155,12670600303003,,,,,,,,,,,,,,,,,,9.0,,,,,,,
3156,12670600303004,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3157,12670600303005,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3158,12670600303006,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3159,12670600303007,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3160,12670600303008,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,2.0,,,2.0,6.0,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3161,12670600303009,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3162,12670600303010,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3163,12670600303011,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3164,12670600303012,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3165,12680100101001,,,,,,,,,,,,,,,,,,9.0,,,,,,,
3166,12680100101002,,,,,,,,,,,,,,,,,,9.0,,,,,,,
3167,12680100101003,,,,,,,,,,,,,,,,,,9.0,,,,,,,
3168,12680100101004,,,,,,,,,,,,,,,,,,9.0,,,,,,,
3169,12680100101005,,,,,,,,,,,,,,,,,,9.0,,,,,,,
3170,12680100101006,,,,,,,,,,,,,,,,,,9.0,,,,,,,
3171,12680100101007,,,,,,,,,,,,,,,,,,9.0,,,,,,,
3172,12680100101008,,,,,,,,,,,,,,,,,,9.0,,,,,,,
3173,12680100101009,,,,,,,,,,,,,,,,,,9.0,,,,,,,
3174,12680100101010,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3175,12680100101011,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3176,12680100101012,2.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,2009.0,2.0,,,2.0,555.0,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3177,12690101901001,,,,,,,,,,,,,,,,,,1.0,111.0,,,,,,
3178,12690101901002,,,,,,,,,,,,,,,,,,1.0,111.0,,,,,,
3179,12690101901003,,,,,,,,,,,,,,,,,,1.0,111.0,,,,,,
3180,12690101901004,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3181,12690101901005,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,20.0
3182,12690101901006,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0
3183,12690101901007,1.0,2.0,6.0,1.0,4.0,2.0,6.0,2.0,1.0,4.0,2007.0,2.0,,,2.0,6.0,,1.0,2.0,,,,1.0,1.0,20.0
3184,12690101901008,1.0,3.0,6.0,2.0,4.0,3.0,6.0,2.0,1.0,4.0,2007.0,2.0,,,1.0,6.0,,1.0,2.0,,,,1.0,2.0,20.0
3185,12690101901009,1.0,4.0,8.0,2.0,4.0,4.0,8.0,2.0,1.0,4.0,2007.0,2.0,,,2.0,6.0,,1.0,2.0,,,,1.0,2.0,35.0
3186,12690101901010,1.0,4.0,5.0,3.0,4.0,3.0,4.0,2.0,1.0,4.0,2007.0,1.0,8.0,,1.0,6.0,,5.0,111.0,,,,,,
3187,12690101901011,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
3188,12690101901012,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,2.0,30.0
3189,13700100405001,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3190,13700100405002,1.0,,,,,,,2.0,1.0,1.0,,2.0,,,2.0,6.0,,1.0,1.0,2.0,2.0,1.0,2.0,0.0,
3191,13700100405003,2.0,4.0,4.0,0.0,4.0,4.0,4.0,2.0,2.0,1.0,,2.0,,,1.0,555.0,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3192,13700100405004,1.0,,,,,,,2.0,1.0,2.0,2007.0,2.0,,,2.0,2.0,,1.0,1.0,2.0,2.0,2.0,2.0,0.0,
3193,13700100405005,2.0,5.0,5.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0,2005.0,2.0,,,2.0,3.0,,1.0,1.0,2.0,2.0,1.0,2.0,0.0,
3194,13700100405006,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3195,13700100405007,2.0,2.0,10.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,2.0,,,3.0,555.0,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3196,13700100405008,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,1.0,2.0,0.0,
3197,13700100405009,2.0,,,,,,,2.0,2.0,2.0,,2.0,,,2.0,3.0,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3198,13700100405010,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,1.0,2.0,0.0,
3199,13700100405011,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,2.0,0.0,
3200,13700100405012,2.0,,,,,,,2.0,1.0,5.0,,2.0,,,1.0,555.0,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3201,13700100901001,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3202,13700100901002,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3203,13700100901003,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3204,13700100901004,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3205,13700100901005,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3206,13700100901006,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3207,13700100901007,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3208,13700100901008,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3209,13700100901009,1.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2005.0,2.0,,,3.0,6.0,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3210,13700100901010,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3211,13700100901011,2.0,0.0,4.0,0.0,4.0,0.0,4.0,2.0,2.0,2.0,2008.0,1.0,1.0,,1.0,1.0,,5.0,1.0,1.0,1.0,1.0,2.0,0.0,
3212,13700100901012,,,,,,,,,,,,,,,,,,9.0,,,,,,,
3213,13700101407001,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3214,13700101407002,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3215,13700101407003,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3216,13700101407004,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3217,13700101407005,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3218,13700101407006,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3219,13700101407007,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3220,13700101407008,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3221,13700101407009,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3222,13700101407010,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3223,13700101407011,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3224,13700101407012,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3225,13700101901001,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3226,13700101901002,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3227,13700101901003,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3228,13700101901004,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3229,13700101901005,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3230,13700101901006,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3231,13700101901007,,,,,,,,,,,,,,,,,,1.0,2.0,,,,1.0,2.0,0.0
3232,13700101901008,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3233,13700101901009,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3234,13700101901010,,,,,,,,,,,,,,,,,,9.0,,,,,,,
3235,13700101901011,,,,,,,,,,,,,,,,,,,,,,,,,
3236,13700101901012,,,,,,,,,,,,,,,,,,9.0,,,,,,,
3237,14720100113001,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3238,14720100113002,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3239,14720100113003,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0
3240,14720100113004,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3241,14720100113006,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3242,14720100113007,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3243,14720100113008,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3244,14720100113009,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3245,14720100113010,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3246,14720100113011,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3247,14720100113012,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3248,14720100113013,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3249,14720100113014,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0
3250,14720100113015,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,0.0,
3251,14720100113016,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3252,14720100113017,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3253,14720100113018,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3254,14720100113019,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3255,14720100113020,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
3256,14720100211001,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3257,14720100211002,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3258,14720100211003,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3259,14720100211004,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3260,14720100211005,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3261,14720100211006,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3262,14720100211007,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3263,14720100211008,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3264,14720100211009,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3265,14720100211010,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3266,14720100211011,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3267,14720100211012,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3268,14720100211013,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3269,14720100211014,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3270,14720100211015,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3271,14720100211016,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3272,14720100211017,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3273,14720100211018,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3274,14720100211019,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3275,14720100211020,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3276,14720100222001,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0
3277,14720100222002,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3278,14720100222003,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3279,14720100222004,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3280,14720100222005,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,4.0,0.0
3281,14720100222006,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3282,14720100222007,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3283,14720100222008,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3284,14720100222009,2.0,4.0,5.0,4.0,4.0,4.0,5.0,2.0,1.0,2.0,2009.0,2.0,,,2.0,6.0,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3285,14720100222010,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3286,14720100222011,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3287,14720100222012,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3288,14720100222013,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3289,14720100222014,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3290,14720100222015,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3291,14720100222016,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3292,14720100222017,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3293,14720100222018,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3294,14720100222019,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3295,14720100222020,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3296,14720100315001,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0
3297,14720100315003,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,4.0,0.0
3298,14720100315004,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,10.0,0.0
3299,14720100315005,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3300,14720100315006,,,,,,,,,,,,,1.0,,3.0,6.0,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3301,14720100315012,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0
3302,14720100315047,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0
3303,14720100315054,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0
3304,14720100315061,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3305,14720100315068,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3306,14720100315075,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
3307,14720100315082,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
3308,14720100315089,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3309,14720100315096,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0
3310,14720100315103,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0
3311,14720100315110,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3312,14720100315117,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0
3313,14720100315124,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0
3314,14720100315131,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0
3315,14720100315138,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
3316,14720100326001,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3317,14720100326002,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3318,14720100326003,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3319,14720100326004,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3320,14720100326005,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
3321,14720100326006,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3322,14720100326007,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3323,14720100326008,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3324,14720100326009,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0
3325,14720100326010,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3326,14720100326011,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3327,14720100326012,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3328,14720100326013,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3329,14720100326014,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0
3330,14720100326015,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
3331,14720100326016,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,6.0,12.0
3332,14720100326017,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3333,14720100326018,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
3334,14720100326019,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3335,14720100326020,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
3336,14720100406001,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3337,14720100406002,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3338,14720100406003,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3339,14720100406004,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3340,14720100406005,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3341,14720100406006,,,,,,,,,,,,,,,,,,1.0,111.0,,,,,,
3342,14720100406007,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3343,14720100406008,2.0,,,,,,,2.0,2.0,1.0,2008.0,2.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3344,14720100406009,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3345,14720100406010,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3346,14720100406011,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3347,14720100406012,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3348,14720100512001,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3349,14720100512002,,,,,,,,,,,,,1.0,,3.0,6.0,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3350,14720100512003,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3351,14720100512004,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3352,14720100512006,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3353,14720100512007,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3354,14720100512008,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3355,14720100512009,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3356,14720100512010,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3357,14720100512011,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3358,14720100512012,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3359,14720100512013,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3360,14720100512014,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3361,14720100512015,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3362,14720100512016,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3363,14720100512017,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3364,14720100512018,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3365,14720100512019,,,,,,,,,,,,,1.0,,2.0,6.0,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3366,14720100512020,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3367,14720100549006,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3368,14720100549012,,,,,,,,,,,,,,,,,,1.0,111.0,,,,,,
3369,14720100549018,,,,,,,,,,,,,,,,,,1.0,2.0,,,,2.0,1.0,15.0
3370,14720100549024,,,,,,,,,,,,,,,,,,1.0,111.0,,,,,,
3371,14720100549030,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3372,14720100549036,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3373,14720100549042,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0
3374,14720100549048,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3375,14720100549054,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3376,14720100549060,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3377,14720100549066,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3378,14720100549072,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
3379,14720100549078,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
