,HHID,C144,C146_wm,C146_tm,C147_wm,C147_tm,C148_wm,C148_tm,C149,C150,C152,C153,C154,C155,C155_other,C156,C157,C157_other,C158,C159,C160,C161,C162,C163,C164,C165
1101,03210300832443,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1102,03210300832490,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1103,03210300832537,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1104,04220201601001,2.0,5.0,5.0,2.0,4.0,2.0,5.0,2.0,2.0,2.0,2009.0,1.0,555.0,solar,1.0,2.0,,5.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0
1105,04220201601002,1.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,1.0,4.0,2008.0,1.0,8.0,,1.0,2.0,,4.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0
1106,04220201601003,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1107,04220201601004,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1108,04220201601005,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,27.0
1109,04220201601006,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,0.0,
1110,04220201601007,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1111,04220201601008,2.0,1.0,4.0,0.0,4.0,1.0,4.0,2.0,2.0,2.0,2005.0,1.0,8.0,,1.0,3.0,,5.0,1.0,1.0,2.0,1.0,2.0,0.0,
1112,04220201601009,,,,,,,,,,,,,,,,,,8.0,1.0,2.0,2.0,2.0,1.0,1.0,12.0
1113,04220201601010,,,,,,,,,,,,,,,,,,8.0,1.0,2.0,2.0,2.0,1.0,3.0,27.0
1114,04220201601011,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1115,04220201601012,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1116,04220202602001,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1117,04220202602002,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,36.0
1118,04220202602003,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1119,04220202602004,,,,,,,,,,,,,,,,,,8.0,2.0,,,,2.0,0.0,
1120,04220202602005,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,8.0
1121,04220202602006,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,4.0,2008.0,1.0,8.0,,1.0,1.0,,5.0,111.0,,,,,,
1122,04220202602007,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,2.0,16.0
1123,04220202602008,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,8.0
1124,04220202602009,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1125,04220202602010,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1126,04220202602011,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1127,04220202602012,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1128,04220800303001,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1129,04220800303002,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1130,04220800303003,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1131,04220800303004,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1132,04220800303005,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1133,04220800303006,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,6.0,18.0
1134,04220800303007,1.0,5.0,6.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,2016.0,1.0,8.0,,1.0,6.0,,4.0,2.0,,,,1.0,1.0,30.0
1135,04220800303008,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1136,04220800303009,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1137,04220800303010,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1138,04220800303011,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,20.0
1139,04220800303012,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,30.0
1140,04221700103001,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1141,04221700103002,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1142,04221700103003,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1143,04221700103004,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1144,04221700103005,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1145,04221700103006,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1146,04221700103007,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1147,04221700103008,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1148,04221700103009,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1149,04221700103010,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1150,04221700103011,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1151,04221700103012,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1152,04230200302001,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1153,04230200302002,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,30.0
1154,04230200302003,1.0,2.0,4.0,1.0,4.0,2.0,4.0,2.0,1.0,2.0,2008.0,1.0,6.0,,2.0,1.0,,5.0,1.0,1.0,1.0,1.0,2.0,0.0,
1155,04230200302004,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,30.0
1156,04230200302005,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1157,04230200302006,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1158,04230200302007,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1159,04230200302008,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1160,04230200302009,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,20.0
1161,04230200302010,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1162,04230200302011,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1163,04230200302012,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1164,04231300304001,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1165,04231300304002,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1166,04231300304003,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,3.0,50.0
1167,04231300304004,1.0,2.0,5.0,2.0,3.0,2.0,5.0,2.0,1.0,2.0,2007.0,1.0,555.0,kuraz,1.0,2.0,,5.0,2.0,,,,1.0,1.0,60.0
1168,04231300304005,,,,,,,,,,,,,,,,,,8.0,2.0,,,,2.0,1.0,32.0
1169,04231300304006,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,4.0,64.0
1170,04231300304007,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,16.0
1171,04231300304008,1.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,1.0,5.0,2009.0,1.0,6.0,,1.0,6.0,,5.0,2.0,,,,1.0,1.0,16.0
1172,04231300304009,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1173,04231300304010,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1174,04231300304011,1.0,2.0,6.0,2.0,4.0,1.0,4.0,2.0,1.0,2.0,2006.0,1.0,6.0,,1.0,1.0,,5.0,1.0,1.0,1.0,1.0,2.0,0.0,
1175,04231300304012,1.0,2.0,4.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,2007.0,1.0,8.0,,2.0,3.0,,5.0,2.0,,,,1.0,1.0,16.0
1176,04231301905001,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1177,04231301905002,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1178,04231301905003,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1179,04231301905004,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1180,04231301905005,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1181,04231301905006,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1182,04231301905007,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1183,04231301905008,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1184,04231301905009,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1185,04231301905010,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1186,04231301905011,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1187,04231301905012,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1188,04231700111001,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1189,04231700111002,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1190,04231700111003,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1191,04231700111004,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1192,04231700111005,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1193,04231700111006,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1194,04231700111007,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1195,04231700111008,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1196,04231700111009,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1197,04231700111010,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1198,04231700111011,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1199,04231700111012,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1200,04231700304001,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1201,04231700304002,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1202,04231700304003,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1203,04231700304004,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1204,04231700304005,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1205,04231700304006,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1206,04231700304007,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1207,04231700304008,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1208,04231700304009,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1209,04231700304010,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1210,04231700304011,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1211,04231700304012,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1212,04231700417001,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1213,04231700417002,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1214,04231700417003,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1215,04231700417004,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1216,04231700417005,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1217,04231700417006,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1218,04231700417007,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1219,04231700417008,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1220,04231700417009,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1221,04231700417010,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1222,04231700417011,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1223,04231700417012,,,,,,,,,,,,,,,,,,1.0,111.0,,,,,,
1224,04231700602001,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1225,04231700602002,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1226,04231700602004,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1227,04231700602005,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1228,04231700602006,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1229,04231700602007,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1230,04231700602008,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,2.0,60.0
1231,04231700602009,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1232,04231700602010,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1233,04231700602014,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1234,04231700602015,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1235,04231700602016,,,,,,,,,,,,,,,,,,1.0,111.0,,,,,,
1236,04231700602017,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1237,04231700602018,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1238,04240101704001,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1239,04240101704002,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0
1240,04240101704003,1.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,1.0,4.0,2007.0,2.0,,,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1241,04240101704004,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0
1242,04240101704005,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,50.0
1243,04240101704006,,,,,,,,,,,,,,,,,,1.0,111.0,,,,,,
1244,04240101704007,,,,,,,,,,,,,,,,,,1.0,111.0,,,,,,
1245,04240101704008,,,,,,,,,,,,,,,,,,1.0,111.0,,,,,,
1246,04240101704009,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,15.0
1247,04240101704010,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,2.0,30.0
1248,04240101704011,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,2.0,25.0
1249,04240101704012,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,2.0,30.0
1250,04240602203001,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1251,04240602203002,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1252,04240602203003,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1253,04240602203004,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1254,04240602203005,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1255,04240602203006,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1256,04240602203007,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1257,04240602203008,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,8.0
1258,04240602203009,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1259,04240602203010,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1260,04240602203011,1.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,1.0,4.0,2009.0,1.0,8.0,,2.0,6.0,,5.0,111.0,,,,,,
1261,04240602203012,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1262,04241600101001,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1263,04241600101002,,,,,,,,,,,,,,,,,,1.0,111.0,,,,,,
1264,04241600101003,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1265,04241600101004,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1266,04241600101005,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1267,04241600101006,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1268,04241600101007,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1269,04241600101008,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1270,04241600101009,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1271,04241600101010,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1272,04241600101011,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1273,04241600101012,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1274,04242000217001,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1275,04242000217002,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1276,04242000217003,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1277,04242000217004,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1278,04242000217005,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1279,04242000217006,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1280,04242000217007,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1281,04242000217008,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1282,04242000217009,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1283,04242000217010,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1284,04242000217011,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1285,04242000217012,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1286,04242204001001,1.0,2.0,6.0,1.0,4.0,2.0,6.0,2.0,1.0,2.0,2008.0,1.0,8.0,,1.0,1.0,,5.0,1.0,1.0,1.0,1.0,2.0,0.0,
1287,04242204001002,1.0,2.0,4.0,1.0,4.0,2.0,4.0,2.0,1.0,4.0,2008.0,1.0,8.0,,2.0,6.0,,5.0,2.0,,,,1.0,1.0,20.0
1288,04242204001003,1.0,3.0,6.0,1.0,4.0,3.0,6.0,2.0,1.0,4.0,2008.0,1.0,8.0,,2.0,6.0,,5.0,111.0,,,,,,
1289,04242204001004,1.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,1.0,2.0,2007.0,1.0,6.0,,1.0,1.0,,5.0,1.0,1.0,1.0,1.0,2.0,0.0,
1290,04242204001005,1.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,1.0,4.0,2008.0,1.0,8.0,,1.0,6.0,,4.0,2.0,,,,1.0,1.0,35.0
1291,04242204001006,1.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,1.0,2.0,2014.0,1.0,8.0,,1.0,1.0,,4.0,1.0,2.0,2.0,1.0,1.0,1.0,30.0
1292,04242204001007,1.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,1.0,4.0,2008.0,2.0,,,3.0,6.0,,5.0,2.0,,,,1.0,1.0,30.0
1293,04242204001008,1.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,1.0,2.0,2005.0,1.0,8.0,,1.0,1.0,,4.0,2.0,,,,1.0,1.0,30.0
1294,04242204001009,1.0,4.0,5.0,3.0,4.0,4.0,5.0,2.0,1.0,5.0,2008.0,1.0,8.0,,1.0,6.0,,5.0,111.0,,,,,,
1295,04242204001010,1.0,4.0,5.0,3.0,4.0,3.0,4.0,2.0,1.0,4.0,2006.0,1.0,8.0,,1.0,1.0,,5.0,111.0,,,,,,
1296,04242204001011,1.0,5.0,6.0,3.0,4.0,5.0,6.0,2.0,1.0,5.0,2009.0,1.0,8.0,,1.0,6.0,,5.0,2.0,,,,1.0,1.0,8.0
1297,04242204001012,1.0,4.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,5.0,2007.0,1.0,8.0,,1.0,1.0,,5.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0
1298,04250302905001,,,,,,,,,,,,,,,,,,8.0,2.0,,,,2.0,0.0,
1299,04250302905002,1.0,7.0,8.0,4.0,4.0,7.0,8.0,2.0,2.0,2.0,2007.0,1.0,8.0,,1.0,1.0,,5.0,1.0,1.0,1.0,1.0,2.0,0.0,
1300,04250302905003,1.0,5.0,7.0,1.0,4.0,4.0,7.0,2.0,2.0,2.0,2007.0,1.0,8.0,,1.0,1.0,,4.0,1.0,1.0,1.0,1.0,2.0,0.0,
1301,04250302905004,1.0,3.0,5.0,3.0,4.0,3.0,5.0,2.0,2.0,2.0,,1.0,8.0,,1.0,6.0,,5.0,111.0,,,,,,
1302,04250302905005,1.0,3.0,7.0,3.0,4.0,3.0,6.0,2.0,2.0,2.0,,1.0,8.0,,1.0,1.0,,5.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0
1303,04250302905006,1.0,4.0,7.0,4.0,4.0,4.0,7.0,2.0,2.0,2.0,,1.0,8.0,,1.0,6.0,,5.0,111.0,,,,,,
1304,04250302905007,1.0,4.0,7.0,4.0,4.0,4.0,7.0,2.0,2.0,2.0,,1.0,8.0,,1.0,6.0,,4.0,111.0,,,,,,
1305,04250302905008,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,4.0
1306,04250302905009,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1307,04250302905010,1.0,4.0,7.0,3.0,4.0,4.0,6.0,2.0,2.0,2.0,2006.0,1.0,8.0,,1.0,1.0,,5.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0
1308,04250302905011,1.0,5.0,7.0,4.0,4.0,5.0,7.0,2.0,2.0,2.0,2007.0,1.0,8.0,,1.0,1.0,,5.0,1.0,1.0,1.0,1.0,2.0,0.0,
1309,04250302905012,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1310,04250800404001,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,2006.0,1.0,7.0,,1.0,6.0,,4.0,2.0,,,,1.0,1.0,30.0
1311,04250800404002,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1312,04250800404003,1.0,4.0,7.0,2.0,3.0,4.0,7.0,2.0,1.0,4.0,2006.0,1.0,10.0,,1.0,6.0,,4.0,2.0,,,,1.0,1.0,30.0
1313,04250800404004,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1314,04250800404005,1.0,2.0,4.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,2009.0,1.0,7.0,,1.0,6.0,,4.0,111.0,,,,,,
1315,04250800404006,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1316,04250800404007,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,,1.0,6.0,,1.0,6.0,,5.0,2.0,,,,1.0,1.0,10.0
1317,04250800404008,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,5.0
1318,04250800404009,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1319,04250800404010,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1320,04250800404011,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1321,04250800404012,1.0,3.0,5.0,3.0,4.0,3.0,5.0,2.0,2.0,4.0,,1.0,8.0,,1.0,6.0,,5.0,2.0,,,,1.0,1.0,0.0
1322,04251103105001,1.0,5.0,7.0,2.0,3.0,5.0,7.0,2.0,1.0,2.0,2008.0,1.0,7.0,,1.0,1.0,,4.0,111.0,,,,,,
1323,04251103105002,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1324,04251103105003,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1325,04251103105004,1.0,4.0,7.0,2.0,3.0,4.0,7.0,2.0,1.0,2.0,2009.0,1.0,7.0,,1.0,1.0,,4.0,2.0,,,,2.0,0.0,
1326,04251103105005,1.0,4.0,8.0,2.0,3.0,4.0,8.0,2.0,1.0,2.0,2009.0,1.0,7.0,,1.0,1.0,,4.0,2.0,,,,2.0,0.0,
1327,04251103105006,1.0,2.0,8.0,1.0,3.0,2.0,8.0,2.0,1.0,2.0,,1.0,7.0,,1.0,1.0,,4.0,2.0,,,,2.0,0.0,
1328,04251103105007,1.0,3.0,7.0,2.0,3.0,3.0,7.0,2.0,2.0,2.0,2008.0,2.0,,,1.0,6.0,,4.0,111.0,,,,,,
1329,04251103105008,1.0,2.0,5.0,1.0,2.0,2.0,5.0,2.0,1.0,4.0,2007.0,1.0,7.0,,1.0,1.0,,4.0,2.0,,,,2.0,0.0,
1330,04251103105009,1.0,3.0,5.0,2.0,3.0,3.0,5.0,2.0,1.0,2.0,2008.0,1.0,8.0,,1.0,1.0,,4.0,1.0,1.0,1.0,1.0,2.0,0.0,
1331,04251103105010,1.0,3.0,5.0,1.0,2.0,2.0,5.0,2.0,1.0,4.0,2009.0,1.0,8.0,,1.0,6.0,,4.0,111.0,,,,,,
1332,04251103105011,1.0,3.0,7.0,2.0,3.0,3.0,7.0,2.0,1.0,2.0,2007.0,1.0,7.0,,1.0,6.0,,5.0,111.0,,,,,,
1333,04251103105012,1.0,2.0,5.0,1.0,2.0,2.0,5.0,2.0,1.0,4.0,2008.0,1.0,7.0,,1.0,6.0,,5.0,111.0,,,,,,
1334,04251103502001,,,,,,,,,,,,,,,,,,8.0,2.0,,,,2.0,0.0,
1335,04251103502002,1.0,3.0,5.0,3.0,4.0,3.0,5.0,2.0,2.0,2.0,,1.0,6.0,,1.0,6.0,,5.0,111.0,,,,,,
1336,04251103502003,1.0,4.0,6.0,3.0,4.0,3.0,6.0,2.0,2.0,2.0,,1.0,6.0,,1.0,6.0,,4.0,111.0,,,,,,
1337,04251103502004,1.0,3.0,5.0,2.0,4.0,3.0,5.0,2.0,2.0,2.0,,1.0,6.0,,1.0,6.0,,5.0,1.0,2.0,2.0,2.0,1.0,1.0,6.0
1338,04251103502005,1.0,4.0,5.0,3.0,4.0,4.0,5.0,2.0,2.0,2.0,,1.0,6.0,,1.0,6.0,,5.0,111.0,,,,,,
1339,04251103502006,,,,,,,,,,,,,,,,,,9.0,,,,,,,
