,CommunityID,HI_1,HI_2,HI_3,HI_4,HI_5,HI_6,H13,a8
121,03141000205,3,14,10,2,5,2,9,18
122,03141000205,3,14,10,2,5,2,10,18
123,03141000205,3,14,10,2,5,2,11,18
124,03141202605,3,14,12,26,5,2,7,2
125,03141202605,3,14,12,26,5,2,8,2
126,03141700416,3,14,17,4,16,1,2,3
127,03141700416,3,14,17,4,16,1,3,3
128,03141700416,3,14,17,4,16,1,6,3
129,03141700416,3,14,17,4,16,1,7,3
130,03141700416,3,14,17,4,16,1,8,3
131,03150800103,3,15,8,1,3,1,6,1
132,03150800103,3,15,8,1,3,1,7,1
133,03150800103,3,15,8,1,3,1,8,1
134,03152000705,3,15,20,7,5,1,6,1
135,03152000705,3,15,20,7,5,1,7,1
136,03152000705,3,15,20,7,5,1,8,1
137,03160500103,3,16,5,1,3,1,6,1
138,03160500103,3,16,5,1,3,1,7,1
139,03161500214,3,16,15,2,14,1,6,1
140,03161500214,3,16,15,2,14,1,7,1
141,03161500214,3,16,15,2,14,1,8,1
142,03200100807,3,20,1,8,7,2,6,7
143,03200100807,3,20,1,8,7,2,7,7
144,03200100807,3,20,1,8,7,2,8,7
145,03200200209,3,20,2,2,9,1,4,4
146,03200200209,3,20,2,2,9,1,7,4
147,03200200209,3,20,2,2,9,1,8,4
148,03200200209,3,20,2,2,9,1,9,4
149,03210101214,3,21,1,12,14,1,4,1
150,03210101214,3,21,1,12,14,1,7,1
151,03210101214,3,21,1,12,14,1,8,1
152,04240101704,4,24,1,17,4,2,1,1
153,04240101704,4,24,1,17,4,2,2,1
154,04240101704,4,24,1,17,4,2,3,1
155,04240101704,4,24,1,17,4,2,4,1
156,04240101704,4,24,1,17,4,2,5,1
157,04240101704,4,24,1,17,4,2,6,1
158,04240101704,4,24,1,17,4,2,7,1
159,04240101704,4,24,1,17,4,2,8,1
160,04240101704,4,24,1,17,4,2,9,1
161,04240101704,4,24,1,17,4,2,10,1
162,04240101704,4,24,1,17,4,2,11,1
163,04240101704,4,24,1,17,4,2,12,1
164,04271800107,4,27,18,1,7,1,7,2
165,04271800107,4,27,18,1,7,1,8,2
166,04280900226,4,28,9,2,26,1,6,4
167,04280900226,4,28,9,2,26,1,7,4
168,04280900226,4,28,9,2,26,1,8,4
169,04290100110,4,29,1,1,10,1,3,1
170,04290100110,4,29,1,1,10,1,4,1
171,04290100110,4,29,1,1,10,1,5,1
172,04311200105,4,31,12,1,5,1,7,10
173,04311200105,4,31,12,1,5,1,8,10
174,04321200208,4,32,12,2,8,1,4,2
175,04321200208,4,32,12,2,8,1,5,2
176,04321200208,4,32,12,2,8,1,6,2
177,04321200208,4,32,12,2,8,1,7,2
178,04321200208,4,32,12,2,8,1,8,2
179,04330600803,4,33,6,8,3,2,4,6
180,04330600803,4,33,6,8,3,2,5,6
181,04330600803,4,33,6,8,3,2,6,6
182,04330600803,4,33,6,8,3,2,7,6
183,04330600803,4,33,6,8,3,2,8,6
184,04340900114,4,34,9,1,14,1,7,2
185,04340900114,4,34,9,1,14,1,8,2
186,04360100202,4,36,1,2,2,1,6,2
187,04360100202,4,36,1,2,2,1,7,2
188,04360100202,4,36,1,2,2,1,8,2
189,04360100513,4,36,1,5,13,1,7,5
190,04360100513,4,36,1,5,13,1,8,5
191,04360101005,4,36,1,10,5,1,6,5
192,04360101005,4,36,1,10,5,1,7,5
193,04360101005,4,36,1,10,5,1,8,5
194,04360101402,4,36,1,14,2,1,7,4
195,04360101402,4,36,1,14,2,1,8,4
196,04381000108,4,38,10,1,8,1,6,1
197,04381000108,4,38,10,1,8,1,7,1
198,04381000108,4,38,10,1,8,1,8,1
199,04381100101,4,38,11,1,1,1,6,1
200,04381100101,4,38,11,1,1,1,7,1
201,04381100101,4,38,11,1,1,1,8,1
202,04381100116,4,38,11,1,16,1,6,11
203,04381100116,4,38,11,1,16,1,7,11
204,04381100116,4,38,11,1,16,1,8,11
205,04390300601,4,39,3,6,1,2,5,1
206,04390300601,4,39,3,6,1,2,6,1
207,04390300601,4,39,3,6,1,2,7,1
208,04390300601,4,39,3,6,1,2,8,1
209,04390300601,4,39,3,6,1,2,9,1
210,04390300601,4,39,3,6,1,2,10,1
211,04390302201,4,39,3,22,1,2,1,1
212,04390302201,4,39,3,22,1,2,2,1
213,04390302201,4,39,3,22,1,2,3,1
214,04390302201,4,39,3,22,1,2,4,1
215,04390302201,4,39,3,22,1,2,5,1
216,04390302201,4,39,3,22,1,2,6,1
217,04390302201,4,39,3,22,1,2,7,1
218,04390302201,4,39,3,22,1,2,8,1
219,04390302201,4,39,3,22,1,2,9,1
220,04390302201,4,39,3,22,1,2,10,1
221,05400100401,5,40,1,4,1,2,4,6
222,05400100401,5,40,1,4,1,2,5,6
223,05400100401,5,40,1,4,1,2,6,6
224,05400100401,5,40,1,4,1,2,7,6
225,05400100401,5,40,1,4,1,2,10,6
226,05400101201,5,40,1,12,1,2,1,7
227,05400101201,5,40,1,12,1,2,2,7
228,05400101201,5,40,1,12,1,2,9,7
229,05400101201,5,40,1,12,1,2,10,7
230,05400101201,5,40,1,12,1,2,11,7
231,05400101201,5,40,1,12,1,2,12,7
232,05400300103,5,40,3,1,3,1,3,3
233,05400300103,5,40,3,1,3,1,5,3
234,05400300103,5,40,3,1,3,1,6,3
235,05400300103,5,40,3,1,3,1,7,3
236,05400300103,5,40,3,1,3,1,8,3
237,05400401501,5,40,4,15,1,2,5,2
238,05400401501,5,40,4,15,1,2,6,2
239,05400401501,5,40,4,15,1,2,7,2
240,05400401501,5,40,4,15,1,2,8,2
241,05410415801,5,41,4,158,1,2,3,1
242,05410415801,5,41,4,158,1,2,4,1
243,05410415801,5,41,4,158,1,2,5,1
244,05410415801,5,41,4,158,1,2,6,1
245,05410415801,5,41,4,158,1,2,7,1
246,05410415801,5,41,4,158,1,2,8,1
247,05410415801,5,41,4,158,1,2,9,1
248,05410415801,5,41,4,158,1,2,10,1
249,05410415801,5,41,4,158,1,2,11,1
250,05410415801,5,41,4,158,1,2,12,1
251,05420299912,5,42,2,999,12,1,6,5
252,05420299912,5,42,2,999,12,1,7,5
253,05420299912,5,42,2,999,12,1,8,5
254,05420299912,5,42,2,999,12,1,9,5
255,05420299912,5,42,2,999,12,1,10,5
256,05420299912,5,42,2,999,12,1,11,5
257,05420299912,5,42,2,999,12,1,12,5
258,06460500108,6,46,5,1,8,1,7,5
259,06460500108,6,46,5,1,8,1,8,5
260,06460701104,6,46,7,11,4,2,5,12
261,06460701104,6,46,7,11,4,2,10,12
262,06470300204,6,47,3,2,4,1,7,2
263,06470300204,6,47,3,2,4,1,8,2
264,06470300314,6,47,3,3,14,1,7,3
265,06470300314,6,47,3,3,14,1,8,3
266,06470300314,6,47,3,3,14,1,9,3
267,06480200101,6,48,2,1,1,1,7,1
268,06480200101,6,48,2,1,1,1,8,1
269,06490800103,6,49,8,1,3,1,7,4
270,06490800103,6,49,8,1,3,1,8,4
271,07500901704,7,50,9,17,4,2,6,3
272,07500901704,7,50,9,17,4,2,7,3
273,07500901704,7,50,9,17,4,2,8,3
274,07500901704,7,50,9,17,4,2,9,3
275,07500901704,7,50,9,17,4,2,10,3
276,07500901704,7,50,9,17,4,2,11,3
277,07511000702,7,51,10,7,2,2,1,4
278,07511000702,7,51,10,7,2,2,2,4
279,07511000702,7,51,10,7,2,2,3,4
280,07511000702,7,51,10,7,2,2,4,4
281,07511000702,7,51,10,7,2,2,5,4
282,07511000702,7,51,10,7,2,2,6,4
283,07511000702,7,51,10,7,2,2,7,4
284,07511000702,7,51,10,7,2,2,8,4
285,07511000702,7,51,10,7,2,2,9,4
286,07511000702,7,51,10,7,2,2,10,4
287,07511000702,7,51,10,7,2,2,11,4
288,07511000702,7,51,10,7,2,2,12,4
289,07511100128,7,51,11,1,28,1,5,1
290,07511100128,7,51,11,1,28,1,7,1
291,07511100128,7,51,11,1,28,1,8,1
292,07520100101,7,52,1,1,1,1,5,1
293,07520100101,7,52,1,1,1,1,7,1
294,07520100101,7,52,1,1,1,1,8,1
295,07530400605,7,53,4,6,5,1,6,1
296,07530400605,7,53,4,6,5,1,7,1
297,07530400605,7,53,4,6,5,1,8,1
298,07540700103,7,54,7,1,3,1,1,1
299,07540700103,7,54,7,1,3,1,4,1
300,07540700103,7,54,7,1,3,1,5,1
301,07540700103,7,54,7,1,3,1,6,1
302,07540700103,7,54,7,1,3,1,7,1
303,07540700103,7,54,7,1,3,1,8,1
304,07540700103,7,54,7,1,3,1,9,1
305,07540700202,7,54,7,2,2,1,4,1
306,07540700202,7,54,7,2,2,1,5,1
307,07540700202,7,54,7,2,2,1,10,1
308,07550200109,7,55,2,1,9,1,6,1
309,07550200109,7,55,2,1,9,1,7,1
310,07550200109,7,55,2,1,9,1,8,1
311,07550200109,7,55,2,1,9,1,9,1
312,07550200109,7,55,2,1,9,1,10,1
313,07550200109,7,55,2,1,9,1,11,1
314,07551300102,7,55,13,1,2,1,3,1
315,07551300102,7,55,13,1,2,1,4,1
316,07551300102,7,55,13,1,2,1,5,1
317,07551300102,7,55,13,1,2,1,8,1
318,07551300206,7,55,13,2,6,1,3,1
319,07551300206,7,55,13,2,6,1,4,1
320,07551300206,7,55,13,2,6,1,8,1
321,07551300206,7,55,13,2,6,1,11,1
322,07551300206,7,55,13,2,6,1,12,1
323,07551300314,7,55,13,3,14,1,6,1
324,07551300314,7,55,13,3,14,1,7,1
325,07551300314,7,55,13,3,14,1,8,1
326,07551300314,7,55,13,3,14,1,10,1
327,07551300314,7,55,13,3,14,1,11,1
328,07551300314,7,55,13,3,14,1,12,1
329,07560201903,7,56,2,19,3,2,6,9
330,07560201903,7,56,2,19,3,2,7,9
331,07560201903,7,56,2,19,3,2,8,9
332,07560201903,7,56,2,19,3,2,9,9
333,07560202402,7,56,2,24,2,2,6,8
334,07560202402,7,56,2,24,2,2,7,8
335,07560202402,7,56,2,24,2,2,8,8
336,07580601309,7,58,6,13,9,2,6,13
337,07580601309,7,58,6,13,9,2,7,13
338,07580601309,7,58,6,13,9,2,8,13
339,07610101505,7,61,1,15,5,2,6,11
340,07610101505,7,61,1,15,5,2,7,11
341,07610101505,7,61,1,15,5,2,8,11
342,07640101801,7,64,1,18,1,2,6,22
343,07640101801,7,64,1,18,1,2,7,22
344,07640101801,7,64,1,18,1,2,8,22
345,07640101801,7,64,1,18,1,2,9,22
346,07640101801,7,64,1,18,1,2,10,22
347,07640101801,7,64,1,18,1,2,11,22
348,07661900106,7,66,19,1,6,1,6,1
349,07661900106,7,66,19,1,6,1,7,1
350,07661900106,7,66,19,1,6,1,8,1
351,07661900421,7,66,19,4,21,1,6,1
352,07661900421,7,66,19,4,21,1,7,1
353,07661900421,7,66,19,4,21,1,8,1
354,12670500701,12,67,5,7,1,2,1,1
355,12670500701,12,67,5,7,1,2,2,1
356,12670500701,12,67,5,7,1,2,3,1
357,12670500701,12,67,5,7,1,2,4,1
358,12670500701,12,67,5,7,1,2,5,1
359,12670500701,12,67,5,7,1,2,6,1
360,12670500701,12,67,5,7,1,2,7,1
361,12670500701,12,67,5,7,1,2,8,1
362,12670500701,12,67,5,7,1,2,9,1
363,12670500701,12,67,5,7,1,2,10,1
364,12670500701,12,67,5,7,1,2,11,1
365,12670500701,12,67,5,7,1,2,12,1
366,12690101901,12,69,1,19,1,2,1,1
367,12690101901,12,69,1,19,1,2,2,1
368,12690101901,12,69,1,19,1,2,3,1
369,12690101901,12,69,1,19,1,2,4,1
370,12690101901,12,69,1,19,1,2,5,1
371,12690101901,12,69,1,19,1,2,6,1
372,12690101901,12,69,1,19,1,2,7,1
373,12690101901,12,69,1,19,1,2,8,1
374,12690101901,12,69,1,19,1,2,9,1
375,12690101901,12,69,1,19,1,2,10,1
376,12690101901,12,69,1,19,1,2,11,1
377,12690101901,12,69,1,19,1,2,12,1
378,13700100901,13,70,1,9,1,1,6,2
379,13700100901,13,70,1,9,1,1,7,2
380,13700100901,13,70,1,9,1,1,8,2
381,13700101407,13,70,1,14,7,1,7,9
382,13700101407,13,70,1,14,7,1,8,9
383,14720100113,14,72,1,1,13,1,5,2
384,14720100113,14,72,1,1,13,1,6,2
385,14720100113,14,72,1,1,13,1,7,2
386,14720100113,14,72,1,1,13,1,8,2
387,14720100211,14,72,1,2,11,1,5,4
388,14720100211,14,72,1,2,11,1,6,4
389,14720100211,14,72,1,2,11,1,10,4
390,14720100326,14,72,1,3,26,1,5,3
391,14720100326,14,72,1,3,26,1,6,3
392,14720100702,14,72,1,7,2,1,1,1
393,14720100702,14,72,1,7,2,1,5,1
394,14720100702,14,72,1,7,2,1,6,1
395,14720100702,14,72,1,7,2,1,7,1
396,14750400317,14,75,4,3,17,1,7,4
397,14750401001,14,75,4,10,1,1,7,7
398,14750401001,14,75,4,10,1,1,8,7
399,14760500507,14,76,5,5,7,1,6,9
400,14760500507,14,76,5,5,7,1,7,9
401,14760500507,14,76,5,5,7,1,8,9
402,14760500517,14,76,5,5,17,1,6,8
403,14760500517,14,76,5,5,17,1,7,8
404,14760500517,14,76,5,5,17,1,8,8
405,14760500527,14,76,5,5,27,1,6,7
406,14760500527,14,76,5,5,27,1,7,7
407,14760500527,14,76,5,5,27,1,8,7
408,14760500532,14,76,5,5,32,1,6,10
409,14760500532,14,76,5,5,32,1,7,10
410,14760500532,14,76,5,5,32,1,8,10
411,14760500802,14,76,5,8,2,1,6,11
412,14760500802,14,76,5,8,2,1,7,11
413,14760500802,14,76,5,8,2,1,8,11
414,14760500811,14,76,5,8,11,1,6,12
415,14760500811,14,76,5,8,11,1,7,12
416,14760500811,14,76,5,8,11,1,8,12
