,CommunityID,HI_1,HI_2,HI_3,HI_4,HI_5,HI_6,A8,Item,KE_a,KE_b,KE_73,KE_74,KE_75
791,03150800103,3,15,8,1,3,1,1,2,1,1.0,,,1.0
792,03150800103,3,15,8,1,3,1,1,3,1,5.0,,,1.0
793,03150800103,3,15,8,1,3,1,1,4,2,,2.0,1.0,
794,03150800103,3,15,8,1,3,1,1,5,2,,2.0,1.0,
795,03150800103,3,15,8,1,3,1,1,6,2,,2.0,1.0,
796,03150800103,3,15,8,1,3,1,1,7,2,,2.0,1.0,
797,03150800103,3,15,8,1,3,1,1,8,2,,2.0,1.0,
798,03150800103,3,15,8,1,3,1,1,9,2,,2.0,1.0,
799,03150800103,3,15,8,1,3,1,1,10,2,,2.0,1.0,
800,03151900506,3,15,19,5,6,2,6,1,2,,1.0,1.0,
801,03151900506,3,15,19,5,6,2,6,2,2,,1.0,1.0,
802,03151900506,3,15,19,5,6,2,6,3,2,,1.0,1.0,
803,03151900506,3,15,19,5,6,2,6,4,2,,1.0,1.0,
804,03151900506,3,15,19,5,6,2,6,5,2,,1.0,1.0,
805,03151900506,3,15,19,5,6,2,6,6,2,,2.0,1.0,
806,03151900506,3,15,19,5,6,2,6,7,2,,1.0,1.0,
807,03151900506,3,15,19,5,6,2,6,8,2,,1.0,1.0,
808,03151900506,3,15,19,5,6,2,6,9,2,,1.0,1.0,
809,03151900506,3,15,19,5,6,2,6,10,2,,2.0,1.0,
810,03152000705,3,15,20,7,5,1,1,1,1,6.0,,,1.0
811,03152000705,3,15,20,7,5,1,1,2,1,2.0,,,1.0
812,03152000705,3,15,20,7,5,1,1,3,1,2.0,,,1.0
813,03152000705,3,15,20,7,5,1,1,4,2,,2.0,1.0,
814,03152000705,3,15,20,7,5,1,1,5,2,,2.0,1.0,
815,03152000705,3,15,20,7,5,1,1,6,2,,2.0,1.0,
816,03152000705,3,15,20,7,5,1,1,7,2,,2.0,1.0,
817,03152000705,3,15,20,7,5,1,1,8,2,,2.0,1.0,
818,03152000705,3,15,20,7,5,1,1,9,2,,2.0,1.0,
819,03152000705,3,15,20,7,5,1,1,10,2,,2.0,1.0,
820,03160201902,3,16,2,19,2,2,3,1,2,,2.0,1.0,
821,03160201902,3,16,2,19,2,2,3,2,2,,2.0,1.0,
822,03160201902,3,16,2,19,2,2,3,3,2,,2.0,1.0,
823,03160201902,3,16,2,19,2,2,3,4,2,,2.0,1.0,
824,03160201902,3,16,2,19,2,2,3,5,2,,2.0,1.0,
825,03160201902,3,16,2,19,2,2,3,6,2,,2.0,1.0,
826,03160201902,3,16,2,19,2,2,3,7,2,,2.0,1.0,
827,03160201902,3,16,2,19,2,2,3,8,2,,2.0,1.0,
828,03160201902,3,16,2,19,2,2,3,9,2,,2.0,1.0,
829,03160201902,3,16,2,19,2,2,3,10,2,,2.0,1.0,
830,03160204005,3,16,2,40,5,2,2,1,2,,2.0,1.0,
831,03160204005,3,16,2,40,5,2,2,2,2,,2.0,1.0,
832,03160204005,3,16,2,40,5,2,2,3,2,,2.0,1.0,
833,03160204005,3,16,2,40,5,2,2,4,2,,2.0,1.0,
834,03160204005,3,16,2,40,5,2,2,5,2,,2.0,1.0,
835,03160204005,3,16,2,40,5,2,2,6,2,,2.0,1.0,
836,03160204005,3,16,2,40,5,2,2,7,2,,2.0,1.0,
837,03160204005,3,16,2,40,5,2,2,8,2,,2.0,1.0,
838,03160204005,3,16,2,40,5,2,2,9,2,,2.0,1.0,
839,03160204005,3,16,2,40,5,2,2,10,2,,2.0,1.0,
840,03160500103,3,16,5,1,3,1,1,1,1,3.0,,,1.0
841,03160500103,3,16,5,1,3,1,1,2,1,1.0,,,1.0
842,03160500103,3,16,5,1,3,1,1,3,1,1.0,,,1.0
843,03160500103,3,16,5,1,3,1,1,4,2,,2.0,1.0,
844,03160500103,3,16,5,1,3,1,1,5,2,,2.0,1.0,
845,03160500103,3,16,5,1,3,1,1,6,2,,2.0,1.0,
846,03160500103,3,16,5,1,3,1,1,7,2,,2.0,1.0,
847,03160500103,3,16,5,1,3,1,1,8,2,,2.0,1.0,
848,03160500103,3,16,5,1,3,1,1,9,2,,2.0,1.0,
849,03160500103,3,16,5,1,3,1,1,10,2,,2.0,1.0,
850,03160600803,3,16,6,8,3,2,1,1,2,,2.0,1.0,
851,03160600803,3,16,6,8,3,2,1,2,2,,2.0,1.0,
852,03160600803,3,16,6,8,3,2,1,3,2,,2.0,1.0,
853,03160600803,3,16,6,8,3,2,1,4,2,,2.0,1.0,
854,03160600803,3,16,6,8,3,2,1,5,2,,2.0,1.0,
855,03160600803,3,16,6,8,3,2,1,6,2,,2.0,1.0,
856,03160600803,3,16,6,8,3,2,1,7,2,,,,
857,03160600803,3,16,6,8,3,2,1,8,2,,2.0,1.0,
858,03160600803,3,16,6,8,3,2,1,9,2,,2.0,1.0,
859,03160600803,3,16,6,8,3,2,1,10,2,,2.0,1.0,
860,03161500214,3,16,15,2,14,1,1,1,1,3.0,,,1.0
861,03161500214,3,16,15,2,14,1,1,2,1,2.0,,,1.0
862,03161500214,3,16,15,2,14,1,1,3,1,1.0,,,1.0
863,03161500214,3,16,15,2,14,1,1,4,2,,1.0,1.0,
864,03161500214,3,16,15,2,14,1,1,5,2,,2.0,1.0,
865,03161500214,3,16,15,2,14,1,1,6,2,,2.0,1.0,
866,03161500214,3,16,15,2,14,1,1,7,2,,2.0,1.0,
867,03161500214,3,16,15,2,14,1,1,8,2,,2.0,1.0,
868,03161500214,3,16,15,2,14,1,1,9,2,,2.0,1.0,
869,03161500214,3,16,15,2,14,1,1,10,2,,2.0,1.0,
870,03170400206,3,17,4,2,6,2,7,1,2,,2.0,1.0,
871,03170400206,3,17,4,2,6,2,7,2,2,,2.0,1.0,
872,03170400206,3,17,4,2,6,2,7,3,2,,2.0,1.0,
873,03170400206,3,17,4,2,6,2,7,4,2,,2.0,1.0,
874,03170400206,3,17,4,2,6,2,7,5,2,,2.0,1.0,
875,03170400206,3,17,4,2,6,2,7,6,2,,2.0,1.0,
876,03170400206,3,17,4,2,6,2,7,7,2,,2.0,1.0,
877,03170400206,3,17,4,2,6,2,7,8,2,,2.0,1.0,
878,03170400206,3,17,4,2,6,2,7,9,2,,2.0,1.0,
879,03170400206,3,17,4,2,6,2,7,10,2,,2.0,1.0,
880,03170401804,3,17,4,18,4,2,5,1,2,,2.0,1.0,
881,03170401804,3,17,4,18,4,2,5,2,2,,2.0,1.0,
882,03170401804,3,17,4,18,4,2,5,3,2,,2.0,1.0,
883,03170401804,3,17,4,18,4,2,5,4,2,,2.0,1.0,
884,03170401804,3,17,4,18,4,2,5,5,2,,2.0,1.0,
885,03170401804,3,17,4,18,4,2,5,6,2,,2.0,1.0,
886,03170401804,3,17,4,18,4,2,5,7,2,,2.0,1.0,
887,03170401804,3,17,4,18,4,2,5,8,2,,2.0,1.0,
888,03170401804,3,17,4,18,4,2,5,9,2,,2.0,1.0,
889,03170401804,3,17,4,18,4,2,5,10,2,,2.0,1.0,
890,03170403702,3,17,4,37,2,2,6,1,2,,2.0,1.0,
891,03170403702,3,17,4,37,2,2,6,2,2,,2.0,1.0,
892,03170403702,3,17,4,37,2,2,6,3,2,,2.0,1.0,
893,03170403702,3,17,4,37,2,2,6,4,2,,2.0,1.0,
894,03170403702,3,17,4,37,2,2,6,5,2,,2.0,1.0,
895,03170403702,3,17,4,37,2,2,6,6,2,,2.0,1.0,
896,03170403702,3,17,4,37,2,2,6,7,2,,2.0,1.0,
897,03170403702,3,17,4,37,2,2,6,8,2,,2.0,1.0,
898,03170403702,3,17,4,37,2,2,6,9,2,,2.0,1.0,
899,03170403702,3,17,4,37,2,2,6,10,2,,2.0,1.0,
900,03170601005,3,17,6,10,5,2,4,1,2,,2.0,1.0,
901,03170601005,3,17,6,10,5,2,4,2,2,,2.0,1.0,
902,03170601005,3,17,6,10,5,2,4,3,2,,2.0,1.0,
903,03170601005,3,17,6,10,5,2,4,4,2,,2.0,1.0,
904,03170601005,3,17,6,10,5,2,4,5,2,,2.0,1.0,
905,03170601005,3,17,6,10,5,2,4,6,2,,2.0,1.0,
906,03170601005,3,17,6,10,5,2,4,7,2,,2.0,1.0,
907,03170601005,3,17,6,10,5,2,4,8,2,,2.0,1.0,
908,03170601005,3,17,6,10,5,2,4,9,2,,2.0,1.0,
909,03170601005,3,17,6,10,5,2,4,10,2,,2.0,1.0,
910,03180100102,3,18,1,1,2,1,1,1,1,10.0,,,1.0
911,03180100102,3,18,1,1,2,1,1,2,1,1.0,,,1.0
912,03180100102,3,18,1,1,2,1,1,3,1,7.0,,,1.0
913,03180100102,3,18,1,1,2,1,1,4,2,,1.0,1.0,
914,03180100102,3,18,1,1,2,1,1,5,2,,2.0,1.0,
915,03180100102,3,18,1,1,2,1,1,6,2,,2.0,1.0,
916,03180100102,3,18,1,1,2,1,1,7,2,,2.0,1.0,
917,03180100102,3,18,1,1,2,1,1,8,2,,2.0,1.0,
918,03180100102,3,18,1,1,2,1,1,9,2,,2.0,1.0,
919,03180100102,3,18,1,1,2,1,1,10,2,,2.0,1.0,
920,03180201302,3,18,2,13,2,2,13,1,2,,1.0,3.0,
921,03180201302,3,18,2,13,2,2,13,2,2,,1.0,3.0,
922,03180201302,3,18,2,13,2,2,13,3,2,,1.0,3.0,
923,03180201302,3,18,2,13,2,2,13,4,2,,1.0,3.0,
924,03180201302,3,18,2,13,2,2,13,5,2,,1.0,3.0,
925,03180201302,3,18,2,13,2,2,13,6,2,,1.0,3.0,
926,03180201302,3,18,2,13,2,2,13,7,2,,1.0,3.0,
927,03180201302,3,18,2,13,2,2,13,8,2,,1.0,1.0,
928,03180201302,3,18,2,13,2,2,13,9,2,,1.0,3.0,
929,03180201302,3,18,2,13,2,2,13,10,2,,1.0,1.0,
930,03180302503,3,18,3,25,3,2,14,1,2,,1.0,3.0,
931,03180302503,3,18,3,25,3,2,14,2,2,,1.0,3.0,
932,03180302503,3,18,3,25,3,2,14,3,2,,1.0,3.0,
933,03180302503,3,18,3,25,3,2,14,4,2,,1.0,3.0,
934,03180302503,3,18,3,25,3,2,14,5,2,,1.0,1.0,
935,03180302503,3,18,3,25,3,2,14,6,2,,2.0,1.0,
936,03180302503,3,18,3,25,3,2,14,7,2,,1.0,1.0,
937,03180302503,3,18,3,25,3,2,14,8,2,,1.0,1.0,
938,03180302503,3,18,3,25,3,2,14,9,2,,1.0,1.0,
939,03180302503,3,18,3,25,3,2,14,10,2,,1.0,1.0,
940,03180700305,3,18,7,3,5,1,1,1,1,8.0,,,1.0
941,03180700305,3,18,7,3,5,1,1,2,1,2.0,,,1.0
942,03180700305,3,18,7,3,5,1,1,3,1,4.0,,,1.0
943,03180700305,3,18,7,3,5,1,1,4,2,,2.0,1.0,
944,03180700305,3,18,7,3,5,1,1,5,2,,2.0,1.0,
945,03180700305,3,18,7,3,5,1,1,6,2,,2.0,1.0,
946,03180700305,3,18,7,3,5,1,1,7,2,,2.0,1.0,
947,03180700305,3,18,7,3,5,1,1,8,2,,2.0,1.0,
948,03180700305,3,18,7,3,5,1,1,9,2,,2.0,1.0,
949,03180700305,3,18,7,3,5,1,1,10,2,,2.0,1.0,
950,03190201401,3,19,2,14,1,2,9,1,2,,2.0,1.0,
951,03190201401,3,19,2,14,1,2,9,2,2,,2.0,1.0,
952,03190201401,3,19,2,14,1,2,9,3,2,,2.0,1.0,
953,03190201401,3,19,2,14,1,2,9,4,2,,2.0,1.0,
954,03190201401,3,19,2,14,1,2,9,5,2,,2.0,1.0,
955,03190201401,3,19,2,14,1,2,9,6,2,,2.0,1.0,
956,03190201401,3,19,2,14,1,2,9,7,2,,2.0,1.0,
957,03190201401,3,19,2,14,1,2,9,8,2,,2.0,1.0,
958,03190201401,3,19,2,14,1,2,9,9,2,,2.0,1.0,
959,03190201401,3,19,2,14,1,2,9,10,2,,2.0,1.0,
960,03190202501,3,19,2,25,1,2,8,1,2,,2.0,1.0,
961,03190202501,3,19,2,25,1,2,8,2,2,,2.0,1.0,
962,03190202501,3,19,2,25,1,2,8,3,2,,2.0,1.0,
963,03190202501,3,19,2,25,1,2,8,4,2,,2.0,1.0,
964,03190202501,3,19,2,25,1,2,8,5,2,,2.0,1.0,
965,03190202501,3,19,2,25,1,2,8,6,2,,2.0,1.0,
966,03190202501,3,19,2,25,1,2,8,7,2,,2.0,1.0,
967,03190202501,3,19,2,25,1,2,8,8,2,,2.0,1.0,
968,03190202501,3,19,2,25,1,2,8,9,2,,2.0,1.0,
969,03190202501,3,19,2,25,1,2,8,10,2,,2.0,1.0,
970,03190402004,3,19,4,20,4,2,10,1,2,,2.0,1.0,
971,03190402004,3,19,4,20,4,2,10,2,2,,2.0,1.0,
972,03190402004,3,19,4,20,4,2,10,3,2,,2.0,1.0,
973,03190402004,3,19,4,20,4,2,10,4,2,,2.0,1.0,
974,03190402004,3,19,4,20,4,2,10,5,2,,2.0,1.0,
975,03190402004,3,19,4,20,4,2,10,6,2,,2.0,1.0,
976,03190402004,3,19,4,20,4,2,10,7,2,,2.0,1.0,
977,03190402004,3,19,4,20,4,2,10,8,2,,2.0,1.0,
978,03190402004,3,19,4,20,4,2,10,9,2,,2.0,1.0,
979,03190402004,3,19,4,20,4,2,10,10,2,,2.0,1.0,
980,03200100807,3,20,1,8,7,2,7,1,2,,1.0,1.0,
981,03200100807,3,20,1,8,7,2,7,2,2,,1.0,1.0,
982,03200100807,3,20,1,8,7,2,7,3,2,,1.0,1.0,
983,03200100807,3,20,1,8,7,2,7,4,2,,1.0,1.0,
984,03200100807,3,20,1,8,7,2,7,5,2,,2.0,1.0,
985,03200100807,3,20,1,8,7,2,7,6,2,,2.0,1.0,
986,03200100807,3,20,1,8,7,2,7,7,2,,2.0,1.0,
987,03200100807,3,20,1,8,7,2,7,8,2,,2.0,1.0,
988,03200100807,3,20,1,8,7,2,7,9,2,,2.0,1.0,
989,03200100807,3,20,1,8,7,2,7,10,2,,2.0,1.0,
990,03200200209,3,20,2,2,9,1,4,1,1,22.0,,,1.0
991,03200200209,3,20,2,2,9,1,4,2,1,3.0,,,2.0
992,03200200209,3,20,2,2,9,1,4,3,1,27.0,,,1.0
993,03200200209,3,20,2,2,9,1,4,4,2,,2.0,4.0,
994,03200200209,3,20,2,2,9,1,4,5,2,,2.0,2.0,
995,03200200209,3,20,2,2,9,1,4,6,2,,2.0,2.0,
996,03200200209,3,20,2,2,9,1,4,7,1,1.0,,,1.0
997,03200200209,3,20,2,2,9,1,4,8,1,12.0,,,1.0
998,03200200209,3,20,2,2,9,1,4,9,1,12.0,,,1.0
999,03200200209,3,20,2,2,9,1,4,10,2,,2.0,2.0,
1000,04220202602,4,22,2,26,2,2,1,1,2,,2.0,1.0,
1001,04220202602,4,22,2,26,2,2,1,2,2,,2.0,1.0,
1002,04220202602,4,22,2,26,2,2,1,3,2,,2.0,1.0,
1003,04220202602,4,22,2,26,2,2,1,4,2,,2.0,1.0,
1004,04220202602,4,22,2,26,2,2,1,5,2,,2.0,1.0,
1005,04220202602,4,22,2,26,2,2,1,6,2,,2.0,1.0,
1006,04220202602,4,22,2,26,2,2,1,7,2,,2.0,1.0,
1007,04220202602,4,22,2,26,2,2,1,8,2,,2.0,1.0,
1008,04220202602,4,22,2,26,2,2,1,9,2,,2.0,1.0,
1009,04220202602,4,22,2,26,2,2,1,10,1,1.0,,,1.0
1010,04220800303,4,22,8,3,3,2,1,1,2,,2.0,1.0,
1011,04220800303,4,22,8,3,3,2,1,2,2,,2.0,1.0,
1012,04220800303,4,22,8,3,3,2,1,3,2,,2.0,1.0,
1013,04220800303,4,22,8,3,3,2,1,4,2,,2.0,1.0,
1014,04220800303,4,22,8,3,3,2,1,5,2,,2.0,1.0,
1015,04220800303,4,22,8,3,3,2,1,6,2,,2.0,1.0,
1016,04220800303,4,22,8,3,3,2,1,7,2,,2.0,1.0,
1017,04220800303,4,22,8,3,3,2,1,8,2,,2.0,1.0,
1018,04220800303,4,22,8,3,3,2,1,9,2,,2.0,1.0,
1019,04220800303,4,22,8,3,3,2,1,10,1,1.0,,,1.0
1020,04230200302,4,23,2,3,2,2,1,1,2,,2.0,1.0,
1021,04230200302,4,23,2,3,2,2,1,2,2,,2.0,1.0,
1022,04230200302,4,23,2,3,2,2,1,3,2,,2.0,1.0,
1023,04230200302,4,23,2,3,2,2,1,4,2,,2.0,1.0,
1024,04230200302,4,23,2,3,2,2,1,5,2,,2.0,1.0,
1025,04230200302,4,23,2,3,2,2,1,6,2,,2.0,1.0,
1026,04230200302,4,23,2,3,2,2,1,7,2,,2.0,1.0,
1027,04230200302,4,23,2,3,2,2,1,8,2,,2.0,1.0,
1028,04230200302,4,23,2,3,2,2,1,9,2,,2.0,1.0,
1029,04230200302,4,23,2,3,2,2,1,10,2,,2.0,1.0,
1030,04231300304,4,23,13,3,4,2,1,1,2,,2.0,1.0,
1031,04231300304,4,23,13,3,4,2,1,2,2,,2.0,1.0,
1032,04231300304,4,23,13,3,4,2,1,3,2,,2.0,1.0,
1033,04231300304,4,23,13,3,4,2,1,4,2,,2.0,1.0,
1034,04231300304,4,23,13,3,4,2,1,5,2,,2.0,1.0,
1035,04231300304,4,23,13,3,4,2,1,6,2,,2.0,1.0,
1036,04231300304,4,23,13,3,4,2,1,7,2,,2.0,1.0,
1037,04231300304,4,23,13,3,4,2,1,8,2,,2.0,1.0,
1038,04231300304,4,23,13,3,4,2,1,9,2,,2.0,1.0,
1039,04231300304,4,23,13,3,4,2,1,10,2,,2.0,1.0,
1040,04231301905,4,23,13,19,5,2,1,1,2,,2.0,1.0,
1041,04231301905,4,23,13,19,5,2,1,2,2,,2.0,1.0,
1042,04231301905,4,23,13,19,5,2,1,3,2,,2.0,1.0,
1043,04231301905,4,23,13,19,5,2,1,4,2,,2.0,1.0,
1044,04231301905,4,23,13,19,5,2,1,5,2,,2.0,1.0,
1045,04231301905,4,23,13,19,5,2,1,6,2,,2.0,1.0,
1046,04231301905,4,23,13,19,5,2,1,7,2,,2.0,1.0,
1047,04231301905,4,23,13,19,5,2,1,8,2,,2.0,1.0,
1048,04231301905,4,23,13,19,5,2,1,9,2,,2.0,1.0,
1049,04231301905,4,23,13,19,5,2,1,10,2,,2.0,1.0,
1050,04240101704,4,24,1,17,4,2,1,1,2,,2.0,1.0,
1051,04240101704,4,24,1,17,4,2,1,2,2,,2.0,1.0,
1052,04240101704,4,24,1,17,4,2,1,3,2,,,,
1053,04240101704,4,24,1,17,4,2,1,4,2,,2.0,1.0,
1054,04240101704,4,24,1,17,4,2,1,5,2,,2.0,1.0,
1055,04240101704,4,24,1,17,4,2,1,6,2,,2.0,1.0,
1056,04240101704,4,24,1,17,4,2,1,7,2,,2.0,1.0,
1057,04240101704,4,24,1,17,4,2,1,8,2,,2.0,1.0,
1058,04240101704,4,24,1,17,4,2,1,9,2,,2.0,3.0,
1059,04240101704,4,24,1,17,4,2,1,10,1,1.0,,,
1060,04240602203,4,24,6,22,3,2,1,1,2,,2.0,1.0,
1061,04240602203,4,24,6,22,3,2,1,2,2,,2.0,1.0,
1062,04240602203,4,24,6,22,3,2,1,3,2,,2.0,1.0,
1063,04240602203,4,24,6,22,3,2,1,4,2,,2.0,1.0,
1064,04240602203,4,24,6,22,3,2,1,5,2,,2.0,1.0,
1065,04240602203,4,24,6,22,3,2,1,6,2,,2.0,1.0,
1066,04240602203,4,24,6,22,3,2,1,7,2,,2.0,1.0,
1067,04240602203,4,24,6,22,3,2,1,8,2,,2.0,1.0,
1068,04240602203,4,24,6,22,3,2,1,9,2,,2.0,1.0,
1069,04240602203,4,24,6,22,3,2,1,10,1,1.0,,,1.0
1070,04242204001,4,24,22,40,1,2,1,1,2,,2.0,1.0,
1071,04242204001,4,24,22,40,1,2,1,2,2,,2.0,1.0,
1072,04242204001,4,24,22,40,1,2,1,3,2,,2.0,1.0,
1073,04242204001,4,24,22,40,1,2,1,4,2,,2.0,1.0,
1074,04242204001,4,24,22,40,1,2,1,5,2,,2.0,1.0,
1075,04242204001,4,24,22,40,1,2,1,6,2,,2.0,1.0,
1076,04242204001,4,24,22,40,1,2,1,7,2,,2.0,1.0,
1077,04242204001,4,24,22,40,1,2,1,8,2,,2.0,1.0,
1078,04242204001,4,24,22,40,1,2,1,9,2,,2.0,1.0,
1079,04242204001,4,24,22,40,1,2,1,10,2,,2.0,1.0,
1080,04260801102,4,26,8,11,2,2,1,1,2,,2.0,1.0,
1081,04260801102,4,26,8,11,2,2,1,2,2,,2.0,1.0,
1082,04260801102,4,26,8,11,2,2,1,3,2,,2.0,1.0,
1083,04260801102,4,26,8,11,2,2,1,4,2,,2.0,1.0,
1084,04260801102,4,26,8,11,2,2,1,5,2,,2.0,1.0,
1085,04260801102,4,26,8,11,2,2,1,6,2,,2.0,1.0,
1086,04260801102,4,26,8,11,2,2,1,7,2,,2.0,1.0,
1087,04260801102,4,26,8,11,2,2,1,8,2,,2.0,1.0,
1088,04260801102,4,26,8,11,2,2,1,9,2,,2.0,1.0,
1089,04260801102,4,26,8,11,2,2,1,10,2,,2.0,1.0,
1090,04260803103,4,26,8,31,3,2,1,1,2,,2.0,1.0,
1091,04260803103,4,26,8,31,3,2,1,2,2,,2.0,1.0,
1092,04260803103,4,26,8,31,3,2,1,3,2,,2.0,1.0,
1093,04260803103,4,26,8,31,3,2,1,4,2,,2.0,1.0,
1094,04260803103,4,26,8,31,3,2,1,5,2,,2.0,1.0,
1095,04260803103,4,26,8,31,3,2,1,6,2,,2.0,1.0,
1096,04260803103,4,26,8,31,3,2,1,7,2,,2.0,1.0,
1097,04260803103,4,26,8,31,3,2,1,8,2,,2.0,1.0,
1098,04260803103,4,26,8,31,3,2,1,9,2,,2.0,1.0,
1099,04260803103,4,26,8,31,3,2,1,10,2,,2.0,1.0,
1100,04261701902,4,26,17,19,2,2,1,1,2,,2.0,1.0,
1101,04261701902,4,26,17,19,2,2,1,2,2,,2.0,1.0,
1102,04261701902,4,26,17,19,2,2,1,3,2,,2.0,1.0,
1103,04261701902,4,26,17,19,2,2,1,4,2,,2.0,1.0,
1104,04261701902,4,26,17,19,2,2,1,5,2,,2.0,1.0,
1105,04261701902,4,26,17,19,2,2,1,6,2,,2.0,1.0,
1106,04261701902,4,26,17,19,2,2,1,7,2,,2.0,1.0,
1107,04261701902,4,26,17,19,2,2,1,8,2,,2.0,1.0,
1108,04261701902,4,26,17,19,2,2,1,9,2,,2.0,1.0,
1109,04261701902,4,26,17,19,2,2,1,10,2,,1.0,3.0,
1110,04271800107,4,27,18,1,7,1,2,1,1,4.0,,,1.0
1111,04271800107,4,27,18,1,7,1,2,2,1,1.0,,,1.0
1112,04271800107,4,27,18,1,7,1,2,3,1,2.0,,,1.0
1113,04271800107,4,27,18,1,7,1,2,4,2,,2.0,1.0,
1114,04271800107,4,27,18,1,7,1,2,5,2,,2.0,1.0,
1115,04271800107,4,27,18,1,7,1,2,6,2,,2.0,1.0,
1116,04271800107,4,27,18,1,7,1,2,7,2,,2.0,1.0,
1117,04271800107,4,27,18,1,7,1,2,8,2,,2.0,1.0,
1118,04271800107,4,27,18,1,7,1,2,9,2,,2.0,1.0,
1119,04271800107,4,27,18,1,7,1,2,10,2,,2.0,1.0,
1120,04280201505,4,28,2,15,5,2,5,1,2,,2.0,1.0,
1121,04280201505,4,28,2,15,5,2,5,2,2,,2.0,1.0,
1122,04280201505,4,28,2,15,5,2,5,3,2,,2.0,1.0,
1123,04280201505,4,28,2,15,5,2,5,4,2,,2.0,1.0,
1124,04280201505,4,28,2,15,5,2,5,5,2,,2.0,1.0,
1125,04280201505,4,28,2,15,5,2,5,6,2,,2.0,1.0,
1126,04280201505,4,28,2,15,5,2,5,7,2,,2.0,1.0,
1127,04280201505,4,28,2,15,5,2,5,8,2,,2.0,1.0,
1128,04280201505,4,28,2,15,5,2,5,9,2,,2.0,1.0,
1129,04280201505,4,28,2,15,5,2,5,10,2,,2.0,1.0,
1130,04280203203,4,28,2,32,3,2,4,1,2,,2.0,1.0,
1131,04280203203,4,28,2,32,3,2,4,2,2,,2.0,1.0,
1132,04280203203,4,28,2,32,3,2,4,3,2,,2.0,1.0,
1133,04280203203,4,28,2,32,3,2,4,4,2,,2.0,1.0,
1134,04280203203,4,28,2,32,3,2,4,5,2,,2.0,1.0,
1135,04280203203,4,28,2,32,3,2,4,6,2,,2.0,1.0,
1136,04280203203,4,28,2,32,3,2,4,7,2,,2.0,1.0,
1137,04280203203,4,28,2,32,3,2,4,8,2,,2.0,1.0,
1138,04280203203,4,28,2,32,3,2,4,9,2,,2.0,1.0,
1139,04280203203,4,28,2,32,3,2,4,10,2,,2.0,1.0,
1140,04280900226,4,28,9,2,26,1,4,1,1,15.0,,,1.0
1141,04280900226,4,28,9,2,26,1,4,2,1,1.0,,,1.0
1142,04280900226,4,28,9,2,26,1,4,3,1,23.0,,,1.0
1143,04280900226,4,28,9,2,26,1,4,4,2,,1.0,1.0,
1144,04280900226,4,28,9,2,26,1,4,5,2,,1.0,1.0,
1145,04280900226,4,28,9,2,26,1,4,6,2,,2.0,1.0,
1146,04280900226,4,28,9,2,26,1,4,7,2,,2.0,1.0,
1147,04280900226,4,28,9,2,26,1,4,8,2,,2.0,1.0,
1148,04280900226,4,28,9,2,26,1,4,9,2,,2.0,1.0,
1149,04280900226,4,28,9,2,26,1,4,10,2,,2.0,1.0,
1150,04290100110,4,29,1,1,10,1,1,1,2,,2.0,5.0,
1151,04290100110,4,29,1,1,10,1,1,2,2,,2.0,5.0,
1152,04290100110,4,29,1,1,10,1,1,3,2,,2.0,5.0,
1153,04290100110,4,29,1,1,10,1,1,4,2,,2.0,5.0,
1154,04290100110,4,29,1,1,10,1,1,5,2,,2.0,5.0,
1155,04290100110,4,29,1,1,10,1,1,6,2,,2.0,5.0,
1156,04290100110,4,29,1,1,10,1,1,7,2,,2.0,5.0,
1157,04290100110,4,29,1,1,10,1,1,8,2,,2.0,1.0,
1158,04290100110,4,29,1,1,10,1,1,9,2,,2.0,5.0,
1159,04290100110,4,29,1,1,10,1,1,10,2,,2.0,555.0,
1160,04290500106,4,29,5,1,6,1,6,1,1,10.0,,,1.0
1161,04290500106,4,29,5,1,6,1,6,2,2,,2.0,1.0,
1162,04290500106,4,29,5,1,6,1,6,3,1,1.0,,,1.0
1163,04290500106,4,29,5,1,6,1,6,4,2,,2.0,1.0,
1164,04290500106,4,29,5,1,6,1,6,5,2,,2.0,1.0,
1165,04290500106,4,29,5,1,6,1,6,6,2,,2.0,1.0,
1166,04290500106,4,29,5,1,6,1,6,7,2,,2.0,1.0,
1167,04290500106,4,29,5,1,6,1,6,8,2,,2.0,1.0,
1168,04290500106,4,29,5,1,6,1,6,9,2,,2.0,1.0,
1169,04290500106,4,29,5,1,6,1,6,10,2,,2.0,1.0,
1170,04291500905,4,29,15,9,5,2,5,1,1,2.0,,,1.0
1171,04291500905,4,29,15,9,5,2,5,2,1,1.0,,,1.0
1172,04291500905,4,29,15,9,5,2,5,3,1,2.0,,,1.0
1173,04291500905,4,29,15,9,5,2,5,4,2,,2.0,1.0,
1174,04291500905,4,29,15,9,5,2,5,5,2,,2.0,1.0,
1175,04291500905,4,29,15,9,5,2,5,6,2,,2.0,1.0,
1176,04291500905,4,29,15,9,5,2,5,7,2,,2.0,1.0,
1177,04291500905,4,29,15,9,5,2,5,8,2,,2.0,1.0,
1178,04291500905,4,29,15,9,5,2,5,9,2,,2.0,1.0,
1179,04291500905,4,29,15,9,5,2,5,10,2,,2.0,1.0,
1180,04291501302,4,29,15,13,2,2,2,1,2,,2.0,1.0,
1181,04291501302,4,29,15,13,2,2,2,2,2,,2.0,1.0,
1182,04291501302,4,29,15,13,2,2,2,3,2,,2.0,1.0,
1183,04291501302,4,29,15,13,2,2,2,4,2,,2.0,1.0,
