,HHID,Q,Q_a,Q_b,Q_c,Q_d
21751,04390700103009,2,-888,-888,0,-888
21752,04390700103009,3,-888,-888,60,-888
21753,04390700103009,4,-888,-888,90,-888
21754,04390700103009,5,-888,-888,0,-888
21755,04390700103009,6,-888,-888,0,-888
21756,04390700103009,7,-888,-888,0,-888
21757,04390700103009,8,-888,-888,0,-888
21758,04390700103009,9,-888,-888,0,-888
21759,04390700103009,10,-888,-888,0,-888
21760,04390700103010,1,30,0,0,0
21761,04390700103010,2,0,0,10,0
21762,04390700103010,3,150,0,0,0
21763,04390700103010,4,0,0,0,0
21764,04390700103010,5,0,0,0,0
21765,04390700103010,6,0,0,0,0
21766,04390700103010,7,0,0,0,0
21767,04390700103010,8,60,0,20,0
21768,04390700103010,9,0,30,30,0
21769,04390700103010,10,0,0,0,0
21770,04390700103011,1,15,-888,-888,-888
21771,04390700103011,2,0,-888,-888,-888
21772,04390700103011,3,60,-888,-888,-888
21773,04390700103011,4,0,-888,-888,-888
21774,04390700103011,5,0,-888,-888,-888
21775,04390700103011,6,0,-888,-888,-888
21776,04390700103011,7,0,-888,-888,-888
21777,04390700103011,8,0,-888,-888,-888
21778,04390700103011,9,0,-888,-888,-888
21779,04390700103011,10,0,-888,-888,-888
21780,04390700103012,1,180,-888,-888,-888
21781,04390700103012,2,0,-888,-888,-888
21782,04390700103012,3,30,-888,-888,-888
21783,04390700103012,4,60,-888,-888,-888
21784,04390700103012,5,0,-888,-888,-888
21785,04390700103012,6,0,-888,-888,-888
21786,04390700103012,7,240,-888,-888,-888
21787,04390700103012,8,0,-888,-888,-888
21788,04390700103012,9,0,-888,-888,-888
21789,04390700103012,10,0,-888,-888,-888
21790,04391000302001,1,-888,35,-888,-888
21791,04391000302001,2,-888,35,-888,-888
21792,04391000302001,3,-888,25,-888,-888
21793,04391000302001,4,-888,15,-888,-888
21794,04391000302001,5,-888,10,-888,-888
21795,04391000302001,6,-888,10,-888,-888
21796,04391000302001,7,-888,35,-888,-888
21797,04391000302001,8,-888,10,-888,-888
21798,04391000302001,9,-888,60,-888,-888
21799,04391000302001,10,-888,-888,-888,-888
21800,04391000302002,1,45,-888,-888,-888
21801,04391000302002,2,25,-888,-888,-888
21802,04391000302002,3,25,-888,-888,-888
21803,04391000302002,4,15,-888,-888,-888
21804,04391000302002,5,25,-888,-888,-888
21805,04391000302002,6,15,-888,-888,-888
21806,04391000302002,7,-888,-888,-888,-888
21807,04391000302002,8,45,30,-888,-888
21808,04391000302002,9,25,25,-888,-888
21809,04391000302002,10,-888,-888,-888,-888
21810,04391000302003,1,30,30,30,0
21811,04391000302003,2,30,30,0,0
21812,04391000302003,3,30,0,0,0
21813,04391000302003,4,0,0,0,0
21814,04391000302003,5,0,0,0,0
21815,04391000302003,6,0,0,0,0
21816,04391000302003,7,0,0,0,0
21817,04391000302003,8,0,0,0,0
21818,04391000302003,9,120,0,0,0
21819,04391000302003,10,0,0,0,0
21820,04391000302004,1,40,0,0,0
21821,04391000302004,2,10,0,0,0
21822,04391000302004,3,20,0,0,0
21823,04391000302004,4,0,0,0,0
21824,04391000302004,5,0,0,0,0
21825,04391000302004,6,0,0,0,0
21826,04391000302004,7,0,0,0,0
21827,04391000302004,8,0,0,0,0
21828,04391000302004,9,0,30,0,20
21829,04391000302004,10,0,0,0,0
21830,04391000302005,1,20,20,0,-888
21831,04391000302005,2,5,5,5,-888
21832,04391000302005,3,90,0,0,-888
21833,04391000302005,4,25,25,0,-888
21834,04391000302005,5,0,0,0,-888
21835,04391000302005,6,0,0,0,-888
21836,04391000302005,7,0,0,0,-888
21837,04391000302005,8,0,0,0,-888
21838,04391000302005,9,0,0,0,-888
21839,04391000302005,10,0,0,0,-888
21840,04391000302006,1,30,30,30,30
21841,04391000302006,2,10,0,10,10
21842,04391000302006,3,60,0,0,0
21843,04391000302006,4,25,0,0,0
21844,04391000302006,5,0,0,0,0
21845,04391000302006,6,0,0,0,0
21846,04391000302006,7,0,0,0,0
21847,04391000302006,8,0,0,0,0
21848,04391000302006,9,0,0,60,60
21849,04391000302006,10,0,0,0,0
21850,04391000302007,1,60,-888,0,-888
21851,04391000302007,2,60,-888,0,-888
21852,04391000302007,3,180,-888,0,-888
21853,04391000302007,4,30,-888,0,-888
21854,04391000302007,5,0,0,0,0
21855,04391000302007,6,0,0,0,0
21856,04391000302007,7,0,-888,0,-888
21857,04391000302007,8,0,-888,0,-888
21858,04391000302007,9,0,-888,0,-888
21859,04391000302007,10,0,-888,0,-888
21860,04391000302008,1,30,0,60,60
21861,04391000302008,2,15,0,60,0
21862,04391000302008,3,90,0,0,0
21863,04391000302008,4,15,20,0,0
21864,04391000302008,5,0,0,0,0
21865,04391000302008,6,0,0,0,0
21866,04391000302008,7,0,0,0,0
21867,04391000302008,8,0,0,0,0
21868,04391000302008,9,0,0,0,0
21869,04391000302008,10,0,0,0,0
21870,04391000302009,1,25,-888,-888,-888
21871,04391000302009,2,10,-888,-888,-888
21872,04391000302009,3,30,-888,-888,-888
21873,04391000302009,4,-888,-888,-888,-888
21874,04391000302009,5,-888,-888,-888,-888
21875,04391000302009,6,-888,-888,-888,-888
21876,04391000302009,7,-888,-888,-888,-888
21877,04391000302009,8,25,-888,25,-888
21878,04391000302009,9,-888,-888,-888,-888
21879,04391000302009,10,-888,-888,-888,-888
21880,04391000302010,1,25,-888,-888,-888
21881,04391000302010,2,10,-888,-888,-888
21882,04391000302010,3,120,-888,-888,-888
21883,04391000302010,4,-888,-888,30,-888
21884,04391000302010,5,-888,-888,-888,-888
21885,04391000302010,6,-888,-888,-888,-888
21886,04391000302010,7,-888,-888,-888,-888
21887,04391000302010,8,50,-888,40,-888
21888,04391000302010,9,-888,-888,-888,-888
21889,04391000302010,10,-888,-888,-888,-888
21890,04391000302011,1,40,0,0,0
21891,04391000302011,2,20,0,0,0
21892,04391000302011,3,15,0,0,0
21893,04391000302011,4,15,0,0,0
21894,04391000302011,5,30,0,0,0
21895,04391000302011,6,0,0,0,0
21896,04391000302011,7,0,0,0,0
21897,04391000302011,8,60,30,30,20
21898,04391000302011,9,0,30,30,0
21899,04391000302011,10,0,0,0,0
21900,04391000302012,1,40,0,0,0
21901,04391000302012,2,30,0,20,0
21902,04391000302012,3,15,0,0,0
21903,04391000302012,4,20,0,0,0
21904,04391000302012,5,10,0,0,0
21905,04391000302012,6,0,0,0,0
21906,04391000302012,7,0,0,0,0
21907,04391000302012,8,60,0,30,0
21908,04391000302012,9,0,0,60,20
21909,04391000302012,10,0,0,0,0
21910,05400100401002,1,0,0,0,-888
21911,05400100401002,2,0,0,0,-888
21912,05400100401002,3,60,0,0,-888
21913,05400100401002,4,20,0,0,-888
21914,05400100401002,5,0,0,0,-888
21915,05400100401002,6,0,0,0,-888
21916,05400100401002,7,0,0,0,-888
21917,05400100401002,8,0,0,0,-888
21918,05400100401002,9,0,120,120,-888
21919,05400100401002,10,0,0,240,-888
21920,05400100401005,1,40,-888,0,0
21921,05400100401005,2,0,-888,0,0
21922,05400100401005,3,60,-888,0,0
21923,05400100401005,4,20,-888,0,0
21924,05400100401005,5,0,-888,0,0
21925,05400100401005,6,0,-888,0,0
21926,05400100401005,7,0,-888,0,0
21927,05400100401005,8,0,-888,0,0
21928,05400100401005,9,0,-888,60,60
21929,05400100401005,10,0,-888,0,0
21930,05400100401008,1,0,-888,0,-888
21931,05400100401008,2,0,-888,0,-888
21932,05400100401008,3,60,-888,0,-888
21933,05400100401008,4,15,-888,0,-888
21934,05400100401008,5,0,-888,0,-888
21935,05400100401008,6,0,-888,0,-888
21936,05400100401008,7,0,-888,0,-888
21937,05400100401008,8,0,-888,0,-888
21938,05400100401008,9,0,-888,0,-888
21939,05400100401008,10,0,-888,600,-888
21940,05400100401011,1,0,-888,0,-888
21941,05400100401011,2,0,-888,0,-888
21942,05400100401011,3,60,-888,0,-888
21943,05400100401011,4,10,-888,0,-888
21944,05400100401011,5,0,-888,0,-888
21945,05400100401011,6,0,-888,0,-888
21946,05400100401011,7,0,-888,0,-888
21947,05400100401011,8,780,-888,60,-888
21948,05400100401011,9,0,-888,0,-888
21949,05400100401011,10,0,-888,0,-888
21950,05400100401012,1,60,0,0,0
21951,05400100401012,2,0,0,0,0
21952,05400100401012,3,60,0,0,0
21953,05400100401012,4,20,0,0,0
21954,05400100401012,5,0,0,0,0
21955,05400100401012,6,0,0,0,0
21956,05400100401012,7,0,0,0,0
21957,05400100401012,8,660,0,0,0
21958,05400100401012,9,0,0,0,0
21959,05400100401012,10,0,0,0,0
21960,05400100401014,1,0,0,0,0
21961,05400100401014,2,0,0,0,0
21962,05400100401014,3,60,30,0,0
21963,05400100401014,4,20,20,0,0
21964,05400100401014,5,0,0,0,0
21965,05400100401014,6,0,0,0,0
21966,05400100401014,7,0,0,0,0
21967,05400100401014,8,0,0,0,0
21968,05400100401014,9,0,60,0,60
21969,05400100401014,10,0,0,0,0
21970,05400100401017,1,0,-888,0,0
21971,05400100401017,2,0,-888,0,0
21972,05400100401017,3,60,-888,0,0
21973,05400100401017,4,20,-888,0,0
21974,05400100401017,5,0,-888,0,0
21975,05400100401017,6,0,-888,0,0
21976,05400100401017,7,0,-888,0,0
21977,05400100401017,8,0,-888,0,0
21978,05400100401017,9,0,-888,0,0
21979,05400100401017,10,0,-888,0,0
21980,05400100401020,1,60,0,0,0
21981,05400100401020,2,0,0,0,0
21982,05400100401020,3,70,0,0,0
21983,05400100401020,4,20,0,0,0
21984,05400100401020,5,0,0,0,0
21985,05400100401020,6,0,0,0,0
21986,05400100401020,7,0,0,0,0
21987,05400100401020,8,660,0,30,0
21988,05400100401020,9,0,0,0,0
21989,05400100401020,10,0,0,0,0
21990,05400100401023,1,60,-888,0,0
21991,05400100401023,2,0,-888,0,0
21992,05400100401023,3,90,-888,0,0
21993,05400100401023,4,20,-888,0,0
21994,05400100401023,5,0,-888,0,0
21995,05400100401023,6,0,-888,0,0
21996,05400100401023,7,0,-888,0,0
21997,05400100401023,8,0,-888,0,0
21998,05400100401023,9,90,-888,0,60
21999,05400100401023,10,0,-888,0,0
22000,05400100401026,1,90,0,0,0
22001,05400100401026,2,0,0,0,0
22002,05400100401026,3,120,0,0,0
22003,05400100401026,4,20,0,0,0
22004,05400100401026,5,0,0,0,0
22005,05400100401026,6,0,0,0,0
22006,05400100401026,7,0,0,0,0
22007,05400100401026,8,0,0,0,0
22008,05400100401026,9,60,0,60,0
22009,05400100401026,10,0,0,0,0
22010,05400100401036,1,90,-888,0,-888
22011,05400100401036,2,0,-888,0,-888
22012,05400100401036,3,60,-888,0,-888
22013,05400100401036,4,20,-888,0,-888
22014,05400100401036,5,0,-888,0,-888
22015,05400100401036,6,0,-888,0,-888
22016,05400100401036,7,0,-888,0,-888
22017,05400100401036,8,0,-888,0,-888
22018,05400100401036,9,0,-888,0,-888
22019,05400100401036,10,0,-888,0,-888
22020,05400100401060,1,60,-888,-888,-888
22021,05400100401060,2,0,-888,-888,-888
22022,05400100401060,3,30,-888,-888,-888
22023,05400100401060,4,15,-888,-888,-888
22024,05400100401060,5,0,-888,-888,-888
22025,05400100401060,6,0,-888,-888,-888
22026,05400100401060,7,0,-888,-888,-888
22027,05400100401060,8,0,-888,-888,-888
22028,05400100401060,9,0,-888,-888,-888
22029,05400100401060,10,0,-888,-888,-888
22030,05400101201003,1,0,-888,0,0
22031,05400101201003,2,0,-888,0,0
22032,05400101201003,3,90,-888,0,0
22033,05400101201003,4,20,-888,0,0
22034,05400101201003,5,0,-888,0,0
22035,05400101201003,6,0,-888,0,0
22036,05400101201003,7,0,-888,0,0
22037,05400101201003,8,0,-888,0,0
22038,05400101201003,9,0,-888,60,60
22039,05400101201003,10,600,-888,300,0
22040,05400101201008,1,0,0,0,0
22041,05400101201008,2,0,0,0,0
22042,05400101201008,3,60,30,0,0
22043,05400101201008,4,20,20,0,0
22044,05400101201008,5,0,0,0,0
22045,05400101201008,6,0,0,0,0
22046,05400101201008,7,0,0,0,0
22047,05400101201008,8,240,180,60,0
22048,05400101201008,9,0,40,0,60
22049,05400101201008,10,0,0,300,0
22050,05400101201011,1,60,0,45,0
22051,05400101201011,2,50,20,90,25
22052,05400101201011,3,80,0,0,0
22053,05400101201011,4,80,40,0,0
22054,05400101201011,5,0,0,0,0
22055,05400101201011,6,0,0,0,0
22056,05400101201011,7,100,0,50,30
22057,05400101201011,8,60,45,30,40
22058,05400101201011,9,0,80,50,60
22059,05400101201011,10,0,0,0,0
22060,05400101201013,1,0,-888,0,-888
22061,05400101201013,2,0,-888,0,-888
22062,05400101201013,3,90,-888,0,-888
22063,05400101201013,4,20,-888,0,-888
22064,05400101201013,5,0,-888,0,-888
22065,05400101201013,6,0,-888,0,-888
22066,05400101201013,7,0,-888,0,-888
22067,05400101201013,8,0,-888,0,-888
22068,05400101201013,9,0,-888,0,-888
22069,05400101201013,10,660,-888,0,-888
22070,05400101201018,1,0,-888,-888,0
22071,05400101201018,2,0,-888,-888,0
22072,05400101201018,3,60,-888,-888,0
22073,05400101201018,4,20,-888,-888,0
22074,05400101201018,5,0,-888,-888,0
22075,05400101201018,6,0,-888,-888,0
22076,05400101201018,7,0,-888,-888,0
22077,05400101201018,8,0,-888,-888,0
22078,05400101201018,9,60,-888,-888,60
22079,05400101201018,10,0,-888,-888,0
22080,05400101201023,1,0,-888,0,-888
22081,05400101201023,2,0,-888,0,-888
22082,05400101201023,3,70,-888,0,-888
22083,05400101201023,4,20,-888,0,-888
22084,05400101201023,5,0,-888,0,-888
22085,05400101201023,6,0,-888,0,-888
22086,05400101201023,7,0,-888,0,-888
22087,05400101201023,8,720,-888,30,-888
22088,05400101201023,9,0,-888,0,-888
22089,05400101201023,10,0,-888,360,-888
22090,05400101201028,1,0,-888,0,-888
22091,05400101201028,2,0,-888,0,-888
22092,05400101201028,3,60,-888,0,-888
22093,05400101201028,4,20,-888,0,-888
22094,05400101201028,5,0,-888,0,-888
22095,05400101201028,6,0,-888,0,-888
22096,05400101201028,7,0,-888,0,-888
22097,05400101201028,8,240,-888,60,-888
22098,05400101201028,9,0,-888,0,-888
22099,05400101201028,10,180,-888,480,-888
22100,05400101201033,1,80,0,40,0
22101,05400101201033,2,90,25,40,35
22102,05400101201033,3,70,30,0,0
22103,05400101201033,4,0,0,0,0
22104,05400101201033,5,0,0,0,0
22105,05400101201033,6,0,0,0,0
22106,05400101201033,7,90,0,0,50
22107,05400101201033,8,120,40,55,40
22108,05400101201033,9,0,50,60,50
22109,05400101201033,10,0,0,0,0
22110,05400101201034,1,50,0,0,0
22111,05400101201034,2,45,0,40,0
22112,05400101201034,3,60,0,0,0
22113,05400101201034,4,55,0,0,0
22114,05400101201034,5,0,0,0,0
22115,05400101201034,6,0,0,0,0
22116,05400101201034,7,70,0,120,50
22117,05400101201034,8,45,0,30,0
22118,05400101201034,9,0,0,60,60
22119,05400101201034,10,0,0,90,0
22120,05400101201038,1,80,0,50,0
22121,05400101201038,2,40,0,20,40
22122,05400101201038,3,55,45,0,0
22123,05400101201038,4,90,30,0,0
22124,05400101201038,5,0,0,0,0
22125,05400101201038,6,0,0,0,0
22126,05400101201038,7,110,0,50,60
22127,05400101201038,8,45,0,35,0
22128,05400101201038,9,0,50,60,0
22129,05400101201038,10,120,0,0,0
22130,05400101201043,1,60,0,45,0
22131,05400101201043,2,60,0,30,40
22132,05400101201043,3,70,0,0,35
22133,05400101201043,4,55,30,0,0
22134,05400101201043,5,0,0,0,0
22135,05400101201043,6,0,0,0,0
22136,05400101201043,7,50,0,40,50
22137,05400101201043,8,40,0,20,40
22138,05400101201043,9,0,0,0,80
22139,05400101201043,10,0,0,60,45
22140,05400101201057,1,50,0,40,0
22141,05400101201057,2,50,0,40,0
22142,05400101201057,3,50,0,60,0
22143,05400101201057,4,50,0,35,0
22144,05400101201057,5,0,0,0,0
22145,05400101201057,6,0,0,0,0
22146,05400101201057,7,0,0,0,0
22147,05400101201057,8,90,0,45,0
22148,05400101201057,9,0,0,0,0
22149,05400101201057,10,50,0,120,0
22150,05400300103005,1,60,45,35,30
22151,05400300103005,2,60,55,50,45
22152,05400300103005,3,55,50,45,40
22153,05400300103005,4,120,80,45,40
22154,05400300103005,5,55,45,50,40
22155,05400300103005,6,0,0,0,0
22156,05400300103005,7,50,45,35,40
22157,05400300103005,8,50,0,0,0
22158,05400300103005,9,45,50,40,50
22159,05400300103005,10,0,0,0,0
22160,05400300103010,1,30,-888,30,0
22161,05400300103010,2,0,-888,0,0
22162,05400300103010,3,70,-888,0,0
22163,05400300103010,4,10,-888,0,0
22164,05400300103010,5,0,-888,0,0
22165,05400300103010,6,0,-888,0,0
22166,05400300103010,7,0,-888,0,0
22167,05400300103010,8,0,-888,0,0
22168,05400300103010,9,0,-888,0,0
22169,05400300103010,10,0,-888,0,0
22170,05400300103014,1,70,40,45,50
22171,05400300103014,2,50,40,45,35
22172,05400300103014,3,35,25,0,0
22173,05400300103014,4,80,60,45,40
22174,05400300103014,5,0,0,0,0
22175,05400300103014,6,0,0,0,0
22176,05400300103014,7,45,50,40,35
22177,05400300103014,8,0,0,0,0
22178,05400300103014,9,0,50,60,45
22179,05400300103014,10,0,0,0,0
22180,05400300103023,1,45,35,40,35
22181,05400300103023,2,40,45,50,35
22182,05400300103023,3,60,50,45,30
22183,05400300103023,4,60,45,0,0
22184,05400300103023,5,0,0,0,0
22185,05400300103023,6,0,0,0,0
22186,05400300103023,7,50,120,100,60
22187,05400300103023,8,0,0,0,0
22188,05400300103023,9,45,55,45,40
22189,05400300103023,10,0,0,60,0
22190,05400300103030,1,30,0,30,-888
22191,05400300103030,2,0,0,0,-888
22192,05400300103030,3,90,0,0,-888
22193,05400300103030,4,15,0,0,-888
22194,05400300103030,5,0,0,0,-888
22195,05400300103030,6,0,0,0,-888
22196,05400300103030,7,0,0,0,-888
22197,05400300103030,8,0,0,0,-888
22198,05400300103030,9,0,60,60,-888
22199,05400300103030,10,0,0,0,-888
22200,05400300103032,1,50,40,30,45
22201,05400300103032,2,60,45,50,40
22202,05400300103032,3,60,0,0,0
22203,05400300103032,4,80,60,0,0
22204,05400300103032,5,0,0,0,0
22205,05400300103032,6,0,0,0,0
22206,05400300103032,7,50,60,45,50
22207,05400300103032,8,0,0,0,0
22208,05400300103032,9,0,60,40,30
22209,05400300103032,10,0,0,60,0
22210,05400300103041,1,50,60,45,40
22211,05400300103041,2,50,40,60,45
22212,05400300103041,3,0,0,0,0
22213,05400300103041,4,60,55,45,50
22214,05400300103041,5,0,0,0,0
22215,05400300103041,6,0,0,0,0
22216,05400300103041,7,55,60,40,60
22217,05400300103041,8,0,0,0,0
22218,05400300103041,9,50,60,65,60
22219,05400300103041,10,0,0,0,0
22220,05400300103047,1,25,-888,0,-888
22221,05400300103047,2,0,-888,0,-888
22222,05400300103047,3,50,-888,0,-888
22223,05400300103047,4,20,-888,0,-888
22224,05400300103047,5,0,-888,0,-888
22225,05400300103047,6,0,-888,0,-888
22226,05400300103047,7,0,-888,0,-888
22227,05400300103047,8,0,-888,0,-888
22228,05400300103047,9,0,-888,0,-888
22229,05400300103047,10,0,-888,0,-888
22230,05400300103050,1,50,45,60,50
22231,05400300103050,2,45,50,35,45
22232,05400300103050,3,50,45,0,0
22233,05400300103050,4,75,55,0,0
22234,05400300103050,5,0,0,0,0
22235,05400300103050,6,0,0,0,0
22236,05400300103050,7,60,55,45,50
22237,05400300103050,8,0,0,0,0
22238,05400300103050,9,0,45,50,45
22239,05400300103050,10,0,0,0,0
22240,05400300103059,1,30,0,0,0
22241,05400300103059,2,0,0,0,0
22242,05400300103059,3,70,0,0,0
22243,05400300103059,4,20,0,0,0
22244,05400300103059,5,0,0,0,0
22245,05400300103059,6,0,0,0,0
22246,05400300103059,7,0,0,0,0
22247,05400300103059,8,0,0,0,0
22248,05400300103059,9,0,0,0,0
22249,05400300103059,10,0,0,0,0
22250,05400300103068,1,40,0,0,30
22251,05400300103068,2,0,0,0,0
22252,05400300103068,3,80,0,0,-888
22253,05400300103068,4,20,0,0,-888
22254,05400300103068,5,0,0,0,-888
22255,05400300103068,6,0,0,0,-888
22256,05400300103068,7,0,0,0,-888
22257,05400300103068,8,0,0,0,-888
22258,05400300103068,9,0,60,90,-888
22259,05400300103068,10,0,0,0,-888
22260,05400300103077,1,30,0,30,-888
22261,05400300103077,2,0,0,0,-888
22262,05400300103077,3,50,0,0,-888
22263,05400300103077,4,15,0,0,-888
22264,05400300103077,5,0,0,0,-888
22265,05400300103077,6,0,0,0,-888
22266,05400300103077,7,0,0,0,-888
22267,05400300103077,8,0,0,0,-888
22268,05400300103077,9,0,30,60,-888
22269,05400300103077,10,0,0,0,-888
22270,05400301101001,1,60,30,45,25
22271,05400301101001,2,45,0,50,35
22272,05400301101001,3,80,35,0,0
22273,05400301101001,4,55,40,0,0
22274,05400301101001,5,0,0,0,0
22275,05400301101001,6,0,0,0,0
22276,05400301101001,7,70,35,60,40
22277,05400301101001,8,50,40,0,0
22278,05400301101001,9,80,60,70,50
22279,05400301101001,10,0,0,0,0
22280,05400301101013,1,55,30,90,40
22281,05400301101013,2,70,40,50,35
22282,05400301101013,3,50,30,0,0
22283,05400301101013,4,100,50,0,0
22284,05400301101013,5,0,0,0,0
22285,05400301101013,6,0,0,0,0
22286,05400301101013,7,70,40,0,0
22287,05400301101013,8,0,0,0,0
22288,05400301101013,9,0,60,90,50
22289,05400301101013,10,0,0,0,0
22290,05400301101025,1,80,45,50,35
22291,05400301101025,2,40,30,50,25
22292,05400301101025,3,120,45,0,0
22293,05400301101025,4,70,50,0,0
22294,05400301101025,5,15,10,0,0
22295,05400301101025,6,0,0,0,0
22296,05400301101025,7,75,80,0,0
22297,05400301101025,8,0,0,0,0
22298,05400301101025,9,0,45,0,60
22299,05400301101025,10,60,0,70,0
22300,05400301101037,1,50,30,40,30
22301,05400301101037,2,30,20,25,15
22302,05400301101037,3,45,40,40,30
22303,05400301101037,4,50,25,0,0
22304,05400301101037,5,0,0,0,0
22305,05400301101037,6,0,0,0,0
22306,05400301101037,7,40,20,55,35
22307,05400301101037,8,45,0,0,0
22308,05400301101037,9,0,50,90,60
22309,05400301101037,10,0,0,0,0
22310,05400301101049,1,50,30,50,25
22311,05400301101049,2,30,20,40,25
22312,05400301101049,3,30,40,45,30
22313,05400301101049,4,70,35,0,0
22314,05400301101049,5,0,0,0,0
22315,05400301101049,6,0,0,0,0
22316,05400301101049,7,35,35,50,30
22317,05400301101049,8,50,25,20,15
22318,05400301101049,9,0,60,40,35
22319,05400301101049,10,0,0,0,0
22320,05400301101061,1,60,45,35,25
22321,05400301101061,2,45,30,60,30
22322,05400301101061,3,40,20,5,40
22323,05400301101061,4,80,50,60,45
22324,05400301101061,5,0,0,0,0
22325,05400301101061,6,0,0,0,0
22326,05400301101061,7,60,35,40,30
22327,05400301101061,8,0,0,0,0
22328,05400301101061,9,90,50,80,60
22329,05400301101061,10,0,0,0,0
22330,05400301101073,1,60,-888,0,0
22331,05400301101073,2,0,-888,0,0
22332,05400301101073,3,70,-888,0,0
22333,05400301101073,4,10,-888,0,0
22334,05400301101073,5,0,-888,0,0
22335,05400301101073,6,0,-888,0,0
22336,05400301101073,7,0,-888,0,0
22337,05400301101073,8,0,-888,0,0
22338,05400301101073,9,90,-888,100,90
22339,05400301101073,10,0,-888,0,0
22340,05400301101085,1,0,0,-888,-888
22341,05400301101085,2,0,0,0,-888
22342,05400301101085,3,70,0,0,-888
22343,05400301101085,4,10,0,0,-888
22344,05400301101085,5,0,0,0,-888
22345,05400301101085,6,0,0,0,-888
22346,05400301101085,7,0,0,0,-888
22347,05400301101085,8,700,0,0,-888
22348,05400301101085,9,0,0,0,-888
22349,05400301101085,10,0,0,0,-888
22350,05400301101097,1,20,0,30,0
22351,05400301101097,2,0,0,0,0
22352,05400301101097,3,60,0,0,0
22353,05400301101097,4,20,0,0,0
22354,05400301101097,5,0,0,0,0
22355,05400301101097,6,0,0,0,0
22356,05400301101097,7,0,0,0,0
22357,05400301101097,8,660,300,30,0
22358,05400301101097,9,0,0,60,0
22359,05400301101097,10,0,0,0,0
22360,05400301101109,1,30,0,0,0
22361,05400301101109,2,0,0,0,0
22362,05400301101109,3,60,0,0,0
22363,05400301101109,4,20,0,0,0
22364,05400301101109,5,0,0,0,0
22365,05400301101109,6,0,0,0,0
22366,05400301101109,7,0,0,0,0
22367,05400301101109,8,400,0,0,0
22368,05400301101109,9,0,0,60,30
22369,05400301101109,10,0,0,360,0
22370,05400301101121,1,50,0,0,0
22371,05400301101121,2,0,0,0,0
22372,05400301101121,3,60,0,0,0
22373,05400301101121,4,15,0,0,0
22374,05400301101121,5,0,0,0,0
22375,05400301101121,6,0,0,0,0
22376,05400301101121,7,0,0,120,0
22377,05400301101121,8,660,0,30,0
22378,05400301101121,9,0,0,0,0
22379,05400301101121,10,0,0,60,0
22380,05400301101133,1,0,0,60,0
22381,05400301101133,2,0,0,0,0
22382,05400301101133,3,60,0,0,0
22383,05400301101133,4,20,0,0,0
22384,05400301101133,5,0,0,0,0
22385,05400301101133,6,0,0,0,0
22386,05400301101133,7,0,0,0,0
22387,05400301101133,8,720,0,0,0
22388,05400301101133,9,0,0,0,0
22389,05400301101133,10,0,0,0,0
22390,05400401501020,1,25,-888,-888,0
22391,05400401501020,2,0,-888,-888,0
22392,05400401501020,3,75,-888,-888,0
22393,05400401501020,4,15,-888,-888,0
22394,05400401501020,5,0,-888,-888,0
22395,05400401501020,6,0,-888,-888,0
22396,05400401501020,7,0,-888,-888,0
22397,05400401501020,8,0,-888,-888,0
22398,05400401501020,9,75,-888,-888,50
22399,05400401501020,10,0,-888,-888,0
22400,05400401501048,1,45,0,0,-888
22401,05400401501048,2,0,0,0,-888
22402,05400401501048,3,90,0,0,-888
22403,05400401501048,4,15,0,0,-888
22404,05400401501048,5,0,0,0,-888
22405,05400401501048,6,0,0,0,-888
22406,05400401501048,7,0,0,0,-888
22407,05400401501048,8,0,0,0,-888
22408,05400401501048,9,0,50,60,-888
22409,05400401501048,10,0,0,0,-888
22410,05400401501076,1,35,-888,30,-888
22411,05400401501076,2,0,-888,4,-888
22412,05400401501076,3,80,-888,0,-888
22413,05400401501076,4,10,-888,0,-888
22414,05400401501076,5,0,-888,0,-888
22415,05400401501076,6,0,-888,0,-888
22416,05400401501076,7,0,-888,0,-888
22417,05400401501076,8,0,-888,0,-888
22418,05400401501076,9,0,-888,0,-888
22419,05400401501076,10,0,-888,0,-888
22420,05400401501104,1,40,0,0,-888
22421,05400401501104,2,0,0,0,-888
22422,05400401501104,3,75,0,0,-888
22423,05400401501104,4,8,0,0,-888
22424,05400401501104,5,0,0,0,-888
22425,05400401501104,6,15,0,0,-888
22426,05400401501104,7,0,0,0,-888
22427,05400401501104,8,620,0,0,-888
22428,05400401501104,9,0,0,0,-888
22429,05400401501104,10,0,0,0,-888
22430,05400401501132,1,40,0,0,0
22431,05400401501132,2,10,0,4,0
22432,05400401501132,3,90,0,0,0
22433,05400401501132,4,0,0,0,0
22434,05400401501132,5,0,0,0,0
22435,05400401501132,6,0,0,0,0
22436,05400401501132,7,0,0,0,0
22437,05400401501132,8,620,25,0,0
22438,05400401501132,9,0,60,0,30
22439,05400401501132,10,0,0,0,0
22440,05400401501160,1,35,0,25,0
22441,05400401501160,2,0,0,0,0
22442,05400401501160,3,90,0,0,0
22443,05400401501160,4,10,0,0,0
22444,05400401501160,5,0,0,0,0
22445,05400401501160,6,0,0,0,0
22446,05400401501160,7,0,0,0,0
22447,05400401501160,8,0,0,0,0
22448,05400401501160,9,0,35,0,0
22449,05400401501160,10,0,0,0,0
22450,05400401501188,1,-888,-888,-888,-888
22451,05400401501188,2,30,20,15,-888
22452,05400401501188,3,180,-888,-888,-888
22453,05400401501188,4,15,-888,-888,-888
