,CommunityID,HI_1,HI_2,HI_3,HI_4,HI_5,HI_6,A8,Facility,K4,K5,K6,K7,K10,K11,K12,K13,K15,K16_am,K17_pm,K18,K19,K20,K21,K22,K23,K24,K25,K26_hour,K26_minute,K27,K28,K29,K30,K31,K32_c,K32_u,K33,K34,K35,K36,K37,K38,K39,K40,K41,K42,K43,K44,K45,K46,K47,K48,K49,K50,K51,K52,K53,K54,K55,K56,K57
680,04360101402,4,36,1,14,2,1,4,1,1,6,1.0,8.0,1,55,2615.0,,,2,11,1,,1.0,24.0,2,3.0,1.0,3.0,3.0,0.0,3.0,2,1.0,1.0,-888.0,0.27,1.0,2.0,,,,,,,,,,,,1,2,3,2,,3.0,2,2,,,,,
681,04380100110,4,38,1,1,10,1,16,1,1,6,1.0,2.0,1,66,3071.0,,,2,11,1,,1.0,24.0,2,2.0,1.0,2.0,4.0,30.0,2.0,2,1.0,1.0,150.0,0.27,1.0,2.0,,,,,,,,,,,,1,2,3,1,3.0,3.0,2,2,,,,,
682,03150300905,3,15,3,9,5,2,5,2,2,5,4.0,1.0,7,1,5.0,,,2,11,2,7.0,,0.0,2,3.0,,,,,,2,4.0,8.0,60.0,15.0,4.0,2.0,,,,,,,,,,,,2,2,3,2,,2.0,2,2,,,,,
683,04360101005,4,36,1,10,5,1,5,2,1,6,4.0,1.0,7,56,180.0,,,2,11,1,,1.0,24.0,1,,1.0,2.0,1.0,0.0,1.0,2,1.0,1.0,2500.0,0.27,1.0,1.0,,,,,,,,,,,,2,2,3,1,6.0,3.0,2,2,,,,,
684,04360101005,4,36,1,10,5,1,5,2,2,5,4.0,6.0,7,45,150.0,,,2,11,1,,1.0,24.0,1,,1.0,3.0,0.0,30.0,2.0,2,1.0,1.0,320.0,0.27,1.0,1.0,,,,,,,,,,,,2,2,3,1,3.0,3.0,2,2,,,,,
685,03141000205,3,14,10,2,5,2,18,2,2,5,3.0,5.0,7,3,10.0,,,2,11,1,,1.0,5.0,1,,1.0,21.0,14.0,30.0,3.0,2,1.0,1.0,15.0,18.0,1.0,2.0,,,,,,,,,,,,2,2,2,1,5.0,3.0,2,2,,,,,
686,03150300101,3,15,3,1,1,2,2,2,2,5,4.0,2.0,7,1,5.0,,,2,11,2,7.0,,0.0,2,3.0,,,,,,2,4.0,8.0,600.0,15.0,4.0,2.0,,,,,,,,,,,,2,2,3,2,,2.0,2,2,,,,,
687,03140901602,3,14,9,16,2,2,21,2,2,5,4.0,1.0,7,1,20.0,,,2,11,2,1.0,,888.0,2,888.0,,,,,,2,4.0,8.0,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,1,2,3,2,,555.0,2,2,,,,,
688,14760500507,14,76,5,5,7,1,9,1,1,5,1.0,3.0,1,81,2234.0,,,2:30,11,1,,1.0,10.0,1,,1.0,6.0,4.0,30.0,2.0,2,1.0,1.0,450.0,448.0,1.0,1.0,,,,,,,,,,,,1,2,3,2,,3.0,2,2,,,,,
689,04280900226,4,28,9,2,26,1,4,1,2,6,1.0,2.0,2,30,720.0,,,2,11,1,,1.0,20.0,1,,1.0,3.0,4.0,0.0,2.0,2,1.0,1.0,300.0,0.27,1.0,1.0,,,,,,,,,,,,2,2,3,1,3.0,3.0,2,2,,,,,
690,04321200208,4,32,12,2,8,1,2,2,1,6,4.0,6.0,8,186,200.0,,,2,11,1,,1.0,24.0,1,,1.0,0.0,,,,2,1.0,1.0,43000.0,0.27,1.0,1.0,,,,,,,,,,,,2,1,3,1,3.0,3.0,2,2,,,,,
691,13700101901,13,70,1,19,1,1,4,2,2,5,15.0,5.0,7,1,10.0,,,2:00,11:00,1,,1.0,3.0,1,,1.0,16.0,12.0,0.0,2.0,2,1.0,1.0,50.0,-888.0,1.0,2.0,,,,,,,,,,,,2,2,2,2,,1.0,2,2,,,,,
692,01030300103,1,3,3,1,3,1,1,4,1,5,8.0,5.0,12,15,65.0,,,2:30,11:00,1,,1.0,888.0,2,2.0,1.0,6.0,0.0,45.0,2.0,2,1.0,1.0,129.0,1.0,1.0,1.0,,,,,,,,,,,,1,2,3,2,,3.0,2,2,,,,,
693,01010200116,1,1,2,1,16,1,1,3,1,2,6.0,11.0,10,10,2000.0,,,11:00,11:00,1,,1.0,22.0,2,2.0,1.0,10.0,0.0,20.0,2.0,2,1.0,1.0,50.0,-888.0,1.0,2.0,,,,,,,,,,,,2,2,2,2,,3.0,2,2,,,,,
694,01030800402,1,3,8,4,2,1,1,4,1,6,8.0,13.0,12,29,159.0,,,2:30,11:00,1,,1.0,8.0,2,2.0,1.0,6.0,0.0,45.0,2.0,2,1.0,1.0,189.0,1.0,1.0,1.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
695,01010301101,1,1,3,11,1,2,1,3,1,1,6.0,15.0,10,13,60.0,,,11:00,11:00,2,1.0,,0.0,2,3.0,,,,,,2,3.0,7.0,150.0,5.0,4.0,2.0,,,,,,,,,,,,2,2,3,2,,5.0,2,2,,,,,
696,01030800402,1,3,8,4,2,1,1,2,1,6,8.0,13.0,7,120,300.0,,,2:30,11:00,1,,1.0,8.0,1,,1.0,6.0,0.0,45.0,2.0,2,1.0,1.0,240.0,1.0,1.0,1.0,,,,,,,,,,,,1,2,3,1,3.0,3.0,2,2,,,,,
697,01030800402,1,3,8,4,2,1,1,3,1,1,6.0,25.0,10,5,420.0,,,11:00,11:00,1,,1.0,22.0,2,2.0,1.0,7.0,0.0,45.0,2.0,2,1.0,1.0,89.0,1.0,1.0,1.0,,,,,,,,,,,,1,2,3,2,,3.0,2,2,,,,,
698,01041100201,1,4,11,2,1,1,1,3,1,2,9.0,20.0,10,3,150.0,,,11:00,11:00,1,,1.0,888.0,2,2.0,1.0,9.0,0.0,25.0,2.0,2,1.0,1.0,54.0,1.0,1.0,1.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
699,01030300103,1,3,3,1,3,1,1,3,1,5,8.0,5.0,10,2,80.0,,,11:00,11:00,1,,1.0,20.0,2,2.0,1.0,6.0,0.0,30.0,2.0,2,1.0,1.0,45.0,1.0,1.0,2.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
700,03141800910,3,14,18,9,10,1,2,1,2,6,1.0,6.0,1,56,1000.0,,,1:30,11:00,1,,1.0,20.0,1,,1.0,30.0,0.0,30.0,2.0,2,1.0,1.0,20.0,0.6,1.0,1.0,,,,,,,,,,,,2,2,3,2,,7.0,2,2,,,,,
701,01010400404,1,1,4,4,4,2,1,3,1,6,2.0,15.0,10,1,120.0,,,11:00,11:00,2,1.0,,888.0,2,888.0,,,,,,2,555.0,555.0,-888.0,-888.0,555.0,1.0,,,,,,,,,,,,2,2,3,2,,555.0,2,2,,,,,
702,01060100317,1,6,1,3,17,1,1,3,1,6,8.0,8.0,10,4,200.0,,,11:00,11:00,1,,1.0,888.0,2,2.0,1.0,3.0,0.0,20.0,2.0,2,1.0,1.0,-888.0,-888.0,1.0,1.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
703,03141700416,3,14,17,4,16,1,3,1,1,6,1.0,7.0,2,137,2016.0,,,1:30,11:00,1,,1.0,19.0,2,1.0,1.0,10.0,5.0,0.0,1.0,2,1.0,1.0,1600.0,-888.0,1.0,1.0,,,,,,,,,,,,1,2,3,2,,3.0,2,2,,,,,
704,14760500527,14,76,5,5,27,1,7,1,1,5,1.0,3.0,1,81,2234.0,,,2:30,11:10,1,,1.0,10.0,1,,1.0,6.0,4.0,30.0,2.0,2,1.0,1.0,448.0,450.0,1.0,1.0,,,,,,,,,,,,1,2,3,2,,3.0,2,2,,,,,
705,14760500811,14,76,5,8,11,1,12,1,1,6,1.0,2.0,1,68,719.0,,,2:30,11:10,1,,1.0,10.0,1,,1.0,7.0,5.0,30.0,2.0,2,1.0,1.0,800.0,700.0,1.0,2.0,,,,,,,,,,,,1,2,3,2,,3.0,2,2,,,,,
706,02090200123,2,9,2,1,23,1,1,4,1,5,8.0,10.0,12,13,85.0,,,2:30,11:30,1,,1.0,8.0,2,3.0,1.0,10.0,0.0,30.0,3.0,2,1.0,1.0,200.0,1.0,1.0,2.0,,,,,,,,,,,,1,2,3,2,,3.0,2,2,,,,,
707,01050100110,1,5,1,1,10,1,1,4,1,5,8.0,6.0,12,25,120.0,,,2:30,11:30,1,,1.0,8.0,2,2.0,1.0,6.0,0.0,30.0,2.0,2,1.0,1.0,114.0,1.0,1.0,1.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
708,03120300709,3,12,3,7,9,2,19,2,1,5,2.0,2.0,1,8,250.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
709,01050100110,1,5,1,1,10,1,1,2,1,5,8.0,6.0,7,43,210.0,,,2:30,11:30,1,,1.0,888.0,2,2.0,1.0,9.0,0.0,30.0,2.0,2,1.0,1.0,234.0,1.0,1.0,1.0,,,,,,,,,,,,1,2,3,2,,3.0,2,2,,,,,
710,01060100317,1,6,1,3,17,1,1,4,1,6,8.0,6.0,12,31,150.0,,,2:30,11:30,1,,1.0,888.0,2,2.0,1.0,3.0,0.0,20.0,2.0,2,1.0,1.0,153.0,1.0,1.0,1.0,,,,,,,,,,,,1,2,3,2,,3.0,2,2,,,,,
711,03111802013,3,11,18,20,13,1,5,4,1,6,8.0,1.0,12,61,60.0,,,2:30,11:30,1,,1.0,15.0,2,2.0,1.0,88.0,3.0,0.0,2.0,2,1.0,1.0,202.0,0.6,1.0,1.0,,,,,,,,,,,,2,2,3,2,,2.0,2,2,,,,,
712,14760500811,14,76,5,8,11,1,12,4,1,5,8.0,3.0,12,2,5.0,,,2:30,11:30,1,,1.0,8.0,1,2.0,1.0,7.0,5.0,30.0,2.0,2,1.0,1.0,-888.0,-888.0,1.0,2.0,,,,,,,,,,,,1,2,3,2,,3.0,2,2,,,,,
713,01050100110,1,5,1,1,10,1,1,1,1,5,8.0,6.0,1,48,850.0,,,2:30,11:30,1,,1.0,8.0,2,2.0,1.0,9.0,0.0,30.0,2.0,2,1.0,1.0,150.0,1.0,1.0,1.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
714,03170403702,3,17,4,37,2,2,6,2,2,5,3.0,3.0,7,2,42.0,,,2:30,11:30,2,1.0,,888.0,2,888.0,,,,,,2,555.0,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,3,2,,,2,2,,,,,
715,03110300605,3,11,3,6,5,2,15,4,1,6,2.0,3.0,1,8,468.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
716,01021200418,1,2,12,4,18,1,1,1,2,5,4.0,1.0,1,51,1000.0,,,2:30,11:30,1,,1.0,22.0,1,,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,-888.0,0.48,1.0,2.0,,,,,,,,,,,,2,2,3,1,3.0,3.0,2,2,,,,,
717,01010400804,1,1,4,8,4,2,1,4,1,2,8.0,4.0,12,53,100.0,,,2:30,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
718,01050101108,1,5,1,11,8,2,1,2,1,5,8.0,8.0,7,2,50.0,,,2:30,11:30,2,1.0,,888.0,2,888.0,,,,,,2,555.0,555.0,-888.0,-888.0,555.0,1.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
719,01010200116,1,1,2,1,16,1,1,2,1,6,8.0,15.0,8,84,120.0,,,2:30,11:30,1,,1.0,23.0,2,2.0,1.0,6.0,1.0,0.0,2.0,2,1.0,1.0,321.0,0.45,1.0,2.0,,,,,,,,,,,,2,2,2,1,3.0,3.0,2,2,,,,,
720,01010200116,1,1,2,1,16,1,1,1,1,5,,1.0,1,39,600.0,,,2:30,11:30,1,,1.0,22.0,2,2.0,1.0,5.0,0.0,45.0,2.0,2,1.0,1.0,-888.0,-888.0,1.0,2.0,,,,,,,,,,,,2,2,2,2,,3.0,2,2,,,,,
721,03200200209,3,20,2,2,9,1,4,4,1,5,8.0,3.0,12,17,15.0,,,2:30,11:30,1,,1.0,15.0,2,1.0,1.0,7.0,2.0,30.0,1.0,2,1.0,1.0,344.0,0.6,1.0,1.0,,,,,,,,,,,,2,2,1,2,,2.0,2,2,,,,,
722,03190402004,3,19,4,20,4,2,10,2,2,5,3.0,3.0,7,23,56.0,,,2,11:30,1,,5.0,888.0,2,888.0,2.0,,,,,1,,,,,,,-888.0,2.0,1.0,-888.0,-888.0,3.0,2.0,3.0,6.0,1.0,3.0,2,2,2,2,,,2,2,,,,,
723,01010400404,1,1,4,4,4,2,1,2,1,6,2.0,3.0,7,2,60.0,,,2:30,11:30,2,1.0,,888.0,2,888.0,,,,,,2,555.0,555.0,-888.0,-888.0,555.0,1.0,,,,,,,,,,,,2,2,3,2,,555.0,2,2,,,,,
724,03110800110,3,11,8,1,10,1,6,4,1,4,8.0,3.0,12,5,20.0,,,2:30,11:30,1,,1.0,12.0,2,1.0,1.0,6.0,4.0,0.0,1.0,2,1.0,1.0,306.0,0.6,1.0,1.0,,,,,,,,,,,,2,2,3,2,,2.0,2,2,,,,,
725,03190201401,3,19,2,14,1,2,9,2,2,5,3.0,3.0,7,23,45.0,,,2:30,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,3,2,,,2,2,,,,,
726,03110800110,3,11,8,1,10,1,6,1,1,6,1.0,2.0,1,27,1945.0,,,2:30,11:30,1,,1.0,21.0,2,1.0,1.0,25.0,2.0,30.0,1.0,2,1.0,1.0,132.0,0.6,1.0,1.0,,,,,,,,,,,,2,2,3,2,,2.0,2,2,,,,,
727,01041100201,1,4,11,2,1,1,1,4,1,6,8.0,8.0,12,17,89.0,,,2:30,11:30,1,,1.0,888.0,2,2.0,1.0,9.0,0.0,25.0,2.0,2,1.0,1.0,84.0,1.0,1.0,1.0,,,,,,,,,,,,1,2,3,2,,3.0,2,2,,,,,
728,02090100104,2,9,1,1,4,1,1,2,1,5,8.0,8.0,7,3,156.0,,,2:30,11:30,1,,1.0,11.0,2,3.0,1.0,6.0,0.0,20.0,3.0,2,1.0,1.0,200.0,1.0,1.0,2.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
729,02090100104,2,9,1,1,4,1,1,1,1,5,8.0,8.0,1,22,600.0,,,2:30,11:30,1,,1.0,11.0,2,2.0,1.0,6.0,0.0,20.0,3.0,2,1.0,1.0,200.0,1.0,1.0,2.0,,,,,,,,,,,,2,2,2,2,,3.0,2,2,,,,,
730,01010301101,1,1,3,11,1,2,1,2,1,5,8.0,4.0,7,3,50.0,,,2:30,11:30,1,,1.0,22.0,2,2.0,1.0,6.0,1.0,0.0,3.0,2,1.0,1.0,-888.0,-888.0,1.0,2.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
731,02090100104,2,9,1,1,4,1,1,4,1,5,8.0,8.0,12,7,80.0,,,2:30,11:30,1,,1.0,10.0,2,3.0,1.0,6.0,0.0,20.0,3.0,2,1.0,1.0,158.0,1.0,1.0,2.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
732,01060100317,1,6,1,3,17,1,1,1,1,6,8.0,6.0,1,103,1640.0,,,2:30,11:30,1,,1.0,8.0,2,2.0,1.0,7.0,0.0,20.0,2.0,2,1.0,1.0,161.0,-888.0,1.0,1.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
733,03190202501,3,19,2,25,1,2,8,3,2,5,3.0,5.0,7,2,10.0,,,2:30,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,3,2,,,2,2,,,,,
734,01021200418,1,2,12,4,18,1,1,2,2,5,4.0,1.0,7,38,250.0,,,2:30,11:30,1,,1.0,23.0,1,,1.0,12.0,1.0,0.0,2.0,2,1.0,1.0,-888.0,-888.0,1.0,2.0,,,,,,,,,,,,2,2,2,2,,3.0,2,2,,,,,
735,01010200116,1,1,2,1,16,1,1,4,1,6,8.0,15.0,12,86,160.0,,,2:30,11:30,1,,1.0,23.0,2,1.0,1.0,5.0,0.0,30.0,2.0,2,1.0,1.0,-888.0,-888.0,1.0,2.0,,,,,,,,,,,,2,2,3,1,6.0,3.0,2,2,,,,,
736,02070200101,2,7,2,1,1,1,1,4,1,5,8.0,10.0,12,16,200.0,,,2:30,11:30,1,,1.0,8.0,2,3.0,1.0,5.0,1.0,0.0,3.0,2,1.0,1.0,230.0,1.0,1.0,2.0,,,,,,,,,,,,1,2,3,2,,3.0,2,2,,,,,
737,03120300709,3,12,3,7,9,2,19,3,2,5,3.0,3.0,7,3,35.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
738,03141800910,3,14,18,9,10,1,2,4,2,5,8.0,1.0,12,22,70.0,,,2:30,11:30,1,,1.0,12.0,1,1.0,1.0,15.0,8.0,35.0,1.0,2,1.0,1.0,342.0,0.6,1.0,2.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
739,02070300104,2,7,3,1,4,1,1,4,1,5,8.0,11.0,12,18,250.0,,,2:30,11:30,1,,1.0,8.0,2,2.0,1.0,5.0,0.0,40.0,2.0,2,1.0,1.0,189.0,1.0,1.0,1.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
740,03141700416,3,14,17,4,16,1,3,4,2,6,8.0,1.0,12,12,16.0,,,2:30,11:30,1,,1.0,18.0,2,1.0,1.0,4.0,1.0,30.0,2.0,2,1.0,1.0,14.0,0.35,1.0,1.0,,,,,,,,,,,,2,2,3,2,,2.0,2,2,,,,,
741,01020600113,1,2,6,1,13,1,8,1,1,6,8.0,5.0,1,63,1100.0,,,2:30,11:30,1,,1.0,23.0,2,2.0,1.0,7.0,0.0,30.0,3.0,2,1.0,1.0,90.0,1.0,1.0,2.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
742,02090200123,2,9,2,1,23,1,1,1,1,5,8.0,10.0,1,63,1743.0,,,2:30,11:30,1,,1.0,8.0,2,3.0,1.0,10.0,0.0,30.0,3.0,2,1.0,1.0,189.0,1.0,1.0,2.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
743,03112101007,3,11,21,10,7,2,17,3,1,2,6.0,6.0,10,6,35.0,,,        12,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
744,03120302401,3,12,3,24,1,2,20,4,1,6,1.0,4.0,1,8,457.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
745,03160201902,3,16,2,19,2,2,3,1,2,5,3.0,5.0,7,2,48.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,,,,,,,,,,,,,,,,1,2,2,2,,6.0,2,2,,,,,
746,03110800110,3,11,8,1,10,1,6,2,1,5,9.0,5.0,7,22,30.0,,,2:30,11:30,1,,1.0,16.0,2,2.0,1.0,30.0,6.0,0.0,2.0,2,1.0,1.0,1200.0,0.6,1.0,1.0,,,,,,,,,,,,2,2,3,1,3.0,2.0,2,1,1.0,1.0,2.0,1.0,2.0
747,03170601005,3,17,6,10,5,2,4,2,2,5,3.0,5.0,7,19,42.0,,,2:30,11:30,1,,4.0,888.0,2,888.0,2.0,,,,,1,,,,,,,-888.0,2.0,2.0,,-888.0,6.0,2.0,3.0,5.0,2.0,5.0,2,2,3,2,,555.0,2,2,,,,,
748,01010400404,1,1,4,4,4,2,1,1,1,6,2.0,3.0,1,22,780.0,,,2:30,11:30,2,1.0,,8.0,2,888.0,,,,,,2,,,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,2,2,3,2,,555.0,2,2,,,,,
749,03170401804,3,17,4,18,4,2,5,1,2,5,3.0,4.0,7,4,40.0,,,2:30,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,3,2,,,2,2,,,,,
750,01010400404,1,1,4,4,4,2,1,4,1,6,2.0,3.0,12,5,152.0,,,2:30,11:30,2,1.0,,888.0,2,888.0,,,,,,2,555.0,555.0,-888.0,-888.0,555.0,1.0,,,,,,,,,,,,2,2,3,2,,555.0,2,2,,,,,
751,01030800402,1,3,8,4,2,1,1,1,1,6,2.0,13.0,1,81,1289.0,,,2:30,11:30,1,,1.0,8.0,1,,1.0,7.0,0.0,45.0,2.0,2,1.0,1.0,153.0,1.0,1.0,1.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
752,02070200101,2,7,2,1,1,1,1,3,1,1,6.0,26.0,10,3,150.0,,,11:30,11:30,1,,1.0,20.0,2,2.0,1.0,3.0,0.0,50.0,3.0,2,1.0,1.0,90.0,1.0,1.0,2.0,,,,,,,,,,,,1,2,3,2,,3.0,2,2,,,,,
753,03110800701,3,11,8,7,1,2,16,1,2,5,3.0,3.0,7,23,25.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
754,02070300104,2,7,3,1,4,1,1,1,1,5,8.0,11.0,1,71,1250.0,,,2:30,11:30,1,,1.0,8.0,2,2.0,1.0,6.0,0.0,40.0,2.0,2,1.0,1.0,156.0,1.0,1.0,1.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
755,14760500532,14,76,5,5,32,1,10,4,1,6,8.0,3.0,12,16,20.0,,,2:30,11:30,1,,1.0,8.0,1,2.0,1.0,6.0,4.0,30.0,2.0,2,1.0,1.0,-888.0,-888.0,1.0,2.0,,,,,,,,,,,,1,2,3,2,,3.0,2,2,,,,,
756,06460301303,6,46,3,13,3,2,13,1,2,5,3.0,8.0,7,2,25.0,,,2:30,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
757,01010301101,1,1,3,11,1,2,1,4,1,5,8.0,4.0,12,8,30.0,,,2:30,11:30,1,,1.0,22.0,2,2.0,1.0,5.0,1.0,0.0,888.0,2,1.0,1.0,60.0,1.0,1.0,2.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
758,01050101108,1,5,1,11,8,2,1,3,1,5,8.0,8.0,10,1,60.0,,,2:30,11:30,2,1.0,,888.0,2,2.0,,,,,,2,555.0,555.0,-888.0,-888.0,555.0,1.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
759,04321200208,4,32,12,2,8,1,2,4,1,6,2.0,6.0,1,68,2400.0,,,2,11:30,1,,1.0,24.0,2,1.0,1.0,1.0,1.0,0.0,1.0,2,1.0,1.0,25.0,0.27,1.0,2.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
760,02070200101,2,7,2,1,1,1,1,1,1,5,8.0,10.0,1,54,980.0,,,2:30,11:30,1,,1.0,11.0,2,3.0,1.0,4.0,2.0,0.0,3.0,2,1.0,1.0,189.0,1.0,1.0,2.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
761,03190201401,3,19,2,14,1,2,9,4,1,2,6.0,3.0,12,1,45.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,555.0,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,3,2,,,2,2,,,,,
762,03120102608,3,12,1,26,8,2,18,3,2,6,3.0,2.0,7,2,25.0,,,2,11:30,1,,4.0,888.0,2,888.0,2.0,,,,,1,,,,,,,-888.0,2.0,2.0,,-888.0,3.0,2.0,3.0,3.0,1.0,3.0,2,2,2,2,,,2,2,,,,,
763,01010400804,1,1,4,8,4,2,1,1,1,2,8.0,4.0,1,22,826.0,,,2:30,11:30,2,1.0,,0.0,2,888.0,,,,,,2,,,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,2,2,2,2,,2.0,2,2,,,,,
764,03170400206,3,17,4,2,6,2,7,1,2,5,3.0,1.0,7,5,40.0,,,2:30,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
765,03110301501,3,11,3,15,1,2,14,3,1,2,6.0,5.0,10,2,50.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
766,01050101108,1,5,1,11,8,2,1,1,1,5,8.0,8.0,1,32,720.0,,,2:30,11:30,2,1.0,,888.0,2,2.0,,,,,,2,1.0,1.0,-888.0,-888.0,555.0,1.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
767,01020600113,1,2,6,1,13,1,8,4,1,6,8.0,6.0,12,23,250.0,,,2:30,11:30,1,,1.0,8.0,2,2.0,1.0,6.0,0.0,50.0,2.0,2,1.0,1.0,121.0,1.0,1.0,1.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
768,01021200418,1,2,12,4,18,1,1,4,2,5,4.0,1.0,12,18,80.0,,,2:30,11:30,1,,1.0,23.0,2,2.0,1.0,5.0,1.0,0.0,2.0,2,2.0,1.0,-888.0,-888.0,1.0,2.0,,,,,,,,,,,,2,2,2,2,,3.0,2,2,,,,,
769,01030300103,1,3,3,1,3,1,1,2,1,5,8.0,5.0,7,86,120.0,,,2:30,11:30,1,,1.0,8.0,2,2.0,1.0,8.0,0.0,40.0,2.0,2,1.0,1.0,132.0,1.0,1.0,1.0,,,,,,,,,,,,2,2,3,1,3.0,3.0,2,2,,,,,
770,01010400804,1,1,4,8,4,2,1,2,1,1,8.0,4.0,7,3,150.0,,,2:30,11:30,2,1.0,,0.0,2,888.0,,,,,,2,4.0,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
771,01060100317,1,6,1,3,17,1,1,2,1,6,8.0,6.0,7,120,190.0,,,2:30,11:30,1,,1.0,8.0,2,2.0,1.0,3.0,0.0,20.0,2.0,2,1.0,1.0,231.0,-888.0,1.0,1.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
772,03111802013,3,11,18,20,13,1,5,2,1,5,4.0,1.0,7,27,20.0,,,2:30,11:30,1,,1.0,17.0,2,1.0,1.0,28.0,0.0,40.0,1.0,2,1.0,1.0,-888.0,-888.0,1.0,2.0,,,,,,,,,,,,2,2,3,1,3.0,2.0,2,1,1.0,1.0,2.0,1.0,1.0
773,02070300104,2,7,3,1,4,1,1,2,1,5,8.0,11.0,7,152,280.0,,,2:30,11:30,1,,1.0,23.0,2,2.0,1.0,6.0,0.0,45.0,3.0,2,1.0,1.0,396.0,1.0,1.0,1.0,,,,,,,,,,,,1,2,3,1,3.0,3.0,2,2,,,,,
774,02090100104,2,9,1,1,4,1,1,3,1,5,8.0,8.0,10,4,230.0,,,2:30,11:30,1,,1.0,20.0,2,3.0,1.0,6.0,0.0,20.0,3.0,2,1.0,1.0,-888.0,1.0,1.0,2.0,,,,,,,,,,,,1,2,3,2,,3.0,2,2,,,,,
775,01041100201,1,4,11,2,1,1,1,1,1,6,8.0,8.0,1,89,1152.0,,,2:30,11:30,1,,1.0,8.0,2,2.0,1.0,9.0,0.0,25.0,2.0,2,1.0,1.0,110.0,1.0,1.0,1.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
