,HHID,HI_1,HI_2,HI_3,HI_4,HI_5,HI_6,HI_7new,HI_14,eaid,A0,zone_csa,wereda_name
3258,14720100211003,14,72,1,2,11,1,3,06/01/17,14010110100211.0,7,1,AKAKI KALITY
3259,14720100211004,14,72,1,2,11,1,4,11/01/17,14010110100211.0,5,1,AKAKI KALITY
3260,14720100211005,14,72,1,2,11,1,5,05/01/17,14010110100211.0,2,1,AKAKI KALITY
3261,14720100211006,14,72,1,2,11,1,6,05/01/17,14010110100211.0,3,1,AKAKI KALITY
3262,14720100211007,14,72,1,2,11,1,7,10/01/17,14010110100211.0,2,1,AKAKI KALITY
3263,14720100211008,14,72,1,2,11,1,8,11/01/17,14010110100211.0,8,1,AKAKI KALITY
3264,14720100211009,14,72,1,2,11,1,9,10/01/17,14010110100211.0,4,1,AKAKI KALITY
3265,14720100211010,14,72,1,2,11,1,10,10/01/17,14010110100211.0,4,1,AKAKI KALITY
3266,14720100211011,14,72,1,2,11,1,11,04/01/17,14010110100211.0,7,1,AKAKI KALITY
3267,14720100211012,14,72,1,2,11,1,12,12/01/17,14010110100211.0,5,1,AKAKI KALITY
3268,14720100211013,14,72,1,2,11,1,13,12/01/17,14010110100211.0,4,1,AKAKI KALITY
3269,14720100211014,14,72,1,2,11,1,14,12/01/17,14010110100211.0,4,1,AKAKI KALITY
3270,14720100211015,14,72,1,2,11,1,15,08/01/17,14010110100211.0,5,1,AKAKI KALITY
3271,14720100211016,14,72,1,2,11,1,16,09/01/17,14010110100211.0,3,1,AKAKI KALITY
3272,14720100211017,14,72,1,2,11,1,17,09/01/17,14010110100211.0,6,1,AKAKI KALITY
3273,14720100211018,14,72,1,2,11,1,18,09/01/17,14010110100211.0,7,1,AKAKI KALITY
3274,14720100211019,14,72,1,2,11,1,19,11/01/17,14010110100211.0,2,1,AKAKI KALITY
3275,14720100211020,14,72,1,2,11,1,20,06/01/17,14010110100211.0,4,1,AKAKI KALITY
3276,14720100222001,14,72,1,2,22,1,1,05/01/17,14010110100222.0,3,1,AKAKI KALITY
3277,14720100222002,14,72,1,2,22,1,2,05/01/17,14010110100222.0,2,1,AKAKI KALITY
3278,14720100222003,14,72,1,2,22,1,3,05/01/17,14010110100222.0,4,1,AKAKI KALITY
3279,14720100222004,14,72,1,2,22,1,4,06/01/17,14010110100222.0,4,1,AKAKI KALITY
3280,14720100222005,14,72,1,2,22,1,5,06/01/17,14010110100222.0,4,1,AKAKI KALITY
3281,14720100222006,14,72,1,2,22,1,6,08/01/17,14010110100222.0,3,1,AKAKI KALITY
3282,14720100222007,14,72,1,2,22,1,7,08/01/17,14010110100222.0,7,1,AKAKI KALITY
3283,14720100222008,14,72,1,2,22,1,8,08/01/17,14010110100222.0,3,1,AKAKI KALITY
3284,14720100222009,14,72,1,2,22,1,9,09/01/17,14010110100222.0,5,1,AKAKI KALITY
3285,14720100222010,14,72,1,2,22,1,10,09/01/17,14010110100222.0,4,1,AKAKI KALITY
3286,14720100222011,14,72,1,2,22,1,11,09/01/17,14010110100222.0,8,1,AKAKI KALITY
3287,14720100222012,14,72,1,2,22,1,12,10/01/17,14010110100222.0,4,1,AKAKI KALITY
3288,14720100222013,14,72,1,2,22,1,13,10/01/17,14010110100222.0,6,1,AKAKI KALITY
3289,14720100222014,14,72,1,2,22,1,14,10/01/17,14010110100222.0,2,1,AKAKI KALITY
3290,14720100222015,14,72,1,2,22,1,15,11/01/17,14010110100222.0,5,1,AKAKI KALITY
3291,14720100222016,14,72,1,2,22,1,16,11/01/17,14010110100222.0,5,1,AKAKI KALITY
3292,14720100222017,14,72,1,2,22,1,17,11/01/17,14010110100222.0,6,1,AKAKI KALITY
3293,14720100222018,14,72,1,2,22,1,18,12/01/17,14010110100222.0,4,1,AKAKI KALITY
3294,14720100222019,14,72,1,2,22,1,19,12/01/17,14010110100222.0,3,1,AKAKI KALITY
3295,14720100222020,14,72,1,2,22,1,20,12/01/17,14010110100222.0,3,1,AKAKI KALITY
3296,14720100315001,14,72,1,3,15,1,1,03/01/17,14010110100315.0,7,1,AKAKI KALITY
3297,14720100315003,14,72,1,3,15,1,3,03/01/17,14010110100315.0,4,1,AKAKI KALITY
3298,14720100315004,14,72,1,3,15,1,4,04/01/17,14010110100315.0,3,1,AKAKI KALITY
3299,14720100315005,14,72,1,3,15,1,5,03/01/17,14010110100315.0,3,1,AKAKI KALITY
3300,14720100315006,14,72,1,3,15,1,6,04/01/17,14010110100315.0,2,1,AKAKI KALITY
3301,14720100315012,14,72,1,3,15,1,12,09/01/17,14010110100315.0,2,1,AKAKI KALITY
3302,14720100315047,14,72,1,3,15,1,47,05/01/17,14010110100315.0,4,1,AKAKI KALITY
3303,14720100315054,14,72,1,3,15,1,54,05/01/17,14010110100315.0,6,1,AKAKI KALITY
3304,14720100315061,14,72,1,3,15,1,61,05/01/17,14010110100315.0,5,1,AKAKI KALITY
3305,14720100315068,14,72,1,3,15,1,68,07/01/17,14010110100315.0,4,1,AKAKI KALITY
3306,14720100315075,14,72,1,3,15,1,75,07/01/17,14010110100315.0,3,1,AKAKI KALITY
3307,14720100315082,14,72,1,3,15,1,82,07/01/17,14010110100315.0,2,1,AKAKI KALITY
3308,14720100315089,14,72,1,3,15,1,89,08/01/17,14010110100315.0,2,1,AKAKI KALITY
3309,14720100315096,14,72,1,3,15,1,96,11/01/17,14010110100315.0,1,1,AKAKI KALITY
3310,14720100315103,14,72,1,3,15,1,103,08/01/17,14010110100315.0,4,1,AKAKI KALITY
3311,14720100315110,14,72,1,3,15,1,110,08/01/17,14010110100315.0,9,1,AKAKI KALITY
3312,14720100315117,14,72,1,3,15,1,117,10/01/17,14010110100315.0,5,1,AKAKI KALITY
3313,14720100315124,14,72,1,3,15,1,124,09/01/17,14010110100315.0,2,1,AKAKI KALITY
3314,14720100315131,14,72,1,3,15,1,131,10/01/17,14010110100315.0,6,1,AKAKI KALITY
3315,14720100315138,14,72,1,3,15,1,138,09/01/17,14010110100315.0,3,1,AKAKI KALITY
3316,14720100326001,14,72,1,3,26,1,1,04/01/17,14010110100326.0,3,1,AKAKI KALITY
3317,14720100326002,14,72,1,3,26,1,2,04/01/17,14010110100326.0,5,1,AKAKI KALITY
3318,14720100326003,14,72,1,3,26,1,3,05/01/17,14010110100326.0,2,1,AKAKI KALITY
3319,14720100326004,14,72,1,3,26,1,4,05/01/17,14010110100326.0,4,1,AKAKI KALITY
3320,14720100326005,14,72,1,3,26,1,5,05/01/17,14010110100326.0,2,1,AKAKI KALITY
3321,14720100326006,14,72,1,3,26,1,6,06/01/17,14010110100326.0,3,1,AKAKI KALITY
3322,14720100326007,14,72,1,3,26,1,7,06/01/17,14010110100326.0,2,1,AKAKI KALITY
3323,14720100326008,14,72,1,3,26,1,8,06/01/17,14010110100326.0,4,1,AKAKI KALITY
3324,14720100326009,14,72,1,3,26,1,9,07/01/17,14010110100326.0,10,1,AKAKI KALITY
3325,14720100326010,14,72,1,3,26,1,10,07/01/17,14010110100326.0,1,1,AKAKI KALITY
3326,14720100326011,14,72,1,3,26,1,11,07/01/17,14010110100326.0,4,1,AKAKI KALITY
3327,14720100326012,14,72,1,3,26,1,12,09/01/17,14010110100326.0,4,1,AKAKI KALITY
3328,14720100326013,14,72,1,3,26,1,13,09/01/17,14010110100326.0,1,1,AKAKI KALITY
3329,14720100326014,14,72,1,3,26,1,14,09/01/17,14010110100326.0,1,1,AKAKI KALITY
3330,14720100326015,14,72,1,3,26,1,15,10/01/17,14010110100326.0,4,1,AKAKI KALITY
3331,14720100326016,14,72,1,3,26,1,16,10/01/17,14010110100326.0,8,1,AKAKI KALITY
3332,14720100326017,14,72,1,3,26,1,17,10/01/17,14010110100326.0,1,1,AKAKI KALITY
3333,14720100326018,14,72,1,3,26,1,18,11/01/17,14010110100326.0,3,1,AKAKI KALITY
3334,14720100326019,14,72,1,3,26,1,19,11/01/17,14010110100326.0,2,1,AKAKI KALITY
3335,14720100326020,14,72,1,3,26,1,20,11/01/17,14010110100326.0,5,1,AKAKI KALITY
3336,14720100406001,14,72,1,4,6,1,1,04/01/17,14010110100406.0,3,1,AKAKI KALITY
3337,14720100406002,14,72,1,4,6,1,2,04/01/17,14010110100406.0,5,1,AKAKI KALITY
3338,14720100406003,14,72,1,4,6,1,3,05/01/17,14010110100406.0,5,1,AKAKI KALITY
3339,14720100406004,14,72,1,4,6,1,4,05/01/17,14010110100406.0,4,1,AKAKI KALITY
3340,14720100406005,14,72,1,4,6,1,5,06/01/17,14010110100406.0,7,1,AKAKI KALITY
3341,14720100406006,14,72,1,4,6,1,6,06/01/17,14010110100406.0,1,1,AKAKI KALITY
3342,14720100406007,14,72,1,4,6,1,7,08/01/17,14010110100406.0,4,1,AKAKI KALITY
3343,14720100406008,14,72,1,4,6,1,8,09/01/17,14010110100406.0,2,1,AKAKI KALITY
3344,14720100406009,14,72,1,4,6,1,9,09/01/17,14010110100406.0,5,1,AKAKI KALITY
3345,14720100406010,14,72,1,4,6,1,10,10/01/17,14010110100406.0,6,1,AKAKI KALITY
3346,14720100406011,14,72,1,4,6,1,11,10/01/17,14010110100406.0,4,1,AKAKI KALITY
3347,14720100406012,14,72,1,4,6,1,12,10/01/17,14010110100406.0,7,1,AKAKI KALITY
3348,14720100512001,14,72,1,5,12,1,1,08/01/17,14010110100512.0,5,1,AKAKI KALITY
3349,14720100512002,14,72,1,5,12,1,2,04/01/17,14010110100512.0,4,1,AKAKI KALITY
3350,14720100512003,14,72,1,5,12,1,3,04/01/17,14010110100512.0,4,1,AKAKI KALITY
3351,14720100512004,14,72,1,5,12,1,4,06/01/17,14010110100512.0,6,1,AKAKI KALITY
3352,14720100512006,14,72,1,5,12,1,6,05/01/17,14010110100512.0,5,1,AKAKI KALITY
3353,14720100512007,14,72,1,5,12,1,7,05/01/17,14010110100512.0,4,1,AKAKI KALITY
3354,14720100512008,14,72,1,5,12,1,8,06/01/17,14010110100512.0,8,1,AKAKI KALITY
3355,14720100512009,14,72,1,5,12,1,9,05/01/17,14010110100512.0,5,1,AKAKI KALITY
3356,14720100512010,14,72,1,5,12,1,10,11/01/17,14010110100512.0,3,1,AKAKI KALITY
3357,14720100512011,14,72,1,5,12,1,11,06/01/17,14010110100512.0,7,1,AKAKI KALITY
3358,14720100512012,14,72,1,5,12,1,12,08/01/17,14010110100512.0,7,1,AKAKI KALITY
3359,14720100512013,14,72,1,5,12,1,13,10/01/17,14010110100512.0,4,1,AKAKI KALITY
3360,14720100512014,14,72,1,5,12,1,14,10/01/17,14010110100512.0,1,1,AKAKI KALITY
3361,14720100512015,14,72,1,5,12,1,15,10/01/17,14010110100512.0,3,1,AKAKI KALITY
3362,14720100512016,14,72,1,5,12,1,16,10/01/17,14010110100512.0,3,1,AKAKI KALITY
3363,14720100512017,14,72,1,5,12,1,17,09/01/17,14010110100512.0,3,1,AKAKI KALITY
3364,14720100512018,14,72,1,5,12,1,18,09/01/17,14010110100512.0,3,1,AKAKI KALITY
3365,14720100512019,14,72,1,5,12,1,19,09/01/17,14010110100512.0,3,1,AKAKI KALITY
3366,14720100512020,14,72,1,5,12,1,20,11/01/17,14010110100512.0,1,1,AKAKI KALITY
3367,14720100549006,14,72,1,5,49,1,6,05/01/17,14010110100549.0,1,1,AKAKI KALITY
3368,14720100549012,14,72,1,5,49,1,12,04/01/17,14010110100549.0,2,1,AKAKI KALITY
3369,14720100549018,14,72,1,5,49,1,18,04/01/17,14010110100549.0,3,1,AKAKI KALITY
3370,14720100549024,14,72,1,5,49,1,24,05/01/17,14010110100549.0,1,1,AKAKI KALITY
3371,14720100549030,14,72,1,5,49,1,30,10/01/17,14010110100549.0,7,1,AKAKI KALITY
3372,14720100549036,14,72,1,5,49,1,36,06/01/17,14010110100549.0,4,1,AKAKI KALITY
3373,14720100549042,14,72,1,5,49,1,42,06/01/17,14010110100549.0,4,1,AKAKI KALITY
3374,14720100549048,14,72,1,5,49,1,48,06/01/17,14010110100549.0,3,1,AKAKI KALITY
3375,14720100549054,14,72,1,5,49,1,54,08/01/17,14010110100549.0,6,1,AKAKI KALITY
3376,14720100549060,14,72,1,5,49,1,60,08/01/17,14010110100549.0,3,1,AKAKI KALITY
3377,14720100549066,14,72,1,5,49,1,66,09/02/17,14010110100549.0,2,1,AKAKI KALITY
3378,14720100549072,14,72,1,5,49,1,72,09/01/17,14010110100549.0,8,1,AKAKI KALITY
3379,14720100549078,14,72,1,5,49,1,78,10/01/17,14010110100549.0,3,1,AKAKI KALITY
3380,14720100549084,14,72,1,5,49,1,84,09/01/17,14010110100549.0,4,1,AKAKI KALITY
3381,14720100549090,14,72,1,5,49,1,90,09/01/17,14010110100549.0,3,1,AKAKI KALITY
3382,14720100549096,14,72,1,5,49,1,96,10/01/17,14010110100549.0,1,1,AKAKI KALITY
3383,14720100549102,14,72,1,5,49,1,102,11/01/17,14010110100549.0,2,1,AKAKI KALITY
3384,14720100549114,14,72,1,5,49,1,114,10/01/17,14010110100549.0,4,1,AKAKI KALITY
3385,14720100549120,14,72,1,5,49,1,120,11/01/17,14010110100549.0,9,1,AKAKI KALITY
3386,14720100560001,14,72,1,5,60,1,1,04/01/17,14010110100560.0,7,1,AKAKI KALITY
3387,14720100560002,14,72,1,5,60,1,2,04/01/17,14010110100560.0,6,1,AKAKI KALITY
3388,14720100560007,14,72,1,5,60,1,7,05/01/17,14010110100560.0,6,1,AKAKI KALITY
3389,14720100560008,14,72,1,5,60,1,8,05/01/17,14010110100560.0,2,1,AKAKI KALITY
3390,14720100560017,14,72,1,5,60,1,17,06/01/17,14010110100560.0,4,1,AKAKI KALITY
3391,14720100560024,14,72,1,5,60,1,24,09/01/17,14010110100560.0,5,1,AKAKI KALITY
3392,14720100560031,14,72,1,5,60,1,31,10/01/17,14010110100560.0,2,1,AKAKI KALITY
3393,14720100560038,14,72,1,5,60,1,38,06/01/17,14010110100560.0,2,1,AKAKI KALITY
3394,14720100560059,14,72,1,5,60,1,59,08/01/17,14010110100560.0,6,1,AKAKI KALITY
3395,14720100560066,14,72,1,5,60,1,66,09/01/17,14010110100560.0,5,1,AKAKI KALITY
3396,14720100560073,14,72,1,5,60,1,73,08/01/17,14010110100560.0,9,1,AKAKI KALITY
3397,14720100560080,14,72,1,5,60,1,80,06/01/17,14010110100560.0,1,1,AKAKI KALITY
3398,14720100633001,14,72,1,6,33,1,1,04/01/17,14010110100633.0,4,1,AKAKI KALITY
3399,14720100633002,14,72,1,6,33,1,2,05/01/17,14010110100633.0,3,1,AKAKI KALITY
3400,14720100633003,14,72,1,6,33,1,3,05/01/17,14010110100633.0,4,1,AKAKI KALITY
3401,14720100633004,14,72,1,6,33,1,4,04/01/17,14010110100633.0,5,1,AKAKI KALITY
3402,14720100633005,14,72,1,6,33,1,5,05/01/17,14010110100633.0,5,1,AKAKI KALITY
3403,14720100633006,14,72,1,6,33,1,6,05/01/17,14010110100633.0,6,1,AKAKI KALITY
3404,14720100633007,14,72,1,6,33,1,7,05/01/17,14010110100633.0,6,1,AKAKI KALITY
3405,14720100633008,14,72,1,6,33,1,8,05/01/17,14010110100633.0,4,1,AKAKI KALITY
3406,14720100633019,14,72,1,6,33,1,19,10/01/17,14010110100633.0,7,1,AKAKI KALITY
3407,14720100633052,14,72,1,6,33,1,52,11/01/17,14010110100633.0,1,1,AKAKI KALITY
3408,14720100633058,14,72,1,6,33,1,58,09/01/17,14010110100633.0,5,1,AKAKI KALITY
3409,14720100633064,14,72,1,6,33,1,64,09/01/17,14010110100633.0,2,1,AKAKI KALITY
3410,14720100633070,14,72,1,6,33,1,70,08/01/17,14010110100633.0,7,1,AKAKI KALITY
3411,14720100633076,14,72,1,6,33,1,76,09/01/17,14010110100633.0,4,1,AKAKI KALITY
3412,14720100633082,14,72,1,6,33,1,82,08/01/17,14010110100633.0,4,1,AKAKI KALITY
3413,14720100633088,14,72,1,6,33,1,88,09/01/17,14010110100633.0,4,1,AKAKI KALITY
3414,14720100633094,14,72,1,6,33,1,94,11/01/17,14010110100633.0,1,1,AKAKI KALITY
3415,14720100633100,14,72,1,6,33,1,100,10/01/17,14010110100633.0,4,1,AKAKI KALITY
3416,14720100633106,14,72,1,6,33,1,106,09/01/17,14010110100633.0,4,1,AKAKI KALITY
3417,14720100633117,14,72,1,6,33,1,117,10/01/17,14010110100633.0,1,1,AKAKI KALITY
3418,14720100702001,14,72,1,7,2,1,1,04/01/17,14010110100702.0,4,1,AKAKI KALITY
3419,14720100702002,14,72,1,7,2,1,2,05/01/17,14010110100702.0,4,1,AKAKI KALITY
3420,14720100702003,14,72,1,7,2,1,3,05/01/17,14010110100702.0,2,1,AKAKI KALITY
3421,14720100702004,14,72,1,7,2,1,4,05/01/17,14010110100702.0,2,1,AKAKI KALITY
3422,14720100702005,14,72,1,7,2,1,5,06/01/17,14010110100702.0,6,1,AKAKI KALITY
3423,14720100702006,14,72,1,7,2,1,6,06/01/17,14010110100702.0,6,1,AKAKI KALITY
3424,14720100702007,14,72,1,7,2,1,7,06/01/17,14010110100702.0,6,1,AKAKI KALITY
3425,14720100702008,14,72,1,7,2,1,8,08/01/17,14010110100702.0,8,1,AKAKI KALITY
3426,14720100702009,14,72,1,7,2,1,9,08/01/17,14010110100702.0,3,1,AKAKI KALITY
3427,14720100702010,14,72,1,7,2,1,10,09/01/17,14010110100702.0,5,1,AKAKI KALITY
3428,14720100702011,14,72,1,7,2,1,11,09/01/17,14010110100702.0,4,1,AKAKI KALITY
3429,14720100702012,14,72,1,7,2,1,12,10/01/17,14010110100702.0,6,1,AKAKI KALITY
3430,14720100702013,14,72,1,7,2,1,13,10/01/17,14010110100702.0,3,1,AKAKI KALITY
3431,14720100702014,14,72,1,7,2,1,14,10/01/17,14010110100702.0,3,1,AKAKI KALITY
3432,14720100702015,14,72,1,7,2,1,15,11/01/17,14010110100702.0,5,1,AKAKI KALITY
3433,14720100702016,14,72,1,7,2,1,16,11/01/17,14010110100702.0,6,1,AKAKI KALITY
3434,14720100702017,14,72,1,7,2,1,17,11/01/17,14010110100702.0,3,1,AKAKI KALITY
3435,14720100702018,14,72,1,7,2,1,18,12/01/17,14010110100702.0,2,1,AKAKI KALITY
3436,14720100702019,14,72,1,7,2,1,19,12/01/17,14010110100702.0,4,1,AKAKI KALITY
3437,14720100702020,14,72,1,7,2,1,20,12/01/17,14010110100702.0,4,1,AKAKI KALITY
3438,14730200238003,14,73,2,2,38,1,3,04/01/17,14020210200238.0,5,2,NEFAS SILK-LAFTO
3439,14730200238022,14,73,2,2,38,1,22,05/01/17,14020210200238.0,5,2,NEFAS SILK-LAFTO
3440,14730200238041,14,73,2,2,38,1,41,06/01/17,14020210200238.0,5,2,NEFAS SILK-LAFTO
3441,14730200238060,14,73,2,2,38,1,60,06/01/17,14020210200238.0,3,2,NEFAS SILK-LAFTO
3442,14730200238079,14,73,2,2,38,1,79,07/01/17,14020210200238.0,5,2,NEFAS SILK-LAFTO
3443,14730200238098,14,73,2,2,38,1,98,09/01/17,14020210200238.0,5,2,NEFAS SILK-LAFTO
3444,14730200238117,14,73,2,2,38,1,117,09/01/17,14020210200238.0,4,2,NEFAS SILK-LAFTO
3445,14730200238136,14,73,2,2,38,1,136,10/01/17,14020210200238.0,5,2,NEFAS SILK-LAFTO
3446,14730200238155,14,73,2,2,38,1,155,10/01/17,14020210200238.0,4,2,NEFAS SILK-LAFTO
3447,14730200238174,14,73,2,2,38,1,174,10/01/17,14020210200238.0,5,2,NEFAS SILK-LAFTO
3448,14730200238193,14,73,2,2,38,1,193,10/01/17,14020210200238.0,5,2,NEFAS SILK-LAFTO
3449,14730200238212,14,73,2,2,38,1,212,11/01/17,14020210200238.0,4,2,NEFAS SILK-LAFTO
3450,14730200527001,14,73,2,5,27,1,1,08/03/16,14020210200527.0,4,2,NEFAS SILK-LAFTO
3451,14730200527002,14,73,2,5,27,1,2,09/03/16,14020210200527.0,7,2,NEFAS SILK-LAFTO
3452,14730200527003,14,73,2,5,27,1,3,07/03/16,14020210200527.0,2,2,NEFAS SILK-LAFTO
3453,14730200527004,14,73,2,5,27,1,4,09/03/16,14020210200527.0,4,2,NEFAS SILK-LAFTO
3454,14730200527005,14,73,2,5,27,1,5,08/03/16,14020210200527.0,4,2,NEFAS SILK-LAFTO
3455,14730200527006,14,73,2,5,27,1,6,09/03/16,14020210200527.0,3,2,NEFAS SILK-LAFTO
3456,14730200527007,14,73,2,5,27,1,7,11/03/16,14020210200527.0,5,2,NEFAS SILK-LAFTO
3457,14730200527008,14,73,2,5,27,1,8,11/03/16,14020210200527.0,5,2,NEFAS SILK-LAFTO
3458,14730200527009,14,73,2,5,27,1,9,12/03/16,14020210200527.0,5,2,NEFAS SILK-LAFTO
3459,14730200527010,14,73,2,5,27,1,10,13/03/16,14020210200527.0,6,2,NEFAS SILK-LAFTO
3460,14730200527011,14,73,2,5,27,1,11,13/03/16,14020210200527.0,5,2,NEFAS SILK-LAFTO
3461,14730200527012,14,73,2,5,27,1,12,13/03/16,14020210200527.0,7,2,NEFAS SILK-LAFTO
3462,14730200833004,14,73,2,8,33,1,4,15/03/16,14020210200833.0,4,2,NEFAS SILK-LAFTO
3463,14730200833013,14,73,2,8,33,1,13,12/01/17,14020210200833.0,5,2,NEFAS SILK-LAFTO
3464,14730200833014,14,73,2,8,33,1,14,12/01/17,14020210200833.0,5,2,NEFAS SILK-LAFTO
3465,14730200833015,14,73,2,8,33,1,15,12/01/17,14020210200833.0,5,2,NEFAS SILK-LAFTO
3466,14730200833016,14,73,2,8,33,1,16,15/03/16,14020210200833.0,7,2,NEFAS SILK-LAFTO
3467,14730200833021,14,73,2,8,33,1,21,15/03/16,14020210200833.0,8,2,NEFAS SILK-LAFTO
3468,14730200833106,14,73,2,8,33,1,106,12/01/17,14020210200833.0,5,2,NEFAS SILK-LAFTO
3469,14730200833123,14,73,2,8,33,1,123,12/01/17,14020210200833.0,2,2,NEFAS SILK-LAFTO
3470,14730200833140,14,73,2,8,33,1,140,12/01/17,14020210200833.0,4,2,NEFAS SILK-LAFTO
3471,14730200833157,14,73,2,8,33,1,157,12/01/17,14020210200833.0,4,2,NEFAS SILK-LAFTO
3472,14730200833174,14,73,2,8,33,1,174,12/01/17,14020210200833.0,2,2,NEFAS SILK-LAFTO
3473,14730200833191,14,73,2,8,33,1,191,12/01/17,14020210200833.0,5,2,NEFAS SILK-LAFTO
3474,14740300273001,14,74,3,2,73,1,1,05/01/17,14030310300273.0,5,3,KOLFE KERANIYO
3475,14740300273002,14,74,3,2,73,1,2,05/01/17,14030310300273.0,5,3,KOLFE KERANIYO
3476,14740300273003,14,74,3,2,73,1,3,05/01/17,14030310300273.0,3,3,KOLFE KERANIYO
3477,14740300273004,14,74,3,2,73,1,4,06/01/17,14030310300273.0,7,3,KOLFE KERANIYO
3478,14740300273005,14,74,3,2,73,1,5,06/01/17,14030310300273.0,3,3,KOLFE KERANIYO
3479,14740300273006,14,74,3,2,73,1,6,08/01/17,14030310300273.0,9,3,KOLFE KERANIYO
3480,14740300273007,14,74,3,2,73,1,7,08/01/17,14030310300273.0,3,3,KOLFE KERANIYO
3481,14740300273008,14,74,3,2,73,1,8,09/01/17,14030310300273.0,6,3,KOLFE KERANIYO
3482,14740300273009,14,74,3,2,73,1,9,08/01/17,14030310300273.0,9,3,KOLFE KERANIYO
3483,14740300273010,14,74,3,2,73,1,10,09/01/17,14030310300273.0,2,3,KOLFE KERANIYO
3484,14740300273011,14,74,3,2,73,1,11,10/01/17,14030310300273.0,1,3,KOLFE KERANIYO
3485,14740300273012,14,74,3,2,73,1,12,10/01/17,14030310300273.0,5,3,KOLFE KERANIYO
3486,14740300546001,14,74,3,5,46,1,1,05/01/17,14030310300546.0,4,3,KOLFE KERANIYO
3487,14740300546013,14,74,3,5,46,1,13,06/01/17,14030310300546.0,1,3,KOLFE KERANIYO
3488,14740300546025,14,74,3,5,46,1,25,08/01/17,14030310300546.0,7,3,KOLFE KERANIYO
3489,14740300546037,14,74,3,5,46,1,37,05/01/17,14030310300546.0,4,3,KOLFE KERANIYO
3490,14740300546049,14,74,3,5,46,1,49,06/01/17,14030310300546.0,5,3,KOLFE KERANIYO
3491,14740300546061,14,74,3,5,46,1,61,08/01/17,14030310300546.0,6,3,KOLFE KERANIYO
3492,14740300546073,14,74,3,5,46,1,73,09/01/17,14030310300546.0,6,3,KOLFE KERANIYO
3493,14740300546085,14,74,3,5,46,1,85,09/01/17,14030310300546.0,2,3,KOLFE KERANIYO
3494,14740300546097,14,74,3,5,46,1,97,09/01/17,14030310300546.0,3,3,KOLFE KERANIYO
3495,14740300546109,14,74,3,5,46,1,109,10/01/17,14030310300546.0,5,3,KOLFE KERANIYO
3496,14740300546121,14,74,3,5,46,1,121,10/01/17,14030310300546.0,3,3,KOLFE KERANIYO
3497,14740300546133,14,74,3,5,46,1,133,10/01/17,14030310300546.0,3,3,KOLFE KERANIYO
3498,14740301003006,14,74,3,10,3,1,6,05/01/17,14030310301003.0,6,3,KOLFE KERANIYO
3499,14740301003030,14,74,3,10,3,1,30,05/01/17,14030310301003.0,1,3,KOLFE KERANIYO
3500,14740301003054,14,74,3,10,3,1,54,06/01/17,14030310301003.0,5,3,KOLFE KERANIYO
3501,14740301003078,14,74,3,10,3,1,78,06/01/17,14030310301003.0,4,3,KOLFE KERANIYO
3502,14740301003126,14,74,3,10,3,1,126,08/01/17,14030310301003.0,7,3,KOLFE KERANIYO
3503,14740301003161,14,74,3,10,3,1,161,09/01/17,14030310301003.0,4,3,KOLFE KERANIYO
3504,14740301003174,14,74,3,10,3,1,174,09/01/17,14030310301003.0,6,3,KOLFE KERANIYO
3505,14740301003176,14,74,3,10,3,1,176,08/01/17,14030310301003.0,3,3,KOLFE KERANIYO
3506,14740301003180,14,74,3,10,3,1,180,08/01/17,14030310301003.0,5,3,KOLFE KERANIYO
3507,14740301003222,14,74,3,10,3,1,222,10/01/17,14030310301003.0,4,3,KOLFE KERANIYO
3508,14740301003246,14,74,3,10,3,1,246,10/01/17,14030310301003.0,4,3,KOLFE KERANIYO
3509,14740301003268,14,74,3,10,3,1,268,10/01/17,14030310301003.0,3,3,KOLFE KERANIYO
3510,14750400317001,14,75,4,3,17,1,1,04/01/17,14040410400317.0,4,4,GULELE-SUB CITY
3511,14750400317002,14,75,4,3,17,1,2,05/01/17,14040410400317.0,3,4,GULELE-SUB CITY
3512,14750400317003,14,75,4,3,17,1,3,05/01/17,14040410400317.0,5,4,GULELE-SUB CITY
3513,14750400317004,14,75,4,3,17,1,4,05/01/17,14040410400317.0,3,4,GULELE-SUB CITY
3514,14750400317005,14,75,4,3,17,1,5,06/01/17,14040410400317.0,3,4,GULELE-SUB CITY
3515,14750400317006,14,75,4,3,17,1,6,06/01/17,14040410400317.0,1,4,GULELE-SUB CITY
3516,14750400317007,14,75,4,3,17,1,7,06/01/17,14040410400317.0,4,4,GULELE-SUB CITY
3517,14750400317008,14,75,4,3,17,1,8,08/01/17,14040410400317.0,2,4,GULELE-SUB CITY
3518,14750400317009,14,75,4,3,17,1,9,08/01/17,14040410400317.0,2,4,GULELE-SUB CITY
3519,14750400317010,14,75,4,3,17,1,10,09/01/17,14040410400317.0,2,4,GULELE-SUB CITY
3520,14750400317011,14,75,4,3,17,1,11,09/01/17,14040410400317.0,2,4,GULELE-SUB CITY
3521,14750400317012,14,75,4,3,17,1,12,10/01/17,14040410400317.0,4,4,GULELE-SUB CITY
3522,14750400612001,14,75,4,6,12,1,1,04/01/17,14040410400612.0,4,4,GULELE-SUB CITY
3523,14750400612002,14,75,4,6,12,1,2,09/01/17,14040410400612.0,9,4,GULELE-SUB CITY
3524,14750400612003,14,75,4,6,12,1,3,09/01/17,14040410400612.0,2,4,GULELE-SUB CITY
