,HHID,HI_1,HI_2,HI_3,HI_4,HI_5,HI_6,HI_7new,HI_14,eaid,A0,zone_csa,wereda_name
682,03141202605157,3,14,12,26,5,2,157,08/03/17,3041288802605.0,7,4,DEBRESINA
683,03141700416006,3,14,17,4,16,1,6,15/02/17,3041710100416.0,2,4,KOMBOLCHA TOWN WOREDA
684,03141700416018,3,14,17,4,16,1,18,15/02/17,3041710100416.0,2,4,KOMBOLCHA TOWN WOREDA
685,03141700416030,3,14,17,4,16,1,30,15/02/17,3041710100416.0,5,4,KOMBOLCHA TOWN WOREDA
686,03141700416042,3,14,17,4,16,1,42,17/02/17,3041710100416.0,3,4,KOMBOLCHA TOWN WOREDA
687,03141700416054,3,14,17,4,16,1,54,15/02/17,3041710100416.0,1,4,KOMBOLCHA TOWN WOREDA
688,03141700416066,3,14,17,4,16,1,66,16/02/17,3041710100416.0,2,4,KOMBOLCHA TOWN WOREDA
689,03141700416078,3,14,17,4,16,1,78,16/02/17,3041710100416.0,4,4,KOMBOLCHA TOWN WOREDA
690,03141700416090,3,14,17,4,16,1,90,16/02/17,3041710100416.0,4,4,KOMBOLCHA TOWN WOREDA
691,03141700416102,3,14,17,4,16,1,102,16/02/17,3041710100416.0,1,4,KOMBOLCHA TOWN WOREDA
692,03141700416114,3,14,17,4,16,1,114,17/02/17,3041710100416.0,5,4,KOMBOLCHA TOWN WOREDA
693,03141700416126,3,14,17,4,16,1,126,17/02/17,3041710100416.0,2,4,KOMBOLCHA TOWN WOREDA
694,03141700416138,3,14,17,4,16,1,138,17/02/17,3041710100416.0,3,4,KOMBOLCHA TOWN WOREDA
695,03141800307011,3,14,18,3,7,1,11,03/02/17,3041810100307.0,6,4,DESSIE
696,03141800307024,3,14,18,3,7,1,24,03/02/17,3041810100307.0,5,4,DESSIE
697,03141800307037,3,14,18,3,7,1,37,03/02/17,3041810100307.0,4,4,DESSIE
698,03141800307050,3,14,18,3,7,1,50,03/02/17,3041810100307.0,3,4,DESSIE
699,03141800307063,3,14,18,3,7,1,63,03/02/17,3041810100307.0,4,4,DESSIE
700,03141800307076,3,14,18,3,7,1,76,04/02/17,3041810100307.0,5,4,DESSIE
701,03141800307089,3,14,18,3,7,1,89,04/02/17,3041810100307.0,6,4,DESSIE
702,03141800307102,3,14,18,3,7,1,102,04/02/17,3041810100307.0,4,4,DESSIE
703,03141800307115,3,14,18,3,7,1,115,05/02/17,3041810100307.0,3,4,DESSIE
704,03141800307120,3,14,18,3,7,1,120,05/02/17,3041810100307.0,2,4,DESSIE
705,03141800307141,3,14,18,3,7,1,141,04/02/17,3041810100307.0,1,4,DESSIE
706,03141800307154,3,14,18,3,7,1,154,05/02/17,3041810100307.0,2,4,DESSIE
707,03141800618005,3,14,18,6,18,1,5,24/01/17,3041810100618.0,6,4,DESSIE
708,03141800618012,3,14,18,6,18,1,12,24/01/17,3041810100618.0,5,4,DESSIE
709,03141800618019,3,14,18,6,18,1,19,24/01/17,3041810100618.0,7,4,DESSIE
710,03141800618026,3,14,18,6,18,1,26,25/01/17,3041810100618.0,5,4,DESSIE
711,03141800618033,3,14,18,6,18,1,33,25/01/17,3041810100618.0,2,4,DESSIE
712,03141800618040,3,14,18,6,18,1,40,25/01/17,3041810100618.0,3,4,DESSIE
713,03141800618047,3,14,18,6,18,1,47,25/01/17,3041810100618.0,4,4,DESSIE
714,03141800618054,3,14,18,6,18,1,54,25/01/17,3041810100618.0,2,4,DESSIE
715,03141800618061,3,14,18,6,18,1,61,26/01/17,3041810100618.0,5,4,DESSIE
716,03141800618068,3,14,18,6,18,1,68,26/01/17,3041810100618.0,4,4,DESSIE
717,03141800618075,3,14,18,6,18,1,75,27/01/17,3041810100618.0,2,4,DESSIE
718,03141800618082,3,14,18,6,18,1,82,27/01/17,3041810100618.0,7,4,DESSIE
719,03141800910007,3,14,18,9,10,1,7,29/01/17,3041810100910.0,3,4,DESSIE
720,03141800910019,3,14,18,9,10,1,19,30/01/17,3041810100910.0,2,4,DESSIE
721,03141800910031,3,14,18,9,10,1,31,30/01/17,3041810100910.0,5,4,DESSIE
722,03141800910043,3,14,18,9,10,1,43,31/01/17,3041810100910.0,6,4,DESSIE
723,03141800910055,3,14,18,9,10,1,55,31/01/17,3041810100910.0,3,4,DESSIE
724,03141800910067,3,14,18,9,10,1,67,31/01/17,3041810100910.0,2,4,DESSIE
725,03141800910079,3,14,18,9,10,1,79,31/01/17,3041810100910.0,3,4,DESSIE
726,03141800910091,3,14,18,9,10,1,91,31/01/17,3041810100910.0,2,4,DESSIE
727,03141800910103,3,14,18,9,10,1,103,01/02/17,3041810100910.0,3,4,DESSIE
728,03141800910115,3,14,18,9,10,1,115,01/02/17,3041810100910.0,1,4,DESSIE
729,03141800910127,3,14,18,9,10,1,127,01/02/17,3041810100910.0,6,4,DESSIE
730,03141800910139,3,14,18,9,10,1,139,01/02/17,3041810100910.0,4,4,DESSIE
731,03150300101020,3,15,3,1,1,2,20,25/03/17,3050388800101.0,8,5,ENSARO
732,03150300101040,3,15,3,1,1,2,40,25/03/17,3050388800101.0,5,5,ENSARO
733,03150300101060,3,15,3,1,1,2,60,25/03/17,3050388800101.0,4,5,ENSARO
734,03150300101080,3,15,3,1,1,2,80,25/03/17,3050388800101.0,5,5,ENSARO
735,03150300101100,3,15,3,1,1,2,100,25/03/17,3050388800101.0,4,5,ENSARO
736,03150300101120,3,15,3,1,1,2,120,25/03/17,3050388800101.0,5,5,ENSARO
737,03150300101140,3,15,3,1,1,2,140,25/03/17,3050388800101.0,2,5,ENSARO
738,03150300101160,3,15,3,1,1,2,160,25/03/17,3050388800101.0,7,5,ENSARO
739,03150300101180,3,15,3,1,1,2,180,25/03/17,3050388800101.0,3,5,ENSARO
740,03150300101200,3,15,3,1,1,2,200,25/03/17,3050388800101.0,4,5,ENSARO
741,03150300101220,3,15,3,1,1,2,220,25/03/17,3050388800101.0,3,5,ENSARO
742,03150300101240,3,15,3,1,1,2,240,25/03/17,3050388800101.0,6,5,ENSARO
743,03150300905019,3,15,3,9,5,2,19,23/03/17,3050388800905.0,6,5,ENSARO
744,03150300905023,3,15,3,9,5,2,23,24/03/17,3050388800905.0,5,5,ENSARO
745,03150300905039,3,15,3,9,5,2,39,23/03/17,3050388800905.0,8,5,ENSARO
746,03150300905059,3,15,3,9,5,2,59,23/03/17,3050388800905.0,6,5,ENSARO
747,03150300905079,3,15,3,9,5,2,79,23/03/17,3050388800905.0,6,5,ENSARO
748,03150300905099,3,15,3,9,5,2,99,24/03/17,3050388800905.0,5,5,ENSARO
749,03150300905119,3,15,3,9,5,2,119,23/03/17,3050388800905.0,2,5,ENSARO
750,03150300905139,3,15,3,9,5,2,139,23/03/17,3050388800905.0,5,5,ENSARO
751,03150300905179,3,15,3,9,5,2,179,24/03/17,3050388800905.0,5,5,ENSARO
752,03150300905199,3,15,3,9,5,2,199,24/03/17,3050388800905.0,5,5,ENSARO
753,03150300905219,3,15,3,9,5,2,219,24/03/17,3050388800905.0,5,5,ENSARO
754,03150300905239,3,15,3,9,5,2,239,25/03/17,3050388800905.0,6,5,ENSARO
755,03150800103013,3,15,8,1,3,1,13,08/02/17,3050810100103.0,2,5,EFRATANA GIDIM
756,03150800103028,3,15,8,1,3,1,28,08/02/17,3050810100103.0,8,5,EFRATANA GIDIM
757,03150800103043,3,15,8,1,3,1,43,08/02/17,3050810100103.0,2,5,EFRATANA GIDIM
758,03150800103058,3,15,8,1,3,1,58,08/02/17,3050810100103.0,4,5,EFRATANA GIDIM
759,03150800103073,3,15,8,1,3,1,73,08/02/17,3050810100103.0,2,5,EFRATANA GIDIM
760,03150800103088,3,15,8,1,3,1,88,09/02/17,3050810100103.0,5,5,EFRATANA GIDIM
761,03150800103103,3,15,8,1,3,1,103,09/02/17,3050810100103.0,3,5,EFRATANA GIDIM
762,03150800103118,3,15,8,1,3,1,118,09/02/17,3050810100103.0,2,5,EFRATANA GIDIM
763,03150800103133,3,15,8,1,3,1,133,09/02/17,3050810100103.0,3,5,EFRATANA GIDIM
764,03150800103148,3,15,8,1,3,1,148,09/02/17,3050810100103.0,1,5,EFRATANA GIDIM
765,03150800103163,3,15,8,1,3,1,163,09/02/17,3050810100103.0,2,5,EFRATANA GIDIM
766,03150800103178,3,15,8,1,3,1,178,10/02/17,3050810100103.0,2,5,EFRATANA GIDIM
767,03151900506012,3,15,19,5,6,2,12,19/03/17,3051988800506.0,3,5,BASONA WERANA
768,03151900506027,3,15,19,5,6,2,27,19/03/17,3051988800506.0,7,5,BASONA WERANA
769,03151900506042,3,15,19,5,6,2,42,21/03/17,3051988800506.0,4,5,BASONA WERANA
770,03151900506057,3,15,19,5,6,2,57,21/03/17,3051988800506.0,5,5,BASONA WERANA
771,03151900506072,3,15,19,5,6,2,72,19/03/17,3051988800506.0,3,5,BASONA WERANA
772,03151900506087,3,15,19,5,6,2,87,21/03/17,3051988800506.0,4,5,BASONA WERANA
773,03151900506102,3,15,19,5,6,2,102,19/03/17,3051988800506.0,5,5,BASONA WERANA
774,03151900506117,3,15,19,5,6,2,117,19/03/17,3051988800506.0,2,5,BASONA WERANA
775,03151900506132,3,15,19,5,6,2,132,21/03/17,3051988800506.0,6,5,BASONA WERANA
776,03151900506147,3,15,19,5,6,2,147,19/03/17,3051988800506.0,4,5,BASONA WERANA
777,03151900506162,3,15,19,5,6,2,162,19/03/17,3051988800506.0,4,5,BASONA WERANA
778,03151900506177,3,15,19,5,6,2,177,19/03/17,3051988800506.0,6,5,BASONA WERANA
779,03152000107001,3,15,20,1,7,1,1,30/01/17,3052010100107.0,4,5,DEBREBREHAN TOWN WOREDA
780,03152000107003,3,15,20,1,7,1,3,30/01/17,3052010100107.0,5,5,DEBREBREHAN TOWN WOREDA
781,03152000107005,3,15,20,1,7,1,5,30/01/17,3052010100107.0,4,5,DEBREBREHAN TOWN WOREDA
782,03152000107007,3,15,20,1,7,1,7,30/01/17,3052010100107.0,4,5,DEBREBREHAN TOWN WOREDA
783,03152000107009,3,15,20,1,7,1,9,30/01/17,3052010100107.0,4,5,DEBREBREHAN TOWN WOREDA
784,03152000107011,3,15,20,1,7,1,11,30/01/17,3052010100107.0,7,5,DEBREBREHAN TOWN WOREDA
785,03152000107013,3,15,20,1,7,1,13,30/01/17,3052010100107.0,3,5,DEBREBREHAN TOWN WOREDA
786,03152000107015,3,15,20,1,7,1,15,30/01/17,3052010100107.0,5,5,DEBREBREHAN TOWN WOREDA
787,03152000107017,3,15,20,1,7,1,17,30/01/17,3052010100107.0,6,5,DEBREBREHAN TOWN WOREDA
788,03152000107029,3,15,20,1,7,1,29,30/01/17,3052010100107.0,3,5,DEBREBREHAN TOWN WOREDA
789,03152000107066,3,15,20,1,7,1,66,30/01/17,3052010100107.0,5,5,DEBREBREHAN TOWN WOREDA
790,03152000107103,3,15,20,1,7,1,103,30/01/17,3052010100107.0,4,5,DEBREBREHAN TOWN WOREDA
791,03152000407001,3,15,20,4,7,1,1,26/01/17,3052010100407.0,2,5,DEBREBREHAN TOWN WOREDA
792,03152000407008,3,15,20,4,7,1,8,28/01/17,3052010100407.0,3,5,DEBREBREHAN TOWN WOREDA
793,03152000407012,3,15,20,4,7,1,12,27/01/17,3052010100407.0,6,5,DEBREBREHAN TOWN WOREDA
794,03152000407023,3,15,20,4,7,1,23,27/01/17,3052010100407.0,5,5,DEBREBREHAN TOWN WOREDA
795,03152000407034,3,15,20,4,7,1,34,28/01/17,3052010100407.0,5,5,DEBREBREHAN TOWN WOREDA
796,03152000407045,3,15,20,4,7,1,45,27/01/17,3052010100407.0,3,5,DEBREBREHAN TOWN WOREDA
797,03152000407056,3,15,20,4,7,1,56,27/01/17,3052010100407.0,5,5,DEBREBREHAN TOWN WOREDA
798,03152000407067,3,15,20,4,7,1,67,27/01/17,3052010100407.0,4,5,DEBREBREHAN TOWN WOREDA
799,03152000407078,3,15,20,4,7,1,78,28/01/17,3052010100407.0,3,5,DEBREBREHAN TOWN WOREDA
800,03152000407089,3,15,20,4,7,1,89,28/01/17,3052010100407.0,1,5,DEBREBREHAN TOWN WOREDA
801,03152000407100,3,15,20,4,7,1,100,28/01/17,3052010100407.0,3,5,DEBREBREHAN TOWN WOREDA
802,03152000407111,3,15,20,4,7,1,111,25/01/17,3052010100407.0,6,5,DEBREBREHAN TOWN WOREDA
803,03152000407122,3,15,20,4,7,1,122,26/01/17,3052010100407.0,4,5,DEBREBREHAN TOWN WOREDA
804,03152000705001,3,15,20,7,5,1,1,04/02/17,3052010100705.0,2,5,DEBREBREHAN TOWN WOREDA
805,03152000705011,3,15,20,7,5,1,11,04/02/17,3052010100705.0,5,5,DEBREBREHAN TOWN WOREDA
806,03152000705025,3,15,20,7,5,1,25,04/02/17,3052010100705.0,4,5,DEBREBREHAN TOWN WOREDA
807,03152000705039,3,15,20,7,5,1,39,04/02/17,3052010100705.0,4,5,DEBREBREHAN TOWN WOREDA
808,03152000705053,3,15,20,7,5,1,53,04/02/17,3052010100705.0,5,5,DEBREBREHAN TOWN WOREDA
809,03152000705067,3,15,20,7,5,1,67,04/02/17,3052010100705.0,3,5,DEBREBREHAN TOWN WOREDA
810,03152000705081,3,15,20,7,5,1,81,03/02/17,3052010100705.0,3,5,DEBREBREHAN TOWN WOREDA
811,03152000705095,3,15,20,7,5,1,95,03/02/17,3052010100705.0,5,5,DEBREBREHAN TOWN WOREDA
812,03152000705109,3,15,20,7,5,1,109,04/02/17,3052010100705.0,5,5,DEBREBREHAN TOWN WOREDA
813,03152000705123,3,15,20,7,5,1,123,04/02/17,3052010100705.0,1,5,DEBREBREHAN TOWN WOREDA
814,03152000705137,3,15,20,7,5,1,137,05/02/17,3052010100705.0,1,5,DEBREBREHAN TOWN WOREDA
815,03152000705165,3,15,20,7,5,1,165,04/02/17,3052010100705.0,4,5,DEBREBREHAN TOWN WOREDA
816,03160201902005,3,16,2,19,2,2,5,29/01/17,3060288801902.0,6,6,HULETEJ ENESE
817,03160201902017,3,16,2,19,2,2,17,29/01/17,3060288801902.0,3,6,HULETEJ ENESE
818,03160201902029,3,16,2,19,2,2,29,29/01/17,3060288801902.0,4,6,HULETEJ ENESE
819,03160201902041,3,16,2,19,2,2,41,29/01/17,3060288801902.0,4,6,HULETEJ ENESE
820,03160201902053,3,16,2,19,2,2,53,29/01/17,3060288801902.0,4,6,HULETEJ ENESE
821,03160201902065,3,16,2,19,2,2,65,29/01/17,3060288801902.0,3,6,HULETEJ ENESE
822,03160201902077,3,16,2,19,2,2,77,29/01/17,3060288801902.0,3,6,HULETEJ ENESE
823,03160201902089,3,16,2,19,2,2,89,29/01/17,3060288801902.0,3,6,HULETEJ ENESE
824,03160201902101,3,16,2,19,2,2,101,29/01/17,3060288801902.0,4,6,HULETEJ ENESE
825,03160201902113,3,16,2,19,2,2,113,29/01/17,3060288801902.0,2,6,HULETEJ ENESE
826,03160201902125,3,16,2,19,2,2,125,29/01/17,3060288801902.0,6,6,HULETEJ ENESE
827,03160201902137,3,16,2,19,2,2,137,29/01/17,3060288801902.0,3,6,HULETEJ ENESE
828,03160204005008,3,16,2,40,5,2,8,28/01/17,3060288804005.0,4,6,HULETEJ ENESE
829,03160204005022,3,16,2,40,5,2,22,28/01/17,3060288804005.0,4,6,HULETEJ ENESE
830,03160204005036,3,16,2,40,5,2,36,28/01/17,3060288804005.0,6,6,HULETEJ ENESE
831,03160204005050,3,16,2,40,5,2,50,28/01/17,3060288804005.0,5,6,HULETEJ ENESE
832,03160204005064,3,16,2,40,5,2,64,27/01/17,3060288804005.0,5,6,HULETEJ ENESE
833,03160204005078,3,16,2,40,5,2,78,27/01/17,3060288804005.0,6,6,HULETEJ ENESE
834,03160204005092,3,16,2,40,5,2,92,27/01/17,3060288804005.0,4,6,HULETEJ ENESE
835,03160204005106,3,16,2,40,5,2,106,27/01/17,3060288804005.0,6,6,HULETEJ ENESE
836,03160204005120,3,16,2,40,5,2,120,27/01/17,3060288804005.0,8,6,HULETEJ ENESE
837,03160204005134,3,16,2,40,5,2,134,27/01/17,3060288804005.0,6,6,HULETEJ ENESE
838,03160204005148,3,16,2,40,5,2,148,27/01/17,3060288804005.0,3,6,HULETEJ ENESE
839,03160204005162,3,16,2,40,5,2,162,27/01/17,3060288804005.0,6,6,HULETEJ ENESE
840,03160500103010,3,16,5,1,3,1,10,09/02/17,3060520100103.0,4,6,ENARJ ENAWGA
841,03160500103023,3,16,5,1,3,1,23,09/02/17,3060520100103.0,4,6,ENARJ ENAWGA
842,03160500103036,3,16,5,1,3,1,36,09/02/17,3060520100103.0,1,6,ENARJ ENAWGA
843,03160500103049,3,16,5,1,3,1,49,09/02/17,3060520100103.0,2,6,ENARJ ENAWGA
844,03160500103062,3,16,5,1,3,1,62,09/02/17,3060520100103.0,3,6,ENARJ ENAWGA
845,03160500103075,3,16,5,1,3,1,75,10/02/17,3060520100103.0,3,6,ENARJ ENAWGA
846,03160500103088,3,16,5,1,3,1,88,10/02/17,3060520100103.0,3,6,ENARJ ENAWGA
847,03160500103101,3,16,5,1,3,1,101,10/02/17,3060520100103.0,3,6,ENARJ ENAWGA
848,03160500103114,3,16,5,1,3,1,114,10/02/17,3060520100103.0,2,6,ENARJ ENAWGA
849,03160500103127,3,16,5,1,3,1,127,10/02/17,3060520100103.0,1,6,ENARJ ENAWGA
850,03160500103140,3,16,5,1,3,1,140,11/02/17,3060520100103.0,4,6,ENARJ ENAWGA
851,03160500103153,3,16,5,1,3,1,153,11/02/17,3060520100103.0,4,6,ENARJ ENAWGA
852,03160600803010,3,16,6,8,3,2,10,25/01/17,3060688800803.0,1,6,ENEMAY
853,03160600803026,3,16,6,8,3,2,26,25/01/17,3060688800803.0,2,6,ENEMAY
854,03160600803042,3,16,6,8,3,2,42,25/01/17,3060688800803.0,7,6,ENEMAY
855,03160600803058,3,16,6,8,3,2,58,25/01/17,3060688800803.0,6,6,ENEMAY
856,03160600803074,3,16,6,8,3,2,74,26/01/17,3060688800803.0,7,6,ENEMAY
857,03160600803090,3,16,6,8,3,2,90,26/01/17,3060688800803.0,6,6,ENEMAY
858,03160600803106,3,16,6,8,3,2,106,26/01/17,3060688800803.0,2,6,ENEMAY
859,03160600803122,3,16,6,8,3,2,122,26/01/17,3060688800803.0,5,6,ENEMAY
860,03160600803138,3,16,6,8,3,2,138,25/01/17,3060688800803.0,6,6,ENEMAY
861,03160600803154,3,16,6,8,3,2,154,25/01/17,3060688800803.0,3,6,ENEMAY
862,03160600803170,3,16,6,8,3,2,170,25/01/17,3060688800803.0,6,6,ENEMAY
863,03160600803186,3,16,6,8,3,2,186,25/01/17,3060688800803.0,2,6,ENEMAY
864,03161500214007,3,16,15,2,14,1,7,14/02/17,3061510100214.0,1,6,DEBERE MARKOS TOWN WOREDA
865,03161500214018,3,16,15,2,14,1,18,14/02/17,3061510100214.0,2,6,DEBERE MARKOS TOWN WOREDA
866,03161500214029,3,16,15,2,14,1,29,14/02/17,3061510100214.0,3,6,DEBERE MARKOS TOWN WOREDA
867,03161500214040,3,16,15,2,14,1,40,14/02/17,3061510100214.0,2,6,DEBERE MARKOS TOWN WOREDA
868,03161500214051,3,16,15,2,14,1,51,14/02/17,3061510100214.0,3,6,DEBERE MARKOS TOWN WOREDA
869,03161500214062,3,16,15,2,14,1,62,14/02/17,3061510100214.0,2,6,DEBERE MARKOS TOWN WOREDA
870,03161500214073,3,16,15,2,14,1,73,15/02/17,3061510100214.0,4,6,DEBERE MARKOS TOWN WOREDA
871,03161500214084,3,16,15,2,14,1,84,15/02/17,3061510100214.0,4,6,DEBERE MARKOS TOWN WOREDA
872,03161500214095,3,16,15,2,14,1,95,15/02/17,3061510100214.0,4,6,DEBERE MARKOS TOWN WOREDA
873,03161500214106,3,16,15,2,14,1,106,15/02/17,3061510100214.0,4,6,DEBERE MARKOS TOWN WOREDA
874,03161500214117,3,16,15,2,14,1,117,15/02/17,3061510100214.0,3,6,DEBERE MARKOS TOWN WOREDA
875,03161500214128,3,16,15,2,14,1,128,16/02/17,3061510100214.0,2,6,DEBERE MARKOS TOWN WOREDA
876,03170400206005,3,17,4,2,6,2,5,06/02/17,3070488800206.0,4,7,MECHA
877,03170400206025,3,17,4,2,6,2,25,06/02/17,3070488800206.0,7,7,MECHA
878,03170400206045,3,17,4,2,6,2,45,06/02/17,3070488800206.0,6,7,MECHA
879,03170400206065,3,17,4,2,6,2,65,06/02/17,3070488800206.0,4,7,MECHA
880,03170400206085,3,17,4,2,6,2,85,06/02/17,3070488800206.0,6,7,MECHA
881,03170400206105,3,17,4,2,6,2,105,06/02/17,3070488800206.0,2,7,MECHA
882,03170400206125,3,17,4,2,6,2,125,07/02/17,3070488800206.0,4,7,MECHA
883,03170400206145,3,17,4,2,6,2,145,07/02/17,3070488800206.0,3,7,MECHA
884,03170400206165,3,17,4,2,6,2,165,06/02/17,3070488800206.0,3,7,MECHA
885,03170400206185,3,17,4,2,6,2,185,06/02/17,3070488800206.0,6,7,MECHA
886,03170400206205,3,17,4,2,6,2,205,07/02/17,3070488800206.0,7,7,MECHA
887,03170400206225,3,17,4,2,6,2,225,07/02/17,3070488800206.0,3,7,MECHA
888,03170401804019,3,17,4,18,4,2,19,03/02/17,3070488801804.0,3,7,MECHA
889,03170401804043,3,17,4,18,4,2,43,03/02/17,3070488801804.0,4,7,MECHA
890,03170401804067,3,17,4,18,4,2,67,03/02/17,3070488801804.0,3,7,MECHA
891,03170401804091,3,17,4,18,4,2,91,03/02/17,3070488801804.0,7,7,MECHA
892,03170401804115,3,17,4,18,4,2,115,03/02/17,3070488801804.0,6,7,MECHA
893,03170401804139,3,17,4,18,4,2,139,03/02/17,3070488801804.0,2,7,MECHA
894,03170401804163,3,17,4,18,4,2,163,03/02/17,3070488801804.0,6,7,MECHA
895,03170401804187,3,17,4,18,4,2,187,03/02/17,3070488801804.0,5,7,MECHA
896,03170401804211,3,17,4,18,4,2,211,03/02/17,3070488801804.0,8,7,MECHA
897,03170401804235,3,17,4,18,4,2,235,03/02/17,3070488801804.0,8,7,MECHA
898,03170401804259,3,17,4,18,4,2,259,03/02/17,3070488801804.0,2,7,MECHA
899,03170401804283,3,17,4,18,4,2,283,03/02/17,3070488801804.0,3,7,MECHA
900,03170403702010,3,17,4,37,2,2,10,05/02/17,3070488803702.0,7,7,MECHA
901,03170403702030,3,17,4,37,2,2,30,05/02/17,3070488803702.0,3,7,MECHA
902,03170403702050,3,17,4,37,2,2,50,05/02/17,3070488803702.0,6,7,MECHA
903,03170403702070,3,17,4,37,2,2,70,06/02/17,3070488803702.0,1,7,MECHA
904,03170403702090,3,17,4,37,2,2,90,05/02/17,3070488803702.0,5,7,MECHA
905,03170403702110,3,17,4,37,2,2,110,05/02/17,3070488803702.0,7,7,MECHA
906,03170403702130,3,17,4,37,2,2,130,05/02/17,3070488803702.0,5,7,MECHA
907,03170403702150,3,17,4,37,2,2,150,05/02/17,3070488803702.0,6,7,MECHA
908,03170403702170,3,17,4,37,2,2,170,05/02/17,3070488803702.0,5,7,MECHA
909,03170403702190,3,17,4,37,2,2,190,05/02/17,3070488803702.0,6,7,MECHA
910,03170403702210,3,17,4,37,2,2,210,05/02/17,3070488803702.0,3,7,MECHA
911,03170403702230,3,17,4,37,2,2,230,05/02/17,3070488803702.0,7,7,MECHA
912,03170500110018,3,17,5,1,10,1,18,14/03/17,3070510100110.0,6,7,SEKELA
913,03170500110045,3,17,5,1,10,1,45,14/03/17,3070510100110.0,4,7,SEKELA
914,03170500110072,3,17,5,1,10,1,72,14/03/17,3070510100110.0,5,7,SEKELA
915,03170500110099,3,17,5,1,10,1,99,14/03/17,3070510100110.0,5,7,SEKELA
916,03170500110126,3,17,5,1,10,1,126,14/03/17,3070510100110.0,3,7,SEKELA
917,03170500110153,3,17,5,1,10,1,153,14/03/17,3070510100110.0,2,7,SEKELA
918,03170500110180,3,17,5,1,10,1,180,14/03/17,3070510100110.0,5,7,SEKELA
919,03170500110207,3,17,5,1,10,1,207,14/03/17,3070510100110.0,4,7,SEKELA
920,03170500110234,3,17,5,1,10,1,234,14/03/17,3070510100110.0,5,7,SEKELA
921,03170500110261,3,17,5,1,10,1,261,14/03/17,3070510100110.0,3,7,SEKELA
922,03170500110288,3,17,5,1,10,1,288,14/03/17,3070510100110.0,6,7,SEKELA
923,03170500110315,3,17,5,1,10,1,315,14/03/17,3070510100110.0,5,7,SEKELA
924,03170601005004,3,17,6,10,5,2,4,31/01/17,3070688801005.0,3,7,QUARIT
925,03170601005016,3,17,6,10,5,2,16,31/01/17,3070688801005.0,1,7,QUARIT
926,03170601005028,3,17,6,10,5,2,28,31/01/17,3070688801005.0,5,7,QUARIT
927,03170601005040,3,17,6,10,5,2,40,31/01/17,3070688801005.0,8,7,QUARIT
928,03170601005052,3,17,6,10,5,2,52,31/01/17,3070688801005.0,2,7,QUARIT
929,03170601005064,3,17,6,10,5,2,64,01/02/17,3070688801005.0,5,7,QUARIT
930,03170601005076,3,17,6,10,5,2,76,31/01/17,3070688801005.0,3,7,QUARIT
931,03170601005088,3,17,6,10,5,2,88,31/01/17,3070688801005.0,3,7,QUARIT
932,03170601005100,3,17,6,10,5,2,100,31/01/17,3070688801005.0,3,7,QUARIT
933,03170601005112,3,17,6,10,5,2,112,31/01/17,3070688801005.0,3,7,QUARIT
934,03170601005124,3,17,6,10,5,2,124,31/01/17,3070688801005.0,9,7,QUARIT
935,03170601005136,3,17,6,10,5,2,136,31/01/17,3070688801005.0,4,7,QUARIT
936,03180100102002,3,18,1,1,2,1,2,27/02/17,3080110100102.0,5,8,ZIQUALA
937,03180100102005,3,18,1,1,2,1,5,27/02/17,3080110100102.0,2,8,ZIQUALA
938,03180100102008,3,18,1,1,2,1,8,27/02/17,3080110100102.0,5,8,ZIQUALA
939,03180100102016,3,18,1,1,2,1,16,27/02/17,3080110100102.0,6,8,ZIQUALA
940,03180100102035,3,18,1,1,2,1,35,28/02/17,3080110100102.0,3,8,ZIQUALA
941,03180100102054,3,18,1,1,2,1,54,28/02/17,3080110100102.0,4,8,ZIQUALA
942,03180100102073,3,18,1,1,2,1,73,28/02/17,3080110100102.0,2,8,ZIQUALA
943,03180100102092,3,18,1,1,2,1,92,28/02/17,3080110100102.0,2,8,ZIQUALA
944,03180100102111,3,18,1,1,2,1,111,28/02/17,3080110100102.0,4,8,ZIQUALA
945,03180100102130,3,18,1,1,2,1,130,27/02/17,3080110100102.0,6,8,ZIQUALA
946,03180100102149,3,18,1,1,2,1,149,27/02/17,3080110100102.0,6,8,ZIQUALA
947,03180100102168,3,18,1,1,2,1,168,28/02/17,3080110100102.0,4,8,ZIQUALA
948,03180201302007,3,18,2,13,2,2,7,19/02/17,3080288801302.0,6,8,SEKOTA
949,03180201302024,3,18,2,13,2,2,24,19/02/17,3080288801302.0,8,8,SEKOTA
950,03180201302041,3,18,2,13,2,2,41,19/02/17,3080288801302.0,4,8,SEKOTA
951,03180201302058,3,18,2,13,2,2,58,19/02/17,3080288801302.0,5,8,SEKOTA
952,03180201302075,3,18,2,13,2,2,75,19/02/17,3080288801302.0,6,8,SEKOTA
953,03180201302092,3,18,2,13,2,2,92,19/02/17,3080288801302.0,3,8,SEKOTA
954,03180201302109,3,18,2,13,2,2,109,19/02/17,3080288801302.0,8,8,SEKOTA
955,03180201302126,3,18,2,13,2,2,126,19/02/17,3080288801302.0,8,8,SEKOTA
956,03180201302143,3,18,2,13,2,2,143,19/02/17,3080288801302.0,8,8,SEKOTA
957,03180201302160,3,18,2,13,2,2,160,19/02/17,3080288801302.0,7,8,SEKOTA
958,03180201302177,3,18,2,13,2,2,177,19/02/17,3080288801302.0,6,8,SEKOTA
959,03180201302194,3,18,2,13,2,2,194,19/02/17,3080288801302.0,6,8,SEKOTA
