,HHID,B20
3906,07581600112079,1
3907,07581600112097,11
3908,07581600112115,11
3909,07581600112133,11
3910,07581600112151,11
3911,07581600112170,3
3912,07581600112187,11
3913,07581600112205,10
3914,07581600302008,12
3915,07581600302024,10
3916,07581600302040,10
3917,07581600302056,10
3918,07581600302056,12
3919,07581600302072,10
3920,07581600302088,10
3921,07581600302104,3
3922,07581600302120,10
3923,07581600302136,10
3924,07581600302152,10
3925,07581600302168,10
3926,07581600302184,10
3927,07581600407008,3
3928,07581600407023,3
3929,07581600407038,10
3930,07581600407053,3
3931,07581600407068,1
3932,07581600407083,10
3933,07581600407098,7
3934,07581600407113,3
3935,07581600407128,3
3936,07581600407143,3
3937,07581600407158,10
3938,07581600407173,3
3939,07590401603001,3
3940,07590401603001,10
3941,07590401603002,3
3942,07590401603002,10
3943,07590401603003,3
3944,07590401603003,10
3945,07590401603004,3
3946,07590401603004,10
3947,07590401603005,11
3948,07590401603006,11
3949,07590401603007,4
3950,07590401603008,11
3951,07590401603009,10
3952,07590401603010,10
3953,07590401603011,10
3954,07590401603012,10
3955,07590700102006,11
3956,07590700102023,10
3957,07590700102040,3
3958,07590700102057,11
3959,07590700102074,11
3960,07590700102091,10
3961,07590700102108,10
3962,07590700102125,10
3963,07590700102142,3
3964,07590700102142,10
3965,07590700102159,10
3966,07590700102176,11
3967,07590700102193,10
3968,07590800501001,11
3969,07590800501002,4
3970,07590800501003,3
3971,07590800501004,3
3972,07590800501005,10
3973,07590800501006,10
3974,07590800501007,10
3975,07590800501008,10
3976,07590800501009,3
3977,07590800501010,4
3978,07590800501011,11
3979,07590800501012,3
3980,07600102304001,3
3981,07600102304001,10
3982,07600102304002,9
3983,07600102304002,10
3984,07600102304003,10
3985,07600102304004,3
3986,07600102304004,10
3987,07600102304005,1
3988,07600102304005,3
3989,07600102304005,10
3990,07600102304006,10
3991,07600102304007,1
3992,07600102304007,3
3993,07600102304007,10
3994,07600102304008,3
3995,07600102304008,10
3996,07600102304009,9
3997,07600102304009,10
3998,07600102304010,9
3999,07600102304010,10
4000,07600102304011,10
4001,07600102304012,3
4002,07600102304012,10
4003,07610101505006,4
4004,07610101505009,8
4005,07610101505015,10
4006,07610101505024,1
4007,07610101505033,10
4008,07610101505042,9
4009,07610101505042,10
4010,07610101505051,9
4011,07610101505051,10
4012,07610101505058,10
4013,07610101505060,9
4014,07610101505060,10
4015,07610101505069,3
4016,07610101505069,10
4017,07610101505078,10
4018,07610101505107,10
4019,07610101604003,10
4020,07610101604024,10
4021,07610101604045,10
4022,07610101604066,8
4023,07610101604066,10
4024,07610101604087,10
4025,07610101604108,10
4026,07610101604129,11
4027,07610101604150,8
4028,07610101604171,4
4029,07610101604192,10
4030,07610101604213,10
4031,07610101604234,10
4032,07620300101001,10
4033,07620300101002,10
4034,07620300101004,10
4035,07620300101007,11
4036,07620300101020,10
4037,07620300101038,10
4038,07620300101056,11
4039,07620300101074,3
4040,07620300101092,11
4041,07620300101110,3
4042,07620300101128,11
4043,07620300101146,11
4044,07630101203007,10
4045,07630101203023,10
4046,07630101203039,10
4047,07630101203055,10
4048,07630101203071,8
4049,07630101203087,10
4050,07630101203103,11
4051,07630101203119,10
4052,07630101203135,10
4053,07630101203151,10
4054,07630101203167,10
4055,07630101203183,10
4056,07630102501005,10
4057,07630102501023,10
4058,07630102501041,10
4059,07630102501059,10
4060,07630102501077,10
4061,07630102501095,10
4062,07630102501113,10
4063,07630102501131,10
4064,07630102501149,10
4065,07630102501167,8
4066,07630102501185,10
4067,07630102501203,8
4068,07640101801005,11
4069,07640101801008,11
4070,07640101801023,10
4071,07640101801024,11
4072,07640101801038,10
4073,07640101801043,11
4074,07640101801062,10
4075,07640101801081,10
4076,07640101801100,10
4077,07640101801119,10
4078,07640101801138,10
4079,07640101801157,10
4080,07640300502002,10
4081,07640300502005,4
4082,07640300502005,10
4083,07640300502006,4
4084,07640300502008,4
4085,07640300502008,10
4086,07640300502011,10
4087,07640300502014,10
4088,07640300502017,10
4089,07640300502020,10
4090,07640300502023,10
4091,07640300502026,10
4092,07640300502062,1
4093,07640300502118,10
4094,07650101206007,10
4095,07650101206025,10
4096,07650101206043,10
4097,07650101206061,10
4098,07650101206079,10
4099,07650101206097,10
4100,07650101206115,10
4101,07650101206133,10
4102,07650101206151,10
4103,07650101206169,10
4104,07650101206187,9
4105,07650101206187,10
4106,07650101206205,11
4107,07650105703009,10
4108,07650105703027,10
4109,07650105703045,10
4110,07650105703063,10
4111,07650105703081,8
4112,07650105703081,10
4113,07650105703099,10
4114,07650105703117,10
4115,07650105703135,8
4116,07650105703135,10
4117,07650105703153,10
4118,07650105703171,10
4119,07650105703189,10
4120,07650105703207,10
4121,07661900106001,1
4122,07661900106002,10
4123,07661900106003,12
4124,07661900106004,10
4125,07661900106005,1
4126,07661900106005,10
4127,07661900106006,1
4128,07661900106007,10
4129,07661900106008,10
4130,07661900106009,10
4131,07661900106010,4
4132,07661900106010,10
4133,07661900106011,3
4134,07661900106012,4
4135,07661900106012,10
4136,07661900421004,3
4137,07661900421004,10
4138,07661900421013,10
4139,07661900421022,10
4140,07661900421031,3
4141,07661900421031,10
4142,07661900421040,10
4143,07661900421049,10
4144,07661900421058,10
4145,07661900421067,10
4146,07661900421076,10
4147,07661900421085,10
4148,07661900421094,10
4149,07661900421103,10
4150,07661900703002,10
4151,07661900703011,12
4152,07661900703012,11
4153,07661900703020,10
4154,07661900703038,4
4155,07661900703056,2
4156,07661900703074,10
4157,07661900703092,10
4158,07661900703146,10
4159,07661900703164,3
4160,07661900703182,11
4161,07661900703200,7
4162,12670300101001,10
4163,12670300101002,10
4164,12670300101003,10
4165,12670300101004,10
4166,12670300101005,10
4167,12670300101006,10
4168,12670300101007,10
4169,12670300101008,10
4170,12670300101009,10
4171,12670300101010,10
4172,12670300101011,10
4173,12670300101012,10
4174,12670500701001,11
4175,12670500701002,11
4176,12670500701003,11
4177,12670500701004,11
4178,12670500701005,10
4179,12670500701006,10
4180,12670500701007,10
4181,12670500701008,10
4182,12670500701009,10
4183,12670500701010,3
4184,12670500701010,10
4185,12670500701011,10
4186,12670500701012,2
4187,12670500701012,3
4188,12670500701012,4
4189,12670500701012,10
4190,12670600303001,10
4191,12670600303002,10
4192,12670600303003,10
4193,12670600303004,10
4194,12670600303005,10
4195,12670600303006,10
4196,12670600303007,10
4197,12670600303008,10
4198,12670600303009,10
4199,12670600303010,10
4200,12670600303011,10
4201,12670600303012,10
4202,12680100101001,10
4203,12680100101002,10
4204,12680100101003,10
4205,12680100101004,10
4206,12680100101005,10
4207,12680100101006,10
4208,12680100101007,10
4209,12680100101008,10
4210,12680100101009,10
4211,12680100101010,10
4212,12680100101011,10
4213,12680100101012,10
4214,12690101901001,3
4215,12690101901001,4
4216,12690101901001,10
4217,12690101901002,10
4218,12690101901003,10
4219,12690101901004,11
4220,12690101901005,11
4221,12690101901006,11
4222,12690101901007,10
4223,12690101901008,1
4224,12690101901008,10
4225,12690101901009,10
4226,12690101901010,10
4227,12690101901011,11
4228,12690101901012,10
4229,13700100405001,10
4230,13700100405001,11
4231,13700100405002,1
4232,13700100405003,10
4233,13700100405004,10
4234,13700100405005,10
4235,13700100405006,12
4236,13700100405007,10
4237,13700100405008,1
4238,13700100405009,11
4239,13700100405010,1
4240,13700100405011,1
4241,13700100405012,10
4242,13700100901001,10
4243,13700100901002,10
4244,13700100901003,1
4245,13700100901003,2
4246,13700100901003,10
4247,13700100901004,2
4248,13700100901004,10
4249,13700100901005,2
4250,13700100901005,10
4251,13700100901006,2
4252,13700100901006,10
4253,13700100901007,2
4254,13700100901007,10
4255,13700100901008,2
4256,13700100901008,10
4257,13700100901009,2
4258,13700100901009,10
4259,13700100901010,10
4260,13700100901011,2
4261,13700100901011,10
4262,13700100901012,10
4263,13700101407001,10
4264,13700101407002,10
4265,13700101407003,10
4266,13700101407004,1
4267,13700101407004,2
4268,13700101407004,10
4269,13700101407005,1
4270,13700101407005,10
4271,13700101407006,2
4272,13700101407006,10
4273,13700101407007,2
4274,13700101407007,10
4275,13700101407008,10
4276,13700101407009,10
4277,13700101407010,10
4278,13700101407011,1
4279,13700101407011,10
4280,13700101407012,2
4281,13700101407012,10
4282,13700101901001,1
4283,13700101901001,2
4284,13700101901001,10
4285,13700101901002,2
4286,13700101901002,10
4287,13700101901003,10
4288,13700101901004,10
4289,13700101901005,10
4290,13700101901006,10
4291,13700101901007,2
4292,13700101901007,10
4293,13700101901008,1
4294,13700101901008,10
4295,13700101901009,2
4296,13700101901009,10
4297,13700101901010,2
4298,13700101901011,1
4299,13700101901011,10
4300,13700101901012,2
4301,13700101901012,11
4302,14720100113001,10
4303,14720100113002,11
4304,14720100113003,1
4305,14720100113003,10
4306,14720100113004,11
4307,14720100113006,1
4308,14720100113007,11
4309,14720100113008,11
4310,14720100113009,1
4311,14720100113009,10
4312,14720100113010,10
4313,14720100113011,11
4314,14720100113012,11
4315,14720100113013,1
4316,14720100113013,10
4317,14720100113014,11
4318,14720100113015,11
4319,14720100113016,10
4320,14720100113016,11
4321,14720100113017,10
4322,14720100113018,10
4323,14720100113019,10
4324,14720100113020,10
4325,14720100211001,1
4326,14720100211002,4
4327,14720100211002,10
4328,14720100211003,1
4329,14720100211003,10
4330,14720100211004,4
4331,14720100211005,1
4332,14720100211006,4
4333,14720100211006,10
4334,14720100211007,11
4335,14720100211008,11
4336,14720100211009,3
4337,14720100211010,11
4338,14720100211011,5
4339,14720100211012,4
4340,14720100211013,11
4341,14720100211014,10
4342,14720100211015,10
4343,14720100211016,11
4344,14720100211017,11
4345,14720100211018,1
4346,14720100211018,6
4347,14720100211019,4
4348,14720100211020,4
4349,14720100211020,10
4350,14720100222001,3
4351,14720100222002,10
4352,14720100222003,11
4353,14720100222004,10
4354,14720100222005,10
4355,14720100222006,11
4356,14720100222007,11
4357,14720100222008,11
4358,14720100222009,10
4359,14720100222010,10
4360,14720100222011,4
4361,14720100222012,10
4362,14720100222013,10
4363,14720100222014,10
4364,14720100222015,4
4365,14720100222015,10
4366,14720100222016,10
4367,14720100222017,11
4368,14720100222018,10
4369,14720100222019,11
4370,14720100222020,4
4371,14720100315001,10
4372,14720100315003,10
4373,14720100315004,11
4374,14720100315005,11
4375,14720100315006,11
4376,14720100315012,10
4377,14720100315047,10
4378,14720100315054,10
4379,14720100315061,10
4380,14720100315068,10
4381,14720100315075,3
4382,14720100315075,10
4383,14720100315082,8
4384,14720100315089,10
4385,14720100315096,10
4386,14720100315103,10
4387,14720100315110,11
4388,14720100315117,10
4389,14720100315124,10
4390,14720100315131,10
4391,14720100315138,10
4392,14720100326001,9
4393,14720100326001,10
4394,14720100326002,9
4395,14720100326002,10
4396,14720100326003,1
4397,14720100326003,9
4398,14720100326003,10
4399,14720100326004,9
4400,14720100326004,10
4401,14720100326005,1
4402,14720100326005,9
4403,14720100326005,10
4404,14720100326006,9
4405,14720100326006,10
4406,14720100326007,9
4407,14720100326007,10
4408,14720100326008,9
4409,14720100326008,10
4410,14720100326009,9
4411,14720100326009,10
4412,14720100326010,10
4413,14720100326011,9
4414,14720100326011,10
4415,14720100326012,1
4416,14720100326012,10
4417,14720100326013,1
4418,14720100326013,9
4419,14720100326013,10
4420,14720100326014,9
4421,14720100326014,10
4422,14720100326015,1
4423,14720100326015,9
4424,14720100326015,10
4425,14720100326016,1
4426,14720100326017,1
4427,14720100326017,10
4428,14720100326018,1
4429,14720100326018,2
4430,14720100326019,1
4431,14720100326019,10
4432,14720100326020,1
4433,14720100326020,10
4434,14720100406001,9
4435,14720100406002,10
4436,14720100406003,3
4437,14720100406004,10
4438,14720100406005,1
4439,14720100406005,10
4440,14720100406006,3
4441,14720100406007,10
4442,14720100406008,9
4443,14720100406009,3
4444,14720100406009,10
4445,14720100406010,3
4446,14720100406010,9
4447,14720100406010,10
4448,14720100406011,11
4449,14720100406012,9
4450,14720100406012,10
4451,14720100512001,1
4452,14720100512001,10
4453,14720100512002,1
4454,14720100512003,10
4455,14720100512004,1
4456,14720100512006,1
4457,14720100512007,10
4458,14720100512008,1
4459,14720100512009,10
4460,14720100512010,1
4461,14720100512011,10
4462,14720100512012,1
4463,14720100512013,10
4464,14720100512014,10
4465,14720100512015,10
4466,14720100512016,10
4467,14720100512017,10
4468,14720100512018,1
4469,14720100512019,10
4470,14720100512020,10
4471,14720100549006,9
4472,14720100549006,10
4473,14720100549012,9
4474,14720100549012,10
4475,14720100549018,9
4476,14720100549024,3
4477,14720100549024,11
4478,14720100549030,4
4479,14720100549030,10
4480,14720100549036,9
4481,14720100549036,10
4482,14720100549042,9
4483,14720100549042,10
4484,14720100549048,9
4485,14720100549048,10
4486,14720100549054,9
4487,14720100549054,10
4488,14720100549060,9
4489,14720100549060,10
4490,14720100549066,9
4491,14720100549066,10
4492,14720100549072,1
4493,14720100549072,10
4494,14720100549078,9
4495,14720100549078,10
4496,14720100549084,1
4497,14720100549084,9
4498,14720100549084,10
4499,14720100549090,9
4500,14720100549090,10
4501,14720100549096,9
4502,14720100549096,10
4503,14720100549102,1
4504,14720100549114,9
4505,14720100549114,10
4506,14720100549120,9
4507,14720100549120,10
4508,14720100560001,10
4509,14720100560002,10
4510,14720100560007,10
4511,14720100560008,11
4512,14720100560017,10
4513,14720100560024,8
4514,14720100560024,10
4515,14720100560031,10
4516,14720100560038,8
4517,14720100560038,10
4518,14720100560059,10
4519,14720100560066,10
4520,14720100560073,1
4521,14720100560080,10
4522,14720100633001,6
4523,14720100633002,1
4524,14720100633003,1
4525,14720100633004,1
4526,14720100633005,12
4527,14720100633006,1
4528,14720100633007,1
4529,14720100633008,1
4530,14720100633019,1
4531,14720100633052,10
4532,14720100633058,1
4533,14720100633058,10
4534,14720100633064,1
4535,14720100633070,1
4536,14720100633076,12
4537,14720100633082,1
4538,14720100633088,12
4539,14720100633094,10
4540,14720100633100,10
4541,14720100633106,1
4542,14720100633117,10
4543,14720100702001,1
4544,14720100702001,4
4545,14720100702002,1
4546,14720100702003,1
4547,14720100702003,10
4548,14720100702004,1
4549,14720100702005,1
4550,14720100702006,1
4551,14720100702007,1
4552,14720100702007,10
4553,14720100702008,1
4554,14720100702009,1
4555,14720100702010,1
4556,14720100702011,1
4557,14720100702012,1
4558,14720100702013,1
4559,14720100702014,1
4560,14720100702015,3
4561,14720100702015,10
4562,14720100702016,1
4563,14720100702017,1
4564,14720100702017,10
4565,14720100702018,1
4566,14720100702019,1
4567,14720100702020,1
4568,14730200238003,10
4569,14730200238022,12
4570,14730200238041,11
4571,14730200238060,11
4572,14730200238079,11
4573,14730200238098,9
4574,14730200238117,1
4575,14730200238136,11
4576,14730200238155,9
4577,14730200238174,10
4578,14730200238193,9
4579,14730200238212,10
4580,14730200527001,11
4581,14730200527002,11
4582,14730200527003,11
4583,14730200527004,11
4584,14730200527005,1
4585,14730200527006,11
4586,14730200527007,11
4587,14730200527008,11
4588,14730200527009,11
4589,14730200527010,1
4590,14730200527011,11
4591,14730200527012,11
4592,14730200833004,11
4593,14730200833013,10
4594,14730200833014,10
4595,14730200833015,10
4596,14730200833016,11
4597,14730200833021,11
4598,14730200833106,10
4599,14730200833123,10
4600,14730200833140,1
4601,14730200833157,1
4602,14730200833157,4
4603,14730200833174,10
4604,14730200833191,6
4605,14730200833191,10
4606,14740300273001,10
4607,14740300273002,10
4608,14740300273003,11
4609,14740300273003,12
4610,14740300273004,1
4611,14740300273004,10
4612,14740300273005,10
4613,14740300273006,10
4614,14740300273007,10
4615,14740300273008,10
4616,14740300273009,4
4617,14740300273010,10
4618,14740300273011,10
4619,14740300273012,10
4620,14740300546001,10
4621,14740300546013,10
4622,14740300546025,3
4623,14740300546037,3
4624,14740300546049,1
4625,14740300546061,10
4626,14740300546073,10
4627,14740300546085,11
4628,14740300546097,3
4629,14740300546109,1
4630,14740300546121,9
4631,14740300546121,10
4632,14740300546133,10
4633,14740301003006,10
4634,14740301003030,1
4635,14740301003054,1
4636,14740301003078,1
4637,14740301003126,1
4638,14740301003161,1
4639,14740301003174,1
4640,14740301003176,10
4641,14740301003180,10
4642,14740301003222,10
4643,14740301003246,10
4644,14740301003268,10
4645,14750400317001,7
4646,14750400317002,10
4647,14750400317003,8
4648,14750400317003,10
4649,14750400317004,12
4650,14750400317005,11
4651,14750400317006,12
4652,14750400317007,10
4653,14750400317008,2
4654,14750400317008,3
4655,14750400317009,12
4656,14750400317010,1
4657,14750400317011,3
4658,14750400317012,11
4659,14750400612001,1
4660,14750400612002,1
4661,14750400612003,1
4662,14750400612003,10
4663,14750400612004,1
4664,14750400612005,1
4665,14750400612006,1
4666,14750400612007,1
4667,14750400612008,1
4668,14750400612009,1
4669,14750400612010,10
4670,14750400612011,1
4671,14750400612011,10
4672,14750400612012,11
4673,14750401001001,11
4674,14750401001002,11
4675,14750401001003,1
4676,14750401001004,3
4677,14750401001004,10
4678,14750401001005,1
4679,14750401001006,1
4680,14750401001007,1
4681,14750401001008,1
4682,14750401001009,11
4683,14750401001010,1
4684,14750401001011,11
4685,14750401001012,11
4686,14760500307001,10
4687,14760500307002,1
4688,14760500307003,10
4689,14760500307004,1
4690,14760500307004,10
4691,14760500307005,1
4692,14760500307006,1
4693,14760500307007,9
4694,14760500307007,10
4695,14760500307008,9
4696,14760500307008,10
4697,14760500307009,1
4698,14760500307010,11
4699,14760500307011,1
4700,14760500307011,10
4701,14760500307012,1
4702,14760500307013,10
4703,14760500307014,1
4704,14760500307015,11
4705,14760500307016,1
4706,14760500307016,11
4707,14760500307017,10
4708,14760500307017,11
4709,14760500307018,11
4710,14760500307019,1
4711,14760500307020,1
4712,14760500318001,1
4713,14760500318002,11
4714,14760500318003,1
4715,14760500318004,9
4716,14760500318004,10
4717,14760500318005,12
4718,14760500318006,1
4719,14760500318006,9
4720,14760500318006,10
4721,14760500318007,1
4722,14760500318008,6
4723,14760500318008,8
4724,14760500318008,10
4725,14760500318009,1
4726,14760500318010,9
4727,14760500318010,10
4728,14760500318011,1
4729,14760500318012,1
4730,14760500318013,1
4731,14760500318014,1
4732,14760500318015,1
4733,14760500318015,9
4734,14760500318015,10
4735,14760500318016,9
4736,14760500318016,10
4737,14760500318017,1
4738,14760500318017,9
4739,14760500318017,10
4740,14760500318018,7
4741,14760500318018,8
4742,14760500318018,9
4743,14760500318018,10
4744,14760500318019,1
4745,14760500318019,9
4746,14760500318019,10
4747,14760500318020,6
4748,14760500318020,9
4749,14760500318020,10
4750,14760500330001,1
4751,14760500330002,10
4752,14760500330003,1
4753,14760500330003,2
4754,14760500330003,3
4755,14760500330004,11
4756,14760500330005,3
4757,14760500330005,10
4758,14760500330006,11
4759,14760500330007,1
4760,14760500330007,2
4761,14760500330007,3
4762,14760500330008,3
4763,14760500330008,4
4764,14760500330008,6
4765,14760500330009,11
4766,14760500330010,10
4767,14760500330011,10
4768,14760500330012,12
4769,14760500330013,3
4770,14760500330014,1
4771,14760500330014,2
4772,14760500330015,1
4773,14760500330015,2
4774,14760500330015,3
4775,14760500330016,3
4776,14760500330016,4
4777,14760500330017,11
4778,14760500330018,1
4779,14760500330018,2
4780,14760500330018,3
4781,14760500330019,10
4782,14760500330021,9
4783,14760500330021,10
4784,14760500409001,10
4785,14760500409002,10
4786,14760500409003,11
4787,14760500409004,10
4788,14760500409005,10
4789,14760500409006,10
4790,14760500409007,10
4791,14760500409008,10
4792,14760500409009,10
4793,14760500409010,10
4794,14760500409011,10
4795,14760500409012,10
4796,14760500409013,10
4797,14760500409014,9
4798,14760500409014,10
4799,14760500409015,10
4800,14760500409016,7
4801,14760500409016,10
4802,14760500409017,10
4803,14760500409018,10
4804,14760500409019,10
4805,14760500409020,10
4806,14760500430001,1
4807,14760500430001,2
4808,14760500430001,3
4809,14760500430002,2
4810,14760500430002,3
4811,14760500430003,2
4812,14760500430004,2
4813,14760500430004,3
4814,14760500430004,10
4815,14760500430005,1
4816,14760500430005,2
4817,14760500430005,3
4818,14760500430006,1
4819,14760500430006,3
4820,14760500430007,1
4821,14760500430007,3
4822,14760500430008,1
4823,14760500430008,3
4824,14760500430009,1
4825,14760500430009,2
4826,14760500430010,2
4827,14760500430010,3
4828,14760500430011,2
4829,14760500430011,3
4830,14760500430012,10
4831,14760500430013,12
4832,14760500430014,2
4833,14760500430015,1
4834,14760500430016,1
4835,14760500430017,1
4836,14760500430017,2
4837,14760500430018,2
4838,14760500430018,3
4839,14760500430019,2
4840,14760500430019,3
4841,14760500430020,3
4842,14760500507001,3
4843,14760500507001,4
4844,14760500507002,3
4845,14760500507003,12
4846,14760500507004,10
4847,14760500507005,3
4848,14760500507005,9
4849,14760500507006,12
4850,14760500507007,3
4851,14760500507007,10
4852,14760500507008,3
4853,14760500507008,9
4854,14760500507009,12
4855,14760500507010,12
4856,14760500507011,1
4857,14760500507012,12
4858,14760500507013,1
4859,14760500507013,10
4860,14760500507014,10
4861,14760500507015,12
4862,14760500507016,9
4863,14760500507017,12
4864,14760500507018,8
4865,14760500507018,12
4866,14760500507019,9
4867,14760500507019,10
4868,14760500507020,3
4869,14760500517001,10
4870,14760500517002,10
4871,14760500517003,10
4872,14760500517004,10
4873,14760500517005,10
4874,14760500517006,3
4875,14760500517006,4
4876,14760500517006,10
4877,14760500517007,10
4878,14760500517008,10
4879,14760500517009,10
4880,14760500517010,10
4881,14760500517011,10
4882,14760500517012,3
4883,14760500517012,10
4884,14760500517013,10
4885,14760500517014,10
4886,14760500517015,10
4887,14760500517016,10
4888,14760500517018,10
4889,14760500517019,10
4890,14760500517020,10
4891,14760500517044,10
4892,14760500527001,9
4893,14760500527001,10
4894,14760500527002,1
4895,14760500527003,4
4896,14760500527004,3
4897,14760500527004,4
4898,14760500527005,11
4899,14760500527006,1
4900,14760500527007,10
4901,14760500527008,3
4902,14760500527008,4
4903,14760500527009,4
4904,14760500527010,11
4905,14760500527011,10
4906,14760500527012,3
4907,14760500527012,4
4908,14760500527013,10
4909,14760500527014,4
4910,14760500527015,3
4911,14760500527015,10
4912,14760500527016,3
4913,14760500527017,3
4914,14760500527017,6
4915,14760500527018,10
4916,14760500527019,10
4917,14760500527020,11
4918,14760500532001,10
4919,14760500532002,9
4920,14760500532003,12
4921,14760500532004,10
4922,14760500532005,12
4923,14760500532006,12
4924,14760500532007,10
4925,14760500532008,12
4926,14760500532009,10
4927,14760500532010,10
4928,14760500532011,9
4929,14760500532012,2
4930,14760500532013,9
4931,14760500532014,9
4932,14760500532015,9
4933,14760500532016,12
4934,14760500532017,12
4935,14760500532018,12
4936,14760500532019,12
4937,14760500532020,9
4938,14760500613002,10
4939,14760500613003,11
4940,14760500613004,1
4941,14760500613004,10
4942,14760500613005,9
4943,14760500613005,10
4944,14760500613006,10
4945,14760500613007,10
4946,14760500613008,10
4947,14760500613009,9
4948,14760500613010,10
4949,14760500613011,10
4950,14760500613012,10
4951,14760500613013,11
4952,14760500613014,1
4953,14760500613014,10
4954,14760500613015,11
4955,14760500613016,11
4956,14760500613017,10
4957,14760500613018,10
4958,14760500613019,10
4959,14760500613020,11
4960,14760500802001,11
4961,14760500802002,3
4962,14760500802003,3
4963,14760500802003,4
4964,14760500802004,10
4965,14760500802005,1
4966,14760500802005,3
4967,14760500802006,1
4968,14760500802006,3
4969,14760500802007,10
4970,14760500802008,12
4971,14760500802009,11
4972,14760500802010,10
4973,14760500802011,10
4974,14760500802012,9
4975,14760500802017,10
4976,14760500802018,10
4977,14760500802019,10
4978,14760500802020,10
4979,14760500802065,10
4980,14760500802070,11
4981,14760500802075,4
4982,14760500802080,11
4983,14760500811002,10
4984,14760500811007,10
4985,14760500811012,10
4986,14760500811017,12
4987,14760500811022,7
4988,14760500811027,11
4989,14760500811032,10
4990,14760500811037,10
4991,14760500811042,11
4992,14760500811047,8
4993,14760500811052,11
4994,14760500811057,3
4995,14760500811062,9
4996,14760500811062,10
4997,14760500811067,8
4998,14760500811067,10
4999,14760500811072,8
5000,14760500811072,10
5001,14760500811077,10
5002,14760500811082,1
5003,14760500811082,3
5004,14760500811082,6
5005,14760500811082,7
5006,14760500811087,9
5007,14760500811087,10
5008,14760500811092,6
5009,14760500811092,8
5010,14760500811092,9
5011,14760500811092,10
5012,14760500811097,6
5013,14760500811097,7
5014,14760500811097,8
5015,14760500811097,9
5016,14760500811097,10
5017,14770600201001,10
5018,14770600201002,7
5019,14770600201003,1
5020,14770600201003,3
5021,14770600201004,3
5022,14770600201004,10
5023,14770600201005,10
5024,14770600201006,10
5025,14770600201007,10
5026,14770600201008,1
5027,14770600201008,8
5028,14770600201010,1
5029,14770600201011,3
5030,14770600201011,10
5031,14770600201012,10
5032,14770600201017,10
5033,14770600305001,1
5034,14770600305001,4
5035,14770600305001,10
5036,14770600305002,10
5037,14770600305004,10
5038,14770600305006,10
5039,14770600305008,1
5040,14770600305009,10
5041,14770600305010,9
5042,14770600305011,11
5043,14770600305012,10
5044,14770600305013,10
5045,14770600305014,1
5046,14770600305015,10
5047,14770600305016,10
5048,14770600305017,10
5049,14770600305018,3
5050,14770600305018,10
5051,14770600305019,10
5052,14770600305020,10
5053,14770600305022,10
5054,14770600404001,4
5055,14770600404002,10
5056,14770600404003,10
5057,14770600404005,1
5058,14770600404006,1
5059,14770600404007,4
5060,14770600404007,10
5061,14770600404008,10
5062,14770600404009,4
5063,14770600404010,4
5064,14770600404010,10
5065,14770600404011,9
5066,14770600404011,10
5067,14770600404012,1
5068,14770600404012,9
5069,14770600404012,10
5070,14770600404013,9
5071,14770600404013,10
5072,14770600404014,10
5073,14770600404015,10
5074,14770600404016,1
5075,14770600404017,1
5076,14770600404017,10
5077,14770600404018,10
5078,14770600404019,10
5079,14770600404020,2
5080,14770600404020,3
5081,14770600404020,10
5082,14770600528001,12
5083,14770600528002,11
5084,14770600528010,11
5085,14770600528014,1
5086,14770600528015,1
5087,14770600528016,5
5088,14770600528017,8
5089,14770600528018,11
5090,14770600528026,1
5091,14770600528026,3
5092,14770600528026,7
5093,14770600528026,8
5094,14770600528034,1
5095,14770600528034,7
5096,14770600528034,8
5097,14770600528042,8
5098,14770600528042,9
5099,14770600528058,10
5100,14770600528066,10
5101,14770600528074,10
5102,14770600528082,11
5103,14770600528090,10
5104,14770600528098,4
5105,14770600528099,4
5106,14770600528146,11
5107,14770600528154,12
5108,14770600625001,1
5109,14770600625008,1
5110,14770600625009,10
5111,14770600625011,10
5112,14770600625012,9
5113,14770600625012,10
5114,14770600625013,10
5115,14770600625014,10
5116,14770600625015,4
5117,14770600625015,10
5118,14770600625016,10
5119,14770600625017,1
5120,14770600625017,5
5121,14770600625017,10
5122,14770600625018,10
5123,14770600625019,4
5124,14770600625020,9
5125,14770600625020,10
5126,14770600625022,1
5127,14770600625022,10
5128,14770600625029,9
5129,14770600625029,10
5130,14770600625036,1
5131,14770600625036,10
5132,14770600625043,4
5133,14770600625043,10
5134,14770600625050,10
5135,14770600625064,10
5136,14770600821003,1
5137,14770600821003,2
5138,14770600821005,2
5139,14770600821005,10
5140,14770600821006,2
5141,14770600821006,3
5142,14770600821006,10
5143,14770600821007,2
5144,14770600821007,10
5145,14770600821008,10
5146,14770600821009,10
5147,14770600821010,1
5148,14770600821010,10
5149,14770600821011,2
5150,14770600821011,10
5151,14770600821012,2
5152,14770600821012,10
5153,14770600821018,2
5154,14770600821018,10
5155,14770600821033,10
5156,14770600821048,10
5157,14770600929002,5
5158,14770600929003,1
5159,14770600929004,4
5160,14770600929005,10
5161,14770600929006,1
5162,14770600929007,3
5163,14770600929008,1
5164,14770600929009,10
5165,14770600929010,3
5166,14770600929012,1
5167,14770600929014,10
5168,14770600929015,10
5169,14770600929016,10
5170,14770600929017,10
5171,14770600929018,2
5172,14770600929018,10
5173,14770600929019,12
5174,14770600929020,6
5175,14780700220001,10
5176,14780700220002,11
5177,14780700220003,10
