Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Iran, Islamic Rep.",IRN,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,..,..,..,..,..,..,..,..,..,..,..,33.0536705737199,36.9308070763111,23.5011990407674,24.4269903605855,21.9426751592357,22.9622783201433,22.1923725242309,31.4858668816446,24.7341275275001,25.1117068811439,25.0100377419096,22.1729261246389,18.7918446484292,15.7129584084823,14.1509433962264,18.0823169998316,18.161352468775,15.359243697479,14.269995446957,10.2923758925248,11.003337179927,13.8767546158775,12.8903994540969,9.09279659981924,8.57603464303786,8.13496648948463,7.08740346749859,6.80429907987319,4.38862845372541,3.00735772726149,3.88465113420751,5.70735788324376,7.21220707313586,6.36659916845397,9.04047437222047,9.47986838417704,8.81776200327474,2.3320747680977,3.26738040384876,4.08913156392327,5.02307833302784,4.89507464330098,5.55644466799271,5.04790447509004,5.02079228030916,..,..,..,..,..
"Iran, Islamic Rep.",IRN,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,..,..,..,..,..,..,..,..,..,..,..,5.25601480567551,10.3213650162253,17.0677251302406,20.5712245626562,21.4777070063694,20.5880653919473,24.4574378423936,17.2066307250466,25.2225112967274,24.8078641644325,25.2188227736288,35.7683312697758,22.2484776879033,25.1762584030169,19.2835288118307,20.2136104495923,38.6561897958742,39.4390756302521,44.4585673091516,52.4516936821089,51.461185790475,52.1288368571262,55.5207075744055,61.0090622633675,58.6566408962003,60.1120318707562,64.5967370735949,74.0044846516663,74.440656296612,75.6684161523948,74.4597822997565,75.34350495583,77.95981231885,77.1234977653698,74.8326669960918,70.2857558049013,70.9533987626602,78.0203234978791,76.0428242309256,75.9236603865916,66.8017762818056,66.8580597461027,59.85657346228,71.3184928389091,79.2665153421016,..,..,..,..,..
"Iran, Islamic Rep.",IRN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136220485561462,0.726376063804685,1.73224505971025,1.62849724517405,..,..,..,..,..,..
"Iran, Islamic Rep.",IRN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,..,..,..,..,..,..,..,..,..,..,..,61.4188772362739,52.3919187689731,58.9597287687092,54.5590860406997,55.8152866242038,55.7680087805442,52.7180783817952,50.9396886179271,49.5595417408371,49.5844504021448,49.401750582189,41.6288347778236,58.6021994001636,58.8648412308029,66.341152473228,61.4947920425296,42.9984631036647,45.0168067226891,41.1500227652148,37.1459510676458,37.3888906215888,33.8735511678024,31.4629153325285,29.7821148538069,32.6602417010861,31.651754762455,28.2176648084693,19.0829660558262,20.7694083386604,20.8949567022881,21.266871000699,18.5620294088453,14.5036977345689,16.1965755640494,15.7663626970936,19.8767918124163,19.8768542939221,19.374446464364,20.4174007318065,19.7614172450946,27.7623181643977,27.2727272727273,32.5285595616422,21.6646213343335,14.4256021209195,..,..,..,..,..
"Iran, Islamic Rep.",IRN,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,..,..,..,..,..,..,..,..,..,..,..,66.9463294262801,63.0691929236889,76.4988009592326,75.5730096394145,78.0573248407643,77.0377216798567,77.8076274757691,68.5141331183554,75.2658724724999,74.8882931188561,74.9899622580904,77.8270738753611,81.2081553515708,84.2870415915177,85.8490566037736,81.9176830001684,81.838647531225,84.640756302521,85.7300045530429,89.7076241074752,88.996662820073,86.1232453841226,87.1096005459031,90.9072034001808,91.4239653569621,91.8650335105154,92.9125965325014,93.1957009201268,95.5802968960864,96.9621567286539,96.0892309819556,94.2713724600485,92.7702465589623,93.605243293114,90.9196576973182,90.4552578860506,91.1121351465297,97.5765627185009,96.6300763427745,95.8366064414768,94.7411394197924,94.2880963991883,92.5600341419176,93.1761158592763,93.8567452865486,..,..,..,..,..
"Iran, Islamic Rep.",IRN,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310746501882236,0.0304855440845685,0.0261178838368708,0.0212696567077407,0.0175463679018443,0.0281575384320445,0.039867930461345,0.064873729772371,0.0701028501956017,0.0913625134013891,0.1025432533767,0.0742619945999081,0.099561761618316,0.0904528937060517,0.151276130379448,0.147482420459635,0.0840955981655757,..,..,..,..,..
"Iran, Islamic Rep.",IRN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000000,37000000,34000000,30000000,27000000,47000000,71000000,125000000,143000000,196000000,227000000,173000000,239000000,230000000,397000000,405000000,236000000,..,..,..,..,..
"Iran, Islamic Rep.",IRN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.2923758925248,11.003337179927,13.8767546158775,12.8903994540969,9.09279659981924,8.57603464303786,8.13496648948463,7.08740346749859,6.80429907987319,4.41970310391363,3.03784327134606,3.91076901804438,5.72862753995151,7.2297534410377,6.39475670688602,9.08034230268182,9.54474211394941,8.88786485347033,2.42343728149909,3.36992365722546,4.16339355852317,5.12264009464616,4.98552753700703,5.70772079837216,5.19538689554967,5.10488787847473,..,..,..,..,..
"Iran, Islamic Rep.",IRN,Time required to get electricity (days),IC.ELC.TIME,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,110,110,110,110,110,110,77,77,77,77,77,..
Iraq,IRQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.6221115649304,98.1,97.9606246948242,98.0973129272461,98.2550735473633,98,99.3,98.8493194580078,99.0941772460938,99.355110168457,99.6526870727539,99.8366088867188,99.9,100,..
Iraq,IRQ,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.3814676528092,95.1116023495815,94.5138519004703,94.7869849731822,95.1113439704885,93.4921253367355,98.4141560373729,96.5187544997246,97.1805782018276,97.930269965053,98.8579995588852,99.4524876948348,99.9,100,..
Iraq,IRQ,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.5434926958831,99.4505996704102,99.5144653320313,99.5859527587891,99.6606826782227,100,99.69,99.8675079345703,99.9237747192383,99.9680557250977,99.9917449951172,99.9990615844727,99.9,100,..
Iraq,IRQ,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,..,..,..,..,..,..,..,..,..,..,..,40.8341416100873,44.5604873803307,40.5084745762712,36.3494539781591,33.9343206696716,34.4398340248963,33.4159643034209,34.9625715543813,35.5580693815988,31.4525352649638,24.8712871287129,19.918998527246,30.0828553218611,31.7643576080521,32.7976817702845,37.0082449941107,34.5681818181818,35.5303183938349,34.6803820720059,31.7999618247757,32.8568134655292,44.6754029221268,52.9826958105647,56.578947368421,56.4431364305234,54.2581571926944,61.5815745687013,47.9161404395049,30.9903103957957,35.3717366628831,39.4218788935958,38.0375449340967,46.3274399885008,42.3552017567939,37.6213260423787,36.4994199535963,28.2605216834694,39.5413097540757,53.4972261503318,55.4922229736257,50.9743774810538,50.2098677437238,54.7162831989347,65.042898674041,..,..,..,..,..,..
Iraq,IRQ,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Iraq,IRQ,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,..,..,..,..,..,..,..,..,..,..,..,7.14285714285714,6.89655172413793,8.24097755044047,10.3761348897536,10.2604050745604,8.76121397213209,8.89377749842866,9.03637523931078,10.1775147928994,6.06167091276465,5.64083595339375,4.39110070257611,3.70713623725672,3.13479623824451,2.90850140657035,2.69215237582447,11.5504220346513,11.0874200426439,10.896898575021,10.8333333333333,4.32484382508409,2.76679841897233,2.28136882129278,2,1.91641730827422,1.89740687726773,1.91502686311348,1.91630311843593,1.91680131799892,1.9153605015674,1.91621965210381,1.52674009981396,1.52787579393084,1.52655209784796,19.7368421052632,18.0232386246046,17.2578752595,9.44751680763392,8.52643538457473,9.74687167743518,6.30206110977126,9.54409144247903,8.14248057238711,4.32505017117223,3.7317547372392,..,..,..,..,..
Iraq,IRQ,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,..,..,..,..,..,..,..,..,..,..,..,63.1071428571429,61.5862068965517,65.331059960216,58.651102464332,69.7752058758068,76.5222370681428,47.7686989314896,41.2252712188896,41.7850098619329,21.382763770535,10.8932864804883,11.8193793911007,5.51745443311708,5.76083046405262,7.70037667477233,7.67263427109974,8.44069302532208,20.2558635394456,22.6948868398994,15.675,15.8865929841422,17.0474308300395,18.4220532319392,21.5107142857143,20.2501428907642,20.4919942744915,19.1008273179736,18.1127807400226,19.1426670468587,18.7617554858934,16.259960931444,13.2415911171485,10.4587155963303,5.88326366310574,32.8947368421053,41.9300476007451,38.9204801877426,49.4795055302537,48.0936401828414,30.8068209699845,33.402593547669,22.3325655178408,21.1495669439595,21.948412229961,24.4174574156293,..,..,..,..,..
Iraq,IRQ,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..
Iraq,IRQ,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,..,..,..,..,..,..,..,..,..,..,..,29.75,31.5172413793103,26.4279624893436,30.9727626459144,19.9643890496328,14.7165489597251,43.3375235700817,49.7383535417996,48.0374753451676,72.5555653167003,83.465877566118,83.7895199063232,90.7754093296262,91.1043732977029,89.3911219186573,89.6352133530758,80.0088849400267,68.6567164179104,66.4082145850796,73.4916666666667,79.7885631907737,80.1857707509881,79.2965779467681,76.4892857142857,77.8334398009616,77.6105988482407,78.9841458189129,79.9709161415415,78.9405316351424,79.3228840125392,81.8238194164522,85.2316687830375,88.0134086097389,92.5901842390463,28.4210526315789,14.5995328622535,16.8787796732557,14.0750379527218,8.3282690834148,34.6446389138791,37.7993803684396,43.3091399017776,40.7278080175276,35.5728367371031,25.7319868837236,..,..,..,..,..
Iraq,IRQ,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,..,..,..,..,..,..,..,..,..,..,..,92.8571428571429,93.1034482758621,91.7590224495595,89.6238651102464,89.7395949254396,91.2387860278679,91.1062225015713,90.9636247606892,89.8224852071006,93.9383290872353,94.3591640466063,95.6088992974239,96.2928637627433,96.8652037617555,97.0914985934296,97.3078476241755,88.4495779653487,88.9125799573561,89.103101424979,89.1666666666667,95.6751561749159,97.2332015810277,97.7186311787072,98,98.0835826917258,98.1025931227323,98.0849731368865,98.0836968815641,98.0831986820011,98.0846394984326,98.0837803478962,98.473259900186,98.4721242060692,98.473447902152,61.3157894736842,56.5295804629986,55.7992598609983,63.5545434829755,56.4219092662562,65.4514598838636,71.2019739161086,65.6417054196184,61.8773749614871,57.5212489670641,50.1494442993529,..,..,..,..,..
Iraq,IRQ,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Iraq,IRQ,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Iraq,IRQ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.8333333333333,4.32484382508409,2.76679841897233,2.28136882129278,2,1.91641730827422,1.89740687726773,1.91502686311348,1.91630311843593,1.91680131799892,1.9153605015674,1.91621965210381,1.52674009981396,1.52787579393084,1.52655209784796,19.7368421052632,18.0232386246046,17.2578752595,9.44751680763392,8.52643538457473,9.74687167743518,6.30206110977126,9.54409144247903,8.14248057238711,4.32505017117223,3.7317547372392,..,..,..,..,..
Iraq,IRQ,Time required to get electricity (days),IC.ELC.TIME,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52,52,52,52,52,82,82,51,51,51,51,..
Ireland,IRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Ireland,IRL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Ireland,IRL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Ireland,IRL,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,32.8735632183908,29.29659173314,31.0791366906475,31.7260656883298,31.5540540540541,29.5518207282913,29.5541401273885,30.2298173246906,32.3671497584541,31.9401444788442,30.9304703476483,31.9778188539741,32.0710612435718,30.9798270893372,32.44798583444,33.0179754020814,33.8820301783265,32.7086882453152,34.4396551724138,31.5458579881657,32.0200849748938,29.6224211755547,30.391768895924,30.015923566879,31.566265060241,32.476370510397,33.9402767662054,36.2886597938144,37.4733096085409,37.1878207321245,36.067751577549,37.1744791666667,39.4096659098281,39.270732494353,39.4194756554307,40.2390438247012,40.4355503237198,40.725921691912,40.1063829787234,39.7953964194373,38.4031349497918,39.5949720670391,38.9020912547529,36.9311412913986,35.6300141576215,35.2169981916817,33.7535943375359,33.4983127109111,33.1743869209809,33.1306990881459,34.2995169082126,34.3270868824532,36.4247688428131,33.711130485324,33.7271116361488,..,..,..,..,..,..
Ireland,IRL,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,53.315649867374,48.471259682022,45.1565377532228,39.9656357388316,33.5501034584688,29.0436196152804,28.1647940074906,27.9075091575092,37.1375694016039,39.2402659069326,32.360559488862,29.7430203045685,25.9689359849035,24.918345127926,24.0859651421832,25.2891902672517,27.3471352912855,24.9750581975391,21.1279286750985,17.1146616541353,16.4016657202347,15.4145692848324,16.8850902184236,17.896884272997,20.2296190815237,21.4973170939443,26.3508572357195,55.008314197482,58.3559519193486,58.7631151174819,41.5911167334317,39.2029470864032,42.1926489226869,40.9808656882779,39.7195150938911,39.8659395591911,36.9556025369979,34.4710244298847,32.2827857074432,26.7953135768436,28.7965192413298,28.6700227346541,27.4564263575253,24.9507260367644,24.7035494745191,24.9317099820495,21.6993656881546,19.7471900025137,17.2027551156881,14.3250590170971,12.6171209540034,14.5228979531733,18.5107402085406,16.7468230694037,15.3324550526968,17.3458130182569,..,..,..,..,..
Ireland,IRL,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,41.2024756852343,30.0856094578068,24.2725598526704,22.5085910652921,23.1746970144842,25.4944459496072,21.2734082397004,18.246336996337,15.8544108574954,11.0731244064577,13.8490761526507,7.39213197969543,9.89984032515605,8.76428960261295,10.3000917310968,6.92727030979923,7.14973519499278,8.30284890810331,7.23616006634875,7.76315789473684,7.93109975392769,8.18691233735397,7.61633428300095,7.2700296735905,6.12317550729797,7.09479601396815,7.46729503534574,5.39235093831657,6.76231097324544,5.11304861829467,4.8984468339307,4.99665103817816,5.17743979721166,4.73713542634219,5.46707867839315,4.05021586003181,3.81606765327696,3.44354715831175,4.38739342848932,3.88697450034459,3.5736915473324,2.41961675868789,3.67105422050477,2.40537387876594,2.49851279000595,2.46234293295871,2.67001032600679,2.39523108413833,3.2399358031296,3.22626797338865,2.12592277115275,2.60270946841408,2.95493902214362,2.34213098729228,2.74721016738996,2.87198832698673,..,..,..,..,..
Ireland,IRL,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34022556390977,15.2375544198372,32.2822680216545,47.0560303893637,52.6428041543027,53.5688857244571,50.7622860063027,22.4831396766068,18.2833161770528,27.3594416440481,30.8334564799764,27.6969569189683,25.1306095110516,23.1178707224335,28.0822341940677,26.4796767292608,29.3115201090661,33.2505285412262,33.363807201991,30.7740205000479,31.968757178957,39.1289654881088,37.1346216303995,43.5897435897436,52.4435863400507,51.1362284354551,45.1650667291033,50.8371441215518,55.5284231694617,55.9047746422362,58.2945847342442,64.2781090289608,56.8104844647327,52.0872480748683,51.3352883675464,48.9576875387477,44.0122424285562,..,..,..,..,..
Ireland,IRL,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
Ireland,IRL,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,5.48187444739169,21.4431308601712,30.5709023941068,37.5257731958763,43.275199527047,45.4619344351124,50.561797752809,53.8461538461538,47.0080197409007,49.6866096866097,53.7903643584873,62.864847715736,64.1312236899405,66.3173652694611,65.61394312672,67.7835394229491,65.5031295137217,66.7220928943576,71.6359112585528,67.781954887218,60.4296801060004,44.1162503561592,28.4425451092118,22.1902818991098,20.0783196867213,20.6456008857849,43.6987080523279,21.3160186871486,7.52229546335789,5.29037978424708,10.0358422939068,16.2893503014066,15.6653992395437,14.4962536379962,16.8528642738293,15.223812769825,14.2019027484144,17.5986591497791,23.225404732254,28.3436710314725,19.5919401850209,21.1229295225723,15.0102644608139,9.87088210450103,12.7344834423954,13.0336377116991,10.4513940109161,6.89122706216109,5.71419018322857,3.2834966735818,2.14011925042589,0.861434251214843,0.869533178585903,0.73900293255132,1.00356478611283,1.44845012278017,..,..,..,..,..
Ireland,IRL,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,58.7975243147657,69.9143905421932,75.7274401473296,77.4914089347079,76.8253029855158,74.5055540503928,78.7265917602996,81.753663003663,84.1455891425046,88.9268755935423,86.1509238473493,92.6078680203046,90.100159674844,91.2357103973871,89.6999082689032,93.0727296902008,92.8502648050072,91.6971510918967,92.7638399336513,92.2368421052632,92.0689002460723,91.813087662646,92.383665716999,92.7299703264095,93.876824492702,92.9052039860319,92.5327049646543,94.6076490616834,93.2376890267546,94.8869513817053,79.3239159463068,80.6229068988614,80.9759188846641,83.5593535203418,83.0520560969812,84.4012724380823,84.4080338266385,85.4334907816547,86.2822109397452,87.1077417872731,87.5174249144595,86.9275738876259,86.0564344080828,87.2651944813161,88.5742613523696,83.1304144228518,82.9879038206225,82.1668402341365,78.8217199411529,75.9031404249231,79.0353492333901,72.1948166691209,71.4675214619948,68.8211143695015,65.2937073775573,62.8065055695932,..,..,..,..,..
Ireland,IRL,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316856780735108,0.0928850083596507,0.112907059662467,0.0908884344467167,0.216701902748414,0.66534613235817,1.21659162755053,1.27728003675626,1.43201115194525,1.74975641442027,1.89188101276013,2.17207674671172,3.0299424945469,4.84664013111683,6.45744210060481,7.63816569109778,8.75685435335027,11.4672008012018,11.105195911414,17.3612133706376,16.4105965144984,19.663734115347,22.0125542467452,25.0934196946511,..,..,..,..,..
Ireland,IRL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,15000000,19000000,16000000,41000000,131000000,254000000,278000000,339000000,431000000,470000000,540000000,764000000,1242000000,1751000000,2127000000,2619000000,3206000000,3129000000,4716000000,4454000000,5029000000,5681000000,7051000000,..,..,..,..,..
Ireland,IRL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.8984468339307,4.99665103817816,5.20912547528517,4.83002043470184,5.57998573805562,4.14110429447853,4.03276955602537,4.10889329066992,5.60398505603985,5.16425453710085,5.00570269927766,4.16937317310815,5.5629352332649,4.57745062547766,5.52845528455285,7.30898306407555,9.12745242661159,10.0333967752361,11.9967901564799,14.6934687745905,13.2311186825667,19.9639228390517,19.365535536642,22.0058651026393,24.7597644141352,27.9654080216378,..,..,..,..,..
Ireland,IRL,Time required to get electricity (days),IC.ELC.TIME,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,205,205,205,205,205,85,85,85,85,85,85,..
Isle of Man,IMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Isle of Man,IMN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Isle of Man,IMN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Isle of Man,IMN,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
